EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Travels,ShootingFouls,BlockingFouls,Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,Avg3ptShotDistance,PtsPutbacks,FTOffRebounds,SelfOReb,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,BlockedLongMidRange,BlockedShortMidRange,Defensive 3 Seconds Violations,OffFTReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,SelfORebPct,ShortMidRangePctAssisted,SecondChanceCorner3FGA,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,Clear Path Fouls,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,Blocked3s,BlockedCorner3,on,BlockedArc3,DefensiveGoaltends,OffensiveGoaltends,3pt And 1 Free Throw Trips,Corner3PctBlocked
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,1824.0,30,8.0,63,61,7.0,15.0,7,124,1.0,1.0,2.0,4.0,3.0,7.0,6.0,12.0,2.0,14.0,63,1.0,2.0,2.0,2.0,6.0,8.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,6.0,2.0,8.0,2.0,2.0,2.0,4.0,1.0,2.0,3.0,1.0,2.0,2.0,6.0,7.0,0.6666666666666666,0.6666666666666666,0.5,1.0,0.5,1.0,0.5384615384615384,1.0,24.28571428571429,0.5,0.18518518518518517,0.045454545454545456,0.5,0.3333333333333333,0.20689655172413793,0.08,0.125,0.5,0.16666666666666666,0.18181818181818182,0.2,0.5,0.08333333333333333,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,0.5833333333333334,0.42857142857142855,0.42857142857142855,1.0,0.08333333333333333,0.4133166666666666,0.3667,0.37544999999999995,0.15384615384615385,0.15384615384615385,0.42857142857142855,13.391666666666666,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,17965.0,299,89.0,593,603,133.0,134.0,64,1196,16.0,29.0,6.0,18.0,8.0,17.0,30.0,64.0,38.0,149.0,606,4.0,5.0,10.0,12.0,37.0,6.0,54.0,35.0,56.0,20.0,5.0,133.0,3.0,,4.0,23.0,29.0,3.0,32.0,24.0,7.0,9.0,31.0,11.0,48.0,46.0,3.0,18.0,,37.0,133.0,0.1,0.1,0.46875,0.5,0.47844827586206895,0.5681818181818182,0.5367647058823529,0.6379310344827587,25.457317073170735,0.7741935483870968,0.10697674418604651,,0.06153846153846154,0.03488372093023256,0.09642857142857143,0.012605042016806723,,0.029411764705882353,0.07142857142857142,0.03333333333333333,0.18823529411764706,,0.25,0.5517241379310345,0.6153846153846154,0.1875,0.15517241379310345,0.3333333333333333,0.46153846153846156,0.14655172413793102,0.47058823529411764,0.47058823529411764,,0.6982758620689655,0.5060146551724137,0.49733,0.44908181818181814,0.13740458015267176,0.22784810126582278,0.2483221476510067,7.873437499999999,0.224283305227656,1.0,2.0,4.0,4.0,3.0,7.0,1.0,1.0,14.0,45.0,1.0,5.0,4.0,11.0,17.0,52.0,2.0,1.0,5.0,3.0,10.0,5.0,12.0,30.0,21.0,45.0,14.0,8.0,1.0,21.0,8.0,13.0,10.0,2.0,13.0,3.0,10.0,3.0,15.0,1.0,1.0,9.0,4.0,20.0,5.0,7.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,3.0,5.0,0.5882352941176471,0.3269230769230769,0.2,0.4166666666666667,0.3269230769230769,0.5,0.3888888888888889,0.45,0.4482758620689655,0.019230769230769232,0.125,0.10344827586206896,0.2777777777777778,0.022222222222222223,0.15384615384615385,0.038461538461538464,0.08695652173913043,1.0,0.0603448275862069,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.3879310344827586,0.3111111111111111,0.3181818181818182,0.5714285714285714,0.2222222222222222,0.5,1.0,0.5555555555555556,0.2,1.0,0.18181818181818182,1.0,0.045454545454545456,1.0,0.5,0.36363636363636365,0.3111111111111111,0.06711409395973154,25.00769230769231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
201168,1610612759,Tiago Splitter,Tiago Splitter,201168,SAS,44278.0,738,-25.0,1428,1430,478.0,407.0,159,2858,77.0,113.0,24.0,75.0,,2.0,101.0,190.0,76.0,278.0,1533,51.0,27.0,51.0,32.0,86.0,102.0,100.0,16.0,26.0,6.0,5.0,62.0,19.0,52.0,34.0,86.0,129.0,72.0,201.0,16.0,16.0,11.0,32.0,10.0,127.0,140.0,15.0,60.0,3.0,86.0,477.0,0.504950495049505,0.6623376623376623,0.531578947368421,0.5294117647058824,0.5287958115183246,0.5192307692307693,0.549407114624506,0.5443037974683544,17.779164067373674,0.5,0.16731517509727625,0.13,0.21794871794871795,0.0892018779342723,0.1791044776119403,0.11582381729200653,0.07246376811594203,0.10810810810810811,0.17142857142857143,0.16766467065868262,0.1642512077294686,0.2702702702702703,0.5916230366492147,0.6814159292035398,0.7549019607843137,0.5714285714285714,0.39267015706806285,0.32,0.375,0.010471204188481676,,,,0.5968586387434555,0.5225167539267017,0.5557949999999999,0.4821692307692306,0.2542372881355932,0.2553191489361702,0.30935251798561153,3.794210526315789,0.33473389355742295,21.0,35.0,19.0,28.0,,,,,,1.0,,,,1.0,,1.0,29.0,,,15.0,73.0,,1.0,,,1.0,,22.0,,10.0,8.0,2.0,5.0,9.0,29.0,20.0,9.0,1.0,5.0,,2.0,51.0,9.0,91.0,11.0,8.0,1.0,1.0,17.0,17.0,7.0,17.0,10.0,5.0,15.0,,,,,,0.5686274509803921,0.5686274509803921,0.5887096774193549,0.005235602094240838,,0.11578947368421053,0.09734513274336283,0.14666666666666667,,0.2903225806451613,0.07913669064748201,0.20168067226890757,0.5882352941176471,,,,,0.005235602094240838,,,,0.6862745098039216,0.6,0.047619047619047616,,,,0.5384615384615384,0.6785714285714286,,,0.019230769230769232,,,0.26258992805755393,27.2,48.0,1.0,8.0,6.0,1.0,7.0,6.0,16.0,1.0,9.0,5.0,0.014925373134328358,0.24324324324324326,0.09933774834437085,0.11940298507462686,0.2916666666666667,,,,,,,,,,,,,,True,,,,,
201588,1610612759,George Hill,George Hill,201588,SAS,25603.0,427,-25.0,821,825,286.0,228.0,85,1646,19.0,39.0,16.0,30.0,16.0,37.0,51.0,106.0,69.0,222.0,890,3.0,17.0,37.0,29.0,75.0,32.0,70.0,25.0,43.0,11.0,8.0,104.0,,1.0,8.0,14.0,26.0,1.0,27.0,13.0,14.0,4.0,27.0,9.0,52.0,76.0,6.0,32.0,,75.0,286.0,0.3137254901960784,0.3137254901960784,0.4811320754716981,0.4594594594594595,0.5168918918918919,0.4339622641509434,0.6083333333333333,0.5606060606060606,22.647702407002186,0.48148148148148145,0.0498220640569395,0.004366812227074236,0.09411764705882353,,0.060109289617486336,0.0028169014084507044,,,0.0684931506849315,0.05434782608695652,0.034482758620689655,0.16666666666666666,0.2635135135135135,0.48717948717948717,0.59375,0.3157894736842105,0.20270270270270271,0.5333333333333333,0.5333333333333333,0.25,0.43243243243243246,0.43243243243243246,0.3125,0.5472972972972973,0.4933091216216215,0.6591,0.4856150943396226,0.1977401129943503,0.24242424242424243,0.33783783783783783,9.362264150943398,0.34835566382460414,,2.0,8.0,15.0,11.0,22.0,1.0,4.0,6.0,20.0,,,3.0,12.0,17.0,42.0,1.0,,1.0,4.0,6.0,4.0,16.0,39.0,12.0,20.0,6.0,7.0,1.0,18.0,8.0,10.0,6.0,4.0,13.0,6.0,7.0,1.0,9.0,3.0,,10.0,,27.0,1.0,1.0,1.0,3.0,3.0,5.0,2.0,5.0,3.0,3.0,3.0,0.7647058823529411,0.40476190476190477,,0.25,0.40476190476190477,0.3333333333333333,0.25,0.5,0.28378378378378377,0.023809523809523808,0.0660377358490566,0.1794871794871795,,0.05,0.23529411764705882,,0.07462686567164178,0.6,0.14864864864864866,0.5,0.5,1.0,0.13513513513513514,0.3,0.3157894736842105,0.3333333333333333,0.5,,,,,,0.2830188679245283,0.5333333333333333,0.07547169811320754,0.25,0.22641509433962265,0.25,0.3,0.02702702702702703,24.178571428571427,,,,3.0,1.0,2.0,5.0,,1.0,2.0,,,0.013513513513513514,,,0.3125,1.0,3.0,3.0,0.25,0.06666666666666667,,,,,,,,,True,,,,,
2210,1610612759,Richard Jefferson,Richard Jefferson,2210,SAS,19808.0,330,-9.0,634,640,173.0,156.0,61,1274,11.0,18.0,4.0,10.0,5.0,14.0,20.0,42.0,16.0,125.0,680,5.0,3.0,7.0,8.0,29.0,20.0,20.0,9.0,13.0,3.0,1.0,30.0,2.0,6.0,9.0,32.0,45.0,10.0,55.0,6.0,6.0,5.0,12.0,3.0,20.0,20.0,2.0,9.0,,29.0,173.0,0.5,0.5882352941176471,0.47619047619047616,0.42857142857142855,0.6411764705882353,0.5833333333333334,0.6648936170212766,0.6304347826086957,15.056818181818182,0.5,0.14096916299559473,0.03278688524590164,0.1267605633802817,0.024390243902439025,0.13758389261744966,0.03018867924528302,,,0.15789473684210525,0.14285714285714285,0.12790697674418605,0.05263157894736842,0.21176470588235294,0.6111111111111112,0.7333333333333333,0.45454545454545453,0.11764705882352941,0.4,0.5714285714285714,0.16470588235294117,0.35714285714285715,0.35714285714285715,0.6,0.7176470588235294,0.5540688235294118,0.5321833333333333,0.555075,0.09782608695652174,0.1836734693877551,0.232,8.907142857142858,0.27287066246056785,4.0,4.0,2.0,3.0,18.0,32.0,3.0,7.0,5.0,11.0,1.0,1.0,2.0,4.0,23.0,43.0,5.0,1.0,2.0,,13.0,5.0,11.0,69.0,,11.0,5.0,6.0,,4.0,1.0,3.0,5.0,4.0,5.0,3.0,2.0,,1.0,,1.0,9.0,,18.0,,1.0,2.0,,2.0,6.0,5.0,6.0,5.0,,2.0,1.0,0.5348837209302325,0.5,0.45454545454545453,0.5348837209302325,1.0,0.9285714285714286,0.8125,0.5058823529411764,,0.14285714285714285,0.16666666666666666,0.3,,0.23529411764705882,0.03773584905660377,0.15384615384615385,0.8333333333333334,0.3764705882352941,0.5625,0.5625,1.0,0.12941176470588237,0.45454545454545453,0.45454545454545453,1.0,0.5714285714285714,1.0,,0.14285714285714285,1.0,1.0,0.16666666666666666,0.6666666666666666,0.3888888888888889,0.42857142857142855,0.2222222222222222,0.5,0.45454545454545453,0.104,23.75348837209302,6.0,2.0,1.0,1.0,3.0,,,2.0,,1.0,,0.06666666666666667,0.03508771929824561,0.058823529411764705,0.027777777777777776,0.5,1.0,,,0.14285714285714285,,,,,,,,,,True,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,15739.0,262,-5.0,506,513,115.0,118.0,51,1019,38.0,53.0,14.0,29.0,10.0,27.0,62.0,109.0,19.0,155.0,538,4.0,10.0,19.0,7.0,27.0,26.0,98.0,35.0,56.0,20.0,4.0,133.0,1.0,2.0,7.0,14.0,21.0,3.0,24.0,14.0,12.0,3.0,26.0,3.0,23.0,28.0,2.0,11.0,1.0,27.0,115.0,0.20967741935483872,0.20967741935483872,0.5688073394495413,0.5263157894736842,0.591304347826087,0.5263157894736842,0.60546875,0.5625,27.45098039215686,0.5384615384615384,0.07368421052631578,0.0125,0.14285714285714285,0.022222222222222223,0.08786610878661087,0.014634146341463415,,0.05,0.08163265306122448,0.08450704225352113,0.05714285714285714,0.07692307692307693,0.4608695652173913,0.7169811320754716,0.8085106382978723,0.21052631578947367,0.25217391304347825,0.4827586206896552,0.5,0.23478260869565218,0.37037037037037035,0.37037037037037035,0.3,0.5130434782608696,0.5087469565217392,0.5199375,0.5040052631578947,0.08870967741935484,0.09322033898305085,0.17419354838709677,7.377981651376147,0.22727272727272727,2.0,2.0,5.0,10.0,3.0,4.0,,,1.0,2.0,,1.0,,,4.0,6.0,3.0,,1.0,4.0,10.0,,,9.0,3.0,2.0,1.0,7.0,,21.0,9.0,12.0,11.0,,13.0,8.0,5.0,1.0,11.0,1.0,4.0,5.0,1.0,14.0,,,1.0,,4.0,,,,,1.0,4.0,0.75,0.6666666666666666,,,0.6666666666666666,0.75,0.6,0.7142857142857143,0.05217391304347826,,0.06422018348623854,0.11320754716981132,0.034482758620689655,,,,0.16666666666666666,,0.034782608695652174,0.75,0.75,1.0,0.017391304347826087,0.5,0.5,,0.4,1.0,0.5,0.2,,,0.5263157894736842,0.5,,,,,0.5,0.06451612903225806,23.883333333333336,,,1.0,1.0,3.0,,1.0,,,,,,,0.03636363636363636,0.023809523809523808,0.14285714285714285,,,,,,,,,,,,,,True,,,,,
202341,1610612759,James Anderson,James Anderson,202341,SAS,6598.0,110,-23.0,210,210,91.0,62.0,29,420,1.0,6.0,,,4.0,9.0,5.0,15.0,10.0,41.0,234,1.0,4.0,10.0,7.0,27.0,6.0,4.0,5.0,7.0,1.0,2.0,16.0,,,1.0,8.0,9.0,,9.0,2.0,4.0,2.0,6.0,1.0,8.0,13.0,1.0,6.0,,27.0,90.0,0.6,0.6,0.3333333333333333,0.4,0.45588235294117646,0.5,0.5125,0.5869565217391305,19.08713692946058,0.3333333333333333,0.10666666666666667,,0.038461538461538464,,0.0891089108910891,,,,0.07692307692307693,0.07407407407407407,0.14285714285714285,,0.17647058823529413,0.16666666666666666,0.3333333333333333,,,,,0.2647058823529412,0.4444444444444444,0.4444444444444444,0.75,0.7352941176470589,0.5071058823529411,0.6119,0.47504749999999996,0.15384615384615385,0.3,0.6585365853658537,11.866666666666667,0.43333333333333335,,1.0,1.0,2.0,3.0,7.0,1.0,2.0,4.0,12.0,,,3.0,8.0,7.0,19.0,,,,,,4.0,10.0,18.0,3.0,12.0,4.0,3.0,,2.0,,2.0,2.0,,2.0,2.0,,,,1.0,,6.0,1.0,9.0,1.0,,,,1.0,,,,,,1.0,0.8571428571428571,0.3684210526315789,,0.4,0.3684210526315789,,,,0.5588235294117647,,0.2,0.5,,,,,0.045454545454545456,,0.20588235294117646,0.42857142857142855,0.42857142857142855,1.0,0.35294117647058826,0.3333333333333333,0.3333333333333333,0.75,1.0,,,,,,0.1,0.5,0.1,0.5,0.4,0.375,0.3333333333333333,,24.55263157894737,,,,,,,1.0,,,,1.0,,,,,,,2.0,,,,,,,,,,,,True,,,,,
686,1610612759,Antonio McDyess,Antonio McDyess,686,SAS,11721.0,195,-13.0,382,378,98.0,88.0,54,760,10.0,12.0,,,18.0,44.0,28.0,56.0,8.0,64.0,412,8.0,10.0,13.0,2.0,22.0,48.0,8.0,7.0,11.0,6.0,1.0,26.0,5.0,16.0,7.0,28.0,36.0,21.0,57.0,7.0,4.0,2.0,11.0,5.0,7.0,9.0,1.0,4.0,1.0,22.0,97.0,0.8571428571428571,1.0,0.5,0.7692307692307693,0.49122807017543857,0.7142857142857143,0.5245901639344263,0.7333333333333333,16.40091116173121,0.6363636363636364,0.21875,0.12698412698412698,0.16666666666666666,0.11904761904761904,0.20588235294117646,0.125,0.09433962264150944,0.06666666666666667,0.13157894736842105,0.2926829268292683,0.22448979591836735,0.1111111111111111,0.21052631578947367,0.8333333333333334,0.8333333333333334,0.6,,,,0.7719298245614035,0.4090909090909091,0.4090909090909091,1.0,0.22807017543859648,0.4625446428571429,0.5465833333333333,0.4842923076923077,0.06666666666666667,0.06779661016949153,0.34375,14.525000000000002,0.25654450261780104,4.0,6.0,4.0,4.0,,,,,,1.0,,,,1.0,,1.0,5.0,,,5.0,15.0,,1.0,,,1.0,,,,4.0,2.0,2.0,,1.0,4.0,4.0,,,5.0,,,13.0,,19.0,,,,,1.0,2.0,2.0,2.0,1.0,2.0,,,,,,,0.625,0.625,0.75,0.017543859649122806,,,,,,0.16666666666666666,0.14814814814814814,0.18181818181818182,0.5,,,,,0.017543859649122806,,,,0.75,0.6666666666666666,,,,,0.2857142857142857,1.0,,,0.07142857142857142,,,0.234375,35.7,8.0,,,3.0,,1.0,,1.0,,,,,0.125,0.17073170731707318,,,,,,,,,,,,,,,,True,,,,,
201980,1610612759,Danny Green,Danny Green,201980,SAS,2060.0,34,3.0,69,66,43.0,23.0,9,135,1.0,2.0,1.0,1.0,,1.0,2.0,4.0,,13.0,65,,2.0,3.0,,13.0,2.0,2.0,,1.0,,,3.0,,1.0,,5.0,5.0,1.0,6.0,2.0,1.0,1.0,3.0,1.0,1.0,,,,,13.0,43.0,0.5,0.5,0.5,0.6666666666666666,0.4642857142857143,0.65,0.4642857142857143,0.65,21.25,0.6666666666666666,0.22727272727272727,0.047619047619047616,,,0.1724137931034483,0.02857142857142857,,,,0.25,0.36363636363636365,,0.14285714285714285,0.5,1.0,,0.07142857142857142,1.0,1.0,0.07142857142857142,,,,0.8571428571428571,0.46729285714285707,,0.48922999999999994,,,1.0,9.8,0.6231884057971014,,,1.0,2.0,,3.0,,3.0,3.0,7.0,,,3.0,4.0,3.0,10.0,,,,,,3.0,7.0,9.0,,7.0,3.0,1.0,,1.0,1.0,,,,,,,,1.0,,1.0,1.0,,2.0,,1.0,,,,,,,,1.0,,1.0,0.3,,0.42857142857142855,0.3,,,,0.7142857142857143,,0.25,0.5,,,,,,,0.21428571428571427,,,,0.5,0.42857142857142855,0.42857142857142855,1.0,,,,,,,0.2,0.5,0.3,,0.4,0.75,0.42857142857142855,,24.580000000000002,,,,1.0,,1.0,,,,,,,0.2,,,1.0,,,,,,,,,,,,,,True,,,,,
202390,1610612759,Gary Neal,Gary Neal,202390,SAS,26797.0,447,-50.0,864,853,324.0,276.0,106,1717,3.0,7.0,19.0,48.0,15.0,33.0,37.0,88.0,32.0,199.0,944,9.0,11.0,26.0,22.0,65.0,40.0,34.0,16.0,31.0,6.0,3.0,77.0,1.0,8.0,8.0,34.0,44.0,9.0,53.0,14.0,18.0,8.0,32.0,15.0,30.0,41.0,2.0,10.0,,63.0,323.0,0.5405405405405406,0.5405405405405406,0.42045454545454547,0.4230769230769231,0.48265895953757226,0.4056603773584906,0.515625,0.49242424242424243,22.764227642276424,0.4375,0.11333333333333333,0.0326530612244898,0.08602150537634409,0.006802721088435374,0.10687022900763359,0.02295918367346939,0.012048192771084338,,0.0641025641025641,0.06060606060606061,0.18699186991869918,0.045454545454545456,0.04046242774566474,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.2774566473988439,0.3958333333333333,0.4418604651162791,0.1907514450867052,0.45454545454545453,0.46875,0.5333333333333333,0.5317919075144508,0.4854289017341039,0.44845499999999994,0.46770283018867914,0.055248618784530384,0.10416666666666667,0.32663316582914576,11.731818181818186,0.375,,,2.0,2.0,9.0,23.0,1.0,4.0,22.0,62.0,2.0,3.0,6.0,23.0,31.0,85.0,4.0,3.0,4.0,2.0,19.0,7.0,27.0,72.0,21.0,62.0,22.0,6.0,,15.0,9.0,6.0,7.0,2.0,6.0,5.0,1.0,2.0,6.0,2.0,6.0,14.0,2.0,39.0,2.0,2.0,1.0,1.0,11.0,1.0,1.0,1.0,1.0,2.0,10.0,0.7741935483870968,0.36470588235294116,0.75,0.25925925925925924,0.36470588235294116,0.4444444444444444,0.6538461538461539,0.6333333333333333,0.4913294797687861,,0.06818181818181818,,0.10416666666666667,,0.09523809523809523,0.010101010101010102,0.09859154929577464,1.0,0.1329479768786127,0.391304347826087,0.391304347826087,1.0,0.3583815028901734,0.3548387096774194,0.3548387096774194,0.6818181818181818,,,,0.23076923076923078,0.6666666666666666,0.5,0.03773584905660377,1.0,0.07547169811320754,0.25,0.4339622641509434,0.2608695652173913,0.3548387096774194,0.09547738693467336,24.76705882352941,,,2.0,3.0,4.0,3.0,2.0,,,,,,0.030303030303030304,0.052083333333333336,0.020202020202020204,0.5263157894736842,1.0,1.0,,0.07692307692307693,,1.0,1.0,0.030303030303030304,1.0,1.0,,,,True,,,,,
