EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,DefTwoPtRebounds,DefRebounds,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,LongMidRangeFGM,Corner3FGA,Arc3FGM,Arc3FGA,FG3M,FG3A,FtPoints,PenaltyFtPoints,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ShootingFouls,Fouls,FTA,Technical Free Throw Trips,BlockedAtRim,Fg3Pct,NonHeaveFg3Pct,FG3APct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,NonShootingPenaltyNonTakeFouls,PtsAssisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,DeadBallTurnovers,Turnovers,FoulsDrawn,Charge Fouls Drawn,Assisted2sPct,NonPutbacksAssisted2sPct,OffAtRimReboundPct,LongMidRangePctAssisted,SecondChanceCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,AtRimAssists,LongMidRangeAssists,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,TwoPtShootingFoulsDrawn,Assisted3sPct,PenaltyFg3Pct,LiveBallTurnoverPct,DefAtRimReboundPct,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ShortMidRangeFGM,FTDefRebounds,PenaltyTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ThreePtAssists,Arc3Assists,DefThreePtRebounds,Loose Ball Fouls,ThreePtShootingFoulsDrawn,DefThreePtReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ThreePtShootingFoulsDrawnPct,on,Corner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFtPoints,HeaveMakes,HeaveAttempts,Fg2aBlocked,Fg3aBlocked,Corner3Assists,OffThreePtRebounds,BadPassSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,BlockingFouls,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,SecondChanceFg3Pct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,FTOffRebounds,Charge Fouls,Offensive Fouls Drawn,DefensiveGoaltends,3SecondViolations,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,PenaltyCorner3FGM,3pt And 1 Free Throw Trips,BlockedLongMidRange,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Blocked3s,BlockedCorner3,OffensiveGoaltends,Clear Path Fouls,BlockedArc3
101130,1610612751,Johan Petro,Johan Petro,101130,NJN,186.0,3,-2.0,6,6,4.0,3.0,2.0,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,6.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,0.3333333333333333,1.0,0.5,0.3333333333333333,1.0,0.5,0.3333333333333333,1.0,0.5,37.5,0.5,0.3333333333333333,1.0,0.5,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,1.0,0.3333333333333333,0.4246,0.4847,0.4306,1.0,1.0,7.933333333333333,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200770,1610612751,Jordan Farmar,Jordan Farmar,200770,NJN,261.0,4,-4.0,8,8,6.0,5.0,3.0,16,,,,,,,1.0,,,1.0,,8.0,,,,,1.0,,,,,,3.0,,,,,,,,,6.0,,,,,,,,,,9.090909090909092,,,,,,,,,1.0,,,,,,,0.2901,,0.2901,,,6.2,0.75,3.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201627,1610612751,Anthony Morrow,Anthony Morrow,201627,NJN,1420.0,24,-5.0,46,45,9.0,7.0,3.0,91,,,,,,,1.0,3.0,2.0,4.0,8.0,48.0,,,,1.0,1.0,3.0,4.0,,,,1.0,,,,1.0,,1.0,1.0,3.0,9.0,0.5,,1.0,0.5,,1.0,0.5,,1.0,14.285714285714286,,,,,1.0,,,,0.1428571428571428,0.4285714285714285,,,,,0.4285714285714285,0.4852071428571428,,0.4174,,0.375,15.875,0.1956521739130435,1.0,1.0,0.0555555555555555,0.0454545454545454,0.1428571428571428,,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.4285714285714285,0.6666666666666666,0.6666666666666666,0.1428571428571428,0.2857142857142857,0.5,0.5,0.5,24.866666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2624,1610612751,Quinton Ross,Quinton Ross,2624,NJN,178.0,3,,6,5,6.0,5.0,2.0,11,,,,,,,,1.0,,1.0,,4.0,,,,,1.0,,,,,,,,,,,,,,,6.0,,,,,,,,,,12.5,,,,,,,,,,1.0,,,,,,0.4241,,0.4241,,,18.3,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,1610612751,Joe Smith,Joe Smith,693,NJN,1495.0,25,-7.0,48,47,11.0,9.0,4.0,95,,1.0,,1.0,,,,3.0,1.0,4.0,2.0,50.0,,1.0,,,,,,,1.0,1.0,3.0,,,,,,,,,11.0,0.25,,,0.25,,,0.25,,,11.538461538461538,0.05,0.0416666666666666,,,,0.25,,,,0.75,1.0,,,,0.25,0.442675,0.5175,,,,14.4,0.2291666666666666,2.0,2.0,0.1052631578947368,0.0869565217391304,0.1428571428571428,0.1111111111111111,1.0,,,,,,,,,,,2.0,3.0,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734,1610612751,Devin Harris,Devin Harris,2734,NJN,1392.0,23,-9.0,44,44,7.0,6.0,3.0,88,1.0,2.0,,,,,2.0,1.0,2.0,5.0,9.0,48.0,,,,,1.0,3.0,4.0,,,,1.0,,,,,,,,3.0,7.0,0.4,,,0.5,,0.75,0.5625,,0.75,21.27659574468085,,,,,,0.2857142857142857,0.5,0.5,0.2857142857142857,0.1428571428571428,,,,,0.5714285714285714,0.5218357142857143,0.61395,0.4545,,0.3333333333333333,8.76,0.1590909090909091,1.0,1.0,0.0555555555555555,0.0454545454545454,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,1.0,1.0,1.0,1.0,2.0,,,0.5,0.5,0.2857142857142857,1.0,1.0,0.1428571428571428,0.1428571428571428,1.0,1.0,1.0,24.1,,,6.0,6.0,,12.0,1.0,2.0,2.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,1.0,1.0,0.5,1.0,0.125,0.1666666666666666,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743,1610612751,Kris Humphries,Kris Humphries,2743,NJN,75.0,1,-2.0,2,2,2.0,2.0,1.0,4,,1.0,,1.0,,1.0,,1.0,,2.0,,2.0,,1.0,,,2.0,,,,1.0,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,66.66666666666667,0.3333333333333333,0.3333333333333333,1.0,,,0.5,,,,0.5,1.0,,0.5,,0.5,0.54935,0.6833,0.54935,,,8.75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201572,1610612751,Brook Lopez,Brook Lopez,201572,NJN,1234.0,21,-3.0,40,39,5.0,4.0,1.0,79,2.0,2.0,,,,,5.0,2.0,6.0,9.0,18.0,42.0,,,,,,2.0,2.0,,,,3.0,,,,1.0,,1.0,,2.0,5.0,0.6666666666666666,,,0.6666666666666666,,,0.75,,1.0,34.14634146341464,,,,,,0.2222222222222222,1.0,1.0,0.5555555555555556,0.2222222222222222,,,,,0.2222222222222222,0.4402,,,,0.1111111111111111,8.966666666666667,0.125,2.0,3.0,0.125,0.1,,0.2857142857142857,2.0,,,,,,6.0,2.0,,,,1.0,2.0,6.0,,1.0,,,,1.0,1.0,,,,,,,,10.0,,,,,1.0,2.0,5.0,,0.8333333333333334,0.8333333333333334,,1.0,,,,,,,,,,1.0,,1.0,2.0,,,0.5,,,,,,0.1818181818181818,0.1818181818181818,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.4,0.4,0.5,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2566,1610612751,Travis Outlaw,Travis Outlaw,2566,NJN,1234.0,21,-3.0,40,39,5.0,4.0,1.0,79,,,,,,,1.0,3.0,1.0,4.0,4.0,42.0,,,,,1.0,2.0,,,,,6.0,,1.0,1.0,,,,,2.0,5.0,0.25,,,0.2,,,0.3333333333333333,,0.5,17.073170731707318,,,,,,,,,0.2,0.6,,,,,0.2,0.47273,,0.4063,,0.5,16.0,0.125,3.0,6.0,0.1875,0.25,,0.2857142857142857,1.0,1.0,,,,1.0,2.0,2.0,,,,2.0,3.0,3.0,,,,,0.2,0.3333333333333333,0.3333333333333333,0.2,,,,,22.6,,2.0,,1.0,,3.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,,1.0,0.3333333333333333,,,,,0.1666666666666666,,,1.0,,,,,,,0.5,,,,,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101114,1610612751,Deron Williams,Deron Williams,101114,NJN,27356.0,456,-69.0,877,873,219.0,187.0,121.0,1750,25.0,49.0,,,4.0,11.0,24.0,37.0,43.0,110.0,180.0,1013.0,1.0,4.0,16.0,13.0,35.0,57.0,72.0,,6.0,8.0,55.0,1.0,15.0,6.0,3.0,,3.0,2.0,57.0,219.0,0.3909090909090909,0.25,0.3714285714285714,0.3964497041420118,0.7777777777777778,0.3653846153846153,0.4639175257731959,0.8,0.4672131147540984,23.34975369458128,0.0181818181818181,0.0175438596491228,0.0272727272727272,0.0105263157894736,0.6666666666666666,0.2899408284023668,0.5102040816326531,0.6097560975609756,0.1420118343195266,0.2189349112426035,,,0.2115384615384615,0.3636363636363636,0.6390532544378699,0.5007760479041916,0.52605,0.4701269999999999,0.0888888888888888,0.3166666666666666,8.657272727272728,0.2497149372862029,30.0,47.0,0.0980392156862745,0.1170483460559796,0.1333333333333333,0.1239669421487603,11.0,6.0,15.0,53.0,16.0,59.0,46.0,19.0,27.0,50.0,14.0,17.0,38.0,58.0,1.0,3.0,0.2711864406779661,0.2631578947368421,0.3491124260355029,0.2972972972972973,0.3055555555555556,0.0355029585798816,0.3136094674556213,0.2830188679245283,0.2884615384615384,0.28,26.598305084745764,6.0,14.0,119.0,153.0,36.0,340.0,18.0,43.0,50.0,2.0,0.1627906976744186,0.1627906976744186,0.0097087378640776,,,4.0,16.0,5.0,4.0,17.0,21.0,42.0,41.0,25.0,9.0,18.0,27.0,0.4375,0.2352941176470588,0.5813953488372093,0.0454545454545454,0.4,,0.3076923076923077,0.25,0.1465968586387434,0.2061068702290076,7.0,1.0,13.0,2.0,2.0,3.0,1.0,3.0,0.0666666666666666,0.24,0.2916666666666667,0.35,0.1428571428571428,34.0,27.0,16.0,1.0,1.0,0.1839080459770115,0.1492537313432835,0.3,0.0166666666666666,False,1.0,1.0,4.0,5.0,4.0,2.0,1.0,2.0,13.0,1.0,7.0,2.0,9.0,4.0,7.0,1.0,2.0,4.0,1.0,2.0,6.0,0.8,0.0169491525423728,0.1181818181818181,0.1632653061224489,0.1666666666666666,0.027027027027027,0.0188679245283018,0.0158730158730158,0.017094017094017,0.0212765957446808,0.1666666666666666,0.1666666666666666,1.0,0.5555555555555556,0.8,0.5,0.0192307692307692,,,,,,,,,,,,,,,,,,,,,
