EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTOffRebounds,DefensiveGoaltends,3SecondViolations,OffFTReboundPct,SecondChanceArc3FGM,PenaltyArc3FGM,PtsUnassisted3s,BlockingFouls,Technical Free Throw Trips,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,HeaveMakes,Fg3aBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedCorner3,FG3APctBlocked,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,Defensive 3 Seconds Violations,Arc3PctBlocked,on
200758,1610612741,Ronnie Brewer,Ronnie Brewer,200758,CHI,65885.0,1098,173,2016,2040,503,480,295,4056,67.0,107.0,17.0,25.0,12.0,25.0,8.0,23.0,44.0,114.0,2.0,7.0,1.0,1.0,1.0,4.0,1.0,11.0,2.0,3.0,119.0,244,3.0,18.0,57.0,304,1970,24.0,40.0,1.0,3.0,3.0,54.0,22.0,54.0,1.0,7.0,21.0,68.0,174.0,64.0,9.0,18.0,2.0,9.0,1.0,17.0,78.0,15.0,93.0,10.0,5.0,34.0,17.0,27.0,201.0,4.0,31.0,28.0,85.0,2.0,115.0,35.0,150.0,5.0,63.0,36.0,27.0,15.0,6.0,13.0,17.0,1.0,2.0,3.0,2.0,32.0,2.0,7.0,23.0,47.0,3.0,1.0,1.0,1.0,58.0,2.0,1.0,3.0,2.0,78.0,4.0,35.0,6.0,9.0,1.0,1.0,3.0,2.0,4.0,10.0,4.0,66.0,498,1.0,5.0,0.7310924369747899,0.7909090909090909,1.0,0.16666666666666666,0.3333333333333333,0.14285714285714285,0.1875,0.48770491803278687,0.6,0.4074074074074074,0.4713740458015267,0.5930232558139535,0.38524590163934425,0.5083612040133779,0.6136363636363636,0.44155844155844154,0.06870229007633588,0.06967213114754098,0.1308411214953271,0.13043478260869565,14.061172472387426,0.46875,0.0392156862745098,0.1054590570719603,0.04057591623036649,0.12334801762114538,0.022857142857142857,0.10939012584704744,0.03727369542066028,0.06639004149377593,0.037037037037037035,0.024930747922437674,0.015267175572519083,0.045454545454545456,0.07563025210084033,0.102880658436214,0.12923076923076923,0.1111111111111111,0.16071428571428573,0.04201680672268908,0.4,0.4083969465648855,0.6261682242990654,0.7204301075268817,0.6865671641791045,0.08778625954198473,0.34782608695652173,0.4,0.625,0.4351145038167939,0.38596491228070173,0.38596491228070173,0.8181818181818182,0.026717557251908396,0.2857142857142857,0.2857142857142857,1.0,0.04198473282442748,0.09090909090909091,0.09090909090909091,1.0,0.5813953488372093,0.68,0.35294117647058826,0.023255813953488372,1.0,1.0,0.046511627906976744,0.4098360655737705,0.48,0.06557377049180328,0.25,0.04918032786885246,0.4770992366412214,0.1111111111111111,0.4935136538461538,0.507585135135135,0.46938135593220337,0.11945392491467577,0.12727272727272726,0.17763157894736842,0.2236842105263158,10.512295081967215,28.13333333333334,0.24950396825396826,,,,,,,,,,,,,,,,,,,,,,,,,True
201149,1610612741,Joakim Noah,Joakim Noah,201149,CHI,29455.0,491,22,935,927,194,212,137,1862,56.0,90.0,21.0,33.0,15.0,21.0,6.0,19.0,10.0,24.0,,,,,,,,,,,72.0,133,,,38.0,182,977,21.0,34.0,,,5.0,47.0,18.0,27.0,,,4.0,40.0,88.0,56.0,,34.0,,,,18.0,23.0,6.0,29.0,5.0,1.0,16.0,2.0,5.0,64.0,10.0,41.0,25.0,67.0,7.0,99.0,52.0,151.0,1.0,17.0,12.0,5.0,11.0,3.0,7.0,14.0,1.0,4.0,1.0,2.0,25.0,2.0,7.0,17.0,43.0,,,6.0,4.0,41.0,,7.0,1.0,1.0,49.0,6.0,24.0,4.0,20.0,,,11.0,2.0,7.0,20.0,12.0,40.0,193,4.0,2.0,0.6111111111111112,0.8,,,,,,0.5413533834586466,0.6176470588235294,0.6666666666666666,0.5413533834586466,0.6176470588235294,0.6666666666666666,0.5870967741935483,0.6527777777777778,0.6666666666666666,,0.13533834586466165,0.14444444444444443,0.2631578947368421,16.25794732061762,0.44,0.35,0.19648093841642228,0.11884057971014493,0.2336448598130841,0.10526315789473684,0.20535714285714285,0.1159090909090909,0.12931034482758622,0.14814814814814814,0.0945945945945946,0.1044776119402985,0.10714285714285714,0.1834862385321101,0.1590909090909091,0.22916666666666666,0.2857142857142857,0.1,0.023255813953488372,0.6,0.6766917293233082,0.6222222222222222,0.7272727272727273,0.6071428571428571,0.14285714285714285,0.3157894736842105,0.42857142857142855,0.3333333333333333,0.18045112781954886,0.4166666666666667,0.4166666666666667,0.8,,,,,,,,,0.9705882352941176,0.6363636363636364,0.09523809523809523,,,,,0.7777777777777778,0.7142857142857143,,,,0.6766917293233082,,0.5214293233082706,0.5409299999999999,0.5384555555555556,0.15894039735099338,0.15894039735099338,0.25824175824175827,0.21978021978021978,5.5060150375939845,,0.20748663101604278,1.0,2.0,3.0,0.03225806451612903,,,,,,,,,,,,,,,,,,,,,True
201228,1610612741,C.J. Watson,C.J. Watson,201228,CHI,40510.0,675,44,1214,1222,153,138,187,2436,11.0,35.0,,3.0,3.0,8.0,9.0,27.0,36.0,110.0,6.0,18.0,,1.0,1.0,1.0,20.0,52.0,5.0,7.0,56.0,172,26.0,70.0,38.0,228,1190,8.0,18.0,1.0,6.0,5.0,24.0,5.0,17.0,2.0,8.0,7.0,23.0,26.0,86.0,69.0,,,52.0,20.0,16.0,103.0,27.0,130.0,17.0,10.0,38.0,8.0,57.0,287.0,1.0,9.0,10.0,37.0,,47.0,10.0,57.0,6.0,33.0,20.0,13.0,30.0,7.0,24.0,22.0,4.0,6.0,1.0,3.0,52.0,5.0,3.0,17.0,51.0,4.0,,,2.0,59.0,1.0,,6.0,2.0,54.0,3.0,27.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,6.0,3.0,23.0,152,,1.0,0.23214285714285715,0.23214285714285715,0.8846153846153846,0.37142857142857144,0.16666666666666666,0.25,0.37142857142857144,0.32558139534883723,0.4444444444444444,0.29411764705882354,0.3925619834710744,0.3958333333333333,0.32,0.4250936329588015,0.4444444444444444,0.39655172413793105,0.2892561983471074,0.09302325581395349,0.2857142857142857,0.1111111111111111,22.27653631284916,0.5769230769230769,,0.08061002178649238,0.018789144050104383,0.07518796992481203,0.00847457627118644,0.07939189189189189,0.01675041876046901,0.028169014084507043,0.028846153846153848,0.008583690987124463,,0.030303030303030304,0.072992700729927,0.06382978723404255,0.09944751381215469,0.09090909090909091,0.029411764705882353,0.04225352112676056,0.5,0.1446280991735537,0.3142857142857143,0.44,0.2727272727272727,0.1115702479338843,0.3333333333333333,0.375,0.1111111111111111,0.45454545454545453,0.32727272727272727,0.3364485981308411,0.25,0.0743801652892562,0.3333333333333333,0.3333333333333333,1.0,0.21487603305785125,0.38461538461538464,0.38461538461538464,0.85,0.125,,,0.041666666666666664,,,0.20833333333333334,0.32,0.375,0.04,1.0,0.28,0.43388429752066116,0.38461538461538464,0.4763727272727273,0.45326315789473687,0.5407100000000002,0.10150375939849623,0.1377551020408163,0.10526315789473684,0.10087719298245613,14.366279069767439,24.92714285714286,0.12602965403624383,,,,,1.0,1.0,9.0,1.0,1.0,0.02727272727272727,0.2,1.0,0.14285714285714285,,,,,,,,,,,,True
201565,1610612741,Derrick Rose,Derrick Rose,201565,CHI,67281.0,1121,203,2091,2107,641,723,303,4198,131.0,218.0,25.0,32.0,39.0,62.0,49.0,130.0,62.0,151.0,3.0,9.0,,2.0,2.0,4.0,41.0,129.0,9.0,49.0,242.0,499,44.0,138.0,187.0,803,2135,37.0,59.0,2.0,11.0,10.0,90.0,66.0,126.0,18.0,53.0,75.0,261.0,92.0,392.0,69.0,28.0,13.0,115.0,40.0,47.0,192.0,48.0,240.0,24.0,24.0,79.0,26.0,87.0,528.0,3.0,30.0,30.0,63.0,,93.0,33.0,126.0,13.0,24.0,14.0,10.0,82.0,8.0,49.0,30.0,8.0,33.0,1.0,4.0,112.0,10.0,39.0,31.0,55.0,1.0,,1.0,6.0,149.0,2.0,2.0,4.0,2.0,216.0,16.0,92.0,14.0,17.0,4.0,3.0,6.0,6.0,5.0,21.0,5.0,261.0,634,3.0,10.0,0.19008264462809918,0.20175438596491227,0.5227272727272727,0.3188405797101449,0.18181818181818182,0.33962264150943394,0.344,0.4849699398797595,0.6271186440677966,0.5238095238095238,0.4835164835164835,0.5714285714285714,0.5195530726256983,0.5412087912087912,0.5933333333333334,0.5944700460829493,0.21664050235478807,0.09418837675350701,0.14220183486238533,0.1,34.18803418803419,0.7321428571428571,,0.07711138310893513,0.039525691699604744,0.12048192771084337,0.014084507042253521,0.08724202626641651,0.033950617283950615,0.05791505791505792,0.04864864864864865,0.01904761904761905,0.012903225806451613,0.017241379310344827,0.0625,0.05982905982905983,0.09912536443148688,0.13089005235602094,0.08620689655172414,0.04642857142857143,0.23809523809523808,0.34222919937205654,0.6009174311926605,0.7005347593582888,0.21374045801526717,0.20408163265306123,0.3769230769230769,0.4188034188034188,0.14285714285714285,0.2370486656200942,0.4105960264900662,0.4189189189189189,0.1774193548387097,0.0141287284144427,0.3333333333333333,0.375,1.0,0.20251177394034536,0.3178294573643411,0.3178294573643411,0.4878048780487805,0.45714285714285713,0.78125,0.24,0.02857142857142857,,,0.12857142857142856,0.3463687150837989,0.6290322580645161,0.0223463687150838,0.5,0.2737430167597765,0.5588697017268446,0.34782608695652173,0.4915743178170145,0.47690254237288127,0.48612105263157895,0.13165266106442577,0.16,0.11207970112079702,0.32503113325031135,8.804208416833667,27.95144927536232,0.3065518890483023,,,,,2.0,16.0,63.0,1.0,16.0,0.019867549668874173,0.2222222222222222,1.0,0.32653061224489793,1.0,1.0,1.0,2.0,1.0,0.007246376811594203,0.1111111111111111,0.014388489208633094,,,,True
201959,1610612741,Taj Gibson,Taj Gibson,201959,CHI,104535.0,1742,259,3216,3232,780,836,473,6448,133.0,217.0,45.0,71.0,34.0,50.0,36.0,104.0,64.0,173.0,,2.0,,,,,1.0,6.0,1.0,5.0,233.0,494,1.0,8.0,100.0,569,3216,53.0,98.0,1.0,1.0,26.0,135.0,49.0,100.0,,5.0,25.0,123.0,324.0,142.0,,70.0,2.0,4.0,1.0,48.0,36.0,22.0,58.0,16.0,6.0,16.0,4.0,16.0,138.0,37.0,117.0,62.0,200.0,34.0,296.0,162.0,458.0,17.0,39.0,25.0,14.0,26.0,6.0,14.0,45.0,5.0,12.0,,13.0,71.0,10.0,17.0,118.0,203.0,4.0,,21.0,11.0,116.0,,8.0,3.0,,148.0,8.0,68.0,10.0,100.0,6.0,5.0,60.0,4.0,36.0,106.0,67.0,119.0,773,17.0,6.0,0.6952789699570815,0.8181818181818182,,0.125,1.0,,0.16666666666666666,0.4716599190283401,0.5408163265306123,0.49,0.46713147410358563,0.5505050505050505,0.4666666666666667,0.4973776223776224,0.5869565217391305,0.5,0.01593625498007968,0.09716599190283401,0.14285714285714285,0.1346153846153846,16.99761715647339,0.36619718309859156,0.35789473684210527,0.1607717041800643,0.09766277128547579,0.16939890710382513,0.11455108359133127,0.16273291925465838,0.1012491781722551,0.09585492227979274,0.10507246376811594,0.09514925373134328,0.1111111111111111,0.12359550561797752,0.10899182561307902,0.17391304347826086,0.18860510805500982,0.1624548736462094,0.19101123595505617,0.07981220657276995,0.6320754716981132,0.43227091633466136,0.6129032258064516,0.7150537634408602,0.5939849624060151,0.20717131474103587,0.34615384615384615,0.4,0.6666666666666666,0.34462151394422313,0.3699421965317919,0.3764705882352941,0.921875,0.00398406374501992,,,,0.01195219123505976,0.16666666666666666,0.16666666666666666,,0.7171717171717171,0.6338028169014085,0.2222222222222222,,,,0.010101010101010102,0.47619047619047616,0.68,,,0.047619047619047616,0.448207171314741,0.25,0.48494078156312614,0.525808024691358,0.49039803921568614,0.12099644128113879,0.12274368231046931,0.23725834797891038,0.21616871704745166,8.717004048582998,35.725,0.24253731343283583,8.0,1.0,4.0,0.06896551724137931,1.0,,3.0,1.0,,0.017341040462427744,1.0,,,,1.0,,,1.0,0.125,0.5,,1.0,9.0,,True
2586,1610612741,Keith Bogans,Keith Bogans,2586,CHI,23242.0,387,38,714,717,83,139,106,1431,8.0,10.0,,,2.0,2.0,,2.0,1.0,6.0,15.0,33.0,1.0,2.0,,2.0,10.0,32.0,2.0,2.0,9.0,18,25.0,65.0,2.0,95,760,,2.0,3.0,4.0,,9.0,2.0,2.0,,4.0,,4.0,14.0,4.0,75.0,,,32.0,10.0,2.0,22.0,5.0,27.0,5.0,,12.0,4.0,6.0,59.0,3.0,3.0,9.0,30.0,,39.0,6.0,45.0,1.0,15.0,7.0,8.0,9.0,,7.0,2.0,,2.0,,1.0,11.0,1.0,1.0,21.0,43.0,,,1.0,1.0,7.0,1.0,,2.0,,6.0,,3.0,,3.0,,,1.0,,2.0,3.0,2.0,4.0,83,5.0,,0.7777777777777778,0.7777777777777778,1.0,0.38461538461538464,0.75,,0.38461538461538464,0.5,,1.0,0.5602409638554217,0.75,0.3333333333333333,0.5523255813953488,0.75,0.2857142857142857,0.7831325301204819,0.1111111111111111,0.1,0.5,11.452184179456905,0.8181818181818182,,0.11363636363636363,0.010676156583629894,0.125,0.037037037037037035,0.11607142857142858,0.016574585635359115,0.012048192771084338,0.0136986301369863,0.008,0.018518518518518517,0.07407407407407407,0.013888888888888888,0.15584415584415584,0.14782608695652175,0.1509433962264151,0.05263157894736842,0.021739130434782608,0.6666666666666666,0.12048192771084337,0.8,0.8888888888888888,0.75,0.024096385542168676,,,,0.07228915662650602,0.16666666666666666,0.16666666666666666,1.0,0.39759036144578314,0.45454545454545453,0.45454545454545453,1.0,0.3855421686746988,0.3125,0.3125,1.0,,,,0.3333333333333333,0.5,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,0.3333333333333333,0.9036144578313253,0.3125,0.5848036144578314,0.6003833333333334,0.5819,0.03488372093023256,0.14285714285714285,0.09473684210526316,0.042105263157894736,8.855555555555556,24.35076923076923,0.11624649859943978,,,,,2.0,,,2.0,,,1.0,1.0,,,,,,,,,,,1.0,,True
2594,1610612741,Kyle Korver,Kyle Korver,2594,CHI,44241.0,737,82,1373,1352,312,329,188,2725,5.0,10.0,1.0,1.0,2.0,2.0,3.0,6.0,61.0,120.0,14.0,35.0,3.0,7.0,7.0,9.0,31.0,81.0,9.0,16.0,69.0,136,45.0,116.0,27.0,300,1390,14.0,19.0,8.0,16.0,10.0,62.0,13.0,19.0,13.0,25.0,10.0,75.0,118.0,20.0,129.0,2.0,,81.0,31.0,3.0,52.0,12.0,64.0,7.0,5.0,31.0,9.0,12.0,140.0,1.0,3.0,10.0,53.0,2.0,65.0,5.0,70.0,,11.0,8.0,3.0,17.0,12.0,12.0,20.0,1.0,5.0,3.0,2.0,37.0,,6.0,46.0,71.0,,1.0,1.0,2.0,22.0,2.0,,,1.0,31.0,1.0,5.0,5.0,10.0,,,5.0,,5.0,10.0,9.0,73.0,311,2.0,3.0,0.855072463768116,0.8676470588235294,0.9555555555555556,0.3879310344827586,0.5,0.52,0.3879310344827586,0.5073529411764706,0.7368421052631579,0.6842105263157895,0.5416666666666666,0.7428571428571429,0.7386363636363636,0.5593869731800766,0.7692307692307693,0.7653061224489796,0.4603174603174603,0.022058823529411766,0.2,0.16666666666666666,18.620689655172416,0.4594594594594595,0.046511627906976744,0.10453648915187377,0.006263048016701462,0.06535947712418301,0.006622516556291391,0.09545454545454546,0.006349206349206349,0.006024096385542169,0.02,,,0.023255813953488372,0.1038961038961039,0.12804878048780488,0.08465608465608465,0.07563025210084033,0.029411764705882353,,0.9,0.03968253968253968,0.5,0.625,0.6,0.023809523809523808,0.5,0.6,0.3333333333333333,0.47619047619047616,0.5083333333333333,0.5083333333333333,0.9016393442622951,0.1388888888888889,0.4,0.4,1.0,0.32142857142857145,0.38271604938271603,0.38271604938271603,0.9354838709677419,0.02857142857142857,1.0,,0.2,0.42857142857142855,1.0,0.2571428571428571,0.045454545454545456,1.0,0.20454545454545456,0.7777777777777778,0.36363636363636365,0.5,0.38271604938271603,0.47775456349206347,0.4600586206896552,0.4859522727272727,0.01953125,0.03571428571428571,0.20666666666666667,0.25,17.185294117647057,24.742241379310343,0.22723962126729788,1.0,,,0.023255813953488372,5.0,6.0,6.0,1.0,12.0,,0.5555555555555556,1.0,0.375,,,,,,,,,,2.0,,True
2736,1610612741,Luol Deng,Luol Deng,2736,CHI,73421.0,1224,206,2260,2290,636,698,338,4550,86.0,142.0,22.0,39.0,21.0,37.0,35.0,91.0,48.0,130.0,21.0,45.0,,2.0,6.0,14.0,27.0,85.0,8.0,28.0,169.0,363,48.0,130.0,115.0,597,2255,30.0,62.0,,10.0,15.0,75.0,47.0,94.0,15.0,42.0,44.0,183.0,198.0,140.0,141.0,24.0,3.0,82.0,27.0,37.0,68.0,19.0,87.0,12.0,7.0,42.0,6.0,20.0,193.0,9.0,32.0,36.0,117.0,12.0,165.0,42.0,207.0,11.0,31.0,25.0,6.0,37.0,4.0,19.0,33.0,2.0,18.0,1.0,9.0,70.0,6.0,19.0,24.0,62.0,10.0,,8.0,6.0,118.0,1.0,5.0,5.0,7.0,152.0,12.0,64.0,15.0,17.0,,,14.0,1.0,2.0,17.0,11.0,180.0,629,4.0,13.0,0.5857988165680473,0.6305732484076433,0.9791666666666666,0.36923076923076925,,0.35714285714285715,0.3779527559055118,0.465564738292011,0.4838709677419355,0.5,0.48884381338742394,0.4166666666666667,0.5110294117647058,0.5303030303030303,0.46875,0.571875,0.26369168356997974,0.10192837465564739,0.1267605633802817,0.1978021978021978,23.65954255718035,0.5285714285714286,0.17142857142857143,0.13146067415730336,0.03795966785290629,0.13382899628252787,0.038461538461538464,0.13201035375323555,0.03806870937790158,0.04868913857677903,0.03333333333333333,0.03278688524590164,0.04093567251461988,0.031746031746031744,0.14285714285714285,0.10317460317460317,0.1424731182795699,0.135678391959799,0.12857142857142856,0.04700854700854701,0.6470588235294118,0.2880324543610548,0.6056338028169014,0.6935483870967742,0.46511627906976744,0.1845841784989858,0.38461538461538464,0.4794520547945205,0.6,0.26369168356997974,0.36923076923076925,0.37209302325581395,0.7916666666666666,0.09127789046653144,0.4666666666666667,0.4666666666666667,1.0,0.1724137931034483,0.3176470588235294,0.3176470588235294,0.9629629629629629,0.5416666666666666,0.5641025641025641,0.3181818181818182,0.027777777777777776,,,0.1111111111111111,0.27205882352941174,0.5675675675675675,0.10294117647058823,0.42857142857142855,0.20588235294117646,0.5517241379310345,0.32926829268292684,0.4956859183673468,0.49732711864406776,0.49260895522388065,0.11904761904761904,0.15421686746987953,0.12562814070351758,0.3065326633165829,9.55013774104683,25.13153846153846,0.2814159292035398,1.0,3.0,,0.012195121951219513,,9.0,3.0,,3.0,0.007692307692307693,,,0.32142857142857145,,,,1.0,,,,0.007633587786259542,,,,True
201600,1610612741,Omer Asik,Omer Asik,201600,CHI,34401.0,573,115,1029,1056,217,231,170,2085,44.0,78.0,24.0,41.0,10.0,20.0,2.0,4.0,,,,,,,,,,,,,46.0,82,,,39.0,131,956,25.0,42.0,,,16.0,66.0,11.0,22.0,,,18.0,40.0,42.0,50.0,,42.0,,,,12.0,16.0,1.0,17.0,1.0,,4.0,,12.0,35.0,13.0,58.0,19.0,81.0,5.0,105.0,74.0,179.0,5.0,11.0,8.0,3.0,10.0,3.0,6.0,30.0,4.0,4.0,,5.0,40.0,5.0,9.0,46.0,90.0,3.0,,7.0,8.0,64.0,,6.0,7.0,1.0,83.0,4.0,40.0,4.0,33.0,,,14.0,1.0,18.0,33.0,22.0,40.0,217,8.0,4.0,0.45652173913043476,0.84,,,,,,0.5609756097560976,0.5952380952380952,0.5,0.5609756097560976,0.5952380952380952,0.5,0.5368852459016393,0.6111111111111112,0.5405405405405406,,0.14634146341463414,0.1282051282051282,0.5,13.121434392828036,0.25,0.17857142857142858,0.19424460431654678,0.14392059553349876,0.1792452830188679,0.1326530612244898,0.19120458891013384,0.14171656686626746,0.16535433070866143,0.17721518987341772,0.116751269035533,0.14473684210526316,0.09090909090909091,0.18803418803418803,0.21481481481481482,0.18181818181818182,0.1686746987951807,0.21739130434782608,0.20833333333333334,0.6666666666666666,0.9512195121951219,0.5641025641025641,0.6470588235294118,0.45454545454545453,0.04878048780487805,0.5,1.0,0.5,,,,,,,,,,,,,0.9761904761904762,0.5853658536585366,0.125,,,,,0.9090909090909091,0.5,,,,0.9512195121951219,,0.5697951219512194,0.564291891891892,0.5757681818181818,0.3389830508474576,0.3389830508474576,0.5038167938931297,0.3053435114503817,1.9621951219512193,,0.2108843537414966,3.0,1.0,5.0,0.06818181818181818,,,,6.0,,,,,,,,,,,,,,1.0,5.0,,True
2430,1610612741,Carlos Boozer,Carlos Boozer,2430,CHI,17469.0,291,41,548,537,188,182,68,1085,39.0,59.0,9.0,18.0,13.0,22.0,20.0,37.0,15.0,32.0,,,,,,,,,,,74.0,128,,,32.0,180,592,14.0,23.0,,,8.0,36.0,22.0,41.0,,,8.0,52.0,106.0,42.0,,12.0,,,,13.0,15.0,8.0,23.0,4.0,4.0,11.0,2.0,2.0,54.0,8.0,18.0,21.0,56.0,7.0,84.0,26.0,110.0,2.0,6.0,3.0,3.0,10.0,2.0,6.0,11.0,1.0,4.0,,1.0,21.0,1.0,1.0,12.0,28.0,3.0,,4.0,2.0,35.0,,1.0,,2.0,48.0,6.0,25.0,2.0,4.0,,,4.0,,,4.0,2.0,52.0,186,3.0,2.0,0.7162162162162162,0.7794117647058824,,,,,,0.578125,0.6086956521739131,0.5365853658536586,0.578125,0.6086956521739131,0.5365853658536586,0.6040268456375839,0.6666666666666666,0.5531914893617021,,0.1015625,0.13559322033898305,0.13513513513513514,26.94136291600634,0.47619047619047616,0.3888888888888889,0.2828282828282828,0.1005586592178771,0.28,0.15384615384615385,0.28205128205128205,0.11255411255411256,0.14705882352941177,0.08163265306122448,0.06451612903225806,0.06451612903225806,0.2857142857142857,0.30434782608695654,0.3103448275862069,0.23943661971830985,0.2903225806451613,0.23076923076923078,0.04878048780487805,0.5,0.4609375,0.6610169491525424,0.7647058823529411,0.7435897435897436,0.2890625,0.5405405405405406,0.625,0.75,0.25,0.46875,0.46875,0.6,,,,,,,,,0.782608695652174,0.5,0.2222222222222222,,,,,0.5365853658536586,0.5909090909090909,,,,0.4609375,,0.4785921875,0.510895,0.503190243902439,0.17006802721088435,0.17006802721088435,0.2,0.28888888888888886,7.51953125,,0.34306569343065696,,,1.0,,,,,,,,,,,,,,,,,,,,,,True
