EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Blocked2s,BlockedLongMidRange,Blocks,PenaltyOffPossExcludingTakeFouls,Usage,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedAtRim,BlockedCorner3,BlockedShortMidRange,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,OffensiveGoaltends,3SecondViolations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,Clear Path Fouls,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,Corner3PctBlocked
1715,1610612763,Jason Williams,Jason Williams,1715,MEM,580.0,10,11,21,20,17,9,1,41,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17,4.545454545454546,0.8095238095238095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
200752,1610612763,Rudy Gay,Rudy Gay,200752,MEM,129112.0,2152,137,4111,4116,1131,1060,537,8227,4305,19.0,65.0,135.0,28.0,53.0,6.0,58.0,1121,23.33614153327717,0.27511554366334223,143.0,220.0,20.0,39.0,38.0,53.0,96.0,231.0,113.0,274.0,13.0,28.0,1.0,6.0,14.0,44.0,116.0,3.0,15.0,16.0,38.0,352.0,725.0,57.0,144.0,194.0,1069.0,41.0,88.0,3.0,16.0,20.0,111.0,81.0,174.0,22.0,52.0,78.0,306.0,222.0,482.0,144.0,27.0,30.0,4.0,112.0,44.0,42.0,121.0,32.0,153.0,20.0,12.0,54.0,29.0,38.0,338.0,15.0,66.0,1.0,69.0,160.0,25.0,254.0,82.0,336.0,15.0,91.0,59.0,32.0,70.0,40.0,13.0,30.0,9.0,8.0,12.0,62.0,3.0,131.0,8.0,5.0,7.0,165.0,1.0,10.0,3.0,4.0,241.0,19.0,14.0,96.0,27.0,5.0,4.0,32.0,1.0,15.0,37.0,13.0,1.0,301.0,11.0,23.0,0.3153409090909091,0.3293768545994065,0.8421052631578947,0.3958333333333333,0.1875,0.4230769230769231,0.40714285714285714,0.48551724137931035,0.4659090909090909,0.46551724137931033,0.503452243958573,0.4375,0.504424778761062,0.5431654676258992,0.4826086956521739,0.5674157303370787,0.16570771001150747,0.057931034482758624,0.1,0.08225108225108226,0.0036496350364963502,0.5185185185185185,0.21929824561403508,0.007462686567164179,0.1171303074670571,0.04114713216957606,0.13142857142857142,0.049019607843137254,0.12109994711792703,0.042408376963350786,0.057649667405764965,0.03431372549019608,0.03512014787430684,0.04424778761061947,0.0625,0.10526315789473684,0.1111111111111111,0.1324110671936759,0.1425,0.096,0.03694581280788178,0.6379310344827587,0.25316455696202533,0.65,0.7222222222222222,0.40559440559440557,0.26582278481012656,0.4155844155844156,0.4528301886792453,0.15625,0.31530494821634064,0.4124087591240876,0.4139194139194139,0.336283185840708,0.03222094361334868,0.4642857142857143,0.4642857142857143,1.0,0.1334867663981588,0.3793103448275862,0.3793103448275862,0.7954545454545454,0.375,0.5128205128205128,0.05,0.009615384615384616,0.14423076923076922,0.2,0.6666666666666666,0.2345132743362832,0.7169811320754716,0.061946902654867256,0.42857142857142855,0.168141592920354,0.42105263157894735,0.4188722669735328,0.39285714285714285,0.47777679398148143,0.4881472527472526,0.4677098214285715,0.1014799154334038,0.11970074812967581,0.1038353601496726,0.2862488306828812,10.341517241379306,26.063888888888883,,,,,,,,,,,,True,
201188,1610612763,Marc Gasol,Marc Gasol,201188,MEM,91786.0,1530,157,2900,2878,698,567,356,5778,2994,9.0,46.0,93.0,21.0,68.0,2.0,68.0,691,16.626506024096383,0.24068965517241378,106.0,157.0,28.0,36.0,18.0,26.0,80.0,194.0,16.0,38.0,,,,,,,,,,,,202.0,389.0,,,130.0,534.0,34.0,47.0,,,28.0,96.0,37.0,67.0,,,53.0,127.0,254.0,150.0,,,40.0,,,,36.0,106.0,23.0,129.0,16.0,7.0,67.0,20.0,19.0,281.0,10.0,77.0,1.0,57.0,146.0,25.0,228.0,88.0,316.0,7.0,37.0,28.0,9.0,47.0,29.0,6.0,18.0,,4.0,10.0,80.0,3.0,158.0,4.0,16.0,15.0,179.0,6.0,12.0,9.0,,173.0,32.0,,79.0,24.0,,,40.0,,26.0,41.0,,2.0,125.0,14.0,21.0,0.6287128712871287,0.6978021978021978,,,,,,0.519280205655527,0.723404255319149,0.5522388059701493,0.519280205655527,0.723404255319149,0.5522388059701493,0.5804347826086956,0.7741935483870968,0.6414141414141414,,0.09254498714652956,0.10191082802547771,0.0979381443298969,0.02631578947368421,0.5053763440860215,0.3424657534246575,0.011904761904761904,0.14230019493177387,0.06850533807829182,0.16666666666666666,0.04672897196261682,0.14839181286549707,0.06502242152466367,0.0744336569579288,0.06858407079646017,0.06336088154269973,0.045454545454545456,0.05,0.11641791044776119,0.12933753943217666,0.17647058823529413,0.16165413533834586,0.18421052631578946,0.046357615894039736,0.6029411764705882,0.40359897172236503,0.6751592356687898,0.75177304964539,0.6792452830188679,0.4987146529562982,0.41237113402061853,0.45714285714285713,0.5125,0.09768637532133675,0.42105263157894735,0.43243243243243246,0.875,,,,,,,,,0.7659574468085106,0.7777777777777778,0.25,,,,,0.3880597014925373,0.6923076923076923,,,,,0.40359897172236503,,0.48486323907455026,0.5611933333333333,0.4871999999999999,0.1811926605504587,0.1811926605504587,0.1797752808988764,0.23782771535580524,6.261696658097689,,1.0,4.0,,,,,,,,,,True,
201589,1610612763,Darrell Arthur,Darrell Arthur,201589,MEM,44886.0,748,30,1427,1459,426,369,186,2886,1461,2.0,18.0,31.0,6.0,27.0,1.0,27.0,424,19.382192610539065,0.2985283812193413,67.0,96.0,22.0,36.0,15.0,24.0,28.0,64.0,44.0,97.0,,,,,,,1.0,,,,,139.0,257.0,,1.0,57.0,335.0,28.0,44.0,,,9.0,65.0,31.0,62.0,,,28.0,90.0,190.0,88.0,,,40.0,,1.0,,12.0,11.0,2.0,13.0,2.0,,9.0,,2.0,28.0,5.0,52.0,2.0,25.0,66.0,6.0,97.0,59.0,156.0,6.0,25.0,18.0,7.0,13.0,8.0,4.0,5.0,1.0,2.0,1.0,64.0,3.0,107.0,,7.0,6.0,55.0,5.0,5.0,4.0,,69.0,7.0,,30.0,8.0,,,18.0,,8.0,17.0,,2.0,90.0,6.0,8.0,0.6834532374100719,0.7983193277310925,,,,,,0.5408560311284046,0.6363636363636364,0.5,0.5387596899224806,0.6363636363636364,0.5,0.5795847750865052,0.6632653061224489,0.569620253164557,0.003875968992248062,0.04669260700389105,0.08333333333333333,0.0625,,0.41935483870967744,0.15,0.041666666666666664,0.14285714285714285,0.0920353982300885,0.12254901960784313,0.045871559633027525,0.13663663663663664,0.08456973293768547,0.11764705882352941,0.1044776119402985,0.061611374407582936,0.037037037037037035,0.07142857142857142,0.10687022900763359,0.1437908496732026,0.16853932584269662,0.1232876712328767,0.1206896551724138,0.05660377358490566,0.6296296296296297,0.37209302325581395,0.6979166666666666,0.7613636363636364,0.5970149253731343,0.24806201550387597,0.4375,0.4666666666666667,0.6071428571428571,0.375968992248062,0.4536082474226804,0.4536082474226804,0.8636363636363636,,,,,0.003875968992248062,,,,0.8181818181818182,0.6111111111111112,0.13636363636363635,,,,,0.3870967741935484,0.625,,,,,0.375968992248062,,0.48189108527131796,0.5582195121951219,0.4888822580645162,0.10676156583629894,0.10714285714285714,0.19402985074626866,0.26865671641791045,9.645136186770431,24.5,1.0,1.0,,,,,,,,,,True,
201970,1610612763,Sam Young,Sam Young,201970,MEM,31387.0,523,61,1000,986,233,194,131,1986,1026,1.0,4.0,14.0,4.0,7.0,1.0,8.0,233,17.463075586446568,0.233,38.0,66.0,7.0,10.0,9.0,16.0,8.0,30.0,33.0,55.0,6.0,15.0,,2.0,6.0,,7.0,,1.0,,2.0,79.0,151.0,6.0,22.0,28.0,204.0,10.0,19.0,,1.0,1.0,21.0,18.0,36.0,2.0,8.0,6.0,48.0,102.0,56.0,18.0,,14.0,1.0,6.0,,21.0,15.0,4.0,19.0,4.0,,9.0,5.0,1.0,42.0,3.0,11.0,,13.0,27.0,1.0,41.0,14.0,55.0,2.0,28.0,18.0,10.0,10.0,8.0,,2.0,,1.0,2.0,26.0,,44.0,1.0,,1.0,26.0,3.0,,,,33.0,5.0,,18.0,1.0,1.0,,6.0,1.0,,3.0,,,48.0,5.0,1.0,0.6455696202531646,0.7083333333333334,1.0,0.2727272727272727,,0.25,0.2857142857142857,0.5231788079470199,0.5263157894736842,0.5,0.5086705202312138,0.5,0.4772727272727273,0.5454545454545454,0.525,0.5106382978723404,0.12716763005780346,0.1390728476821192,0.19696969696969696,0.26666666666666666,,0.7142857142857143,0.03571428571428571,,0.07848837209302326,0.028277634961439587,0.09352517985611511,0.043478260869565216,0.08281573498964803,0.03056768558951965,0.045454545454545456,0.032679738562091505,0.007936507936507936,0.038461538461538464,0.058823529411764705,0.03389830508474576,0.07547169811320754,0.125,0.08,0.1282051282051282,0.030303030303030304,0.375,0.3815028901734104,0.5757575757575758,0.7169811320754716,0.5263157894736842,0.17341040462427745,0.26666666666666666,0.36363636363636365,0.375,0.3179190751445087,0.6,0.6,0.8484848484848485,0.08670520231213873,0.4,0.4,1.0,0.04046242774566474,,,,0.5,0.7,,,0.05,,,0.36363636363636365,0.5625,0.13636363636363635,0.3333333333333333,0.045454545454545456,,0.5086705202312138,,0.5184325581395347,0.5348352941176471,0.49617906976744186,0.0967741935483871,0.10975609756097561,0.10294117647058823,0.23529411764705882,8.777483443708613,25.700000000000003,,,,,,,,,,,,True,
2754,1610612763,Tony Allen,Tony Allen,2754,MEM,28876.0,481,33,931,962,293,303,120,1893,931,4.0,17.0,35.0,8.0,12.0,1.0,15.0,289,19.172932330827066,0.3147153598281418,56.0,84.0,5.0,11.0,20.0,26.0,8.0,33.0,2.0,20.0,1.0,3.0,1.0,,2.0,1.0,3.0,,,1.0,2.0,66.0,137.0,2.0,6.0,39.0,177.0,6.0,15.0,,1.0,1.0,13.0,23.0,38.0,1.0,4.0,14.0,63.0,86.0,46.0,6.0,,2.0,,3.0,1.0,13.0,28.0,4.0,32.0,3.0,1.0,17.0,4.0,7.0,68.0,3.0,17.0,,17.0,29.0,,46.0,20.0,66.0,6.0,50.0,30.0,20.0,18.0,7.0,2.0,11.0,2.0,1.0,3.0,18.0,,61.0,3.0,1.0,4.0,41.0,,,5.0,,57.0,5.0,,25.0,6.0,3.0,2.0,7.0,1.0,4.0,8.0,,,61.0,8.0,5.0,0.6515151515151515,0.6615384615384615,1.0,0.3333333333333333,,0.25,0.3333333333333333,0.48175182481751827,0.4,0.6052631578947368,0.4825174825174825,0.375,0.5833333333333334,0.5236686390532544,0.38235294117647056,0.63,0.04195804195804196,0.0948905109489051,0.08333333333333333,0.18181818181818182,,0.5142857142857142,,,0.09446254071661238,0.049132947976878616,0.15454545454545454,0.058823529411764705,0.11031175059952038,0.05037783375314862,0.057692307692307696,0.04827586206896552,0.041237113402061855,0.02702702702702703,0.14285714285714285,0.058823529411764705,0.125,0.09701492537313433,0.12048192771084337,0.25925925925925924,0.1,0.5333333333333333,0.5874125874125874,0.6666666666666666,0.7272727272727273,0.6964285714285714,0.23076923076923078,0.24242424242424243,0.2962962962962963,0.25,0.13986013986013987,0.1,0.1,1.0,0.02097902097902098,0.3333333333333333,0.3333333333333333,1.0,0.02097902097902098,0.3333333333333333,0.3333333333333333,1.0,0.6875,0.45454545454545453,0.8,0.0625,,,,0.6190476190476191,0.7692307692307693,0.047619047619047616,,0.047619047619047616,0.5,0.6293706293706294,0.3333333333333333,0.5587783216783215,0.5181125,0.5649261904761905,0.15337423312883436,0.1592356687898089,0.07344632768361582,0.3559322033898305,5.524817518248174,25.21666666666667,,1.0,,,,,,,,,,True,
201934,1610612763,Hasheem Thabeet,Hasheem Thabeet,201934,MEM,12616.0,210,-65,378,402,131,152,53,780,480,,6.0,9.0,2.0,5.0,,5.0,131,8.724832214765101,0.34656084656084657,6.0,14.0,3.0,10.0,2.0,5.0,1.0,3.0,,,,,,,,,,,,,,7.0,17.0,,,14.0,28.0,3.0,10.0,,,4.0,10.0,2.0,5.0,,,3.0,7.0,8.0,6.0,,,6.0,,,,4.0,1.0,1.0,2.0,1.0,,,,1.0,5.0,,14.0,,7.0,15.0,9.0,31.0,14.0,45.0,,8.0,6.0,2.0,3.0,1.0,1.0,2.0,,1.0,,22.0,,38.0,,5.0,,21.0,1.0,5.0,1.0,,27.0,1.0,,9.0,5.0,,,4.0,,1.0,4.0,6.0,1.0,7.0,5.0,3.0,0.5714285714285714,1.0,,,,,,0.4117647058823529,0.3,0.4,0.4117647058823529,0.3,0.4,0.4666666666666667,0.38461538461538464,0.4375,,0.23529411764705882,0.14285714285714285,0.6666666666666666,,0.3333333333333333,0.5625,,0.13761467889908258,0.09210526315789473,0.14,,0.13836477987421383,0.07865168539325842,0.0851063829787234,0.1111111111111111,0.08333333333333333,,,0.10714285714285714,0.06666666666666667,0.19607843137254902,0.13953488372093023,0.14285714285714285,,0.8,0.8235294117647058,0.42857142857142855,0.5,0.5,0.17647058823529413,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,1.0,0.3,,,,,,1.0,0.4,,,,,0.8235294117647058,,0.5514588235294118,0.55725,0.64902,0.36,0.36,0.35714285714285715,0.25,2.547058823529412,,,4.0,,,,,,,,,,True,
2216,1610612763,Zach Randolph,Zach Randolph,2216,MEM,94055.0,1568,130,2985,2963,815,795,414,5948,3136,3.0,46.0,85.0,21.0,16.0,,16.0,805,24.711981566820278,0.2730318257956449,178.0,291.0,81.0,136.0,61.0,96.0,99.0,239.0,52.0,134.0,,2.0,,,2.0,3.0,21.0,,1.0,2.0,11.0,329.0,664.0,3.0,23.0,144.0,811.0,99.0,168.0,,1.0,30.0,228.0,90.0,186.0,2.0,13.0,62.0,248.0,334.0,324.0,9.0,,142.0,2.0,19.0,3.0,69.0,52.0,16.0,68.0,15.0,1.0,34.0,9.0,9.0,152.0,22.0,160.0,7.0,83.0,249.0,27.0,359.0,189.0,548.0,33.0,30.0,19.0,11.0,39.0,18.0,4.0,21.0,2.0,7.0,12.0,37.0,,101.0,4.0,14.0,16.0,173.0,,27.0,1.0,,200.0,22.0,3.0,83.0,28.0,,,8.0,,8.0,8.0,,1.0,246.0,12.0,23.0,0.5075987841945289,0.6472868217054264,1.0,0.13043478260869565,,0.15384615384615385,0.14285714285714285,0.4954819277108434,0.5892857142857143,0.4838709677419355,0.48544395924308587,0.5857988165680473,0.46733668341708545,0.520618556701031,0.59375,0.5124481327800829,0.033478893740902474,0.10391566265060241,0.14776632302405499,0.1087866108786611,,0.4588235294117647,0.3698630136986301,0.07368421052631578,0.2535641547861507,0.1353637901861252,0.22493224932249323,0.10476190476190476,0.2457438934122872,0.1307471264367816,0.17964071856287425,0.13232104121475055,0.10077519379844961,0.09032258064516129,0.14545454545454545,0.24169184290030213,0.2986577181208054,0.22662889518413598,0.2313167259786477,0.20454545454545456,0.11870503597122302,0.5,0.42358078602620086,0.6116838487972509,0.717741935483871,0.5,0.34788937409024745,0.41422594142259417,0.4647887323943662,0.45454545454545453,0.1950509461426492,0.3880597014925373,0.3880597014925373,0.6346153846153846,0.002911208151382824,,,,0.03056768558951965,0.14285714285714285,0.14285714285714285,1.0,0.8047337278106509,0.5955882352941176,0.07407407407407407,,0.005917159763313609,,,0.4824120603015075,0.6354166666666666,0.010050251256281407,,0.05527638190954774,0.18181818181818182,0.4570596797671033,0.15789473684210525,0.48422919708029205,0.5615613636363637,0.49367842639593884,0.11096256684491979,0.11448275862068966,0.281134401972873,0.30579531442663377,6.949849397590361,27.952173913043477,,8.0,,,,,,,,,,True,
201632,1610612763,Hamed Haddadi,Hamed Haddadi,201632,MEM,1809.0,30,5,62,63,34,50,11,125,62,,2.0,3.0,3.0,3.0,,3.0,34,14.473684210526315,0.5483870967741935,1.0,3.0,,2.0,,1.0,,4.0,,,,,,,,,,,,,,1.0,7.0,,,1.0,3.0,,2.0,,,,,,2.0,,,1.0,1.0,2.0,,,,,,,,2.0,1.0,,1.0,,,1.0,,,2.0,,3.0,,1.0,7.0,2.0,10.0,3.0,13.0,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,3.0,,9.0,,,1.0,1.0,,1.0,,,2.0,,,,1.0,,,2.0,,1.0,2.0,,,1.0,3.0,1.0,1.0,1.0,,,,,,0.14285714285714285,,,0.14285714285714285,,,0.1875,,0.16666666666666666,,0.2857142857142857,0.3333333333333333,0.25,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.1,0.16666666666666666,,0.2962962962962963,0.09090909090909091,0.1111111111111111,0.16666666666666666,,,,0.25,0.14285714285714285,0.6666666666666666,0.2,,,0.6666666666666666,0.42857142857142855,0.3333333333333333,0.5,1.0,0.5714285714285714,,,,,,,,,,,,,,,,1.0,,,,,,,0.5,,,,,,0.42857142857142855,,0.5042714285714286,0.6615500000000001,0.5291,,,,0.3333333333333333,3.642857142857143,,,,,,,,,,,,,True,
202349,1610612763,Greivis Vasquez,Greivis Vasquez,202349,MEM,22723.0,379,-28,716,713,197,172,107,1429,750,4.0,12.0,30.0,5.0,1.0,,2.0,197,16.45123384253819,0.2751396648044693,12.0,19.0,1.0,1.0,2.0,5.0,15.0,34.0,4.0,10.0,,4.0,2.0,,,8.0,38.0,1.0,4.0,2.0,13.0,31.0,63.0,8.0,42.0,13.0,99.0,3.0,4.0,1.0,6.0,,9.0,6.0,15.0,2.0,13.0,6.0,24.0,10.0,52.0,21.0,3.0,2.0,4.0,34.0,8.0,5.0,55.0,5.0,60.0,1.0,4.0,25.0,13.0,17.0,125.0,2.0,4.0,,6.0,21.0,1.0,28.0,6.0,34.0,3.0,11.0,6.0,5.0,18.0,10.0,1.0,8.0,1.0,3.0,2.0,13.0,1.0,36.0,2.0,,1.0,23.0,,1.0,2.0,,16.0,6.0,,9.0,2.0,1.0,1.0,1.0,,,,,2.0,24.0,4.0,2.0,0.16129032258064516,0.16666666666666666,0.875,0.19047619047619047,0.16666666666666666,0.15384615384615385,0.21052631578947367,0.49206349206349204,0.75,0.4,0.4095238095238095,0.45,0.32142857142857145,0.45,0.45,0.3870967741935484,0.4,0.07936507936507936,0.10526315789473684,0.058823529411764705,0.1,0.6,0.047619047619047616,,0.10880829015544041,0.013468013468013467,0.06593406593406594,0.03076923076923077,0.09507042253521127,0.016574585635359115,0.010309278350515464,0.01904761904761905,0.010526315789473684,0.04081632653061224,,0.14035087719298245,0.10714285714285714,0.0875,0.05,0.0967741935483871,0.05357142857142857,,0.18095238095238095,0.631578947368421,0.7058823529411765,0.3333333333333333,0.3238095238095238,0.4411764705882353,0.46875,0.06666666666666667,0.09523809523809523,0.4,0.4444444444444444,,0.0380952380952381,,,,0.3619047619047619,0.21052631578947367,0.21621621621621623,0.875,0.1,1.0,,0.2,0.4,0.25,1.0,0.17857142857142858,0.4,,,0.4642857142857143,0.15384615384615385,0.580952380952381,0.23529411764705882,0.4693240000000001,0.48614499999999994,0.45269807692307695,0.08333333333333333,0.13636363636363635,0.09090909090909091,0.24242424242424243,8.21111111111111,28.77142857142856,,,1.0,0.023809523809523808,0.02631578947368421,,,,,,,True,
