EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls Drawn,DefensiveGoaltends,AtRimPctBlocked,Fg3aBlocked,BlockingFoulsDrawn,Technical Free Throw Trips,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,PenaltyCorner3FGM,PtsUnassisted3s,HeaveMakes,StepOutOfBoundsTurnovers,Clear Path Fouls,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,BlockedCorner3,3SecondViolations,on,Corner3PctBlocked,OffensiveGoaltends,3pt And 1 Free Throw Trips
1503,1610612765,Tracy McGrady,Tracy McGrady,1503,DET,26429.0,440,-36,804,802,208,208,99,1606,20,33,3.0,5.0,2,4,3,17,21.0,51,,1.0,,,7.0,20.0,,,2.0,10.0,44,101,7.0,21.0,17.0,126,870,3.0,7.0,,,2.0,8,7,21,2.0,10.0,6.0,26,38,50,15.0,6.0,2.0,18.0,7.0,2,51.0,11.0,62.0,6.0,5.0,25.0,10.0,16.0,135.0,1.0,8,19.0,38.0,3.0,60,9,69,2.0,14.0,10.0,4.0,17.0,5.0,12.0,9,5.0,2.0,26,8,20,,25,1.0,1.0,1.0,24.0,,1.0,26.0,2.0,11.0,3.0,7.0,4.0,,3.0,7.0,3.0,26,208,,3.0,0.4318181818181818,0.4634146341463415,0.7142857142857143,0.3333333333333333,,0.2,0.3684210526315789,0.43564356435643564,0.42857142857142855,0.3333333333333333,0.44672131147540983,0.42857142857142855,0.3225806451612903,0.4701492537313433,0.4444444444444444,0.3611111111111111,0.1721311475409836,0.019801980198019802,,,17.505470459518598,0.6538461538461539,0.10714285714285714,0.14615384615384616,0.02631578947368421,0.2289156626506024,0.01282051282051282,0.1661807580174927,0.02356020942408377,0.0379746835443038,0.04040404040404041,0.007936507936507936,0.022727272727272728,,0.09210526315789473,0.15151515151515152,0.17796610169491525,0.16981132075471697,0.3333333333333333,0.029850746268656716,0.42857142857142855,0.27049180327868855,0.6060606060606061,0.6451612903225806,0.5,0.13934426229508196,0.17647058823529413,0.17647058823529413,0.3333333333333333,0.4180327868852459,0.4117647058823529,0.4117647058823529,0.38095238095238093,0.00819672131147541,,,,0.16393442622950818,0.35,0.3684210526315789,0.7142857142857143,0.7142857142857143,0.6,,,,,,0.12903225806451613,0.5,,0.3225806451612903,0.2,0.4426229508196721,0.3888888888888889,0.4700329166666666,0.5560571428571429,0.42174666666666666,0.08396946564885496,0.1,0.06349206349206349,0.20634920634920634,11.36138613861386,28.41904761904762,0.25870646766169153,,2.0,1.0,1.0,0.06060606060606061,1.0,,,,0.047619047619047616,0.05,,,6.0,,,,,,,,,,,,,,,True,,,
202328,1610612765,Greg Monroe,Greg Monroe,202328,DET,46718.0,779,-24,1452,1455,318,346,190,2907,96,149,34.0,54.0,14,28,10,35,1.0,8,,,,,,1.0,,,,,107,192,,1.0,61.0,275,1621,36.0,63.0,,,11.0,83,14,31,,,9.0,37,138,76,,58.0,1.0,,,27,39.0,8.0,47.0,2.0,6.0,26.0,8.0,5.0,102.0,13.0,73,23.0,91.0,15.0,129,87,216,7.0,33.0,24.0,9.0,24.0,3.0,15.0,8,9.0,1.0,32,7,44,,69,1.0,3.0,1.0,69.0,3.0,3.0,85.0,13.0,46.0,3.0,19.0,14.0,,5.0,19.0,9.0,37,318,8.0,3.0,0.6448598130841121,0.8846153846153846,,,,,,0.5572916666666666,0.5714285714285714,0.45161290322580644,0.5544041450777202,0.5714285714285714,0.45161290322580644,0.6004366812227074,0.5845070422535211,0.47435897435897434,0.0051813471502590676,0.140625,0.2,0.125,15.582089552238806,0.75,0.3333333333333333,0.2017738359201774,0.13443830570902393,0.1513157894736842,0.1,0.1890547263681592,0.1277860326894502,0.16129032258064516,0.13157894736842105,0.11616161616161616,0.1267605633802817,0.06779661016949153,0.17857142857142858,0.24806201550387597,0.18681318681318682,0.16346153846153846,0.125,0.12280701754385964,0.47368421052631576,0.772020725388601,0.6442953020134228,0.7384615384615385,0.6354166666666666,0.18134715025906736,0.2857142857142857,0.35714285714285715,0.8,0.04145077720207254,0.125,0.14285714285714285,,,,,,0.0051813471502590676,,,,0.8571428571428571,0.6296296296296297,0.058823529411764705,,,,,0.9032258064516129,0.5,,,,0.7772020725388601,,0.6095479166666667,0.6149462962962964,0.6224838709677419,0.20353982300884957,0.20444444444444446,0.3018181818181818,0.13454545454545455,2.764583333333333,50.0,0.2190082644628099,1.0,4.0,11.0,2.0,0.12751677852348994,,,,,,,,,,,,,,,,,,,,1.0,0.02564102564102564,,1.0,True,,,
2404,1610612765,Chris Wilcox,Chris Wilcox,2404,DET,18313.0,305,-12,573,572,90,58,70,1145,54,70,19.0,22.0,8,12,10,29,6.0,9,,,,,,1.0,,,,1.0,70,108,,1.0,20.0,160,642,19.0,26.0,,,3.0,41,11,17,,1.0,3.0,25,96,44,,28.0,,1.0,,5,14.0,1.0,15.0,1.0,,8.0,2.0,4.0,31.0,2.0,24,16.0,37.0,7.0,60,26,86,4.0,9.0,5.0,4.0,10.0,3.0,8.0,9,2.0,1.0,19,2,28,,48,,1.0,4.0,19.0,,,30.0,4.0,15.0,2.0,6.0,5.0,,1.0,6.0,3.0,25,90,1.0,1.0,0.6857142857142857,0.8571428571428571,,,,,,0.6481481481481481,0.7307692307692307,0.6470588235294118,0.6422018348623854,0.7307692307692307,0.6111111111111112,0.6557377049180327,0.7068965517241379,0.625,0.009174311926605505,0.046296296296296294,0.06896551724137931,,21.592649310872893,0.5263157894736842,0.4117647058823529,0.2,0.11009174311926606,0.3404255319148936,0.05714285714285714,0.22844827586206898,0.10276679841897234,0.15254237288135594,0.12345679012345678,0.0641025641025641,0.05263157894736842,0.0625,0.17543859649122806,0.21739130434782608,0.2073170731707317,0.42424242424242425,0.14285714285714285,0.11764705882352941,0.5,0.6422018348623854,0.7714285714285715,0.8059701492537313,0.6296296296296297,0.26605504587155965,0.3448275862068966,0.37037037037037035,0.8,0.08256880733944955,0.6666666666666666,0.6666666666666666,1.0,,,,,0.009174311926605505,,,,0.8461538461538461,0.8636363636363636,0.10526315789473684,,,,,0.6666666666666666,0.6666666666666666,,0.05555555555555555,,0.6513761467889908,,0.5592940366972476,0.581104,0.5937138888888889,0.125,0.12605042016806722,0.25625,0.15625,4.276851851851852,25.8,0.15706806282722513,,5.0,,1.0,0.04285714285714286,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,True,,,
101111,1610612765,Charlie Villanueva,Charlie Villanueva,101111,DET,78358.0,1306,-103,2434,2424,403,577,296,4858,67,103,17.0,26.0,5,11,60,134,26.0,72,23.0,54.0,10.0,7.0,78.0,198.0,4.0,10.0,10.0,28.0,153,309,101.0,252.0,66.0,675,2759,24.0,42.0,8.0,20.0,18.0,90,12,40,12.0,35.0,18.0,78,184,122,297.0,26.0,3.0,195.0,78.0,7,30.0,5.0,35.0,3.0,2.0,19.0,5.0,6.0,75.0,5.0,29,52.0,112.0,21.0,185,35,220,10.0,31.0,17.0,14.0,29.0,8.0,15.0,27,14.0,3.0,56,14,87,3.0,136,2.0,8.0,5.0,73.0,4.0,4.0,85.0,8.0,40.0,6.0,32.0,20.0,1.0,11.0,32.0,19.0,78,403,10.0,5.0,0.6013071895424836,0.6571428571428571,0.9801980198019802,0.4007936507936508,0.4,0.34285714285714286,0.40562248995983935,0.49514563106796117,0.5714285714285714,0.3,0.5427807486631016,0.5806451612903226,0.4,0.5626043405676127,0.6338028169014085,0.45348837209302323,0.44919786096256686,0.022653721682847898,0.014925373134328358,0.013888888888888888,23.595100864553313,0.5178571428571429,0.25,0.15491009681881052,0.03584672435105068,0.16938110749185667,0.01557632398753894,0.15922330097087378,0.03008849557522124,0.05426356589147287,0.03278688524590164,0.02280130293159609,0.00909090909090909,0.0297029702970297,0.13025210084033614,0.18309859154929578,0.15441176470588236,0.18518518518518517,0.13186813186813187,0.034013605442176874,0.59375,0.1836007130124777,0.6504854368932039,0.6767676767676768,0.6716417910447762,0.23885918003565063,0.44776119402985076,0.45454545454545453,0.4666666666666667,0.12834224598930483,0.3611111111111111,0.36619718309859156,0.7307692307692307,0.0962566844919786,0.42592592592592593,0.42592592592592593,1.0,0.35294117647058826,0.3939393939393939,0.3939393939393939,0.9743589743589743,0.41935483870967744,0.6538461538461539,0.29411764705882354,0.16129032258064516,0.16129032258064516,0.4,1.0,0.14666666666666667,0.45454545454545453,0.09333333333333334,0.37333333333333335,0.35714285714285715,0.6327985739750446,0.4,0.5077749551166965,0.535648113207547,0.47328124999999993,0.06745362563237774,0.11730205278592376,0.13333333333333333,0.11555555555555555,8.255663430420713,25.81309523809524,0.1655710764174199,5.0,8.0,7.0,,0.038834951456310676,,,1.0,2.0,,,4.0,2.0,6.0,,2.0,,,,,0.4,1.0,0.2857142857142857,,1.0,0.013333333333333334,,,False,,,
101131,1610612765,Jason Maxiell,Jason Maxiell,101131,DET,27095.0,452,-30,857,859,210,284,91,1716,28,48,6.0,11.0,6,7,9,23,6.0,19,,,,,,,,,,,43,90,,,23.0,109,967,9.0,15.0,,,10.0,28,9,16,,,9.0,27,54,32,,14.0,,,,11,7.0,2.0,9.0,1.0,1.0,4.0,,3.0,20.0,7.0,22,13.0,36.0,5.0,54,29,83,1.0,14.0,8.0,6.0,14.0,1.0,7.0,12,7.0,,26,5,23,1.0,48,1.0,4.0,3.0,42.0,3.0,1.0,45.0,5.0,21.0,4.0,9.0,6.0,,3.0,9.0,5.0,27,210,10.0,3.0,0.627906976744186,0.75,,,,,,0.4777777777777778,0.6,0.5625,0.4777777777777778,0.6,0.5625,0.4954545454545455,0.7,0.5869565217391305,,0.12222222222222222,0.043478260869565216,,14.181438998957248,0.5384615384615384,0.2,0.1411764705882353,0.07942238267148015,0.125,0.07777777777777778,0.13649025069637882,0.07901907356948229,0.12941176470588237,0.04597701149425287,0.06666666666666667,0.09259259259259259,0.05555555555555555,0.17721518987341772,0.16666666666666666,0.09615384615384616,0.10144927536231885,0.17142857142857143,0.027777777777777776,0.5555555555555556,0.5333333333333333,0.5833333333333334,0.7368421052631579,0.5714285714285714,0.25555555555555554,0.391304347826087,0.4090909090909091,0.7777777777777778,0.2111111111111111,0.3157894736842105,0.3157894736842105,0.6666666666666666,,,,,,,,,0.7333333333333333,0.5454545454545454,,,,,,0.4375,0.8571428571428571,,,,0.5333333333333333,,0.5419066666666668,0.5678500000000001,0.5386375,0.19811320754716982,0.19811320754716982,0.25688073394495414,0.24770642201834864,6.42,,0.24504084014002334,4.0,4.0,5.0,1.0,0.20833333333333334,,,,1.0,,,,,,,,,,,,,,,,,,,3.0,False,,,
101198,1610612765,Will Bynum,Will Bynum,101198,DET,49252.0,821,-92,1532,1552,341,419,173,3084,80,139,4.0,10.0,21,37,14,56,36.0,86,6.0,18.0,3.0,5.0,5.0,20.0,,,2.0,9.0,130,281,11.0,38.0,85.0,378,1757,9.0,22.0,2.0,3.0,7.0,31,26,64,3.0,14.0,34.0,95,40,220,33.0,4.0,4.0,16.0,5.0,29,85.0,62.0,147.0,39.0,23.0,46.0,11.0,28.0,356.0,6.0,6,15.0,23.0,,38,12,50,2.0,42.0,22.0,20.0,35.0,7.0,18.0,21,17.0,2.0,56,8,14,4.0,85,4.0,1.0,4.0,88.0,2.0,7.0,101.0,12.0,39.0,14.0,3.0,1.0,1.0,1.0,4.0,3.0,93,339,12.0,11.0,0.15384615384615385,0.15625,1.0,0.2894736842105263,0.6666666666666666,0.21428571428571427,0.3235294117647059,0.4626334519572954,0.4090909090909091,0.40625,0.4592476489028213,0.48,0.391025641025641,0.5180555555555556,0.5166666666666667,0.4793814432989691,0.11912225705329153,0.10320284697508897,0.23214285714285715,0.023255813953488372,23.92179413456009,0.625,,0.0518018018018018,0.011928429423459244,0.07425742574257425,0.029850746268656716,0.058823529411764705,0.017045454545454544,0.011235955056179775,0.021739130434782608,0.0053475935828877,0.0390625,0.0136986301369863,0.02097902097902098,0.037037037037037035,0.09036144578313253,0.08029197080291971,0.06153846153846154,0.014184397163120567,0.75,0.43573667711598746,0.5755395683453237,0.64,0.1875,0.1755485893416928,0.25,0.32558139534883723,0.07142857142857142,0.26959247648902823,0.4186046511627907,0.42857142857142855,0.1111111111111111,0.05642633228840126,0.3333333333333333,0.35294117647058826,1.0,0.06269592476489028,0.25,0.25,1.0,0.4,0.4,,0.12,,,,0.47435897435897434,0.5675675675675675,0.0641025641025641,0.11538461538461539,0.2222222222222222,0.554858934169279,0.3125,0.5435836507936509,0.49344375,0.5678219999999998,0.11271676300578035,0.1266233766233766,0.082010582010582,0.25132275132275134,7.6846975088967975,27.060526315789478,0.22258485639686684,2.0,4.0,2.0,,0.10071942446043165,1.0,1.0,7.0,,0.02631578947368421,,2.0,1.0,,,,1.0,,1.0,,0.6666666666666666,1.0,0.2,,,,1.0,,False,0.05555555555555555,,
1503,1610612765,Tracy McGrady,Tracy McGrady,1503,DET,74702.0,1245,-52,2255,2262,373,496,295,4517,66,104,17.0,23.0,11,16,21,56,66.0,165,3.0,4.0,,1.0,20.0,63.0,2.0,5.0,1.0,8.0,153,325,23.0,67.0,73.0,448,2465,22.0,38.0,2.0,5.0,3.0,53,24,59,2.0,9.0,16.0,70,100,206,63.0,26.0,1.0,62.0,20.0,19,147.0,43.0,190.0,20.0,23.0,90.0,20.0,37.0,423.0,5.0,35,35.0,100.0,7.0,142,40,182,6.0,52.0,30.0,22.0,45.0,17.0,32.0,31,13.0,5.0,76,10,36,1.0,76,1.0,4.0,2.0,107.0,5.0,5.0,103.0,13.0,52.0,6.0,26.0,16.0,5.0,5.0,27.0,13.0,70,371,6.0,6.0,0.32679738562091504,0.35714285714285715,0.9130434782608695,0.34328358208955223,0.4,0.2222222222222222,0.3484848484848485,0.4707692307692308,0.5789473684210527,0.4067796610169492,0.47831632653061223,0.5813953488372093,0.39705882352941174,0.5125858123569794,0.5888888888888889,0.4430379746835443,0.17091836734693877,0.05846153846153846,0.07142857142857142,0.006060606060606061,19.64012251148545,0.5921052631578947,0.1,0.1360544217687075,0.040840140023337225,0.13513513513513514,0.02092050209205021,0.1358148893360161,0.0364963503649635,0.055776892430278883,0.021834061135371178,0.042440318302387266,0.03067484662576687,,0.10887096774193548,0.15384615384615385,0.14624505928853754,0.14659685863874344,0.10294117647058823,0.031746031746031744,0.48148148148148145,0.2653061224489796,0.6346153846153846,0.7333333333333333,0.4393939393939394,0.14285714285714285,0.375,0.40384615384615385,0.09523809523809523,0.42091836734693877,0.4,0.4024390243902439,0.2878787878787879,0.01020408163265306,0.75,0.75,1.0,0.16071428571428573,0.31746031746031744,0.31746031746031744,0.9,0.5348837209302325,0.7391304347826086,0.058823529411764705,,0.11627906976744186,0.4,,0.23529411764705882,0.6875,0.014705882352941176,0.11764705882352941,0.125,0.4362244897959184,0.3225806451612903,0.4845703324808184,0.5518862499999999,0.45587573529411773,0.12064965197215777,0.14285714285714285,0.11830357142857142,0.15625,11.340923076923076,25.94029850746269,0.16541019955654102,2.0,8.0,2.0,2.0,0.1346153846153846,,1.0,,,,,,1.0,6.0,,,,,1.0,,,,1.0,,,,1.0,,False,,1.0,
2419,1610612765,Tayshaun Prince,Tayshaun Prince,2419,DET,85814.0,1430,-67,2582,2586,549,746,359,5168,91,117,17.0,22.0,21,26,70,165,90.0,225,16.0,43.0,2.0,12.0,5.0,13.0,1.0,5.0,,3.0,251,507,21.0,56.0,57.0,622,2883,33.0,59.0,2.0,7.0,7.0,79,49,99,5.0,15.0,18.0,131,224,278,60.0,18.0,,13.0,5.0,13,88.0,28.0,116.0,20.0,8.0,51.0,9.0,28.0,260.0,13.0,25,38.0,96.0,14.0,148,44,192,7.0,19.0,15.0,4.0,29.0,5.0,22.0,17,7.0,3.0,46,9,34,1.0,47,1.0,3.0,1.0,86.0,1.0,7.0,86.0,14.0,42.0,8.0,22.0,16.0,2.0,4.0,24.0,14.0,131,545,2.0,8.0,0.44621513944223107,0.4628099173553719,0.9523809523809523,0.375,0.2857142857142857,0.3333333333333333,0.375,0.49506903353057197,0.559322033898305,0.494949494949495,0.5017761989342806,0.5454545454545454,0.4956140350877193,0.5191986644407346,0.5563380281690141,0.51171875,0.0994671403197158,0.02564102564102564,0.04242424242424243,,21.378853165396087,0.6304347826086957,0.1794871794871795,0.1188118811881188,0.024509803921568627,0.12140575079872204,0.052,0.11953612845673506,0.029921259842519685,0.02903225806451613,0.04040404040404041,0.009685230024213076,0.07017543859649122,0.012658227848101266,0.08333333333333333,0.09745762711864407,0.16558441558441558,0.11711711711711711,0.13186813186813187,0.025735294117647058,0.5833333333333334,0.20781527531083482,0.7777777777777778,0.8198198198198198,0.5494505494505495,0.29307282415630553,0.42424242424242425,0.4430379746835443,0.21428571428571427,0.3996447602131439,0.4,0.4,0.5222222222222223,0.0763765541740675,0.37209302325581395,0.37209302325581395,1.0,0.023090586145648313,0.38461538461538464,0.38461538461538464,0.8,0.3333333333333333,0.7727272727272727,0.23529411764705882,0.030303030303030304,0.07575757575757576,0.2,1.0,0.22807017543859648,0.8076923076923077,0.10526315789473684,0.02631578947368421,,0.30728241563055064,0.38461538461538464,0.4709269094138544,0.5013068965517241,0.4662885964912279,0.07106598984771574,0.07850467289719626,0.1270096463022508,0.21061093247588425,10.956607495069033,23.81785714285715,0.2126258714175058,4.0,8.0,3.0,2.0,0.05128205128205128,,1.0,,,,,1.0,5.0,3.0,,1.0,,,2.0,2.0,0.5,1.0,0.4166666666666667,,6.0,0.07058823529411765,,1.0,False,,,
2732,1610612765,Ben Gordon,Ben Gordon,2732,DET,114741.0,1912,-111,3545,3552,676,835,466,7097,61,110,5.0,9.0,12,22,27,65,128.0,291,44.0,93.0,7.0,17.0,52.0,143.0,5.0,10.0,11.0,27.0,216,466,96.0,236.0,128.0,848,3976,21.0,41.0,9.0,17.0,7.0,76,33,77,17.0,44.0,44.0,161,208,224,192.0,6.0,2.0,141.0,52.0,21,103.0,52.0,155.0,36.0,16.0,57.0,19.0,27.0,362.0,9.0,29,48.0,82.0,1.0,131,39,170,12.0,43.0,31.0,12.0,75.0,12.0,54.0,56,21.0,7.0,131,24,74,,154,5.0,3.0,15.0,123.0,3.0,10.0,152.0,11.0,49.0,14.0,14.0,7.0,2.0,5.0,15.0,6.0,159,674,10.0,11.0,0.48148148148148145,0.48826291079812206,0.6666666666666666,0.4067796610169492,0.5294117647058824,0.38636363636363635,0.41025641025641024,0.463519313304721,0.5121951219512195,0.42857142857142855,0.5128205128205128,0.5948275862068966,0.4834710743801653,0.543046357615894,0.6065573770491803,0.5531914893617021,0.33618233618233617,0.045064377682403435,0.1076923076923077,0.01718213058419244,21.56432748538012,0.5725190839694656,0.010416666666666666,0.0740072202166065,0.02265625,0.11374407582938388,0.021791767554479417,0.08496732026143791,0.02244536326048435,0.028169014084507043,0.019553072625698324,0.020161290322580645,0.01858736059479554,0.027777777777777776,0.05128205128205128,0.06153846153846154,0.10185185185185185,0.10033444816053512,0.14634146341463414,0.033426183844011144,0.4,0.15669515669515668,0.5545454545454546,0.6039603960396039,0.3770491803278688,0.09259259259259259,0.4153846153846154,0.46551724137931033,0.25925925925925924,0.41452991452991456,0.43986254295532645,0.44755244755244755,0.578125,0.13247863247863248,0.4731182795698925,0.4835164835164835,0.8181818181818182,0.2037037037037037,0.36363636363636365,0.36619718309859156,0.5384615384615384,0.15517241379310345,0.5555555555555556,0.4,0.1206896551724138,0.1724137931034483,0.5,0.6,0.18181818181818182,0.5454545454545454,0.14049586776859505,0.2231404958677686,0.4074074074074074,0.4928774928774929,0.36879432624113473,0.4998579285714286,0.49741063829787235,0.4890752100840337,0.06882591093117409,0.09722222222222222,0.08962264150943396,0.18985849056603774,13.11587982832618,25.01610169491526,0.19069111424541607,8.0,7.0,2.0,,0.08181818181818182,3.0,3.0,33.0,,0.012711864406779662,0.006993006993006993,4.0,6.0,96.0,,5.0,,2.0,1.0,1.0,0.5714285714285714,1.0,0.35294117647058826,0.008438818565400843,1.0,0.008264462809917356,,,False,0.021505376344086023,,1.0
201155,1610612765,Rodney Stuckey,Rodney Stuckey,201155,DET,74447.0,1241,-38,2280,2295,487,627,320,4575,117,217,17.0,35.0,20,41,33,95,50.0,118,3.0,17.0,2.0,,13.0,39.0,,2.0,,5.0,200,430,16.0,56.0,196.0,644,2579,20.0,47.0,,4.0,11.0,51,41,86,,5.0,66.0,148,144,256,39.0,22.0,2.0,37.0,13.0,42,134.0,49.0,183.0,34.0,15.0,70.0,17.0,47.0,415.0,2.0,35,27.0,50.0,3.0,80,39,119,16.0,49.0,28.0,21.0,48.0,17.0,27.0,47,21.0,,95,25,48,,103,4.0,1.0,15.0,155.0,,5.0,223.0,31.0,101.0,19.0,2.0,1.0,,1.0,2.0,1.0,146,483,9.0,14.0,0.36,0.38095238095238093,0.8125,0.2857142857142857,,,0.2962962962962963,0.46511627906976744,0.425531914893617,0.47674418604651164,0.4609053497942387,0.39215686274509803,0.45054945054945056,0.5478260869565217,0.44642857142857145,0.5753968253968254,0.11522633744855967,0.09767441860465116,0.12631578947368421,0.01694915254237288,25.19774011299435,0.5052631578947369,0.0375,0.06993006993006994,0.03995433789954338,0.09407665505226481,0.008849557522123894,0.07684630738522955,0.03357531760435572,0.05921052631578947,0.045454545454545456,0.01818181818181818,0.013605442176870748,,0.04680851063829787,0.052083333333333336,0.10069444444444445,0.10294117647058823,0.07228915662650602,0.07239819004524888,0.5,0.44650205761316875,0.5391705069124424,0.6190476190476191,0.41025641025641024,0.19547325102880658,0.3473684210526316,0.39759036144578314,0.18181818181818182,0.24279835390946503,0.423728813559322,0.43103448275862066,0.36,0.03497942386831276,0.17647058823529413,0.17647058823529413,1.0,0.08024691358024691,0.3333333333333333,0.3333333333333333,0.7692307692307693,0.6862745098039216,0.4857142857142857,0.29411764705882354,0.0392156862745098,0.0392156862745098,,,0.45054945054945056,0.4878048780487805,,0.054945054945054944,,0.5617283950617284,0.35135135135135137,0.542110847107438,0.5891141304347826,0.5194516666666666,0.18165467625899281,0.202,0.07919254658385093,0.22981366459627328,7.276511627906978,25.630357142857147,0.21359649122807017,7.0,8.0,,,0.12903225806451613,,2.0,15.0,,,,,,9.0,,1.0,,,,,,,,,2.0,0.02531645569620253,,,False,,,
