EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,Charge Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,OffThreePtRebounds,OffRebounds,ShootingFouls,Offensive Fouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFtPoints,PtsPutbacks,OffTwoPtRebounds,SelfOReb,Steals,BadPassSteals,Travels,SecondChanceTurnovers,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,AtRimPctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyFtPoints,LongMidRangeAssists,LostBallSteals,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,OffShortMidRangeReboundPct,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,Corner3Assists,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,BadPassOutOfBoundsTurnovers,FTDefRebounds,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,ShortMidRangePctAssisted,HeaveAttempts,FTOffRebounds,OffFTReboundPct,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,LostBallOutOfBoundsTurnovers,Loose Ball Fouls Drawn,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,Blocked3s,BlockedArc3,OffLongMidRangeReboundPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PtsUnassisted3s,Fg3aBlocked,BlockingFouls,Charge Fouls Drawn,BlockingFoulsDrawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,DefensiveGoaltends,3SecondViolations,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,DefCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,OffensiveGoaltends,Defensive 3 Seconds Violations,Corner3PctBlocked,3pt And 1 Free Throw Trips
1536,1610612766,Stephen Jackson,Stephen Jackson,1536,CHA,1596.0,27,-1,48,45,19,10,5,93,2.0,5.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,9.0,1.0,6.0,14.0,53,1.0,2.0,4.0,1.0,4.0,6.0,2.0,1.0,1.0,4.0,2.0,6.0,2.0,3.0,1.0,14.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,7.0,7.0,1.0,4.0,4.0,19,0.75,0.75,0.4444444444444444,0.5,0.4,0.4,0.5384615384615384,0.4,0.1,0.1111111111111111,0.25,29.09090909090909,0.6666666666666666,0.0625,0.2,0.09523809523809523,0.16666666666666666,0.2,0.5,0.4,0.4,1.0,0.4,0.5,0.6666666666666666,0.5,0.1,1.0,0.4,0.5,0.2,0.6,0.5519149999999999,0.54585,0.5645300000000001,0.3076923076923077,0.3333333333333333,0.2857142857142857,8.777777777777779,24.8,0.3958333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,1610612766,Nazr Mohammed,Nazr Mohammed,1737,CHA,739.0,12,-12,22,22,8,3,3,44,,,,,,,,,,1.0,1.0,,,2.0,33,,,,,,,2.0,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,,2.0,1.0,3.0,,,,,,,8,,,1.0,,1.0,,1.0,,,,,11.538461538461538,0.5,0.14285714285714285,,0.1,,,,,,,,,,,,,,,,,0.4723,,,,,,5.4,,0.36363636363636365,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.125,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
200748,1610612766,Tyrus Thomas,Tyrus Thomas,200748,CHA,1302.0,22,-4,40,38,14,7,5,78,2.0,5.0,1.0,2.0,4.0,5.0,,,,6.0,12.0,,2.0,14.0,44,,2.0,3.0,,4.0,6.0,6.0,,2.0,1.0,,1.0,,1.0,,2.0,,3.0,3.0,5.0,2.0,2.0,2.0,,4.0,1.0,1.0,,3.0,3.0,1.0,2.0,4.0,14,0.5,0.6,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5384615384615384,0.6666666666666666,,0.16666666666666666,,36.95652173913043,0.5,0.16666666666666666,,0.15789473684210525,,,0.4166666666666667,0.4,0.5,,0.4166666666666667,0.8,0.8,0.75,,,0.6666666666666666,0.5,,0.4166666666666667,0.4924083333333334,0.6288,0.5736,0.15384615384615385,0.15384615384615385,0.2857142857142857,9.35,,0.35,,2.0,1.0,1.0,3.0,,2.0,,1.0,1.0,1.0,1.5,,0.15384615384615385,,0.4,0.16666666666666666,,,0.21428571428571427,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.2,0.5,0.18181818181818182,0.3333333333333333,0.3333333333333333,0.25,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
201974,1610612766,Derrick Brown,Derrick Brown,201974,CHA,2166.0,36,-12,66,66,42,18,8,132,4.0,7.0,4.0,6.0,,1.0,,,,4.0,8.0,,1.0,9.0,73,,4.0,7.0,,9.0,4.0,4.0,,,2.0,,2.0,,1.0,,4.0,1.0,4.0,5.0,9.0,,,,,,,2.0,,3.0,4.0,,2.0,9.0,42,0.5,0.6666666666666666,0.5,0.5714285714285714,0.5,0.5714285714285714,0.45,0.5625,,,,13.333333333333334,,0.2,0.1,0.16666666666666666,,0.1,0.875,0.5714285714285714,0.5714285714285714,0.5,0.125,,,,,,0.8571428571428571,0.6666666666666666,,0.875,0.6880999999999999,,0.6856428571428571,0.2,0.2,1.0,3.3875,,0.6363636363636364,,,1.0,1.0,2.0,2.0,4.0,,,1.0,1.0,0.5,0.2857142857142857,0.13333333333333333,0.3333333333333333,,,,,0.2222222222222222,1.0,1.0,,2.0,2.0,,3.0,2.0,,,,,,,,,,0.08695652173913043,0.1111111111111111,0.4,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
202395,1610612766,Sherron Collins,Sherron Collins,202395,CHA,3952.0,66,-16,123,120,65,35,14,243,3.0,5.0,3.0,4.0,2.0,7.0,10.0,1.0,4.0,5.0,15.0,10.0,1.0,17.0,138,1.0,4.0,11.0,4.0,9.0,,10.0,10.0,2.0,7.0,1.0,8.0,,4.0,,17.0,2.0,3.0,5.0,5.0,2.0,2.0,2.0,,4.0,2.0,2.0,,3.0,1.0,1.0,1.0,9.0,65,,,0.3333333333333333,0.36363636363636365,0.32,0.26666666666666666,0.34,0.3,0.4,0.13333333333333333,,21.01449275362319,0.5,0.06976744186046512,0.125,0.0847457627118644,0.06666666666666667,0.13333333333333333,0.2,0.6,0.75,,0.28,0.2857142857142857,0.2857142857142857,,0.4,1.0,0.26666666666666666,0.75,0.26666666666666666,0.6,0.48680000000000007,0.5532,0.4727678571428572,0.04,0.06666666666666667,0.5294117647058824,11.026666666666669,26.889999999999997,0.5284552845528455,,3.0,,,,,,,,,,,,,,0.125,0.12,,,,,,,,,,2.0,1.0,1.0,,,,,,,0.2,0.3333333333333333,,,0.05,,,,,1.0,3.0,1.0,,1.0,,2.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,0.2,0.2,0.2,0.2,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2733,1610612766,Shaun Livingston,Shaun Livingston,2733,CHA,1451.0,24,-8,44,43,20,2,3,87,1.0,1.0,,,,1.0,,,,2.0,3.0,,1.0,5.0,46,,,,,,,4.0,,1.0,3.0,,3.0,,1.0,,6.0,,3.0,3.0,3.0,,,1.0,,1.0,,2.0,,1.0,2.0,,1.0,,20,,,0.6666666666666666,,0.6666666666666666,,0.625,,,0.3333333333333333,1.0,10.638297872340425,,0.15,,0.12,0.3333333333333333,,0.3333333333333333,1.0,1.0,,0.3333333333333333,,,,,,,,,0.3333333333333333,0.46950000000000003,,,0.25,0.25,,10.566666666666668,,0.45454545454545453,1.0,1.0,,,,,,1.0,,,,,,,,,0.3333333333333333,1.0,1.0,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,0.1111111111111111,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
201945,1610612766,Gerald Henderson,Gerald Henderson,201945,CHA,959.0,16,-9,30,31,18,14,5,61,3.0,3.0,2.0,2.0,1.0,3.0,1.0,,1.0,4.0,6.0,1.0,,8.0,38,,3.0,4.0,1.0,6.0,4.0,4.0,1.0,1.0,,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,,1.0,,,,6.0,18,0.5,0.5,0.6666666666666666,0.75,0.5714285714285714,0.6,0.5714285714285714,0.6,0.14285714285714285,0.16666666666666666,0.3333333333333333,25.0,0.5,,0.16666666666666666,0.05555555555555555,,0.2,0.42857142857142855,1.0,1.0,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.5,1.0,0.14285714285714285,,0.4,1.0,0.2,0.5714285714285714,0.5619571428571428,,0.5600799999999999,,,0.75,9.1,25.6,0.6,,,1.0,1.0,2.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2059,1610612766,Eduardo Najera,Eduardo Najera,2059,CHA,524.0,9,2,15,15,10,5,3,30,,,,,,1.0,,,,,1.0,,,,15,,,1.0,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,10,,,,,,,,,,,,5.88235294117647,,,0.16666666666666666,0.1,,0.2,,,,,1.0,,,,,,,,,,0.3845,,0.3845,,,,17.2,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2198,1610612766,Kwame Brown,Kwame Brown,2198,CHA,2044.0,34,-1,63,63,33,13,5,126,5.0,6.0,3.0,4.0,,,,,,6.0,8.0,,3.0,15.0,63,,3.0,5.0,,9.0,10.0,2.0,,,,,,,,,,3.0,4.0,8.0,9.0,,,,,,,3.0,,7.0,5.0,,2.0,9.0,33,0.8333333333333334,1.0,0.75,0.6,0.75,0.6,0.6818181818181818,0.5625,,,,16.176470588235293,,0.16,0.42857142857142855,0.21875,,0.42857142857142855,0.75,0.8333333333333334,0.8333333333333334,0.8,,,,,,,0.8,0.75,,0.75,0.5503625,0.4451,0.5450999999999999,0.2,0.2,0.6,3.2625,,0.5238095238095238,1.0,2.0,1.0,1.0,2.0,,1.0,3.0,,1.0,1.0,1.0,,0.037037037037037035,,0.2,0.25,0.5,0.5,0.13333333333333333,1.0,1.0,,2.0,1.0,,,,,,1.0,1.0,,1.0,1.0,,,0.043478260869565216,,0.21428571428571427,,1.0,1.0,1.0,3.0,,,,,0.2,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2205,1610612766,DeSagana Diop,DeSagana Diop,2205,CHA,482.0,8,-6,13,14,8,6,1,27,1.0,1.0,1.0,1.0,1.0,2.0,,,,2.0,3.0,,,4.0,18,,2.0,2.0,,4.0,4.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,8,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,,,,25.0,1.0,,,,,,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,1.0,,,0.5,1.0,,0.3333333333333333,0.4538,,0.4802,0.3333333333333333,0.3333333333333333,1.0,10.866666666666667,,0.6153846153846154,,,,,,,1.0,1.0,,,,,,0.14285714285714285,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,0.16666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
