EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Charge Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3Assists,Steals,BadPassSteals,LostBallSteals,BadPassTurnovers,Travels,SecondChanceTurnovers,BlockingFouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,RecoveredBlocks,Defensive 3 Seconds Violations,BlocksRecoveredPct,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,ShortMidRangeAssists,Technical Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,Arc3PctBlocked,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,Corner3FGM,Corner3FGA,HeaveAttempts,PenaltyTurnovers,DefCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3FGA,LongMidRangePctBlocked,PenaltyCorner3Frequency,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,PenaltyCorner3FGM,FTOffRebounds,OffFTReboundPct,PenaltyCorner3Accuracy,LostBallOutOfBoundsTurnovers,Loose Ball Fouls Drawn,StepOutOfBoundsTurnovers,3SecondViolations,on,BlockingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,SecondChanceAtRimPctAssisted,BlockedCorner3,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,ThreePtShootingFoulsDrawn,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,HeaveMakes,Clear Path Fouls,Corner3PctBlocked,3pt And 1 Free Throw Trips
101138,1610612753,Brandon Bass,Brandon Bass,101138,ORL,6858.0,114.0,32.0,214,215,51.0,67.0,16.0,429,8.0,11.0,1.0,2.0,1.0,2.0,6.0,9.0,13.0,21.0,27.0,41.0,12.0,66.0,192,2.0,5.0,2.0,6.0,6.0,8.0,2.0,14.0,40.0,14.0,2.0,2.0,3.0,3.0,6.0,3.0,2.0,1.0,15.0,3.0,7.0,4.0,7.0,2.0,13.0,10.0,23.0,1.0,3.0,1.0,2.0,3.0,5.0,2.0,7.0,1.0,10.0,17.0,3.0,10.0,3.0,2.0,1.0,3.0,14.0,51.0,1.0,0.7407407407407407,0.7692307692307693,0.6585365853658537,0.4,0.75,0.6585365853658537,0.4,0.75,0.6875,0.5,0.7,0.048780487804878,0.0909090909090909,0.1111111111111111,22.45762711864407,0.6,0.3333333333333333,0.0921052631578947,0.1206896551724138,0.1904761904761904,0.0789473684210526,0.1134020618556701,0.1041666666666666,0.1333333333333333,0.1176470588235294,0.1153846153846153,0.074074074074074,0.0909090909090909,0.0454545454545454,0.0952380952380952,0.1212121212121212,0.2222222222222222,0.0833333333333333,0.2682926829268293,0.7272727272727273,0.8,0.5,0.2195121951219512,0.6666666666666666,0.75,0.5,0.5121951219512195,0.6190476190476191,0.6190476190476191,1.0,0.4,0.5,0.25,0.5,0.2682926829268293,0.4587121951219512,0.4986,0.4229624999999999,0.2083333333333333,0.2083333333333333,0.0909090909090909,0.2121212121212121,11.465853658536588,0.2383177570093458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
101162,1610612753,Marcin Gortat,Marcin Gortat,101162,ORL,6013.0,100.0,12.0,189,194,34.0,70.0,17.0,383,5.0,10.0,,1.0,1.0,1.0,6.0,12.0,3.0,4.0,14.0,26.0,2.0,30.0,185,3.0,4.0,,6.0,2.0,3.0,,4.0,20.0,8.0,4.0,3.0,5.0,1.0,6.0,,2.0,3.0,13.0,4.0,2.0,3.0,13.0,3.0,19.0,6.0,25.0,,2.0,,3.0,1.0,5.0,7.0,12.0,,6.0,4.0,,2.0,6.0,2.0,4.0,6.0,4.0,34.0,1.0,0.7142857142857143,0.8333333333333334,0.5384615384615384,0.75,0.6666666666666666,0.5384615384615384,0.75,0.6666666666666666,0.5357142857142857,0.75,0.6666666666666666,0.1153846153846153,0.2,0.0833333333333333,15.714285714285714,0.4,0.3,0.1940298507462686,0.0357142857142857,0.15,0.1052631578947368,0.1839080459770115,0.0638297872340425,,0.1,,0.0357142857142857,0.3,0.2272727272727272,0.25,0.12,0.1764705882352941,,0.3846153846153846,0.5,0.625,1.0,0.4615384615384615,0.5,0.5454545454545454,0.5,0.1538461538461538,0.75,0.75,0.6666666666666666,0.25,,0.3333333333333333,1.0,0.3846153846153846,0.4730346153846154,0.527,0.5184666666666667,0.0714285714285714,0.0714285714285714,0.2,0.1333333333333333,6.730769230769228,0.1798941798941798,1.0,5.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1713,1610612753,Vince Carter,Vince Carter,1713,ORL,2911.0,49.0,50.0,93,91,28.0,39.0,5.0,184,6.0,8.0,,,1.0,2.0,1.0,3.0,1.0,5.0,8.0,16.0,10.0,35.0,67,1.0,1.0,,2.0,1.0,5.0,3.0,8.0,,16.0,,1.0,7.0,3.0,10.0,2.0,1.0,3.0,23.0,1.0,1.0,,3.0,1.0,4.0,2.0,6.0,,,1.0,1.0,,1.0,2.0,4.0,,9.0,13.0,1.0,5.0,,,,,8.0,28.0,1.0,,,0.5,1.0,0.2,0.5208333333333334,0.5,0.3125,0.5862068965517241,0.5,0.4,0.0625,0.125,,30.0,,0.1428571428571428,0.0967741935483871,0.0476190476190476,,0.0714285714285714,0.0681818181818181,0.0571428571428571,,0.125,,0.1,,0.0833333333333333,,0.1428571428571428,,,0.3333333333333333,0.75,0.8571428571428571,,0.125,0.3333333333333333,0.3333333333333333,,0.2083333333333333,0.2,0.2,,,,0.25,0.5,0.6666666666666666,0.4801729166666666,,0.4607312499999999,0.1785714285714285,0.25,0.0571428571428571,0.2285714285714285,8.29375,0.3010752688172043,1.0,3.0,2.0,1.0,,,,,,,,,,,,3.0,8.0,1.0,1.0,3.0,3.0,8.0,1.0,1.0,3.0,6.0,3.0,8.0,3.0,1.0,3.0,2.0,1.0,1.0,0.6666666666666666,0.375,0.3333333333333333,0.375,0.3333333333333333,0.125,0.125,0.3333333333333333,0.375,0.4285714285714285,0.6666666666666666,0.5,0.375,0.3333333333333333,0.375,26.6125,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1715,1610612753,Jason Williams,Jason Williams,1715,ORL,10277.0,171.0,36.0,327,326,87.0,96.0,30.0,653,2.0,4.0,,,,1.0,,,4.0,11.0,6.0,15.0,,33.0,302,,,,,,1.0,,6.0,8.0,4.0,,,18.0,6.0,24.0,5.0,8.0,6.0,54.0,3.0,,6.0,13.0,,19.0,3.0,22.0,1.0,7.0,,4.0,1.0,11.0,1.0,6.0,,,,,,,,,,6.0,87.0,2.0,0.6666666666666666,0.6666666666666666,0.4,,,0.4342105263157895,,0.5,0.4342105263157895,,0.5,,,,13.49862258953168,0.6363636363636364,,0.1120689655172413,,0.1578947368421052,0.0491803278688524,0.1233766233766233,0.02,,,,0.0444444444444444,0.0625,0.1081081081081081,0.1034482758620689,0.12,0.0967741935483871,0.0434782608695652,0.1052631578947368,0.5,0.5,1.0,,,,,0.2894736842105263,0.3636363636363636,0.3636363636363636,0.5,,,0.1666666666666666,,0.7105263157894737,0.5262256756756758,0.50505,0.5969800000000001,,,,0.1818181818181818,14.866666666666664,0.2660550458715596,1.0,8.0,7.0,1.0,6.0,2.0,2.0,,,1.0,,,,,,5.0,18.0,2.0,2.0,5.0,7.0,23.0,2.0,2.0,5.0,12.0,9.0,17.0,5.0,,4.0,,,,0.5714285714285714,0.3043478260869565,0.4,0.3181818181818182,0.6052631578947368,,,0.4736842105263157,0.2777777777777778,0.2777777777777778,0.4,1.0,0.8333333333333334,0.4,0.2941176470588235,26.904347826086955,2.0,5.0,1.0,5.0,0.4285714285714285,0.131578947368421,0.4,0.4,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1740,1610612753,Rashard Lewis,Rashard Lewis,1740,ORL,3498.0,58.0,-7.0,118,117,43.0,37.0,9.0,235,3.0,3.0,1.0,1.0,1.0,1.0,3.0,7.0,1.0,4.0,7.0,14.0,2.0,22.0,125,2.0,2.0,,4.0,1.0,2.0,,2.0,6.0,8.0,2.0,1.0,2.0,,2.0,,2.0,,4.0,,1.0,1.0,9.0,,10.0,1.0,11.0,,2.0,1.0,2.0,,4.0,1.0,5.0,,8.0,4.0,1.0,2.0,2.0,2.0,,2.0,2.0,43.0,1.0,0.4285714285714285,0.5,0.5,1.0,0.5,0.4761904761904761,1.0,0.2,0.4772727272727273,1.0,0.2,0.0714285714285714,,,20.63492063492064,0.5,,0.225,0.0294117647058823,0.0714285714285714,,0.1851851851851851,0.0192307692307692,,0.0833333333333333,,,,0.2352941176470588,0.2222222222222222,0.2142857142857142,0.1,,0.1428571428571428,1.0,1.0,0.6666666666666666,0.3333333333333333,0.4285714285714285,0.4285714285714285,,0.1904761904761904,0.25,0.3333333333333333,1.0,0.5,1.0,0.2,1.0,0.4761904761904761,0.4595619047619048,0.5589999999999999,0.5262100000000001,0.0909090909090909,0.1333333333333333,0.1818181818181818,0.0909090909090909,10.6,0.3644067796610169,,4.0,4.0,,2.0,,,,1.0,1.0,,,2.0,,1.0,2.0,3.0,,,,2.0,7.0,,,3.0,6.0,,3.0,2.0,,,1.0,,,1.0,0.2857142857142857,,0.2857142857142857,0.3333333333333333,,,0.1428571428571428,0.6666666666666666,0.6666666666666666,1.0,,,,0.6666666666666666,24.12857142857143,,4.0,,1.0,,0.1904761904761904,,,,3.0,0.25,0.6,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
200755,1610612753,JJ Redick,JJ Redick,200755,ORL,5639.0,94.0,-2.0,178,177,39.0,45.0,16.0,355,5.0,7.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,9.0,11.0,20.0,14.0,51.0,170,2.0,2.0,1.0,5.0,3.0,7.0,6.0,12.0,10.0,12.0,,,6.0,2.0,8.0,,3.0,2.0,18.0,,,1.0,7.0,,8.0,,8.0,,3.0,,,1.0,3.0,1.0,3.0,,14.0,17.0,2.0,6.0,,,,,12.0,39.0,,0.4545454545454545,0.4545454545454545,0.55,1.0,0.4285714285714285,0.5138888888888888,0.5,0.3,0.5813953488372093,0.625,0.4615384615384615,,,,23.3502538071066,1.0,,0.1076923076923077,,0.0588235294117647,,0.0975609756097561,,,,,,,0.04,0.25,0.0833333333333333,0.0714285714285714,,0.1944444444444444,0.7142857142857143,0.7142857142857143,0.2,0.1111111111111111,0.5,0.5,0.5,0.25,0.4444444444444444,0.4444444444444444,0.75,0.5,1.0,0.4,0.75,0.6388888888888888,0.4827430555555554,0.523675,0.4477649999999999,0.15,0.25,0.0980392156862745,0.2352941176470588,10.760000000000002,0.2191011235955056,2.0,,,,2.0,,,,,,,1.0,,,,5.0,13.0,1.0,,2.0,5.0,16.0,2.0,,3.0,6.0,9.0,13.0,5.0,1.0,1.0,1.0,3.0,3.0,0.4,0.3125,,0.3125,0.4444444444444444,0.0625,0.0769230769230769,0.3611111111111111,0.3846153846153846,0.4166666666666667,0.4,0.25,0.2,,0.3846153846153846,25.45,,3.0,,,,0.0833333333333333,,,,1.0,,0.1,1.0,0.25,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
2047,1610612753,Quentin Richardson,Quentin Richardson,2047,ORL,4390.0,73.0,33.0,136,137,41.0,42.0,17.0,273,6.0,9.0,3.0,4.0,5.0,7.0,,2.0,1.0,2.0,7.0,13.0,4.0,30.0,125,3.0,4.0,,6.0,5.0,7.0,,13.0,,14.0,6.0,3.0,5.0,,5.0,,3.0,2.0,10.0,1.0,4.0,2.0,9.0,2.0,13.0,7.0,20.0,1.0,2.0,,,,2.0,2.0,5.0,,5.0,5.0,1.0,3.0,1.0,,1.0,1.0,13.0,41.0,2.0,,,0.5384615384615384,0.75,0.7142857142857143,0.4642857142857143,0.6,0.4642857142857143,0.5,0.6,0.4642857142857143,0.2307692307692307,0.2222222222222222,0.5,20.38216560509554,1.0,0.2857142857142857,0.1836734693877551,0.1111111111111111,0.125,0.032258064516129,0.1692307692307692,0.0746268656716417,0.2222222222222222,0.0625,0.0909090909090909,0.0434782608695652,,0.0833333333333333,0.1176470588235294,0.3,0.1666666666666666,0.0769230769230769,0.3214285714285714,0.6666666666666666,0.8571428571428571,,0.0714285714285714,,,,0.0714285714285714,0.5,0.5,,0.8,0.75,0.5,0.7142857142857143,0.8571428571428571,0.5220981481481481,0.5638,0.5522035714285715,0.1,0.2,0.2,0.4333333333333333,5.284615384615384,0.3014705882352941,,1.0,1.0,,2.0,,,,,,,1.0,,,,1.0,8.0,1.0,,3.0,4.0,15.0,1.0,1.0,7.0,12.0,,7.0,1.0,,,,,,1.0,0.2666666666666666,0.1428571428571428,0.2857142857142857,0.5357142857142857,,,0.2857142857142857,0.125,0.125,1.0,0.2,0.2142857142857142,,0.1428571428571428,25.72666666666667,3.0,7.0,1.0,2.0,,0.25,0.4285714285714285,0.4285714285714285,1.0,4.0,,0.2857142857142857,,,1.0,2.0,0.4,0.25,,,,,True,,,,,,,,,,,,,,,,,,,,,,
2554,1610612753,Mickael Pietrus,Mickael Pietrus,2554,ORL,3849.0,64.0,-12.0,122,121,12.0,19.0,13.0,243,1.0,1.0,,,,,,,,5.0,1.0,6.0,2.0,10.0,120,,,,,,1.0,2.0,2.0,2.0,,,,1.0,,1.0,,1.0,,2.0,,1.0,3.0,7.0,1.0,11.0,1.0,12.0,,,,2.0,,2.0,2.0,3.0,,2.0,2.0,,,,,,,2.0,12.0,,1.0,1.0,0.1666666666666666,,,0.2105263157894736,,,0.25,,0.5,,,,16.05839416058394,,0.3333333333333333,0.1555555555555555,0.027027027027027,0.2,,0.1666666666666666,0.0163934426229508,0.1111111111111111,,,,,0.2142857142857142,0.1818181818181818,0.1,0.2307692307692307,,0.0526315789473684,1.0,1.0,1.0,,,,,0.2631578947368421,,,,,,,,0.7368421052631579,0.506688888888889,0.51285,0.427,,,,0.2,15.483333333333334,0.0983606557377049,,2.0,2.0,,,1.0,,,,,,,,1.0,,2.0,12.0,1.0,,,2.0,13.0,1.0,,,3.0,3.0,12.0,2.0,1.0,,,1.0,1.0,0.5,0.1538461538461538,,0.1538461538461538,0.6842105263157895,0.0769230769230769,0.0833333333333333,0.631578947368421,0.1666666666666666,0.1818181818181818,0.5,1.0,,,0.1666666666666666,25.16923076923077,,1.0,,,,0.0526315789473684,,,,,,,,,,,,,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,
2768,1610612753,Chris Duhon,Chris Duhon,2768,ORL,1483.0,25.0,8.0,50,51,23.0,10.0,4.0,101,3.0,3.0,,,1.0,1.0,1.0,1.0,1.0,2.0,5.0,6.0,1.0,11.0,39,,,,,1.0,1.0,1.0,3.0,2.0,8.0,,,2.0,,2.0,,,2.0,4.0,,,2.0,,,2.0,,2.0,,1.0,,1.0,1.0,2.0,1.0,2.0,,3.0,2.0,,1.0,,,,,3.0,23.0,,0.2,0.2,0.8333333333333334,,1.0,0.5555555555555556,,0.3333333333333333,0.55,,0.375,,,,22.22222222222222,0.5,,,,0.2,,0.0714285714285714,,,,,,,,,,0.2222222222222222,,0.3333333333333333,1.0,1.0,0.3333333333333333,0.1111111111111111,1.0,1.0,,0.2222222222222222,0.5,0.5,,,,0.3333333333333333,1.0,0.6666666666666666,0.5135833333333334,,0.5561333333333334,0.1,0.1428571428571428,,0.2727272727272727,8.166666666666666,0.46,,2.0,2.0,,,,,,,,1.0,1.0,,,,,2.0,,,1.0,,3.0,,,2.0,,,2.0,,,,,,,,,,,0.3333333333333333,,,0.2222222222222222,,,,,0.3333333333333333,,,24.53333333333333,,1.0,,1.0,,0.1111111111111111,,,,1.0,,0.3333333333333333,,,,,,,,,1.0,,True,,,,,,,,,,,,,,,,,,,,,,
201583,1610612753,Ryan Anderson,Ryan Anderson,201583,ORL,960.0,16.0,7.0,33,31,10.0,19.0,5.0,64,2.0,4.0,1.0,1.0,,,,,,,2.0,4.0,3.0,13.0,28,1.0,1.0,,2.0,,,,6.0,,4.0,2.0,1.0,,,,,,,,1.0,,1.0,3.0,1.0,5.0,1.0,6.0,,1.0,,,,1.0,2.0,3.0,,3.0,5.0,1.0,3.0,,,,,6.0,10.0,1.0,,,0.5,1.0,,0.7142857142857143,1.0,1.5,0.7222222222222222,1.0,1.5,0.25,0.25,,25.64102564102564,1.0,0.3333333333333333,0.375,,0.25,0.1666666666666666,0.3333333333333333,0.0625,,,,0.2,,,0.5,0.6666666666666666,0.25,,0.5714285714285714,0.5,0.6666666666666666,,,,,,,,,,1.0,1.0,,,1.0,0.5948428571428571,,0.55065,0.3333333333333333,0.5,0.1538461538461538,0.4615384615384615,1.125,0.303030303030303,,,,,1.0,,,,1.0,,,,,,,2.0,3.0,,2.0,2.0,2.0,3.0,,2.0,2.0,3.0,3.0,3.0,2.0,,,,,,0.5,0.6666666666666666,1.0,0.6666666666666666,0.4285714285714285,,,0.4285714285714285,0.6666666666666666,0.6666666666666666,0.5,,1.0,1.0,0.6666666666666666,26.133333333333336,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
