EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3A,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3A,PtsAssisted2s,HeaveAttempts,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,Assisted2sPct,NonPutbacksAssisted2sPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,FTOffRebounds,BlockingFoulsDrawn,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,OffFTReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,Clear Path Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,BlockedCorner3,on
101177,1610612757,Fabricio Oberto,Fabricio Oberto,101177,POR,1735.0,29,-11.0,61,61,38,30,7,122,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.0,3.0,63,1.0,1.0,2.0,1.0,1,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2,4,3.0,3.0,2.0,5.0,9,3.0,2.0,1.0,2.0,1.0,3.0,38,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.75,8.823529411764705,0.10526315789473684,0.1,0.07407407407407407,0.06896551724137931,0.16666666666666666,0.125,0.25,0.16666666666666666,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.48724999999999996,0.5857,0.5857,0.6666666666666666,1.0,6.550000000000001,0.6229508196721312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1889,1610612757,Andre Miller,Andre Miller,1889,POR,46541.0,776,105.0,1431,1393,394,301,153,2824,70.0,89.0,10.0,14.0,18.0,21.0,76.0,129.0,256,85.0,343.0,1493,15.0,26.0,34.0,36.0,66,46.0,118.0,168.0,10.0,19.0,43.0,63.0,26,89,16.0,49.0,12.0,17.0,52,2.0,80.0,12.0,101.0,18.0,108.0,385,4.0,12.0,0.50390625,0.5769230769230769,0.5454545454545454,0.48314606741573035,0.5555555555555556,0.5142857142857142,0.5451612903225806,0.5862068965517241,0.6290322580645161,22.20160791589363,0.09885057471264368,0.041758241758241756,0.10197368421052631,0.04,0.043859649122807015,0.06666666666666667,0.05806451612903226,0.0962962962962963,0.3333333333333333,0.7865168539325843,0.8433734939759037,0.2846441947565543,0.5185185185185185,0.7142857142857143,0.3,0.8571428571428571,0.37453183520599254,0.46131768060836514,0.4687159090909091,0.45653582089552247,0.09912536443148688,0.34402332361516036,9.530468750000002,0.2753319357092942,32.0,27.0,91.0,1.0,10.0,1.0,4.0,11.0,1.0,4.0,4.0,90.0,4.0,6.0,10.0,128.0,44.0,172.0,33.0,11.0,95.0,5.0,28.0,388.0,7.0,19.0,1.0,4.0,34.0,20.0,14.0,33.0,4.0,26.0,4.0,7.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,6.0,9.0,31.0,6.0,1.0,1.0,3.0,1.0,2.0,7.0,5.0,2.0,0.3488372093023256,0.3629032258064516,0.04119850187265917,0.0390625,0.06741573033707865,0.05263157894736842,0.673469387755102,0.018518518518518517,0.10982658959537572,0.035897435897435895,0.020942408376963352,0.046511627906976744,0.015151515151515152,0.14482758620689656,0.1111111111111111,0.10638297872340426,0.03305785123966942,0.7142857142857143,0.4142857142857143,0.42105263157894735,0.4444444444444444,0.1875,0.3408239700374532,0.2967032967032967,0.2967032967032967,0.37037037037037035,0.003745318352059925,0.03745318352059925,0.2,0.037037037037037035,0.05714285714285714,0.10616438356164383,0.1103202846975089,37.82727272727273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
200746,1610612757,LaMarcus Aldridge,LaMarcus Aldridge,200746,POR,75029.0,1250,195.0,2319,2267,677,504,277,4586,135.0,194.0,40.0,59.0,36.0,51.0,175.0,272.0,521,145.0,695.0,2360,55.0,96.0,126.0,77.0,129,56.0,213.0,248.0,72.0,75.0,139.0,202.0,103,305,26.0,56.0,6.0,62.0,96,3.0,157.0,1.0,177.0,18.0,213.0,667,13.0,16.0,0.5220729366602687,0.5729166666666666,0.5968992248062015,0.5149812734082397,0.5670103092783505,0.5688405797101449,0.566884176182708,0.5943396226415094,0.6301775147928994,25.19774011299435,0.18386243386243387,0.1009421265141319,0.1709741550695825,0.09205776173285199,0.14146341463414633,0.10317460317460317,0.15073529411764705,0.16521739130434782,0.36329588014981273,0.6958762886597938,0.7258064516129032,0.32771535580524347,0.6082474226804123,0.6779661016949152,0.3695652173913043,0.7058823529411765,0.38764044943820225,0.47126475563909787,0.539530487804878,0.4632761029411763,0.18129496402877698,0.3064748201438849,8.77811900191939,0.2919361793876671,71.0,66.0,152.0,4.0,9.0,1.0,7.0,13.0,1.0,16.0,9.0,296.0,1.0,8.0,20.0,31.0,31.0,62.0,26.0,5.0,21.0,3.0,7.0,155.0,27.0,33.0,30.0,17.0,34.0,17.0,17.0,30.0,5.0,7.0,4.0,23.0,,7.0,4.0,,2.0,6.0,3.0,8.0,19.0,,80.0,42.0,,,30.0,,12.0,42.0,21.0,4.0,0.5441176470588235,0.6271186440677966,0.024344569288389514,0.03838771593090211,0.041237113402061855,0.06285714285714286,0.5357142857142857,0.35714285714285715,0.132,0.07397260273972603,0.06993006993006994,0.058577405857740586,0.10317460317460317,0.23622047244094488,0.12154696132596685,0.15942028985507245,0.07234042553191489,0.5,0.5925925925925926,0.4057142857142857,0.4329268292682927,0.18309859154929578,0.2846441947565543,0.4342105263157895,0.4370860927152318,0.8333333333333334,0.00749063670411985,0.016853932584269662,0.125,0.010309278350515464,0.050724637681159424,0.13445378151260504,0.13745704467353953,29.346153846153847,2.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,4.0,1.0,3.0,0.5,0.15384615384615385,0.1111111111111111,0.16666666666666666,0.006578947368421052,0.02,0.2222222222222222,0.2222222222222222,0.5,0.014492753623188406,0.14285714285714285,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,True
201164,1610612757,Rudy Fernandez,Rudy Fernandez,201164,POR,109231.0,1821,92.0,3381,3352,966,810,417,6733,58.0,90.0,12.0,15.0,12.0,18.0,46.0,97.0,214,126.0,668.0,3561,13.0,25.0,77.0,19.0,48,36.0,149.0,118.0,10.0,22.0,87.0,135.0,37,172,32.0,88.0,17.0,63.0,134,4.0,140.0,11.0,146.0,8.0,149.0,956,24.0,6.0,0.4532710280373832,0.52,0.3958333333333333,0.47130434782608693,0.5078125,0.3951048951048951,0.5142630744849446,0.5352112676056338,0.453125,18.46510430079835,0.08130841121495327,0.019909502262443438,0.09147180192572214,0.022741241548862937,0.028125,0.018575851393188854,0.061696658097686374,0.06707317073170732,0.1565217391304348,0.6444444444444445,0.6904761904761905,0.08,0.234375,0.8,0.1258741258741259,0.6666666666666666,0.7843478260869565,0.53683893728223,0.5709833333333332,0.5175947183098591,0.11526946107784432,0.22305389221556887,9.066822429906544,0.2857142857142857,8.0,31.0,78.0,93.0,268.0,24.0,68.0,361.0,39.0,12.0,95.0,76.0,1.0,267.0,11.0,140.0,53.0,193.0,20.0,33.0,77.0,20.0,43.0,439.0,15.0,46.0,2.0,6.0,87.0,66.0,21.0,56.0,13.0,49.0,3.0,7.0,1.0,8.0,7.0,4.0,1.0,2.0,13.0,6.0,9.0,21.0,53.0,13.0,1.0,1.0,8.0,1.0,4.0,14.0,2.0,2.0,0.3917525773195876,0.41304347826086957,0.6278260869565218,0.0514018691588785,0.06666666666666667,0.10869565217391304,0.6363636363636364,0.01694915254237288,0.11979166666666667,0.028735632183908046,0.015151515151515152,0.02932551319648094,0.027624309392265192,0.11614730878186968,0.11785714285714285,0.125,0.018072289156626505,0.14285714285714285,0.5172413793103449,0.17391304347826086,0.1951219512195122,0.25,0.1356521739130435,0.3974358974358974,0.3974358974358974,0.1935483870967742,0.1617391304347826,0.46608695652173915,0.4166666666666667,0.375,0.4755244755244755,0.09309791332263243,0.2054263565891473,24.681440443213308,27.0,81.0,19.0,116.0,25.0,306.0,42.0,81.0,,5.0,,,,0.8793103448275862,0.32132963988919666,0.2631578947368421,0.32222222222222224,,,0.30223880597014924,0.30451127819548873,0.8395061728395061,0.1888111888111888,0.27941176470588236,0.30337078651685395,35.0,6.0,15.0,6.0,7.0,13.0,4.0,1.0,1.0,5.0,0.3333333333333333,0.0110803324099723,0.021505376344086023,0.007462686567164179,0.3763440860215054,0.38461538461538464,0.9714285714285714,0.234375,0.4,1.0,0.2916666666666667,0.7142857142857143,0.2222222222222222,0.0136986301369863,,True
202083,1610612757,Wesley Matthews,Wesley Matthews,202083,POR,57959.0,966,122.0,1838,1805,575,453,192,3643,74.0,109.0,6.0,12.0,22.0,31.0,51.0,106.0,207,105.0,467.0,1910,11.0,19.0,39.0,30.0,61,45.0,147.0,102.0,6.0,13.0,45.0,81.0,20,101,17.0,49.0,11.0,36.0,85,2.0,98.0,13.0,124.0,16.0,140.0,567,9.0,11.0,0.5120772946859904,0.5789473684210527,0.4918032786885246,0.5171428571428571,0.5,0.4434782608695652,0.5701970443349754,0.527027027027027,0.5140845070422535,21.90062711046792,0.0774526678141136,0.023381294964028777,0.08585858585858586,0.023894862604540025,0.037267080745341616,0.01675977653631285,0.07547169811320754,0.09248554913294797,0.31142857142857144,0.6788990825688074,0.74,0.1457142857142857,0.35294117647058826,0.5,0.26956521739130435,0.7096774193548387,0.72,0.5262567723342941,0.5505166666666665,0.49256371681415945,0.0835117773019272,0.3147751605995717,7.147342995169083,0.31284004352557127,15.0,17.0,47.0,61.0,82.0,10.0,37.0,143.0,15.0,5.0,54.0,110.0,3.0,79.0,19.0,40.0,18.0,58.0,8.0,10.0,21.0,6.0,13.0,134.0,7.0,23.0,13.0,4.0,36.0,23.0,13.0,32.0,4.0,20.0,3.0,12.0,1.0,3.0,,3.0,1.0,7.0,2.0,1.0,7.0,4.0,46.0,3.0,1.0,,1.0,1.0,1.0,4.0,3.0,,0.5188679245283019,0.5339805825242718,0.4085714285714286,0.09178743961352658,0.08256880733944955,0.17647058823529413,0.6530612244897959,0.19696969696969696,0.10900473933649289,0.02491103202846975,0.018518518518518517,0.031578947368421054,0.01098901098901099,0.0663265306122449,0.09615384615384616,0.14545454545454545,0.024390243902439025,0.75,0.6216216216216216,0.29411764705882354,0.35714285714285715,0.26666666666666666,0.13428571428571429,0.3617021276595745,0.3695652173913043,0.29411764705882354,0.1742857142857143,0.2342857142857143,0.3333333333333333,0.29411764705882354,0.3217391304347826,0.12051282051282051,0.18699186991869918,25.064335664335665,17.0,28.0,10.0,50.0,14.0,147.0,3.0,28.0,,5.0,,,,0.98,0.34965034965034963,0.25925925925925924,0.35714285714285715,0.02127659574468085,,0.34146341463414637,0.35,0.9642857142857143,0.14782608695652175,0.2702702702702703,0.35443037974683544,22.0,1.0,5.0,4.0,3.0,4.0,2.0,,,1.0,0.26666666666666666,0.013986013986013986,,0.024390243902439025,0.36065573770491804,0.36065573770491804,1.0,0.14705882352941177,0.2,1.0,0.3,1.0,0.23529411764705882,0.006944444444444444,1.0,True
200750,1610612757,Brandon Roy,Brandon Roy,200750,POR,30409.0,507,15.0,923,910,292,209,131,1833,27.0,52.0,7.0,11.0,9.0,18.0,39.0,69.0,165,48.0,231.0,981,11.0,17.0,29.0,20.0,44,22.0,83.0,100.0,6.0,10.0,27.0,39.0,19,58,9.0,20.0,5.0,13.0,32,1.0,61.0,3.0,56.0,10.0,83.0,292,3.0,9.0,0.41818181818181815,0.6470588235294118,0.45454545454545453,0.4357142857142857,0.6086956521739131,0.46923076923076923,0.4894067796610169,0.6041666666666666,0.532051282051282,23.88059701492537,0.1,0.034129692832764506,0.0967741935483871,0.04068522483940043,0.0898876404494382,0.012987012987012988,0.11578947368421053,0.08235294117647059,0.24761904761904763,0.5192307692307693,0.574468085106383,0.18571428571428572,0.4782608695652174,0.6363636363636364,0.27692307692307694,0.5,0.46190476190476193,0.46345238095238095,0.507675,0.46113153846153854,0.12554112554112554,0.3593073593073593,10.701212121212121,0.3163596966413868,17.0,25.0,74.0,11.0,34.0,5.0,17.0,45.0,6.0,1.0,21.0,38.0,,34.0,8.0,27.0,29.0,56.0,17.0,12.0,16.0,1.0,10.0,141.0,9.0,9.0,3.0,9.0,15.0,5.0,10.0,11.0,2.0,4.0,1.0,7.0,,3.0,2.0,1.0,1.0,2.0,5.0,1.0,4.0,,20.0,3.0,,,2.0,,1.0,3.0,2.0,,0.2753623188405797,0.2878787878787879,0.21428571428571427,0.048484848484848485,0.09615384615384616,0.02564102564102564,0.55,0.1,0.08823529411764706,0.05172413793103448,0.007874015748031496,0.041666666666666664,0.0641025641025641,0.1,0.0958904109589041,0.06896551724137931,0.08035714285714286,0.6666666666666666,0.5185185185185185,0.4358974358974359,0.4473684210526316,,0.3523809523809524,0.33783783783783783,0.3472222222222222,0.2,0.05238095238095238,0.1619047619047619,0.2857142857142857,0.21739130434782608,0.26153846153846155,0.08849557522123894,0.11049723756906077,24.73555555555555,4.0,11.0,6.0,15.0,7.0,33.0,12.0,11.0,,3.0,,,,0.7333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.02702702702702703,,0.3235294117647059,0.3235294117647059,0.6363636363636364,0.06153846153846154,0.35294117647058826,0.3235294117647059,4.0,,1.0,1.0,2.0,2.0,,,,,0.3333333333333333,,,,0.36363636363636365,0.36363636363636365,1.0,0.043478260869565216,,,0.4,1.0,0.25,,,True
202356,1610612757,Armon Johnson,Armon Johnson,202356,POR,10932.0,182,25.0,356,365,105,117,52,721,13.0,29.0,1.0,4.0,8.0,14.0,27.0,32.0,68,9.0,82.0,340,6.0,10.0,15.0,15.0,26,5.0,41.0,56.0,4.0,5.0,14.0,19.0,7,26,7.0,27.0,4.0,7.0,23,2.0,17.0,4.0,14.0,,41.0,105,3.0,,0.47058823529411764,0.6,0.5769230769230769,0.5069444444444444,0.6818181818181818,0.6206896551724138,0.5256410256410257,0.6818181818181818,0.640625,25.0,0.11570247933884298,0.03937007874015748,0.12101910828025478,0.03977272727272727,0.045454545454545456,,0.10638297872340426,0.05714285714285714,0.4027777777777778,0.4482758620689655,0.52,0.375,0.36363636363636365,0.25,0.4827586206896552,0.5714285714285714,0.4583333333333333,0.484748611111111,0.4886999999999999,0.5069965517241379,0.18292682926829268,0.5,7.176470588235294,0.2949438202247191,17.0,2.0,12.0,1.0,3.0,1.0,2.0,4.0,1.0,,3.0,8.0,,3.0,6.0,18.0,12.0,30.0,6.0,6.0,10.0,,8.0,72.0,2.0,5.0,,2.0,2.0,,2.0,20.0,3.0,11.0,,9.0,,2.0,2.0,,,1.0,,,2.0,,8.0,1.0,,,1.0,,,1.0,,,0.125,0.13333333333333333,0.05555555555555555,0.08823529411764706,0.13793103448275862,0.07407407407407407,0.7407407407407407,,0.1388888888888889,0.04081632653061224,0.061224489795918366,0.05405405405405406,,0.1794871794871795,0.041666666666666664,0.3333333333333333,0.06451612903225806,,0.07692307692307693,0.6296296296296297,0.68,0.11764705882352941,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.013888888888888888,0.041666666666666664,1.0,0.09090909090909091,0.06896551724137931,0.10256410256410256,0.10810810810810811,26.025,1.0,2.0,1.0,3.0,2.0,9.0,,2.0,,,,,,1.0,0.75,0.6666666666666666,0.75,,,0.6666666666666666,0.6666666666666666,1.0,0.034482758620689655,0.5,0.6666666666666666,1.0,,,1.0,1.0,1.0,,,,,1.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,True
201967,1610612757,Dante Cunningham,Dante Cunningham,201967,POR,44145.0,736,-17.0,1352,1361,315,300,163,2713,33.0,61.0,11.0,22.0,5.0,16.0,30.0,93.0,214,18.0,204.0,1426,14.0,35.0,34.0,18.0,47,9.0,45.0,26.0,14.0,29.0,63.0,88.0,47,135,16.0,24.0,6.0,53.0,87,7.0,21.0,3.0,28.0,7.0,45.0,315,4.0,5.0,0.43457943925233644,0.4,0.3829787234042553,0.42857142857142855,0.4,0.36,0.44155844155844154,0.425,0.39473684210526316,16.334405144694532,0.14617169373549885,0.06079664570230608,0.13333333333333333,0.06906906906906907,0.07913669064748201,0.05555555555555555,0.125,0.17424242424242425,0.28110599078341014,0.5409836065573771,0.6111111111111112,0.1382488479262673,0.6285714285714286,0.5,0.32,0.3125,0.29493087557603687,0.46124189814814814,0.5103629629629629,0.4601642857142858,0.16666666666666666,0.22058823529411764,12.124766355140183,0.23298816568047337,8.0,52.0,123.0,2.0,1.0,,1.0,3.0,,6.0,3.0,160.0,1.0,,13.0,15.0,8.0,23.0,7.0,1.0,8.0,2.0,5.0,54.0,17.0,15.0,10.0,1.0,31.0,23.0,8.0,8.0,3.0,3.0,,5.0,,5.0,2.0,2.0,,3.0,,4.0,1.0,,8.0,27.0,,,21.0,1.0,5.0,27.0,17.0,,0.8602150537634409,0.9302325581395349,0.013824884792626729,0.06074766355140187,0.11475409836065574,0.06666666666666667,0.3333333333333333,0.25,0.09740259740259741,0.08994708994708994,0.05188679245283019,0.07352941176470588,0.1320754716981132,0.14388489208633093,0.07476635514018691,0.14893617021276595,0.009174311926605505,0.6296296296296297,0.7272727272727273,0.26666666666666666,0.2857142857142857,0.75,0.5668202764976958,0.42276422764227645,0.4369747899159664,0.9615384615384616,0.009216589861751152,0.004608294930875576,0.36363636363636365,,0.02,0.03571428571428571,0.03619909502262444,43.833333333333336,2.0,,,,,,,,1.0,,3.0,,,,,,,0.032520325203252036,0.03571428571428571,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
202337,1610612757,Luke Babbitt,Luke Babbitt,202337,POR,4627.0,77,,151,153,77,57,23,304,4.0,6.0,1.0,2.0,2.0,3.0,8.0,8.0,22,1.0,20.0,152,2.0,3.0,8.0,5.0,12,,10.0,8.0,,4.0,10.0,15.0,4,19,3.0,7.0,3.0,4.0,9,,5.0,,4.0,,10.0,77,3.0,,0.36363636363636365,0.6666666666666666,0.4166666666666667,0.3275862068965517,0.875,0.29411764705882354,0.3225806451612903,0.8,0.2777777777777778,21.11111111111111,0.18181818181818182,0.07272727272727272,0.19444444444444445,0.047619047619047616,0.05555555555555555,0.16666666666666666,0.18181818181818182,0.2857142857142857,0.20689655172413793,0.6666666666666666,0.8,0.27586206896551724,0.5,0.5,0.17647058823529413,0.6666666666666666,0.4482758620689655,0.4784758620689656,0.46,0.48339411764705886,0.4,0.5,9.531818181818183,0.5099337748344371,3.0,1.0,8.0,1.0,6.0,1.0,5.0,7.0,1.0,1.0,5.0,8.0,,6.0,1.0,3.0,3.0,6.0,1.0,2.0,1.0,,2.0,15.0,,4.0,1.0,1.0,2.0,,2.0,4.0,1.0,2.0,,2.0,,,1.0,1.0,2.0,1.0,,,,,2.0,1.0,,,1.0,,,1.0,,,0.5,0.5,0.2413793103448276,0.045454545454545456,0.16666666666666666,,0.5714285714285714,0.2,0.23529411764705882,,0.04,,,0.10526315789473684,0.2857142857142857,,0.05263157894736842,,0.5,0.375,0.375,0.3333333333333333,0.27586206896551724,0.125,0.125,1.0,0.034482758620689655,0.20689655172413793,1.0,0.25,0.29411764705882354,0.06451612903225806,0.08333333333333333,26.08571428571429,,1.0,,1.0,,3.0,,1.0,,,,,,1.0,0.14285714285714285,,0.14285714285714285,,,0.16666666666666666,0.16666666666666666,1.0,,,0.16666666666666666,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,1.0,1.0,,,,True
1752,1610612757,Sean Marks,Sean Marks,1752,POR,7951.0,133,-38.0,256,257,85,92,23,513,2.0,7.0,,3.0,,4.0,,12.0,25,5.0,32.0,278,1.0,4.0,3.0,4.0,10,1.0,9.0,,,7.0,14.0,17.0,8,25,6.0,8.0,2.0,14.0,27,1.0,6.0,,8.0,1.0,9.0,85,3.0,1.0,0.48,0.25,0.4,0.5192307692307693,0.25,0.4,0.5333333333333333,0.3,0.4090909090909091,13.380281690140846,0.16666666666666666,0.07777777777777778,0.14678899082568808,0.06722689075630252,0.18181818181818182,0.05,0.16129032258064516,0.17857142857142858,0.2692307692307692,0.2857142857142857,0.3333333333333333,,0.75,,0.4,,0.3076923076923077,0.44060769230769237,0.460775,0.44170999999999994,0.09375,0.28125,14.808000000000002,0.33203125,,10.0,18.0,1.0,,,,1.0,,1.0,,24.0,,,1.0,2.0,,2.0,,,,,2.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,,,,2.0,1.0,1.0,1.0,5.0,,2.0,,,3.0,3.0,,,2.0,,1.0,3.0,2.0,1.0,1.0,1.0,0.038461538461538464,0.04,0.14285714285714285,,0.25,0.07692307692307693,0.08,0.034482758620689655,0.041666666666666664,0.043478260869565216,,0.16,0.125,,0.08333333333333333,0.6666666666666666,1.0,,,,0.6923076923076923,0.5555555555555556,0.5555555555555556,1.0,0.038461538461538464,,,,,0.10344827586206896,0.10714285714285714,22.4,,,,1.0,,3.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,True
