EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeAssists,LongMidRangeAssists,FTOffRebounds,BadPassSteals,LostBallOutOfBoundsTurnovers,BlockedCorner3,3SecondViolations,OffFTReboundPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,BlockingFouls,Charge Fouls,Charge Fouls Drawn,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,Corner3PctBlocked,DefensiveGoaltends,on,BlockingFoulsDrawn,OffensiveGoaltends,HeaveMakes,Clear Path Fouls
101138,1610612753,Brandon Bass,Brandon Bass,101138,ORL,16539.0,276,130,502,506,161,116,72.0,1008,15.0,22.0,7.0,10.0,1.0,3.0,10.0,23.0,20.0,42.0,1.0,1.0,45.0,87.0,1.0,37.0,127.0,460,7.0,11.0,13.0,27.0,10.0,23.0,1.0,17.0,37.0,66.0,24.0,8.0,1.0,4.0,4.0,6.0,10.0,3.0,3.0,4.0,26.0,8.0,18.0,14.0,23.0,4.0,41.0,26.0,67.0,1.0,2.0,2.0,9.0,2.0,5.0,10.0,4.0,5.0,19.0,3.0,2.0,11.0,22,2.0,3.0,30.0,2.0,1.0,45.0,5.0,24.0,1.0,8.0,1.0,1.0,4.0,2.0,2.0,9.0,6.0,1.0,37.0,161,2.0,1.0,0.7333333333333333,0.8048780487804879,0.5172413793103449,0.6363636363636364,0.4347826086956521,0.5113636363636364,0.6363636363636364,0.4166666666666667,0.5879629629629629,0.7105263157894737,0.5606060606060606,0.0113636363636363,0.0459770114942528,0.0909090909090909,0.0869565217391304,21.67235494880546,0.4736842105263157,0.2105263157894736,0.1256830601092896,0.12,0.2258064516129032,0.1194029850746268,0.1510204081632653,0.1198156682027649,0.1860465116279069,0.125,0.0588235294117647,0.12,0.1176470588235294,0.1428571428571428,0.1509433962264151,0.0987654320987654,0.2558139534883721,0.1578947368421052,0.0263157894736842,0.6666666666666666,0.25,0.6818181818181818,0.75,0.4666666666666667,0.2613636363636363,0.4347826086956521,0.4761904761904761,0.7,0.4772727272727273,0.4761904761904761,0.4761904761904761,0.95,0.0113636363636363,0.9090909090909092,0.7,0.1428571428571428,0.125,0.3333333333333333,0.0416666666666666,0.2613636363636363,0.4621793103448276,0.5992000000000001,0.4178347826086956,0.2242990654205607,0.2264150943396226,0.2125984251968504,0.2913385826771653,11.367816091954024,42.5,0.3207171314741036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
101162,1610612753,Marcin Gortat,Marcin Gortat,101162,ORL,10778.0,180,72,326,329,87,101,42.0,655,21.0,27.0,9.0,14.0,5.0,6.0,8.0,10.0,,2.0,,,29.0,39.0,,4.0,62.0,312,12.0,18.0,,24.0,6.0,10.0,,,12.0,38.0,20.0,20.0,,,3.0,2.0,5.0,1.0,1.0,1.0,12.0,5.0,16.0,7.0,25.0,9.0,41.0,22.0,63.0,,4.0,1.0,1.0,,1.0,6.0,,,7.0,2.0,2.0,10.0,26,3.0,4.0,10.0,2.0,2.0,5.0,1.0,3.0,,8.0,1.0,,5.0,1.0,2.0,9.0,2.0,1.0,12.0,87,4.0,,0.6551724137931034,1.0,0.7435897435897436,0.6666666666666666,0.6,0.7435897435897436,0.6666666666666666,0.6,0.7560975609756098,0.6666666666666666,0.6,,,,,12.903225806451612,0.1428571428571428,0.3333333333333333,0.2083333333333333,0.1860465116279069,0.1627906976744186,0.0980392156862745,0.1963190184049079,0.1532846715328467,0.2857142857142857,0.2692307692307692,0.03125,0.1081081081081081,0.0714285714285714,0.1621621621621621,0.1470588235294117,0.2857142857142857,0.1379310344827586,0.2142857142857142,,0.2222222222222222,0.6923076923076923,0.7777777777777778,0.7777777777777778,0.6666666666666666,0.2564102564102564,0.8,0.8,0.625,0.0512820512820512,,,,,0.7777777777777778,0.6428571428571429,0.2222222222222222,0.6,0.8333333333333334,,0.6923076923076923,0.5726410256410256,0.5860071428571428,0.5088699999999999,0.073170731707317,0.073170731707317,0.3870967741935484,0.1935483870967742,4.089743589743589,,0.2668711656441718,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1713,1610612753,Vince Carter,Vince Carter,1713,ORL,39862.0,664,153,1244,1246,328,244,151.0,2490,51.0,79.0,5.0,9.0,13.0,21.0,21.0,47.0,26.0,62.0,55.0,17.0,98.0,188.0,78.0,56.0,333.0,1228,9.0,21.0,2.0,23.0,19.0,39.0,27.0,19.0,87.0,40.0,156.0,8.0,1.0,12.0,38.0,26.0,64.0,15.0,11.0,17.0,154.0,3.0,8.0,19.0,55.0,5.0,79.0,11.0,90.0,3.0,20.0,5.0,18.0,2.0,11.0,18.0,7.0,6.0,36.0,2.0,10.0,38.0,70,4.0,4.0,61.0,1.0,7.0,75.0,8.0,30.0,6.0,3.0,,,3.0,,,3.0,2.0,1.0,85.0,327,4.0,5.0,0.2040816326530612,0.2127659574468085,0.5212765957446809,0.4285714285714285,0.4871794871794871,0.5206766917293233,0.3888888888888889,0.5151515151515151,0.5544217687074829,0.4107142857142857,0.5512820512820513,0.2932330827067669,0.0638297872340425,0.0632911392405063,0.0638297872340425,23.32155477031802,0.5,0.108695652173913,0.1195652173913043,0.0234604105571847,0.1258278145695364,0.015,0.1211129296235679,0.0203327171903881,0.0101010101010101,0.0310077519379844,0.0265486725663716,0.0144927536231884,0.0161290322580645,0.0866141732283464,0.1376811594202898,0.1282051282051282,0.099009900990099,0.18,0.0236220472440944,0.6666666666666666,0.2969924812030075,0.6455696202531646,0.6891891891891891,0.1568627450980392,0.1766917293233082,0.4468085106382978,0.4772727272727273,0.1428571428571428,0.2330827067669172,0.4193548387096774,0.4482758620689655,0.3461538461538461,0.206766917293233,0.3333333333333333,0.5555555555555556,0.2,0.3181818181818182,0.6190476190476191,0.2575757575757575,0.5902255639097744,0.5000716981132076,0.4920478260869566,0.5060515384615384,0.1041666666666666,0.1428571428571428,0.069069069069069,0.2612612612612612,8.760106382978721,25.519230769230766,0.2636655948553054,10.0,11.0,,15.0,2.0,,1.0,,11.0,23.0,1.0,1.0,5.0,10.0,16.0,5.0,5.0,27.0,1.0,6.0,10.0,69.0,12.0,54.0,16.0,1.0,2.0,2.0,2.0,11.0,0.8518518518518519,0.3461538461538461,0.1666666666666666,0.3703703703703703,0.3506493506493506,0.0128205128205128,0.064516129032258,0.0181818181818181,0.0864661654135338,0.4782608695652174,0.4782608695652174,1.0,0.2909090909090909,0.2962962962962963,0.75,0.037037037037037,1.0,1.0,0.1851851851851851,0.1515151515151515,0.5,0.2941176470588235,0.2962962962962963,,,,,,,,,,True,,,,
1715,1610612753,Jason Williams,Jason Williams,1715,ORL,2911.0,49,50,93,91,28,39,5.0,184,,,,,,,,,1.0,2.0,3.0,2.0,1.0,2.0,5.0,,11.0,67,,,,,,,2.0,,6.0,,2.0,,,,5.0,2.0,7.0,2.0,,2.0,16.0,,,4.0,1.0,,5.0,,5.0,,3.0,,3.0,,3.0,,,,3.0,,2.0,1.0,4,,,,,,,,,,,,,,,,,,,6.0,28,2.0,,,,0.5,,,0.7857142857142857,,1.5,0.7857142857142857,,1.5,0.7142857142857143,,,,10.0,1.0,,0.032258064516129,,0.3076923076923077,,0.1136363636363636,,,,,,,,,0.0714285714285714,0.1,1.0,,,,,,,,,,,0.2857142857142857,0.5,0.5,,0.4285714285714285,,,,,,1.0,0.7142857142857143,0.5041,,0.49305,,,,0.5454545454545454,22.05,25.08,0.3010752688172043,2.0,1.0,,3.0,,,,,1.0,2.0,,,,,2.0,,2.0,3.0,,,2.0,6.0,3.0,3.0,2.0,,,,,,0.6666666666666666,0.6,,1.0,0.6,,,,0.2857142857142857,0.5,0.5,1.0,0.6666666666666666,0.6666666666666666,0.5,,,,,,,1.0,0.6666666666666666,,,,,,,,,,True,,,,
1740,1610612753,Rashard Lewis,Rashard Lewis,1740,ORL,31022.0,517,85,967,970,239,165,119.0,1937,17.0,24.0,5.0,6.0,4.0,6.0,15.0,33.0,9.0,27.0,38.0,11.0,41.0,84.0,85.0,12.0,196.0,991,6.0,9.0,,18.0,7.0,15.0,26.0,5.0,55.0,42.0,40.0,6.0,,8.0,12.0,5.0,17.0,3.0,2.0,4.0,39.0,8.0,5.0,7.0,48.0,3.0,58.0,15.0,73.0,1.0,15.0,2.0,12.0,1.0,8.0,8.0,4.0,2.0,20.0,1.0,7.0,14.0,36,2.0,5.0,18.0,1.0,1.0,17.0,1.0,4.0,3.0,7.0,,,5.0,,2.0,7.0,4.0,,55.0,238,4.0,3.0,0.5121951219512195,0.5526315789473685,0.4880952380952381,0.6666666666666666,0.4666666666666667,0.5443786982248521,0.6,0.6097560975609756,0.5514285714285714,0.6,0.625,0.5029585798816568,0.0952380952380952,0.125,0.0606060606060606,17.743403093721565,0.6,0.081081081081081,0.1307901907356948,0.0187265917602996,0.0636363636363636,0.0509554140127388,0.1153039832285115,0.0306603773584905,0.04,0.0095238095238095,0.0114942528735632,0.0654205607476635,0.02,0.1078431372549019,0.1454545454545454,0.1354838709677419,0.0555555555555555,0.0789473684210526,0.0119047619047619,0.5714285714285714,0.1420118343195266,0.7083333333333334,0.8095238095238095,0.5882352941176471,0.1952662721893491,0.4545454545454545,0.4838709677419355,0.3333333333333333,0.1597633136094674,0.3333333333333333,0.375,0.6666666666666666,0.2248520710059171,0.4,0.8333333333333334,0.2,0.1463414634146341,0.6666666666666666,0.2682926829268293,0.6449704142011834,0.5261284023668639,0.5522357142857143,0.5231463414634144,0.0232558139534883,0.0459770114942528,0.0918367346938775,0.2806122448979591,9.676190476190474,24.254117647058827,0.2471561530506721,4.0,4.0,2.0,13.0,,,,0.0571428571428571,23.0,47.0,,4.0,9.0,15.0,11.0,2.0,3.0,34.0,2.0,6.0,12.0,102.0,,38.0,11.0,1.0,,,1.0,4.0,1.0,0.4,0.3333333333333333,0.4615384615384615,0.4,0.0117647058823529,0.1111111111111111,0.0263157894736842,0.2781065088757396,0.4893617021276595,0.4893617021276595,1.0,0.2894736842105263,0.2972972972972973,1.0,0.2666666666666666,,,0.1333333333333333,0.3658536585365853,0.6,0.2727272727272727,0.2894736842105263,2.0,1.0,1.0,,,,,,,True,,,,
200755,1610612753,JJ Redick,JJ Redick,200755,ORL,4460.0,74,-6,143,144,62,46,15.0,287,,,,,,,,,1.0,1.0,7.0,3.0,1.0,1.0,8.0,8.0,25.0,169,,,,,1.0,1.0,3.0,5.0,10.0,,2.0,,,,1.0,2.0,3.0,1.0,1.0,1.0,8.0,,1.0,4.0,6.0,,10.0,1.0,11.0,,1.0,,,,,1.0,,,1.0,,,,4,,1.0,4.0,,,10.0,,2.0,1.0,,,,,,,,,,10.0,62,1.0,1.0,,,1.0,,1.0,0.9444444444444444,,0.625,0.9583333333333334,,0.7142857142857143,0.8888888888888888,,,,8.227848101265822,,,0.125,0.0344827586206896,0.1818181818181818,,0.1428571428571428,0.0204081632653061,,0.1428571428571428,,,,0.1428571428571428,0.0769230769230769,0.1428571428571428,0.2142857142857142,0.125,,,,,,,,,,,0.1111111111111111,1.0,1.0,,0.7777777777777778,,,,,,0.75,0.8888888888888888,0.5222222222222221,,0.4827875,0.2727272727272727,0.6666666666666666,,0.4,22.7,25.7625,0.4335664335664335,,,,1.0,,,,,,1.0,,,,,5.0,,1.0,5.0,,,1.0,12.0,3.0,7.0,5.0,,,,,3.0,0.8,0.625,,0.3333333333333333,0.625,,,,0.1111111111111111,,,,0.7142857142857143,0.7142857142857143,0.8,,,,,,,0.3333333333333333,0.7142857142857143,,,,1.0,1.0,0.125,,,,True,,,,
2047,1610612753,Quentin Richardson,Quentin Richardson,2047,ORL,17724.0,295,35,563,560,95,74,63.0,1123,8.0,18.0,3.0,5.0,,3.0,4.0,6.0,,5.0,33.0,7.0,12.0,29.0,52.0,12.0,81.0,551,3.0,5.0,,9.0,,3.0,8.0,3.0,12.0,6.0,18.0,6.0,1.0,2.0,9.0,2.0,11.0,1.0,1.0,7.0,24.0,2.0,6.0,5.0,31.0,10.0,46.0,9.0,55.0,,6.0,3.0,7.0,2.0,5.0,6.0,2.0,,13.0,1.0,4.0,8.0,17,,,18.0,1.0,5.0,14.0,,6.0,1.0,1.0,,,1.0,,,1.0,1.0,,12.0,95,3.0,1.0,0.25,0.3333333333333333,0.4137931034482758,0.6,,0.4259259259259259,0.45,0.4090909090909091,0.4602272727272727,0.45,0.4615384615384615,0.6419753086419753,0.0689655172413793,0.1111111111111111,,15.85557299843014,0.5384615384615384,0.5263157894736842,0.1573604060913705,0.0394736842105263,0.078125,0.0196078431372549,0.1379310344827586,0.0314960629921259,0.0612244897959183,0.0344827586206896,0.0222222222222222,0.015625,0.0263157894736842,0.1132075471698113,0.1636363636363636,0.1797752808988764,0.0888888888888888,0.0526315789473684,,1.0,0.2222222222222222,0.4444444444444444,0.5,0.375,0.074074074074074,0.6666666666666666,0.6666666666666666,,0.0617283950617283,,,,0.4074074074074074,0.5,0.6,,0.2727272727272727,,0.6363636363636364,0.8641975308641975,0.553668125,0.5162166666666667,0.4933409090909091,0.0689655172413793,0.1714285714285714,0.1111111111111111,0.1481481481481481,5.69655172413793,25.032692307692308,0.1687388987566607,2.0,,1.0,3.0,2.0,,,0.0555555555555555,5.0,19.0,,1.0,1.0,1.0,10.0,4.0,2.0,15.0,1.0,5.0,3.0,45.0,,32.0,10.0,1.0,,,2.0,,1.0,0.2884615384615384,0.2,0.375,0.2941176470588235,0.0192307692307692,,0.0303030303030303,0.2345679012345679,0.2631578947368421,0.2631578947368421,1.0,0.303030303030303,0.3125,1.0,0.1,,,0.4,0.0909090909090909,1.0,0.2857142857142857,0.3125,1.0,0.25,1.0,,,,,,,True,,,,
2554,1610612753,Mickael Pietrus,Mickael Pietrus,2554,ORL,6871.0,115,55,213,215,89,68,24.0,428,2.0,3.0,1.0,1.0,1.0,2.0,,2.0,1.0,1.0,20.0,6.0,3.0,6.0,27.0,,45.0,185,1.0,2.0,,8.0,1.0,2.0,9.0,,17.0,6.0,,,,1.0,1.0,1.0,2.0,1.0,,1.0,5.0,,1.0,4.0,9.0,,13.0,1.0,14.0,,2.0,,1.0,,1.0,1.0,,,2.0,,2.0,2.0,11,1.0,,3.0,,3.0,,,,,,,,,,,,,,17.0,88,4.0,,1.0,1.0,0.5,0.5,0.5,0.6818181818181818,0.8,0.7727272727272727,0.6818181818181818,0.8,0.7727272727272727,0.8181818181818182,0.1666666666666666,,0.5,14.522821576763484,0.5,,0.1216216216216216,0.0158730158730158,0.1111111111111111,,0.1181818181818181,0.010204081632653,,,0.0476190476190476,,,0.0416666666666666,0.1363636363636363,0.1785714285714285,0.125,0.0833333333333333,,,0.0909090909090909,0.6666666666666666,0.6666666666666666,1.0,0.0606060606060606,,,,0.0303030303030303,1.0,1.0,1.0,0.6060606060606061,0.2,1.0,1.0,0.1818181818181818,0.5,0.5454545454545454,0.9090909090909092,0.5291272727272728,0.54655,0.5449545454545454,,,0.1777777777777777,0.3777777777777777,6.166666666666667,24.637037037037043,0.4178403755868544,,,,2.0,1.0,,,,3.0,7.0,,,1.0,3.0,10.0,3.0,4.0,13.0,2.0,3.0,5.0,36.0,3.0,20.0,10.0,1.0,,,,,0.9230769230769232,0.4814814814814814,0.6666666666666666,0.5555555555555556,0.4814814814814814,0.037037037037037,,0.05,0.2121212121212121,0.4285714285714285,0.4285714285714285,1.0,0.5,0.5263157894736842,0.9,,,,0.6,0.2727272727272727,0.3333333333333333,0.6666666666666666,0.5,2.0,0.6666666666666666,1.0,,,,,,,True,,,,
2749,1610612753,Jameer Nelson,Jameer Nelson,2749,ORL,23821.0,397,63,748,748,179,123,95.0,1496,26.0,43.0,,1.0,7.0,10.0,7.0,24.0,11.0,27.0,44.0,13.0,44.0,94.0,50.0,26.0,174.0,777,1.0,6.0,2.0,7.0,12.0,24.0,14.0,22.0,70.0,,88.0,,,7.0,56.0,39.0,95.0,22.0,17.0,36.0,229.0,3.0,2.0,5.0,20.0,2.0,27.0,5.0,32.0,2.0,12.0,7.0,21.0,4.0,15.0,12.0,6.0,,33.0,2.0,7.0,14.0,39,2.0,,28.0,1.0,1.0,34.0,3.0,10.0,8.0,,,,,,,,,1.0,70.0,178,11.0,8.0,,,0.4680851063829787,0.1666666666666666,0.5,0.5138888888888888,0.25,0.631578947368421,0.5440251572327044,0.3181818181818182,0.69,0.3472222222222222,0.0744680851063829,0.1162790697674418,0.0833333333333333,22.377622377622377,0.6363636363636364,0.0833333333333333,0.0746268656716417,0.0098039215686274,0.0490196078431372,0.024390243902439,0.0675675675675675,0.0152905198776758,0.0175438596491228,0.0125,,0.0238095238095238,0.0256410256410256,0.0588235294117647,0.0804597701149425,0.079646017699115,0.0298507462686567,0.0857142857142857,0.0277777777777777,,0.2986111111111111,0.6046511627906976,0.6842105263157895,,0.1666666666666666,0.2916666666666667,0.3181818181818182,,0.1875,0.4074074074074074,0.4074074074074074,,0.3055555555555556,0.1,,,0.2631578947368421,0.7,0.3421052631578947,0.6458333333333334,0.5208791666666667,0.4530249999999999,0.4992631578947368,0.0662251655629139,0.099009900990099,0.0402298850574712,0.4022988505747126,8.836170212765957,25.033999999999995,0.2393048128342246,8.0,12.0,,5.0,6.0,,,,2.0,6.0,,1.0,,1.0,18.0,3.0,8.0,20.0,1.0,4.0,8.0,45.0,15.0,44.0,18.0,1.0,,1.0,2.0,1.0,0.75,0.4,0.25,0.5714285714285714,0.4,0.02,,0.0227272727272727,0.0416666666666666,0.3333333333333333,0.3333333333333333,1.0,0.4090909090909091,0.4186046511627907,0.7222222222222222,0.1,,,0.3,0.0263157894736842,,0.6153846153846154,0.4090909090909091,1.0,0.3333333333333333,1.0,,,,1.0,,,True,,,,
2768,1610612753,Chris Duhon,Chris Duhon,2768,ORL,12982.0,216,45,398,400,116,77,51.0,798,5.0,12.0,1.0,1.0,3.0,7.0,2.0,4.0,2.0,5.0,13.0,5.0,9.0,21.0,14.0,3.0,33.0,373,1.0,2.0,,2.0,3.0,9.0,5.0,1.0,16.0,2.0,16.0,,1.0,4.0,15.0,13.0,28.0,7.0,6.0,6.0,69.0,1.0,1.0,3.0,7.0,,10.0,2.0,12.0,1.0,4.0,1.0,7.0,4.0,6.0,7.0,1.0,,14.0,1.0,3.0,3.0,4,,,7.0,,2.0,6.0,,2.0,1.0,1.0,,,1.0,,,1.0,,,16.0,116,1.0,,0.1111111111111111,0.1111111111111111,0.4285714285714285,0.5,0.3333333333333333,0.4285714285714285,0.3333333333333333,0.5357142857142857,0.4342105263157895,0.3333333333333333,0.5333333333333333,0.4,0.1904761904761904,0.3333333333333333,,11.283185840707963,0.5,,0.04375,0.0087719298245614,0.0833333333333333,0.0158730158730158,0.0510204081632653,0.0112994350282485,0.027027027027027,,,0.0227272727272727,,0.0638297872340425,0.0217391304347826,0.044776119402985,0.0833333333333333,0.0833333333333333,0.0666666666666666,,0.3428571428571428,0.4166666666666667,0.625,0.2,0.1142857142857142,0.5,0.5,,0.1428571428571428,0.4,0.4,,0.3714285714285714,0.3333333333333333,1.0,,0.5,0.4285714285714285,0.3571428571428571,0.7428571428571429,0.5185787878787879,0.57335,0.5036230769230768,0.054054054054054,0.0869565217391304,0.0606060606060606,0.4848484848484848,6.8619047619047615,27.957142857142856,0.2914572864321608,1.0,8.0,,3.0,3.0,,,,,1.0,,,,,4.0,1.0,3.0,4.0,,1.0,3.0,6.0,6.0,12.0,4.0,1.0,,,,,0.5,0.2857142857142857,,0.6,0.3076923076923077,0.0714285714285714,,,0.0285714285714285,,,,0.3076923076923077,0.3076923076923077,0.5,,,,0.3333333333333333,,,0.6,0.3333333333333333,,,,,,,,1.0,,True,,,,
