EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,Fg2aBlocked,Fg3aBlocked,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,BlockingFouls,Loose Ball Fouls Drawn,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,3SecondViolations,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceFtPoints,Corner3Assists,OffThreePtRebounds,Charge Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,BlockedAtRim,RecoveredBlocks,Defensive 3 Seconds Violations,OffThreePtReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,FTOffRebounds,BadPassOutOfBoundsTurnovers,Loose Ball Fouls,BlockingFoulsDrawn,DefensiveGoaltends,OffFTReboundPct,OffCorner3ReboundPct,Charge Fouls Drawn,PenaltyArc3FGM,StepOutOfBoundsTurnovers,PenaltyArc3Accuracy,LongMidRangePctBlocked,SecondChanceCorner3FGM,HeaveMakes,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,BlockedLongMidRange,on,ThreePtShootingFoulsDrawn,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,Clear Path Fouls,3pt And 1 Free Throw Trips
101127,1610612761,Jarrett Jack,Jarrett Jack,101127,TOR,1102.0,18,15,37,38,22.0,22,6,75,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,2.0,9.0,28,1.0,1.0,2.0,2.0,4.0,1.0,2.0,6.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,6.0,22.0,1.0,0.5,0.5,0.4,1.0,0.5,0.5,1.0,0.4,0.5625,1.0,0.5,0.2857142857142857,20.930232558139537,0.26666666666666666,0.19047619047619047,0.2,0.375,0.14285714285714285,1.0,1.0,0.5714285714285714,0.25,0.25,0.2857142857142857,0.5,0.5,0.2,1.0,0.2,0.42857142857142855,0.5,0.49492142857142857,0.4248,0.50438,0.2222222222222222,0.6666666666666666,15.319999999999999,24.6,0.5945945945945946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
101132,1610612761,Linas Kleiza,Linas Kleiza,101132,TOR,12209.0,203,-2,394,382,62.0,81,52,776,18.0,24.0,4.0,5.0,4.0,16.0,6.0,23.0,3.0,30.0,58.0,9.0,32.0,4.0,91.0,421,4.0,8.0,11.0,5.0,13.0,6.0,2.0,15.0,18.0,,22.0,6.0,5.0,6.0,2.0,2.0,13.0,20.0,26.0,33.0,8.0,2.0,13.0,8.0,16.0,5.0,1.0,7.0,,15.0,62.0,,0.28125,0.2903225806451613,0.5172413793103449,0.5,0.38461538461538464,0.48333333333333334,0.5,0.34210526315789475,0.4838709677419355,0.4583333333333333,0.375,0.35555555555555557,23.14410480349345,0.15384615384615385,0.14285714285714285,0.175,0.16,0.26666666666666666,0.75,0.8571428571428571,0.17777777777777778,0.25,0.25,0.25555555555555554,0.2608695652173913,0.2727272727272727,0.2631578947368421,0.8,0.15789473684210525,0.6222222222222222,0.2727272727272727,0.5296050561797753,0.5380499999999999,0.5320947368421053,0.12087912087912088,0.16483516483516483,8.101724137931035,24.809375,0.15736040609137056,3.0,5.0,8.0,18.0,3.0,9.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,42.0,27.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,7.0,4.0,2.0,7.0,2.0,4.0,2.0,2.0,5.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7241379310344828,1.0,0.3333333333333333,0.16666666666666666,0.03125,0.06896551724137931,0.125,0.05555555555555555,0.043478260869565216,0.38461538461538464,0.11764705882352941,0.0472972972972973,0.10526315789473684,0.038461538461538464,0.03636363636363636,0.029411764705882353,0.06779661016949153,0.125,0.07692307692307693,0.16666666666666666,0.045454545454545456,0.8333333333333334,0.2,0.4444444444444444,0.47058823529411764,0.375,0.75,0.1,0.3333333333333333,0.3333333333333333,1.0,1.0,0.45454545454545453,0.6,0.3333333333333333,0.18181818181818182,0.09090909090909091,1.0,1.0,0.15789473684210525,0.3333333333333333,0.03225806451612903,0.04918032786885246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
201153,1610612761,Julian Wright,Julian Wright,201153,TOR,9663.0,161,1,303,310,113.0,132,49,613,13.0,23.0,4.0,7.0,2.0,8.0,,3.0,2.0,21.0,41.0,1.0,6.0,5.0,50.0,307,2.0,6.0,6.0,9.0,14.0,2.0,4.0,22.0,8.0,,3.0,,17.0,19.0,11.0,3.0,40.0,8.0,12.0,20.0,2.0,,9.0,5.0,11.0,6.0,,10.0,,22.0,113.0,,0.16666666666666666,0.16666666666666666,0.5121951219512195,0.3333333333333333,0.6428571428571429,0.4787234042553192,0.2857142857142857,0.5625,0.4807692307692308,0.375,0.55,0.1276595744680851,16.75824175824176,0.08,0.08695652173913043,0.08333333333333333,0.08333333333333333,0.48936170212765956,0.5652173913043478,0.65,0.1702127659574468,0.25,0.25,0.06382978723404255,,,0.4375,0.5714285714285714,0.125,0.6170212765957447,,0.5404393617021276,0.4462785714285714,0.5016125,0.12,0.44,6.612195121951219,24.583333333333332,0.37293729372937295,1.0,3.0,6.0,10.0,1.0,3.0,,,,,1.0,,1.0,,34.0,3.0,,,3.0,,2.0,1.0,3.0,7.0,4.0,,8.0,,6.0,4.0,2.0,7.0,3.0,4.0,,,3.0,,,,6.0,3.0,,3.0,,2.0,0.8095238095238095,0.8095238095238095,1.0,,,,0.07317073170731707,0.13043478260869565,,,0.7777777777777778,,0.061946902654867256,0.10526315789473684,0.05405405405405406,0.09302325581395349,,0.06818181818181818,0.07142857142857142,,0.3333333333333333,,0.8461538461538461,0.2127659574468085,0.6,0.6,0.6666666666666666,1.0,0.06382978723404255,0.3333333333333333,0.3333333333333333,1.0,,0.42857142857142855,0.3333333333333333,1.0,,0.14285714285714285,,,,,0.11538461538461539,0.13043478260869565,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0.02857142857142857,0.038461538461538464,0.6666666666666666,,,,,,,,,,,,,,,,,,,True,,,,,,,
201595,1610612761,Joey Dorsey,Joey Dorsey,201595,TOR,31313.0,522,-13,982,981,239.0,304,157,1963,50.0,92.0,7.0,14.0,,,,,,52.0,99.0,,,31.0,135.0,1024,25.0,46.0,61.0,7.0,15.0,,13.0,27.0,44.0,,,,26.0,27.0,16.0,6.0,55.0,62.0,111.0,190.0,20.0,2.0,39.0,43.0,78.0,44.0,1.0,65.0,2.0,27.0,239.0,2.0,,,0.5252525252525253,0.5434782608695652,0.4666666666666667,0.5252525252525253,0.5434782608695652,0.4666666666666667,0.5192307692307693,0.5350877192982456,0.5,,14.419795221843003,0.20327868852459016,0.21549636803874092,0.21686746987951808,0.19696969696969696,0.9292929292929293,0.5434782608695652,0.6097560975609756,,,,,,,0.9333333333333333,0.5,,0.9292929292929293,,0.5896808080808082,0.5911682926829269,0.63948,0.45185185185185184,0.2,1.8474747474747473,,0.24338085539714868,25.0,45.0,2.0,7.0,,,,,,,,,,,60.0,,34.0,,11.0,,1.0,1.0,4.0,61.0,27.0,22.0,79.0,6.0,24.0,16.0,8.0,19.0,14.0,5.0,,6.0,8.0,1.0,4.0,,32.0,17.0,6.0,17.0,8.0,9.0,0.5769230769230769,0.8571428571428571,,,,,0.1111111111111111,0.10869565217391304,0.14285714285714285,,0.48717948717948717,0.43137254901960786,0.16180371352785147,0.25,0.16421052631578947,0.22695035460992907,0.16304347826086957,0.09722222222222222,0.2,0.30666666666666664,0.12121212121212122,0.16666666666666666,0.56,0.0707070707070707,0.2857142857142857,0.3333333333333333,1.0,,,,,,,0.9782608695652174,0.5555555555555556,0.2,,,,,,,0.25,0.25,11.0,,17.0,1.0,4.0,3.0,11.0,9.0,,0.17346938775510204,0.19047619047619047,0.5294117647058824,1.0,1.0,13.0,3.0,3.0,0.018867924528301886,0.14285714285714285,,,,,,,,,,,,True,,,,,,,
201942,1610612761,DeMar DeRozan,DeMar DeRozan,201942,TOR,21775.0,363,-67,681,679,160.0,202,109,1360,30.0,45.0,9.0,12.0,25.0,65.0,,5.0,5.0,72.0,153.0,,9.0,37.0,181.0,740,12.0,20.0,25.0,16.0,29.0,7.0,11.0,43.0,66.0,,4.0,,13.0,16.0,9.0,1.0,35.0,18.0,29.0,37.0,6.0,,16.0,10.0,18.0,37.0,,50.0,1.0,43.0,160.0,,,,0.47058823529411764,0.6,0.5517241379310345,0.4444444444444444,0.6,0.4444444444444444,0.49453551912568305,0.5952380952380952,0.5119047619047619,0.05555555555555555,24.354243542435423,0.09045226130653267,0.09848484848484848,0.03508771929824561,0.1411764705882353,0.2777777777777778,0.6666666666666666,0.7317073170731707,0.4012345679012346,0.38461538461538464,0.38461538461538464,0.030864197530864196,,,0.3333333333333333,0.75,0.1388888888888889,0.3333333333333333,,0.47376118012422364,0.5217076923076924,0.50527,0.13812154696132597,0.23756906077348067,10.686274509803921,26.41111111111111,0.23494860499265785,6.0,9.0,17.0,43.0,,4.0,,,2.0,,,,,,78.0,,6.0,1.0,11.0,1.0,3.0,1.0,3.0,5.0,8.0,3.0,8.0,3.0,14.0,9.0,5.0,10.0,6.0,4.0,1.0,2.0,9.0,,,,28.0,5.0,1.0,5.0,,1.0,0.5416666666666666,0.5652173913043478,,,,0.1111111111111111,0.0718954248366013,0.08888888888888889,0.16279069767441862,0.2,0.625,0.08333333333333333,0.018115942028985508,0.12307692307692308,0.02346041055718475,0.010526315789473684,0.02702702702702703,0.018691588785046728,0.07017543859649122,0.1111111111111111,0.15,0.039473684210526314,0.5,0.2654320987654321,0.3953488372093023,0.4722222222222222,0.47058823529411764,0.64,0.024691358024691357,,,,,0.45,0.6666666666666666,0.16666666666666666,,,,,0.05555555555555555,,0.15384615384615385,0.16184971098265896,1.0,2.0,3.0,3.0,,8.0,4.0,3.0,1.0,0.046153846153846156,0.05,0.6,,1.0,,3.0,1.0,,0.04,1.0,,,,,,,,,,,True,,,,,,,
2556,1610612761,Marcus Banks,Marcus Banks,2556,TOR,465.0,8,14,16,17,13.0,7,2,33,,,,,,,,,,,,,,5.0,5.0,9,,,,,,,4.0,4.0,,,,,1.0,1.0,,1.0,2.0,,,,,,,1.0,2.0,3.0,,6.0,,4.0,13.0,,,,,,,,,,0.8333333333333334,,1.0,,16.666666666666668,,,,,,,,,,,,,,,,,,,,,,,0.8,,,0.8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
101181,1610612761,Jose Calderon,Jose Calderon,101181,TOR,12129.0,202,-16,387,379,78.0,98,55,766,4.0,11.0,,1.0,12.0,34.0,5.0,15.0,3.0,16.0,48.0,6.0,17.0,7.0,57.0,411,1.0,3.0,7.0,5.0,9.0,4.0,,16.0,26.0,6.0,15.0,5.0,44.0,48.0,31.0,9.0,100.0,5.0,12.0,16.0,6.0,,15.0,6.0,10.0,7.0,1.0,9.0,,16.0,78.0,,0.35294117647058826,0.35294117647058826,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.38461538461538464,0.35714285714285715,0.6153846153846154,0.4057971014492754,0.4375,0.6153846153846154,0.26153846153846155,18.38074398249453,0.043859649122807015,0.06451612903225806,0.06060606060606061,0.0425531914893617,0.16923076923076924,0.36363636363636365,0.4,0.5230769230769231,0.35294117647058826,0.35294117647058826,0.23076923076923078,0.3333333333333333,0.3333333333333333,0.07692307692307693,,0.23076923076923078,0.4307692307692308,0.3333333333333333,0.4802323076923076,0.62876,0.4179692307692307,0.12280701754385964,0.2807017543859649,13.914583333333333,25.08823529411765,0.20155038759689922,1.0,3.0,,3.0,1.0,2.0,,1.0,1.0,1.0,4.0,1.0,4.0,2.0,6.0,12.0,2.0,,1.0,,4.0,1.0,4.0,4.0,5.0,2.0,4.0,2.0,9.0,2.0,7.0,9.0,6.0,3.0,,,1.0,1.0,,1.0,4.0,,,,,2.0,0.1875,0.2,0.6666666666666666,0.25,0.5,,0.020833333333333332,0.09090909090909091,,,0.6,0.09090909090909091,0.02666666666666667,0.12195121951219512,0.021505376344086023,0.020833333333333332,0.02631578947368421,0.03125,0.029411764705882353,0.16666666666666666,0.058823529411764705,0.04878048780487805,,0.046153846153846156,,,,0.25,0.03076923076923077,0.5,0.5,1.0,0.6,0.42857142857142855,0.3333333333333333,,,0.5714285714285714,0.25,1.0,0.07692307692307693,1.0,0.057971014492753624,0.07692307692307693,2.0,3.0,,,,,,,,,,,,4.0,,,,,,1.0,1.0,1.0,0.3333333333333333,,,,,,,,True,,,,,,,
2431,1610612761,David Andersen,David Andersen,2431,TOR,1506.0,25,19,50,49,32.0,24,8,99,,,,,4.0,5.0,,1.0,1.0,4.0,7.0,,1.0,,8.0,45,,1.0,,4.0,4.0,1.0,,8.0,2.0,,1.0,,2.0,2.0,2.0,,4.0,3.0,6.0,9.0,,,1.0,,1.0,,,,,8.0,32.0,,,,0.5714285714285714,,1.0,0.5,,0.8,0.5,,0.8,0.125,15.517241379310345,0.3,0.21052631578947367,0.6666666666666666,0.2,,,,0.625,0.8,0.8,0.125,,,,,0.2,0.125,,0.40768125,0.477025,0.40179,,1.0,15.542857142857144,25.7,0.64,,,,2.0,,,,,,,1.0,,1.0,,6.0,,,,,,,,,1.0,1.0,2.0,3.0,,,,,1.0,,1.0,,,1.0,,,,,1.0,1.0,1.0,,,0.75,0.75,,,,,,,,,1.0,0.3333333333333333,0.09090909090909091,0.1111111111111111,0.05555555555555555,1.0,,,,0.16666666666666666,,,,0.25,,,,0.75,,,,,,,,,,0.5,,,,,,,,,,,,,,1.0,,,,1.0,2.0,,,,,1.0,,,,,,,,,,,,,True,,,,,,,
200745,1610612761,Andrea Bargnani,Andrea Bargnani,200745,TOR,6408.0,107,-9,194,191,26.0,47,29,385,7.0,11.0,,1.0,9.0,18.0,2.0,7.0,2.0,27.0,52.0,2.0,7.0,14.0,74.0,225,5.0,9.0,13.0,2.0,6.0,2.0,2.0,6.0,26.0,3.0,6.0,2.0,4.0,7.0,3.0,,17.0,8.0,9.0,18.0,3.0,1.0,5.0,4.0,6.0,17.0,,15.0,1.0,6.0,26.0,1.0,0.2857142857142857,0.3333333333333333,0.5192307692307693,0.5555555555555556,0.3333333333333333,0.5084745762711864,0.5555555555555556,0.25,0.5703125,0.65,0.3333333333333333,0.11864406779661017,30.000000000000004,0.12307692307692308,0.10843373493975904,0.10526315789473684,0.19230769230769232,0.1864406779661017,0.6363636363636364,0.6363636363636364,0.3050847457627119,0.5,0.5294117647058824,0.11864406779661017,0.2857142857142857,0.2857142857142857,0.125,,0.25,0.3050847457627119,0.3333333333333333,0.457311403508772,0.5110125000000001,0.39271666666666666,0.17567567567567569,0.08108108108108109,10.375,32.01428571428571,0.13402061855670103,2.0,3.0,11.0,23.0,,,,,,,,,,,28.0,3.0,4.0,1.0,3.0,,3.0,2.0,1.0,7.0,1.0,,9.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,8.0,3.0,,3.0,,,0.5185185185185185,0.56,0.5,,,,0.057692307692307696,,0.08695652173913043,,0.4,,0.09333333333333334,0.05555555555555555,0.09302325581395349,0.041666666666666664,0.19047619047619047,0.06666666666666667,0.05,,0.14285714285714285,0.16666666666666666,0.42857142857142855,0.3898305084745763,0.4782608695652174,0.5238095238095238,0.5454545454545454,0.5555555555555556,,,,,0.5,0.3333333333333333,0.6666666666666666,0.5,,,,,,,0.12698412698412698,0.14285714285714285,3.0,1.0,1.0,,1.0,4.0,3.0,1.0,,0.09090909090909091,0.1,0.3333333333333333,1.0,,1.0,3.0,,0.1111111111111111,,1.0,,,,0.05555555555555555,,,,,,,True,,,,,,,
201603,1610612761,Sonny Weems,Sonny Weems,201603,TOR,5966.0,99,-13,189,188,42.0,47,33,377,3.0,5.0,1.0,1.0,9.0,20.0,2.0,3.0,,15.0,32.0,2.0,5.0,6.0,42.0,196,3.0,6.0,7.0,5.0,7.0,,2.0,12.0,12.0,,3.0,2.0,7.0,10.0,4.0,3.0,23.0,4.0,12.0,17.0,5.0,,10.0,2.0,5.0,7.0,,10.0,1.0,12.0,42.0,1.0,0.4,0.4,0.46875,0.5,0.7142857142857143,0.4864864864864865,0.5,0.7142857142857143,0.5,0.5,0.75,0.13513513513513514,22.270742358078603,0.07547169811320754,0.14102564102564102,0.05555555555555555,0.13636363636363635,0.13513513513513514,0.6,0.6,0.5405405405405406,0.45,0.45,0.08108108108108109,0.6666666666666666,0.6666666666666666,0.14285714285714285,1.0,,0.2702702702702703,0.6666666666666666,0.4526418918918919,0.41306000000000004,0.4661571428571429,0.16666666666666666,0.2857142857142857,13.840625,24.26,0.2222222222222222,1.0,2.0,3.0,7.0,,2.0,,,,,,,,,18.0,6.0,2.0,,,,3.0,1.0,,5.0,7.0,1.0,5.0,2.0,3.0,2.0,1.0,5.0,1.0,4.0,,1.0,1.0,,1.0,1.0,4.0,,,,,1.0,0.6,0.6428571428571429,1.0,,,,,,,,0.5,0.1,0.06172839506172839,0.28,0.05102040816326531,0.07407407407407407,0.08695652173913043,0.03225806451612903,,0.3,0.2,0.1,0.6666666666666666,0.1891891891891892,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.6666666666666666,0.05405405405405406,,,,1.0,0.3333333333333333,0.5,,,,,,,,0.1,0.11428571428571428,1.0,2.0,,,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,True,,,,,,,
