EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,BlockingFouls,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,PenaltyFtPoints,PtsPutbacks,Fg2aBlocked,OffThreePtRebounds,FTDefRebounds,SelfOReb,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls Drawn,Technical Free Throw Trips,NonShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,Corner3FGM,Corner3Assists,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,ShootingFouls,BlockingFoulsDrawn,LongMidRangePctBlocked,OffLongMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3PctAssisted,Charge Fouls Drawn,ShortMidRangePctBlocked,FTOffRebounds,Loose Ball Fouls Drawn,BlockedLongMidRange,Defensive 3 Seconds Violations,OffFTReboundPct,SecondChanceAtRimPctAssisted,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,PenaltyCorner3FGM,PenaltyCorner3Accuracy,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,DefensiveGoaltends,OffensiveGoaltends
101126,1610612738,Nate Robinson,Nate Robinson,101126,BOS,6489.0,108,-10.0,197,205,35,36,18.0,402,3.0,4.0,1.0,2.0,2.0,5.0,11.0,5.0,1.0,4.0,15.0,1.0,1.0,2.0,5.0,8.0,17,4.0,20.0,3.0,31,207,1.0,1.0,2.0,5.0,2.0,3.0,2.0,6.0,10.0,4.0,12.0,6.0,6.0,15.0,4.0,8.0,4.0,12.0,4.0,4.0,1.0,3.0,28.0,1.0,5.0,7,12,1.0,13,4.0,1.0,3.0,6.0,3.0,5.0,2.0,3.0,11.0,1.0,5,1.0,1.0,6.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,10.0,35,0.25,0.25,0.5,0.2,1.0,0.3333333333333333,0.2,0.47058823529411764,0.6666666666666666,0.3783783783783784,1.5,0.5555555555555556,0.3974358974358974,1.25,0.5555555555555556,0.5405405405405406,22.935779816513758,0.5454545454545454,0.08860759493670886,0.018518518518518517,0.2,0.11538461538461539,0.012048192771084338,0.047619047619047616,0.058823529411764705,0.09090909090909091,0.10344827586206896,0.21052631578947367,0.16666666666666666,0.10810810810810811,0.75,0.75,0.3333333333333333,0.05405405405405406,0.2972972972972973,0.45454545454545453,0.45454545454545453,0.2,0.13513513513513514,0.40540540540540543,0.26666666666666666,0.26666666666666666,0.5,1.0,1.0,0.2222222222222222,0.5,0.1111111111111111,0.5555555555555556,0.4,0.6486486486486487,0.26666666666666666,0.5141716216216216,0.60465,0.5158999999999999,0.07692307692307693,0.15789473684210525,0.16129032258064516,0.3225806451612903,13.200000000000001,24.744999999999997,0.17766497461928935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
101144,1610612738,Von Wafer,Von Wafer,101144,BOS,7025.0,117,46.0,215,216,41,29,19.0,431,9.0,14.0,3.0,4.0,2.0,2.0,4.0,2.0,,,8.0,,,,3.0,12.0,20,,10.0,9.0,33,186,,,,4.0,4.0,7.0,,3.0,11.0,18.0,6.0,,,8.0,,5.0,,5.0,,3.0,2.0,,10.0,1.0,3.0,5,9,3.0,12,5.0,4.0,1.0,2.0,2.0,,,,2.0,,7,,,8.0,11.0,,4.0,1.0,,1.0,,11.0,41,0.75,0.9,,,,,,0.6,0.5714285714285714,0.4,0.6666666666666666,0.4,0.45714285714285713,0.6666666666666666,0.4583333333333333,0.3333333333333333,15.61181434599156,1.0,0.05102040816326531,0.014084507042253521,0.14285714285714285,0.06722689075630252,0.03409090909090909,,0.08333333333333333,0.058823529411764705,0.025,0.058823529411764705,0.5,0.4666666666666667,0.6428571428571429,0.75,0.6666666666666666,0.06666666666666667,0.13333333333333333,0.5,0.5,1.0,0.06666666666666667,0.26666666666666666,,,,,,0.4,0.75,,0.3,,0.8,,0.5521083333333333,0.6702,0.524225,0.11764705882352941,0.16666666666666666,0.12121212121212122,0.3333333333333333,5.085,25.509999999999998,0.19069767441860466,2.0,3.0,1.0,2.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.1,0.14285714285714285,0.1111111111111111,0.11764705882352941,0.041666666666666664,0.07142857142857142,0.3333333333333333,0.13333333333333333,1.0,0.5,0.5,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,15702.0,262,24.0,481,488,58,82,41.0,969,17.0,22.0,2.0,2.0,16.0,14.0,27.0,2.0,,6.0,21.0,1.0,4.0,2.0,5.0,39.0,65,8.0,23.0,30.0,132,479,1.0,4.0,,11.0,5.0,8.0,2.0,5.0,20.0,32.0,46.0,15.0,9.0,21.0,6.0,17.0,3.0,20.0,1.0,6.0,5.0,6.0,43.0,3.0,6.0,33,40,4.0,44,9.0,5.0,4.0,11.0,8.0,9.0,,3.0,20.0,,17,,1.0,24.0,33.0,4.0,15.0,2.0,,2.0,,20.0,58,0.41025641025641024,0.43243243243243246,0.625,0.34782608695652173,0.25,0.4,0.34782608695652173,0.6,0.625,0.5795454545454546,0.55,0.6153846153846154,0.6386138613861386,0.55,0.6333333333333333,0.26136363636363635,22.65917602996255,0.55,0.15942028985507245,0.01818181818181818,0.1111111111111111,0.14942528735632185,0.019138755980861243,0.018867924528301886,0.1527777777777778,0.1774193548387097,0.1506849315068493,0.1282051282051282,0.06666666666666667,0.25,0.7727272727272727,0.85,0.5294117647058824,0.18181818181818182,0.3068181818181818,0.5185185185185185,0.5384615384615384,0.35714285714285715,0.022727272727272728,0.23863636363636365,0.2857142857142857,0.2857142857142857,0.5,0.4,0.25,0.15384615384615385,1.0,,0.38461538461538464,0.4,0.5113636363636364,0.2857142857142857,0.5112787356321838,0.5199,0.4884625,0.15151515151515152,0.19736842105263158,0.08333333333333333,0.15151515151515152,9.770769230769229,25.665217391304346,0.12058212058212059,2.0,2.0,8.0,4.0,6.0,4.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,3.0,2.0,2.0,2.0,1.0,1.0,0.6666666666666666,0.046153846153846156,0.09090909090909091,0.1111111111111111,0.022727272727272728,0.02127659574468085,0.027777777777777776,,0.02702702702702703,1.0,0.5,0.5,0.25,0.2,1.0,2.0,2.0,3.0,1.0,3.0,1.0,11.0,1.0,0.037037037037037035,0.015384615384615385,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
201175,1610612738,Glen Davis,Glen Davis,201175,BOS,11733.0,196,-9.0,353,358,64,67,34.0,711,14.0,20.0,1.0,2.0,20.0,15.0,36.0,,,1.0,3.0,,1.0,,2.0,35.0,76,1.0,3.0,15.0,88,360,,1.0,,10.0,5.0,13.0,,2.0,14.0,46.0,24.0,,3.0,3.0,1.0,8.0,4.0,12.0,2.0,3.0,3.0,2.0,28.0,5.0,5.0,13,23,6.0,29,7.0,5.0,2.0,3.0,1.0,3.0,,2.0,6.0,,12,,1.0,16.0,17.0,1.0,8.0,2.0,2.0,2.0,1.0,14.0,64,0.6571428571428571,0.6764705882352942,,0.3333333333333333,,,0.3333333333333333,0.4605263157894737,0.38461538461538464,0.4620253164556962,0.625,0.3333333333333333,0.5057471264367817,0.625,0.4117647058823529,0.0379746835443038,23.846153846153847,0.5,0.09352517985611511,0.04032258064516129,0.11904761904761904,0.09944751381215469,0.0392156862745098,0.13513513513513514,0.058823529411764705,0.14285714285714285,0.07142857142857142,0.0967741935483871,0.18181818181818182,0.25316455696202533,0.7,0.7368421052631579,0.5,0.25316455696202533,0.45569620253164556,0.4166666666666667,0.42857142857142855,0.9333333333333333,,0.0379746835443038,0.3333333333333333,0.3333333333333333,,0.125,,0.13333333333333333,0.5,,0.13333333333333333,,0.2911392405063291,0.3333333333333333,0.46052721518987333,0.4900571428571428,0.4367,0.09302325581395349,0.0963855421686747,0.11363636363636363,0.1590909090909091,11.393421052631581,25.933333333333334,0.1813031161473088,3.0,3.0,6.0,5.0,7.0,4.0,2.0,8.0,1.0,5.0,,,1.0,,,1.0,,1.0,1.0,1.0,0.7142857142857143,0.10526315789473684,0.05,0.35714285714285715,0.034482758620689655,,,0.1111111111111111,,0.5,0.3,0.42857142857142855,0.3333333333333333,0.375,1.0,,2.0,,,1.0,1.0,5.0,1.0,0.027777777777777776,,,,,,3.0,0.3,,,,,,,,,,,,,,True,,,,,,,,,,,,
979,1610612738,Jermaine O'Neal,Jermaine O'Neal,979,BOS,25875.0,431,15.0,791,798,105,142,69.0,1589,29.0,44.0,2.0,6.0,41.0,9.0,23.0,,,,1.0,,,,,50.0,108,,1.0,29.0,129,793,,,7.0,13.0,3.0,11.0,,,9.0,84.0,16.0,,,1.0,,11.0,1.0,12.0,1.0,5.0,3.0,3.0,25.0,23.0,11.0,45,63,25.0,88,2.0,1.0,1.0,5.0,,22.0,,5.0,27.0,3.0,65,2.0,6.0,44.0,43.0,5.0,23.0,30.0,9.0,30.0,7.0,9.0,105,0.84,0.875,,,,,,0.46296296296296297,0.2727272727272727,0.45871559633027525,0.21428571428571427,0.2727272727272727,0.50390625,0.3611111111111111,0.32142857142857145,0.009174311926605505,17.734553775743706,0.18518518518518517,0.13636363636363635,0.08303249097472924,0.13414634146341464,0.13592233009708737,0.06997084548104957,0.08045977011494253,0.11224489795918367,0.1415929203539823,0.15126050420168066,0.12280701754385964,0.16,0.4036697247706422,0.6590909090909091,0.725,0.8275862068965517,0.3761467889908257,0.21100917431192662,0.391304347826087,0.391304347826087,1.0,,0.009174311926605505,,,,,,0.5454545454545454,0.3333333333333333,,,,0.41284403669724773,,0.4923954128440367,0.5043,0.44399090909090905,0.18110236220472442,0.18253968253968253,0.10077519379844961,0.06976744186046512,7.43148148148148,27.3,0.13274336283185842,3.0,10.0,12.0,3.0,14.0,3.0,4.0,7.0,1.0,7.0,1.0,1.0,5.0,2.0,,1.0,20.0,14.0,3.0,1.0,0.21428571428571427,0.06481481481481481,0.09090909090909091,0.3181818181818182,0.015151515151515152,0.09333333333333334,0.0196078431372549,,0.0196078431372549,0.4666666666666667,0.2926829268292683,0.3157894736842105,0.75,0.7142857142857143,0.3,,,,,5.0,2.0,38.0,,,0.0782608695652174,,,,,7.0,0.07317073170731707,1.0,1.0,1.0,2.0,0.07142857142857142,,,,,,,,,True,,,,,,,,,,,,
202376,1610612738,Luke Harangody,Luke Harangody,202376,BOS,3781.0,63,18.0,117,117,21,26,13.0,234,4.0,5.0,3.0,3.0,1.0,3.0,8.0,,,1.0,3.0,,,,1.0,7.0,14,1.0,3.0,,17,112,,,,2.0,4.0,4.0,,1.0,8.0,12.0,2.0,3.0,,3.0,1.0,2.0,,2.0,,,1.0,1.0,4.0,1.0,2.0,9,11,2.0,13,,,,,,,,,,1.0,7,,,2.0,1.0,1.0,1.0,1.0,,1.0,,8.0,21,0.8571428571428571,1.0,1.0,0.3333333333333333,,,0.3333333333333333,0.5,1.0,0.5,1.0,0.8,0.5,1.0,0.8,0.17647058823529413,12.977099236641221,,0.21951219512195122,0.03125,0.2,0.21568627450980393,0.04081632653061224,,0.25,0.2222222222222222,0.2,0.125,0.5,0.29411764705882354,0.8,1.0,0.75,0.058823529411764705,0.47058823529411764,0.375,0.375,1.0,,0.17647058823529413,0.3333333333333333,0.3333333333333333,1.0,,,0.6,1.0,,0.2,,0.47058823529411764,0.3333333333333333,0.5060029411764706,,0.61656,0.058823529411764705,0.07142857142857142,0.11764705882352941,0.47058823529411764,11.764285714285716,25.333333333333332,0.1794871794871795,1.0,1.0,,1.0,1.0,,2.0,1.0,1.0,,1.0,,2.0,,,,1.0,,,,1.0,0.07142857142857142,0.2,,0.058823529411764705,,0.07142857142857142,,0.125,,,,,1.0,1.0,,,,,,,5.0,,,0.07692307692307693,,,,,,,,1.0,,,,,,,,,,,,True,,,,,,,,,,,,
2605,1610612738,Marquis Daniels,Marquis Daniels,2605,BOS,9823.0,164,-3.0,293,301,50,58,32.0,594,15.0,21.0,3.0,4.0,14.0,2.0,5.0,3.0,1.0,,2.0,,,,,25.0,40,,5.0,11.0,61,309,,,3.0,11.0,5.0,8.0,,1.0,12.0,20.0,30.0,,,2.0,,13.0,3.0,16.0,2.0,5.0,,8.0,35.0,2.0,8.0,11,21,4.0,25,8.0,4.0,4.0,5.0,4.0,5.0,,1.0,10.0,,10,2.0,,14.0,11.0,1.0,6.0,2.0,1.0,2.0,,12.0,50,0.4,0.4166666666666667,,,,,,0.625,0.625,0.5555555555555556,0.8,0.5555555555555556,0.61,0.9166666666666666,0.6,0.1111111111111111,18.29268292682927,0.5,0.0990990990990991,0.02197802197802198,0.23529411764705882,0.1310344827586207,0.03278688524590164,0.03125,,0.11363636363636363,0.14634146341463414,0.2222222222222222,0.2857142857142857,0.4666666666666667,0.7142857142857143,0.7142857142857143,0.5333333333333333,0.3111111111111111,0.1111111111111111,0.4,0.4,0.5,0.06666666666666667,0.044444444444444446,,,,,,0.4444444444444444,0.75,0.1111111111111111,,,0.5777777777777777,,0.5442866666666667,0.526625,0.5558055555555554,0.12,0.13333333333333333,0.18032786885245902,0.19672131147540983,6.317499999999999,24.419999999999998,0.17064846416382254,3.0,3.0,8.0,4.0,5.0,2.0,2.0,1.0,2.0,2.0,,,,1.0,,,,2.0,,,0.8,0.025,,0.125,0.06451612903225806,,0.08333333333333333,,,1.0,0.5714285714285714,0.6153846153846154,0.125,0.6,1.0,,1.0,,,2.0,1.0,4.0,1.0,,0.02702702702702703,,,,,1.0,0.07142857142857142,,,1.0,,,0.3333333333333333,,,,,,,,True,,,,,,,,,,,,
200765,1610612738,Rajon Rondo,Rajon Rondo,200765,BOS,13942.0,232,13.0,431,430,34,67,34.0,861,16.0,30.0,,,4.0,13.0,25.0,,,1.0,3.0,,,,,29.0,59,1.0,3.0,9.0,70,436,,,,6.0,1.0,2.0,,,4.0,12.0,46.0,3.0,,3.0,1.0,59.0,6.0,65.0,4.0,27.0,5.0,27.0,136.0,8.0,4.0,19,23,9.0,32,10.0,6.0,4.0,12.0,11.0,9.0,3.0,1.0,21.0,,12,1.0,,11.0,13.0,1.0,6.0,1.0,,1.0,,4.0,34,0.20689655172413793,0.21428571428571427,1.0,0.3333333333333333,,,0.3333333333333333,0.4915254237288136,0.5,0.49193548387096775,0.6,0.5,0.5147058823529411,0.6,0.5,0.04838709677419355,18.69747899159664,0.5714285714285714,0.10614525139664804,0.052980132450331126,0.08888888888888889,0.10267857142857142,0.04945054945054945,0.046511627906976744,0.12903225806451613,0.1,0.08771929824561403,0.06666666666666667,0.13333333333333333,0.4838709677419355,0.5333333333333333,0.5925925925925926,0.25,0.06451612903225806,0.4032258064516129,0.52,0.5416666666666666,0.15384615384615385,,0.04838709677419355,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,0.532258064516129,0.3333333333333333,0.5077427419354839,0.5627333333333333,0.32395,0.08955223880597014,0.09375,0.08571428571428572,0.05714285714285714,9.113559322033899,25.53333333333333,0.07888631090487239,2.0,4.0,,3.0,5.0,2.0,2.0,5.0,1.0,,2.0,5.0,,,,1.0,1.0,1.0,3.0,1.0,0.6,0.0847457627118644,0.1,,0.03225806451612903,0.11904761904761904,,0.14285714285714285,0.07692307692307693,1.0,,,,0.8,0.5,,2.0,3.0,,2.0,2.0,5.0,1.0,0.04,0.015151515151515152,,,,,,0.25,,,,,,,,,,,,,,True,,,,,,,,,,,,
951,1610612738,Ray Allen,Ray Allen,951,BOS,16528.0,275,-18.0,511,507,36,96,42.0,1018,4.0,14.0,,,13.0,18.0,31.0,9.0,1.0,10.0,22.0,,1.0,,,27.0,58,15.0,31.0,19.0,118,526,,1.0,5.0,9.0,1.0,5.0,,1.0,6.0,32.0,22.0,45.0,,22.0,10.0,21.0,1.0,22.0,1.0,13.0,2.0,6.0,45.0,9.0,8.0,16,26,10.0,36,8.0,6.0,2.0,16.0,5.0,5.0,2.0,11.0,21.0,,11,1.0,2.0,16.0,20.0,,5.0,1.0,,1.0,,6.0,36,0.5925925925925926,0.6153846153846154,1.0,0.4838709677419355,,,0.4838709677419355,0.46551724137931033,0.2,0.5561797752808989,0.2857142857142857,0.16666666666666666,0.59375,0.4444444444444444,0.375,0.34831460674157305,20.781527531083483,0.7619047619047619,0.0784313725490196,0.04736842105263158,0.15384615384615385,0.09375,0.04310344827586207,0.018518518518518517,0.029850746268656716,0.028985507246376812,0.17647058823529413,0.125,0.2,0.15730337078651685,0.2857142857142857,0.36363636363636365,0.75,0.14606741573033707,0.34831460674157305,0.5806451612903226,0.5806451612903226,0.6666666666666666,0.10112359550561797,0.24719101123595505,0.45454545454545453,0.45454545454545453,1.0,0.14285714285714285,,,,0.16666666666666666,,,0.5056179775280899,0.45454545454545453,0.5049196629213485,0.5633785714285714,0.37284999999999996,0.06382978723404255,0.07936507936507936,0.07627118644067797,0.05084745762711865,11.420689655172414,24.306451612903224,0.07045009784735812,,4.0,5.0,2.0,6.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,,1.0,5.0,2.0,1.0,,,2.0,0.3333333333333333,0.06896551724137931,0.21428571428571427,0.16666666666666666,0.023809523809523808,0.08888888888888889,0.030303030303030304,,0.047619047619047616,,0.38461538461538464,0.4166666666666667,0.2,0.5714285714285714,,5.0,,,,,1.0,3.0,1.0,,0.04395604395604396,0.5555555555555556,0.5555555555555556,1.0,,,0.07692307692307693,,,,,,,1.0,1.0,0.03225806451612903,,,,,True,,,,,,,,,,,,
201145,1610612738,Jeff Green,Jeff Green,201145,BOS,3874.0,65,24.0,120,119,30,23,10.0,239,4.0,8.0,,3.0,3.0,3.0,4.0,1.0,,,,,,,,8.0,15,,1.0,2.0,18,104,,,,2.0,2.0,6.0,,,4.0,8.0,8.0,,,,,2.0,1.0,3.0,1.0,1.0,,1.0,7.0,2.0,1.0,12,13,2.0,15,1.0,1.0,,,,1.0,,,1.0,,7,,1.0,5.0,3.0,1.0,2.0,2.0,,2.0,,4.0,30,0.5,0.5714285714285714,,,,,,0.5333333333333333,0.3333333333333333,0.5,0.5,0.3333333333333333,0.5294117647058824,0.5,0.3333333333333333,0.0625,13.846153846153845,,0.21818181818181817,0.043478260869565216,0.1,0.2,0.041666666666666664,0.0625,0.07692307692307693,0.2777777777777778,0.25,,0.16666666666666666,0.5,0.5,0.6666666666666666,0.75,0.1875,0.25,0.75,0.75,,0.0625,,,,,,,0.5,,,,,0.5625,,0.47453125,0.49605,0.43544999999999995,0.11764705882352941,0.125,0.1111111111111111,0.2222222222222222,7.466666666666666,24.5,0.25,1.0,2.0,1.0,1.0,2.0,,2.0,2.0,,,,,1.0,,,,2.0,1.0,1.0,,0.5,0.13333333333333333,0.25,,,0.07692307692307693,,,,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
