EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg3aBlocked,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,BlockingFouls,Offensive Fouls Drawn,BlockingFoulsDrawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Charge Fouls,BlockedCorner3,BlockedLongMidRange,Clear Path Fouls,DefensiveGoaltends,Corner3PctBlocked,on,OffensiveGoaltends,3pt And 1 Free Throw Trips
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,25768.0,429,90.0,834,823,273.0,285.0,82.0,1657,38.0,55.0,10.0,20.0,6.0,11.0,33.0,79.0,12.0,33.0,1.0,83.0,167.0,1.0,47.0,213.0,844,15.0,27.0,8.0,38.0,19.0,37.0,21.0,59.0,82.0,84.0,22.0,1.0,6.0,31.0,12.0,43.0,8.0,4.0,17.0,9.0,5.0,98.0,10.0,32.0,2.0,18.0,78.0,4.0,100.0,44.0,144.0,9.0,10.0,5.0,5.0,14.0,7.0,10.0,7.0,4.0,24.0,4.0,10.0,14.0,22.0,1.0,3.0,48.0,1.0,3.0,71.0,7.0,33.0,6.0,32.0,2.0,2.0,27.0,5.0,34.0,20.0,1.0,1.0,59.0,265.0,6.0,0.4939759036144578,0.5694444444444444,0.49700598802395207,0.5555555555555556,0.5135135135135135,0.49404761904761907,0.5555555555555556,0.5135135135135135,0.5325,0.59375,0.5566037735849056,0.005952380952380952,0.03592814371257485,0.01818181818181818,0.06329113924050633,24.13793103448276,0.5833333333333334,0.16,0.08695652173913043,0.2484076433121019,0.12648221343873517,0.20454545454545456,0.09433962264150944,0.23880597014925373,0.116991643454039,0.24193548387096775,0.08849557522123894,0.08974358974358974,0.06666666666666667,0.16129032258064516,0.2403846153846154,0.3118279569892473,0.20512820512820512,0.15714285714285714,0.3888888888888889,0.11538461538461539,0.5882352941176471,0.3273809523809524,0.6909090909090909,0.7037037037037037,0.5789473684210527,0.47023809523809523,0.4177215189873418,0.44594594594594594,0.2727272727272727,0.19642857142857142,0.36363636363636365,0.36363636363636365,0.8333333333333334,0.005952380952380952,0.7407407407407407,0.5,0.2972972972972973,0.5454545454545454,0.3333333333333333,0.45818035714285715,0.5534619047619047,0.46977027027027024,0.17010309278350516,0.17098445595854922,0.1784037558685446,0.27699530516431925,7.974251497005988,26.7,0.3273381294964029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,46068.0,768,207.0,1508,1496,413.0,391.0,161.0,3004,51.0,86.0,9.0,10.0,11.0,11.0,27.0,53.0,24.0,57.0,119.0,102.0,196.0,134.0,124.0,457.0,1585,19.0,28.0,9.0,62.0,20.0,36.0,47.0,108.0,50.0,154.0,12.0,119.0,14.0,98.0,60.0,158.0,29.0,31.0,55.0,19.0,24.0,376.0,9.0,4.0,,17.0,59.0,7.0,83.0,13.0,96.0,2.0,41.0,19.0,22.0,47.0,32.0,16.0,15.0,2.0,63.0,,26.0,19.0,56.0,,2.0,141.0,11.0,4.0,152.0,12.0,55.0,16.0,8.0,,,4.0,4.0,8.0,5.0,,,101.0,405.0,9.0,0.24509803921568626,0.2604166666666667,0.5204081632653061,0.6785714285714286,0.5555555555555556,0.5045454545454545,0.6309523809523809,0.4621212121212121,0.573791348600509,0.6666666666666666,0.5815217391304348,0.40606060606060607,0.07142857142857142,0.09302325581395349,0.09433962264150944,26.93443591258122,0.746031746031746,0.14,,0.10925925925925926,0.00997506234413965,0.1069182389937107,0.03515625,0.10872675250357654,0.0197869101978691,,0.014814814814814815,0.015625,0.03592814371257485,0.033707865168539325,0.05194805194805195,0.12,0.14218009478672985,0.12295081967213115,0.05405405405405406,0.012345679012345678,0.625,0.2606060606060606,0.5930232558139535,0.6538461538461539,0.23529411764705882,0.1606060606060606,0.5094339622641509,0.5625,0.2222222222222222,0.17272727272727273,0.42105263157894735,0.42857142857142855,0.2916666666666667,0.3606060606060606,0.23809523809523808,0.9,0.16666666666666666,1.0,0.6666666666666666,0.5101492401215807,0.48478846153846156,0.4565825757575757,0.15649867374005305,0.2301255230125523,0.13566739606126915,0.2363238512035011,8.344897959183672,25.071641791044776,0.2738726790450928,8.0,15.0,3.0,5.0,1.0,1.0,35.0,2.0,9.0,6.0,29.0,43.0,5.0,14.0,7.0,30.0,57.0,72.0,35.0,3.0,7.0,2.0,1.0,5.0,8.0,6.0,10.0,4.0,6.0,0.4418604651162791,0.3208955223880597,0.35714285714285715,0.23333333333333334,0.3208955223880597,0.022388059701492536,0.017543859649122806,0.025210084033613446,0.045454545454545456,0.5333333333333333,0.5333333333333333,0.625,0.29411764705882354,0.3017241379310345,0.4,0.1111111111111111,0.11904761904761904,0.6,0.6666666666666666,0.21428571428571427,0.2222222222222222,1.0,0.015151515151515152,1.0,0.4393939393939394,0.20689655172413793,0.29411764705882354,0.028985507246376812,,,,,,,,True,,
200779,1610612759,Steve Novak,Steve Novak,200779,SAS,9233.0,154,-13.0,290,290,111.0,94.0,32.0,580,,,,,,,,,6.0,14.0,19.0,6.0,14.0,35.0,6.0,72.0,344,,1.0,2.0,5.0,1.0,4.0,2.0,28.0,10.0,2.0,,19.0,,2.0,1.0,3.0,1.0,,1.0,,1.0,7.0,1.0,,2.0,3.0,11.0,,14.0,3.0,17.0,,1.0,,1.0,2.0,2.0,,,,2.0,,,6.0,7.0,1.0,,5.0,,,6.0,,2.0,1.0,4.0,,,2.0,2.0,4.0,2.0,,,28.0,110.0,1.0,0.8333333333333334,0.8333333333333334,0.42857142857142855,,0.25,0.673469387755102,0.5,0.8125,0.6923076923076923,0.625,0.8235294117647058,0.7142857142857143,,,,16.41337386018237,1.0,,0.16666666666666666,0.10679611650485436,,0.08333333333333333,0.021739130434782608,0.10071942446043165,0.007936507936507936,,,,0.027777777777777776,,0.21428571428571427,0.058823529411764705,0.07317073170731707,0.10714285714285714,,,0.5,,,,,,,,,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.8333333333333334,0.3877551020408163,,,,,0.7142857142857143,0.5066244897959185,0.49781666666666663,0.4991499999999999,0.0392156862745098,0.125,0.06944444444444445,0.3888888888888889,19.13571428571429,24.517142857142854,0.38275862068965516,11.0,16.0,,1.0,5.0,6.0,7.0,1.0,1.0,3.0,6.0,18.0,1.0,2.0,8.0,12.0,54.0,,7.0,,,,,,,,,,,1.0,0.5142857142857142,0.5,0.6666666666666666,0.5142857142857142,,,,0.32653061224489793,0.6875,0.6875,1.0,0.3684210526315789,0.3684210526315789,1.0,,0.3333333333333333,,,0.3333333333333333,1.0,1.0,0.375,0.8333333333333334,0.375,0.5,0.3684210526315789,,,,,,,,,True,,
201588,1610612759,George Hill,George Hill,201588,SAS,66265.0,1104,142.0,2114,2122,574.0,531.0,224.0,4236,53.0,96.0,4.0,7.0,15.0,25.0,41.0,77.0,25.0,73.0,50.0,119.0,246.0,110.0,122.0,486.0,2283,6.0,16.0,8.0,20.0,34.0,63.0,47.0,157.0,70.0,168.0,4.0,48.0,21.0,73.0,52.0,125.0,35.0,17.0,30.0,22.0,21.0,302.0,2.0,7.0,,17.0,64.0,6.0,87.0,9.0,96.0,1.0,35.0,24.0,11.0,31.0,22.0,26.0,9.0,,57.0,6.0,13.0,34.0,77.0,5.0,7.0,121.0,4.0,3.0,143.0,13.0,63.0,6.0,10.0,1.0,,5.0,4.0,11.0,7.0,,1.0,157.0,570.0,6.0,0.29411764705882354,0.29914529914529914,0.483739837398374,0.375,0.5396825396825397,0.5112359550561798,0.2857142857142857,0.5555555555555556,0.5771084337349398,0.4,0.6352459016393442,0.3089887640449438,0.08536585365853659,0.13541666666666666,0.09090909090909091,19.88205560235889,0.543859649122807,0.10909090909090909,,0.08683853459972862,0.011308562197092083,0.07423580786026202,0.006134969325153374,0.08385093167701864,0.009523809523809525,0.015706806282722512,0.012875536480686695,0.005128205128205128,0.009174311926605505,,0.0625,0.0603448275862069,0.12140575079872204,0.07878787878787878,0.0625,0.005952380952380952,0.6363636363636364,0.2696629213483146,0.5520833333333334,0.6385542168674698,0.32075471698113206,0.21629213483146068,0.5324675324675324,0.5857142857142857,0.21951219512195122,0.2050561797752809,0.3424657534246575,0.3472222222222222,0.36,0.1404494382022472,0.3333333333333333,0.5714285714285714,0.25252525252525254,0.6,0.5786516853932584,0.4971639830508475,0.5145500000000001,0.48876836734693874,0.16136919315403422,0.21283783783783783,0.0411522633744856,0.3230452674897119,8.778048780487806,24.57454545454546,0.271523178807947,27.0,60.0,,3.0,9.0,16.0,15.0,,2.0,5.0,20.0,42.0,,5.0,14.0,36.0,96.0,30.0,15.0,1.0,7.0,4.0,2.0,3.0,8.0,8.0,9.0,3.0,7.0,0.7619047619047619,0.38181818181818183,,0.3888888888888889,0.3888888888888889,0.00909090909090909,0.0136986301369863,0.02,0.16853932584269662,0.45,0.45,1.0,0.3,0.30612244897959184,0.3333333333333333,0.25,0.14285714285714285,,,0.09523809523809523,,,0.16161616161616163,0.5625,0.20202020202020202,0.25,0.3125,0.02654867256637168,2.0,4.0,1.0,1.0,,,,True,,
202390,1610612759,Gary Neal,Gary Neal,202390,SAS,101060.0,1684,87.0,3236,3225,945.0,940.0,360.0,6461,24.0,37.0,1.0,3.0,9.0,12.0,75.0,164.0,57.0,123.0,225.0,156.0,324.0,308.0,84.0,783.0,3518,12.0,30.0,5.0,53.0,41.0,85.0,45.0,229.0,166.0,146.0,4.0,223.0,15.0,60.0,36.0,96.0,18.0,18.0,22.0,14.0,24.0,228.0,9.0,12.0,,34.0,128.0,13.0,175.0,21.0,196.0,3.0,27.0,18.0,9.0,35.0,20.0,43.0,15.0,10.0,78.0,7.0,27.0,76.0,148.0,4.0,7.0,91.0,7.0,5.0,104.0,13.0,32.0,18.0,4.0,,,2.0,2.0,4.0,2.0,,2.0,224.0,935.0,15.0,0.532051282051282,0.538961038961039,0.48148148148148145,0.4,0.4823529411764706,0.553006329113924,0.5,0.5542168674698795,0.5780089153046062,0.5096153846153846,0.6026315789473684,0.4873417721518987,0.046296296296296294,0.05405405405405406,0.06097560975609756,20.592267617219633,0.44871794871794873,0.14444444444444443,,0.10930828351836037,0.01263157894736842,0.09941520467836257,0.01761252446183953,0.10707204230006609,0.014373716632443531,0.018518518518518517,0.013550135501355014,0.006430868167202572,0.02586206896551724,,0.06542056074766354,0.08310991957104558,0.15932914046121593,0.1,0.0975609756097561,0.009202453987730062,0.5,0.058544303797468354,0.6486486486486487,0.6857142857142857,0.5,0.25949367088607594,0.4573170731707317,0.487012987012987,0.48,0.19462025316455697,0.4634146341463415,0.475,0.6140350877192983,0.3560126582278481,0.0625,0.3333333333333333,0.07228915662650602,0.75,0.5458860759493671,0.4892282193958664,0.49681714285714285,0.474822256097561,0.0549618320610687,0.09329446064139942,0.06768837803320563,0.29246487867177523,11.711111111111109,24.92012987012987,0.2920271940667491,36.0,83.0,2.0,7.0,9.0,20.0,93.0,6.0,11.0,25.0,61.0,129.0,8.0,18.0,34.0,81.0,315.0,72.0,93.0,,7.0,5.0,1.0,11.0,11.0,5.0,5.0,4.0,8.0,0.813953488372093,0.41883116883116883,0.4444444444444444,0.41975308641975306,0.4215686274509804,,0.024390243902439025,,0.13132911392405064,0.43373493975903615,0.43373493975903615,0.9166666666666666,0.41333333333333333,0.41333333333333333,0.7741935483870968,,0.14583333333333334,0.2857142857142857,1.0,0.22916666666666666,0.5454545454545454,0.8333333333333334,0.12048192771084337,0.45,0.3674698795180723,0.4098360655737705,0.4170403587443946,0.01282051282051282,2.0,7.0,,,1.0,,,True,,
200809,1610612759,Chris Quinn,Chris Quinn,200809,SAS,13775.0,230,-55.0,431,431,187.0,166.0,55.0,862,3.0,7.0,,,,1.0,7.0,14.0,9.0,24.0,21.0,19.0,45.0,32.0,4.0,66.0,501,2.0,3.0,,4.0,8.0,20.0,3.0,22.0,22.0,16.0,,20.0,3.0,23.0,10.0,33.0,7.0,3.0,13.0,3.0,7.0,76.0,1.0,,1.0,2.0,14.0,,16.0,2.0,18.0,,4.0,4.0,,6.0,2.0,2.0,4.0,,8.0,1.0,4.0,14.0,22.0,1.0,1.0,7.0,,,8.0,,2.0,2.0,1.0,,,,1.0,1.0,,,,22.0,187.0,2.0,0.5789473684210527,0.5789473684210527,0.4222222222222222,0.6666666666666666,0.4,0.4025974025974026,0.25,0.31666666666666665,0.4074074074074074,0.25,0.3333333333333333,0.4155844155844156,0.06666666666666667,0.14285714285714285,0.07142857142857142,17.943548387096776,0.75,,0.058823529411764705,0.08433734939759036,,0.047619047619047616,0.012048192771084338,0.07692307692307693,0.004901960784313725,,,,0.016666666666666666,,0.05,0.06896551724137931,0.11764705882352941,0.02857142857142857,0.14285714285714285,,,0.09090909090909091,0.42857142857142855,0.5,1.0,0.18181818181818182,0.5,0.5384615384615384,0.42857142857142855,0.3116883116883117,0.375,0.391304347826087,0.5555555555555556,0.2727272727272727,,,0.03333333333333333,,0.5064935064935064,0.47552533333333324,0.52403,0.42160000000000003,0.02531645569620253,0.0425531914893617,0.06060606060606061,0.3333333333333333,12.342222222222219,25.6875,0.43387470997679817,3.0,11.0,,,,2.0,5.0,,5.0,1.0,8.0,8.0,,5.0,1.0,10.0,18.0,6.0,5.0,,,,1.0,1.0,1.0,1.0,,,2.0,0.75,0.25,,0.1,0.25806451612903225,,0.041666666666666664,,0.14285714285714285,0.2727272727272727,0.2727272727272727,1.0,0.23809523809523808,0.23809523809523808,0.6,,,,,0.625,,,0.06666666666666667,,0.26666666666666666,0.125,0.25,,1.0,,,,,,,True,,
201971,1610612759,DeJuan Blair,DeJuan Blair,201971,SAS,40387.0,673,-1.0,1291,1289,306.0,344.0,160.0,2580,80.0,139.0,32.0,53.0,21.0,36.0,32.0,82.0,4.0,12.0,2.0,116.0,233.0,2.0,48.0,280.0,1434,34.0,61.0,16.0,84.0,27.0,55.0,15.0,69.0,148.0,84.0,44.0,2.0,25.0,18.0,8.0,26.0,6.0,2.0,8.0,4.0,6.0,60.0,18.0,64.0,2.0,25.0,105.0,15.0,145.0,84.0,229.0,15.0,37.0,22.0,15.0,19.0,9.0,26.0,10.0,3.0,45.0,6.0,18.0,46.0,83.0,8.0,5.0,57.0,6.0,10.0,62.0,7.0,30.0,5.0,18.0,,,13.0,5.0,18.0,7.0,5.0,2.0,69.0,305.0,3.0,0.6379310344827587,0.7872340425531915,0.4978540772532189,0.5573770491803278,0.4909090909090909,0.49361702127659574,0.5573770491803278,0.48214285714285715,0.532319391634981,0.6176470588235294,0.5307692307692308,0.00851063829787234,0.1072961373390558,0.1079136690647482,0.12195121951219512,20.841819416157502,0.4222222222222222,0.46875,0.05405405405405406,0.21920668058455114,0.15384615384615385,0.1953125,0.09424083769633508,0.214168039538715,0.13509060955518945,0.20168067226890757,0.15853658536585366,0.10526315789473684,0.09375,0.09523809523809523,0.16666666666666666,0.26174496644295303,0.22058823529411764,0.2,0.18181818181818182,0.16129032258064516,0.3888888888888889,0.5914893617021276,0.5755395683453237,0.6451612903225806,0.6625,0.34893617021276596,0.3902439024390244,0.4444444444444444,0.59375,0.05106382978723404,0.3333333333333333,0.3333333333333333,0.5,0.00851063829787234,0.8688524590163934,0.6037735849056604,0.6428571428571429,0.5833333333333334,0.6,0.5124074468085107,0.5564040000000001,0.5092973214285714,0.11627906976744186,0.1171875,0.3,0.24642857142857144,4.587124463519312,25.85,0.2370255615801704,,,,,,,,,,,1.0,,,,,1.0,,,,,4.0,3.0,2.0,3.0,,2.0,,,5.0,,,,,,,,,,,,,,,,0.25,,,,,,,,,0.017857142857142856,,,,,3.0,,,,,,True,,
2588,1610612759,Matt Bonner,Matt Bonner,2588,SAS,49213.0,820,56.0,1575,1556,407.0,380.0,164.0,3131,16.0,22.0,5.0,7.0,2.0,2.0,8.0,33.0,15.0,25.0,97.0,39.0,80.0,133.0,22.0,274.0,1723,6.0,13.0,2.0,26.0,11.0,20.0,11.0,48.0,50.0,28.0,10.0,97.0,3.0,22.0,15.0,37.0,6.0,9.0,8.0,4.0,10.0,89.0,22.0,12.0,,25.0,66.0,8.0,99.0,34.0,133.0,1.0,16.0,9.0,7.0,6.0,5.0,4.0,1.0,2.0,10.0,2.0,4.0,38.0,66.0,7.0,1.0,31.0,,8.0,32.0,2.0,7.0,7.0,11.0,,,7.0,4.0,11.0,5.0,,4.0,45.0,403.0,5.0,0.6410256410256411,0.7352941176470589,0.4875,0.46153846153846156,0.55,0.5915492957746479,0.5217391304347826,0.4111111111111111,0.6035242290748899,0.52,0.4528301886792453,0.6244131455399061,0.0375,0.045454545454545456,0.06060606060606061,13.450624290578887,0.6,0.15384615384615385,,0.11934900542495479,0.02654867256637168,0.1488095238095238,0.08148148148148149,0.1262135922330097,0.04709141274238227,0.03496503496503497,0.021739130434782608,0.024,0.06629834254143646,0.11235955056179775,0.1056338028169014,0.14130434782608695,0.11013215859030837,0.1349206349206349,0.19047619047619047,0.00909090909090909,0.45454545454545453,0.10328638497652583,0.7272727272727273,0.7619047619047619,0.5625,0.15492957746478872,0.24242424242424243,0.25806451612903225,0.375,0.11737089201877934,0.6,0.6,0.8666666666666667,0.45539906103286387,0.30434782608695654,0.7142857142857143,0.044444444444444446,1.0,0.7276995305164319,0.5187978873239437,0.5259535714285716,0.48142777777777784,0.04090909090909091,0.08235294117647059,0.0948905109489051,0.17518248175182483,9.998750000000001,24.636090225563905,0.2584126984126984,13.0,36.0,,2.0,2.0,9.0,45.0,4.0,8.0,3.0,16.0,58.0,4.0,10.0,5.0,25.0,174.0,,45.0,1.0,,1.0,,1.0,2.0,,,2.0,7.0,1.0,0.43609022556390975,0.4,0.2,0.43609022556390975,0.007518796992481203,,0.010309278350515464,0.16901408450704225,0.3611111111111111,0.3611111111111111,1.0,0.4639175257731959,0.46875,1.0,,0.08695652173913043,,,0.34782608695652173,0.5,1.0,0.2,0.2222222222222222,0.35555555555555557,0.1875,0.4639175257731959,0.014814814814814815,,,,,,,,True,,
686,1610612759,Antonio McDyess,Antonio McDyess,686,SAS,40431.0,674,81.0,1278,1280,332.0,321.0,154.0,2558,38.0,53.0,10.0,17.0,7.0,14.0,6.0,14.0,46.0,100.0,,90.0,167.0,,28.0,208.0,1376,16.0,24.0,9.0,41.0,19.0,35.0,12.0,50.0,156.0,24.0,22.0,,5.0,26.0,19.0,45.0,12.0,7.0,13.0,3.0,10.0,109.0,27.0,39.0,1.0,24.0,83.0,14.0,121.0,67.0,188.0,2.0,22.0,17.0,5.0,22.0,15.0,16.0,7.0,,38.0,6.0,11.0,49.0,88.0,9.0,3.0,40.0,1.0,13.0,41.0,2.0,14.0,8.0,20.0,,,7.0,11.0,20.0,11.0,4.0,,50.0,331.0,6.0,0.8666666666666667,0.9873417721518988,0.5389221556886228,0.6666666666666666,0.5428571428571428,0.5389221556886228,0.6666666666666666,0.5428571428571428,0.5561497326203209,0.6833333333333333,0.5952380952380952,,0.029940119760479042,0.07547169811320754,0.07142857142857142,15.426997245179065,0.5789473684210527,0.42424242424242425,0.03571428571428571,0.1762208067940552,0.104,0.1875,0.1330049261083744,0.17863105175292154,0.11418685121107267,0.10309278350515463,0.12903225806451613,0.08441558441558442,0.16312056737588654,0.06451612903225806,0.17886178861788618,0.19078947368421054,0.16326530612244897,0.21359223300970873,0.08,0.027777777777777776,0.55,0.31736526946107785,0.7169811320754716,0.7755102040816326,0.7105263157894737,0.08383233532934131,0.42857142857142855,0.46153846153846156,0.8333333333333334,0.5988023952095808,0.46,0.46,1.0,,0.7083333333333334,0.5882352941176471,0.4,0.5,0.31736526946107785,0.4661233532934133,0.5597133333333334,0.4795028571428571,0.0782122905027933,0.0782122905027933,0.1971153846153846,0.2403846153846154,12.004191616766464,,0.2597809076682316,,,,,,,,,,,,,,,,,,,,,4.0,,,1.0,1.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,True,,
2210,1610612759,Richard Jefferson,Richard Jefferson,2210,SAS,33001.0,550,-53.0,1051,1048,299.0,355.0,110.0,2099,29.0,41.0,7.0,11.0,7.0,12.0,7.0,14.0,10.0,18.0,26.0,46.0,73.0,72.0,23.0,202.0,1174,7.0,12.0,,14.0,8.0,16.0,6.0,40.0,66.0,26.0,8.0,26.0,7.0,15.0,9.0,24.0,5.0,4.0,8.0,1.0,6.0,57.0,4.0,14.0,1.0,6.0,38.0,5.0,49.0,19.0,68.0,7.0,8.0,6.0,2.0,4.0,3.0,11.0,1.0,2.0,15.0,2.0,5.0,16.0,39.0,2.0,2.0,36.0,,2.0,38.0,4.0,21.0,,7.0,,,4.0,3.0,7.0,6.0,,,40.0,297.0,,0.717391304347826,0.7857142857142857,0.6301369863013698,0.5833333333333334,0.5,0.6172413793103448,0.4375,0.4594594594594595,0.6234567901234568,0.4117647058823529,0.4878048780487805,0.496551724137931,0.0958904109589041,0.12195121951219512,0.14285714285714285,15.063829787234043,0.26666666666666666,0.17857142857142858,0.025,0.10242587601078167,0.04375,0.05172413793103448,0.024844720496894408,0.09034907597535935,0.037422037422037424,0.08333333333333333,0.046153846153846156,0.009433962264150943,0.009345794392523364,0.05555555555555555,0.0660377358490566,0.11666666666666667,0.11724137931034483,0.05747126436781609,0.034482758620689655,0.11290322580645161,0.8571428571428571,0.2827586206896552,0.7073170731707317,0.8055555555555556,0.7241379310344828,0.09655172413793103,0.5,0.5833333333333334,0.5714285714285714,0.12413793103448276,0.5555555555555556,0.5555555555555556,0.8,0.1793103448275862,0.6875,0.6363636363636364,0.32432432432432434,0.5833333333333334,0.7793103448275862,0.5584362068965517,0.6044833333333332,0.6003554054054054,0.12962962962962962,0.23333333333333334,0.06930693069306931,0.19801980198019803,7.049315068493148,23.85555555555556,0.2844909609895338,19.0,46.0,,3.0,4.0,16.0,10.0,,1.0,2.0,5.0,29.0,,4.0,6.0,21.0,87.0,,10.0,1.0,2.0,2.0,,2.0,4.0,5.0,,,1.0,1.0,0.4027777777777778,,0.2857142857142857,0.4027777777777778,0.013888888888888888,,,0.31724137931034485,0.41304347826086957,0.4222222222222222,1.0,0.38461538461538464,0.38461538461538464,1.0,0.2857142857142857,0.1875,,,0.0625,,,0.43243243243243246,0.25,0.13513513513513514,0.4,0.38461538461538464,,,2.0,,,,1.0,0.021739130434782608,True,,
