EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,PenaltyCorner3FGA,PtsPutbacks,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,StepOutOfBoundsTurnovers,SecondChanceTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,LostBallOutOfBoundsTurnovers,Charge Fouls Drawn,Offensive Fouls Drawn,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceFtPoints,Travels,Loose Ball Fouls Drawn,ShortMidRangePctAssisted,SecondChanceCorner3FGA,PenaltyCorner3FGM,FTOffRebounds,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffFTReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,3SecondViolations,Offensive Fouls,HeaveAttempts,on,HeaveMakes,Clear Path Fouls,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,LongMidRangePctBlocked,Fg3aBlocked,Blocked3s,BlockedArc3,BlockedLongMidRange,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,Defensive 3 Seconds Violations,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,OffensiveGoaltends
101114,1610612762,Deron Williams,Deron Williams,101114,UTA,4675.0,78,-4.0,155,152,80,93,16.0,307,6.0,8.0,1.0,1.0,2.0,3.0,2.0,5.0,3.0,6.0,2.0,8.0,22.0,3.0,6.0,10.0,11.0,19,8.0,24.0,11.0,57.0,176,1.0,1.0,3.0,2.0,6.0,11.0,6.0,10.0,6.0,36.0,12.0,10.0,15.0,9.0,22.0,8.0,12.0,10.0,22.0,5.0,5.0,2.0,3.0,7.0,54.0,6.0,6.0,6.0,4.0,2.0,3.0,2.0,1.0,6.0,1.0,1.0,3.0,11.0,16.0,1.0,1.0,8.0,36.0,80,2.0,0.5454545454545454,0.5454545454545454,0.625,0.3333333333333333,0.6,0.3333333333333333,0.5789473684210527,1.0,0.5454545454545454,0.5348837209302325,0.25,0.7142857142857143,0.57,0.25,0.72,0.5581395348837209,32.369942196531795,0.6666666666666666,0.16666666666666666,0.125,0.1111111111111111,0.3125,0.18604651162790697,0.75,0.75,0.6666666666666666,0.11627906976744186,0.4,0.4,0.13953488372093023,0.5,0.5,0.6666666666666666,0.046511627906976744,0.5116279069767442,0.36363636363636365,0.36363636363636365,0.625,0.25,1.0,1.0,0.75,0.14285714285714285,0.6666666666666666,0.47619047619047616,0.6,0.7441860465116279,0.36363636363636365,0.5275547619047619,0.550325,0.48191249999999997,0.16,0.3076923076923077,0.03508771929824561,0.631578947368421,8.68421052631579,25.837500000000002,0.5161290322580645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
101139,1610612762,CJ Miles,CJ Miles,101139,UTA,7882.0,131,-13.0,251,247,79,80,21.0,498,12.0,16.0,1.0,2.0,2.0,2.0,1.0,10.0,5.0,13.0,4.0,15.0,28.0,1.0,5.0,10.0,18.0,39,16.0,32.0,3.0,87.0,285,1.0,3.0,1.0,2.0,2.0,7.0,5.0,12.0,1.0,20.0,20.0,16.0,42.0,6.0,28.0,15.0,2.0,1.0,3.0,1.0,,2.0,,,7.0,6.0,9.0,12.0,3.0,1.0,2.0,3.0,1.0,6.0,,5.0,10.0,6.0,6.0,2.0,,4.0,20.0,79,2.0,0.5555555555555556,0.5882352941176471,0.875,0.5,0.4166666666666667,0.5,0.46153846153846156,0.3333333333333333,0.2857142857142857,0.5915492957746479,0.25,0.5,0.5958904109589042,0.25,0.5263157894736842,0.4507042253521127,28.51985559566787,0.5,0.09375,0.09411764705882353,,0.16666666666666666,0.22535211267605634,0.75,0.8571428571428571,0.6666666666666666,0.14084507042253522,0.1,0.125,0.18309859154929578,0.38461538461538464,0.38461538461538464,0.4,0.056338028169014086,0.39436619718309857,0.5357142857142857,0.5357142857142857,0.8666666666666667,0.5,0.5,,0.25,0.10526315789473684,1.0,0.5263157894736842,0.5,0.676056338028169,0.5357142857142857,0.5111176056338028,0.5396124999999999,0.5095710526315789,0.0547945205479452,0.0975609756097561,0.022988505747126436,0.22988505747126436,9.28974358974359,24.900000000000002,0.3147410358565737,1.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.10256410256410256,0.125,0.2,0.16666666666666666,0.029850746268656716,0.09523809523809523,0.024390243902439025,0.027777777777777776,0.05263157894736842,0.04,0.029411764705882353,0.08333333333333333,0.125,0.06060606060606061,0.5,0.25,0.25,1.0,0.10526315789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
101179,1610612762,Ronnie Price,Ronnie Price,101179,UTA,3786.0,63,-11.0,114,115,8,11,17.0,229,3.0,6.0,2.0,2.0,,,,3.0,,1.0,1.0,2.0,5.0,1.0,,,3.0,10,3.0,6.0,,15.0,138,2.0,2.0,1.0,7.0,,,,,,,2.0,4.0,9.0,,5.0,2.0,3.0,1.0,4.0,1.0,,2.0,,1.0,9.0,,2.0,5.0,1.0,,1.0,1.0,,2.0,,4.0,9.0,2.0,,,,,,8,1.0,0.3333333333333333,1.0,1.0,0.5,,0.5,0.3,1.0,,0.46875,1.1666666666666667,,0.46875,1.1666666666666667,,0.375,13.432835820895521,0.5,,0.05,,,0.375,0.5,0.75,0.3333333333333333,0.1875,,,0.0625,,,,0.0625,0.3125,0.4,0.4,1.0,0.6666666666666666,1.0,,0.3333333333333333,,,,,0.75,0.4,0.564465625,0.6010333333333334,,,,0.4666666666666667,,5.220000000000001,25.25,0.07017543859649122,1.0,,4.0,3.0,1.0,2.0,2.0,,3.0,,3.0,2.0,1.0,,1.0,,,,,,,,,,0.3,0.3333333333333333,0.3333333333333333,,0.045454545454545456,0.2222222222222222,0.09090909090909091,0.05454545454545454,0.07142857142857142,0.05555555555555555,0.125,,0.2857142857142857,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1905,1610612762,Andrei Kirilenko,Andrei Kirilenko,1905,UTA,4644.0,77,-31.0,148,151,25,29,15.0,299,7.0,10.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,1.0,3.0,,,,8.0,12,1.0,3.0,7.0,26.0,201,1.0,2.0,,7.0,1.0,1.0,,,4.0,6.0,10.0,6.0,3.0,,3.0,1.0,14.0,3.0,17.0,2.0,1.0,8.0,1.0,5.0,37.0,9.0,11.0,15.0,3.0,1.0,1.0,2.0,2.0,5.0,,3.0,4.0,10.0,9.0,1.0,,5.0,6.0,25,,0.625,0.7142857142857143,1.0,0.3333333333333333,,0.3333333333333333,0.6666666666666666,0.5,1.0,0.6333333333333333,0.5,1.0,0.6842105263157895,0.7,1.0,0.2,14.545454545454547,0.6,0.2571428571428571,0.2,0.23076923076923078,0.3125,0.6666666666666666,0.7,0.7,0.5714285714285714,0.13333333333333333,0.5,0.5,,,,,,0.2,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,,,1.0,1.0,,,0.8666666666666667,0.3333333333333333,0.5391766666666666,0.6082000000000001,0.5689,0.2631578947368421,0.3125,0.2692307692307692,0.23076923076923078,2.9000000000000004,25.7,0.16891891891891891,,,2.0,,1.0,3.0,,2.0,4.0,1.0,2.0,2.0,,,2.0,,,,3.0,2.0,1.0,3.0,2.0,,,,,0.3333333333333333,0.08108108108108109,,0.041666666666666664,0.06557377049180328,0.18181818181818182,0.07692307692307693,0.045454545454545456,0.16666666666666666,,0.16666666666666666,0.6666666666666666,,,,,,,,,2.0,,,,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2246,1610612762,Mehmet Okur,Mehmet Okur,2246,UTA,10104.0,168,-33.0,319,319,99,115,34.0,638,4.0,13.0,,2.0,,2.0,6.0,16.0,7.0,17.0,4.0,3.0,12.0,,1.0,5.0,17.0,46,5.0,16.0,15.0,64.0,378,3.0,5.0,1.0,6.0,4.0,11.0,2.0,8.0,3.0,17.0,24.0,10.0,15.0,,12.0,3.0,9.0,10.0,19.0,10.0,,6.0,1.0,2.0,48.0,10.0,21.0,30.0,5.0,,4.0,2.0,1.0,7.0,2.0,12.0,18.0,12.0,20.0,1.0,2.0,7.0,17.0,99,2.0,0.7058823529411765,0.75,1.0,0.3125,0.25,0.3125,0.3695652173913043,0.6,0.36363636363636365,0.3951612903225806,0.5,0.3684210526315789,0.45,0.5,0.40476190476190477,0.25806451612903225,21.448467966573816,0.7142857142857143,0.12345679012345678,0.17592592592592593,0.18518518518518517,0.14285714285714285,0.20967741935483872,0.3076923076923077,0.36363636363636365,0.75,0.25806451612903225,0.375,0.4,0.27419354838709675,0.4117647058823529,0.4117647058823529,0.8571428571428571,0.06451612903225806,0.1935483870967742,0.25,0.25,1.0,0.3333333333333333,,,,0.10526315789473684,,0.2631578947368421,0.2,0.46774193548387094,0.25,0.46690000000000004,0.49065,0.4619315789473683,0.11594202898550725,0.1346153846153846,0.09375,0.265625,9.958695652173915,24.45625,0.3103448275862069,2.0,3.0,2.0,3.0,2.0,5.0,9.0,2.0,9.0,3.0,4.0,1.0,3.0,,1.0,1.0,,2.0,4.0,1.0,3.0,4.0,3.0,,0.06521739130434782,0.15384615384615385,0.0625,0.2857142857142857,0.05263157894736842,0.3333333333333333,0.038461538461538464,0.047619047619047616,0.03333333333333333,0.029411764705882353,0.023255813953488372,,0.2631578947368421,0.08571428571428572,0.75,0.5,0.5,1.0,0.15789473684210525,,,,,,,,,,2.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.0967741935483871,0.1111111111111111,0.5,0.16666666666666666,0.3333333333333333,0.058823529411764705,,,,True,,,,,,,,,,,,,,,,,,
1922,1610612762,Francisco Elson,Francisco Elson,1922,UTA,3065.0,51,-32.0,93,95,33,33,6.0,188,2.0,3.0,,1.0,,1.0,1.0,1.0,3.0,4.0,,,,,,,6.0,8,,,1.0,13.0,116,,1.0,,,2.0,3.0,,,,4.0,10.0,2.0,,,,,1.0,1.0,2.0,1.0,,1.0,,,5.0,3.0,6.0,8.0,1.0,,1.0,1.0,,2.0,,5.0,5.0,3.0,2.0,,,1.0,4.0,33,,0.8333333333333334,0.8333333333333334,,,,,0.75,,0.6666666666666666,0.75,,0.6666666666666666,0.7222222222222222,,0.6666666666666666,,11.0,0.5,0.13636363636363635,0.14814814814814814,,0.3,0.375,0.6666666666666666,0.6666666666666666,1.0,0.125,1.0,1.0,0.5,0.75,0.75,0.6666666666666666,,,,,,1.0,,,,0.3333333333333333,,,,0.375,,0.48705,0.5399,0.42110000000000003,0.1111111111111111,0.1111111111111111,,0.3076923076923077,10.712499999999999,,0.3548387096774194,,,,,,2.0,1.0,2.0,2.0,,3.0,2.0,1.0,,,1.0,,,,,,,,,,,,1.0,0.06896551724137931,0.2,,0.044444444444444446,0.125,0.08333333333333333,,,0.5,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,True,,,,,,,,,,,,,,,,,,
2744,1610612762,Al Jefferson,Al Jefferson,2744,UTA,799.0,13,-10.0,25,22,4,8,5.0,47,,,,,,,,2.0,,,,,,,,,,2,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,,,,,,,,,,1.0,,,,,,4,,,,,,,,,,,,,,,,,,6.666666666666667,,0.5,0.6,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.3705,,,,,,,9.6,,0.16,,,,,,,2.0,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,0.6666666666666666,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,True,,,,,,,,,,,,,,,,,,
1952,1610612762,Raja Bell,Raja Bell,1952,UTA,3722.0,62,4.0,125,121,83,96,12.0,246,,2.0,,,,2.0,1.0,2.0,,5.0,3.0,1.0,4.0,,1.0,2.0,1.0,9,3.0,7.0,2.0,13.0,138,,2.0,,,,4.0,3.0,5.0,2.0,11.0,2.0,,9.0,,4.0,1.0,3.0,1.0,4.0,1.0,,1.0,1.0,1.0,9.0,3.0,5.0,5.0,,,,1.0,,1.0,,,4.0,3.0,2.0,,,,11.0,83,2.0,1.0,1.0,1.0,0.42857142857142855,0.6,0.42857142857142855,0.1111111111111111,,,0.34375,,0.5,0.38235294117647056,,0.55,0.4375,13.043478260869566,,0.10344827586206896,0.11904761904761904,0.125,0.09090909090909091,0.125,,,,0.125,0.5,0.5,0.3125,,,,0.1875,0.25,0.25,0.25,1.0,,,,,0.2222222222222222,,0.2222222222222222,0.5,0.5625,0.25,0.45907812500000006,0.3916,0.45637222222222223,,,,0.8461538461538461,13.855555555555554,24.471428571428568,0.664,2.0,3.0,,1.0,,,2.0,,,,1.0,,1.0,,,1.0,,,,,,,,,0.1111111111111111,0.5,,,,0.15384615384615385,,,,,,0.1,0.2222222222222222,,,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,,,,,2.0,,,,,,,1.0,,2.0,,,1.0,1.0,,,,,,0.6666666666666666,,,1.0,,True,,,,,,,,,,,,,,,,,,
200794,1610612762,Paul Millsap,Paul Millsap,200794,UTA,2430.0,40,-5.0,82,82,51,57,11.0,164,3.0,8.0,1.0,3.0,3.0,6.0,1.0,2.0,8.0,11.0,,,,,,,12.0,21,,,2.0,26.0,95,1.0,3.0,,2.0,9.0,13.0,,,,18.0,20.0,4.0,,,,,2.0,,2.0,,,1.0,,1.0,4.0,5.0,5.0,12.0,3.0,,2.0,1.0,1.0,4.0,2.0,3.0,4.0,2.0,4.0,,,2.0,18.0,51,,0.8333333333333334,0.9090909090909091,,,,,0.5714285714285714,0.3333333333333333,0.6923076923076923,0.5714285714285714,0.3333333333333333,0.6923076923076923,0.5652173913043478,0.25,0.6923076923076923,,28.125,0.75,0.19230769230769232,0.14705882352941177,0.3333333333333333,,0.38095238095238093,0.375,0.5,0.6666666666666666,0.09523809523809523,0.5,0.5,0.5238095238095238,0.7272727272727273,0.7272727272727273,0.875,,,,,,1.0,0.3333333333333333,,,0.46153846153846156,0.5,,,0.38095238095238093,,0.4680476190476191,0.6329333333333333,0.48123846153846156,0.08695652173913043,0.08695652173913043,0.07692307692307693,0.6923076923076923,10.28095238095238,,0.6219512195121951,,,2.0,2.0,2.0,5.0,,,7.0,1.0,3.0,1.0,2.0,,,,,1.0,1.0,1.0,,1.0,,,0.09523809523809523,0.25,,,0.19230769230769232,,0.14285714285714285,0.175,0.2727272727272727,,0.2,0.25,,0.14285714285714285,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.18181818181818182,,,,,,1.0,,,True,,,,,,,,,,,,,,,,,,
2248,1610612762,Earl Watson,Earl Watson,2248,UTA,5975.0,100,-21.0,181,186,19,24,18.0,367,6.0,8.0,1.0,1.0,2.0,2.0,,4.0,,2.0,,1.0,2.0,,,1.0,6.0,14,1.0,2.0,7.0,22.0,217,1.0,1.0,,2.0,2.0,3.0,,1.0,2.0,6.0,2.0,10.0,3.0,,1.0,1.0,10.0,4.0,14.0,4.0,,6.0,1.0,3.0,32.0,4.0,5.0,7.0,9.0,,8.0,1.0,1.0,10.0,2.0,3.0,13.0,7.0,8.0,,,3.0,6.0,19,1.0,0.16666666666666666,0.16666666666666666,1.0,0.5,,1.0,0.42857142857142855,1.0,0.6666666666666666,0.46875,1.0,0.5,0.55,1.0,0.6,0.125,14.77832512315271,0.9,0.08,0.07692307692307693,0.10526315789473684,0.09090909090909091,0.5,0.75,1.0,0.16666666666666666,0.25,,,0.125,,,,,0.125,0.5,0.5,1.0,1.0,1.0,1.0,,0.5,1.0,0.25,,0.625,1.0,0.5292533333333335,,0.5230666666666667,0.15789473684210525,0.17647058823529413,0.09090909090909091,0.2727272727272727,5.707142857142856,32.95,0.10497237569060773,,,,4.0,1.0,1.0,1.0,,2.0,1.0,8.0,1.0,7.0,,,,,1.0,2.0,2.0,,2.0,,,0.2857142857142857,0.25,0.5,,0.018867924528301886,0.06666666666666667,0.041666666666666664,0.025974025974025976,,0.05555555555555555,0.05,,,0.25,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,0.2,,,,,1.0,1.0,True,,,,,,,,,,,,,,,,,,
