EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted3s,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGA,LongMidRangeFGM,Fg2aBlocked,DefThreePtRebounds,FTDefRebounds,ShootingFouls,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefThreePtReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,LongMidRangeAssists,OffTwoPtRebounds,LostBallTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,AtRimPctBlocked,DefAtRimReboundPct,PenaltyCorner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,NonHeaveArc3FGA,Steals,LostBallSteals,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,Arc3Frequency,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyCorner3FGM,PenaltyFG3M,PenaltyFtPoints,PtsAssisted3s,BadPassSteals,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Assisted3sPct,PenaltyFg3Pct,Corner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,PenaltyAtRimFGA,PenaltyAtRimFrequency,DeadBallTurnovers,Travels,ShortMidRangeAssists,SelfOReb,SelfORebPct,PenaltyAtRimFGM,Arc3FGM,NonHeaveArc3FGM,PenaltyTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,BlocksRecoveredPct,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimAccuracy,NonHeaveArc3Accuracy,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,HeaveAttempts,Fg3aBlocked,Arc3Assists,FTOffRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,BlockingFouls,Charge Fouls,Offensive Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,BlockedShortMidRange,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,DefCorner3ReboundPct,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,3SecondViolations,Defensive 3 Seconds Violations,DefensiveGoaltends,StepOutOfBoundsTurnovers,BlockedCorner3,OffensiveGoaltends,Corner3PctBlocked,Clear Path Fouls
101150,1610612755,Lou Williams,Lou Williams,101150,PHI,963.0,16,-3.0,29,28,4.0,1.0,4.0,57,1.0,2.0,2.0,1.0,1.0,1.0,4,1.0,1.0,3.0,8.0,34,2.0,3.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,0.25,0.5,0.5714285714285714,0.2,24.242424242424242,1.0,0.16666666666666666,0.3333333333333333,0.125,0.0625,1.0,0.5,0.4,0.5,0.5,1.0,0.4,0.2,1.0,1.0,0.6,0.48322000000000004,0.2857142857142857,0.3333333333333333,10.100000000000001,22.5,0.13793103448275862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,1610612755,Tony Battie,Tony Battie,1499,PHI,660.0,11,-7.0,18,18,,,2.0,36,,1.0,2.0,,,1.0,4,,,,2.0,25,2.0,,,,,,,,,,2.0,,2.0,,,,2.0,,,,,,1.0,1.0,,,0.25,0.25,0.25,,18.181818181818183,,,,0.16666666666666666,,,,0.25,,,,0.5,,,,0.25,0.410175,,,14.0,,,1.0,1.0,1.0,1.0,1.0,2.0,0.25,1.0,0.5,0.5,0.5,0.25,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201152,1610612755,Thaddeus Young,Thaddeus Young,201152,PHI,741.0,12,-7.0,21,22,1.0,9.0,2.0,43,2.0,2.0,,,,3.0,4,,,,6.0,28,2.0,,1.0,,1.0,,,2.0,1.0,,,2.0,2.0,1.0,,1.0,3.0,1.0,,,,1.0,0.3333333333333333,0.5,,,0.75,0.75,0.75,,19.23076923076923,1.0,,0.25,,0.13333333333333333,,,0.5,1.0,1.0,,,,,,0.5,0.5356000000000001,,,5.300000000000001,,0.047619047619047616,2.0,,,,,1.0,,,,,,0.5,,,,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09090909090909091,0.25,0.3333333333333333,0.5,0.5,1.0,1.0,1.0,0.6116,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202323,1610612755,Evan Turner,Evan Turner,202323,PHI,770.0,13,-11.0,23,23,5.0,6.0,4.0,46,1.0,3.0,,,,2.0,5,,,,4.0,33,2.0,,1.0,,1.0,,,2.0,,1.0,1.0,,1.0,,,,,,,,,5.0,0.5,0.5,,,0.4,0.4,0.4,,17.857142857142854,,0.3333333333333333,,0.2,,,,0.6,0.3333333333333333,0.5,1.0,,,,,0.6,0.5564,,,4.640000000000001,,0.21739130434782608,2.0,,1.0,,,,0.2,,,,,0.4,,,,,,1.0,,,,2.0,,1.0,,,,,,,,,,,,0.5,0.5,,,,,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202342,1610612755,Craig Brackins,Craig Brackins,202342,PHI,1970.0,33,-11.0,58,59,11.0,16.0,8.0,117,1.0,3.0,5.0,,1.0,4.0,11,,5.0,,8.0,72,6.0,,1.0,,1.0,,1.0,2.0,,2.0,2.0,2.0,4.0,,,,3.0,2.0,,,,11.0,0.75,0.75,,,0.36363636363636365,0.25,0.25,0.3125,22.857142857142858,,0.125,,0.1,0.05405405405405406,,,0.1875,0.3333333333333333,0.5,1.0,0.3125,0.0625,,,0.5,0.467440625,,,11.736363636363636,25.18,0.1896551724137931,3.0,3.0,1.0,,,1.0,0.09090909090909091,,,,,0.1875,0.6,0.6,0.6666666666666666,1.0,3.0,,1.0,4.0,2.0,2.0,,,2.0,,1.0,1.0,1.0,0.25,0.2,0.2,0.07407407407407407,,,,,,0.6,0.3333333333333333,0.5070333333333333,0.25,0.3333333333333333,,1.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,0.3333333333333333,0.2,0.2,0.09090909090909091,0.125,0.6666666666666666,0.25,1.0,0.2,0.2,0.2,0.44123,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201975,1610612755,Jodie Meeks,Jodie Meeks,201975,PHI,1773.0,30,-10.0,53,55,11.0,16.0,7.0,108,1.0,1.0,1.0,1.0,3.0,3.0,4,1.0,5.0,4.0,13.0,67,6.0,,1.0,,1.0,,,2.0,,2.0,3.0,,3.0,,,,,2.0,,4.0,1.0,11.0,1.0,1.0,0.2,0.2,0.75,0.5,0.65,0.5555555555555556,15.873015873015873,,0.13333333333333333,,0.1111111111111111,,,0.2222222222222222,0.1111111111111111,1.0,1.0,1.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5287666666666666,0.2,0.25,10.15,24.52,0.20754716981132076,2.0,1.0,,,1.0,,,,0.3333333333333333,,,0.2222222222222222,1.0,1.0,1.0,,,1.0,1.0,1.0,2.0,,,1.0,,,,,,1.0,0.5,0.5,,,,0.5,0.5,1.0,,,0.4351,0.15384615384615385,,,1.0,2.0,1.0,1.0,1.0,,,2.0,6.0,2.0,1.0,,6.0,,0.75,1.0,,,,0.2222222222222222,,0.5,0.5,0.5,0.51915,0.46153846153846156,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738,1610612755,Andre Iguodala,Andre Iguodala,2738,PHI,414.0,7,-1.0,13,13,2.0,7.0,1.0,26,,,1.0,,,,1,,,,,15,,,2.0,,2.0,,,4.0,,,,,,,,,,1.0,,,,2.0,,,,,,,,,6.666666666666667,,,,,,,,,,,,1.0,,,,,0.4388,,,16.9,,0.15384615384615385,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201150,1610612755,Spencer Hawes,Spencer Hawes,201150,PHI,280.0,5,-7.0,8,9,,2.0,,17,,,,,,,1,,,,,12,,,,,,,,,,2.0,2.0,,2.0,,,,,,,,,,,,,,,,,,12.5,,1.0,,0.6666666666666666,,,1.0,,,,,,,,,,0.3775,,,13.2,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201578,1610612755,Marreese Speights,Marreese Speights,201578,PHI,513.0,9,2.0,15,16,9.0,7.0,2.0,31,1.0,2.0,1.0,,,1.0,4,,,1.0,3.0,13,2.0,,1.0,,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,3.0,,,,,1.0,,1.0,1.0,9.0,1.0,1.0,,,0.25,0.25,0.375,,23.52941176470588,,0.25,0.3333333333333333,0.2,0.25,,,0.5,0.5,0.5,1.0,0.25,,,,0.5,0.58265,0.25,0.25,5.625,,0.6,1.0,,,,,,,,,,,0.25,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,0.2,,0.3333333333333333,,,,1.0,,0.733,,,,,,,,,,2.0,,,,,,,,,,1.0,,0.5,,,,,,0.5520499999999999,,,,,,,1.0,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804,1610612755,Andres Nocioni,Andres Nocioni,2804,PHI,646.0,11,2.0,20,19,5.0,1.0,4.0,39,,,,,,1.0,2,,1.0,1.0,3.0,20,,,,,,,,,,1.0,1.0,,1.0,,,1.0,1.0,1.0,,2.0,1.0,5.0,,,,,0.5,0.3333333333333333,0.375,0.3333333333333333,20.0,,0.16666666666666666,,0.16666666666666666,,,0.3333333333333333,,,,,,,,,0.3333333333333333,0.42819999999999997,0.25,0.3333333333333333,7.699999999999999,25.6,0.25,2.0,,1.0,,,1.0,0.5,0.5,,,,0.6666666666666666,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,0.5,1.0,,,,,,,,,1.0,,,,,,,1.0,1.0,,,1.0,,,0.5,,,,0.3333333333333333,,,,,,0.3333333333333333,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
