EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsPutbacks,3SecondViolations,Defensive 3 Seconds Violations,BlockingFouls,Blocked3s,BlockedArc3,BlockedLongMidRange,DefensiveGoaltends,SecondChanceCorner3FGM,StepOutOfBoundsTurnovers,BlockedCorner3,OffensiveGoaltends,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,on
101150,1610612755,Lou Williams,Lou Williams,101150,PHI,47836.0,797,114.0,1564,1522,488,576,169,3086,40.0,70.0,3.0,6.0,11.0,20.0,19.0,59.0,37.0,103.0,11.0,24.0,2.0,1.0,2.0,36.0,117.0,5.0,9.0,12.0,49.0,96.0,232.0,47.0,141.0,160.0,493.0,1639,7.0,14.0,5.0,11.0,9.0,38.0,34.0,79.0,13.0,51.0,79.0,186.0,80.0,112.0,93.0,48.0,3.0,114.0,36.0,23.0,4.0,88.0,13.0,101.0,11.0,2.0,37.0,15.0,36.0,215.0,3.0,9.0,1.0,20.0,35,2.0,57,13.0,70,3.0,18.0,13.0,5.0,21.0,3.0,11.0,16.0,5.0,10.0,2.0,37.0,3.0,11.0,25.0,57.0,1.0,1.0,5.0,119.0,1.0,2.0,5.0,4.0,186.0,11.0,1.0,8.0,61.0,7.0,24.0,4.0,2.0,2.0,4.0,3.0,183.0,484,12.0,20.0,0.4166666666666667,0.4166666666666667,0.6595744680851063,0.3333333333333333,0.45454545454545453,0.2549019607843137,0.34057971014492755,0.41379310344827586,0.5,0.43037974683544306,0.44638069705093836,0.58,0.4115384615384615,0.5353200883002207,0.6551724137931034,0.5261627906976745,0.3780160857908847,0.028368794326241134,0.09913793103448276,0.11428571428571428,0.1864406779661017,0.038834951456310676,0.03418803418803419,27.936145952109467,0.5675675675675675,0.03333333333333333,0.02,0.0682261208576998,0.016822429906542057,0.10582010582010581,0.01910828025477707,0.07834757834757834,0.017341040462427744,0.015384615384615385,0.0273224043715847,0.009009009009009009,0.015873015873015872,0.03225806451612903,0.04516129032258064,0.05142857142857143,0.10382513661202186,0.11333333333333333,0.07692307692307693,0.015463917525773196,0.75,0.1876675603217158,0.5714285714285714,0.6451612903225806,0.425,0.1581769436997319,0.3220338983050847,0.3958333333333333,0.15789473684210525,0.2761394101876676,0.3592233009708738,0.37373737373737376,0.5405405405405406,0.064343163538874,0.4583333333333333,0.4583333333333333,1.0,0.3136729222520107,0.3076923076923077,0.3185840707964602,0.5555555555555556,0.24,0.5,0.6666666666666666,0.08,0.36,0.5555555555555556,1.0,0.15384615384615385,0.55,0.015384615384615385,0.5,0.3769230769230769,0.24489795918367346,0.5656836461126006,0.3157894736842105,0.48381680216802186,0.5362289473684211,0.45759566929133855,0.1585081585081585,0.21631205673758866,0.047619047619047616,0.07707910750507099,0.3772819472616633,10.537500000000003,26.106382978723403,0.31202046035805625,,,,,,,,,,,,,,,,,True
1499,1610612755,Tony Battie,Tony Battie,1499,PHI,12221.0,204,11.0,387,381,118,145,34,768,6.0,9.0,1.0,2.0,2.0,3.0,9.0,16.0,10.0,25.0,,,,,,1.0,2.0,,,,,25.0,50.0,1.0,2.0,3.0,56.0,387,2.0,6.0,,,3.0,7.0,6.0,14.0,,,2.0,14.0,40.0,10.0,3.0,,,2.0,1.0,,,6.0,1.0,7.0,1.0,,4.0,1.0,1.0,15.0,2.0,5.0,,9.0,27,4.0,40,7.0,47,,4.0,2.0,2.0,3.0,,2.0,3.0,,1.0,,6.0,,1.0,17.0,28.0,,3.0,,8.0,1.0,3.0,1.0,,7.0,1.0,,,2.0,,2.0,8.0,6.0,2.0,8.0,3.0,14.0,118,2.0,2.0,0.8,0.8333333333333334,1.0,0.5,,,0.5,0.5,0.3333333333333333,0.42857142857142855,0.5096153846153846,0.3333333333333333,0.42857142857142855,0.509090909090909,0.3888888888888889,0.4375,0.038461538461538464,,,,,,,14.420803782505908,0.5,0.26666666666666666,,0.21951219512195122,0.03676470588235294,0.14754098360655737,0.05555555555555555,0.1956521739130435,0.040697674418604654,,0.07547169811320754,0.015625,0.07142857142857142,,0.13333333333333333,0.175,0.3018867924528302,0.1590909090909091,0.11764705882352941,,0.375,0.17307692307692307,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.3076923076923077,0.5625,0.5625,0.5555555555555556,0.4807692307692308,0.4,0.4,1.0,,,,,0.038461538461538464,0.5,0.5,1.0,0.3333333333333333,0.5,1.0,,,,,0.21428571428571427,0.6666666666666666,,,,,0.21153846153846154,0.5,0.44737019230769237,0.5489166666666666,0.4406785714285714,0.03773584905660377,0.0392156862745098,,0.125,0.25,12.281999999999998,27.85,0.3049095607235142,2.0,3.0,2.0,,,,,,,,,,,,,,True
1882,1610612755,Elton Brand,Elton Brand,1882,PHI,138276.0,2305,194.0,4396,4351,769,867,495,8747,116.0,182.0,42.0,67.0,14.0,19.0,198.0,401.0,113.0,233.0,,,,,,,,,,,,427.0,816.0,,,184.0,1038.0,4575,79.0,141.0,,,38.0,196.0,56.0,118.0,,,52.0,164.0,566.0,288.0,,,,,,35.0,,70.0,26.0,96.0,21.0,5.0,29.0,13.0,28.0,218.0,37.0,145.0,3.0,69.0,258,33.0,360,185.0,545,18.0,75.0,50.0,25.0,45.0,5.0,8.0,40.0,4.0,37.0,9.0,85.0,9.0,11.0,110.0,195.0,2.0,14.0,8.0,196.0,2.0,19.0,4.0,2.0,238.0,21.0,,,111.0,,19.0,81.0,52.0,26.0,83.0,51.0,164.0,764,10.0,15.0,0.6627634660421545,0.7331606217616581,,,,,,0.5232843137254902,0.5602836879432624,0.4745762711864407,0.5232843137254902,0.5602836879432624,0.4745762711864407,0.5610810810810811,0.6012269938650306,0.5540540540540541,,,0.0428921568627451,0.1043956043956044,0.03740648379052369,0.004291845493562232,,20.281407035175878,0.5294117647058824,0.27049180327868855,0.026785714285714284,0.16216216216216217,0.09079524107701942,0.1554054054054054,0.07889125799573561,0.16068796068796068,0.08809293320425944,0.1366906474820144,0.0784313725490196,0.07108239095315025,0.08831908831908832,0.05084745762711865,0.18292682926829268,0.17540322580645162,0.13432835820895522,0.1466275659824047,0.18446601941747573,0.05113636363636364,0.6144578313253012,0.22303921568627452,0.6373626373626373,0.7116564417177914,0.6120689655172413,0.49142156862745096,0.4937655860349127,0.5129533678756477,0.5909090909090909,0.2855392156862745,0.48497854077253216,0.4870689655172414,0.8407079646017699,,,,,,,,,0.475177304964539,0.6268656716417911,0.16666666666666666,,,,,0.16101694915254236,0.7368421052631579,,,,,0.22303921568627452,,0.4527196078431373,0.5173583333333335,0.4389906779661017,0.12251655629139073,0.12251655629139073,,0.18882466281310212,0.1579961464354528,9.79252450980392,,0.17493175614194723,82.0,9.0,6.0,1.0,2.0,2.0,3.0,,,,,,,,,,True
201152,1610612755,Thaddeus Young,Thaddeus Young,201152,PHI,75695.0,1262,125.0,2420,2436,708,825,254,4856,201.0,274.0,38.0,62.0,45.0,60.0,41.0,103.0,44.0,105.0,,2.0,,,,4.0,12.0,1.0,2.0,3.0,5.0,286.0,482.0,4.0,14.0,76.0,660.0,2581,41.0,74.0,1.0,2.0,8.0,93.0,64.0,109.0,3.0,5.0,21.0,158.0,390.0,182.0,9.0,3.0,1.0,11.0,4.0,23.0,,31.0,15.0,46.0,12.0,3.0,19.0,3.0,9.0,107.0,19.0,69.0,1.0,39.0,105,18.0,162,89.0,251,15.0,54.0,34.0,20.0,26.0,3.0,9.0,26.0,5.0,17.0,5.0,52.0,1.0,10.0,63.0,116.0,6.0,10.0,6.0,100.0,9.0,8.0,6.0,3.0,99.0,19.0,,,52.0,,7.0,14.0,8.0,6.0,14.0,9.0,158.0,703,14.0,3.0,0.6818181818181818,0.76171875,0.75,0.2857142857142857,0.5,0.6,0.3076923076923077,0.5933609958506224,0.5540540540540541,0.5871559633027523,0.5887096774193549,0.5592105263157895,0.6008771929824561,0.6156716417910447,0.5740740740740741,0.6370967741935484,0.028225806451612902,,0.04771784232365145,0.058394160583941604,0.06796116504854369,,,21.65745856353591,0.5,0.2222222222222222,0.014925373134328358,0.13092269326683292,0.08373786407766991,0.1270358306188925,0.08016877637130802,0.12984670874661858,0.08294062205466542,0.11790393013100436,0.10112359550561797,0.04573170731707317,0.08743169398907104,0.05555555555555555,0.11864406779661017,0.15808823529411764,0.11564625850340136,0.12,0.15789473684210525,0.08287292817679558,0.6428571428571429,0.5524193548387096,0.7335766423357665,0.7790697674418605,0.681592039800995,0.20766129032258066,0.39805825242718446,0.4270833333333333,0.6341463414634146,0.21169354838709678,0.41904761904761906,0.41904761904761906,0.7272727272727273,0.004032258064516129,,,,0.024193548387096774,0.3333333333333333,0.3333333333333333,0.75,0.8157894736842105,0.6129032258064516,0.10526315789473684,,0.02631578947368421,0.5,1.0,0.5263157894736842,0.75,,,0.043859649122807015,0.6,0.5806451612903226,0.36363636363636365,0.5376006060606061,0.5765950819672132,0.5311137168141593,0.09829867674858223,0.10097087378640776,,0.1409090909090909,0.23939393939393938,6.28921161825726,27.735714285714284,0.29256198347107437,60.0,1.0,3.0,1.0,,,,2.0,,,,,,,,,True
201950,1610612755,Jrue Holiday,Jrue Holiday,201950,PHI,174046.0,2901,175.0,5559,5540,1123,1264,609,11099,170.0,307.0,16.0,28.0,39.0,55.0,80.0,218.0,115.0,252.0,22.0,60.0,11.0,2.0,9.0,59.0,162.0,6.0,13.0,11.0,35.0,365.0,777.0,81.0,222.0,172.0,1145.0,5865,28.0,56.0,9.0,24.0,7.0,90.0,76.0,141.0,13.0,44.0,58.0,249.0,200.0,530.0,174.0,69.0,2.0,160.0,59.0,55.0,5.0,434.0,97.0,531.0,60.0,37.0,203.0,83.0,148.0,1159.0,9.0,57.0,2.0,58.0,195,11.0,264,68.0,332,20.0,120.0,74.0,46.0,162.0,21.0,109.0,56.0,4.0,53.0,13.0,218.0,12.0,43.0,85.0,203.0,4.0,2.0,4.0,177.0,1.0,1.0,14.0,3.0,209.0,31.0,,6.0,93.0,,24.0,22.0,11.0,4.0,29.0,16.0,247.0,1115,30.0,18.0,0.273972602739726,0.2785515320334262,0.7160493827160493,0.36486486486486486,0.375,0.29545454545454547,0.36818181818181817,0.4697554697554698,0.5,0.5390070921985816,0.486986986986987,0.51875,0.5162162162162162,0.5253456221198156,0.5426829268292683,0.5763888888888888,0.2222222222222222,0.02252252252252252,0.07078507078507079,0.10749185667752444,0.0871559633027523,0.011904761904761904,0.024691358024691357,20.723160242115323,0.7431192660550459,0.0658682634730539,0.013793103448275862,0.09933774834437085,0.028585757271815445,0.09523809523809523,0.015734265734265736,0.09836702954898911,0.025720966484801246,0.03415559772296015,0.03183791606367583,0.02190721649484536,0.009195402298850575,0.0364963503649635,0.06375838926174497,0.08108108108108109,0.14363143631436315,0.09663865546218488,0.09022556390977443,0.041407867494824016,0.5517241379310345,0.3073073073073073,0.5537459283387622,0.6204379562043796,0.29411764705882354,0.2182182182182182,0.3669724770642202,0.4020100502512563,0.175,0.25225225225225223,0.45634920634920634,0.46184738955823296,0.3130434782608696,0.06006006006006006,0.36666666666666664,0.3728813559322034,1.0,0.16216216216216217,0.36419753086419754,0.37341772151898733,0.6101694915254238,0.35,0.5714285714285714,0.375,0.1375,0.1625,0.46153846153846156,0.6666666666666666,0.2972972972972973,0.7090909090909091,0.04864864864864865,0.2222222222222222,0.1891891891891892,0.3142857142857143,0.5295295295295295,0.36875,0.5050070783132531,0.5101840579710144,0.49436010928961743,0.08765315739868049,0.11084624553039332,,0.07860262008733625,0.21746724890829694,8.956113256113252,25.278378378378378,0.20201475085447024,12.0,,2.0,4.0,7.0,1.0,7.0,2.0,3.0,3.0,6.0,1.0,0.016666666666666666,0.2727272727272727,1.0,,True
202323,1610612755,Evan Turner,Evan Turner,202323,PHI,61914.0,1032,-22.0,1984,1996,499,548,225,3980,36.0,57.0,4.0,9.0,9.0,14.0,28.0,80.0,53.0,124.0,5.0,10.0,3.0,2.0,2.0,6.0,16.0,,3.0,1.0,5.0,117.0,261.0,11.0,26.0,61.0,328.0,2155,7.0,31.0,,6.0,6.0,20.0,26.0,57.0,3.0,7.0,31.0,92.0,136.0,98.0,27.0,6.0,1.0,15.0,6.0,25.0,,66.0,15.0,81.0,7.0,8.0,34.0,12.0,20.0,177.0,4.0,24.0,,29.0,112,14.0,155,28.0,183,2.0,25.0,10.0,15.0,32.0,5.0,20.0,16.0,4.0,12.0,2.0,48.0,4.0,11.0,45.0,69.0,1.0,,3.0,62.0,,2.0,4.0,1.0,75.0,6.0,,5.0,27.0,,11.0,7.0,2.0,2.0,8.0,5.0,92.0,495,8.0,10.0,0.5811965811965812,0.591304347826087,0.8181818181818182,0.4230769230769231,,0.42857142857142855,0.44,0.4482758620689655,0.22580645161290322,0.45614035087719296,0.4651567944250871,0.1891891891891892,0.4765625,0.5078369905956113,0.24390243902439024,0.5625,0.09059233449477352,,0.09578544061302682,0.12280701754385964,0.175,0.03225806451612903,,16.2677304964539,0.6666666666666666,0.23333333333333334,,0.1654357459379616,0.03278688524590164,0.12133891213389121,0.023255813953488372,0.1539301310043668,0.030973451327433628,0.0446927374301676,0.03296703296703297,0.025,0.030303030303030304,,0.14583333333333334,0.19008264462809918,0.15637860082304528,0.10869565217391304,0.16363636363636364,0.015384615384615385,0.625,0.1986062717770035,0.631578947368421,0.72,0.5,0.2787456445993031,0.35,0.42424242424242425,0.39285714285714285,0.43205574912891986,0.4274193548387097,0.44166666666666665,0.7358490566037735,0.03484320557491289,0.5,0.5,1.0,0.05574912891986063,0.375,0.375,0.6666666666666666,0.24324324324324326,0.4444444444444444,,0.08108108108108109,0.08108108108108109,,,0.21875,0.6428571428571429,0.03125,1.0,0.078125,0.2,0.289198606271777,0.4,0.4649407017543859,0.49822031250000004,0.45475483870967737,0.08766233766233766,0.09574468085106383,,0.06097560975609756,0.2804878048780488,11.46590038314176,26.5923076923077,0.25151209677419356,4.0,,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,True
2738,1610612755,Andre Iguodala,Andre Iguodala,2738,PHI,115160.0,1919,159.0,3668,3661,650,739,406,7329,122.0,173.0,10.0,20.0,18.0,33.0,21.0,69.0,79.0,220.0,15.0,31.0,,1.0,3.0,37.0,114.0,5.0,8.0,5.0,29.0,222.0,462.0,52.0,145.0,156.0,756.0,3808,14.0,39.0,5.0,8.0,9.0,52.0,32.0,82.0,6.0,32.0,60.0,142.0,198.0,246.0,126.0,30.0,2.0,112.0,37.0,18.0,,265.0,79.0,344.0,52.0,27.0,123.0,63.0,79.0,767.0,5.0,45.0,,66.0,168,22.0,256,50.0,306,6.0,77.0,53.0,24.0,59.0,20.0,36.0,54.0,9.0,23.0,11.0,113.0,7.0,14.0,47.0,85.0,3.0,2.0,6.0,194.0,,7.0,9.0,,225.0,15.0,1.0,,100.0,2.0,18.0,30.0,12.0,13.0,32.0,19.0,140.0,642,6.0,14.0,0.44594594594594594,0.4604651162790698,0.8076923076923077,0.3586206896551724,0.625,0.1875,0.36363636363636365,0.4805194805194805,0.358974358974359,0.3902439024390244,0.4942339373970346,0.4574468085106383,0.35964912280701755,0.5316455696202531,0.49056603773584906,0.47333333333333333,0.23887973640856672,,0.03896103896103896,0.06358381502890173,0.07246376811594203,0.00909090909090909,,19.783653846153847,0.5221238938053098,0.22,,0.1253731343283582,0.033632286995515695,0.17098445595854922,0.012594458438287154,0.13557358053302435,0.02881844380403458,0.03867403314917127,0.04666666666666667,0.019011406844106463,0.010067114093959731,0.020202020202020204,0.06367924528301887,0.11940298507462686,0.18093385214007782,0.17704918032786884,0.14814814814814814,0.019736842105263157,0.59375,0.28500823723228996,0.7052023121387283,0.7530864197530864,0.6065573770491803,0.11367380560131796,0.30434782608695654,0.328125,0.19047619047619047,0.3624382207578254,0.35909090909090907,0.3623853211009174,0.26582278481012656,0.051070840197693576,0.4838709677419355,0.4838709677419355,1.0,0.18780889621087316,0.32456140350877194,0.32456140350877194,0.7297297297297297,0.425531914893617,0.5,0.1,,0.1702127659574468,0.625,0.8,0.2894736842105263,0.5454545454545454,0.02631578947368421,0.3333333333333333,0.2543859649122807,0.1724137931034483,0.5238879736408567,0.33035714285714285,0.5102759105960266,0.5163988636363638,0.45634099099099096,0.1471861471861472,0.18281535648994515,0.0136986301369863,0.06878306878306878,0.18783068783068782,10.580303030303034,25.796551724137935,0.1772082878953108,14.0,1.0,,,2.0,1.0,5.0,3.0,,1.0,1.0,,,,,,True
2804,1610612755,Andres Nocioni,Andres Nocioni,2804,PHI,33550.0,559,-81.0,1088,1090,278,259,108,2178,26.0,41.0,4.0,7.0,4.0,7.0,10.0,29.0,12.0,27.0,11.0,28.0,1.0,4.0,8.0,16.0,44.0,1.0,4.0,4.0,13.0,48.0,97.0,27.0,72.0,35.0,212.0,1199,6.0,10.0,2.0,5.0,5.0,23.0,10.0,22.0,8.0,21.0,19.0,63.0,60.0,36.0,81.0,,,44.0,16.0,7.0,,25.0,2.0,27.0,2.0,,6.0,7.0,12.0,56.0,3.0,9.0,,24.0,63,12.0,99,12.0,111,,10.0,5.0,5.0,12.0,5.0,8.0,16.0,1.0,4.0,4.0,28.0,1.0,7.0,23.0,54.0,3.0,2.0,3.0,42.0,1.0,5.0,7.0,2.0,43.0,7.0,,,18.0,,7.0,8.0,6.0,2.0,8.0,6.0,63.0,278,9.0,5.0,0.625,0.6818181818181818,1.0,0.375,0.4,0.38095238095238093,0.375,0.4948453608247423,0.6,0.45454545454545453,0.5236686390532544,0.6,0.5116279069767442,0.5668449197860963,0.6764705882352942,0.5943396226415094,0.4260355029585799,,0.07216494845360824,0.024390243902439025,0.20689655172413793,,,17.768595041322314,0.42857142857142855,0.34285714285714286,,0.17073170731707318,0.02406417112299465,0.21238938053097345,0.02654867256637168,0.18049792531120332,0.024640657084188913,0.02197802197802198,0.019867549668874173,0.030303030303030304,0.024691358024691357,0.03125,0.09259259259259259,0.1794871794871795,0.2222222222222222,0.22580645161290322,0.15,,0.75,0.24260355029585798,0.6341463414634146,0.65,0.6538461538461539,0.17159763313609466,0.3448275862068966,0.43478260869565216,0.4,0.15976331360946747,0.4444444444444444,0.4444444444444444,0.75,0.16568047337278108,0.39285714285714285,0.39285714285714285,1.0,0.2603550295857988,0.36363636363636365,0.36363636363636365,1.0,0.4666666666666667,0.5714285714285714,0.25,0.06666666666666667,0.26666666666666666,0.25,1.0,0.16279069767441862,0.5714285714285714,0.18604651162790697,0.5,0.3023255813953488,0.3076923076923077,0.6686390532544378,0.36363636363636365,0.526030769230769,0.5442038461538462,0.4806755813953488,0.1,0.16666666666666666,,0.10849056603773585,0.2971698113207547,8.577319587628864,24.64999999999999,0.2555147058823529,8.0,,,,,,,,1.0,,,,,1.0,1.0,,True
201578,1610612755,Marreese Speights,Marreese Speights,201578,PHI,22113.0,369,43.0,717,715,182,191,76,1432,34.0,55.0,14.0,20.0,9.0,15.0,8.0,25.0,31.0,65.0,,,,,,,2.0,,,,1.0,73.0,145.0,,2.0,23.0,169.0,722,19.0,29.0,,,9.0,47.0,14.0,33.0,,1.0,3.0,31.0,96.0,50.0,,,,2.0,,10.0,,13.0,2.0,15.0,1.0,1.0,8.0,2.0,3.0,32.0,4.0,30.0,,22.0,48,6.0,76,34.0,110,5.0,3.0,1.0,2.0,9.0,1.0,3.0,11.0,1.0,6.0,1.0,20.0,5.0,5.0,37.0,64.0,,6.0,6.0,35.0,1.0,5.0,10.0,,33.0,1.0,,,15.0,,2.0,9.0,8.0,1.0,9.0,6.0,31.0,182,6.0,2.0,0.6575342465753424,0.8135593220338984,,,,,,0.503448275862069,0.6551724137931034,0.42424242424242425,0.4965986394557823,0.6551724137931034,0.4117647058823529,0.5184049079754601,0.6911764705882353,0.4189189189189189,0.013605442176870748,,0.06896551724137931,0.10909090909090909,0.12,0.015384615384615385,,22.564734895191123,0.45,0.2857142857142857,,0.2,0.11235955056179775,0.25287356321839083,0.07407407407407407,0.21406727828746178,0.1059190031152648,0.13157894736842105,0.1566265060240964,0.06481481481481481,0.0975609756097561,,0.15254237288135594,0.23469387755102042,0.1927710843373494,0.2535211267605634,0.25,0.07936507936507936,0.6666666666666666,0.3741496598639456,0.6181818181818182,0.6938775510204082,0.5588235294117647,0.17006802721088435,0.32,0.36363636363636365,0.25,0.4421768707482993,0.47692307692307695,0.484375,0.8709677419354839,,,,,0.013605442176870748,,,,0.6896551724137931,0.7,0.07142857142857142,,,,,0.4411764705882353,0.6,,,0.029411764705882353,,0.3877551020408163,,0.4827207482993196,0.5684576923076924,0.506516176470588,0.09316770186335403,0.09433962264150944,,0.2781065088757396,0.1834319526627219,9.697241379310345,27.299999999999997,0.25383542538354253,28.0,2.0,,1.0,,,,,,,,,,,,,True
201975,1610612755,Jodie Meeks,Jodie Meeks,201975,PHI,92097.0,1535,132.0,2946,2946,467,524,316,5892,48.0,81.0,4.0,6.0,4.0,4.0,11.0,36.0,23.0,60.0,34.0,74.0,2.0,3.0,10.0,80.0,214.0,6.0,18.0,13.0,37.0,82.0,177.0,114.0,288.0,130.0,636.0,3125,7.0,14.0,8.0,20.0,6.0,44.0,9.0,18.0,16.0,47.0,36.0,102.0,126.0,38.0,333.0,9.0,1.0,213.0,80.0,21.0,2.0,41.0,16.0,57.0,12.0,4.0,15.0,6.0,20.0,130.0,2.0,12.0,,30.0,81,3.0,114,14.0,128,2.0,46.0,29.0,17.0,22.0,5.0,12.0,20.0,7.0,10.0,3.0,42.0,3.0,4.0,34.0,73.0,,1.0,2.0,96.0,3.0,2.0,12.0,,144.0,9.0,1.0,24.0,43.0,3.0,18.0,4.0,2.0,2.0,4.0,3.0,95.0,461,8.0,10.0,0.7682926829268293,0.7875,0.9736842105263158,0.3958333333333333,0.4,0.3404255319148936,0.397212543554007,0.4632768361581921,0.5,0.5,0.5440860215053763,0.5588235294117647,0.5076923076923077,0.5934489402697495,0.5945945945945946,0.6024096385542169,0.6193548387096774,0.006944444444444444,0.11864406779661017,0.13580246913580246,0.25,0.016666666666666666,0.009345794392523364,16.847498493068112,0.5238095238095238,0.03488372093023256,,0.07788461538461539,0.011846001974333662,0.1,0.005952380952380952,0.08283582089552238,0.010378057820607857,0.021052631578947368,0.00872093023255814,0.0078125,0.0038910505836575876,0.012658227848101266,0.09287925696594428,0.051829268292682924,0.08740359897172237,0.10480349344978165,0.08450704225352113,0.00819672131147541,0.75,0.17419354838709677,0.5925925925925926,0.6857142857142857,0.6875,0.07741935483870968,0.3055555555555556,0.4074074074074074,0.7272727272727273,0.12903225806451613,0.38333333333333336,0.3898305084745763,0.9565217391304348,0.15913978494623657,0.4594594594594595,0.4594594594594595,0.9705882352941176,0.46021505376344085,0.37383177570093457,0.37735849056603776,0.975,0.17647058823529413,0.6666666666666666,0.25,0.058823529411764705,0.5294117647058824,0.3333333333333333,1.0,0.06153846153846154,1.0,0.15384615384615385,0.3,0.5692307692307692,0.35135135135135137,0.7935483870967742,0.3755868544600939,0.554750646551724,0.5554339285714286,0.5011609375,0.09181636726546906,0.2037914691943128,0.010344827586206896,0.06918238993710692,0.16037735849056603,8.497740112994354,25.06770833333334,0.15852002715546504,4.0,,,3.0,,,,,2.0,2.0,,,,1.0,1.0,,True
