EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3A,PenaltyFtPoints,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,Corner3Assists,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Charge Fouls,Loose Ball Fouls,Technical Free Throw Trips,NonShootingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFoulsDrawn,AtRimPctBlocked,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceCorner3FGA,SecondChanceFtPoints,OffThreePtRebounds,FTOffRebounds,SelfOReb,Travels,SecondChanceTurnovers,BlockingFouls,Charge Fouls Drawn,BlockingFoulsDrawn,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,Blocked3s,BlockedCorner3,BlockedLongMidRange,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,on,OffensiveGoaltends,Clear Path Fouls,HeaveMakes,BlockedArc3
101121,1610612739,Joey Graham,Joey Graham,101121,CLE,5984.0,100,-3.0,197,194,85.0,91,22,391,2.0,3,1.0,2.0,6.0,5.0,8.0,1.0,2.0,1.0,2.0,2.0,1.0,9.0,17,1.0,4.0,6.0,27.0,197,1.0,3.0,1.0,3.0,5.0,8.0,10.0,3.0,2.0,4.0,2.0,6.0,2.0,1.0,1.0,2.0,14.0,4.0,12.0,2.0,18.0,18,3.0,2.0,1.0,4.0,2.0,3.0,3.0,1.0,7,2.0,7.0,9.0,1.0,7.0,1.0,2.0,6.0,2.0,4.0,1.0,1.0,1.0,1.0,5.0,85.0,0.4444444444444444,0.4444444444444444,1.0,0.25,0.3333333333333333,0.25,0.5294117647058824,0.3333333333333333,0.5,0.4166666666666667,0.5869565217391305,0.4166666666666667,0.19047619047619047,13.215859030837004,0.5714285714285714,0.6666666666666666,0.22641509433962265,0.15384615384615385,0.20253164556962025,0.13333333333333333,0.2777777777777778,0.25,0.19047619047619047,1.0,0.14285714285714285,0.6666666666666666,0.6666666666666666,0.5,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.5,0.38095238095238093,0.625,0.625,0.4,0.09523809523809523,0.5,0.5,1.0,0.09523809523809523,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.4434,0.46215,0.17391304347826086,0.21052631578947367,0.18518518518518517,12.294117647058826,24.199999999999996,0.43147208121827413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
101214,1610612739,Jawad Williams,Jawad Williams,101214,CLE,631.0,11,-1.0,24,23,19.0,5,6,47,1.0,2,2.0,,1.0,,,,,,,,,1.0,3,,,,2.0,30,1.0,3.0,,,2.0,,2.0,,,,,,,,,,,1.0,1.0,,2.0,3,1.0,1.0,,1.0,,1.0,,,1,1.0,1.0,1.0,,,,,,,,,,,,2.0,19.0,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,14.285714285714285,1.0,,0.25,1.0,0.4,,1.0,,1.0,,0.6666666666666666,0.5,0.5,,0.3333333333333333,,,,,,,,,,,,,0.6666666666666666,,,,0.6666666666666666,0.5799,0.5799,,,1.0,3.3333333333333335,,0.7916666666666666,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.125,0.1111111111111111,0.16666666666666666,1.0,1.0,0.5,0.6521,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
200789,1610612739,Daniel Gibson,Daniel Gibson,200789,CLE,14725.0,245,-30.0,476,476,163.0,147,64,952,5.0,13,5.0,4.0,11.0,7.0,20.0,3.0,4.0,1.0,2.0,43.0,15.0,16.0,44,19.0,47.0,11.0,100.0,526,4.0,12.0,7.0,17.0,34.0,12.0,20.0,48.0,42.0,20.0,9.0,29.0,8.0,13.0,1.0,6.0,67.0,7.0,9.0,1.0,17.0,20,5.0,2.0,3.0,5.0,,3.0,5.0,2.0,10,2.0,10.0,19.0,1.0,14.0,1.0,1.0,15.0,1.0,5.0,3.0,1.0,3.0,1.0,34.0,162.0,0.375,0.375,0.8421052631578947,0.40425531914893614,0.4117647058823529,0.41304347826086957,0.36363636363636365,0.3333333333333333,0.489010989010989,0.5,0.5103092783505154,0.53125,0.5164835164835165,19.314079422382672,0.5,0.1111111111111111,0.05555555555555555,0.13725490196078433,0.07511737089201878,0.08695652173913043,0.05555555555555555,0.022727272727272728,0.09523809523809523,0.3333333333333333,0.14285714285714285,0.38461538461538464,0.4166666666666667,0.2,0.12087912087912088,0.36363636363636365,0.4,0.25,0.21978021978021978,0.35,0.35,0.5714285714285714,0.04395604395604396,0.75,0.75,1.0,0.4725274725274725,0.1724137931034483,0.06896551724137931,0.5,0.5172413793103449,0.6593406593406593,0.5098078651685395,0.5069759259259259,0.05263157894736842,0.10416666666666667,0.34,10.568181818181815,25.800000000000004,0.34243697478991597,1.0,2.0,2.0,3.0,4.0,6.0,,2.0,3.0,3.0,0.75,0.5,0.5,0.045454545454545456,0.09090909090909091,0.018518518518518517,0.013157894736842105,,0.3333333333333333,0.5,0.4,0.5269750000000001,0.06,16.0,2.0,6.0,2.0,5.0,9.0,1.0,16.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.07692307692307693,0.04,0.017543859649122806,0.3333333333333333,0.37209302325581395,0.37209302325581395,0.8125,0.3333333333333333,0.4,0.38095238095238093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
202396,1610612739,Samardo Samuels,Samardo Samuels,202396,CLE,42085.0,701,-141.0,1360,1360,417.0,364,193,2720,81.0,136,42.0,17.0,68.0,12.0,34.0,,2.0,,2.0,1.0,1.0,110.0,238,,3.0,68.0,288.0,1515,28.0,63.0,,3.0,73.0,120.0,100.0,,1.0,14.0,3.0,17.0,1.0,3.0,2.0,9.0,37.0,25.0,53.0,5.0,83.0,158,15.0,11.0,4.0,19.0,5.0,6.0,34.0,13.0,53,21.0,44.0,88.0,8.0,103.0,5.0,7.0,110.0,14.0,60.0,18.0,9.0,18.0,10.0,73.0,416.0,0.5454545454545454,0.6741573033707865,,,,,0.46218487394957986,0.4444444444444444,0.45643153526970953,0.42424242424242425,0.4982698961937716,0.46794871794871795,0.012448132780082987,21.46892655367232,0.3584905660377358,0.1724137931034483,0.11910112359550562,0.15527950310559005,0.12871287128712872,0.10483870967741936,0.13836477987421383,0.1111111111111111,0.16379310344827586,0.5555555555555556,0.5643153526970954,0.5955882352941176,0.6585365853658537,0.5432098765432098,0.2821576763485477,0.25,0.3617021276595745,0.35294117647058826,0.14107883817427386,0.35294117647058826,0.35294117647058826,0.8333333333333334,0.008298755186721992,,,,0.004149377593360996,0.6363636363636364,0.030303030303030304,,0.015151515151515152,0.5767634854771784,0.5334711618257263,0.562265909090909,0.20905923344947736,0.2112676056338028,0.2534722222222222,5.377731092436974,24.433333333333334,0.30661764705882355,29.0,45.0,26.0,33.0,57.0,90.0,42.0,34.0,58.0,75.0,0.5789473684210527,0.5689655172413793,0.6081081081081081,0.14285714285714285,0.3088235294117647,0.10800744878957169,0.10911808669656203,0.16216216216216217,0.7758620689655172,0.6444444444444445,0.6190476190476191,0.5811478260869566,0.3125,,,,1.0,17.0,,,,2.0,,1.0,5.0,5.0,,2.0,9.0,2.0,0.09558823529411764,0.10795454545454546,0.05113636363636364,0.13333333333333333,,,,,,,1.0,24.0,15.0,2.0,9.0,7.0,5.0,9.0,14.0,1.0,4.0,8.0,5.0,4.0,0.03773584905660377,0.11363636363636363,0.0970873786407767,0.1724137931034483,0.09375,0.06896551724137931,0.017241379310344827,,,,,,,,,,,,,,,,,,,,True,,,,
202412,1610612739,Manny Harris,Manny Harris,202412,CLE,16758.0,279,-25.0,532,536,156.0,131,77,1068,15.0,30,6.0,5.0,21.0,7.0,23.0,,1.0,,,27.0,8.0,27.0,74,15.0,28.0,23.0,122.0,563,5.0,18.0,4.0,8.0,30.0,20.0,34.0,33.0,27.0,17.0,10.0,27.0,6.0,13.0,3.0,1.0,64.0,9.0,23.0,,32.0,48,8.0,7.0,1.0,10.0,5.0,7.0,7.0,3.0,17,3.0,5.0,12.0,2.0,26.0,2.0,2.0,31.0,2.0,15.0,2.0,2.0,2.0,1.0,30.0,156.0,0.37037037037037035,0.4166666666666667,0.7333333333333333,0.5357142857142857,0.5,0.5357142857142857,0.36486486486486486,0.2777777777777778,0.4852941176470588,0.4230769230769231,0.521551724137931,0.46875,0.27450980392156865,21.314102564102562,0.5882352941176471,,0.13690476190476192,0.1232876712328767,0.13278008298755187,0.14583333333333334,0.03278688524590164,0.23728813559322035,0.07692307692307693,0.5,0.29411764705882354,0.5,0.5769230769230769,0.26666666666666666,0.20588235294117646,0.23809523809523808,0.2777777777777778,0.4,0.22549019607843138,0.30434782608695654,0.30434782608695654,0.5714285714285714,0.00980392156862745,,,,0.2647058823529412,0.23076923076923078,,,0.3076923076923077,0.5686274509803921,0.5061235294117647,0.4628826923076923,0.13043478260869565,0.1724137931034483,0.2459016393442623,8.332432432432434,25.346428571428568,0.2932330827067669,5.0,10.0,2.0,6.0,14.0,15.0,6.0,7.0,11.0,16.0,0.42857142857142855,0.42857142857142855,0.5,0.0945945945945946,0.14285714285714285,0.05045871559633028,0.06060606060606061,0.05194805194805195,0.7142857142857143,0.5,0.3333333333333333,0.5752999999999999,0.12295081967213115,15.0,,4.0,,8.0,12.0,,15.0,4.0,,,,,1.0,1.0,,1.0,0.13333333333333333,0.038461538461538464,0.06349206349206349,0.23809523809523808,0.5555555555555556,0.5555555555555556,0.7333333333333333,,0.5,0.5555555555555556,,3.0,5.0,,8.0,,4.0,,,1.0,,,,1.0,,0.10869565217391304,0.08108108108108109,0.2222222222222222,0.1568627450980392,,,,,,,,,,,,,,,,,,,,,,True,,,,
1515,1610612739,Anthony Parker,Anthony Parker,1515,CLE,20546.0,342,-55.0,660,666,192.0,163,81,1326,5.0,7,2.0,9.0,16.0,13.0,35.0,6.0,11.0,1.0,1.0,29.0,9.0,27.0,58,13.0,40.0,12.0,105.0,754,6.0,13.0,5.0,10.0,32.0,22.0,32.0,30.0,29.0,32.0,4.0,36.0,4.0,22.0,2.0,8.0,76.0,7.0,24.0,,31.0,34,9.0,6.0,3.0,7.0,2.0,4.0,5.0,3.0,12,2.0,6.0,19.0,1.0,19.0,,3.0,16.0,5.0,7.0,1.0,,1.0,,32.0,191.0,0.4074074074074074,0.4230769230769231,0.7692307692307693,0.325,0.5,0.325,0.46551724137931033,0.46153846153846156,0.4744897959183674,0.5869565217391305,0.5049019607843137,0.64,0.40816326530612246,14.941022280471822,0.5833333333333334,,0.10344827586206896,0.0945945945945946,0.10130718954248366,0.047619047619047616,0.08536585365853659,0.16091954022988506,0.10909090909090909,,0.07142857142857142,0.7142857142857143,0.8333333333333334,0.4,0.16326530612244897,0.5625,0.6,0.3333333333333333,0.35714285714285715,0.37142857142857144,0.3939393939393939,0.46153846153846156,0.11224489795918367,0.5454545454545454,0.5454545454545454,0.6666666666666666,0.29591836734693877,0.08695652173913043,0.043478260869565216,1.0,0.391304347826087,0.47959183673469385,0.4729816326530612,0.4408108695652173,0.07,0.11666666666666667,0.3047619047619048,13.810344827586206,24.520000000000003,0.2909090909090909,1.0,1.0,1.0,2.0,7.0,11.0,2.0,4.0,2.0,3.0,0.2857142857142857,0.5555555555555556,0.5555555555555556,0.06896551724137931,0.0625,0.007751937984496124,0.006430868167202572,,0.1111111111111111,1.0,0.5,0.41690000000000005,0.10476190476190476,7.0,2.0,4.0,2.0,5.0,9.0,,7.0,,1.0,,1.0,,3.0,2.0,1.0,2.0,0.14285714285714285,0.013513513513513514,0.011111111111111112,0.05263157894736842,0.2413793103448276,0.2413793103448276,0.8571428571428571,0.2222222222222222,0.4444444444444444,0.2413793103448276,,1.0,,1.0,,,,,2.0,,,,,3.0,0.043478260869565216,,,,,,,2.0,2.0,1.0,0.05714285714285714,1.0,1.0,,,,,,,,,,,,,,True,,,,
1712,1610612739,Antawn Jamison,Antawn Jamison,1712,CLE,7456.0,124,-81.0,246,245,126.0,125,40,491,6.0,15,4.0,7.0,20.0,2.0,16.0,,3.0,,3.0,16.0,10.0,15.0,51,5.0,19.0,17.0,62.0,318,7.0,24.0,4.0,13.0,40.0,18.0,12.0,15.0,16.0,5.0,3.0,8.0,3.0,2.0,1.0,2.0,19.0,4.0,17.0,3.0,24.0,38,5.0,2.0,3.0,6.0,2.0,4.0,2.0,2.0,8,3.0,5.0,6.0,,20.0,3.0,1.0,21.0,2.0,8.0,1.0,1.0,1.0,1.0,40.0,126.0,0.6,0.6923076923076923,1.0,0.2631578947368421,0.3076923076923077,0.2631578947368421,0.29411764705882354,0.2916666666666667,0.32142857142857145,0.35135135135135137,0.3924050632911392,0.45454545454545453,0.2714285714285714,29.19463087248322,0.75,0.3333333333333333,0.22972972972972974,0.12903225806451613,0.2,0.23076923076923078,0.08695652173913043,0.36,0.14285714285714285,1.0,0.21428571428571427,0.4,0.4,0.5,0.2857142857142857,0.35,0.3684210526315789,0.5714285714285714,0.22857142857142856,0.125,0.125,1.0,0.04285714285714286,,,,0.22857142857142856,0.10810810810810811,0.08108108108108109,,0.2702702702702703,0.4857142857142857,0.4774400000000001,0.46096216216216224,0.11842105263157894,0.14035087719298245,0.6451612903225806,9.976470588235292,24.857894736842105,0.5121951219512195,2.0,8.0,2.0,2.0,12.0,6.0,4.0,1.0,11.0,14.0,0.16666666666666666,0.16666666666666666,0.23076923076923078,0.0196078431372549,0.05,0.10891089108910891,0.09352517985611511,0.12903225806451613,0.6666666666666666,0.25,0.5,0.5020818181818182,0.0967741935483871,5.0,,4.0,,14.0,,,5.0,,,,,,,3.0,,4.0,,0.1,0.1,,0.3125,0.3125,1.0,,0.4,0.3125,,2.0,2.0,1.0,2.0,,1.0,,,,,,,,0.1111111111111111,0.05263157894736842,0.03225806451612903,0.14285714285714285,0.04081632653061224,,,,,,,,,1.0,1.0,0.05263157894736842,,,,,,,,,,,True,,,,
1884,1610612739,Baron Davis,Baron Davis,1884,CLE,5280.0,88,-4.0,170,170,40.0,46,26,340,7.0,11,2.0,1.0,5.0,3.0,5.0,1.0,2.0,,1.0,18.0,9.0,11.0,21,10.0,20.0,8.0,60.0,182,2.0,2.0,5.0,10.0,21.0,,22.0,18.0,18.0,8.0,4.0,12.0,2.0,5.0,1.0,2.0,28.0,4.0,4.0,,8.0,9,3.0,2.0,1.0,8.0,1.0,6.0,1.0,2.0,9,3.0,2.0,6.0,,6.0,,,10.0,2.0,6.0,3.0,1.0,3.0,2.0,21.0,40.0,,,0.6,0.5,0.5,0.5,0.5238095238095238,1.0,0.6341463414634146,0.7916666666666666,0.6666666666666666,0.8076923076923077,0.4878048780487805,27.0,0.8888888888888888,,0.06896551724137931,0.23529411764705882,0.10666666666666667,0.08333333333333333,0.06666666666666667,0.0625,0.25,0.6666666666666666,0.2682926829268293,0.6363636363636364,0.875,,0.12195121951219512,0.2,0.25,,0.12195121951219512,0.6,0.6,,0.04878048780487805,0.5,0.5,1.0,0.43902439024390244,0.16666666666666666,0.08333333333333333,,0.75,0.7560975609756098,0.5125650000000002,0.5423136363636364,0.13333333333333333,0.24,0.35,7.7523809523809515,25.630000000000003,0.23529411764705882,,,2.0,,2.0,,,4.0,1.0,1.0,,,,0.19047619047619047,0.2,0.01818181818181818,0.011904761904761904,0.05,,,1.0,0.43789999999999996,,9.0,1.0,5.0,1.0,2.0,12.0,,9.0,2.0,,,,,,,2.0,,0.2727272727272727,,,0.2,0.5,0.5,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.5,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
201196,1610612739,Ramon Sessions,Ramon Sessions,201196,CLE,25460.0,424,-184.0,827,830,264.0,227,122,1657,43.0,74,28.0,15.0,39.0,18.0,47.0,,,,,3.0,3.0,76.0,160,1.0,3.0,52.0,207.0,988,21.0,49.0,1.0,3.0,64.0,46.0,106.0,,2.0,56.0,20.0,76.0,15.0,27.0,9.0,20.0,172.0,10.0,24.0,,34.0,44,12.0,5.0,7.0,30.0,5.0,16.0,13.0,14.0,43,14.0,3.0,12.0,2.0,50.0,,3.0,65.0,3.0,26.0,3.0,,3.0,2.0,64.0,263.0,0.3026315789473684,0.3108108108108108,,0.3333333333333333,0.3333333333333333,0.5,0.475,0.42857142857142855,0.4754601226993865,0.4326923076923077,0.5338541666666666,0.5,0.018404907975460124,24.024640657084188,0.6976744186046512,,0.08695652173913043,0.11494252873563218,0.09366391184573003,0.08536585365853659,0.08333333333333333,0.09090909090909091,0.12280701754385964,0.6666666666666666,0.4539877300613497,0.581081081081081,0.6323529411764706,0.18604651162790697,0.2392638036809816,0.38461538461538464,0.42857142857142855,0.2,0.2883435582822086,0.3829787234042553,0.3829787234042553,0.6666666666666666,,,,,0.018404907975460124,0.5384615384615384,,,0.057692307692307696,0.4723926380368098,0.5136895061728394,0.5367450980392158,0.13978494623655913,0.14207650273224043,0.30917874396135264,8.374374999999997,30.299999999999997,0.3192261185006046,5.0,5.0,12.0,8.0,10.0,18.0,4.0,10.0,10.0,10.0,0.8,0.8,0.8181818181818182,0.0625,0.10256410256410256,0.028735632183908046,0.024271844660194174,0.025210084033613446,0.5,1.0,0.42857142857142855,0.53919,0.08695652173913043,1.0,,1.0,,19.0,3.0,1.0,1.0,5.0,2.0,,1.0,,4.0,6.0,3.0,5.0,0.08108108108108109,0.026785714285714284,0.03418803418803419,0.1,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,0.5,,2.0,,,1.0,1.0,4.0,,,1.0,,,,,,,,,0.0136986301369863,0.2,,,,,,,,,,,,,,,,,,,,,True,,,,
201963,1610612739,Christian Eyenga,Christian Eyenga,201963,CLE,9537.0,159,-42.0,310,310,95.0,110,45,620,5.0,10,5.0,1.0,5.0,7.0,13.0,1.0,7.0,,,7.0,,13.0,28,4.0,14.0,2.0,40.0,344,6.0,13.0,,,12.0,14.0,12.0,12.0,7.0,3.0,1.0,4.0,1.0,2.0,,1.0,9.0,2.0,8.0,,10.0,12,5.0,5.0,,8.0,2.0,5.0,7.0,3.0,15,2.0,10.0,17.0,1.0,3.0,,,5.0,,1.0,8.0,7.0,8.0,4.0,12.0,95.0,0.5384615384615384,0.5833333333333334,1.0,0.2857142857142857,,0.2857142857142857,0.4642857142857143,0.46153846153846156,0.4523809523809524,0.46153846153846156,0.45454545454545453,0.46153846153846156,0.3333333333333333,16.2534435261708,0.5333333333333333,,0.08421052631578947,0.058823529411764705,0.07751937984496124,0.03571428571428571,0.05555555555555555,0.16129032258064516,0.09523809523809523,0.5,0.23809523809523808,0.5,0.625,0.4,0.11904761904761904,0.2,0.2,,0.30952380952380953,0.5384615384615384,0.5384615384615384,0.7142857142857143,0.16666666666666666,0.14285714285714285,0.14285714285714285,1.0,0.16666666666666666,0.38461538461538464,,,,0.5714285714285714,0.529752380952381,0.5111076923076923,0.023255813953488372,0.034482758620689655,0.3,10.674999999999999,24.457142857142856,0.3064516129032258,,1.0,3.0,1.0,2.0,8.0,2.0,2.0,1.0,2.0,0.5,0.6666666666666666,0.6666666666666666,0.07142857142857142,,0.008547008547008548,0.00641025641025641,,0.16666666666666666,,0.6,0.5595600000000001,0.2,3.0,1.0,,4.0,,,,3.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.2,0.022222222222222223,,,0.42857142857142855,0.42857142857142855,1.0,0.16666666666666666,,0.42857142857142855,3.0,,,1.0,,,3.0,,,,,,,3.0,0.0625,,,,,,0.5,1.0,2.0,0.5,,1.0,1.0,,,,1.0,0.3333333333333333,1.0,,,,,,,,True,,,,
