EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,NonShootingPenaltyNonTakeFouls,FTOffRebounds,LostBallSteals,Travels,Loose Ball Fouls,Blocked3s,BlockedArc3,BlockedLongMidRange,3SecondViolations,Defensive 3 Seconds Violations,OffFTReboundPct,OffLongMidRangeReboundPct,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,BlockingFoulsDrawn,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,OffensiveGoaltends,Clear Path Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,BlockedCorner3,HeaveMakes,Corner3PctBlocked
101107,1610612737,Marvin Williams,Marvin Williams,101107,ATL,22805.0,380,11,715,723,174,209,78,1438,25.0,39,5.0,8.0,6.0,9.0,5.0,15.0,15.0,40.0,7.0,15.0,1.0,1.0,3.0,4.0,3.0,10.0,1.0,45.0,94,10.0,25.0,32.0,152.0,752,5.0,12.0,1.0,1.0,5.0,18.0,8.0,16.0,3.0,5.0,14.0,39.0,56.0,34.0,30.0,6.0,10.0,3.0,8.0,14.0,3.0,17.0,2.0,1.0,4.0,1.0,9.0,37.0,3.0,9.0,16.0,33.0,8.0,57.0,12.0,69.0,2.0,10.0,10.0,10.0,4.0,6.0,7.0,4.0,17.0,1.0,6.0,13.0,1.0,21,2.0,1.0,30.0,1.0,4.0,1.0,38.0,6.0,2.0,14.0,7.0,7.0,6.0,1.0,7.0,5.0,1.0,39.0,174,7.0,0.6222222222222222,0.6666666666666666,1.0,0.4,1.0,0.6,0.4,0.4787234042553192,0.4166666666666667,0.5,0.5042016806722689,0.5,0.5952380952380952,0.5597014925373134,0.6,0.6724137931034483,0.21008403361344538,0.0851063829787234,0.1282051282051282,0.2,18.781094527363187,0.5882352941176471,0.2962962962962963,0.12941176470588237,0.034220532319391636,0.20253164556962025,0.046153846153846156,0.1467065868263473,0.036585365853658534,0.07246376811594203,0.04395604395604396,0.045454545454545456,0.047619047619047616,0.09333333333333334,0.0684931506849315,0.19626168224299065,0.2033898305084746,0.2,0.03636363636363636,0.7142857142857143,0.3277310924369748,0.6410256410256411,0.7352941176470589,0.64,0.12605042016806722,0.3333333333333333,0.4166666666666667,0.2,0.33613445378151263,0.375,0.375,0.7333333333333333,0.12605042016806722,0.4666666666666667,0.4666666666666667,1.0,0.08403361344537816,0.3,0.3,1.0,0.6153846153846154,0.625,0.4,0.07692307692307693,1.0,1.0,0.42857142857142855,0.6666666666666666,0.19047619047619047,0.75,0.047619047619047616,0.5378151260504201,0.3,0.5147651260504201,0.5770625,0.5429809523809523,0.11023622047244094,0.13725490196078433,0.11842105263157894,0.2565789473684211,9.92340425531915,24.232000000000003,0.24335664335664337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1710,1610612737,Mike Bibby,Mike Bibby,1710,ATL,754.0,13,-6,26,27,17,4,1,53,1.0,1,,,1.0,1.0,,,,1.0,,,,,,,,1.0,1.0,1.0,2,,1.0,,2.0,29,,,,,,,1.0,2.0,,1.0,,2.0,,2.0,,,1.0,,,2.0,,2.0,,,1.0,1.0,,4.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,,2.0,,,,,2,,,,,,,,,,,,,,,,,,2.0,17,,,,,,,,,0.5,,0.5,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,,,18.51851851851852,0.5,,,,,,,,,,,,,,,,,,,0.3333333333333333,1.0,1.0,,,,,,0.3333333333333333,,,,,,,,0.3333333333333333,,,,,,,,,,0.3333333333333333,1.0,,,0.3333333333333333,0.6666666666666666,,0.5458833333333334,,0.5458833333333334,,,,1.0,11.05,25.9,0.6538461538461539,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
201143,1610612737,Al Horford,Al Horford,201143,ATL,22382.0,373,6,709,712,156,159,70,1421,26.0,34,7.0,10.0,1.0,2.0,19.0,40.0,42.0,76.0,,,,,,,,,,87.0,150,,,15.0,189.0,740,11.0,15.0,,,2.0,24.0,17.0,25.0,,,6.0,40.0,132.0,42.0,,8.0,,,4.0,24.0,7.0,31.0,5.0,2.0,11.0,5.0,8.0,69.0,7.0,11.0,18.0,55.0,6.0,79.0,19.0,98.0,3.0,10.0,9.0,5.0,2.0,1.0,14.0,4.0,19.0,6.0,6.0,14.0,,25,1.0,3.0,26.0,2.0,3.0,,20.0,6.0,,11.0,2.0,10.0,6.0,2.0,11.0,3.0,,40.0,154,1.0,0.7586206896551724,0.7951807228915663,,,,,,0.58,0.7333333333333333,0.68,0.58,0.7333333333333333,0.68,0.6019108280254777,0.75,0.6896551724137931,,0.02666666666666667,0.08823529411764706,0.025,22.278481012658226,0.2631578947368421,0.2857142857142857,0.2099236641221374,0.044715447154471545,0.21951219512195122,0.09333333333333334,0.21220930232558138,0.056074766355140186,0.11538461538461539,0.03409090909090909,0.05454545454545454,0.2,0.19230769230769232,0.2236842105263158,0.21296296296296297,0.2222222222222222,0.21052631578947367,0.05084745762711865,0.2727272727272727,0.22666666666666666,0.7647058823529411,0.8387096774193549,0.6538461538461539,0.26666666666666666,0.475,0.48717948717948717,0.47368421052631576,0.5066666666666667,0.5526315789473685,0.5526315789473685,0.9523809523809523,,,,,,,,,0.6666666666666666,0.7,0.2857142857142857,,,,0.08,0.5,,,,0.22666666666666666,,0.4575653333333333,0.539823076923077,0.41329199999999994,0.07096774193548387,0.07096774193548387,0.12698412698412698,0.21164021164021163,11.412666666666663,,0.22002820874471085,3.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,0.047619047619047616,0.018867924528301886,,,,,,,,,,,,,,,,,,,,,,True,,,
201952,1610612737,Jeff Teague,Jeff Teague,201952,ATL,57742.0,962,-64,1834,1845,445,538,193,3679,56.0,103,1.0,4.0,12.0,25.0,47.0,105.0,12.0,48.0,3.0,5.0,,,1.0,1.0,15.0,43.0,15.0,115.0,256,18.0,48.0,77.0,361.0,1977,4.0,12.0,1.0,4.0,7.0,18.0,34.0,68.0,8.0,16.0,26.0,118.0,62.0,168.0,24.0,,42.0,15.0,29.0,101.0,37.0,138.0,20.0,17.0,47.0,7.0,47.0,313.0,,10.0,24.0,67.0,,91.0,11.0,102.0,3.0,45.0,26.0,47.0,3.0,29.0,17.0,18.0,64.0,2.0,17.0,35.0,,82,3.0,2.0,76.0,2.0,1.0,5.0,97.0,7.0,2.0,46.0,5.0,22.0,12.0,5.0,25.0,17.0,1.0,116.0,443,4.0,0.26956521739130435,0.26956521739130435,0.4444444444444444,0.375,0.25,0.5,0.3829787234042553,0.44921875,0.3333333333333333,0.5,0.46710526315789475,0.34375,0.5476190476190477,0.5172413793103449,0.47368421052631576,0.5969387755102041,0.15789473684210525,0.11328125,0.14563106796116504,0.10476190476190476,20.06819288845592,0.734375,,0.10323574730354391,0.015748031496062992,0.1188118811881188,,0.10693301997649823,0.012422360248447204,0.022727272727272728,0.01020408163265306,,,0.0945273631840796,0.06818181818181818,0.1323529411764706,0.11564625850340136,0.12727272727272726,0.022388059701492536,0.68,0.33881578947368424,0.5436893203883495,0.6363636363636364,0.25,0.34539473684210525,0.44761904761904764,0.5,0.3191489361702128,0.15789473684210525,0.25,0.26666666666666666,0.16666666666666666,0.01644736842105263,0.6,0.6,0.6666666666666666,0.14144736842105263,0.3488372093023256,0.375,0.4,0.25,0.25,,,,,0.2976190476190476,0.48,0.011904761904761904,1.0,0.17857142857142858,0.4967105263157895,0.35714285714285715,0.5158708609271523,0.4946653846153846,0.4873457831325303,0.13411078717201166,0.15593220338983052,0.04986149584487535,0.3268698060941828,7.552343750000001,26.139583333333338,0.24263904034896402,7.0,1.0,19.0,2.0,,3.0,3.0,5.0,,1.0,0.016129032258064516,0.015209125475285171,1.0,4.0,7.0,30.0,1.0,3.0,5.0,1.0,2.0,0.0625,0.0625,0.06976744186046512,0.25,0.25,1.0,0.4666666666666667,,,,,,True,,,
2230,1610612737,Maurice Evans,Maurice Evans,2230,ATL,13283.0,221,-58,426,422,103,152,47,848,10.0,19,3.0,5.0,3.0,6.0,3.0,7.0,4.0,10.0,5.0,12.0,,,2.0,3.0,5.0,10.0,1.0,17.0,36,10.0,22.0,6.0,70.0,474,3.0,5.0,,,,6.0,4.0,8.0,2.0,4.0,4.0,18.0,18.0,16.0,30.0,6.0,10.0,5.0,3.0,7.0,1.0,8.0,,1.0,2.0,,5.0,17.0,2.0,4.0,2.0,14.0,5.0,21.0,6.0,27.0,,1.0,1.0,5.0,1.0,4.0,3.0,1.0,8.0,1.0,2.0,7.0,,12,,,8.0,,2.0,,8.0,,,3.0,1.0,4.0,2.0,1.0,4.0,1.0,,18.0,103,1.0,0.5294117647058824,0.6428571428571429,1.0,0.45454545454545453,,0.5,0.45454545454545453,0.4722222222222222,0.6,0.5,0.5517241379310345,0.6,0.5833333333333334,0.5645161290322581,0.6,0.6,0.3793103448275862,0.08333333333333333,0.10526315789473684,0.14285714285714285,14.553014553014554,0.625,0.3333333333333333,0.08588957055214724,0.024844720496894408,0.0625,0.05714285714285714,0.08205128205128205,0.030612244897959183,0.03333333333333333,0.05263157894736842,0.04,0.1,0.07407407407407407,0.024390243902439025,0.1323529411764706,0.043478260869565216,0.1111111111111111,,0.25,0.3275862068965517,0.5263157894736842,0.5882352941176471,0.5,0.1206896551724138,0.42857142857142855,0.5,0.3333333333333333,0.1724137931034483,0.4,0.4,0.75,0.20689655172413793,0.4166666666666667,0.4166666666666667,1.0,0.1724137931034483,0.5,0.5,1.0,1.0,0.6,,,,,0.5,0.5,0.25,0.6666666666666666,0.08333333333333333,0.7068965517241379,0.5,0.5516646551724138,0.6760400000000001,0.5599125000000001,0.04918032786885246,0.07692307692307693,0.08571428571428572,0.2571428571428571,8.038888888888888,24.295454545454547,0.24178403755868544,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
2585,1610612737,Zaza Pachulia,Zaza Pachulia,2585,ATL,31282.0,521,-33,980,979,249,298,113,1959,35.0,61,10.0,17.0,12.0,16.0,1.0,14.0,5.0,14.0,,,,,,,,,,41.0,89,,,60.0,142.0,1057,11.0,21.0,,,5.0,27.0,13.0,22.0,,,21.0,47.0,56.0,26.0,,18.0,,,12.0,26.0,4.0,30.0,2.0,2.0,10.0,7.0,9.0,64.0,10.0,30.0,20.0,53.0,14.0,87.0,41.0,128.0,5.0,16.0,11.0,9.0,2.0,2.0,22.0,7.0,31.0,3.0,7.0,42.0,4.0,86,,10.0,68.0,2.0,12.0,2.0,76.0,4.0,,36.0,4.0,10.0,6.0,4.0,10.0,7.0,,47.0,249,4.0,0.6829268292682927,0.875,,,,,,0.4606741573033708,0.5238095238095238,0.5909090909090909,0.4606741573033708,0.5238095238095238,0.5909090909090909,0.568,0.54,0.6911764705882353,,0.1348314606741573,0.18032786885245902,0.07142857142857142,14.054054054054054,0.2903225806451613,0.42424242424242425,0.15229885057471265,0.08746355685131195,0.19047619047619047,0.11363636363636363,0.16114790286975716,0.09280742459396751,0.10101010101010101,0.0891089108910891,0.08064516129032258,0.19230769230769232,0.22330097087378642,0.16,0.09655172413793103,0.19736842105263158,0.1724137931034483,0.14285714285714285,0.7,0.6853932584269663,0.5737704918032787,0.7,0.6571428571428571,0.15730337078651685,0.07142857142857142,0.07692307692307693,,0.15730337078651685,0.35714285714285715,0.35714285714285715,1.0,,,,,,,,,0.8095238095238095,0.5882352941176471,0.1,,,,0.7272727272727273,0.75,,,,0.6853932584269663,,0.5299696629213483,0.5586500000000001,0.5446,0.2975206611570248,0.2975206611570248,0.19014084507042253,0.33098591549295775,5.144943820224719,,0.2540816326530612,12.0,1.0,5.0,5.0,13.0,,,,4.0,,0.030303030303030304,0.07692307692307693,,,,,,,1.0,,,,,,,,,,,,,,,True,,,
2746,1610612737,Josh Smith,Josh Smith,2746,ATL,21655.0,361,16,688,696,143,186,72,1384,38.0,49,13.0,17.0,5.0,7.0,6.0,29.0,20.0,48.0,1.0,3.0,,,,,4.0,9.0,1.0,64.0,126,5.0,12.0,37.0,180.0,714,13.0,18.0,,,2.0,28.0,6.0,13.0,,1.0,10.0,22.0,80.0,48.0,15.0,22.0,9.0,4.0,7.0,24.0,4.0,28.0,1.0,3.0,13.0,2.0,9.0,60.0,4.0,18.0,14.0,50.0,7.0,71.0,22.0,93.0,1.0,14.0,9.0,9.0,5.0,6.0,12.0,3.0,21.0,1.0,4.0,15.0,,24,,1.0,42.0,3.0,1.0,3.0,50.0,4.0,,23.0,4.0,18.0,14.0,3.0,18.0,10.0,,22.0,141,4.0,0.625,0.7547169811320755,1.0,0.4166666666666667,,,0.4166666666666667,0.5079365079365079,0.7222222222222222,0.46153846153846156,0.5181159420289855,0.7222222222222222,0.42857142857142855,0.5590062111801242,0.7,0.5789473684210527,0.08695652173913043,0.05555555555555555,0.12244897959183673,0.034482758620689655,23.79084967320261,0.42857142857142855,0.30434782608695654,0.1984126984126984,0.07929515418502203,0.16666666666666666,0.058823529411764705,0.19047619047619047,0.07457627118644068,0.09090909090909091,0.14084507042253522,0.041666666666666664,0.1,0.14457831325301204,0.2891566265060241,0.16279069767441862,0.18032786885245902,0.13043478260869565,0.01639344262295082,0.5555555555555556,0.35507246376811596,0.7755102040816326,0.8837209302325582,0.5263157894736842,0.21014492753623187,0.20689655172413793,0.21428571428571427,0.6666666666666666,0.34782608695652173,0.4166666666666667,0.4166666666666667,0.8,0.021739130434782608,0.3333333333333333,0.3333333333333333,1.0,0.06521739130434782,0.4444444444444444,0.4444444444444444,1.0,0.9444444444444444,0.7647058823529411,0.15384615384615385,,,,0.5,0.7142857142857143,,,0.07142857142857142,0.4420289855072464,0.4444444444444444,0.4995315217391305,0.629225,0.49501785714285723,0.1464968152866242,0.15862068965517243,0.15555555555555556,0.12222222222222222,9.684126984126983,24.558333333333337,0.20784883720930233,3.0,,5.0,,1.0,,,1.0,2.0,3.0,,0.022222222222222223,,,,,,,4.0,,3.0,,,,,,,,,,,,,True,,,
2207,1610612737,Joe Johnson,Joe Johnson,2207,ATL,19265.0,321,23,604,610,113,145,66,1214,19.0,30,4.0,6.0,7.0,8.0,16.0,32.0,17.0,35.0,4.0,15.0,1.0,1.0,,3.0,2.0,26.0,10.0,52.0,97,6.0,41.0,10.0,132.0,632,6.0,11.0,1.0,1.0,,15.0,13.0,20.0,1.0,13.0,4.0,33.0,34.0,70.0,15.0,4.0,25.0,2.0,4.0,23.0,6.0,29.0,4.0,2.0,13.0,2.0,8.0,64.0,4.0,6.0,9.0,19.0,4.0,32.0,10.0,42.0,4.0,9.0,6.0,5.0,3.0,4.0,11.0,1.0,16.0,1.0,2.0,6.0,,22,1.0,3.0,17.0,,,2.0,16.0,4.0,,8.0,2.0,1.0,1.0,,1.0,1.0,,33.0,113,1.0,0.3269230769230769,0.34,0.8333333333333334,0.14634146341463414,1.0,0.07692307692307693,0.15,0.5360824742268041,0.5454545454545454,0.65,0.4420289855072464,0.625,0.4393939393939394,0.4583333333333333,0.625,0.4714285714285714,0.2971014492753623,0.041237113402061855,0.06666666666666667,0.0625,23.38235294117647,0.3125,0.2222222222222222,0.09047619047619047,0.031413612565445025,0.10714285714285714,0.05128205128205128,0.09523809523809523,0.03717472118959108,0.10204081632653061,,0.04,0.07142857142857142,,0.10144927536231885,0.15,0.1016949152542373,0.12,0.0547945205479452,1.0,0.21739130434782608,0.6333333333333333,0.6785714285714286,0.47368421052631576,0.2318840579710145,0.5,0.5333333333333333,0.25,0.2536231884057971,0.4857142857142857,0.4857142857142857,0.23529411764705882,0.10869565217391304,0.26666666666666666,0.26666666666666666,1.0,0.18840579710144928,0.07692307692307693,0.07692307692307693,0.5,0.5,0.6666666666666666,,0.08333333333333333,1.0,1.0,0.24242424242424243,0.875,0.09090909090909091,,0.30303030303030304,0.5144927536231884,0.08,0.48906423357664225,0.5456555555555556,0.4551046875,0.056338028169014086,0.07920792079207921,0.11363636363636363,0.25,9.748453608247424,25.878048780487806,0.1870860927152318,5.0,,3.0,2.0,1.0,,,,,1.0,,0.013333333333333334,,,1.0,3.0,1.0,,2.0,,,,,,,,,0.1,,,,,,True,,,
2694,1610612737,Josh Powell,Josh Powell,2694,ATL,22991.0,383,-40,738,742,179,232,83,1480,18.0,33,10.0,16.0,3.0,9.0,10.0,30.0,20.0,56.0,,1.0,,,,1.0,,,,48.0,119,,1.0,25.0,121.0,792,11.0,24.0,,,2.0,24.0,8.0,29.0,,1.0,9.0,25.0,62.0,34.0,,20.0,,,7.0,10.0,2.0,12.0,2.0,,6.0,1.0,3.0,26.0,5.0,21.0,13.0,31.0,5.0,49.0,26.0,75.0,5.0,2.0,1.0,13.0,1.0,5.0,17.0,8.0,30.0,6.0,5.0,24.0,3.0,41,2.0,3.0,27.0,,3.0,,30.0,2.0,,14.0,2.0,3.0,3.0,,3.0,2.0,1.0,25.0,179,2.0,0.6458333333333334,0.8157894736842105,,,,,,0.40336134453781514,0.4583333333333333,0.27586206896551724,0.4,0.4583333333333333,0.26666666666666666,0.45149253731343286,0.48,0.35714285714285715,0.008333333333333333,0.058823529411764705,0.18181818181818182,,19.71153846153846,0.43333333333333335,0.23809523809523808,0.124,0.07954545454545454,0.1780821917808219,0.09090909090909091,0.13622291021671826,0.08150470219435736,0.136986301369863,0.09210526315789473,0.1111111111111111,0.05263157894736842,0.09333333333333334,0.22807017543859648,0.09322033898305085,0.19298245614035087,0.125,0.07936507936507936,0.6666666666666666,0.275,0.5454545454545454,0.6666666666666666,0.4444444444444444,0.25,0.3333333333333333,0.3333333333333333,0.4,0.4666666666666667,0.35714285714285715,0.36363636363636365,0.95,0.008333333333333333,,,,,,,,0.6666666666666666,0.625,,,,,0.3,0.3333333333333333,0.03333333333333333,,,0.2833333333333333,,0.44408041666666664,0.5178100000000001,0.4477183333333333,0.10606060606060606,0.10687022900763359,0.19834710743801653,0.2066115702479339,11.200840336134455,25.2,0.24254742547425473,,,1.0,3.0,,,,,1.0,1.0,,0.034782608695652174,,,,,,,2.0,,,,0.017857142857142856,,,,,,1.0,,,,,True,,,
200756,1610612737,Hilton Armstrong,Hilton Armstrong,200756,ATL,3772.0,63,-9,121,121,47,53,9,242,2.0,2,1.0,1.0,,,,2.0,3.0,4.0,,,,,,,1.0,1.0,1.0,5.0,8,1.0,1.0,2.0,15.0,134,1.0,1.0,,,,2.0,,2.0,1.0,1.0,1.0,4.0,2.0,8.0,,2.0,1.0,1.0,,2.0,2.0,4.0,2.0,,,1.0,1.0,10.0,1.0,2.0,2.0,8.0,1.0,11.0,3.0,14.0,,3.0,1.0,1.0,,1.0,2.0,,3.0,,1.0,3.0,,7,1.0,1.0,7.0,1.0,1.0,1.0,6.0,,,3.0,,5.0,3.0,,5.0,1.0,,4.0,47,,0.2,0.25,,1.0,,1.0,1.0,0.625,1.0,,0.7222222222222222,1.0,0.5,0.625,1.0,0.5,0.1111111111111111,,,,11.363636363636363,0.3333333333333333,0.3333333333333333,0.20512820512820512,0.05128205128205128,0.125,0.2,0.18181818181818182,0.06818181818181818,,,0.2,,0.1,0.125,0.2857142857142857,0.08333333333333333,0.25,,0.2,0.2222222222222222,1.0,1.0,0.5,0.2222222222222222,,,,0.4444444444444444,0.75,0.75,,,,,,0.1111111111111111,1.0,1.0,,1.0,1.0,,,,,,,,,0.3333333333333333,0.3333333333333333,1.0,0.4629611111111111,0.716,0.47711666666666663,0.25,0.2727272727272727,0.13333333333333333,0.26666666666666666,11.462499999999999,25.5,0.3884297520661157,2.0,,2.0,,,,,2.0,,,,0.11764705882352941,,,1.0,3.0,,,,,,,,,,,,1.0,,,,,,True,,,
