EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,Fg3aBlocked,StepOutOfBoundsTurnovers,Charge Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,Arc3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,LostBallOutOfBoundsTurnovers,BlockedCorner3,Corner3PctBlocked,Clear Path Fouls,on
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,51743.0,862,232.0,1654,1636,579.0,483.0,168.0,3290,55.0,81.0,10.0,19.0,19.0,26.0,57.0,132.0,32.0,74.0,1.0,1.0,144.0,287.0,1.0,94.0,382.0,1639,16.0,39.0,10.0,42.0,46.0,87.0,1.0,39.0,131.0,156.0,132.0,20.0,1.0,20.0,58.0,23.0,81.0,12.0,11.0,34.0,10.0,14.0,185.0,18.0,37.0,2.0,42.0,151.0,15.0,208.0,57.0,265.0,5.0,17.0,11.0,6.0,19.0,6.0,12.0,22.0,7.0,6.0,41.0,5.0,12.0,25.0,1.0,49.0,2.0,4.0,4.0,90.0,7.0,2.0,1.0,132.0,4.0,59.0,9.0,65.0,1.0,1.0,55.0,1.0,9.0,66.0,38.0,1.0,1.0,2.0,2.0,129.0,567.0,5.0,8.0,0.5416666666666666,0.582089552238806,0.5017421602787456,0.41025641025641024,0.5287356321839081,0.5,0.41025641025641024,0.5227272727272727,0.5426136363636364,0.45652173913043476,0.5598290598290598,0.003472222222222222,0.06968641114982578,0.07407407407407407,0.08333333333333333,0.04054054054054054,21.30081300813008,0.4634146341463415,0.2727272727272727,0.038461538461538464,0.2291350531107739,0.07429718875502007,0.24277456647398843,0.08955223880597014,0.23197115384615385,0.07868383404864092,0.07913669064748201,0.07407407407407407,0.07058823529411765,0.08928571428571429,0.0898876404494382,0.21739130434782608,0.21717171717171718,0.24803149606299213,0.23255813953488372,0.2727272727272727,0.040983606557377046,0.5757575757575758,0.28125,0.6790123456790124,0.7333333333333333,0.6727272727272727,0.4583333333333333,0.4318181818181818,0.47107438016528924,0.22807017543859648,0.2569444444444444,0.43243243243243246,0.4507042253521127,0.875,0.003472222222222222,0.48717948717948717,0.5263157894736842,0.1,0.29545454545454547,0.7307692307692307,0.011363636363636364,0.2847222222222222,0.4518439236111111,0.5171178571428571,0.45643238636363637,0.17201166180758018,0.17251461988304093,0.1099476439790576,0.34293193717277487,8.7801393728223,24.6,0.35006045949214026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,63049.0,1051,255.0,2051,2059,653.0,592.0,211.0,4110,84.0,130.0,10.0,12.0,24.0,32.0,31.0,70.0,21.0,65.0,160.0,42.0,136.0,265.0,185.0,206.0,694.0,2166,17.0,30.0,11.0,75.0,38.0,75.0,50.0,99.0,229.0,76.0,196.0,12.0,159.0,20.0,114.0,58.0,172.0,27.0,31.0,65.0,20.0,29.0,402.0,8.0,8.0,,37.0,85.0,10.0,132.0,16.0,148.0,2.0,53.0,26.0,27.0,64.0,15.0,43.0,28.0,21.0,5.0,92.0,1.0,33.0,37.0,4.0,86.0,2.0,3.0,4.0,217.0,4.0,15.0,6.0,245.0,17.0,83.0,33.0,9.0,1.0,1.0,4.0,1.0,4.0,10.0,4.0,,,,,220.0,636.0,11.0,25.0,0.27941176470588236,0.2923076923076923,0.5132075471698113,0.5666666666666667,0.5066666666666667,0.5422222222222223,0.5818181818181818,0.52,0.6189189189189189,0.635593220338983,0.6420454545454546,0.4111111111111111,0.07547169811320754,0.09230769230769231,0.1,0.015384615384615385,28.228621291448516,0.6956521739130435,0.136986301369863,,0.11470985155195682,0.014336917562724014,0.16371681415929204,0.026058631921824105,0.12616339193381593,0.018497109826589597,,0.02617801047120419,0.016483516483516484,0.031578947368421054,0.017094017094017096,0.07906976744186046,0.11206896551724138,0.14285714285714285,0.1695906432748538,0.14545454545454545,0.009433962264150943,0.4,0.28888888888888886,0.6461538461538462,0.711864406779661,0.2976190476190476,0.15555555555555556,0.44285714285714284,0.49206349206349204,0.25806451612903225,0.14444444444444443,0.3230769230769231,0.328125,0.23809523809523808,0.35555555555555557,0.21818181818181817,0.8333333333333334,0.2,0.256,0.75,0.336,0.7,0.5190146993318484,0.5007,0.4887419354838709,0.1724137931034483,0.25075528700906347,0.10806916426512968,0.329971181556196,7.508301886792454,25.23945945945946,0.31838127742564604,13.0,25.0,4.0,8.0,3.0,8.0,59.0,6.0,17.0,15.0,72.0,10.0,25.0,18.0,138.0,78.0,1.0,59.0,1.0,1.0,8.0,1.0,11.0,7.0,0.6388888888888888,0.3891891891891892,0.4,0.36,0.391304347826087,0.005405405405405406,0.00625,0.05555555555555555,0.52,0.52,0.7692307692307693,0.36875,0.3710691823899371,0.6101694915254238,0.14545454545454545,0.5,0.75,0.3090909090909091,0.35294117647058826,1.0,0.064,0.375,0.35714285714285715,0.3710691823899371,0.03664921465968586,,,,,True
200779,1610612759,Steve Novak,Steve Novak,200779,SAS,6011.0,100,-23.0,189,185,77.0,64.0,16.0,374,,,,,,,1.0,1.0,5.0,9.0,15.0,6.0,6.0,10.0,23.0,4.0,52.0,230,,,,,,2.0,8.0,2.0,23.0,8.0,4.0,,15.0,,2.0,1.0,3.0,1.0,,1.0,,1.0,7.0,,,,2.0,8.0,,10.0,,10.0,,1.0,,1.0,1.0,,1.0,1.0,,,2.0,,,5.0,,7.0,,,1.0,4.0,,,,4.0,,1.0,1.0,4.0,,,2.0,,2.0,4.0,1.0,,,,,23.0,77.0,,1.0,0.6666666666666666,0.6666666666666666,0.6,,,0.7272727272727273,,1.05,0.7428571428571429,,1.0454545454545454,0.696969696969697,,,,,17.535545023696685,0.5,,,0.13333333333333333,,0.11764705882352941,,0.12987012987012986,,,,,,,0.2857142857142857,0.058823529411764705,0.045454545454545456,0.16666666666666666,,,0.25,,,,,0.030303030303030304,1.0,1.0,,0.2727272727272727,0.5555555555555556,0.5555555555555556,0.8,0.45454545454545453,,,,,,0.6,0.696969696969697,0.5006075757575756,0.5529,0.51166,0.029411764705882353,0.09090909090909091,,0.4423076923076923,19.31,24.669565217391302,0.4074074074074074,4.0,8.0,,1.0,1.0,2.0,8.0,,,6.0,12.0,,1.0,7.0,36.0,,,8.0,,,,,,,1.0,0.5217391304347826,,0.875,0.5217391304347826,,,0.24242424242424243,0.5,0.5,1.0,0.5333333333333333,0.5333333333333333,1.0,1.0,,,,,,0.2,0.5,1.0,0.5333333333333333,,,,,,True
201588,1610612759,George Hill,George Hill,201588,SAS,128880.0,2148,281.0,4103,4107,1295.0,1104.0,431.0,8210,87.0,159.0,8.0,14.0,24.0,44.0,69.0,133.0,54.0,137.0,76.0,24.0,210.0,429.0,204.0,233.0,884.0,4338,14.0,33.0,16.0,53.0,59.0,118.0,60.0,91.0,278.0,170.0,250.0,8.0,74.0,36.0,116.0,77.0,193.0,49.0,28.0,52.0,28.0,36.0,463.0,6.0,18.0,,42.0,125.0,8.0,175.0,24.0,199.0,4.0,66.0,43.0,23.0,49.0,11.0,32.0,50.0,17.0,2.0,99.0,11.0,29.0,73.0,6.0,153.0,5.0,7.0,13.0,222.0,5.0,20.0,11.0,270.0,26.0,111.0,17.0,20.0,1.0,,11.0,2.0,7.0,21.0,11.0,,,,1.0,275.0,1277.0,16.0,13.0,0.40476190476190477,0.41262135922330095,0.48951048951048953,0.42424242424242425,0.5,0.514218009478673,0.39361702127659576,0.5252808988764045,0.5836707152496626,0.4732142857142857,0.6126126126126126,0.3222748815165877,0.08391608391608392,0.14465408805031446,0.08270676691729323,0.014598540145985401,18.251033282575595,0.494949494949495,0.06956521739130435,,0.08400537634408602,0.01468189233278956,0.09333333333333334,0.010471204188481676,0.08617131062951497,0.013340744858254585,0.018867924528301886,0.015945330296127564,0.009615384615384616,0.014164305949008499,0.004545454545454545,0.06746987951807229,0.06941431670281996,0.10620915032679738,0.07807807807807808,0.13675213675213677,0.013377926421404682,0.5238095238095238,0.25118483412322273,0.5471698113207547,0.6397058823529411,0.39080459770114945,0.21011058451816747,0.518796992481203,0.5655737704918032,0.36231884057971014,0.21642969984202212,0.39416058394160586,0.4,0.48148148148148145,0.12006319115323855,0.2978723404255319,0.5714285714285714,0.125,0.24719101123595505,0.5454545454545454,0.1348314606741573,0.5734597156398105,0.49948201267828873,0.5055270270270269,0.48509350282485897,0.16298342541436464,0.21595330739299612,0.05995475113122172,0.31447963800904977,9.088811188811187,24.185294117647054,0.31562271508652207,52.0,128.0,,5.0,18.0,36.0,25.0,3.0,9.0,5.0,77.0,3.0,14.0,23.0,189.0,42.0,2.0,25.0,4.0,7.0,5.0,1.0,21.0,7.0,0.8181818181818182,0.37745098039215685,0.21428571428571427,0.38333333333333336,0.3811881188118812,0.0196078431372549,0.02631578947368421,0.20221169036334913,0.40625,0.4126984126984127,1.0,0.32894736842105265,0.33783783783783783,0.44,0.10638297872340426,,,0.19148936170212766,0.3333333333333333,0.6666666666666666,0.20224719101123595,0.5,0.20833333333333334,0.33783783783783783,0.03333333333333333,10.0,1.0,0.015625,,True
202390,1610612759,Gary Neal,Gary Neal,202390,SAS,66265.0,1104,142.0,2114,2122,574.0,531.0,224.0,4236,12.0,21.0,,1.0,4.0,6.0,53.0,113.0,38.0,81.0,141.0,37.0,103.0,215.0,200.0,43.0,513.0,2283,9.0,19.0,1.0,34.0,25.0,54.0,48.0,21.0,137.0,112.0,94.0,2.0,140.0,10.0,39.0,21.0,60.0,13.0,8.0,14.0,9.0,16.0,141.0,6.0,6.0,,22.0,83.0,8.0,113.0,12.0,125.0,2.0,18.0,13.0,5.0,25.0,4.0,12.0,29.0,13.0,6.0,54.0,6.0,16.0,52.0,8.0,98.0,6.0,4.0,3.0,59.0,3.0,9.0,3.0,56.0,8.0,21.0,8.0,3.0,,,1.0,,2.0,3.0,1.0,,,,2.0,135.0,570.0,6.0,7.0,0.5436893203883495,0.5490196078431373,0.4790697674418605,0.47368421052631576,0.46296296296296297,0.5662650602409639,0.5892857142857143,0.5686274509803921,0.5856164383561644,0.5862068965517241,0.6061946902654868,0.4819277108433735,0.046511627906976744,0.047619047619047616,0.061946902654867256,0.024691358024691357,20.72451558550969,0.46296296296296297,0.14545454545454545,,0.11261872455902307,0.009693053311793215,0.09606986899563319,0.018404907975460124,0.10869565217391304,0.012698412698412698,0.010471204188481676,0.012875536480686695,0.005128205128205128,0.027522935779816515,,0.078125,0.09051724137931035,0.1501597444089457,0.09090909090909091,0.109375,0.009523809523809525,0.3333333333333333,0.05060240963855422,0.5714285714285714,0.6,0.5,0.27228915662650605,0.4690265486725664,0.5,0.49056603773584906,0.19518072289156627,0.4691358024691358,0.4810126582278481,0.631578947368421,0.3397590361445783,0.03571428571428571,,,0.058823529411764705,0.6666666666666666,0.3627450980392157,0.5325301204819277,0.4898954106280192,0.4822394736842105,0.46596584158415844,0.053488372093023255,0.09210526315789473,0.06627680311890838,0.26705653021442494,11.718139534883722,24.796499999999995,0.271523178807947,28.0,59.0,1.0,4.0,5.0,11.0,60.0,4.0,5.0,17.0,88.0,5.0,9.0,22.0,216.0,48.0,1.0,60.0,,1.0,6.0,,,2.0,0.8181818181818182,0.44,0.5555555555555556,0.4583333333333333,0.44221105527638194,,,0.14216867469879518,0.4745762711864407,0.4745762711864407,0.8928571428571429,0.425531914893617,0.425531914893617,0.7833333333333333,0.14285714285714285,0.25,1.0,0.17857142857142858,0.8,1.0,0.10784313725490197,0.45454545454545453,0.4594594594594595,0.42857142857142855,0.009900990099009901,3.0,,,1.0,True
200809,1610612759,Chris Quinn,Chris Quinn,200809,SAS,3476.0,58,1.0,110,112,63.0,45.0,9.0,222,2.0,4.0,1.0,1.0,,,,1.0,1.0,6.0,3.0,,3.0,11.0,6.0,,15.0,105,1.0,1.0,,2.0,,5.0,2.0,,3.0,2.0,4.0,,3.0,1.0,1.0,3.0,4.0,2.0,1.0,,,1.0,11.0,,1.0,,,5.0,,5.0,1.0,6.0,1.0,2.0,2.0,,2.0,,2.0,1.0,,,3.0,,2.0,3.0,,8.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,3.0,63.0,,,0.3333333333333333,0.3333333333333333,0.2727272727272727,1.0,,0.4411764705882353,1.0,0.21428571428571427,0.4411764705882353,1.0,0.21428571428571427,0.35294117647058826,0.09090909090909091,,,0.16666666666666666,16.666666666666668,0.6666666666666666,,,0.12195121951219512,0.038461538461538464,,,0.09803921568627451,0.023255813953488372,,,0.125,,,0.14285714285714285,0.2222222222222222,0.05555555555555555,,,0.1,,0.23529411764705882,0.5,0.5,0.5,0.058823529411764705,,,,0.35294117647058826,0.16666666666666666,0.2,,0.17647058823529413,1.0,1.0,,,,,0.5882352941176471,0.49211176470588236,0.6569,0.38271428571428573,,,0.13333333333333333,0.2,11.954545454545455,24.0,0.5727272727272728,2.0,3.0,,,1.0,2.0,1.0,,,,3.0,,,1.0,9.0,,,1.0,,,,,,,1.0,0.5,,0.5,0.5,,,0.17647058823529413,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,,0.2857142857142857,0.5,,0.3333333333333333,,,,,,True
2588,1610612759,Matt Bonner,Matt Bonner,2588,SAS,64698.0,1078,245.0,2063,2039,589.0,455.0,186.0,4102,15.0,24.0,8.0,12.0,3.0,6.0,17.0,48.0,20.0,32.0,125.0,31.0,52.0,104.0,172.0,27.0,347.0,2145,9.0,17.0,5.0,26.0,14.0,30.0,42.0,11.0,69.0,58.0,46.0,16.0,125.0,5.0,30.0,16.0,46.0,6.0,10.0,13.0,9.0,8.0,108.0,17.0,28.0,,27.0,97.0,11.0,135.0,45.0,180.0,4.0,22.0,14.0,8.0,13.0,,13.0,5.0,,,18.0,2.0,7.0,49.0,2.0,86.0,,7.0,5.0,30.0,7.0,3.0,,34.0,1.0,10.0,6.0,15.0,,,11.0,,4.0,15.0,6.0,,,,3.0,67.0,588.0,5.0,5.0,0.5576923076923077,0.6590909090909091,0.5,0.5294117647058824,0.4666666666666667,0.5797101449275363,0.40384615384615385,0.4027777777777778,0.5941780821917808,0.43333333333333335,0.43125,0.6231884057971014,0.04807692307692308,0.125,0.041666666666666664,,13.590530469092505,0.7222222222222222,0.1746031746031746,,0.13233287858117326,0.04713804713804714,0.12,0.05537459283387622,0.12943632567849686,0.049944506104328525,0.03125,0.048034934497816595,0.06358381502890173,0.04477611940298507,0.07547169811320754,0.1099476439790576,0.1623931623931624,0.12337662337662338,0.10975609756097561,0.14754098360655737,0.027777777777777776,0.4,0.08695652173913043,0.625,0.7142857142857143,0.3333333333333333,0.17391304347826086,0.3541666666666667,0.3695652173913043,0.4117647058823529,0.11594202898550725,0.625,0.625,0.85,0.4528985507246377,0.46153846153846156,0.6666666666666666,,0.08333333333333333,0.5,0.4305555555555556,0.7101449275362319,0.5144391304347827,0.5580950000000001,0.5050326388888889,0.038461538461538464,0.08849557522123894,0.07492795389048991,0.1988472622478386,10.03173076923077,24.64476744186047,0.28550654386815316,17.0,47.0,,2.0,3.0,11.0,55.0,1.0,7.0,7.0,72.0,1.0,9.0,10.0,216.0,,,55.0,1.0,,,,,1.0,1.0,0.4186046511627907,0.1111111111111111,0.23809523809523808,0.4186046511627907,0.005813953488372093,0.008,0.17028985507246377,0.3617021276595745,0.3617021276595745,1.0,0.44,0.4435483870967742,1.0,0.07692307692307693,,,0.2692307692307692,0.14285714285714285,1.0,0.1527777777777778,0.2727272727272727,0.22580645161290322,0.44,0.005780346820809248,,,,,True
201168,1610612759,Tiago Splitter,Tiago Splitter,201168,SAS,25603.0,427,-25.0,821,825,286.0,228.0,85.0,1646,47.0,70.0,13.0,22.0,13.0,18.0,10.0,36.0,,,,,57.0,106.0,,50.0,164.0,890,16.0,27.0,8.0,40.0,16.0,29.0,,24.0,56.0,58.0,56.0,28.0,,12.0,12.0,4.0,16.0,4.0,,4.0,4.0,4.0,36.0,12.0,30.0,1.0,16.0,50.0,5.0,71.0,43.0,114.0,4.0,16.0,10.0,6.0,4.0,,,11.0,4.0,2.0,15.0,4.0,5.0,26.0,4.0,52.0,,5.0,5.0,78.0,8.0,4.0,1.0,93.0,9.0,38.0,13.0,11.0,,,5.0,,6.0,11.0,5.0,,,2.0,3.0,56.0,286.0,3.0,11.0,0.5087719298245614,0.6744186046511628,0.5377358490566038,0.5925925925925926,0.5517241379310345,0.5377358490566038,0.5925925925925926,0.5517241379310345,0.5540540540540541,0.5882352941176471,0.5714285714285714,,0.11320754716981132,0.08571428571428572,0.16666666666666666,,17.833698030634572,0.26666666666666666,0.29411764705882354,0.02564102564102564,0.17793594306049823,0.13100436681222707,0.18823529411764706,0.09523809523809523,0.18032786885245902,0.11830985915492957,0.2702702702702703,0.08108108108108109,0.04938271604938271,0.0759493670886076,0.1276595744680851,0.136986301369863,0.1956521739130435,0.1896551724137931,0.1791044776119403,0.2222222222222222,0.10810810810810811,0.45454545454545453,0.660377358490566,0.6714285714285714,0.734375,0.5319148936170213,0.33962264150943394,0.2777777777777778,0.3333333333333333,0.4,,,,,,0.8148148148148148,0.5909090909090909,,0.6206896551724138,0.7222222222222222,,0.660377358490566,0.5395962264150944,0.5801913043478261,0.5120344827586207,0.2814814814814815,0.2814814814814815,0.24390243902439024,0.34146341463414637,3.3849056603773584,,0.34835566382460414,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2210,1610612759,Richard Jefferson,Richard Jefferson,2210,SAS,61462.0,1024,78.0,1931,1934,634.0,529.0,205.0,3865,38.0,60.0,6.0,11.0,14.0,19.0,9.0,23.0,19.0,51.0,45.0,15.0,66.0,134.0,120.0,72.0,351.0,2064,7.0,14.0,3.0,26.0,18.0,36.0,38.0,37.0,106.0,96.0,36.0,8.0,45.0,12.0,29.0,14.0,43.0,4.0,10.0,14.0,5.0,10.0,100.0,9.0,17.0,4.0,27.0,79.0,11.0,117.0,30.0,147.0,6.0,9.0,4.0,5.0,22.0,3.0,13.0,21.0,9.0,2.0,43.0,2.0,12.0,42.0,4.0,85.0,8.0,5.0,3.0,72.0,5.0,3.0,3.0,95.0,7.0,41.0,10.0,14.0,1.0,1.0,10.0,,4.0,15.0,11.0,1.0,,,1.0,106.0,621.0,7.0,10.0,0.7272727272727273,0.7741935483870968,0.4925373134328358,0.5,0.5,0.5492125984251969,0.4791666666666667,0.46621621621621623,0.5889261744966443,0.48148148148148145,0.5578947368421052,0.47244094488188976,0.08955223880597014,0.08333333333333333,0.2608695652173913,0.0196078431372549,15.757855822550832,0.5116279069767442,0.21568627450980393,0.057971014492753624,0.11189801699716714,0.028764805414551606,0.11842105263157894,0.03643724696356275,0.11349036402569593,0.031026252983293555,0.06741573033707865,0.009950248756218905,0.014150943396226415,0.0472972972972973,0.020202020202020204,0.0945273631840796,0.12669683257918551,0.11267605633802817,0.1377245508982036,0.06557377049180328,0.047619047619047616,0.7333333333333333,0.23622047244094488,0.6333333333333333,0.6909090909090909,0.7631578947368421,0.09055118110236221,0.391304347826087,0.5294117647058824,0.3333333333333333,0.20078740157480315,0.37254901960784315,0.38,0.8421052631578947,0.17716535433070865,0.4583333333333333,0.5454545454545454,,0.25675675675675674,0.7368421052631579,0.20270270270270271,0.7086614173228346,0.5496472440944882,0.5834047619047619,0.5641756756756756,0.1423611111111111,0.24404761904761904,0.07407407407407407,0.301994301994302,9.197014925373134,23.966666666666665,0.3283272915587778,36.0,75.0,3.0,9.0,7.0,23.0,13.0,,1.0,4.0,49.0,3.0,10.0,11.0,144.0,3.0,,13.0,1.0,,1.0,,,,0.9795918367346939,0.4083333333333333,0.3,0.2894736842105263,0.4083333333333333,0.008333333333333333,,0.2952755905511811,0.48,0.4864864864864865,1.0,0.28888888888888886,0.28888888888888886,0.9230769230769231,0.375,0.3333333333333333,1.0,0.041666666666666664,,,0.3108108108108108,0.30434782608695654,0.26666666666666666,0.28888888888888886,,3.0,,0.013333333333333334,,True
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,61532.0,1026,107.0,1967,1970,724.0,580.0,198.0,3937,136.0,202.0,11.0,16.0,55.0,78.0,46.0,115.0,44.0,116.0,10.0,2.0,226.0,433.0,32.0,122.0,601.0,2078,16.0,30.0,8.0,40.0,81.0,139.0,12.0,73.0,247.0,84.0,368.0,2.0,10.0,31.0,128.0,79.0,207.0,35.0,44.0,64.0,22.0,42.0,493.0,,7.0,,29.0,62.0,,91.0,7.0,98.0,1.0,38.0,20.0,18.0,51.0,3.0,30.0,41.0,21.0,4.0,92.0,6.0,33.0,14.0,1.0,53.0,11.0,4.0,3.0,117.0,,3.0,7.0,153.0,17.0,58.0,27.0,1.0,,,1.0,,,1.0,,,,,,236.0,709.0,8.0,19.0,0.18584070796460178,0.18666666666666668,0.5219399538106235,0.5333333333333333,0.5827338129496403,0.5150537634408602,0.47058823529411764,0.5761589403973509,0.5637898686679175,0.5263157894736842,0.6432291666666666,0.06881720430107527,0.07159353348729793,0.10396039603960396,0.06956521739130435,0.017241379310344827,28.538812785388128,0.5543478260869565,,,0.08599167822468794,0.011146496815286623,0.12663755458515283,,0.09578947368421052,0.008168028004667444,0.00558659217877095,0.021929824561403508,0.004524886877828055,,,0.09615384615384616,0.0779816513761468,0.0847457627118644,0.12352941176470589,0.13559322033898305,0.00510204081632653,,0.4344086021505376,0.6732673267326733,0.7513812154696132,0.19117647058823528,0.24731182795698925,0.4,0.42990654205607476,0.15217391304347827,0.24946236559139784,0.3793103448275862,0.38596491228070173,0.20454545454545456,0.021505376344086023,0.47058823529411764,0.6875,0.2727272727272727,0.5165562913907285,0.7051282051282052,0.013245033112582781,0.5032258064516129,0.5160373922413792,0.530012962962963,0.5390784768211921,0.11462450592885376,0.12236286919831224,0.06655574043261231,0.41098169717138106,7.874133949191686,24.025,0.3680732079308592,7.0,22.0,,1.0,4.0,10.0,2.0,,3.0,,9.0,,4.0,4.0,21.0,6.0,,2.0,,5.0,1.0,,,,0.7777777777777778,0.28125,,0.3333333333333333,0.28125,,,0.047311827956989246,0.3181818181818182,0.3181818181818182,1.0,0.2,0.2,,0.029411764705882353,,,0.08823529411764706,,,0.06622516556291391,0.4,,0.2,,9.0,,,,True
