EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,FG2A,OpponentPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Fouls,FoulsDrawn,PenaltyOffPossExcludingTakeFouls,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG3M,FG3A,FtPoints,Points,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,FTA,TwoPtShootingFoulsDrawn,3SecondViolations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,SecondChanceAtRimFGM,ShortMidRangeFGA,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsPutbacks,DefThreePtRebounds,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefThreePtReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,HeaveAttempts,Corner3Assists,OffThreePtRebounds,FTDefRebounds,Loose Ball Fouls Drawn,PenaltyFg3Pct,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,ShortMidRangeFGM,LongMidRangeFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Fg2aBlocked,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Travels,Loose Ball Fouls,Offensive Fouls Drawn,SecondChanceFg3Pct,FG2APctBlocked,LongMidRangePctBlocked,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,BlockingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFoulsDrawn,OffFTReboundPct,Charge Fouls,Offensive Fouls,AtRimPctBlocked,ShortMidRangePctBlocked,OffCorner3ReboundPct,on,StepOutOfBoundsTurnovers,SecondChanceTurnovers,BlockingFouls,BlockedLongMidRange,BlockedShortMidRange,OffensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Clear Path Fouls,Charge Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,DefensiveGoaltends,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,HeaveMakes,Technical Free Throw Trips,Corner3PctBlocked
1885,1610612747,Lamar Odom,Lamar Odom,1885,LAL,471.0,8.0,-4.0,17,15,11.0,4.0,1.0,32,1.0,1.0,18,1.0,1.0,1.0,1.0,1.0,11.0,5.2631578947368425,0.25,0.1666666666666666,0.3333333333333333,1.0,1.0,0.5864,2.2,0.6470588235294118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200769,1610612747,Shannon Brown,Shannon Brown,200769,LAL,2613.0,44.0,-10.0,93,87,33.0,62.0,16.0,180,7.0,9.0,97,1.0,1.0,5.0,3.0,1.0,33.0,16.07142857142857,0.037037037037037,0.0232558139534883,,0.5,0.8571428571428571,0.5508428571428572,5.699999999999999,0.3548387096774194,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,5.0,2.0,16.0,2.0,1.0,2.0,1.0,2.0,4.0,4.0,3.0,3.0,4.0,1.0,4.0,1.0,5.0,1.0,2.0,1.0,1.0,11.0,4.0,4.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,0.5,0.5,0.4,0.4,0.4444444444444444,0.5,0.5,0.3333333333333333,0.5333333333333333,0.3333333333333333,0.3571428571428571,0.6666666666666666,0.1,0.0851063829787234,0.0714285714285714,0.125,0.1111111111111111,0.1,0.125,0.5714285714285714,0.5714285714285714,0.5,0.1428571428571428,0.0714285714285714,1.0,1.0,1.0,0.2857142857142857,0.25,0.25,1.0,0.3333333333333333,1.0,0.3333333333333333,0.25,0.5163,0.4342833333333333,0.0666666666666666,0.1,0.125,25.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,1610612747,Pau Gasol,Pau Gasol,2200,LAL,543.0,9.0,,20,19,14.0,9.0,4.0,39,4.0,6.0,17,1.0,3.0,6.0,,3.0,14.0,36.0,0.1666666666666666,0.2727272727272727,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5682,6.7,0.7,4.0,3.0,1.0,1.0,1.0,,,,,,4.0,,,3.0,11.0,3.0,1.0,2.0,,5.0,2.0,6.0,,,,,,,,,,,,,3.0,3.0,,,,1.0,1.0,,,1.0,1.0,,5.0,3.0,,5.0,,0.25,1.0,,,,0.6666666666666666,0.5,0.6666666666666666,0.5,0.6875,0.625,,1.0,0.3333333333333333,0.2727272727272727,0.75,,,,,1.0,1.0,0.25,0.1666666666666666,,,,,,,,1.0,0.5,1.0,,,0.5659333333333333,0.50875,0.375,0.375,0.4545454545454545,,3.0,1.0,3.0,1.0,7.0,3.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1666666666666667,0.4,0.25,1.0,1.0,0.1666666666666666,1.0,0.6363636363636364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440,1610612747,Matt Barnes,Matt Barnes,2440,LAL,1676.0,28.0,1.0,58,55,24.0,39.0,13.0,113,7.0,7.0,64,4.0,6.0,10.0,2.0,4.0,24.0,17.56756756756757,0.2857142857142857,0.2083333333333333,0.1666666666666666,0.5833333333333334,1.0,0.5138863636363636,2.3285714285714287,0.4137931034482758,4.0,3.0,2.0,3.0,,,2.0,2.0,3.0,2.0,4.0,2.0,5.0,,14.0,3.0,2.0,3.0,3.0,7.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,5.0,,1.0,1.0,1.0,12.0,3.0,4.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,7.0,1.0,0.5,0.6666666666666666,0.5,0.4,0.5,0.5714285714285714,0.6666666666666666,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.4166666666666667,1.0,0.1304347826086956,0.1333333333333333,0.1,0.4,,0.6666666666666666,,0.5714285714285714,0.5714285714285714,0.5,,0.1666666666666666,,,,0.25,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,0.3333333333333333,1.0,0.5327666666666667,0.5276,,,0.5,29.56,1.0,,1.0,,2.0,,2.0,1.0,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1,0.125,,,,0.3333333333333333,0.1428571428571428,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.3333333333333333,0.25,0.1428571428571428,0.2,0.2,0.5,0.1666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756,1610612747,Sasha Vujacic,Sasha Vujacic,2756,LAL,3238.0,54.0,-22.0,116,111,41.0,82.0,18.0,227,3.0,16.0,131,3.0,3.0,4.0,7.0,3.0,41.0,21.16788321167883,0.0909090909090909,0.0588235294117647,0.0769230769230769,0.1304347826086956,0.4347826086956521,0.4950065217391304,14.1625,0.3534482758620689,1.0,,,,10.0,1.0,2.0,2.0,5.0,2.0,5.0,3.0,7.0,1.0,20.0,3.0,,2.0,3.0,4.0,10.0,,9.0,,5.0,2.0,5.0,,5.0,,2.0,2.0,1.0,10.0,1.0,1.0,,1.0,,,,5.0,,5.0,1.0,3.0,2.0,1.0,,4.0,1.0,1.0,1.0,1.0,0.4285714285714285,0.4285714285714285,0.3125,,0.4130434782608695,0.3,0.4166666666666667,0.3333333333333333,0.3043478260869565,,0.0222222222222222,0.0169491525423728,,,0.0526315789473684,0.1,,0.3333333333333333,0.3333333333333333,1.0,0.4347826086956521,0.0869565217391304,0.5,0.5,1.0,0.217391304347826,0.4,0.4,,,,0.4,0.4,0.515625,0.4668699999999999,0.0416666666666666,0.0588235294117647,0.2,26.157142857142865,,3.0,1.0,,8.0,1.0,,,,,,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,,,,,0.1304347826086956,,0.4,1.0,1.0,1.0,,,,,,0.3333333333333333,,,,0.1,1.0,0.2,0.5,1.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.6666666666666666,0.0625,0.1,0.3333333333333333,0.3333333333333333,1.0,0.3,0.3333333333333333,1.0,0.5,0.6666666666666666,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2575,1610612747,Luke Walton,Luke Walton,2575,LAL,1778.0,30.0,-9.0,61,63,14.0,49.0,7.0,124,3.0,7.0,73,,3.0,3.0,1.0,,14.0,14.492753623188406,,0.0769230769230769,,0.3333333333333333,0.5555555555555556,0.39885,10.742857142857144,0.2295081967213114,,,,1.0,3.0,,1.0,,1.0,,1.0,,2.0,,2.0,,,1.0,,,,2.0,,,1.0,,3.0,2.0,5.0,2.0,2.0,1.0,,12.0,,,,2.0,2.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,0.1428571428571428,,0.1111111111111111,,0.1111111111111111,,0.2222222222222222,1.0,,,,,,,,,,,0.3333333333333333,0.1111111111111111,,,,0.1111111111111111,,,,1.0,,,,,0.3495,,,,24.45,,1.0,,,,,,2.0,,,,,,,,,0.2222222222222222,0.125,1.0,,0.1111111111111111,,,,,,,,,1.0,,,0.1428571428571428,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2581,1610612747,Steve Blake,Steve Blake,2581,LAL,859.0,14.0,-14.0,34,31,6.0,27.0,5.0,65,,,43,2.0,2.0,2.0,,1.0,6.0,5.128205128205128,0.2,0.1428571428571428,0.25,,1.0,0.58095,,0.1764705882352941,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,2.0,,2.0,,2.0,,,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.582,,,,,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,181.0,3.0,-5.0,7,7,7.0,3.0,,14,,2.0,9,,,,,,7.0,42.85714285714285,,,,,0.3333333333333333,0.3779999999999999,15.7,1.0,,,,,1.0,,,,1.0,1.0,1.0,,1.0,,2.0,,1.0,2.0,1.0,2.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,0.3333333333333333,,,,,0.3333333333333333,,,,,,0.3333333333333333,,,0.3779999999999999,,,1.0,26.7,,1.0,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,1610612747,Derek Fisher,Derek Fisher,965,LAL,103.0,2.0,-1.0,5,3,5.0,1.0,,8,,,3,,,,,,5.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897,1610612747,Metta World Peace,Metta World Peace,1897,LAL,19.0,,-2.0,1,1,1.0,1.0,,2,,,2,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
