EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Clear Path Fouls,BlockedShortMidRange,3SecondViolations,Corner3PctBlocked,FTOffRebounds,BlockedLongMidRange,OffFTReboundPct,Blocked3s,BlockedArc3,DefensiveGoaltends,OffensiveGoaltends,BlockedCorner3,on,3pt And 1 Free Throw Trips,HeaveMakes
101108,1610612740,Chris Paul,Chris Paul,101108,NOH,119318.0,1989,173.0,3654,3651,873,784,407.0,7305,61.0,109.0,5.0,8.0,15.0,27.0,78.0,163.0,111.0,237.0,6.0,14.0,1.0,1.0,3.0,7.0,36.0,94.0,3.0,9.0,9.0,30.0,250.0,509.0,42.0,108.0,181.0,807.0,3821,21.0,39.0,4.0,10.0,14.0,68.0,60.0,130.0,12.0,37.0,96.0,252.0,56.0,444.0,60.0,66.0,4.0,1.0,93.0,36.0,20.0,1.0,434.0,117.0,551.0,73.0,44.0,192.0,72.0,170.0,1219.0,4.0,21.0,62.0,133.0,1.0,196.0,25.0,221.0,12.0,128.0,62.0,66.0,78.0,18.0,52.0,38.0,2.0,26.0,2.0,5.0,116.0,4.0,34.0,38.0,4.0,125.0,2.0,11.0,7.0,235.0,4.0,1.0,24.0,17.0,206.0,12.0,22.0,53.0,2.0,42.0,2.0,2.0,2.0,1.0,2.0,250.0,866,18.0,37.0,0.112,0.11290322580645161,0.47619047619047616,0.3888888888888889,0.4,0.32432432432432434,0.3925233644859813,0.4911591355599214,0.5384615384615384,0.46153846153846156,0.5072933549432739,0.5510204081632653,0.46706586826347307,0.5605413105413105,0.5982142857142857,0.5688073394495413,0.17504051863857376,0.009259259259259259,0.03929273084479371,0.09174311926605505,0.05521472392638037,0.004219409282700422,0.010638297872340425,19.81063364894392,0.6724137931034483,0.013513513513513514,0.108130081300813,0.01641907740422205,0.13507625272331156,0.010443864229765013,0.11545293072824156,0.015042117930204572,0.034383954154727794,0.009259259259259259,0.010040160642570281,0.012145748987854251,0.007352941176470588,0.08923076923076922,0.10025706940874037,0.12596899224806202,0.12680115273775217,0.16071428571428573,0.040955631399317405,0.5,0.1766612641815235,0.5596330275229358,0.6161616161616161,0.09836065573770492,0.26418152350081037,0.4785276073619632,0.5064935064935064,0.11538461538461539,0.3841166936790924,0.46835443037974683,0.4703389830508475,0.11711711711711711,0.022690437601296597,0.42857142857142855,0.42857142857142855,0.8333333333333334,0.15235008103727715,0.3829787234042553,0.3870967741935484,0.4166666666666667,0.16326530612244897,0.625,0.2,0.02040816326530612,1.0,1.0,0.1836734693877551,0.3333333333333333,0.6666666666666666,0.16167664670658682,0.5555555555555556,0.041916167664670656,0.42857142857142855,0.17964071856287425,0.3,0.35170178282009723,0.3870967741935484,0.4591868292682927,0.4608318181818181,0.44505606060606057,0.08333333333333333,0.09636363636363636,0.01818181818181818,0.08426270136307311,0.31226765799256506,11.546758349705303,25.61018518518518,0.23891625615763548,,,,,,,,,,,,,True,,
101127,1610612740,Jarrett Jack,Jarrett Jack,101127,NOH,30627.0,510,21.0,916,922,264,225,122.0,1838,21.0,37.0,,1.0,5.0,8.0,10.0,47.0,30.0,61.0,5.0,13.0,,2.0,3.0,6.0,6.0,19.0,,,2.0,6.0,61.0,145.0,11.0,32.0,50.0,205.0,971,2.0,8.0,,2.0,3.0,7.0,11.0,23.0,5.0,12.0,18.0,55.0,32.0,90.0,33.0,,,,19.0,6.0,12.0,1.0,51.0,8.0,59.0,8.0,,26.0,9.0,16.0,126.0,2.0,4.0,10.0,28.0,2.0,40.0,6.0,46.0,3.0,20.0,7.0,13.0,12.0,3.0,8.0,6.0,,4.0,,1.0,18.0,1.0,4.0,14.0,,33.0,,2.0,2.0,52.0,1.0,2.0,3.0,5.0,62.0,4.0,3.0,18.0,5.0,6.0,4.0,2.0,4.0,2.0,3.0,53.0,257,7.0,5.0,0.26229508196721313,0.26229508196721313,1.0,0.34375,,0.4166666666666667,0.34375,0.4206896551724138,0.25,0.4782608695652174,0.4378531073446328,0.2,0.5285714285714286,0.5024752475247525,0.2916666666666667,0.625,0.1807909604519774,0.03125,0.08275862068965517,0.13513513513513514,0.10638297872340426,0.03278688524590164,0.05263157894736842,20.813623462630083,0.6666666666666666,0.09090909090909091,0.09061488673139159,0.011627906976744186,0.07692307692307693,0.02197802197802198,0.08656036446469248,0.013793103448275862,0.011764705882352941,0.015037593984962405,0.007936507936507936,0.016129032258064516,0.034482758620689655,0.0975609756097561,0.045454545454545456,0.1282051282051282,0.08163265306122448,0.0625,0.03296703296703297,0.5,0.20903954802259886,0.5675675675675675,0.65625,0.23809523809523808,0.2655367231638418,0.2127659574468085,0.23809523809523808,0.2,0.3446327683615819,0.4918032786885246,0.5084745762711864,0.3,0.07344632768361582,0.38461538461538464,0.38461538461538464,1.0,0.10734463276836158,0.3157894736842105,0.3333333333333333,1.0,0.1,,,0.2,,,,,,0.22857142857142856,0.625,0.17142857142857143,0.5,0.17142857142857143,0.3333333333333333,0.3898305084745763,0.3157894736842105,0.45988757062146896,0.423425,0.4930957142857143,0.11734693877551021,0.11320754716981132,0.13513513513513514,0.03414634146341464,0.2682926829268293,11.05103448275862,24.659374999999997,0.28820960698689957,1.0,2.0,,,,,,,,,,,True,,
201158,1610612740,Marco Belinelli,Marco Belinelli,201158,NOH,86491.0,1442,90.0,2653,2653,532,470,304.0,5306,37.0,77.0,3.0,7.0,6.0,13.0,16.0,38.0,63.0,152.0,34.0,82.0,3.0,8.0,9.0,21.0,64.0,162.0,7.0,13.0,11.0,32.0,116.0,267.0,98.0,244.0,67.0,593.0,2809,8.0,21.0,10.0,21.0,7.0,53.0,15.0,39.0,20.0,53.0,30.0,120.0,182.0,50.0,282.0,12.0,6.0,,162.0,64.0,16.0,3.0,62.0,11.0,73.0,5.0,6.0,33.0,12.0,17.0,157.0,4.0,8.0,33.0,58.0,1.0,92.0,12.0,104.0,4.0,26.0,19.0,7.0,28.0,8.0,16.0,32.0,2.0,12.0,2.0,5.0,60.0,4.0,12.0,43.0,4.0,107.0,1.0,2.0,10.0,78.0,,5.0,9.0,2.0,85.0,3.0,9.0,28.0,1.0,10.0,3.0,1.0,3.0,2.0,4.0,120.0,532,9.0,10.0,0.7844827586206896,0.8053097345132744,0.9591836734693877,0.4016393442622951,0.47619047619047616,0.37735849056603776,0.4016393442622951,0.4344569288389513,0.38095238095238093,0.38461538461538464,0.5146771037181996,0.5476190476190477,0.4891304347826087,0.5374771480804388,0.5760869565217391,0.5409090909090909,0.4774951076320939,0.012295081967213115,0.0599250936329588,0.09090909090909091,0.15789473684210525,0.019736842105263157,0.006172839506172839,20.246831220813874,0.4666666666666667,0.02040816326530612,0.0655367231638418,0.008629989212513484,0.10377358490566038,0.014084507042253521,0.07564422277639235,0.00990916597853014,0.019230769230769232,0.009523809523809525,,0.020833333333333332,,0.06097560975609756,0.07169811320754717,0.06417112299465241,0.10084033613445378,0.1125,0.014492753623188406,0.6666666666666666,0.1506849315068493,0.4805194805194805,0.5285714285714286,0.8108108108108109,0.07436399217221135,0.42105263157894735,0.5,0.75,0.2974559686888454,0.4144736842105263,0.4228187919463087,0.7777777777777778,0.16046966731898238,0.4146341463414634,0.425,0.9705882352941176,0.31702544031311153,0.3950617283950617,0.39751552795031053,0.953125,0.16666666666666666,0.42857142857142855,0.3333333333333333,0.19047619047619047,0.375,1.0,0.30952380952380953,0.5384615384615384,1.0,0.14130434782608695,0.46153846153846156,0.22826086956521738,0.42857142857142855,0.34782608695652173,0.34375,0.6281800391389433,0.3950617283950617,0.5163510784313726,0.5155625,0.514674456521739,0.054003724394785846,0.0958904109589041,0.004081632653061225,0.0893760539629005,0.20236087689713322,12.582771535580521,24.781967213114758,0.20052770448548812,,2.0,1.0,0.024390243902439025,,,,,,,,,True,,
201171,1610612740,Carl Landry,Carl Landry,201171,NOH,19182.0,320,-16.0,572,576,120,98,82.0,1148,26.0,32.0,4.0,7.0,6.0,7.0,17.0,39.0,19.0,45.0,,,,,,,,1.0,,,,,62.0,116.0,,1.0,21.0,145.0,637,7.0,13.0,,,4.0,18.0,11.0,22.0,,,9.0,31.0,84.0,40.0,,,10.0,,1.0,,8.0,,4.0,3.0,7.0,3.0,,1.0,1.0,2.0,17.0,7.0,13.0,11.0,19.0,2.0,32.0,21.0,53.0,2.0,6.0,4.0,2.0,7.0,2.0,4.0,9.0,1.0,3.0,,2.0,16.0,1.0,4.0,17.0,1.0,38.0,3.0,4.0,1.0,31.0,,3.0,2.0,1.0,29.0,3.0,,14.0,,2.0,4.0,1.0,4.0,4.0,,31.0,120,2.0,2.0,0.6774193548387096,0.7368421052631579,,,,,,0.5344827586206896,0.5384615384615384,0.5,0.5299145299145299,0.5384615384615384,0.5,0.5576923076923077,0.6,0.5535714285714286,0.008547008547008548,,0.06896551724137931,0.09375,0.10256410256410256,0.022222222222222223,,22.12121212121212,0.4375,0.15384615384615385,0.10614525139664804,0.06280193236714976,0.15942028985507245,0.11290322580645161,0.12096774193548387,0.07434944237918216,,0.09230769230769231,0.07608695652173914,0.16279069767441862,,0.07317073170731707,0.14285714285714285,0.09333333333333334,0.1724137931034483,0.09090909090909091,0.0425531914893617,1.0,0.27350427350427353,0.8125,0.896551724137931,0.7307692307692307,0.3333333333333333,0.4358974358974359,0.4857142857142857,0.35294117647058826,0.38461538461538464,0.4222222222222222,0.4318181818181818,0.8947368421052632,,,,,0.008547008547008548,,,,0.5384615384615384,0.5714285714285714,,,,,,,,0.3181818181818182,0.8571428571428571,,,,,0.28205128205128205,,0.4779572649572649,0.5327555555555555,0.49297272727272734,0.109375,0.11023622047244094,,0.12413793103448276,0.21379310344827587,9.900862068965516,25.5,0.2097902097902098,,2.0,,,1.0,1.0,0.0625,,,,,,True,,
2731,1610612740,Emeka Okafor,Emeka Okafor,2731,NOH,137226.0,2287,144.0,4193,4198,969,881,482.0,8391,239.0,349.0,72.0,110.0,52.0,71.0,57.0,164.0,4.0,10.0,,,,,,,,1.0,,,,1.0,300.0,523.0,,1.0,145.0,745.0,4390,82.0,135.0,,,22.0,186.0,63.0,108.0,,1.0,39.0,165.0,418.0,182.0,,,110.0,,1.0,,68.0,,36.0,6.0,42.0,5.0,1.0,12.0,7.0,17.0,90.0,45.0,182.0,152.0,272.0,30.0,454.0,230.0,684.0,7.0,40.0,32.0,8.0,33.0,2.0,17.0,86.0,5.0,16.0,,10.0,119.0,12.0,27.0,109.0,3.0,230.0,3.0,41.0,39.0,212.0,7.0,21.0,9.0,1.0,258.0,26.0,,126.0,,17.0,126.0,72.0,127.0,78.0,12.0,165.0,962,18.0,12.0,0.6966666666666667,0.8530612244897959,,,,,,0.5736137667304015,0.6074074074074074,0.5833333333333334,0.5725190839694656,0.6074074074074074,0.5779816513761468,0.5811232449297972,0.6158940397350994,0.5851063829787234,0.0019083969465648854,,0.13001912045889102,0.12320916905444126,0.1524390243902439,,,15.98818814596077,0.2773109243697479,0.3448275862068966,0.19373219373219372,0.12173913043478261,0.2814814814814815,0.1056338028169014,0.21810699588477367,0.11816762103071317,0.11809045226130653,0.1303501945525292,0.11663807890222985,0.09608540925266904,0.12413793103448276,0.13978494623655913,0.21476510067114093,0.21196581196581196,0.2839506172839506,0.2740740740740741,0.0457516339869281,0.6141732283464567,0.666030534351145,0.6848137535816619,0.7810457516339869,0.7112970711297071,0.31297709923664124,0.3475609756097561,0.41007194244604317,0.631578947368421,0.019083969465648856,0.4,0.4,0.75,,,,,0.0019083969465648854,,,,0.8148148148148148,0.6545454545454545,0.2222222222222222,,,,,,,0.6513761467889908,0.7323943661971831,,,0.009174311926605505,,0.6679389312977099,,0.5385376908396945,0.570029464285714,0.5281499999999998,0.20192307692307693,0.20224719101123595,,0.24966442953020135,0.2214765100671141,3.6692160611854674,24.9,0.23109945146673028,,52.0,24.0,,3.0,2.0,0.022222222222222223,1.0,1.0,2.0,1.0,,True,,
2431,1610612740,David Andersen,David Andersen,2431,NOH,1029.0,17,7.0,31,32,10,1,8.0,63,,1.0,,1.0,,,1.0,2.0,,3.0,,,,,,,,1.0,,,,,1.0,6.0,,1.0,2.0,4.0,35,,1.0,,,,,1.0,2.0,,,2.0,4.0,,2.0,,,,,1.0,,,,,1.0,1.0,,1.0,,,,3.0,,1.0,,,,,1.0,1.0,,,,,,,,3.0,,,,,3.0,,,,,2.0,,,2.0,2.0,,,,,4.0,,,2.0,,,,,,,,4.0,10,,,,,,,,,,0.16666666666666666,,0.5,0.14285714285714285,,0.5,0.2222222222222222,,0.6666666666666666,0.14285714285714285,,,,,,,30.0,,,,0.08333333333333333,,,,0.06666666666666667,,,0.2,,,,,,,,,,0.14285714285714285,,,,0.2857142857142857,0.5,0.5,,0.42857142857142855,,,,,,,,0.14285714285714285,,,,1.0,,,,,,,,,,,,,,,0.2857142857142857,,0.4386285714285714,0.6062,0.38135,0.2222222222222222,0.25,,,1.0,11.6,25.9,0.3225806451612903,,,,,,,,,,,,,True,,
2561,1610612740,David West,David West,2561,NOH,94363.0,1573,172.0,2878,2868,594,550,317.0,5746,111.0,172.0,32.0,51.0,24.0,37.0,117.0,266.0,123.0,252.0,,1.0,,,,,2.0,5.0,,,2.0,4.0,351.0,690.0,2.0,6.0,152.0,860.0,2967,49.0,84.0,,,20.0,118.0,73.0,131.0,2.0,4.0,54.0,206.0,432.0,270.0,6.0,,58.0,1.0,4.0,2.0,49.0,,72.0,37.0,109.0,25.0,12.0,43.0,12.0,17.0,255.0,12.0,76.0,40.0,174.0,7.0,221.0,91.0,312.0,15.0,44.0,26.0,18.0,45.0,9.0,27.0,49.0,2.0,18.0,,12.0,94.0,4.0,14.0,68.0,2.0,131.0,4.0,7.0,13.0,158.0,,9.0,5.0,4.0,190.0,20.0,,90.0,,15.0,42.0,26.0,42.0,30.0,8.0,204.0,589,9.0,11.0,0.6153846153846154,0.6708074534161491,1.0,0.3333333333333333,,0.5,0.4,0.508695652173913,0.5833333333333334,0.5572519083969466,0.5086206896551724,0.5833333333333334,0.562962962962963,0.5505761843790012,0.6210526315789474,0.6204819277108434,0.008620689655172414,,0.07101449275362319,0.16279069767441862,0.07518796992481203,0.003968253968253968,,26.964560862865945,0.4787234042553192,0.1346153846153846,0.1766497461928934,0.07364341085271318,0.10869565217391304,0.041811846689895474,0.1581670362158167,0.0667172100075815,0.11228070175438597,0.08064516129032258,0.037333333333333336,0.03783783783783784,0.049019607843137254,0.16666666666666666,0.23102310231023102,0.14285714285714285,0.10431654676258993,0.12222222222222222,0.05136986301369863,0.7142857142857143,0.2471264367816092,0.6453488372093024,0.7708333333333334,0.5045045045045045,0.382183908045977,0.4398496240601504,0.47560975609756095,0.452991452991453,0.3620689655172414,0.4880952380952381,0.4900398406374502,0.8699186991869918,0.0014367816091954023,,,,0.007183908045977011,0.4,0.4,1.0,0.6071428571428571,0.6274509803921569,0.0625,,,,,,,0.2740740740740741,0.6486486486486487,,,0.02962962962962963,0.5,0.2557471264367816,0.5,0.4419775539568344,0.506424,0.4398614814814814,0.1174934725848564,0.11842105263157894,,0.1372093023255814,0.23953488372093024,10.039855072463768,30.233333333333334,0.20639332870048646,,12.0,5.0,,3.0,4.0,0.03529411764705882,,,,1.0,,True,,
2772,1610612740,Trevor Ariza,Trevor Ariza,2772,NOH,108037.0,1801,45.0,3322,3316,723,675,361.0,6638,110.0,181.0,20.0,32.0,22.0,31.0,24.0,73.0,25.0,91.0,23.0,75.0,1.0,6.0,3.0,17.0,35.0,114.0,2.0,13.0,8.0,26.0,159.0,345.0,58.0,189.0,93.0,585.0,3488,23.0,45.0,3.0,19.0,11.0,66.0,29.0,53.0,11.0,43.0,18.0,109.0,166.0,152.0,165.0,9.0,24.0,2.0,112.0,35.0,24.0,2.0,93.0,27.0,120.0,17.0,10.0,47.0,14.0,32.0,267.0,6.0,29.0,53.0,156.0,29.0,238.0,39.0,277.0,6.0,85.0,52.0,33.0,45.0,2.0,28.0,41.0,7.0,17.0,1.0,12.0,86.0,6.0,15.0,49.0,6.0,126.0,9.0,12.0,5.0,107.0,3.0,8.0,4.0,4.0,131.0,17.0,,64.0,2.0,7.0,19.0,11.0,20.0,7.0,3.0,107.0,717,12.0,5.0,0.5220125786163522,0.564625850340136,0.9482758620689655,0.30687830687830686,0.15789473684210525,0.2558139534883721,0.31016042780748665,0.4608695652173913,0.5111111111111111,0.5471698113207547,0.4606741573033708,0.4296875,0.4739583333333333,0.4957627118644068,0.4852941176470588,0.5,0.3539325842696629,0.010582010582010581,0.06956521739130435,0.10497237569060773,0.0547945205479452,0.01098901098901099,0.017543859649122806,18.113612004287244,0.5232558139534884,0.4084507042253521,0.1406672678088368,0.02468085106382979,0.1311881188118812,0.017543859649122806,0.1381361533377396,0.023071852340145024,0.04180064308681672,0.016908212560386472,0.02,0.01327433628318584,0.02586206896551724,0.1276595744680851,0.11549295774647887,0.1673728813559322,0.13504823151125403,0.11827956989247312,0.02142857142857143,0.35,0.3389513108614232,0.6077348066298343,0.6790123456790124,0.5363636363636364,0.13670411985018727,0.3287671232876712,0.34782608695652173,0.5416666666666666,0.1704119850187266,0.27472527472527475,0.2777777777777778,0.44,0.1404494382022472,0.30666666666666664,0.30666666666666664,1.0,0.21348314606741572,0.30701754385964913,0.3125,0.9142857142857143,0.5,0.625,0.15,0.09375,0.16666666666666666,1.0,0.203125,0.15384615384615385,0.5,0.3229166666666667,0.7096774193548387,0.17708333333333334,0.17647058823529413,0.2708333333333333,0.3076923076923077,0.6928838951310862,0.3125,0.5290113721804509,0.5508081818181818,0.5196632978723403,0.11320754716981132,0.16326530612244897,0.010471204188481676,0.11282051282051282,0.18632478632478633,7.27478260869565,24.827513227513226,0.21763997591812162,,7.0,1.0,,4.0,1.0,0.037383177570093455,1.0,,,,1.0,True,,
201160,1610612740,Jason Smith,Jason Smith,201160,NOH,15228.0,254,23.0,480,483,175,151,57.0,963,8.0,14.0,3.0,5.0,3.0,4.0,1.0,3.0,39.0,81.0,,,,,,,,1.0,,,,1.0,48.0,98.0,,1.0,3.0,99.0,502,9.0,11.0,,,,18.0,12.0,32.0,,1.0,1.0,25.0,86.0,10.0,,,4.0,1.0,,,5.0,,7.0,2.0,9.0,1.0,1.0,2.0,4.0,1.0,20.0,6.0,14.0,6.0,25.0,1.0,32.0,21.0,53.0,2.0,6.0,6.0,,4.0,1.0,3.0,5.0,,1.0,,2.0,9.0,3.0,3.0,10.0,,26.0,,7.0,2.0,6.0,,1.0,,,4.0,,,2.0,,,3.0,2.0,3.0,2.0,1.0,25.0,175,3.0,,0.8958333333333334,0.9347826086956522,,,,,,0.4897959183673469,0.8181818181818182,0.375,0.48484848484848486,0.8181818181818182,0.36363636363636365,0.4900990099009901,0.8181818181818182,0.36764705882352944,0.010101010101010102,,0.05102040816326531,0.14285714285714285,0.3333333333333333,0.024691358024691357,,20.257826887661142,0.4444444444444444,0.06666666666666667,0.16339869281045752,0.08484848484848485,0.09375,0.1276595744680851,0.14285714285714285,0.09433962264150944,0.05,0.09523809523809523,0.0963855421686747,0.10714285714285714,0.15789473684210525,0.1951219512195122,0.14634146341463414,0.15492957746478872,0.09302325581395349,0.09523809523809523,0.045454545454545456,0.6666666666666666,0.1414141414141414,0.5714285714285714,0.6666666666666666,0.625,0.030303030303030304,0.3333333333333333,0.5,,0.8181818181818182,0.48148148148148145,0.4936708860759494,0.9743589743589743,,,,,0.010101010101010102,,,,0.45454545454545453,0.6,,,,,,,,0.12121212121212122,0.75,,,0.030303030303030304,,0.15151515151515152,,0.4290428571428571,0.4801,0.409821875,0.019801980198019802,0.02,,0.18181818181818182,0.25252525252525254,15.537755102040814,43.9,0.3645833333333333,,1.0,,,1.0,,0.05263157894736842,,,,,,True,,
202347,1610612740,Quincy Pondexter,Quincy Pondexter,202347,NOH,14474.0,241,24.0,420,428,78,86,52.0,848,9.0,15.0,3.0,4.0,2.0,2.0,4.0,9.0,3.0,10.0,2.0,11.0,,,,2.0,3.0,8.0,1.0,1.0,1.0,2.0,16.0,34.0,5.0,19.0,5.0,52.0,443,4.0,8.0,1.0,1.0,,11.0,2.0,3.0,1.0,4.0,2.0,9.0,16.0,16.0,15.0,,4.0,,8.0,3.0,1.0,,13.0,2.0,15.0,2.0,,5.0,6.0,2.0,32.0,2.0,5.0,4.0,18.0,,22.0,7.0,29.0,,7.0,4.0,3.0,2.0,,,2.0,1.0,2.0,,,4.0,,1.0,7.0,,19.0,,2.0,1.0,6.0,,,,,7.0,1.0,,4.0,,,6.0,1.0,6.0,4.0,,9.0,77,1.0,,0.5,0.5714285714285714,1.0,0.2631578947368421,1.0,0.25,0.2631578947368421,0.47058823529411764,0.5,0.6666666666666666,0.44339622641509435,0.6111111111111112,0.5,0.4642857142857143,0.6111111111111112,0.5625,0.3584905660377358,,0.029411764705882353,0.06666666666666667,,,,12.631578947368421,0.5,,0.12244897959183673,0.03355704697986577,0.05194805194805195,0.047619047619047616,0.09821428571428571,0.03664921465968586,0.05128205128205128,0.0196078431372549,0.03389830508474576,0.07407407407407407,,0.06521739130434782,0.09090909090909091,0.19298245614035087,0.03773584905660377,0.08333333333333333,,0.6666666666666666,0.2830188679245283,0.6,0.6428571428571429,0.3333333333333333,0.16981132075471697,0.4444444444444444,0.4444444444444444,0.75,0.18867924528301888,0.3,0.3,0.6666666666666666,0.20754716981132076,0.18181818181818182,0.18181818181818182,1.0,0.1509433962264151,0.375,0.375,1.0,0.4444444444444444,0.75,,,,,0.1111111111111111,1.0,1.0,0.2857142857142857,1.0,0.2857142857142857,,0.2857142857142857,0.5,0.6415094339622641,0.375,0.5124084905660378,0.5599000000000001,0.5190928571428571,0.07142857142857142,0.10810810810810811,,0.21153846153846154,0.17307692307692307,8.444117647058825,23.83157894736842,0.18571428571428572,,4.0,,,,1.0,,,,,,,True,,
