EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,LostBallSteals,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,NonHeaveArc3Accuracy,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyFG3M,StepOutOfBoundsTurnovers,Charge Fouls,BlockingFoulsDrawn,OffensiveGoaltends,PenaltyFg3Pct,SecondChanceArc3Frequency,PenaltyArc3Accuracy,DefensiveGoaltends,FTOffRebounds,LostBallOutOfBoundsTurnovers,Clear Path Fouls,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,OffFTReboundPct,OffCorner3ReboundPct,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,PenaltyCorner3Accuracy,SecondChanceArc3FGM,Blocked3s,BlockedArc3,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Arc3PctBlocked,on,BlockedCorner3,3pt And 1 Free Throw Trips
101106,1610612749,Andrew Bogut,Andrew Bogut,101106,MIL,24660.0,411,-8,751,744,161,162,99,1495,27.0,49.0,9.0,16.0,5.0,9.0,28.0,63.0,3.0,1.0,1.0,55.0,115.0,1.0,19.0,129.0,772,9.0,17.0,3.0,21.0,11.0,19.0,1.0,9.0,31.0,52.0,58.0,16.0,1.0,7.0,15.0,5.0,20.0,3.0,2.0,8.0,4.0,3.0,45.0,5.0,29.0,14.0,53.0,7.0,74.0,34.0,108.0,4.0,2.0,2.0,5.0,3.0,3.0,9.0,2.0,2.0,14.0,1.0,1.0,23.0,2.0,37.0,2.0,1.0,41.0,2.0,7.0,3.0,43.0,1.0,16.0,6.0,31.0,23.0,1.0,7.0,31.0,21.0,3.0,1.0,31.0,159,2.0,6.0,0.4727272727272727,0.5531914893617021,0.4782608695652174,0.5294117647058824,0.5789473684210527,0.47413793103448276,0.5294117647058824,0.55,0.4708029197080292,0.5,0.5,0.008620689655172414,0.06086956521739131,0.10204081632653061,0.031746031746031744,17.5990675990676,0.35714285714285715,0.3684210526315789,0.1815068493150685,0.10283687943262411,0.16666666666666666,0.0641025641025641,0.17819148936170212,0.09444444444444444,0.12857142857142856,0.10377358490566038,0.08490566037735849,0.08333333333333333,0.18181818181818182,0.17582417582417584,0.18548387096774194,0.22413793103448276,0.038461538461538464,0.07547169811320754,0.6774193548387096,0.4224137931034483,0.5510204081632653,0.6136363636363636,0.5925925925925926,0.5431034482758621,0.4444444444444444,0.45901639344262296,0.35714285714285715,0.02586206896551724,0.008620689655172414,0.9411764705882353,0.5625,0.1111111111111111,0.45,0.5555555555555556,0.05,0.43103448275862066,0.49052782608695655,0.6016266666666666,0.4969842105263157,0.12213740458015267,0.12307692307692308,0.16279069767441862,0.24031007751937986,5.025217391304348,83.8,0.21438082556591212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1863,1610612749,Earl Boykins,Earl Boykins,1863,MIL,9915.0,165,-2,311,303,83,88,39,614,2.0,6.0,,,1.0,2.0,6.0,17.0,22.0,10.0,3.0,16.0,45.0,14.0,22.0,66.0,321,,3.0,1.0,4.0,3.0,14.0,5.0,12.0,18.0,6.0,26.0,,,3.0,28.0,9.0,37.0,8.0,1.0,5.0,3.0,20.0,83.0,2.0,2.0,1.0,6.0,,7.0,4.0,11.0,2.0,10.0,3.0,6.0,,3.0,,3.0,,6.0,,2.0,3.0,1.0,9.0,,,19.0,,,1.0,29.0,,8.0,6.0,,,,,,,,,18.0,83,1.0,5.0,0.1875,0.1875,0.35555555555555557,,0.21428571428571427,0.3728813559322034,0.3,0.15789473684210525,0.4452054794520548,0.3333333333333333,0.3333333333333333,0.23728813559322035,0.06666666666666667,0.3333333333333333,0.058823529411764705,21.84873949579832,1.0,,0.056074766355140186,0.016666666666666666,0.03225806451612903,0.05714285714285714,0.050724637681159424,0.025806451612903226,,0.02631578947368421,0.017241379310344827,0.1111111111111111,0.037037037037037035,,0.11904761904761904,,0.125,0.05555555555555555,,0.1016949152542373,0.3333333333333333,0.5,0.5,0.288135593220339,0.35294117647058826,0.375,0.16666666666666666,0.3728813559322034,0.1694915254237288,,,,0.10526315789473684,0.5,0.15789473684210525,0.3389830508474576,0.44802457627118647,0.45004,0.46794473684210525,0.11940298507462686,0.1509433962264151,0.06060606060606061,0.2727272727272727,12.648888888888889,24.978571428571428,0.26688102893890675,8.0,1.0,4.0,1.0,2.0,2.0,3.0,4.0,1.0,2.0,9.0,3.0,10.0,3.0,7.0,1.0,0.75,0.2857142857142857,0.5,0.2857142857142857,0.36363636363636365,0.36363636363636365,0.125,0.06779661016949153,0.25,0.25,1.0,0.3,0.3,0.6666666666666666,0.4,0.5,1.0,0.10526315789473684,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1894,1610612749,Corey Maggette,Corey Maggette,1894,MIL,15067.0,251,-42,468,464,184,153,51,932,12.0,24.0,2.0,6.0,3.0,9.0,7.0,15.0,52.0,4.0,2.0,38.0,91.0,10.0,58.0,146.0,505,7.0,16.0,5.0,19.0,12.0,36.0,2.0,27.0,57.0,46.0,30.0,4.0,,5.0,7.0,6.0,13.0,4.0,2.0,2.0,1.0,4.0,32.0,2.0,9.0,9.0,17.0,,26.0,11.0,37.0,5.0,4.0,1.0,5.0,3.0,3.0,20.0,2.0,6.0,25.0,2.0,12.0,15.0,,38.0,2.0,7.0,44.0,,1.0,5.0,71.0,4.0,32.0,4.0,1.0,,,1.0,1.0,1.0,,1.0,57.0,184,4.0,4.0,0.6052631578947368,0.6388888888888888,0.4175824175824176,0.4375,0.3333333333333333,0.43564356435643564,0.4117647058823529,0.39473684210526316,0.5451127819548872,0.475,0.5384615384615384,0.09900990099009901,0.054945054945054944,0.08333333333333333,0.2,29.86767485822306,0.2,,0.10179640718562874,0.05027932960893855,0.18,0.045454545454545456,0.11981566820276497,0.04932735426008968,0.11764705882352941,0.023809523809523808,0.023255813953488372,0.07407407407407407,0.06818181818181818,0.09615384615384616,0.1267605633802817,0.16216216216216217,0.23076923076923078,0.09259259259259259,1.0,0.2376237623762376,0.5,0.5454545454545454,0.3333333333333333,0.1485148514851485,0.4666666666666667,0.5833333333333334,0.42857142857142855,0.5148514851485149,0.039603960396039604,0.35294117647058826,0.3333333333333333,,0.23684210526315788,0.3333333333333333,0.05263157894736842,0.33663366336633666,0.48335594059405934,0.5009142857142858,0.47907236842105266,0.24806201550387597,0.2689075630252101,0.13013698630136986,0.3904109589041096,12.342857142857142,23.919999999999998,0.39316239316239315,19.0,1.0,6.0,,,,3.0,4.0,,1.0,12.0,,4.0,3.0,3.0,3.0,1.0,0.4,,0.4,0.36538461538461536,0.36538461538461536,0.8421052631578947,0.0594059405940594,0.16666666666666666,0.16666666666666666,1.0,0.75,0.75,1.0,,,,,0.75,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.058823529411764705,1.0,,,,,,,,,,,,,,,,,,,,,True,,
201601,1610612749,Luc Mbah a Moute,Luc Mbah a Moute,201601,MIL,25682.0,428,-31,779,782,194,150,108,1561,20.0,37.0,7.0,12.0,6.0,9.0,3.0,10.0,26.0,1.0,,35.0,73.0,2.0,14.0,84.0,842,7.0,14.0,6.0,20.0,9.0,14.0,,2.0,20.0,48.0,22.0,10.0,1.0,7.0,8.0,7.0,15.0,5.0,2.0,3.0,1.0,4.0,37.0,5.0,21.0,17.0,33.0,3.0,53.0,26.0,79.0,3.0,12.0,9.0,3.0,1.0,,5.0,3.0,,8.0,1.0,3.0,19.0,,35.0,3.0,4.0,23.0,1.0,2.0,3.0,25.0,4.0,15.0,,4.0,1.0,,3.0,4.0,1.0,,,20.0,194,3.0,,0.6857142857142857,0.8,0.4794520547945205,0.5,0.6428571428571429,0.4666666666666667,0.5,0.6428571428571429,0.4883720930232558,0.5555555555555556,0.6666666666666666,0.02666666666666667,0.0958904109589041,0.13513513513513514,0.2,10.42128603104213,0.375,0.13636363636363635,0.12452830188679245,0.06402439024390244,0.19101123595505617,0.0641025641025641,0.14124293785310735,0.06403940886699508,0.1111111111111111,0.011627906976744186,0.06293706293706294,0.0847457627118644,0.1111111111111111,0.12903225806451613,0.13,0.15384615384615385,0.2916666666666667,0.09375,0.25,0.49333333333333335,0.5405405405405406,0.625,0.5,0.13333333333333333,0.3,0.375,1.0,0.3466666666666667,0.013333333333333334,0.8571428571428571,0.5833333333333334,0.2857142857142857,0.6428571428571429,0.6666666666666666,,0.52,0.5237081081081081,0.5843666666666666,0.5157142857142858,0.1744186046511628,0.17857142857142858,0.23809523809523808,0.23809523809523808,8.063013698630137,36.8,0.2490372272143774,12.0,,1.0,,,,,,,,,,,,3.0,,,,,,0.46153846153846156,0.46153846153846156,0.9166666666666666,0.013333333333333334,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,True,,
2400,1610612749,Drew Gooden,Drew Gooden,2400,MIL,51599.0,860,-37,1594,1586,405,402,193,3180,62.0,104.0,24.0,48.0,15.0,28.0,21.0,75.0,163.0,16.0,7.0,153.0,342.0,20.0,81.0,396.0,1656,30.0,61.0,13.0,73.0,28.0,71.0,7.0,25.0,81.0,196.0,110.0,48.0,2.0,23.0,38.0,9.0,47.0,3.0,6.0,21.0,11.0,6.0,103.0,12.0,57.0,33.0,119.0,13.0,165.0,73.0,238.0,10.0,21.0,13.0,20.0,6.0,14.0,26.0,6.0,3.0,46.0,5.0,10.0,58.0,4.0,98.0,4.0,8.0,98.0,7.0,8.0,12.0,102.0,11.0,45.0,10.0,18.0,13.0,,5.0,18.0,12.0,,1.0,81.0,402,4.0,9.0,0.6405228758169934,0.7596899224806202,0.4473684210526316,0.4918032786885246,0.39436619718309857,0.4350828729281768,0.47619047619047616,0.358974358974359,0.4864864864864865,0.5214285714285715,0.43548387096774194,0.055248618784530384,0.06725146198830409,0.09615384615384616,0.13333333333333333,24.958677685950416,0.43478260869565216,0.30952380952380953,0.20950704225352113,0.09344262295081968,0.19411764705882353,0.06896551724137931,0.20596205962059622,0.08801020408163265,0.1206896551724138,0.143646408839779,0.0392156862745098,0.07936507936507936,0.18,0.25274725274725274,0.19491525423728814,0.1935483870967742,0.1956521739130435,0.056818181818181816,0.6666666666666666,0.287292817679558,0.5961538461538461,0.6595744680851063,0.3548387096774194,0.20718232044198895,0.28,0.3230769230769231,0.42857142857142855,0.45027624309392267,0.04419889502762431,0.7619047619047619,0.5,,0.358974358974359,0.5357142857142857,0.08974358974358974,0.3425414364640884,0.4683127777777778,0.5670764150943397,0.47163636363636374,0.11586901763224182,0.1196808510638298,0.18434343434343434,0.20454545454545456,11.058187134502921,28.875,0.25407779171894607,70.0,1.0,4.0,,,,2.0,3.0,,2.0,9.0,,14.0,2.0,8.0,,1.0,0.15,,0.16666666666666666,0.4294478527607362,0.4375,0.9571428571428572,0.011049723756906077,0.25,0.25,1.0,0.125,0.125,1.0,,,,,0.14285714285714285,2.0,,,,3.0,1.0,1.0,,0.031746031746031744,,,4.0,2.0,1.0,1.0,0.018404907975460124,0.08333333333333333,0.041666666666666664,0.047619047619047616,,,,,,,,,,,,True,,
201604,1610612749,Chris Douglas-Roberts,Chris Douglas-Roberts,201604,MIL,7409.0,123,-12,228,223,69,78,25,451,5.0,10.0,,,1.0,2.0,2.0,5.0,3.0,,,8.0,18.0,5.0,14.0,33.0,253,,2.0,,,1.0,3.0,,2.0,4.0,8.0,8.0,,,3.0,5.0,3.0,8.0,1.0,2.0,,,5.0,19.0,,,1.0,11.0,,12.0,,12.0,,3.0,2.0,2.0,,1.0,2.0,1.0,1.0,4.0,,1.0,5.0,,11.0,,,9.0,,,,15.0,3.0,8.0,1.0,2.0,,,2.0,2.0,2.0,,1.0,4.0,69,,1.0,0.5,0.5,0.4444444444444444,,0.3333333333333333,0.41304347826086957,,0.3333333333333333,0.5689655172413793,,0.5,0.21739130434782608,0.16666666666666666,0.3,,12.992125984251969,0.5,,0.12087912087912088,,0.045454545454545456,,0.10619469026548672,,,,,,0.13636363636363635,0.075,0.1724137931034483,0.05263157894736842,,,1.0,0.43478260869565216,0.5,0.7142857142857143,0.4,0.21739130434782608,0.4,0.4,0.5,0.13043478260869565,,,,,0.6666666666666666,0.5,,0.6521739130434783,0.5419413043478262,0.44344999999999996,0.5387,0.2857142857142857,0.34782608695652173,,0.12121212121212122,7.161111111111111,23.46,0.3026315789473684,1.0,1.0,5.0,,1.0,,,1.0,,1.0,3.0,,,,1.0,,1.0,0.2,,0.2,0.3333333333333333,0.3333333333333333,1.0,0.21739130434782608,0.2,0.2,1.0,,,,0.3333333333333333,,,,,,,,,1.0,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,True,,
2039,1610612749,Keyon Dooling,Keyon Dooling,2039,MIL,17189.0,286,9,525,526,140,170,52,1051,5.0,12.0,,1.0,1.0,3.0,4.0,7.0,22.0,25.0,7.0,23.0,41.0,39.0,13.0,113.0,535,2.0,5.0,2.0,6.0,5.0,12.0,10.0,7.0,26.0,14.0,32.0,,,1.0,24.0,3.0,27.0,2.0,1.0,6.0,2.0,16.0,57.0,,,4.0,8.0,1.0,13.0,,13.0,,11.0,4.0,9.0,2.0,8.0,5.0,1.0,1.0,14.0,1.0,6.0,5.0,,23.0,1.0,1.0,15.0,,,1.0,14.0,,4.0,2.0,2.0,1.0,1.0,,2.0,2.0,,,26.0,138,1.0,2.0,0.30434782608695654,0.30434782608695654,0.5609756097560976,0.4,0.4166666666666667,0.625,0.4,0.4318181818181818,0.6453488372093024,0.5,0.5,0.4875,0.024390243902439025,,,17.064846416382252,0.6428571428571429,0.08333333333333333,0.042328042328042326,,0.07272727272727272,,0.04918032786885246,,,,,,0.0425531914893617,0.016666666666666666,0.06097560975609756,0.05128205128205128,0.125,,1.0,0.15,0.4166666666666667,0.4166666666666667,0.2,0.0875,0.5714285714285714,0.5714285714285714,0.25,0.275,0.3125,0.2,,,0.13636363636363635,0.3333333333333333,0.3181818181818182,0.6375,0.5097768749999999,0.45162,0.4812181818181818,0.047619047619047616,0.08888888888888889,0.05309734513274336,0.23008849557522124,12.495121951219511,24.920512820512826,0.26666666666666666,14.0,7.0,14.0,,,3.0,11.0,18.0,,,42.0,12.0,25.0,11.0,7.0,2.0,0.7777777777777778,0.46153846153846156,,0.46153846153846156,0.6363636363636364,0.6666666666666666,0.35714285714285715,0.175,0.5,0.5384615384615384,1.0,0.44,0.44,0.6363636363636364,,,,0.13636363636363635,0.44,,1.0,3.0,,,,,0.3,,0.14285714285714285,,,1.0,,,0.045454545454545456,,,,2.0,1.0,0.02564102564102564,0.07142857142857142,0.6666666666666666,,,,,,,True,,
2422,1610612749,John Salmons,John Salmons,2422,MIL,37306.0,622,-2,1143,1138,249,254,146,2281,23.0,39.0,1.0,7.0,5.0,12.0,23.0,44.0,62.0,36.0,7.0,68.0,145.0,57.0,34.0,227.0,1164,4.0,10.0,4.0,21.0,14.0,29.0,13.0,12.0,46.0,40.0,96.0,,,11.0,36.0,16.0,52.0,11.0,5.0,12.0,6.0,18.0,120.0,3.0,4.0,14.0,48.0,,62.0,8.0,70.0,,15.0,8.0,15.0,5.0,11.0,15.0,4.0,4.0,30.0,3.0,12.0,18.0,,34.0,1.0,1.0,38.0,,,,40.0,2.0,18.0,3.0,4.0,1.0,1.0,2.0,5.0,4.0,,,42.0,246,6.0,,0.29411764705882354,0.29411764705882354,0.4689655172413793,0.4,0.4827586206896552,0.4777227722772277,0.53125,0.40476190476190477,0.5135746606334841,0.5833333333333334,0.46938775510204084,0.28217821782178215,0.07586206896551724,0.20512820512820512,0.045454545454545456,19.16030534351145,0.5,,0.11910669975186104,0.009111617312072893,0.109375,0.0234375,0.1167608286252354,0.012345679012345678,0.030534351145038167,,,0.02040816326530612,0.10784313725490197,0.12,0.125,0.11956521739130435,0.08333333333333333,,0.8,0.19306930693069307,0.5897435897435898,0.7419354838709677,0.391304347826087,0.21782178217821782,0.5227272727272727,0.5476190476190477,0.30434782608695654,0.3069306930693069,0.1782178217821782,0.4375,0.14285714285714285,,0.2857142857142857,0.4166666666666667,0.16666666666666666,0.4752475247524752,0.4813529702970297,0.5079954545454546,0.4647464285714286,0.08256880733944955,0.11180124223602485,0.09251101321585903,0.2026431718061674,10.66965517241379,24.90175438596491,0.2178477690288714,22.0,10.0,21.0,2.0,3.0,6.0,9.0,19.0,3.0,6.0,54.0,3.0,36.0,9.0,7.0,,0.9473684210526315,0.3333333333333333,0.5,0.3333333333333333,0.3548387096774194,0.36065573770491804,0.18181818181818182,0.10396039603960396,0.47619047619047616,0.47619047619047616,1.0,0.25,0.25,0.8888888888888888,0.1875,0.6666666666666666,1.0,0.14285714285714285,0.25,3.0,,2.0,,1.0,,,0.15384615384615385,0.1875,,,1.0,1.0,,,0.016129032258064516,0.030303030303030304,0.03333333333333333,,2.0,,,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,,True,,
201943,1610612749,Brandon Jennings,Brandon Jennings,201943,MIL,34859.0,581,-14,1087,1081,269,260,135,2168,34.0,66.0,1.0,3.0,7.0,21.0,11.0,39.0,51.0,69.0,21.0,61.0,156.0,77.0,56.0,250.0,1104,3.0,8.0,2.0,8.0,16.0,53.0,24.0,22.0,63.0,34.0,88.0,2.0,4.0,10.0,68.0,24.0,92.0,11.0,13.0,27.0,10.0,31.0,208.0,2.0,8.0,16.0,35.0,,51.0,10.0,61.0,5.0,27.0,12.0,27.0,3.0,16.0,15.0,11.0,1.0,42.0,5.0,9.0,14.0,1.0,32.0,1.0,3.0,49.0,1.0,1.0,3.0,61.0,3.0,22.0,5.0,5.0,2.0,2.0,1.0,7.0,5.0,,,61.0,266,5.0,3.0,0.2786885245901639,0.2833333333333333,0.391025641025641,0.375,0.3018867924528302,0.41630901287553645,0.2727272727272727,0.2662337662337662,0.4768339768339768,0.3333333333333333,0.35795454545454547,0.33047210300429186,0.0641025641025641,0.15151515151515152,,24.25463336019339,0.6428571428571429,,0.09067357512953368,0.019002375296912115,0.14035087719298245,0.016666666666666666,0.102,0.018484288354898338,0.007633587786259542,0.03937007874015748,0.012269938650306749,0.010638297872340425,0.07407407407407407,0.06779661016949153,0.11875,0.13253012048192772,0.16129032258064516,0.03937007874015748,0.7142857142857143,0.2832618025751073,0.5151515151515151,0.6071428571428571,0.3235294117647059,0.16738197424892703,0.28205128205128205,0.28205128205128205,0.2727272727272727,0.21888412017167383,0.296137339055794,0.2727272727272727,0.3333333333333333,,0.2727272727272727,0.3333333333333333,0.2727272727272727,0.6137339055793991,0.511446710526316,0.5445055555555556,0.4691232876712329,0.09448818897637795,0.12571428571428572,0.032,0.252,8.965384615384618,26.801298701298705,0.24747010119595217,16.0,3.0,8.0,,,3.0,21.0,24.0,,3.0,57.0,15.0,65.0,21.0,15.0,4.0,0.7916666666666666,0.3116883116883117,,0.3287671232876712,0.3137254901960784,0.3137254901960784,0.1875,0.034334763948497854,0.375,0.375,1.0,0.30434782608695654,0.3088235294117647,0.7619047619047619,,,,0.03896103896103896,0.3230769230769231,3.0,3.0,3.0,4.0,,1.0,,0.125,0.2727272727272727,0.14285714285714285,,,1.0,,2.0,,,0.038461538461538464,0.02531645569620253,,1.0,0.012987012987012988,,,,2.0,2.0,,,0.014492753623188406,True,,
2568,1610612749,Carlos Delfino,Carlos Delfino,2568,MIL,15876.0,265,-26,501,499,89,112,52,1000,6.0,15.0,,,1.0,1.0,1.0,3.0,2.0,29.0,2.0,9.0,20.0,49.0,1.0,79.0,513,,,1.0,7.0,1.0,1.0,9.0,,14.0,12.0,6.0,,,4.0,11.0,3.0,14.0,2.0,1.0,7.0,1.0,3.0,31.0,,,4.0,24.0,4.0,32.0,,32.0,,13.0,7.0,3.0,3.0,2.0,6.0,1.0,,9.0,1.0,,5.0,1.0,9.0,,,1.0,,,,2.0,,1.0,,1.0,1.0,,,1.0,,,,14.0,88,2.0,,0.6666666666666666,0.6666666666666666,0.45,,1.0,0.5652173913043478,0.6,0.7,0.5642857142857143,0.5833333333333334,0.7,0.7101449275362319,0.2,0.26666666666666666,,14.081996434937611,0.3333333333333333,0.2857142857142857,0.13793103448275862,,0.08163265306122448,,0.12556053811659193,,,,,,0.16981132075471697,0.08695652173913043,0.14666666666666667,0.07894736842105263,0.09090909090909091,,,0.21739130434782608,0.4,0.5454545454545454,0.6666666666666666,0.043478260869565216,0.3333333333333333,0.3333333333333333,,0.028985507246376812,0.42028985507246375,,,,0.1,1.0,0.2,0.927536231884058,0.5846050724637681,0.5572125,0.6007149999999999,0.014285714285714285,0.047619047619047616,0.08860759493670886,0.17721518987341772,3.8300000000000005,24.667346938775513,0.17764471057884232,2.0,10.0,20.0,1.0,2.0,7.0,10.0,20.0,2.0,5.0,60.0,,29.0,10.0,6.0,,1.0,0.40816326530612246,0.4,0.40816326530612246,1.0,1.0,1.0,0.2898550724637681,0.5,0.5263157894736842,1.0,0.3448275862068966,0.3448275862068966,1.0,0.4,0.5,1.0,0.7,0.3448275862068966,3.0,,4.0,2.0,,,,0.4444444444444444,0.6,,,,1.0,,,,,,,4.0,1.0,0.02040816326530612,0.05,0.5714285714285714,1.0,,,0.3333333333333333,1.0,,True,,
