EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,DefensiveGoaltends,3SecondViolations,Clear Path Fouls,BlockingFoulsDrawn,Blocked3s,BlockedCorner3,OffensiveGoaltends,BlockedArc3,Fg3aBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,on,Arc3PctBlocked,HeaveMakes
101111,1610612765,Charlie Villanueva,Charlie Villanueva,101111,DET,99936.0,1666,-137,3117,3104,610,795,374,6221,85,136,24.0,36.0,10,21,69.0,160,34.0,89,27.0,78.0,4.0,11.0,2.0,17.0,98.0,245.0,6.0,15.0,14.0,41.0,188,385,125.0,323.0,89,840,3491,31.0,53,10.0,26.0,21.0,113,22,61,16.0,58.0,32,124,232,144,369.0,6.0,36.0,4.0,241.0,98.0,11,41,7.0,48,4.0,3.0,26.0,6.0,9,103,9.0,40.0,1.0,64,148.0,33.0,245,50.0,295,14.0,42,24,18.0,33,10.0,18.0,33,5.0,15,2.0,4.0,66,8.0,17,109,4.0,175,3.0,13.0,7.0,95,6.0,7.0,6.0,116,9.0,1.0,53,9,42.0,23.0,2.0,17.0,42.0,23.0,2.0,124,610,15,8.0,0.6170212765957447,0.6823529411764706,0.984,0.38699690402476783,0.38461538461538464,0.27586206896551724,0.39184952978056425,0.4883116883116883,0.5849056603773585,0.36065573770491804,0.530367231638418,0.5822784810126582,0.3865546218487395,0.5512483574244416,0.6348314606741573,0.45255474452554745,0.4562146892655367,0.02857142857142857,0.029411764705882353,0.03125,0.02247191011235955,23.32205301748449,0.5,0.29464285714285715,0.010309278350515464,0.16034669555796316,0.03813155386081983,0.1588089330024814,0.02195121951219512,0.15987933634992457,0.033584647018505824,0.0625,0.027692307692307693,0.027227722772277228,0.011152416356877323,0.0425531914893617,0.12709030100334448,0.20817843866171004,0.15211267605633802,0.16312056737588654,0.1487603305785124,0.037333333333333336,0.5476190476190477,0.192090395480226,0.625,0.6439393939393939,0.6705882352941176,0.22598870056497175,0.43125,0.44516129032258067,0.4782608695652174,0.12570621468926554,0.38202247191011235,0.39080459770114945,0.7647058823529411,0.11016949152542373,0.34615384615384615,0.34615384615384615,1.0,0.346045197740113,0.4,0.4,0.9795918367346939,0.45569620253164556,0.6666666666666666,0.2916666666666667,0.13924050632911392,0.36363636363636365,1.0,0.189873417721519,0.4,1.0,0.17647058823529413,0.47619047619047616,0.14285714285714285,0.11764705882352941,0.3445378151260504,0.34146341463414637,0.6483050847457628,0.4066390041493776,0.510864011379801,0.5452784615384616,0.48827260869565214,0.07047872340425532,0.12354312354312354,0.13452380952380952,0.14761904761904762,8.09168831168831,25.750773993808043,0.19570099454603784,,,,,,,,,,,,,,,True,,
101131,1610612765,Jason Maxiell,Jason Maxiell,101131,DET,23480.0,391,-41,739,736,137,207,85,1475,31,49,7.0,14.0,5,9,5.0,15,6.0,12,,,,,,,,,,,,,42,76,,,36,120,836,9.0,17,,,14.0,32,6,11,,,15,27,54,30,,,16.0,,,,11,5,,5,,,3.0,,2,10,8.0,27.0,,14,34.0,7.0,55,35.0,90,1.0,10,6,4.0,12,1.0,4.0,9,1.0,8,,1.0,21,3.0,4,22,2.0,44,,4.0,3.0,51,3.0,8.0,1.0,61,5.0,,26,7,10.0,7.0,,3.0,10.0,6.0,1.0,27,137,7,6.0,0.6428571428571429,0.7941176470588235,,,,,,0.5526315789473685,0.5294117647058824,0.5454545454545454,0.5526315789473685,0.5294117647058824,0.5454545454545454,0.5769230769230769,0.64,0.6428571428571429,,0.14473684210526316,0.1836734693877551,0.13333333333333333,,15.006002400960384,0.5714285714285714,0.2692307692307692,,0.1588785046728972,0.11297071129707113,0.13725490196078433,0.0963855421686747,0.1518987341772152,0.10869565217391304,0.136986301369863,0.08860759493670886,0.11494252873563218,0.09259259259259259,0.10344827586206896,0.19402985074626866,0.16666666666666666,0.12345679012345678,0.14285714285714285,0.125,0.043478260869565216,0.6,0.6447368421052632,0.6326530612244898,0.775,0.6129032258064516,0.19736842105263158,0.3333333333333333,0.38461538461538464,0.8,0.15789473684210525,0.5,0.5,0.6666666666666666,,,,,,,,,0.8235294117647058,0.5,,,,,,,,0.8181818181818182,0.5555555555555556,,,,,0.6447368421052632,,0.5737815789473685,0.6006636363636363,0.6585181818181819,0.26804123711340205,0.26804123711340205,0.26666666666666666,0.225,4.997368421052632,,0.18538565629228687,2.0,2.0,,,,,,,,,,,,,True,,
101198,1610612765,Will Bynum,Will Bynum,101198,DET,43586.0,726,-109,1351,1359,220,302,140,2710,64,111,4.0,10.0,16,25,10.0,48,27.0,68,4.0,11.0,2.0,2.0,,,2.0,14.0,,,,3.0,101,227,6.0,25.0,66,286,1583,5.0,17,2.0,2.0,4.0,20,19,42,,3.0,21,59,36,166,18.0,,2.0,1.0,13.0,2.0,25,85,62.0,147,40.0,22.0,44.0,6.0,35,356,5.0,6.0,,14,24.0,1.0,39,11.0,50,1.0,28,15,13.0,32,5.0,19.0,22,1.0,13,,2.0,54,2.0,6,18,1.0,78,3.0,,8.0,65,1.0,3.0,6.0,78,7.0,5.0,31,9,3.0,1.0,1.0,1.0,4.0,3.0,1.0,59,220,5,7.0,0.1782178217821782,0.18,1.0,0.24,1.0,,0.25,0.44493392070484583,0.29411764705882354,0.4523809523809524,0.4365079365079365,0.42105263157894735,0.4222222222222222,0.4964912280701754,0.45454545454545453,0.5178571428571429,0.0992063492063492,0.11013215859030837,0.0990990990990991,0.2708333333333333,0.014705882352941176,22.361477572559366,0.5925925925925926,0.02,,0.061068702290076333,0.014251781472684086,0.08187134502923976,0.02617801047120419,0.0673758865248227,0.017973856209150325,0.007462686567164179,0.024390243902439025,0.012195121951219513,0.023809523809523808,0.03076923076923077,0.014925373134328358,0.026785714285714284,0.1292517006802721,0.10256410256410256,0.037037037037037035,0.008547008547008548,0.75,0.44047619047619047,0.5765765765765766,0.64,0.234375,0.19047619047619047,0.20833333333333334,0.2857142857142857,0.1,0.2698412698412698,0.39705882352941174,0.40298507462686567,0.07407407407407407,0.04365079365079365,0.36363636363636365,0.36363636363636365,1.0,0.05555555555555555,0.14285714285714285,0.14285714285714285,1.0,0.5263157894736842,0.4,,0.10526315789473684,1.0,1.0,,,,0.5555555555555556,0.64,,,0.06666666666666667,,0.5396825396825397,0.15384615384615385,0.5416832669322708,0.535425,0.5683590909090909,0.11231884057971014,0.12350597609561753,0.06993006993006994,0.2062937062937063,7.70396475770925,25.452,0.16284233900814213,,,1.0,1.0,1.0,1.0,,,,,,,,,True,,
1503,1610612765,Tracy McGrady,Tracy McGrady,1503,DET,35275.0,588,-47,1100,1092,198,259,132,2192,31,41,8.0,11.0,4,7,4.0,19,21.0,63,1.0,2.0,,,1.0,1.0,9.0,29.0,,1.0,1.0,6.0,56,123,10.0,31.0,19,161,1164,9.0,17,,1.0,2.0,20,4,22,2.0,7.0,3,17,40,72,27.0,3.0,10.0,1.0,28.0,9.0,9,55,25.0,80,14.0,11.0,33.0,11.0,11,185,3.0,13.0,,16,51.0,7.0,74,16.0,90,2.0,24,13,11.0,20,9.0,10.0,17,2.0,10,,2.0,37,3.0,8,25,,41,,2.0,2.0,42,3.0,,3.0,35,5.0,,17,3,15.0,10.0,2.0,3.0,15.0,8.0,,17,198,2,3.0,0.35714285714285715,0.39215686274509803,0.9,0.3225806451612903,,0.2857142857142857,0.3333333333333333,0.45528455284552843,0.5294117647058824,0.18181818181818182,0.461038961038961,0.5,0.2413793103448276,0.47633136094674555,0.5263157894736842,0.265625,0.2012987012987013,0.07317073170731707,0.12195121951219512,0.21052631578947367,,16.53290529695024,0.5405405405405406,0.16279069767441862,,0.15088757396449703,0.03485254691689008,0.12213740458015267,0.01935483870967742,0.14285714285714285,0.030303030303030304,0.06862745098039216,0.009259259259259259,0.03067484662576687,0.03,,0.12844036697247707,0.14545454545454545,0.17647058823529413,0.11827956989247312,0.13157894736842105,0.025974025974025976,0.5333333333333333,0.2662337662337662,0.7560975609756098,0.8611111111111112,0.41935483870967744,0.12337662337662338,0.21052631578947367,0.26666666666666666,0.5,0.4090909090909091,0.3333333333333333,0.3333333333333333,0.23809523809523808,0.012987012987012988,0.5,0.5,1.0,0.18831168831168832,0.3103448275862069,0.3103448275862069,0.8888888888888888,0.6111111111111112,0.7272727272727273,0.125,,,,0.05555555555555555,,,0.2413793103448276,0.5714285714285714,0.034482758620689655,1.0,0.20689655172413793,0.16666666666666666,0.4675324675324675,0.32142857142857145,0.47499673202614395,0.56219375,0.4284535714285713,0.10240963855421686,0.1259259259259259,0.12422360248447205,0.10559006211180125,11.641463414634147,26.65806451612903,0.18,2.0,,,,,,1.0,,,,,,,,True,,
2419,1610612765,Tayshaun Prince,Tayshaun Prince,2419,DET,43777.0,730,-90,1359,1345,331,459,178,2704,42,56,6.0,8.0,8,11,31.0,83,38.0,92,9.0,21.0,1.0,2.0,2.0,5.0,2.0,2.0,1.0,1.0,,,111,231,11.0,23.0,34,289,1531,14.0,27,2.0,3.0,5.0,39,19,53,2.0,5.0,7,51,104,118,33.0,,10.0,,2.0,2.0,7,36,25.0,61,17.0,8.0,20.0,6.0,10,147,8.0,11.0,1.0,16,40.0,8.0,64,20.0,84,2.0,7,5,2.0,18,,15.0,5,,3,,1.0,23,3.0,5,19,1.0,30,1.0,2.0,2.0,55,1.0,2.0,3.0,49,7.0,,26,2,13.0,10.0,1.0,2.0,14.0,8.0,,51,331,3,2.0,0.46846846846846846,0.49056603773584906,1.0,0.4782608695652174,0.6666666666666666,0.4,0.4782608695652174,0.4805194805194805,0.5185185185185185,0.3584905660377358,0.5019685039370079,0.5666666666666667,0.3793103448275862,0.5254545454545455,0.5909090909090909,0.38636363636363635,0.09055118110236221,0.030303030303030304,0.07142857142857142,0.03614457831325301,,19.078104993597954,0.782608695652174,0.16666666666666666,0.024390243902439025,0.0966183574879227,0.022357723577235773,0.09523809523809523,0.046511627906976744,0.09621993127147767,0.0286144578313253,0.030534351145038167,0.022222222222222223,0.016574585635359115,0.043478260869565216,0.05263157894736842,0.061068702290076333,0.06504065040650407,0.15,0.0782608695652174,0.1320754716981132,0.016666666666666666,0.5714285714285714,0.2204724409448819,0.75,0.8076923076923077,0.5238095238095238,0.32677165354330706,0.37349397590361444,0.3875,0.1935483870967742,0.36220472440944884,0.41304347826086957,0.41304347826086957,0.631578947368421,0.08267716535433071,0.42857142857142855,0.42857142857142855,1.0,0.007874015748031496,1.0,1.0,1.0,0.26666666666666666,0.75,,0.06666666666666667,0.5,1.0,0.03333333333333333,1.0,1.0,0.1896551724137931,0.7272727272727273,0.08620689655172414,0.4,,,0.3110236220472441,1.0,0.47497952755905515,0.49197500000000005,0.43960258620689646,0.09523809523809523,0.104,0.13494809688581316,0.17647058823529413,10.732467532467531,23.582608695652176,0.24356144223693893,,,,,1.0,,,1.0,,,,,,,True,,
2732,1610612765,Ben Gordon,Ben Gordon,2732,DET,71701.0,1195,-59,2243,2221,394,472,276,4464,45,73,2.0,3.0,10,16,18.0,41,76.0,166,24.0,58.0,1.0,4.0,2.0,9.0,32.0,93.0,2.0,6.0,7.0,17.0,139,280,56.0,151.0,78,524,2505,9.0,22,3.0,10.0,5.0,32,21,48,9.0,26.0,24,93,118,160,117.0,51.0,4.0,2.0,91.0,32.0,8,69,44.0,113,31.0,13.0,39.0,12.0,18,270,8.0,20.0,,37,51.0,,88,28.0,116,10.0,32,22,10.0,44,10.0,34.0,43,7.0,10,5.0,4.0,87,5.0,15,44,,106,5.0,3.0,10.0,84,4.0,1.0,8.0,90,9.0,18.0,32,8,8.0,6.0,,2.0,9.0,1.0,,93,394,9,6.0,0.4244604316546763,0.4306569343065693,0.6964285714285714,0.3708609271523179,0.3,0.34615384615384615,0.37583892617449666,0.49642857142857144,0.4090909090909091,0.4375,0.5174013921113689,0.421875,0.46621621621621623,0.5487012987012987,0.4411764705882353,0.5352941176470588,0.3503480278422274,0.02857142857142857,0.0684931506849315,0.04878048780487805,0.006024096385542169,21.40625,0.5057471264367817,,,0.07488986784140969,0.026954177897574125,0.13805970149253732,0.026490066225165563,0.09272918861959958,0.02681992337164751,0.03347280334728033,0.03153153153153153,0.017793594306049824,0.019801980198019802,0.04,0.04035874439461883,0.06030150753768844,0.11583011583011583,0.11578947368421053,0.19230769230769232,0.04504504504504504,0.1111111111111111,0.16937354988399073,0.6164383561643836,0.6617647058823529,0.3111111111111111,0.0951276102088167,0.43902439024390244,0.46153846153846156,0.2777777777777778,0.3851508120649652,0.4578313253012048,0.46060606060606063,0.5263157894736842,0.1345707656612529,0.41379310344827586,0.42857142857142855,0.875,0.21577726218097448,0.34408602150537637,0.34408602150537637,0.5625,0.09375,0.6666666666666666,0.5,0.125,0.25,1.0,0.1875,0.3333333333333333,0.5,0.21621621621621623,0.625,0.12162162162162163,0.2222222222222222,0.22972972972972974,0.4117647058823529,0.5197215777262181,0.3516483516483517,0.5031024475524476,0.47063043478260874,0.4932277777777779,0.07268722466960352,0.10561056105610561,0.061068702290076333,0.17748091603053434,12.673571428571428,25.183443708609275,0.17565760142666073,,,,2.0,1.0,,,1.0,2.0,1.0,1.0,0.013245033112582781,0.034482758620689655,0.006622516556291391,True,,
1888,1610612765,Richard Hamilton,Richard Hamilton,1888,DET,21578.0,360,-34,683,680,207,218,78,1363,12,16,1.0,1.0,1,1,13.0,39,37.0,79,13.0,26.0,1.0,2.0,5.0,11.0,5.0,16.0,,1.0,3.0,7.0,62,134,18.0,42.0,32,210,732,4.0,13,1.0,3.0,6.0,17,11,26,8.0,18.0,19,65,88,36,54.0,,2.0,,16.0,5.0,2,27,12.0,39,9.0,3.0,14.0,4.0,9,90,2.0,2.0,,11,25.0,3.0,39,4.0,43,,10,7,3.0,9,4.0,6.0,8,1.0,3,,,17,1.0,4,3,,20,1.0,1.0,2.0,26,,1.0,2.0,40,,6.0,8,9,,,,,,,2.0,65,207,5,9.0,0.7096774193548387,0.7213114754098361,1.0,0.42857142857142855,0.3333333333333333,0.4444444444444444,0.42857142857142855,0.4626865671641791,0.3076923076923077,0.4230769230769231,0.5056818181818182,0.34375,0.5227272727272727,0.5284974093264249,0.425,0.5727272727272728,0.23863636363636365,0.014925373134328358,0.0625,,0.012658227848101266,27.272727272727273,0.5294117647058824,0.10714285714285714,,0.125,0.008333333333333333,0.11458333333333333,0.02247191011235955,0.12162162162162163,0.0121580547112462,,0.012345679012345678,0.010309278350515464,0.04081632653061224,,0.16393442622950818,0.125,0.0963855421686747,0.13636363636363635,0.06666666666666667,,,0.09090909090909091,0.75,0.8,0.5833333333333334,0.2215909090909091,0.3333333333333333,0.3333333333333333,0.38461538461538464,0.44886363636363635,0.46835443037974683,0.47435897435897434,0.8648648648648649,0.14772727272727273,0.5,0.5,1.0,0.09090909090909091,0.3125,0.3125,1.0,0.0625,1.0,1.0,0.125,0.5,1.0,0.0625,,,0.022727272727272728,1.0,0.25,0.45454545454545453,0.1590909090909091,0.42857142857142855,0.32954545454545453,0.3125,0.4603855113636363,0.45101538461538454,0.4518125000000001,0.043478260869565216,0.056338028169014086,0.08095238095238096,0.30952380952380953,13.299999999999999,24.188095238095237,0.30307467057101023,,,,,,,,,,,,,,,True,,
201155,1610612765,Rodney Stuckey,Rodney Stuckey,201155,DET,44440.0,741,64,1399,1387,321,441,183,2786,77,125,7.0,15.0,16,28,20.0,54,23.0,62,2.0,9.0,,1.0,1.0,4.0,4.0,21.0,,1.0,,4.0,120,241,6.0,30.0,106,364,1531,8.0,21,,2.0,1.0,17,30,58,1.0,8.0,39,102,66,174,15.0,3.0,8.0,2.0,19.0,4.0,23,94,44.0,138,29.0,15.0,41.0,14.0,39,320,2.0,13.0,1.0,25,34.0,3.0,62,16.0,78,6.0,27,14,13.0,32,13.0,20.0,29,2.0,12,1.0,,61,5.0,10,26,1.0,58,6.0,1.0,5.0,88,,,3.0,123,20.0,5.0,63,6,2.0,2.0,,,2.0,1.0,,102,321,7,5.0,0.275,0.28448275862068967,0.8333333333333334,0.2,,0.125,0.21428571428571427,0.4979253112033195,0.38095238095238093,0.5172413793103449,0.47601476014760147,0.34782608695652173,0.4772727272727273,0.5640625,0.3541666666666667,0.5930232558139535,0.11070110701107011,0.0954356846473029,0.12,0.09259259259259259,0.04838709677419355,23.72353673723537,0.5245901639344263,0.057692307692307696,0.018518518518518517,0.0821256038647343,0.027253668763102725,0.12886597938144329,0.012048192771084338,0.09703947368421052,0.02332814930015552,0.04516129032258064,0.02054794520547945,0.017045454545454544,0.018018018018018018,,0.03937007874015748,0.06896551724137931,0.12280701754385964,0.13138686131386862,0.12280701754385964,0.05172413793103448,0.5,0.4612546125461255,0.616,0.7,0.2987012987012987,0.1992619926199262,0.37037037037037035,0.40816326530612246,0.1,0.22878228782287824,0.3709677419354839,0.3898305084745763,0.34782608695652173,0.033210332103321034,0.2222222222222222,0.2222222222222222,1.0,0.07749077490774908,0.19047619047619047,0.19047619047619047,0.75,0.6521739130434783,0.4666666666666667,0.2857142857142857,0.043478260869565216,,,0.043478260869565216,,,0.42424242424242425,0.5714285714285714,0.06060606060606061,0.25,0.06060606060606061,,0.5719557195571956,0.21052631578947367,0.5354500000000001,0.5886263157894739,0.5061184615384614,0.20063694267515925,0.22183098591549297,0.046703296703296704,0.2802197802197802,7.247717842323652,27.52,0.22944960686204433,,,,1.0,,,,,,,,,,,True,,
201948,1610612765,Austin Daye,Austin Daye,201948,DET,32816.0,547,-87,1020,1014,144,192,117,2034,23,40,13.0,21.0,3,7,7.0,19,11.0,39,10.0,26.0,1.0,2.0,1.0,3.0,13.0,26.0,,,1.0,4.0,41,98,23.0,52.0,39,190,1185,15.0,25,1.0,2.0,7.0,40,3,10,2.0,7.0,9,21,40,42,69.0,,16.0,,26.0,13.0,6,23,10.0,33,3.0,7.0,13.0,6.0,4,76,12.0,17.0,1.0,19,43.0,12.0,74,30.0,104,4.0,16,11,5.0,12,4.0,5.0,19,2.0,7,,8.0,31,2.0,2,42,3.0,60,2.0,,2.0,38,1.0,4.0,2.0,50,2.0,1.0,22,3,14.0,8.0,3.0,3.0,15.0,8.0,2.0,21,144,4,2.0,0.4878048780487805,0.6060606060606061,1.0,0.4423076923076923,0.5,0.2857142857142857,0.4423076923076923,0.41836734693877553,0.6,0.3,0.5033333333333333,0.6111111111111112,0.35294117647058826,0.546242774566474,0.625,0.45652173913043476,0.3466666666666667,0.061224489795918366,0.15,,,17.454858125537402,0.3870967741935484,0.34285714285714286,0.045454545454545456,0.15925925925925927,0.05105105105105105,0.12837837837837837,0.08163265306122448,0.14832535885167464,0.06041666666666667,0.05217391304347826,0.06818181818181818,0.038461538461538464,0.10204081632653061,0.04081632653061224,0.12359550561797752,0.15492957746478872,0.19090909090909092,0.14150943396226415,0.09523809523809523,0.05063291139240506,0.5333333333333333,0.26666666666666666,0.575,0.6764705882352942,0.391304347826087,0.12666666666666668,0.3684210526315789,0.3684210526315789,0.42857142857142855,0.26,0.28205128205128205,0.28205128205128205,0.7272727272727273,0.17333333333333334,0.38461538461538464,0.38461538461538464,1.0,0.17333333333333334,0.5,0.5,1.0,0.7777777777777778,0.6190476190476191,0.23076923076923078,0.07407407407407407,0.5,1.0,,,,0.4117647058823529,0.42857142857142855,0.17647058823529413,0.3333333333333333,0.23529411764705882,0.25,0.6133333333333333,0.5,0.5227763333333332,0.6013722222222222,0.5753323529411765,0.13529411764705881,0.1864406779661017,0.21052631578947367,0.11052631578947368,9.194897959183672,24.669230769230772,0.1411764705882353,,,,1.0,1.0,1.0,,,,1.0,1.0,,,0.019230769230769232,True,,
201969,1610612765,DaJuan Summers,DaJuan Summers,201969,DET,6315.0,105,-15,202,203,41,50,20,405,5,9,2.0,2.0,3,3,,5,4.0,12,2.0,4.0,,,,1.0,2.0,3.0,,,,1.0,9,26,4.0,7.0,3,33,228,3.0,3,,,,6,3,5,,2.0,1,7,16,2,12.0,,,,3.0,2.0,4,1,,1,,,,,1,2,,,,2,,1.0,3,,3,,1,1,,5,,1.0,1,,4,1.0,,6,,1,7,,9,,,,5,,,,8,,,3,1,,,,,,,1.0,7,41,1,1.0,0.8888888888888888,0.8888888888888888,1.0,0.5714285714285714,,,0.5714285714285714,0.34615384615384615,1.0,0.6,0.45454545454545453,1.0,0.42857142857142855,0.44594594594594594,1.0,0.4375,0.21212121212121213,0.15384615384615385,0.1111111111111111,0.6,,19.282511210762333,0.8333333333333334,0.14285714285714285,,,,0.0625,,0.023255813953488372,,,,,,,,,,0.047619047619047616,0.09090909090909091,,,0.2727272727272727,0.5555555555555556,0.625,1.0,0.15151515151515152,,,,0.36363636363636365,0.3333333333333333,0.3333333333333333,0.75,0.12121212121212122,0.5,0.5,1.0,0.09090909090909091,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,,,,,,,0.42857142857142855,1.0,0.14285714285714285,,0.14285714285714285,,0.48484848484848486,0.6666666666666666,0.5147393939393938,0.49523333333333336,0.5357571428571429,0.08333333333333333,0.10344827586206896,0.18181818181818182,0.21212121212121213,10.084615384615384,24.485714285714288,0.20297029702970298,,,,,,,,,,,,,,,True,,
