EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Arc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG3A,PtsAssisted3s,NonHeaveArc3FGM,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Offensive Fouls Drawn,RecoveredBlocks,BlocksRecoveredPct,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,Fg3aBlocked,ShortMidRangeAssists,Charge Fouls Drawn,Technical Free Throw Trips,BlockedLongMidRange,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,Blocked3s,BlockedCorner3,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,OffCorner3ReboundPct,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,BlockedArc3,Clear Path Fouls,on,Corner3PctBlocked
101154,1610612764,Andray Blatche,Andray Blatche,101154,WAS,11686.0,195,-25,379,378,121.0,127,48,757,20.0,30.0,5.0,8.0,6.0,9.0,6.0,23.0,5.0,23.0,1.0,2.0,1.0,31.0,76.0,3.0,23.0,85.0,439,6.0,12.0,1.0,13.0,10.0,23.0,1.0,7.0,27.0,20.0,42.0,4.0,2.0,5.0,7.0,9.0,16.0,5.0,4.0,5.0,2.0,41.0,1.0,11.0,2.0,10.0,16.0,3.0,29.0,14.0,43.0,3.0,8.0,4.0,4.0,4.0,2.0,8.0,3.0,2.0,3.0,12.0,1.0,7.0,7.0,1.0,18.0,1.0,1.0,1.0,19.0,2.0,1.0,28.0,2.0,12.0,3.0,3.0,2.0,1.0,3.0,1.0,27.0,121.0,2.0,3.0,0.3225806451612903,0.3448275862068966,0.40789473684210525,0.5,0.43478260869565216,0.3924050632911392,0.5,0.4166666666666667,0.46195652173913043,0.5416666666666666,0.48214285714285715,0.0379746835443038,0.06578947368421052,0.06666666666666667,0.13043478260869565,24.018475750577366,0.3333333333333333,0.25,0.1111111111111111,0.14285714285714285,0.07857142857142857,0.20408163265306123,0.03125,0.16149068322981366,0.06976744186046512,0.10714285714285714,0.09090909090909091,0.058823529411764705,0.045454545454545456,0.09302325581395349,0.2222222222222222,0.12121212121212122,0.1956521739130435,0.3333333333333333,0.07317073170731707,0.379746835443038,0.6666666666666666,0.7142857142857143,0.35,0.2911392405063291,0.2608695652173913,0.3,0.2911392405063291,0.21739130434782608,0.21739130434782608,0.6,0.012658227848101266,0.02531645569620253,0.6666666666666666,0.625,0.4,0.375,0.6666666666666666,0.041666666666666664,0.4177215189873418,0.4737826923076923,0.49539,0.45049999999999996,0.1348314606741573,0.13953488372093023,0.15294117647058825,0.3176470588235294,8.769736842105264,29.666666666666668,0.31926121372031663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1740,1610612764,Rashard Lewis,Rashard Lewis,1740,WAS,9051.0,151,-30,291,296,52.0,78,41,587,5.0,7.0,3.0,5.0,1.0,2.0,4.0,13.0,7.0,9.0,3.0,14.0,1.0,16.0,29.0,17.0,6.0,56.0,310,5.0,8.0,,10.0,2.0,4.0,1.0,1.0,5.0,18.0,14.0,2.0,14.0,,5.0,1.0,6.0,,1.0,1.0,4.0,13.0,,6.0,,7.0,8.0,1.0,16.0,6.0,22.0,1.0,5.0,3.0,2.0,2.0,,4.0,,2.0,,6.0,,1.0,7.0,1.0,11.0,,,2.0,7.0,,,7.0,,2.0,,,,,,,5.0,52.0,,,0.5625,0.6,0.5517241379310345,0.625,0.5,0.5434782608695652,0.5555555555555556,0.4,0.5714285714285714,0.5555555555555556,0.4166666666666667,0.3695652173913043,,,,16.417910447761194,0.3333333333333333,0.1,,0.0761904761904762,0.045454545454545456,0.15217391304347827,,0.09933774834437085,0.0379746835443038,,0.057692307692307696,0.05172413793103448,,0.034482758620689655,0.08571428571428572,0.0975609756097561,0.16216216216216217,0.1111111111111111,0.045454545454545456,0.15217391304347827,0.7142857142857143,0.7142857142857143,0.6,0.2826086956521739,0.3076923076923077,0.3076923076923077,0.1956521739130435,0.7777777777777778,0.7777777777777778,0.7142857142857143,0.06521739130434782,0.30434782608695654,0.5555555555555556,0.6,0.3333333333333333,0.4,0.5,0.2,0.5217391304347826,0.4976173913043477,0.497325,0.46399,0.061224489795918366,0.06451612903225806,0.17857142857142858,0.08928571428571429,9.806896551724137,24.46470588235294,0.17869415807560138,1.0,5.0,1.0,6.0,1.0,18.0,5.0,1.0,1.0,1.0,1.0,0.35294117647058826,0.35294117647058826,0.25,0.3333333333333333,0.3333333333333333,1.0,0.35714285714285715,0.35714285714285715,1.0,0.1111111111111111,0.35714285714285715,0.05555555555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
201154,1610612764,Al Thornton,Al Thornton,201154,WAS,13263.0,221,-41,417,431,112.0,169,60,848,14.0,21.0,1.0,1.0,4.0,4.0,6.0,14.0,14.0,32.0,1.0,2.0,,34.0,67.0,3.0,23.0,94.0,476,4.0,6.0,4.0,12.0,6.0,14.0,,12.0,24.0,40.0,28.0,,1.0,3.0,7.0,1.0,8.0,1.0,,3.0,4.0,17.0,2.0,2.0,,2.0,17.0,1.0,20.0,4.0,24.0,,6.0,2.0,4.0,9.0,7.0,5.0,1.0,2.0,3.0,14.0,1.0,3.0,17.0,,24.0,,1.0,,18.0,,,28.0,2.0,12.0,3.0,3.0,2.0,1.0,3.0,,24.0,112.0,3.0,2.0,0.5882352941176471,0.5882352941176471,0.5074626865671642,0.6666666666666666,0.42857142857142855,0.5071428571428571,0.6666666666666666,0.42857142857142855,0.5662650602409639,0.75,0.5714285714285714,0.04285714285714286,0.04477611940298507,0.09523809523809523,0.07142857142857142,20.25052192066806,0.6428571428571429,0.1111111111111111,,0.12056737588652482,0.013333333333333334,0.04081632653061224,0.06451612903225806,0.1,0.022099447513812154,,,0.027777777777777776,0.07407407407407407,0.1276595744680851,0.08,0.1590909090909091,0.05,,,0.3,0.6666666666666666,0.7368421052631579,0.7857142857142857,0.2,0.42857142857142855,0.46153846153846156,0.45714285714285713,0.4375,0.4375,0.5,0.014285714285714285,0.02857142857142857,0.16666666666666666,1.0,1.0,0.2857142857142857,1.0,,0.34285714285714286,0.4727449275362319,0.4056,0.4708857142857143,0.15,0.15584415584415584,0.1276595744680851,0.2553191489361702,10.688059701492541,30.100000000000005,0.2685851318944844,,1.0,,1.0,,3.0,1.0,1.0,,,1.0,0.3333333333333333,0.5,0.3333333333333333,,,,0.5,0.5,1.0,,1.0,,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
202322,1610612764,John Wall,John Wall,202322,WAS,38423.0,640,-118,1254,1254,327.0,408,192,2508,61.0,104.0,6.0,11.0,25.0,35.0,19.0,50.0,16.0,75.0,3.0,27.0,11.0,96.0,229.0,30.0,83.0,293.0,1437,10.0,22.0,6.0,29.0,31.0,59.0,12.0,32.0,94.0,38.0,154.0,4.0,25.0,21.0,104.0,25.0,129.0,19.0,6.0,60.0,33.0,283.0,1.0,6.0,2.0,30.0,49.0,,79.0,9.0,88.0,4.0,24.0,9.0,15.0,38.0,18.0,24.0,4.0,20.0,3.0,62.0,7.0,21.0,20.0,,40.0,4.0,,,84.0,,9.0,105.0,13.0,51.0,7.0,10.0,5.0,4.0,10.0,,94.0,327.0,4.0,7.0,0.19791666666666666,0.20212765957446807,0.4192139737991266,0.45454545454545453,0.5254237288135594,0.40540540540540543,0.4791666666666667,0.43661971830985913,0.4786184210526316,0.5178571428571429,0.5340909090909091,0.11583011583011583,0.09170305676855896,0.11538461538461539,0.16,24.713031735313976,0.6129032258064516,,0.03773584905660377,0.12436548223350254,0.011299435028248588,0.1724137931034483,0.010101010101010102,0.13908450704225353,0.011111111111111112,0.013422818791946308,0.013793103448275862,0.008438818565400843,0.016129032258064516,0.09166666666666666,0.1271186440677966,0.14743589743589744,0.1652892561983471,0.18867924528301888,0.031746031746031744,0.4015444015444015,0.5865384615384616,0.6630434782608695,0.22950819672131148,0.19305019305019305,0.38,0.4523809523809524,0.28957528957528955,0.21333333333333335,0.21621621621621623,0.125,0.011583011583011582,0.10424710424710425,0.4583333333333333,0.5454545454545454,,0.49295774647887325,0.7142857142857143,0.15492957746478872,0.5173745173745173,0.5116962745098041,0.4866142857142857,0.5320858208955225,0.1717171717171717,0.19101123595505617,0.09897610921501707,0.32081911262798635,8.55938864628821,27.73333333333333,0.2607655502392344,1.0,5.0,2.0,6.0,2.0,15.0,5.0,8.0,3.0,,0.8333333333333334,0.2,0.21428571428571427,0.15789473684210525,0.3333333333333333,0.3333333333333333,1.0,0.18518518518518517,0.19230769230769232,0.8,0.08333333333333333,0.2,,2.0,,5.0,0.5,1.0,1.0,1.0,3.0,1.0,11.0,2.0,2.0,1.0,0.5,0.03333333333333333,0.013333333333333334,0.037037037037037035,0.5,1.0,0.014084507042253521,,,,,,,,,,,,,,,,,,,,True,
202344,1610612764,Trevor Booker,Trevor Booker,202344,WAS,63775.0,1063,-173,2050,2073,562.0,686,309,4123,107.0,158.0,32.0,48.0,28.0,47.0,26.0,59.0,6.0,35.0,1.0,,,139.0,252.0,1.0,68.0,346.0,2313,35.0,65.0,18.0,88.0,39.0,78.0,,27.0,105.0,162.0,116.0,52.0,,9.0,27.0,8.0,35.0,8.0,,14.0,11.0,78.0,19.0,74.0,5.0,31.0,103.0,19.0,153.0,98.0,251.0,4.0,29.0,19.0,10.0,15.0,6.0,23.0,2.0,9.0,3.0,38.0,4.0,11.0,55.0,1.0,115.0,1.0,15.0,8.0,78.0,6.0,1.0,101.0,15.0,51.0,7.0,38.0,20.0,15.0,42.0,,105.0,562.0,20.0,7.0,0.5827338129496403,0.7168141592920354,0.5515873015873016,0.5384615384615384,0.5,0.549407114624506,0.5384615384615384,0.5,0.5844594594594594,0.5789473684210527,0.5645161290322581,0.003952569169960474,0.03571428571428571,0.0379746835443038,0.05084745762711865,13.864674138646741,0.39473684210526316,0.2676056338028169,0.05813953488372093,0.1548872180451128,0.09158415841584158,0.11191335740072202,0.10160427807486631,0.14225053078556263,0.09346733668341708,0.08968609865470852,0.07476635514018691,0.10242587601078167,0.1044776119402985,0.1201923076923077,0.15865384615384615,0.18072289156626506,0.12562814070351758,0.07692307692307693,0.038461538461538464,0.6245059288537549,0.6772151898734177,0.7039473684210527,0.616822429906542,0.233201581027668,0.4406779661016949,0.4642857142857143,0.1383399209486166,0.17142857142857143,0.17142857142857143,0.8333333333333334,0.003952569169960474,,0.7384615384615385,0.6666666666666666,0.0625,0.6025641025641025,0.5957446808510638,,0.6284584980237155,0.5425581027667984,0.5630310344827586,0.5440692307692309,0.17647058823529413,0.17708333333333334,0.2543352601156069,0.30346820809248554,5.212301587301585,23.6,0.27414634146341466,,,,,,,,2.0,,,,,,0.38461538461538464,,,,,,,,,,,4.0,25.0,0.5952380952380952,,,,,,2.0,,,3.0,,,,,,,,4.0,4.0,1.0,3.0,2.0,0.09433962264150944,,,,,,,,,,,,,,True,
2550,1610612764,Kirk Hinrich,Kirk Hinrich,2550,WAS,19865.0,331,-87,622,638,157.0,239,94,1260,8.0,13.0,1.0,1.0,1.0,1.0,12.0,22.0,20.0,55.0,1.0,21.0,9.0,40.0,90.0,22.0,15.0,119.0,727,4.0,7.0,,17.0,5.0,13.0,9.0,4.0,20.0,24.0,56.0,2.0,21.0,6.0,36.0,13.0,49.0,10.0,3.0,15.0,14.0,111.0,1.0,4.0,,5.0,16.0,5.0,26.0,5.0,31.0,2.0,21.0,11.0,10.0,19.0,10.0,10.0,1.0,9.0,,29.0,1.0,6.0,13.0,1.0,27.0,2.0,,1.0,24.0,,3.0,19.0,3.0,8.0,1.0,3.0,1.0,2.0,3.0,,20.0,157.0,4.0,1.0,0.3,0.3076923076923077,0.4444444444444444,0.5714285714285714,0.38461538461538464,0.4642857142857143,0.7727272727272727,0.36363636363636365,0.4957627118644068,0.7727272727272727,0.4166666666666667,0.19642857142857142,0.06666666666666667,0.07692307692307693,0.13636363636363635,20.16460905349794,0.6551724137931034,0.20833333333333334,,0.07804878048780488,0.016736401673640166,0.0641025641025641,0.01818181818181818,0.07420494699646643,0.017006802721088437,,0.03225806451612903,0.016666666666666666,0.020833333333333332,0.1,0.0684931506849315,0.06944444444444445,0.0625,0.07142857142857142,0.03571428571428571,0.11607142857142858,0.6153846153846154,0.6666666666666666,0.375,0.19642857142857142,0.5454545454545454,0.631578947368421,0.49107142857142855,0.36363636363636365,0.37735849056603776,0.35,0.008928571428571428,0.1875,0.09090909090909091,1.0,1.0,0.045454545454545456,1.0,0.4090909090909091,0.3125,0.4610727272727272,0.4452857142857143,0.4761699999999999,0.06837606837606838,0.08421052631578947,0.14285714285714285,0.16806722689075632,13.702222222222215,26.409090909090914,0.25241157556270094,1.0,7.0,4.0,8.0,4.0,18.0,7.0,4.0,1.0,,0.75,0.36363636363636365,0.36363636363636365,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.7142857142857143,0.36363636363636365,0.3333333333333333,,,2.0,1.0,0.3333333333333333,,3.0,3.0,6.0,,7.0,1.0,4.0,,0.75,,0.03636363636363636,,0.75,1.0,,,,,,,,2.0,2.0,0.2222222222222222,0.2222222222222222,,,,,,,,,,True,
201156,1610612764,Nick Young,Nick Young,201156,WAS,35327.0,589,-105,1140,1146,332.0,401,166,2286,18.0,37.0,2.0,4.0,2.0,9.0,27.0,60.0,63.0,139.0,28.0,44.0,12.0,108.0,236.0,72.0,55.0,337.0,1272,9.0,18.0,1.0,25.0,20.0,55.0,21.0,22.0,83.0,78.0,138.0,2.0,44.0,12.0,15.0,4.0,19.0,3.0,1.0,8.0,6.0,42.0,3.0,4.0,1.0,13.0,24.0,5.0,42.0,8.0,50.0,,16.0,9.0,7.0,14.0,5.0,10.0,2.0,9.0,1.0,24.0,,10.0,19.0,,35.0,1.0,2.0,4.0,55.0,2.0,,77.0,6.0,28.0,7.0,4.0,2.0,2.0,4.0,,83.0,332.0,1.0,6.0,0.3611111111111111,0.3644859813084112,0.4576271186440678,0.5,0.36363636363636365,0.4577922077922078,0.4444444444444444,0.40131578947368424,0.4911504424778761,0.44642857142857145,0.46551724137931033,0.23376623376623376,0.05084745762711865,0.05405405405405406,0.15,27.191011235955056,0.5833333333333334,0.1,0.022222222222222223,0.06666666666666667,0.009070294784580499,0.08227848101265822,0.025210084033613446,0.07142857142857142,0.0125,,0.008771929824561403,0.014354066985645933,0.024691358024691357,0.03669724770642202,0.07377049180327869,0.08527131782945736,0.09917355371900827,0.02702702702702703,,0.12012987012987013,0.4864864864864865,0.5142857142857142,0.2777777777777778,0.19480519480519481,0.45,0.5294117647058824,0.4512987012987013,0.45323741007194246,0.45652173913043476,0.4444444444444444,0.09090909090909091,0.14285714285714285,0.14814814814814814,0.5,,0.11842105263157894,0.2222222222222222,0.15789473684210525,0.3538961038961039,0.46289120521172616,0.4729029411764705,0.444308552631579,0.09036144578313253,0.10852713178294573,0.07418397626112759,0.24629080118694363,13.442372881355935,25.152777777777786,0.2912280701754386,7.0,15.0,5.0,22.0,9.0,57.0,15.0,1.0,,2.0,0.8636363636363636,0.3055555555555556,0.3055555555555556,0.2222222222222222,0.25,0.25,1.0,0.3409090909090909,0.3409090909090909,0.8,0.18518518518518517,0.3409090909090909,0.02702702702702703,,4.0,3.0,0.75,9.0,1.0,2.0,9.0,,1.0,2.0,7.0,,0.2222222222222222,,0.007194244604316547,,0.2,1.0,0.11842105263157894,,,,,,0.02631578947368421,5.0,7.0,0.3333333333333333,0.4166666666666667,1.0,4.0,2.0,0.14814814814814814,0.25,1.0,0.2222222222222222,,,True,
200756,1610612764,Hilton Armstrong,Hilton Armstrong,200756,WAS,4491.0,75,3,143,153,51.0,101,25,296,5.0,6.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,,1.0,1.0,7.0,11.0,1.0,,17.0,154,3.0,4.0,,6.0,3.0,4.0,1.0,,9.0,8.0,6.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,,1.0,,7.0,2.0,5.0,1.0,7.0,7.0,5.0,19.0,8.0,27.0,,3.0,1.0,2.0,2.0,,4.0,,2.0,,6.0,,2.0,3.0,,14.0,1.0,,3.0,7.0,3.0,,2.0,,,1.0,2.0,2.0,,2.0,1.0,9.0,51.0,5.0,1.0,0.5714285714285714,0.6666666666666666,0.6363636363636364,0.75,0.75,0.7083333333333334,0.75,0.9,0.6538461538461539,0.6,0.75,0.08333333333333333,0.09090909090909091,0.16666666666666666,,11.046511627906977,0.3333333333333333,0.38461538461538464,0.1111111111111111,0.15555555555555556,0.1,0.5,0.125,0.23728813559322035,0.10606060606060606,,0.15384615384615385,0.11538461538461539,0.07692307692307693,,0.07692307692307693,0.3157894736842105,0.6666666666666666,0.2,,0.5,0.8333333333333334,1.0,0.4,0.08333333333333333,1.0,1.0,0.3333333333333333,0.25,0.25,1.0,,0.08333333333333333,0.75,1.0,,0.6,1.0,0.2,0.5833333333333334,0.4947916666666667,0.5637,0.52308,,,0.35294117647058826,0.5294117647058824,7.79090909090909,26.3,0.35664335664335667,,1.0,,1.0,,,1.0,,,,,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,,,1.0,,,,,,3.0,,1.0,2.0,,,,,,,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,1.0,,,,,,,,,,True,
201203,1610612764,Mustafa Shakur,Mustafa Shakur,201203,WAS,3815.0,64,6,120,126,54.0,40,21,246,1.0,6.0,,,1.0,3.0,2.0,3.0,3.0,7.0,,4.0,3.0,6.0,16.0,4.0,3.0,15.0,131,1.0,2.0,,2.0,5.0,11.0,3.0,3.0,13.0,,12.0,2.0,4.0,1.0,9.0,2.0,11.0,1.0,1.0,5.0,3.0,24.0,,3.0,,2.0,4.0,1.0,7.0,3.0,10.0,1.0,2.0,2.0,,5.0,4.0,2.0,1.0,1.0,,7.0,1.0,2.0,1.0,,5.0,,,,2.0,,,4.0,,2.0,,,,,,,13.0,54.0,,,,,0.375,0.5,0.45454545454545453,0.3,0.5,0.35714285714285715,0.3409090909090909,0.5,0.40625,0.2,0.0625,0.16666666666666666,,20.714285714285715,0.7142857142857143,0.25,,0.0975609756097561,0.0967741935483871,0.1,,0.09836065573770492,0.061224489795918366,0.09090909090909091,0.1111111111111111,0.09090909090909091,,0.06666666666666667,0.125,0.1,0.08333333333333333,0.125,0.08333333333333333,0.3,0.16666666666666666,0.2,,0.15,0.6666666666666666,0.6666666666666666,0.35,0.42857142857142855,0.42857142857142855,,,0.2,,,,0.21428571428571427,0.3333333333333333,0.21428571428571427,0.5,0.47495750000000003,0.44465,0.4624571428571428,0.09090909090909091,0.1111111111111111,0.13333333333333333,0.8666666666666667,10.206249999999999,25.725,0.45,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
201858,1610612764,Cartier Martin,Cartier Martin,201858,WAS,13176.0,220,24,430,435,165.0,183,71,865,5.0,9.0,,,2.0,4.0,1.0,7.0,10.0,23.0,10.0,28.0,6.0,16.0,39.0,38.0,14.0,91.0,452,1.0,5.0,1.0,9.0,7.0,14.0,9.0,4.0,30.0,22.0,10.0,,28.0,2.0,7.0,2.0,9.0,1.0,1.0,7.0,,20.0,1.0,9.0,2.0,6.0,16.0,1.0,23.0,12.0,35.0,1.0,9.0,4.0,5.0,2.0,1.0,4.0,1.0,1.0,,6.0,1.0,4.0,8.0,,16.0,,1.0,1.0,18.0,,,19.0,,6.0,3.0,2.0,2.0,,3.0,,30.0,165.0,2.0,2.0,0.6875,0.6875,0.41025641025641024,0.2,0.5,0.5,0.4444444444444444,0.5652173913043478,0.5232558139534884,0.45,0.5769230769230769,0.4935064935064935,0.05128205128205128,0.1111111111111111,0.14285714285714285,17.79497098646035,0.3333333333333333,0.07142857142857142,0.1,0.125,0.055900621118012424,0.10909090909090909,0.021739130434782608,0.12021857923497267,0.04830917874396135,0.03508771929824561,0.08823529411764706,0.05714285714285714,0.027777777777777776,0.10256410256410256,0.11627906976744186,0.15217391304347827,0.11627906976744186,0.08333333333333333,0.024390243902439025,0.11688311688311688,0.5555555555555556,0.625,0.4,0.09090909090909091,0.14285714285714285,0.16666666666666666,0.2987012987012987,0.43478260869565216,0.43478260869565216,0.9,0.12987012987012986,0.36363636363636365,,,,0.17391304347826086,0.5,0.2608695652173913,0.6103896103896104,0.49906233766233765,0.42358125,0.4676456521739131,0.07228915662650602,0.13333333333333333,0.0989010989010989,0.32967032967032966,12.93076923076923,24.978947368421053,0.38372093023255816,4.0,11.0,4.0,15.0,4.0,45.0,11.0,2.0,,,1.0,0.39473684210526316,0.39473684210526316,,0.4,0.4,1.0,0.39285714285714285,0.39285714285714285,1.0,0.4444444444444444,0.39285714285714285,,,2.0,2.0,0.6666666666666666,3.0,2.0,2.0,,,,1.0,1.0,,0.5,,,,0.5,1.0,0.13043478260869565,1.0,,,,,,3.0,4.0,0.4444444444444444,0.5,,,1.0,,,,0.3333333333333333,1.0,,True,
