EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,StepOutOfBoundsTurnovers,Charge Fouls Drawn,3SecondViolations,Defensive 3 Seconds Violations,PenaltyArc3FGM,PtsUnassisted3s,HeaveAttempts,LostBallOutOfBoundsTurnovers,BlockingFouls,BlockingFoulsDrawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,LongMidRangePctBlocked,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedCorner3,DefensiveGoaltends,Clear Path Fouls,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,on,HeaveMakes,3pt And 1 Free Throw Trips
101154,1610612764,Andray Blatche,Andray Blatche,101154,WAS,18452.0,308,-33,614,612,146.0,174.0,93,1226,44.0,77.0,19.0,32.0,13.0,19.0,14.0,33.0,22.0,56.0,1.0,80.0,166.0,1.0,37.0,197.0,686,20.0,34.0,14.0,54.0,21.0,42.0,9.0,51.0,76.0,84.0,30.0,15.0,13.0,6.0,19.0,5.0,1.0,7.0,3.0,3.0,44.0,3.0,47.0,1.0,11.0,31.0,2.0,44.0,51.0,95.0,20.0,18.0,13.0,5.0,14.0,1.0,9.0,19.0,5.0,11.0,33.0,3.0,10.0,12.0,28.0,4.0,1.0,1.0,36.0,2.0,1.0,53.0,7.0,27.0,3.0,8.0,5.0,1.0,2.0,8.0,6.0,1.0,51.0,146.0,2.0,3.0,0.475,0.5846153846153846,0.4819277108433735,0.5882352941176471,0.5,0.4790419161676646,0.5882352941176471,0.5,0.5184210526315789,0.6585365853658537,0.5425531914893617,0.0059880239520958,0.0903614457831325,0.1298701298701298,0.1515151515151515,30.80110497237569,0.4242424242424242,0.125,0.037037037037037,0.1519607843137254,0.18359375,0.1666666666666666,0.0789473684210526,0.1555555555555555,0.1700680272108843,0.3111111111111111,0.1529411764705882,0.074074074074074,0.0526315789473684,0.1052631578947368,0.0958904109589041,0.1818181818181818,0.1846153846153846,0.1489361702127659,0.2105263157894736,0.2777777777777778,0.75,0.4610778443113772,0.5714285714285714,0.6567164179104478,0.3636363636363636,0.1976047904191616,0.4242424242424242,0.5,0.2142857142857142,0.3353293413173652,0.3928571428571428,0.3928571428571428,0.8636363636363636,0.0059880239520958,0.9411764705882352,0.59375,0.0526315789473684,0.4523809523809524,0.6842105263157895,0.467065868263473,0.5033658682634732,0.5976333333333333,0.4893428571428572,0.1443850267379679,0.1451612903225806,0.2741116751269035,0.2588832487309644,8.263253012048192,23.9,0.2377850162866449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1740,1610612764,Rashard Lewis,Rashard Lewis,1740,WAS,2680.0,45,-4,91,89,32.0,22.0,15,180,,2.0,,1.0,,,,2.0,3.0,4.0,5.0,3.0,8.0,10.0,,21.0,90,,1.0,,3.0,,,,6.0,4.0,2.0,,,2.0,1.0,3.0,,1.0,2.0,,,7.0,,3.0,,,1.0,,1.0,3.0,4.0,,1.0,1.0,,2.0,1.0,1.0,3.0,1.0,,5.0,1.0,,3.0,7.0,,,2.0,,,,,,,,1.0,,,1.0,1.0,,,6.0,32.0,,,0.6666666666666666,0.6666666666666666,0.375,,,0.5833333333333334,0.5,0.75,0.5833333333333334,0.5,0.75,0.5555555555555556,,,,21.29629629629629,0.4,,,0.0285714285714285,0.075,,,0.0238095238095238,0.0545454545454545,,0.05,0.4,,,,,0.0588235294117647,,,,,0.1111111111111111,,,,0.1111111111111111,,,,0.2222222222222222,0.75,0.75,0.6666666666666666,0.2777777777777778,0.3333333333333333,,,,,0.6666666666666666,0.5154972222222223,0.5649,0.5598375,,,0.1428571428571428,0.2857142857142857,12.275,24.57,0.3516483516483517,3.0,1.0,1.0,2.0,3.0,2.0,5.0,1.0,1.0,5.0,1.0,2.0,2.0,4.0,15.0,5.0,2.0,1.0,0.5,0.5,0.5,0.5,0.6,0.6,1.0,0.2777777777777778,0.4,0.4,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.75,0.6666666666666666,0.25,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
201146,1610612764,Yi Jianlian,Yi Jianlian,201146,WAS,23320.0,389,-94,745,741,184.0,196.0,106,1486,20.0,27.0,8.0,14.0,7.0,11.0,5.0,23.0,25.0,64.0,,50.0,114.0,,17.0,117.0,855,10.0,25.0,4.0,24.0,9.0,27.0,4.0,22.0,80.0,20.0,8.0,5.0,6.0,3.0,9.0,2.0,1.0,5.0,,1.0,21.0,3.0,22.0,1.0,9.0,36.0,11.0,56.0,26.0,82.0,3.0,13.0,8.0,5.0,4.0,1.0,3.0,6.0,1.0,1.0,10.0,1.0,1.0,22.0,40.0,,4.0,2.0,25.0,2.0,3.0,28.0,2.0,14.0,1.0,7.0,6.0,,1.0,7.0,6.0,,22.0,184.0,5.0,1.0,0.8,0.8695652173913043,0.4385964912280701,0.4,0.3333333333333333,0.4385964912280701,0.4,0.3333333333333333,0.4606299212598425,0.4285714285714285,0.3548387096774194,,0.043859649122807,0.1111111111111111,0.0869565217391304,15.639269406392694,0.4,0.3793103448275862,0.0344827586206896,0.1475409836065573,0.0683229813664596,0.1,0.0517241379310344,0.1347305389221557,0.0657894736842105,0.1282051282051282,0.0612244897959183,0.0410958904109589,,0.12,0.1264367816091954,0.1428571428571428,0.1702127659574468,0.125,0.0588235294117647,0.0508474576271186,0.8571428571428571,0.2368421052631578,0.7407407407407407,0.8333333333333334,0.7,0.2017543859649122,0.217391304347826,0.238095238095238,0.6,0.5614035087719298,0.390625,0.390625,0.92,,0.56,0.5714285714285714,0.25,0.4074074074074074,0.6363636363636364,0.2368421052631578,0.4533473684210526,0.4908749999999999,0.4727999999999999,0.1111111111111111,0.1111111111111111,0.2051282051282051,0.188034188034188,12.614912280701756,,0.246979865771812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,True,,
202322,1610612764,John Wall,John Wall,202322,WAS,38613.0,644,-131,1269,1262,337.0,371.0,189,2531,49.0,94.0,5.0,6.0,21.0,41.0,15.0,57.0,29.0,70.0,2.0,93.0,221.0,17.0,80.0,281.0,1410,9.0,15.0,7.0,25.0,32.0,75.0,37.0,104.0,44.0,142.0,6.0,27.0,85.0,21.0,106.0,6.0,15.0,49.0,3.0,33.0,233.0,2.0,7.0,1.0,13.0,57.0,1.0,71.0,10.0,81.0,5.0,36.0,6.0,30.0,35.0,6.0,18.0,21.0,17.0,3.0,56.0,4.0,12.0,17.0,42.0,1.0,,1.0,83.0,,,105.0,9.0,41.0,11.0,13.0,5.0,2.0,6.0,14.0,6.0,,100.0,333.0,6.0,8.0,0.2365591397849462,0.2444444444444444,0.420814479638009,0.6,0.4266666666666667,0.4222689075630252,0.6,0.4036144578313253,0.489399293286219,0.6578947368421053,0.4904761904761904,0.0714285714285714,0.1221719457013574,0.1382978723404255,0.2280701754385964,22.67558528428094,0.625,0.0238095238095238,0.0178571428571428,0.1366906474820144,0.0131332082551594,0.0915492957746478,0.0181818181818181,0.1252236135957066,0.0139968895800933,0.0185185185185185,0.0118343195266272,0.0099009900990099,0.02,0.0166666666666666,0.1037037037037037,0.1150442477876106,0.1775147928994082,0.0769230769230769,0.1176470588235294,0.0458715596330275,0.4285714285714285,0.3949579831932773,0.5212765957446809,0.6049382716049383,0.2040816326530612,0.2394957983193277,0.2631578947368421,0.3409090909090909,0.4,0.2941176470588235,0.4142857142857143,0.4202898550724637,0.2068965517241379,0.0084033613445378,0.4,0.8333333333333334,0.2,0.4939759036144578,0.5121951219512195,0.4663865546218487,0.5042044491525425,0.4816571428571428,0.508741975308642,0.1580882352941176,0.1620553359683794,0.0889679715302491,0.3701067615658363,8.445248868778283,29.0,0.2655634357762017,1.0,,,,,4.0,15.0,,8.0,5.0,,,1.0,8.0,6.0,13.0,4.0,0.4,0.2941176470588235,,0.125,0.3333333333333333,0.5,0.5,1.0,0.0630252100840336,0.2666666666666666,0.2666666666666666,0.25,,,,,,,0.0963855421686747,0.3076923076923077,1.0,3.0,,,1.0,9.0,2.0,2.0,2.0,7.0,4.0,2.0,1.0,1.0,0.0142857142857142,0.125,0.1052631578947368,,,,,,,,,,,True,,
202348,1610612764,Jordan Crawford,Jordan Crawford,202348,WAS,51992.0,867,-194,1690,1700,448.0,455.0,248,3390,52.0,85.0,9.0,12.0,14.0,23.0,37.0,97.0,52.0,140.0,41.0,141.0,322.0,101.0,69.0,423.0,1925,13.0,23.0,1.0,36.0,39.0,85.0,20.0,113.0,46.0,236.0,16.0,14.0,92.0,10.0,102.0,2.0,8.0,48.0,18.0,26.0,214.0,2.0,20.0,,12.0,41.0,2.0,55.0,22.0,77.0,9.0,36.0,25.0,11.0,43.0,8.0,26.0,25.0,17.0,2.0,68.0,3.0,17.0,25.0,50.0,1.0,1.0,6.0,60.0,1.0,8.0,78.0,8.0,30.0,7.0,2.0,,,2.0,3.0,2.0,,113.0,444.0,4.0,7.0,0.1631205673758865,0.1729323308270676,0.4378881987577639,0.5652173913043478,0.4588235294117647,0.4184397163120567,0.5147058823529411,0.3974358974358974,0.4569536423841059,0.5147058823529411,0.4409448818897638,0.2387706855791962,0.0434782608695652,0.1294117647058823,0.0309278350515463,26.207243460764587,0.6323529411764706,0.0338983050847457,,0.0741410488245931,0.028530670470756,0.0591133004926108,0.0139860139860139,0.0701058201058201,0.0260663507109004,0.0276497695852534,0.0318181818181818,0.0265151515151515,,0.0294117647058823,0.054054054054054,0.0844155844155844,0.0841121495327102,0.0671641791044776,0.0434782608695652,0.0381355932203389,0.6666666666666666,0.2009456264775413,0.611764705882353,0.7027027027027027,0.1923076923076923,0.2293144208037825,0.3814432989690721,0.3936170212765957,,0.3309692671394799,0.3714285714285714,0.3714285714285714,0.25,0.0969267139479905,0.3529411764705882,0.75,,0.1965811965811965,0.6086956521739131,0.4397163120567376,0.4834081145584727,0.5542466666666666,0.4712907079646018,0.0695067264573991,0.0872093023255814,0.0851063829787234,0.2671394799054373,11.287888198757765,25.76237623762377,0.2650887573964497,12.0,2.0,4.0,2.0,9.0,12.0,60.0,7.0,23.0,24.0,3.0,11.0,5.0,32.0,57.0,57.0,12.0,0.7916666666666666,0.2376237623762376,0.2727272727272727,0.15625,0.2448979591836734,0.2926829268292683,0.2926829268292683,0.8333333333333334,0.1418439716312056,0.2,0.2,0.75,0.1176470588235294,0.5,1.0,0.2058823529411764,0.0769230769230769,0.2222222222222222,0.1965811965811965,0.2105263157894736,2.0,1.0,,,3.0,15.0,3.0,3.0,1.0,4.0,9.0,1.0,1.0,1.0,,0.1304347826086956,0.0098039215686274,1.0,0.1428571428571428,1.0,,,,,,,,True,,
201580,1610612764,JaVale McGee,JaVale McGee,201580,WAS,34134.0,569,-92,1087,1102,217.0,241.0,157,2189,87.0,123.0,37.0,49.0,18.0,22.0,18.0,56.0,1.0,7.0,,106.0,186.0,,37.0,249.0,1229,41.0,59.0,5.0,87.0,22.0,35.0,10.0,54.0,102.0,110.0,50.0,14.0,14.0,,14.0,,,14.0,,,28.0,7.0,51.0,,23.0,64.0,20.0,107.0,58.0,165.0,9.0,5.0,3.0,2.0,17.0,5.0,8.0,11.0,9.0,1.0,28.0,2.0,5.0,43.0,61.0,1.0,1.0,2.0,60.0,2.0,6.0,69.0,7.0,35.0,3.0,51.0,30.0,2.0,19.0,52.0,27.0,,54.0,216.0,4.0,3.0,0.4811320754716981,0.6296296296296297,0.5698924731182796,0.6949152542372882,0.6285714285714286,0.5698924731182796,0.6949152542372882,0.6285714285714286,0.5737327188940092,0.6796875,0.5869565217391305,,0.075268817204301,0.08130081300813,0.0714285714285714,19.23076923076923,0.6071428571428571,0.5263157894736842,,0.1671018276762402,0.1161731207289293,0.1796875,0.0769230769230769,0.1702544031311154,0.1094339622641509,0.1386861313868613,0.1310344827586207,0.0828025477707006,0.0638297872340425,0.0909090909090909,0.1470588235294117,0.1919191919191919,0.1689189189189189,0.1325301204819277,0.2666666666666666,0.1363636363636363,0.5192307692307693,0.6612903225806451,0.7073170731707317,0.7699115044247787,0.4827586206896552,0.3010752688172043,0.3214285714285714,0.3461538461538461,0.4444444444444444,0.0376344086021505,0.1428571428571428,0.1428571428571428,1.0,,0.8305084745762712,0.7551020408163265,0.1351351351351351,0.6285714285714286,0.8181818181818182,0.6612903225806451,0.5536940860215054,0.5717057692307692,0.5381857142857143,0.1635514018691588,0.1635514018691588,0.3493975903614458,0.216867469879518,3.705376344086021,,0.1996320147194112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,3.0,,,,2.0,1.0,2.0,,,1.0,,,,,,,,1.0,8.0,,,,,,True,,
202338,1610612764,Kevin Seraphin,Kevin Seraphin,202338,WAS,12537.0,209,-100,419,423,141.0,141.0,73,842,10.0,19.0,6.0,9.0,4.0,8.0,9.0,22.0,,1.0,,19.0,42.0,,5.0,43.0,470,9.0,17.0,3.0,21.0,5.0,15.0,,10.0,20.0,18.0,10.0,2.0,2.0,1.0,3.0,1.0,,2.0,,,7.0,6.0,16.0,1.0,9.0,16.0,4.0,29.0,23.0,52.0,,12.0,5.0,7.0,7.0,,3.0,4.0,4.0,,11.0,,3.0,27.0,43.0,1.0,3.0,2.0,8.0,1.0,1.0,8.0,,4.0,,8.0,4.0,,4.0,8.0,3.0,,10.0,141.0,5.0,,0.5263157894736842,0.7142857142857143,0.4523809523809524,0.5294117647058824,0.3333333333333333,0.4523809523809524,0.5294117647058824,0.3333333333333333,0.4673913043478261,0.5526315789473685,0.3333333333333333,,0.0476190476190476,0.0526315789473684,0.0454545454545454,11.19842829076621,0.6363636363636364,0.25,0.0714285714285714,0.1290322580645161,0.0808080808080808,0.1914893617021276,0.1363636363636363,0.1461988304093567,0.0909090909090909,0.03125,0.1428571428571428,0.0769230769230769,0.0952380952380952,0.1739130434782608,0.1333333333333333,0.1666666666666666,0.0961538461538461,0.2580645161290322,0.0625,,0.375,0.4523809523809524,0.5263157894736842,0.5555555555555556,0.5,0.5238095238095238,0.4090909090909091,0.4285714285714285,0.5555555555555556,0.0238095238095238,,,,,0.5294117647058824,0.6666666666666666,0.1666666666666666,0.5333333333333333,0.5,0.4523809523809524,0.4890166666666666,0.46645,0.52152,0.0869565217391304,0.0869565217391304,0.4883720930232558,0.2325581395348837,5.002380952380952,,0.3365155131264916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,True,,
201203,1610612764,Mustafa Shakur,Mustafa Shakur,201203,WAS,2345.0,39,-25,74,79,40.0,22.0,5,153,1.0,3.0,,,1.0,2.0,,1.0,1.0,5.0,,2.0,9.0,2.0,1.0,5.0,85,,,,,2.0,5.0,1.0,5.0,,4.0,,,2.0,1.0,3.0,1.0,,1.0,1.0,,7.0,,,,,5.0,,5.0,,5.0,,,,,3.0,1.0,1.0,2.0,2.0,,5.0,,5.0,,5.0,1.0,,,1.0,,,2.0,,1.0,,,,,,,,,5.0,40.0,,,,,0.2222222222222222,,0.4,0.1818181818181818,,0.3333333333333333,0.2083333333333333,,0.3571428571428571,0.1818181818181818,,,,21.51898734177215,0.6,,,0.217391304347826,,,,0.1428571428571428,,,,,,,,0.25,0.3,,,,,0.2727272727272727,0.3333333333333333,0.3333333333333333,,0.0909090909090909,,,,0.4545454545454545,0.2,0.2,,,,,,0.3333333333333333,0.5,0.4545454545454545,0.4612590909090909,0.49425,0.4883666666666666,0.0833333333333333,0.1,,1.0,11.911111111111111,25.4,0.5405405405405406,,,,,,,2.0,1.0,1.0,,,1.0,,1.0,,2.0,,,,,,,,,,0.1818181818181818,,,,,,,1.0,,,0.1666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
201785,1610612764,Othyus Jeffers,Othyus Jeffers,201785,WAS,12280.0,205,-24,401,425,127.0,117.0,60,826,18.0,27.0,4.0,6.0,3.0,5.0,2.0,5.0,1.0,3.0,2.0,21.0,35.0,3.0,21.0,63.0,479,4.0,6.0,7.0,15.0,3.0,5.0,9.0,15.0,24.0,18.0,4.0,5.0,8.0,3.0,11.0,1.0,2.0,4.0,3.0,1.0,25.0,4.0,10.0,1.0,7.0,18.0,1.0,26.0,15.0,41.0,3.0,12.0,4.0,8.0,4.0,1.0,3.0,5.0,1.0,1.0,9.0,1.0,6.0,8.0,25.0,,,1.0,27.0,,8.0,32.0,2.0,15.0,2.0,,,,,,,,15.0,123.0,3.0,2.0,0.5714285714285714,0.631578947368421,0.6,0.6666666666666666,0.6,0.5526315789473685,0.5714285714285714,0.4285714285714285,0.5943396226415094,0.6818181818181818,0.5769230769230769,0.0789473684210526,0.1428571428571428,0.1481481481481481,0.2,13.025210084033612,0.4444444444444444,0.0526315789473684,0.0625,0.1353383458646616,0.0609756097560975,0.1428571428571428,0.1904761904761904,0.1373626373626373,0.0756756756756756,0.0307692307692307,0.0869565217391304,0.0754716981132075,0.1428571428571428,0.2857142857142857,0.1489361702127659,0.1052631578947368,0.1458333333333333,0.1111111111111111,0.2307692307692307,0.2727272727272727,,0.7105263157894737,0.6666666666666666,0.782608695652174,0.5,0.131578947368421,0.4,0.5,1.0,0.0789473684210526,0.3333333333333333,0.3333333333333333,1.0,0.0526315789473684,0.8571428571428571,0.6666666666666666,,0.7142857142857143,0.6,0.7894736842105263,0.5718986486486487,0.5948500000000001,0.610475,0.2941176470588235,0.3125,0.238095238095238,0.238095238095238,4.422857142857143,28.9,0.3167082294264339,,,1.0,,1.0,,1.0,,1.0,,,1.0,,2.0,,,,,,,,,,,,0.0263157894736842,,,,0.1428571428571428,,,,0.1428571428571428,,0.1428571428571428,,2.0,1.0,,,,,1.0,,2.0,1.0,,,,,,,,,,,,,1.0,,,,,True,,
201858,1610612764,Cartier Martin,Cartier Martin,201858,WAS,3585.0,60,11,114,116,21.0,28.0,14,230,1.0,1.0,,,,,,,,3.0,4.0,1.0,4.0,10.0,1.0,12.0,134,,1.0,,,,,1.0,4.0,,2.0,,,3.0,1.0,4.0,1.0,,,1.0,2.0,9.0,,1.0,,2.0,2.0,1.0,5.0,1.0,6.0,,1.0,1.0,,,1.0,,3.0,,,3.0,,,8.0,11.0,1.0,,,2.0,,1.0,2.0,,1.0,,,,,,,,,4.0,18.0,1.0,,,,0.25,,,0.3928571428571428,,0.75,0.4,,0.6666666666666666,0.7142857142857143,,,,13.533834586466163,,0.1666666666666666,,0.0689655172413793,0.027027027027027,0.1111111111111111,,0.0851063829787234,0.0212765957446808,0.1111111111111111,,,,,0.1428571428571428,0.1,,0.0909090909090909,0.1428571428571428,,,0.0714285714285714,1.0,1.0,,,,,,0.2142857142857142,,,,0.2857142857142857,,,,,,0.7857142857142857,0.5622964285714286,0.3993,0.536475,0.0666666666666666,0.2,,0.3333333333333333,14.1,24.43,0.1842105263157894,1.0,,,,1.0,2.0,6.0,,1.0,3.0,,,1.0,2.0,9.0,6.0,2.0,1.0,0.3,,0.5,0.3,0.25,0.3333333333333333,1.0,0.4285714285714285,0.3333333333333333,0.3333333333333333,1.0,,,,,0.5,,0.5,0.3333333333333333,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,0.1,0.25,,True,,
