EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Corner3Assists,AtRimAssists,LongMidRangeAssists,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,Technical Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,AtRimPctBlocked,DefCorner3ReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,FTOffRebounds,Offensive Fouls,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,3SecondViolations,OffFTReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceCorner3PctAssisted,BlockingFouls,Defensive 3 Seconds Violations,LongMidRangePctBlocked,HeaveAttempts,LostBallOutOfBoundsTurnovers,Blocked3s,BlockedCorner3,Charge Fouls Drawn,OffensiveGoaltends,on,BlockedArc3,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,HeaveMakes,Clear Path Fouls,Corner3PctBlocked
101138,1610612753,Brandon Bass,Brandon Bass,101138,ORL,5262.0,88,-45,165,168,48,38.0,19.0,333,10.0,13.0,1.0,2.0,3.0,4.0,4.0,9.0,2.0,8.0,16.0,30.0,4.0,36.0,196,1.0,3.0,2.0,4.0,5.0,8.0,2.0,12.0,24.0,8.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,4.0,1.0,7.0,1.0,9.0,7.0,16.0,3.0,3.0,2.0,1.0,5.0,1.0,3.0,3.0,10.0,1.0,1.0,5.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,12.0,48,1.0,0.75,0.8,0.5333333333333333,0.3333333333333333,0.625,0.5333333333333333,0.3333333333333333,0.625,0.5625,0.5,0.6666666666666666,0.0333333333333333,0.1111111111111111,19.892473118279568,0.6,0.3333333333333333,0.14,0.0701754385964912,0.0526315789473684,0.15,0.1159420289855072,0.0909090909090909,0.1538461538461538,0.0476190476190476,0.0434782608695652,0.15,0.2,0.25,0.0434782608695652,0.0625,0.4333333333333333,0.7692307692307693,0.7692307692307693,0.8,0.3,0.4444444444444444,0.5,0.5,0.2666666666666666,0.25,0.25,1.0,0.6666666666666666,0.5,0.5,0.75,0.4333333333333333,0.4872166666666666,0.58125,0.481425,0.09375,0.09375,0.1111111111111111,0.3333333333333333,7.436666666666666,0.2909090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
200755,1610612753,JJ Redick,JJ Redick,200755,ORL,11831.0,197,-15,373,372,101,97.0,59.0,745,6.0,9.0,1.0,2.0,1.0,2.0,1.0,8.0,7.0,15.0,14.0,32.0,15.0,94.0,393,3.0,7.0,2.0,14.0,3.0,7.0,5.0,26.0,12.0,16.0,,2.0,5.0,5.0,10.0,2.0,,25.0,1.0,,2.0,12.0,1.0,15.0,1.0,16.0,5.0,4.0,3.0,,8.0,2.0,2.0,6.0,9.0,,,13.0,16.0,1.0,5.0,,,,,26.0,101,1.0,0.4285714285714285,0.4285714285714285,0.4375,0.4285714285714285,0.4285714285714285,0.6475409836065574,0.6,0.8076923076923077,0.6742424242424242,0.6,0.8333333333333334,0.0625,0.125,16.933638443935926,0.625,0.0833333333333333,0.0952380952380952,,0.0416666666666666,0.0181818181818181,0.0804597701149425,0.0057142857142857,,,,0.0212765957446808,0.0857142857142857,0.0909090909090909,0.1034482758620689,0.0285714285714285,0.1475409836065573,0.6666666666666666,0.75,0.6666666666666666,0.1311475409836065,0.125,0.1428571428571428,1.0,0.2459016393442623,0.4666666666666667,0.4666666666666667,0.1428571428571428,0.2,0.5,0.1538461538461538,0.5,0.6229508196721312,0.5011811475409835,0.4560928571428571,0.4881269230769231,0.0769230769230769,0.1388888888888889,0.1489361702127659,0.2765957446808511,11.346875,0.2707774798927614,8.0,9.0,1.0,1.0,3.0,3.0,9.0,20.0,1.0,2.0,2.0,3.0,17.0,29.0,2.0,3.0,5.0,6.0,48.0,3.0,20.0,9.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,0.9411764705882352,0.5862068965517241,0.6666666666666666,0.8333333333333334,0.5862068965517241,0.4754098360655737,0.1111111111111111,0.0769230769230769,0.0357142857142857,0.1475409836065573,0.8888888888888888,0.8888888888888888,0.875,0.3278688524590163,0.45,0.45,1.0,1.0,0.1,1.0,0.2,0.5,1.0,0.2307692307692307,1.0,0.2307692307692307,0.6666666666666666,0.45,24.96206896551724,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
201583,1610612753,Ryan Anderson,Ryan Anderson,201583,ORL,8682.0,145,37,278,278,81,62.0,40.0,556,8.0,13.0,5.0,8.0,1.0,2.0,1.0,7.0,,,9.0,20.0,15.0,69.0,278,5.0,9.0,6.0,19.0,1.0,3.0,2.0,16.0,6.0,12.0,10.0,3.0,4.0,2.0,6.0,,1.0,14.0,9.0,7.0,5.0,18.0,1.0,24.0,17.0,41.0,3.0,1.0,4.0,,7.0,1.0,2.0,3.0,10.0,,,12.0,16.0,1.0,8.0,3.0,1.0,3.0,,16.0,81,2.0,0.3333333333333333,0.75,0.45,0.5555555555555556,0.3333333333333333,0.574468085106383,0.65,0.5833333333333334,0.6296296296296297,0.7307692307692307,0.6153846153846154,0.15,0.1428571428571428,18.82716049382716,0.4285714285714285,0.1111111111111111,0.2117647058823529,0.1076923076923077,0.1351351351351351,0.1607142857142857,0.1885245901639344,0.1322314049586777,0.1,0.0952380952380952,0.125,0.1555555555555555,0.25,0.1818181818181818,0.1935483870967742,0.125,0.2765957446808511,0.6153846153846154,0.7272727272727273,0.25,0.1489361702127659,0.1428571428571428,0.1666666666666666,1.0,,,,,0.8,0.625,0.1666666666666666,0.5,0.851063829787234,0.5386478723404257,0.5453666666666667,0.5409458333333333,0.1481481481481481,0.2962962962962963,0.2753623188405797,0.2318840579710145,2.79,0.2913669064748201,1.0,6.0,1.0,1.0,,3.0,11.0,21.0,,,4.0,6.0,12.0,27.0,1.0,1.0,4.0,9.0,33.0,3.0,21.0,11.0,2.0,2.0,1.0,2.0,6.0,4.0,2.0,1.0,2.0,1.0,,1.0,,1.0,,,0.9166666666666666,0.4444444444444444,1.0,0.4444444444444444,0.4444444444444444,0.574468085106383,0.1538461538461538,0.1538461538461538,0.0869565217391304,0.1276595744680851,0.1666666666666666,0.1666666666666666,1.0,0.4468085106382978,0.5238095238095238,0.5238095238095238,0.9090909090909092,,0.1,1.0,,,,0.25,,0.5,0.6666666666666666,0.5238095238095238,24.96666666666667,1.0,1.0,1.0,1.0,3.0,1.0,0.1666666666666666,0.1818181818181818,1.0,1.0,,,,,,,,,,True,,,,,,,,,,
201947,1610612753,Earl Clark,Earl Clark,201947,ORL,23498.0,392,-59,745,750,228,222.0,110.0,1495,37.0,59.0,13.0,19.0,9.0,12.0,3.0,19.0,16.0,44.0,56.0,122.0,22.0,134.0,797,15.0,25.0,8.0,38.0,11.0,28.0,10.0,32.0,68.0,44.0,18.0,12.0,3.0,2.0,5.0,1.0,1.0,12.0,14.0,19.0,11.0,34.0,6.0,51.0,33.0,84.0,14.0,4.0,12.0,4.0,26.0,4.0,3.0,21.0,39.0,,3.0,27.0,37.0,5.0,18.0,15.0,9.0,15.0,,32.0,228,7.0,0.6071428571428571,0.723404255319149,0.4590163934426229,0.6,0.3928571428571428,0.4409448818897638,0.6,0.3666666666666666,0.4685314685314685,0.5757575757575758,0.4324324324324324,0.0983606557377049,0.0526315789473684,19.492502883506344,0.5384615384615384,0.2857142857142857,0.1354581673306772,0.080168776371308,0.1111111111111111,0.1176470588235294,0.1285714285714285,0.0926966292134831,0.1052631578947368,0.0571428571428571,0.0769230769230769,0.13,0.1506849315068493,0.15625,0.1140350877192982,0.136986301369863,0.4645669291338583,0.6271186440677966,0.7551020408163265,0.5405405405405406,0.1496062992125984,0.1578947368421052,0.1666666666666666,0.3333333333333333,0.3464566929133858,0.3636363636363636,0.3720930232558139,0.8125,0.76,0.6842105263157895,0.4,0.75,0.5039370078740157,0.4900322834645669,0.49575625,0.467965,0.1285714285714285,0.1333333333333333,0.2835820895522388,0.2388059701492537,9.220491803278687,0.3060402684563758,,1.0,,,,1.0,,4.0,,,,1.0,,5.0,,,,2.0,,,4.0,,1.0,2.0,,5.0,7.0,6.0,1.0,5.0,10.0,1.0,1.0,3.0,,,3.0,2.0,,,,,,0.0393700787401574,0.1694915254237288,0.0384615384615384,0.087719298245614,0.0078740157480314,,,,0.0314960629921259,,,,0.1538461538461538,,,,,,0.0333333333333333,,0.0333333333333333,,,24.56,,1.0,,6.0,8.0,,,0.0526315789473684,0.5333333333333333,,2.0,1.0,0.0227272727272727,,,,,,,True,,,,,,,,,,
2240,1610612753,Gilbert Arenas,Gilbert Arenas,2240,ORL,13995.0,233,-32,439,441,120,121.0,62.0,880,5.0,19.0,1.0,2.0,,4.0,8.0,16.0,9.0,23.0,22.0,58.0,21.0,83.0,489,2.0,6.0,2.0,6.0,4.0,14.0,6.0,20.0,4.0,40.0,,4.0,27.0,18.0,45.0,15.0,2.0,108.0,,5.0,5.0,18.0,,23.0,5.0,28.0,15.0,10.0,16.0,2.0,31.0,3.0,6.0,13.0,24.0,,1.0,25.0,27.0,3.0,13.0,,,1.0,,20.0,120,1.0,0.0909090909090909,0.0909090909090909,0.3793103448275862,0.3333333333333333,0.2857142857142857,0.3229166666666667,0.3333333333333333,0.2692307692307692,0.3842592592592592,0.4285714285714285,0.3448275862068966,0.0689655172413793,0.125,27.416173570019723,0.4838709677419355,,0.1232876712328767,0.0373134328358208,0.0925925925925925,,0.115,0.0245098039215686,0.0416666666666666,0.0769230769230769,,,0.1,0.131578947368421,0.1323529411764706,0.0975609756097561,0.1979166666666666,0.2631578947368421,0.2941176470588235,0.2,0.1666666666666666,0.5,0.5714285714285714,,0.2395833333333333,0.391304347826087,0.391304347826087,0.1111111111111111,0.3333333333333333,0.5,0.1538461538461538,,0.59375,0.4801154255319148,0.4728833333333333,0.45285,0.1226415094339622,0.1911764705882352,0.072289156626506,0.2409638554216867,10.567241379310344,0.2733485193621868,,3.0,,,,1.0,6.0,35.0,,,2.0,11.0,6.0,38.0,,,2.0,12.0,9.0,9.0,33.0,6.0,3.0,18.0,7.0,1.0,11.0,5.0,6.0,7.0,5.0,,1.0,1.0,,,2.0,2.0,0.5,0.1578947368421052,,0.1666666666666666,0.1666666666666666,0.3958333333333333,0.1052631578947368,0.0769230769230769,0.0172413793103448,0.03125,,,,0.3645833333333333,0.1714285714285714,0.1714285714285714,0.5,,,,,,,0.0384615384615384,,0.4230769230769231,0.1818181818181818,0.1818181818181818,26.97105263157895,,5.0,,,,,,,,,,,,2.0,2.0,1.0,1.0,,,True,,,,,,,,,,
2045,1610612753,Hedo Turkoglu,Hedo Turkoglu,2045,ORL,11646.0,194,-12,362,368,99,101.0,43.0,730,3.0,8.0,2.0,2.0,1.0,3.0,5.0,10.0,9.0,21.0,17.0,39.0,8.0,75.0,383,3.0,4.0,1.0,10.0,4.0,11.0,3.0,20.0,,34.0,6.0,1.0,17.0,4.0,21.0,2.0,1.0,46.0,1.0,4.0,11.0,13.0,2.0,26.0,6.0,32.0,6.0,3.0,9.0,2.0,15.0,,5.0,9.0,11.0,,,9.0,11.0,1.0,3.0,,,,,20.0,99,2.0,,,0.4358974358974359,0.75,0.3636363636363636,0.5491803278688525,0.6428571428571429,0.5,0.5681818181818182,0.7142857142857143,0.5,0.0256410256410256,,19.70802919708029,0.4,0.25,0.104,0.0336134453781512,0.1929824561403508,0.0232558139534883,0.1318681318681318,0.0308641975308641,0.0294117647058823,0.0571428571428571,0.02,0.0277777777777777,0.0303030303030303,0.1142857142857142,0.1403508771929824,0.15,0.1311475409836065,0.375,0.4285714285714285,,0.1639344262295081,0.5,0.5,,0.3442622950819672,0.4285714285714285,0.4285714285714285,,0.2857142857142857,1.0,0.1764705882352941,0.3333333333333333,0.4918032786885246,0.4575366666666667,0.5328166666666666,0.4515205882352942,0.0476190476190476,0.073170731707317,0.1333333333333333,0.2666666666666666,13.905128205128207,0.2734806629834254,2.0,4.0,,1.0,1.0,1.0,9.0,18.0,1.0,2.0,2.0,5.0,11.0,22.0,1.0,3.0,3.0,6.0,18.0,15.0,17.0,9.0,2.0,14.0,2.0,,4.0,3.0,1.0,5.0,3.0,1.0,1.0,,,,3.0,3.0,0.5454545454545454,0.5,0.3333333333333333,0.5,0.5238095238095238,0.360655737704918,0.125,0.2941176470588235,,0.0655737704918032,0.5,0.5,0.5,0.2950819672131147,0.5,0.5,0.5555555555555556,,0.1428571428571428,,0.2857142857142857,0.5,,0.0588235294117647,1.0,0.2941176470588235,0.4,0.5294117647058824,26.84090909090909,1.0,,,,,,0.0833333333333333,,,,,,,1.0,1.0,,,,,True,,,,,,,,,,
2749,1610612753,Jameer Nelson,Jameer Nelson,2749,ORL,7982.0,133,-8,256,261,85,98.0,38.0,517,1.0,6.0,,2.0,,1.0,1.0,7.0,5.0,12.0,7.0,25.0,11.0,46.0,265,1.0,3.0,2.0,4.0,3.0,6.0,8.0,23.0,4.0,10.0,,2.0,18.0,9.0,27.0,7.0,1.0,63.0,,1.0,6.0,5.0,1.0,12.0,1.0,13.0,5.0,2.0,3.0,,8.0,2.0,2.0,6.0,9.0,,1.0,15.0,15.0,,3.0,,,,,23.0,85,,0.2857142857142857,0.2857142857142857,0.28,0.3333333333333333,0.5,0.3431372549019608,0.2,0.3947368421052631,0.3879310344827586,0.3333333333333333,0.46,0.08,,22.073578595317723,0.625,0.2,0.0602409638554216,0.0108695652173913,0.1578947368421052,,0.0909090909090909,0.0078125,,,0.0256410256410256,,0.0434782608695652,0.0952380952380952,0.0512820512820512,0.1111111111111111,0.1176470588235294,0.1666666666666666,0.2,1.0,0.1372549019607843,0.1428571428571428,0.1428571428571428,,0.2352941176470588,0.4166666666666667,0.4545454545454545,0.2,0.4,,0.0526315789473684,,0.6274509803921569,0.460098,0.4783699999999999,0.4424055555555555,0.0555555555555555,0.1071428571428571,0.0869565217391304,0.5,12.528,0.33203125,2.0,3.0,,,1.0,2.0,5.0,23.0,,2.0,2.0,11.0,7.0,26.0,,2.0,3.0,13.0,12.0,9.0,22.0,5.0,2.0,12.0,5.0,,6.0,1.0,5.0,2.0,3.0,,,,,1.0,4.0,4.0,0.5714285714285714,0.2692307692307692,,0.2307692307692307,0.28,0.5098039215686274,0.1666666666666666,0.2727272727272727,,0.0588235294117647,0.6666666666666666,0.6666666666666666,1.0,0.4509803921568627,0.217391304347826,0.217391304347826,0.4,,,,0.4,,,0.1052631578947368,0.5,0.5789473684210527,0.1818181818181818,0.2272727272727272,26.47692307692308,,,,,,,,,,,,,0.0833333333333333,1.0,1.0,,,2.0,,True,,,,,,,,,,
2768,1610612753,Chris Duhon,Chris Duhon,2768,ORL,5833.0,97,-31,190,191,64,60.0,30.0,381,4.0,5.0,,,1.0,1.0,1.0,3.0,,1.0,5.0,9.0,3.0,16.0,198,,,,,2.0,2.0,1.0,8.0,2.0,8.0,,1.0,8.0,5.0,13.0,2.0,,31.0,1.0,,4.0,4.0,,8.0,1.0,9.0,3.0,1.0,3.0,,6.0,,2.0,,3.0,,,4.0,6.0,,3.0,,,,,8.0,64,2.0,0.2,0.2,0.5555555555555556,,1.0,0.3421052631578947,,0.5833333333333334,0.3636363636363636,,0.5714285714285714,0.1111111111111111,0.3333333333333333,12.499999999999998,0.5,,0.0615384615384615,,0.1666666666666666,0.024390243902439,0.0898876404494382,0.0106382978723404,,,,0.0303030303030303,,,0.1538461538461538,0.2105263157894736,0.2631578947368421,0.8,0.8,0.25,0.1578947368421052,0.3333333333333333,0.5,,0.0526315789473684,,,,,,0.1666666666666666,1.0,0.7894736842105263,0.5272052631578947,,0.4975333333333333,0.1363636363636363,0.25,,0.5,5.711111111111112,0.3368421052631579,1.0,2.0,,,1.0,1.0,,8.0,,,,3.0,1.0,10.0,,,1.0,4.0,3.0,,8.0,,3.0,4.0,4.0,,3.0,3.0,,1.0,2.0,,,,1.0,,,,1.0,0.1,,0.25,0.1,0.5263157894736842,,,,0.1052631578947368,0.5,0.5,1.0,0.4210526315789473,,,,,,,,,,0.1666666666666666,1.0,0.5,,,25.27,,1.0,,,,,,,,,1.0,,,,1.0,,,,,True,,,,,,,,,,
2047,1610612753,Quentin Richardson,Quentin Richardson,2047,ORL,5022.0,84,-14,165,162,47,59.0,28.0,327,5.0,8.0,1.0,2.0,2.0,4.0,,3.0,1.0,2.0,6.0,13.0,1.0,16.0,165,1.0,3.0,,2.0,2.0,4.0,1.0,5.0,4.0,8.0,2.0,2.0,3.0,,3.0,,1.0,6.0,2.0,2.0,6.0,11.0,2.0,19.0,4.0,23.0,1.0,,,,1.0,,,7.0,9.0,,,5.0,2.0,,1.0,2.0,1.0,2.0,,5.0,47,1.0,0.3333333333333333,0.4,0.4615384615384615,0.3333333333333333,0.5,0.3,0.2,0.2857142857142857,0.3076923076923077,0.2,0.3125,0.1538461538461538,0.3333333333333333,13.917525773195877,1.0,0.25,0.1833333333333333,0.0425531914893617,0.2608695652173913,0.0512820512820512,0.2048192771084337,0.0465116279069767,0.1176470588235294,,,0.0606060606060606,0.0526315789473684,0.3571428571428571,0.1851851851851851,0.2631578947368421,0.32,0.625,0.7142857142857143,0.4,0.12,,,,0.08,0.5,0.5,,0.4,0.5,0.5714285714285714,0.5,0.8,0.5223600000000002,0.5133599999999999,0.5407857142857143,0.0384615384615384,0.0714285714285714,0.125,0.3125,5.730769230769231,0.2848484848484848,,3.0,,,,2.0,1.0,9.0,,2.0,,1.0,1.0,12.0,,2.0,,3.0,3.0,,9.0,1.0,,2.0,,,2.0,2.0,,,1.0,,,2.0,,,,,1.0,0.0833333333333333,,,0.0833333333333333,0.48,0.125,0.25,,0.12,,,,0.36,0.1111111111111111,0.1111111111111111,1.0,,,,0.4,,,0.2857142857142857,,0.1428571428571428,,0.1111111111111111,25.25,,,,1.0,1.0,,,,0.5,,2.0,,,,,,,1.0,,True,,,,,,,,,,
2202,1610612753,Jason Richardson,Jason Richardson,2202,ORL,10168.0,169,-54,322,323,120,101.0,53.0,645,7.0,11.0,1.0,1.0,2.0,4.0,3.0,6.0,7.0,20.0,17.0,37.0,2.0,69.0,365,1.0,3.0,,2.0,3.0,11.0,,18.0,24.0,10.0,,1.0,5.0,3.0,8.0,3.0,,19.0,2.0,,4.0,12.0,,16.0,2.0,18.0,4.0,,2.0,,6.0,,1.0,6.0,9.0,1.0,,5.0,2.0,,1.0,,,,,18.0,120,,0.7058823529411765,0.7058823529411765,0.4594594594594595,0.3333333333333333,0.2727272727272727,0.5403225806451613,0.2,0.4736842105263157,0.5476190476190477,0.2,0.4736842105263157,0.027027027027027,,18.11023622047244,0.6666666666666666,,0.1153846153846153,,0.0975609756097561,0.0416666666666666,0.1103448275862069,0.0125,,,,0.05,0.0689655172413793,0.074074074074074,0.1666666666666666,0.0714285714285714,0.1774193548387097,0.6363636363636364,0.7,0.8571428571428571,0.0967741935483871,0.5,0.5,0.3333333333333333,0.3225806451612903,0.35,0.35,0.7142857142857143,0.2,1.0,0.2105263157894736,0.5,0.5806451612903226,0.486191935483871,0.4409875,0.4912526315789474,0.0158730158730158,0.0263157894736842,0.0289855072463768,0.2608695652173913,11.924324324324326,0.3726708074534161,4.0,7.0,,1.0,2.0,3.0,7.0,18.0,,1.0,2.0,5.0,11.0,25.0,,2.0,4.0,8.0,30.0,3.0,18.0,7.0,,4.0,1.0,,6.0,4.0,2.0,1.0,4.0,,,2.0,,,,,0.9090909090909092,0.44,,0.5,0.44,0.4032258064516129,0.0909090909090909,0.1538461538461538,,0.1129032258064516,0.5714285714285714,0.5714285714285714,1.0,0.2903225806451613,0.3888888888888889,0.3888888888888889,0.8571428571428571,1.0,0.2,,0.2,,,0.1578947368421052,0.6666666666666666,0.2631578947368421,0.4,0.3888888888888889,25.188,,,,,,,,,,,,1.0,,,,,,1.0,,True,,,,,,,,,,
