EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,Corner3Assists,LostBallSteals,SecondChanceTurnovers,PenaltyTurnovers,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,StepOutOfBoundsTurnovers,BlockingFouls,Charge Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked3s,BlockedCorner3,Defensive 3 Seconds Violations,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,BlockingFoulsDrawn,DefensiveGoaltends,OffensiveGoaltends,OffFTReboundPct,Clear Path Fouls,Corner3PctBlocked,SecondChanceCorner3FGM,ThreePtShootingFoulsDrawn,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,HeaveAttempts,on,BlockedArc3,3pt And 1 Free Throw Trips
101106,1610612749,Andrew Bogut,Andrew Bogut,101106,MIL,13533.0,226,-25,416,416,71,126,51,832,24.0,36.0,8.0,14.0,1.0,2.0,13.0,37.0,1.0,37.0,74.0,6.0,80.0,405,10.0,16.0,2.0,22.0,2.0,8.0,3.0,7.0,28.0,46.0,14.0,4.0,11.0,2.0,13.0,2.0,8.0,1.0,2.0,28.0,3.0,21.0,10.0,44.0,8.0,62.0,24.0,86.0,4.0,7.0,7.0,6.0,3.0,3.0,10.0,1.0,3.0,2.0,16.0,7.0,20.0,2.0,2.0,25.0,1.0,6.0,1.0,16.0,6.0,2.0,15.0,13.0,1.0,1.0,15.0,11.0,2.0,7.0,71,3.0,2.0,0.3783783783783784,0.4666666666666667,0.5,0.625,0.25,0.5,0.625,0.25,0.4878048780487805,0.6470588235294118,0.35,0.05405405405405406,0.027777777777777776,0.08108108108108109,20.416666666666668,0.375,0.5714285714285714,0.2682926829268293,0.11538461538461539,0.18518518518518517,0.07692307692307693,0.24770642201834864,0.1085972850678733,0.19607843137254902,0.0684931506849315,0.10344827586206896,0.07407407407407407,0.08333333333333333,0.21875,0.4186046511627907,0.21052631578947367,0.1891891891891892,0.17647058823529413,0.12121212121212122,0.7333333333333333,0.4864864864864865,0.6666666666666666,0.6857142857142857,0.4583333333333333,0.5,0.35135135135135137,0.38235294117647056,0.23076923076923078,0.013513513513513514,0.875,0.5714285714285714,0.25,0.5,0.4864864864864865,0.49622027027027027,0.6016357142857143,0.383,0.075,0.075,0.275,0.0875,4.541891891891892,0.17067307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1863,1610612749,Earl Boykins,Earl Boykins,1863,MIL,16877.0,281,-23,533,538,147,216,56,1071,6.0,18.0,,,,5.0,15.0,38.0,41.0,40.0,97.0,16.0,123.0,521,2.0,4.0,2.0,6.0,8.0,27.0,8.0,33.0,16.0,64.0,,6.0,35.0,8.0,43.0,3.0,14.0,3.0,18.0,94.0,2.0,1.0,3.0,13.0,,16.0,3.0,19.0,,12.0,5.0,10.0,4.0,5.0,9.0,1.0,5.0,1.0,19.0,5.0,16.0,,,18.0,,1.0,2.0,16.0,5.0,3.0,3.0,,2.0,1.0,3.0,,,33.0,147,2.0,3.0,0.2,0.2,0.41237113402061853,0.5,0.2962962962962963,0.4533898305084746,0.2857142857142857,0.3787878787878788,0.4880952380952381,0.375,0.44594594594594594,0.061855670103092786,0.2222222222222222,0.02631578947368421,24.046434494195687,0.5263157894736842,,0.06435643564356436,0.0045871559633027525,0.0625,0.045454545454545456,0.064,0.011450381679389313,,,0.010752688172043012,0.058823529411764705,,,0.06557377049180328,0.12,0.08333333333333333,,,,0.15254237288135594,0.3333333333333333,0.42857142857142855,0.5,0.3220338983050847,0.39473684210526316,0.40540540540540543,0.06666666666666667,0.3474576271186441,,,0.15151515151515152,,0.3305084745762712,0.45749576271186443,0.53099,0.42473484848484855,0.04065040650406504,0.049019607843137254,0.04878048780487805,0.2682926829268293,11.530927835051545,0.275797373358349,19.0,2.0,4.0,2.0,2.0,3.0,7.0,17.0,1.0,1.0,3.0,9.0,21.0,3.0,3.0,6.0,24.0,3.0,17.0,7.0,1.0,5.0,7.0,1.0,5.0,0.8888888888888888,0.42857142857142855,0.5,0.42857142857142855,0.17796610169491525,0.047619047619047616,0.024390243902439025,0.058823529411764705,0.4634146341463415,0.475,0.21052631578947367,0.03389830508474576,0.5,0.5,1.0,0.1440677966101695,0.4117647058823529,0.4375,0.8571428571428571,0.2857142857142857,0.14285714285714285,0.09090909090909091,0.6666666666666666,0.09090909090909091,0.3333333333333333,0.4117647058823529,25.16190476190476,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1894,1610612749,Corey Maggette,Corey Maggette,1894,MIL,17493.0,292,-59,569,571,153,216,57,1140,22.0,32.0,3.0,6.0,7.0,9.0,5.0,15.0,52.0,46.0,99.0,58.0,162.0,602,6.0,17.0,3.0,15.0,12.0,29.0,13.0,40.0,52.0,40.0,6.0,5.0,18.0,8.0,26.0,7.0,11.0,2.0,5.0,60.0,5.0,9.0,8.0,30.0,7.0,45.0,14.0,59.0,4.0,3.0,1.0,11.0,,8.0,18.0,2.0,3.0,5.0,29.0,14.0,31.0,,7.0,48.0,,2.0,4.0,69.0,33.0,3.0,,,,,1.0,1.0,,40.0,153,3.0,3.0,0.5652173913043478,0.6046511627906976,0.46464646464646464,0.35294117647058826,0.41379310344827586,0.49056603773584906,0.35294117647058826,0.45,0.5882352941176471,0.39473684210526316,0.5131578947368421,0.050505050505050504,0.125,0.06666666666666667,25.902668759811615,0.3793103448275862,0.25925925925925924,0.16042780748663102,0.03982300884955752,0.12903225806451613,0.09803921568627451,0.15261044176706828,0.05054151624548736,0.06349206349206349,0.018867924528301886,0.03636363636363636,0.13157894736842105,,0.09375,0.1568627450980392,0.2222222222222222,0.175,0.045454545454545456,0.0784313725490196,1.0,0.3018867924528302,0.6875,0.7857142857142857,0.36363636363636365,0.14150943396226415,0.3333333333333333,0.35714285714285715,0.6,0.49056603773584906,0.35294117647058826,0.5,0.3,0.7777777777777778,0.36792452830188677,0.49028301886792447,0.5066769230769231,0.47432500000000005,0.24812030075187969,0.2619047619047619,0.09259259259259259,0.24691358024691357,11.416161616161615,0.2688927943760984,19.0,1.0,2.0,,,,3.0,5.0,,1.0,1.0,4.0,7.0,,1.0,1.0,12.0,,5.0,3.0,,1.0,2.0,2.0,7.0,1.0,0.5714285714285714,1.0,0.5714285714285714,0.0660377358490566,,,,0.36538461538461536,0.36538461538461536,0.7894736842105263,0.018867924528301886,0.5,0.5,1.0,0.04716981132075472,0.6,0.6,1.0,,,,,0.03333333333333333,1.0,0.6,24.585714285714285,1.0,1.0,2.0,6.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,True,,
201604,1610612749,Chris Douglas-Roberts,Chris Douglas-Roberts,201604,MIL,14189.0,236,-49,447,445,128,161,42,892,10.0,21.0,,,2.0,5.0,6.0,13.0,21.0,24.0,55.0,15.0,81.0,451,1.0,2.0,,5.0,6.0,17.0,1.0,22.0,10.0,38.0,,4.0,7.0,3.0,10.0,2.0,6.0,,1.0,23.0,,,2.0,12.0,1.0,15.0,,15.0,,7.0,5.0,6.0,1.0,4.0,3.0,,2.0,,9.0,7.0,21.0,1.0,,15.0,1.0,,,18.0,10.0,,3.0,1.0,1.0,1.0,3.0,2.0,,22.0,128,3.0,,0.20833333333333334,0.20833333333333334,0.43636363636363634,0.5,0.35294117647058826,0.5076923076923077,0.8333333333333334,0.4772727272727273,0.5547945205479452,0.8333333333333334,0.4782608695652174,0.07272727272727272,0.09523809523809523,0.07692307692307693,16.666666666666668,0.6666666666666666,0.08333333333333333,0.07407407407407407,,0.046511627906976744,,0.06829268292682927,,,,,,,0.044444444444444446,0.1016949152542373,0.06896551724137931,0.058823529411764705,,,0.6666666666666666,0.3230769230769231,0.47619047619047616,0.5263157894736842,0.2,0.2,0.46153846153846156,0.5,,0.3230769230769231,,,0.22727272727272727,0.4,0.47692307692307695,0.48500846153846144,0.46935,0.4590022727272727,0.136986301369863,0.15873015873015872,0.06172839506172839,0.2716049382716049,9.676363636363636,0.28635346756152125,8.0,4.0,6.0,,2.0,4.0,2.0,4.0,1.0,1.0,1.0,6.0,10.0,1.0,3.0,5.0,18.0,,4.0,2.0,,1.0,2.0,,3.0,1.0,0.6,0.6,0.6,0.15384615384615385,,0.047619047619047616,,0.38095238095238093,0.4,0.375,0.09230769230769231,0.6666666666666666,0.6666666666666666,1.0,0.06153846153846154,0.5,0.5,1.0,,0.3333333333333333,0.18181818181818182,0.5,0.045454545454545456,1.0,0.5,23.879999999999995,1.0,,1.0,2.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,True,,
202336,1610612749,Larry Sanders,Larry Sanders,202336,MIL,52327.0,872,-145,1653,1655,403,524,182,3308,58.0,90.0,22.0,38.0,17.0,25.0,24.0,73.0,105.0,116.0,268.0,28.0,260.0,1711,26.0,47.0,8.0,60.0,30.0,64.0,13.0,73.0,144.0,88.0,48.0,13.0,9.0,7.0,16.0,2.0,4.0,1.0,4.0,39.0,14.0,41.0,24.0,86.0,9.0,119.0,59.0,178.0,7.0,22.0,12.0,8.0,2.0,3.0,30.0,5.0,5.0,8.0,38.0,72.0,117.0,11.0,12.0,39.0,,3.0,3.0,50.0,20.0,7.0,72.0,40.0,4.0,28.0,72.0,38.0,1.0,71.0,402,10.0,6.0,0.6206896551724138,0.782608695652174,0.43283582089552236,0.5531914893617021,0.46875,0.43283582089552236,0.5531914893617021,0.46875,0.44673539518900346,0.5660377358490566,0.49324324324324326,0.048507462686567165,0.06666666666666667,0.0821917808219178,17.612419700214133,0.21052631578947367,0.16071428571428573,0.1519434628975265,0.061654135338345864,0.1276595744680851,0.08536585365853659,0.14588859416445624,0.06634499396863691,0.09523809523809523,0.06153846153846154,0.03914590747330961,0.056,0.1794871794871795,0.16336633663366337,0.13924050632911392,0.15048543689320387,0.12121212121212122,0.14285714285714285,0.051094890510948905,0.5277777777777778,0.3358208955223881,0.6444444444444445,0.6904761904761905,0.5517241379310345,0.27238805970149255,0.3287671232876712,0.3582089552238806,0.5416666666666666,0.3917910447761194,0.8085106382978723,0.5789473684210527,0.390625,0.68,0.3358208955223881,0.4858287313432836,0.6123651162790698,0.4943796875000001,0.07042253521126761,0.07042253521126761,0.23076923076923078,0.28076923076923077,9.587686567164177,0.24379915305505143,34.0,,,,,,,,,,,,,,,,,,,,,5.0,10.0,1.0,8.0,,,,,,,0.009523809523809525,,0.3238095238095238,0.3269230769230769,0.7941176470588235,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,,,,2.0,,,,,,4.0,1.0,2.0,1.0,0.08695652173913043,,,,,,,,,,True,,
2039,1610612749,Keyon Dooling,Keyon Dooling,2039,MIL,24303.0,405,-41,751,759,194,243,69,1510,9.0,18.0,,1.0,1.0,4.0,7.0,19.0,35.0,27.0,72.0,14.0,122.0,768,1.0,2.0,,2.0,8.0,21.0,4.0,23.0,10.0,44.0,,4.0,44.0,10.0,54.0,6.0,19.0,2.0,23.0,118.0,,2.0,9.0,14.0,,23.0,2.0,25.0,,10.0,3.0,15.0,2.0,12.0,8.0,3.0,3.0,1.0,23.0,10.0,40.0,,1.0,26.0,,,4.0,18.0,10.0,,2.0,1.0,1.0,,2.0,1.0,,23.0,193,6.0,,0.18518518518518517,0.18518518518518517,0.375,0.5,0.38095238095238093,0.432,0.25,0.35185185185185186,0.4621212121212121,0.25,0.39655172413793105,0.05555555555555555,0.16666666666666666,0.05263157894736842,18.742442563482467,0.6521739130434783,,0.05223880597014925,0.007547169811320755,0.09278350515463918,,0.06301369863013699,0.005763688760806916,0.014084507042253521,0.014084507042253521,,,,0.05319148936170213,0.058823529411764705,0.0449438202247191,0.10666666666666667,0.045454545454545456,,0.5,0.144,0.5,0.6,0.2222222222222222,0.152,0.3684210526315789,0.3888888888888889,0.14285714285714285,0.28,0.25,,0.14814814814814814,0.25,0.568,0.49745120000000004,0.4089666666666667,0.4194574074074075,0.07575757575757576,0.12658227848101267,0.01639344262295082,0.1885245901639344,11.854166666666666,0.2583222370173103,11.0,6.0,19.0,,,,12.0,34.0,2.0,1.0,6.0,18.0,53.0,2.0,1.0,6.0,51.0,3.0,34.0,12.0,2.0,4.0,7.0,,5.0,0.9444444444444444,0.33962264150943394,0.16666666666666666,0.33962264150943394,0.424,0.03773584905660377,,0.029411764705882353,0.3142857142857143,0.3142857142857143,0.18181818181818182,0.152,0.3157894736842105,0.3333333333333333,1.0,0.272,0.35294117647058826,0.36363636363636365,0.9166666666666666,,0.5,,,0.2222222222222222,0.16666666666666666,0.35294117647058826,24.96226415094339,,1.0,,3.0,1.0,,,,,,,,,,,,,,2.0,0.05263157894736842,,,,,,,,True,,
2422,1610612749,John Salmons,John Salmons,2422,MIL,29211.0,487,-89,926,932,212,259,107,1858,23.0,42.0,2.0,6.0,7.0,14.0,15.0,43.0,63.0,60.0,148.0,27.0,189.0,972,6.0,21.0,2.0,20.0,12.0,30.0,5.0,38.0,42.0,78.0,2.0,14.0,21.0,21.0,42.0,18.0,6.0,6.0,9.0,105.0,2.0,7.0,10.0,34.0,1.0,45.0,9.0,54.0,2.0,19.0,13.0,11.0,3.0,11.0,14.0,3.0,,3.0,25.0,23.0,33.0,2.0,,28.0,,,1.0,36.0,17.0,1.0,6.0,5.0,,1.0,6.0,5.0,,38.0,212,4.0,1.0,0.35,0.3559322033898305,0.40540540540540543,0.2857142857142857,0.4,0.44021739130434784,0.375,0.4342105263157895,0.4725,0.4,0.4634146341463415,0.0945945945945946,0.16666666666666666,0.13953488372093023,21.327014218009477,0.44,0.038461538461538464,0.11447811447811448,0.017857142857142856,0.09345794392523364,0.022727272727272728,0.10891089108910891,0.01875,0.04310344827586207,0.01834862385321101,,0.014084507042253521,0.058823529411764705,0.1,0.11538461538461539,0.12844036697247707,0.0958904109589041,0.08823529411764706,0.021052631578947368,0.8333333333333334,0.22826086956521738,0.5476190476190477,0.6571428571428571,0.34782608695652173,0.23369565217391305,0.3488372093023256,0.40540540540540543,0.2,0.3423913043478261,0.25,0.3333333333333333,0.3684210526315789,0.5,0.42391304347826086,0.4884858695652176,0.4692954545454546,0.5068855263157895,0.09045226130653267,0.10493827160493827,0.10582010582010581,0.20105820105820105,10.822972972972973,0.22894168466522677,22.0,7.0,10.0,1.0,,,7.0,26.0,2.0,3.0,8.0,14.0,36.0,3.0,3.0,8.0,39.0,3.0,26.0,7.0,1.0,3.0,6.0,5.0,9.0,0.9285714285714286,0.3888888888888889,0.375,0.3888888888888889,0.1956521739130435,0.027777777777777776,0.015873015873015872,0.038461538461538464,0.3492063492063492,0.3548387096774194,0.45454545454545453,0.05434782608695652,0.7,0.7,1.0,0.14130434782608695,0.2692307692307692,0.28,0.8571428571428571,0.041666666666666664,0.08333333333333333,,,0.21052631578947367,0.375,0.2692307692307692,25.09444444444445,1.0,,1.0,3.0,,,,1.0,1.0,2.0,0.6666666666666666,0.5,1.0,,,,,,,,1.0,1.0,0.5,1.0,1.0,0.02702702702702703,,True,,
2568,1610612749,Carlos Delfino,Carlos Delfino,2568,MIL,18096.0,302,-56,575,566,134,168,73,1141,6.0,19.0,,,1.0,2.0,1.0,6.0,21.0,15.0,46.0,4.0,76.0,600,,1.0,2.0,11.0,5.0,10.0,,22.0,14.0,16.0,,7.0,17.0,4.0,21.0,2.0,6.0,4.0,7.0,46.0,2.0,2.0,9.0,26.0,2.0,37.0,7.0,44.0,2.0,17.0,11.0,7.0,3.0,4.0,7.0,,3.0,2.0,14.0,11.0,18.0,1.0,,13.0,,,2.0,6.0,3.0,,3.0,2.0,,1.0,3.0,1.0,,22.0,133,1.0,,0.4666666666666667,0.4666666666666667,0.32608695652173914,,0.5,0.391304347826087,0.9,0.5789473684210527,0.4,0.9166666666666666,0.5789473684210527,0.15217391304347827,0.3157894736842105,0.16666666666666666,16.565349544072948,0.5,0.09523809523809523,0.12871287128712872,0.00847457627118644,0.14285714285714285,0.028169014084507043,0.1320754716981132,0.013029315960912053,0.014492753623188406,,0.009523809523809525,0.04081632653061224,,0.05952380952380952,0.1891891891891892,0.1728395061728395,0.15,0.13043478260869565,0.037037037037037035,0.3333333333333333,0.20652173913043478,0.3157894736842105,0.46153846153846156,0.6666666666666666,0.06521739130434782,0.16666666666666666,0.2,,0.22826086956521738,,,0.10526315789473684,0.5,0.7065217391304348,0.5189282608695652,0.5509125,0.47281052631578946,0.031578947368421054,0.061224489795918366,0.14473684210526316,0.2894736842105263,9.843478260869563,0.23304347826086957,8.0,6.0,17.0,4.0,1.0,2.0,8.0,29.0,,3.0,7.0,14.0,46.0,4.0,4.0,9.0,42.0,,29.0,8.0,2.0,2.0,6.0,2.0,2.0,1.0,0.30434782608695654,0.4444444444444444,0.30434782608695654,0.5,0.043478260869565216,,0.034482758620689655,0.38095238095238093,0.38095238095238093,0.375,0.18478260869565216,0.35294117647058826,0.375,1.0,0.31521739130434784,0.27586206896551724,0.2857142857142857,1.0,0.8,,0.10526315789473684,0.5,0.3684210526315789,0.42857142857142855,0.27586206896551724,25.17391304347826,2.0,2.0,,,,,,,,3.0,0.75,,,3.0,,1.0,,0.3333333333333333,,0.058823529411764705,3.0,,,0.75,1.0,,,True,,
201601,1610612749,Luc Mbah a Moute,Luc Mbah a Moute,201601,MIL,17902.0,298,-72,556,558,132,161,57,1114,15.0,32.0,5.0,12.0,1.0,4.0,3.0,5.0,20.0,24.0,57.0,16.0,64.0,572,5.0,12.0,8.0,18.0,4.0,10.0,6.0,14.0,30.0,18.0,10.0,2.0,6.0,5.0,11.0,4.0,2.0,2.0,2.0,27.0,2.0,18.0,5.0,30.0,4.0,39.0,20.0,59.0,2.0,14.0,9.0,4.0,2.0,4.0,11.0,,,6.0,15.0,13.0,25.0,3.0,2.0,15.0,,2.0,2.0,20.0,9.0,2.0,3.0,3.0,,,3.0,1.0,1.0,14.0,132,3.0,1.0,0.625,0.7894736842105263,0.42105263157894735,0.4166666666666667,0.4,0.42105263157894735,0.4166666666666667,0.4,0.48484848484848486,0.5625,0.5,0.03508771929824561,0.0625,,12.898089171974522,0.26666666666666666,0.2222222222222222,0.16574585635359115,0.07377049180327869,0.078125,0.03389830508474576,0.14285714285714285,0.066006600660066,0.07462686567164178,0.1,0.05154639175257732,0.020833333333333332,0.09090909090909091,0.15873015873015872,0.16071428571428573,0.1774193548387097,0.0851063829787234,0.058823529411764705,0.06451612903225806,0.3333333333333333,0.5614035087719298,0.46875,0.5,0.4666666666666667,0.08771929824561403,0.6,0.6,0.6666666666666666,0.3508771929824561,1.0,0.4166666666666667,0.4,0.25,0.5614035087719298,0.511540350877193,0.6260583333333333,0.47257,0.140625,0.140625,0.28125,0.21875,7.63859649122807,0.23741007194244604,6.0,,,,,,,,,,,,,,,,,,,,,1.0,5.0,1.0,4.0,,,,,,,,,0.3,0.3,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,True,,
201943,1610612749,Brandon Jennings,Brandon Jennings,201943,MIL,25085.0,418,-96,799,797,185,234,95,1596,33.0,62.0,3.0,6.0,9.0,14.0,16.0,40.0,41.0,68.0,143.0,55.0,257.0,859,5.0,9.0,2.0,21.0,16.0,31.0,22.0,69.0,22.0,114.0,,5.0,36.0,7.0,43.0,4.0,18.0,7.0,11.0,93.0,3.0,4.0,13.0,24.0,1.0,38.0,7.0,45.0,1.0,11.0,7.0,18.0,5.0,15.0,12.0,,3.0,,30.0,10.0,22.0,,3.0,48.0,,,2.0,66.0,23.0,7.0,,,,,1.0,,,69.0,185,1.0,6.0,0.16176470588235295,0.16176470588235295,0.4755244755244755,0.5555555555555556,0.5161290322580645,0.4855769230769231,0.6333333333333333,0.47,0.5340425531914894,0.65625,0.5564516129032258,0.03496503496503497,0.08064516129032258,,29.025191675794083,0.6,0.041666666666666664,0.09090909090909091,0.0121580547112462,0.13829787234042554,0.033707865168539325,0.10335195530726257,0.01674641148325359,,0.02857142857142857,0.0078125,0.014705882352941176,0.09523809523809523,0.1188118811881188,0.07575757575757576,0.07216494845360824,0.16393442622950818,0.09090909090909091,0.009433962264150943,,0.2980769230769231,0.532258064516129,0.5789473684210527,0.15151515151515152,0.19230769230769232,0.4,0.4,0.1875,0.1971153846153846,0.4,0.5,0.28,0.6428571428571429,0.6105769230769231,0.5246519704433499,0.5996944444444444,0.5088916666666666,0.10526315789473684,0.1419753086419753,0.08171206225680934,0.26848249027237353,7.8426573426573425,0.23153942428035043,19.0,3.0,6.0,1.0,1.0,1.0,19.0,59.0,5.0,4.0,18.0,22.0,65.0,6.0,5.0,19.0,51.0,15.0,56.0,19.0,,3.0,4.0,,8.0,0.7727272727272727,0.3384615384615385,0.2631578947368421,0.3548387096774194,0.3125,,,,0.4634146341463415,0.4634146341463415,0.15789473684210525,0.028846153846153848,0.5,0.5,1.0,0.28365384615384615,0.3220338983050847,0.3220338983050847,0.7368421052631579,0.06666666666666667,0.3333333333333333,0.02,1.0,0.36,0.2222222222222222,0.3392857142857143,27.116923076923076,1.0,,1.0,4.0,7.0,1.0,1.0,,2.0,3.0,0.5,0.4,0.5,,,,,,,,1.0,1.0,0.3333333333333333,1.0,1.0,0.015151515151515152,3.0,True,,
