EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Corner3Assists,OffThreePtRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,BadPassTurnovers,Charge Fouls Drawn,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,OffThreePtReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,OffAtRimReboundPct,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,OffCorner3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,BlockingFouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls Drawn,BlockedLongMidRange,HeaveAttempts,Charge Fouls,StepOutOfBoundsTurnovers,BlockingFoulsDrawn,Blocked3s,BlockedCorner3,DefensiveGoaltends,Defensive 3 Seconds Violations,on,3SecondViolations,HeaveMakes,Fg3aBlocked,3pt And 1 Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,BlockedArc3,OffensiveGoaltends,Corner3PctBlocked
101135,1610612744,David Lee,David Lee,101135,GSW,4713.0,79.0,22.0,154,151.0,35,77.0,22.0,305,7.0,13.0,1.0,3.0,2.0,4.0,1.0,6.0,2.0,10.0,10.0,29.0,6.0,26.0,153.0,1.0,4.0,1.0,3.0,2.0,5.0,3.0,7.0,14.0,6.0,2.0,3.0,3.0,3.0,6.0,3.0,1.0,1.0,1.0,15.0,3.0,2.0,1.0,14.0,1.0,16.0,5.0,21.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,5.0,1.0,3.0,1.0,2.0,1.0,10.0,2.0,10.0,2.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,7.0,35,1.0,0.7,0.7777777777777778,0.3448275862068966,0.25,0.4,0.3448275862068966,0.25,0.4,0.3939393939393939,0.3,0.5,0.1034482758620689,0.0769230769230769,0.3333333333333333,20.994475138121548,0.4,0.1666666666666666,0.25,0.2372881355932203,0.0517241379310344,0.0625,0.2,0.0422535211267605,0.1,0.074074074074074,0.2631578947368421,0.2142857142857142,0.25,0.1666666666666666,0.5,0.4482758620689655,0.5384615384615384,0.5833333333333334,0.5714285714285714,0.2068965517241379,0.1666666666666666,0.25,1.0,0.3448275862068966,0.2,0.2,1.0,0.75,0.3333333333333333,0.8,0.5,0.4482758620689655,0.483755172413793,0.4539999999999999,0.50562,0.15625,0.15625,0.1153846153846153,0.2692307692307692,8.341379310344829,0.2272727272727272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
101145,1610612744,Monta Ellis,Monta Ellis,101145,GSW,13578.0,226.0,-40.0,434,438.0,69,138.0,65.0,872,24.0,44.0,1.0,4.0,2.0,7.0,6.0,16.0,13.0,42.0,43.0,102.0,13.0,129.0,484.0,4.0,10.0,1.0,12.0,3.0,14.0,7.0,16.0,26.0,60.0,,6.0,22.0,9.0,31.0,6.0,12.0,1.0,9.0,71.0,4.0,,4.0,7.0,,11.0,5.0,16.0,15.0,9.0,6.0,6.0,7.0,5.0,,13.0,,3.0,6.0,16.0,3.0,24.0,1.0,19.0,3.0,10.0,1.0,2.0,1.0,1.0,2.0,2.0,16.0,69,1.0,0.3023255813953488,0.3023255813953488,0.4215686274509804,0.4,0.2142857142857142,0.4754098360655737,0.4583333333333333,0.2368421052631578,0.4961538461538461,0.5,0.3478260869565217,0.0588235294117647,0.0909090909090909,0.125,27.606177606177607,0.4615384615384615,,,0.0460526315789473,0.0223463687150838,0.0851063829787234,0.0552763819095477,0.0211864406779661,,0.054054054054054,0.1025641025641025,0.0338983050847457,0.0185185185185185,0.0714285714285714,1.0,0.360655737704918,0.5454545454545454,0.6,0.2916666666666667,0.1311475409836065,0.375,0.4285714285714285,0.3333333333333333,0.3442622950819672,0.3095238095238095,0.3095238095238095,0.3076923076923077,0.3333333333333333,0.25,0.3684210526315789,0.2857142857142857,0.5245901639344263,0.4848504098360656,0.4765277777777778,0.4740105263157894,0.0775193798449612,0.091743119266055,0.0930232558139534,0.1240310077519379,10.153921568627451,0.1589861751152073,4.0,7.0,1.0,2.0,1.0,6.0,13.0,1.0,4.0,10.0,20.0,1.0,2.0,1.0,5.0,21.0,9.0,13.0,6.0,3.0,1.0,3.0,3.0,1.0,2.0,3.0,0.7,0.5,0.5,0.2,0.5,0.1639344262295081,0.0175438596491228,0.027027027027027,0.0909090909090909,0.0483870967741935,0.0573770491803278,0.5714285714285714,0.5714285714285714,1.0,0.1065573770491803,0.4615384615384615,0.4615384615384615,0.5,0.1666666666666666,0.5,1.0,0.0526315789473684,0.2105263157894736,0.25,0.4615384615384615,24.905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
200760,1610612744,Rodney Carney,Rodney Carney,200760,GSW,4456.0,74.0,-14.0,143,144.0,30,19.0,21.0,287,4.0,9.0,1.0,3.0,2.0,3.0,,3.0,6.0,11.0,10.0,23.0,4.0,30.0,159.0,1.0,4.0,,2.0,2.0,4.0,1.0,5.0,16.0,4.0,,2.0,3.0,1.0,4.0,1.0,1.0,,2.0,9.0,4.0,1.0,6.0,5.0,1.0,12.0,5.0,17.0,2.0,1.0,1.0,5.0,2.0,2.0,,7.0,1.0,1.0,,,,6.0,,9.0,1.0,4.0,1.0,,,,,,5.0,30,,0.8,0.8,0.4347826086956521,0.25,0.5,0.4333333333333333,0.25,0.4,0.4411764705882353,0.25,0.3571428571428571,0.0869565217391304,0.2222222222222222,,23.837209302325583,0.7142857142857143,0.25,0.1666666666666666,0.1282051282051282,0.0701754385964912,0.2857142857142857,0.1833333333333333,0.0526315789473684,0.0714285714285714,,0.1111111111111111,0.0625,0.2142857142857142,0.1666666666666666,,0.3,0.4444444444444444,0.5714285714285714,0.5,0.1,,,,0.3666666666666666,0.5454545454545454,0.5454545454545454,1.0,0.75,0.3333333333333333,0.6,0.6666666666666666,0.5333333333333333,0.4696016666666667,0.4504249999999999,0.51056,0.1212121212121212,0.1538461538461538,0.0666666666666666,0.1666666666666666,10.643478260869564,0.2097902097902098,1.0,5.0,,,1.0,1.0,2.0,,,2.0,7.0,,,,1.0,6.0,,2.0,1.0,,,2.0,2.0,3.0,,,1.0,0.2857142857142857,,,0.2857142857142857,0.2333333333333333,,,0.3333333333333333,0.125,0.1666666666666666,0.2,0.2,1.0,0.0666666666666666,0.5,0.5,1.0,,,,0.2,,,0.5,24.38571428571429,0.1428571428571428,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
201939,1610612744,Stephen Curry,Stephen Curry,201939,GSW,10424.0,174.0,-26.0,338,337.0,59,114.0,53.0,675,7.0,12.0,,1.0,2.0,4.0,9.0,16.0,11.0,24.0,27.0,52.0,19.0,103.0,366.0,4.0,6.0,4.0,21.0,3.0,9.0,1.0,13.0,8.0,46.0,4.0,6.0,21.0,3.0,24.0,3.0,15.0,2.0,4.0,51.0,,,7.0,12.0,,19.0,2.0,21.0,13.0,9.0,4.0,14.0,6.0,5.0,3.0,20.0,2.0,3.0,10.0,17.0,1.0,13.0,,20.0,1.0,8.0,,1.0,1.0,,1.0,,13.0,59,,0.1481481481481481,0.16,0.5192307692307693,0.6666666666666666,0.3333333333333333,0.5185185185185185,0.85,0.375,0.5730337078651685,0.875,0.375,0.1153846153846153,0.25,0.0625,26.98019801980198,0.7,,,0.1263157894736842,,0.175,0.1407407407407407,0.0108108108108108,,,0.0454545454545454,0.1219512195121951,0.1875,0.1818181818181818,,0.1481481481481481,0.5833333333333334,0.7777777777777778,0.1428571428571428,0.1975308641975308,0.5625,0.6,,0.2962962962962963,0.4583333333333333,0.5,0.2727272727272727,0.1,,0.25,0.5,0.5061728395061729,0.4848592592592592,0.5236416666666667,0.4756218749999999,0.1011235955056179,0.135593220338983,0.203883495145631,0.1262135922330097,12.280769230769229,0.1745562130177514,3.0,7.0,1.0,1.0,1.0,7.0,22.0,1.0,6.0,10.0,29.0,3.0,4.0,2.0,7.0,24.0,6.0,22.0,7.0,,2.0,,,9.0,,1.0,0.8,0.3448275862068966,0.75,0.2857142857142857,0.3448275862068966,0.3580246913580246,0.0444444444444444,0.0333333333333333,0.1724137931034483,,0.0864197530864197,0.4285714285714285,0.4285714285714285,1.0,0.2716049382716049,0.3181818181818182,0.3181818181818182,0.7142857142857143,0.1,1.0,1.0,0.0625,0.375,0.1666666666666666,0.3181818181818182,25.141379310344828,,,1.0,2.0,3.0,1.0,2.0,1.0,0.0833333333333333,0.0666666666666666,0.3,0.6666666666666666,0.5,1.0,0.0333333333333333,,,,,,,,,,,,,,True,,,,,,,,,
2429,1610612744,Dan Gadzuric,Dan Gadzuric,2429,GSW,17830.0,297.0,-45.0,577,578.0,107,179.0,93.0,1155,27.0,54.0,15.0,34.0,6.0,12.0,4.0,16.0,6.0,17.0,37.0,87.0,5.0,79.0,622.0,16.0,39.0,2.0,34.0,8.0,18.0,3.0,19.0,48.0,26.0,24.0,7.0,7.0,4.0,11.0,2.0,2.0,3.0,2.0,26.0,39.0,,7.0,23.0,3.0,33.0,53.0,86.0,10.0,8.0,2.0,9.0,12.0,6.0,5.0,21.0,3.0,3.0,28.0,63.0,8.0,19.0,3.0,14.0,2.0,6.0,2.0,18.0,8.0,9.0,18.0,10.0,19.0,107,2.0,0.6486486486486487,0.96,0.425287356321839,0.4102564102564102,0.4444444444444444,0.4204545454545454,0.4102564102564102,0.4210526315789473,0.4202127659574468,0.4146341463414634,0.4318181818181818,0.0804597701149425,0.1296296296296296,,16.4756446991404,0.4285714285714285,0.15,,0.1243243243243243,0.1598360655737705,0.0985915492957746,0.1171875,0.1677215189873417,0.1403508771929824,0.0777777777777777,0.04,0.1486486486486486,0.1639344262295081,0.05,0.5555555555555556,0.6136363636363636,0.5,0.574468085106383,0.5555555555555556,0.1818181818181818,0.25,0.25,0.75,0.1931818181818181,0.3529411764705882,0.3529411764705882,1.0,0.8717948717948718,0.4411764705882353,0.631578947368421,0.5,0.625,0.52745625,0.5841838709677418,0.5547868421052632,0.0652173913043478,0.0659340659340659,0.430379746835443,0.240506329113924,5.532183908045979,0.1854419410745234,,,,,,,1.0,,1.0,,1.0,,,,1.0,,,1.0,,2.0,14.0,9.0,,3.0,,6.0,,,,,,0.0113636363636363,0.1944444444444444,0.2291666666666666,0.1176470588235294,0.2045454545454545,,,,,0.0113636363636363,,,,,,,,0.0526315789473684,,,25.3,0.2474226804123711,0.2,,,,,,,,0.125,,,,,,3.0,1.0,1.0,3.0,1.0,,,,,,,,,True,,,,,,,,,
202130,1610612744,Reggie Williams,Reggie Williams,202130,GSW,8117.0,135.0,-20.0,264,265.0,73,91.0,43.0,529,7.0,13.0,1.0,1.0,2.0,3.0,3.0,5.0,4.0,8.0,14.0,26.0,7.0,62.0,284.0,1.0,2.0,,8.0,5.0,8.0,2.0,21.0,10.0,18.0,2.0,2.0,9.0,3.0,12.0,1.0,4.0,1.0,4.0,27.0,4.0,,7.0,5.0,1.0,13.0,4.0,17.0,4.0,3.0,1.0,6.0,5.0,3.0,,11.0,1.0,2.0,5.0,11.0,1.0,8.0,,10.0,,5.0,,,,,,,21.0,73,,0.3571428571428571,0.3846153846153846,0.5384615384615384,0.5,0.625,0.625,0.8,0.6333333333333333,0.6326530612244898,0.8,0.6176470588235294,0.0769230769230769,0.0769230769230769,0.2,18.75,0.5454545454545454,0.0769230769230769,,0.0581395348837209,0.037037037037037,0.1842105263157894,0.0967741935483871,0.0291970802919708,0.064516129032258,,0.0689655172413793,0.0555555555555555,0.0476190476190476,0.0909090909090909,,0.2954545454545454,0.5384615384615384,0.5833333333333334,0.1428571428571428,0.1136363636363636,0.6,0.75,0.3333333333333333,0.1818181818181818,0.5,0.5,0.75,0.2,1.0,0.2,0.6666666666666666,0.7045454545454546,0.515763953488372,0.51169,0.519357142857143,0.1020408163265306,0.1612903225806451,0.1290322580645161,0.3387096774193548,8.930769230769233,0.2765151515151515,3.0,7.0,,,2.0,6.0,11.0,3.0,5.0,9.0,18.0,2.0,3.0,3.0,7.0,24.0,3.0,10.0,6.0,2.0,,,1.0,3.0,,2.0,0.8888888888888888,0.5,0.6666666666666666,0.4285714285714285,0.5294117647058824,0.4090909090909091,,,0.2222222222222222,,0.1590909090909091,0.4285714285714285,0.4285714285714285,1.0,0.25,0.5454545454545454,0.5454545454545454,0.8333333333333334,,,,0.1333333333333333,0.3333333333333333,0.6,0.6,25.372222222222224,0.05,,,2.0,3.0,,,,,,0.6,0.6666666666666666,1.0,,,1.0,,,1.0,,1.0,1.0,,,,,,,True,,,,,,,,,
2748,1610612744,Dorell Wright,Dorell Wright,2748,GSW,13430.0,224.0,-31.0,430,432.0,79,153.0,68.0,862,9.0,18.0,1.0,4.0,1.0,1.0,1.0,10.0,5.0,21.0,15.0,49.0,12.0,75.0,467.0,2.0,7.0,,7.0,2.0,6.0,3.0,16.0,20.0,10.0,,5.0,11.0,6.0,17.0,2.0,4.0,2.0,5.0,40.0,5.0,,9.0,21.0,4.0,34.0,5.0,39.0,7.0,4.0,3.0,1.0,4.0,,1.0,5.0,,,8.0,13.0,1.0,16.0,1.0,18.0,,7.0,1.0,4.0,2.0,2.0,5.0,3.0,16.0,79,1.0,0.6666666666666666,0.6666666666666666,0.3061224489795918,0.2857142857142857,0.3333333333333333,0.4038461538461538,0.35,0.65,0.4302325581395348,0.35,0.6666666666666666,0.1020408163265306,0.2222222222222222,,17.56756756756757,0.2,0.2666666666666666,,0.14,0.026595744680851,0.18,0.15,0.0210970464135021,,0.0422535211267605,0.1578947368421052,0.1111111111111111,0.1632653061224489,0.2142857142857142,0.6,0.2307692307692307,0.5,0.6428571428571429,0.5555555555555556,0.1282051282051282,0.1,0.1,1.0,0.2692307692307692,0.238095238095238,0.25,0.8,0.4,0.25,0.1,1.0,0.6025641025641025,0.5128403846153846,0.5175,0.50518,0.0823529411764705,0.125,0.0933333333333333,0.2133333333333333,10.142857142857142,0.1837209302325581,2.0,7.0,,,,9.0,22.0,3.0,4.0,11.0,29.0,1.0,3.0,3.0,4.0,33.0,,22.0,9.0,4.0,,2.0,,1.0,,1.0,1.0,0.3793103448275862,0.3333333333333333,0.75,0.3793103448275862,0.3717948717948718,,,0.1666666666666666,0.0425531914893617,0.0897435897435897,0.2857142857142857,0.2857142857142857,1.0,0.282051282051282,0.4090909090909091,0.4090909090909091,1.0,,,,,0.4,0.75,0.4090909090909091,25.09655172413793,0.027027027027027,1.0,,1.0,3.0,,2.0,,0.0476190476190476,,0.3,0.3333333333333333,1.0,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,,True,,,,,,,,,
2294,1610612744,Charlie Bell,Charlie Bell,2294,GSW,2044.0,34.0,-6.0,68,68.0,7,16.0,11.0,136,,,,,,,,,1.0,4.0,1.0,4.0,,2.0,62.0,,,,,,1.0,,,2.0,,,1.0,2.0,3.0,5.0,,2.0,,,13.0,,,2.0,1.0,,3.0,1.0,4.0,,,,1.0,,,,1.0,,,1.0,3.0,,2.0,,,,,,,,,,,,7,,1.0,1.0,0.25,,,0.125,,,0.125,,,0.25,,,10.843373493975903,1.0,,,0.0526315789473684,,0.2,0.1034482758620689,0.0256410256410256,,,0.3333333333333333,,,,,,,,,,,,,0.5,0.25,0.3333333333333333,1.0,,,,,0.5,0.4824642857142857,,0.4544249999999999,,,,,19.05,0.1029411764705882,,1.0,,,,,3.0,,1.0,,4.0,,,,1.0,,,2.0,,3.0,1.0,,,1.0,1.0,1.0,,,,,,0.5,0.1111111111111111,,0.25,,0.125,,,,0.375,,,,,,,,0.5,,,33.075,,,,,,,,,0.25,0.3333333333333333,,,,,,,,1.0,1.0,,1.0,,,,,,,,True,,,,,,,,,
201151,1610612744,Acie Law,Acie Law,201151,GSW,1902.0,32.0,-5.0,63,60.0,3,7.0,14.0,123,1.0,1.0,,,,,,,,,1.0,1.0,4.0,6.0,68.0,,,,,,,,,2.0,,,,1.0,1.0,2.0,1.0,,,1.0,5.0,,,1.0,2.0,,3.0,,3.0,1.0,,1.0,2.0,1.0,1.0,,3.0,,,1.0,4.0,,3.0,,5.0,,2.0,,,,,,,,3,,1.0,1.0,1.0,,,0.5,,,0.625,,,,,,8.536585365853659,0.6666666666666666,,,0.1111111111111111,,0.2,0.1304347826086956,,,,0.1428571428571428,0.1428571428571428,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,1.0,0.6308,0.4044,,0.5,0.6666666666666666,,,1.2,0.0476190476190476,,,,,,,1.0,,,,1.0,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,0.5,,,0.25,,,,,,0.5,,,,,,,,,,,27.9,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,True,,,,,,,,,
201148,1610612744,Brandan Wright,Brandan Wright,201148,GSW,1237.0,21.0,-6.0,44,44.0,15,15.0,6.0,88,3.0,3.0,,,1.0,1.0,2.0,4.0,,,5.0,7.0,,10.0,40.0,,1.0,,,1.0,3.0,,2.0,8.0,2.0,,,,1.0,1.0,1.0,,,,3.0,1.0,,1.0,3.0,,4.0,2.0,6.0,,,,,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,2.0,15,,0.8,0.8,0.7142857142857143,,0.3333333333333333,0.7142857142857143,,0.3333333333333333,0.7142857142857143,,0.3333333333333333,,,,14.0,,,,0.3333333333333333,0.0625,0.1111111111111111,0.2222222222222222,0.0909090909090909,,0.1666666666666666,0.6666666666666666,,0.1666666666666666,,,0.4285714285714285,1.0,1.0,1.0,0.5714285714285714,0.5,0.5,0.5,,,,,,,0.3333333333333333,1.0,0.4285714285714285,0.5019857142857143,0.392,0.4965333333333333,,,,0.2,6.757142857142857,0.3409090909090909,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.1666666666666666,0.1666666666666666,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,True,,,,,,,,,
