EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,DefensiveGoaltends,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,BlockedLongMidRange,RecoveredBlocks,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,StepOutOfBoundsTurnovers,Charge Fouls,BlockingFoulsDrawn,Blocked3s,BlockedArc3,BlockedAtRim,Defensive 3 Seconds Violations,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,Fg3aBlocked,Technical Free Throw Trips,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,LongMidRangePctBlocked,on
101113,1610612746,Ike Diogu,Ike Diogu,101113,LAC,13713.0,229,-86.0,440,440,142,120,69,880,26.0,40.0,10.0,14.0,8.0,13.0,3.0,19.0,3.0,7.0,32.0,66,17.0,81,510,10.0,18.0,5.0,25.0,9.0,21.0,8.0,26.0,46.0,18.0,16.0,9.0,1.0,1.0,1.0,2.0,3.0,11.0,1.0,11.0,17,4.0,32,15.0,47,2.0,2.0,1.0,1.0,4.0,2.0,9.0,2.0,2.0,13.0,1.0,3.0,23,7.0,41,9.0,2.0,27,6.0,6.0,27.0,3.0,12.0,3.0,1.0,1.0,1.0,2.0,4.0,26.0,142,5.0,3.0,0.71875,0.9583333333333334,0.48484848484848486,0.5555555555555556,0.42857142857142855,0.48484848484848486,0.5555555555555556,0.42857142857142855,0.5192307692307693,0.5681818181818182,0.5,0.13636363636363635,0.15,0.15789473684210525,17.5,0.3076923076923077,0.25,0.05555555555555555,0.13709677419354838,0.06358381502890173,0.15492957746478872,0.057692307692307696,0.14358974358974358,0.06222222222222222,0.08823529411764706,0.05357142857142857,0.04081632653061224,0.047619047619047616,0.1,0.05128205128205128,0.23684210526315788,0.1276595744680851,0.1568627450980392,0.15,0.08,0.6060606060606061,0.65,0.7647058823529411,0.6923076923076923,0.2878787878787879,0.15789473684210525,0.1875,0.6666666666666666,0.10606060606060606,0.42857142857142855,0.42857142857142855,1.0,0.7777777777777778,0.7142857142857143,0.2,0.6190476190476191,0.6153846153846154,0.6060606060606061,0.4950121212121213,0.5078,0.49051904761904763,0.16,0.16,0.30864197530864196,0.32098765432098764,4.725757575757576,0.32272727272727275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
101155,1610612746,Ryan Gomes,Ryan Gomes,101155,LAC,45861.0,764,-93.0,1487,1485,398,382,168,2972,16.0,23.0,5.0,8.0,5.0,6.0,5.0,18.0,31.0,64.0,52.0,105,24.0,197,1692,7.0,12.0,3.0,17.0,8.0,15.0,11.0,54.0,82.0,22.0,6.0,2.0,24.0,38.0,17.0,90.0,7.0,9.0,3.0,22.0,48,4.0,74,19.0,93,2.0,20.0,13.0,7.0,10.0,7.0,8.0,3.0,,18.0,1.0,5.0,27,2.0,59,2.0,3.0,20,,5.0,31.0,,10.0,4.0,5.0,2.0,5.0,,1.0,54.0,379,14.0,4.0,0.7884615384615384,0.8367346938775511,0.49523809523809526,0.5833333333333334,0.5333333333333333,0.4887005649717514,0.35,0.524390243902439,0.5130208333333334,0.38636363636363635,0.574468085106383,0.01904761904761905,0.08695652173913043,,12.448132780082986,0.5555555555555556,0.09523809523809523,0.057692307692307696,0.10212765957446808,0.018711018711018712,0.12087912087912088,0.03825136612021858,0.10736196319018405,0.024096385542168676,0.01818181818181818,0.03007518796992481,0.01092896174863388,0.023255813953488372,0.07407407407407407,0.06293706293706294,0.08088235294117647,0.14659685863874344,0.14074074074074075,0.06382978723404255,0.020618556701030927,0.12994350282485875,0.6956521739130435,0.7619047619047619,0.6875,0.1016949152542373,0.2777777777777778,0.2777777777777778,0.8,0.3615819209039548,0.484375,0.484375,0.8387096774193549,0.4,0.625,0.2,0.14634146341463414,0.8333333333333334,0.536723163841808,0.5018678977272727,0.5627058823529412,0.5232087499999999,0.05851063829787234,0.08695652173913043,0.08629441624365482,0.27411167512690354,13.34857142857143,0.2676529926025555,13.0,37.0,1.0,5.0,15.0,10.0,35.0,7.0,4.0,11.0,23.0,72.0,8.0,9.0,26.0,69.0,1.0,34.0,10.0,14.0,8.0,6.0,2.0,5.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,0.3194444444444444,0.34615384615384615,0.323943661971831,0.4067796610169492,0.2,0.20903954802259886,0.35135135135135137,0.35135135135135137,1.0,0.1977401129943503,0.2857142857142857,0.2857142857142857,1.0,0.05,0.35,0.36585365853658536,0.3333333333333333,0.2682926829268293,0.36363636363636365,0.29411764705882354,0.0136986301369863,24.945833333333333,,,,,,,,,,,,,,,,,,,,,,,,True
1884,1610612746,Baron Davis,Baron Davis,1884,LAC,27401.0,457,-1.0,865,857,245,214,103,1722,26.0,54.0,1.0,4.0,11.0,19.0,23.0,48.0,13.0,26.0,62.0,128,30.0,211,1006,3.0,8.0,2.0,20.0,19.0,42.0,9.0,62.0,14.0,110.0,,8.0,85.0,103.0,58.0,224.0,3.0,8.0,,13.0,15,1.0,29,11.0,40,3.0,24.0,15.0,9.0,21.0,17.0,10.0,4.0,1.0,31.0,3.0,6.0,19,2.0,37,1.0,1.0,34,1.0,,37.0,6.0,17.0,3.0,5.0,3.0,6.0,1.0,,60.0,232,4.0,1.0,0.11290322580645161,0.11290322580645161,0.484375,0.375,0.4523809523809524,0.5027777777777778,0.6923076923076923,0.4491525423728814,0.541025641025641,0.7142857142857143,0.47692307692307695,0.0625,0.07407407407407407,0.08333333333333333,22.96747967479675,0.6774193548387096,0.045454545454545456,,0.0625,0.03065134099616858,0.09285714285714286,0.028037383177570093,0.07368421052631578,0.029891304347826088,0.06,0.012195121951219513,0.012658227848101266,0.0375,,0.05405405405405406,0.11267605633802817,0.031578947368421054,0.09574468085106383,0.08695652173913043,0.034482758620689655,0.3,0.48148148148148145,0.52,0.07692307692307693,0.26666666666666666,0.4791666666666667,0.5227272727272727,0.043478260869565216,0.14444444444444443,0.5,0.5,0.3076923076923077,0.3076923076923077,0.25,1.0,0.3220338983050847,0.5789473684210527,0.5888888888888889,0.49254055555555565,0.47611111111111115,0.47280423728813553,0.09375,0.1223021582733813,0.0947867298578199,0.2938388625592417,7.68828125,0.2832369942196532,,6.0,1.0,,1.0,19.0,46.0,4.0,5.0,16.0,19.0,52.0,5.0,5.0,17.0,27.0,,46.0,19.0,18.0,16.0,2.0,10.0,17.0,2.0,1.0,1.0,1.0,,2.0,0.47368421052631576,0.36538461538461536,0.29411764705882354,0.36538461538461536,0.28888888888888886,0.3333333333333333,0.03333333333333333,,,,0.25555555555555554,0.41304347826086957,0.41304347826086957,0.47368421052631576,0.07692307692307693,0.3076923076923077,0.01694915254237288,,0.2711864406779661,0.3125,0.41304347826086957,0.018867924528301886,25.98269230769231,4.0,4.0,30.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,0.8,1.0,0.75,,,,,,,,,,,True
200751,1610612746,Randy Foye,Randy Foye,200751,LAC,93074.0,1551,-196.0,3003,2999,950,854,359,6002,51.0,93.0,5.0,13.0,17.0,30.0,14.0,40.0,70.0,181.0,135.0,314,133.0,616,3342,15.0,34.0,9.0,63.0,45.0,91.0,61.0,208.0,98.0,172.0,6.0,24.0,132.0,170.0,81.0,378.0,2.0,9.0,2.0,31.0,55,4.0,90,13.0,103,4.0,47.0,28.0,19.0,44.0,31.0,51.0,13.0,10.0,95.0,,27.0,72,3.0,122,5.0,7.0,99,2.0,1.0,149.0,7.0,37.0,21.0,18.0,9.0,21.0,,,185.0,926,8.0,6.0,0.362962962962963,0.3712121212121212,0.4299363057324841,0.4411764705882353,0.4945054945054945,0.4548022598870056,0.47368421052631576,0.45652173913043476,0.5085034013605442,0.5,0.5342105263157895,0.07643312101910828,0.1827956989247312,0.175,19.95325737657026,0.4631578947368421,0.03669724770642202,0.016,0.05635245901639344,0.009316770186335404,0.08072916666666667,0.0055248618784530384,0.06323529411764706,0.008283132530120483,0.024242424242424242,0.0037593984962406013,,0.003745318352059925,0.010526315789473684,0.04861111111111111,0.04609929078014184,0.06896551724137931,0.08394160583941605,0.07272727272727272,0.013937282229965157,0.1751412429378531,0.5483870967741935,0.6710526315789473,0.43137254901960786,0.07532956685499058,0.35,0.42424242424242425,0.2857142857142857,0.3408662900188324,0.3867403314917127,0.3867403314917127,0.32857142857142857,0.22807017543859648,0.38461538461538464,0.2,0.18633540372670807,0.5666666666666667,0.583804143126177,0.4826903225806452,0.46079318181818185,0.473612658227848,0.07583774250440917,0.10755813953488372,0.10227272727272728,0.33766233766233766,13.057961783439493,0.31635031635031635,13.0,38.0,2.0,1.0,12.0,58.0,179.0,21.0,18.0,58.0,71.0,217.0,23.0,19.0,70.0,168.0,3.0,176.0,58.0,38.0,23.0,15.0,10.0,41.0,17.0,6.0,12.0,6.0,1.0,11.0,0.7887323943661971,0.3271889400921659,0.2714285714285714,0.3317757009345794,0.4086629001883239,0.5238095238095238,0.07156308851224105,0.34210526315789475,0.34210526315789475,1.0,0.3370998116760829,0.3240223463687151,0.3258426966292135,0.7413793103448276,0.03508771929824561,0.3684210526315789,0.07453416149068323,0.08333333333333333,0.36024844720496896,0.3103448275862069,0.32954545454545453,0.026905829596412557,25.85990783410139,7.0,8.0,45.0,2.0,5.0,2.0,3.0,1.0,8.0,1.0,0.34782608695652173,0.3333333333333333,0.8571428571428571,1.0,1.0,22.0,2.0,0.004608294930875576,0.00558659217877095,0.5,1.0,,,True
201569,1610612746,Eric Gordon,Eric Gordon,201569,LAC,21443.0,357,6.0,714,703,305,232,87,1417,35.0,56.0,4.0,7.0,20.0,29.0,9.0,29.0,11.0,27.0,55.0,112,39.0,206,781,4.0,9.0,2.0,10.0,29.0,49.0,14.0,90.0,50.0,60.0,4.0,10.0,32.0,42.0,17.0,94.0,1.0,9.0,,8.0,15,1.0,24,10.0,34,5.0,14.0,8.0,6.0,21.0,13.0,9.0,8.0,3.0,30.0,,16.0,10,,18,,,39,,,46.0,3.0,16.0,7.0,2.0,1.0,3.0,,,88.0,291,3.0,5.0,0.45454545454545453,0.4716981132075472,0.49107142857142855,0.4444444444444444,0.5918367346938775,0.5154320987654321,0.4,0.5507246376811594,0.5628415300546448,0.45454545454545453,0.5844155844155844,0.08928571428571429,0.10714285714285714,0.13793103448275862,26.167076167076164,0.7,0.03125,,0.07009345794392523,0.04591836734693878,0.08,0.011627906976744186,0.0732484076433121,0.03546099290780142,0.09375,0.05,,0.014492753623188406,,0.06153846153846154,0.06944444444444445,0.07792207792207792,0.07792207792207792,0.08695652173913043,0.0684931506849315,0.345679012345679,0.625,0.7,0.5142857142857142,0.17901234567901234,0.3103448275862069,0.36,0.4444444444444444,0.16666666666666666,0.4074074074074074,0.4074074074074074,0.2727272727272727,0.7,0.5714285714285714,0.25,0.42028985507246375,0.6896551724137931,0.654320987654321,0.49558291925465847,0.47269500000000003,0.49190294117647065,0.09659090909090909,0.128,0.04854368932038835,0.4368932038834951,7.481250000000001,0.4271708683473389,1.0,3.0,,1.0,3.0,18.0,47.0,1.0,5.0,17.0,19.0,50.0,1.0,6.0,20.0,42.0,1.0,46.0,18.0,10.0,8.0,2.0,6.0,9.0,1.0,4.0,,1.0,1.0,3.0,0.7368421052631579,0.38,0.3,0.3877551020408163,0.30864197530864196,1.0,0.018518518518518517,0.3333333333333333,0.5,1.0,0.29012345679012347,0.3829787234042553,0.3829787234042553,0.7222222222222222,,0.1,0.043478260869565216,0.3333333333333333,0.2463768115942029,0.29411764705882354,0.391304347826087,0.0196078431372549,26.060000000000006,,,15.0,,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,,,0.02,,,,0.3333333333333333,,True
201933,1610612746,Blake Griffin,Blake Griffin,201933,LAC,73632.0,1227,-105.0,2384,2374,775,709,275,4758,191.0,294.0,43.0,76.0,53.0,75.0,51.0,146.0,39.0,109.0,281.0,549,195.0,763,2658,47.0,89.0,29.0,123.0,74.0,134.0,77.0,231.0,372.0,190.0,70.0,32.0,84.0,125.0,47.0,291.0,20.0,74.0,5.0,59.0,167,37.0,263,99.0,362,38.0,30.0,14.0,16.0,50.0,25.0,39.0,25.0,7.0,89.0,13.0,25.0,55,5.0,112,9.0,11.0,246,12.0,21.0,289.0,38.0,138.0,26.0,16.0,3.0,16.0,2.0,2.0,231.0,754,8.0,20.0,0.6619217081850534,0.7560975609756098,0.51183970856102,0.5280898876404494,0.5522388059701493,0.505338078291815,0.5280898876404494,0.5460992907801419,0.5545058139534884,0.5857142857142857,0.595360824742268,0.058287795992714025,0.06462585034013606,0.07534246575342465,28.719467061435974,0.5617977528089888,0.44047619047619047,0.04716981132075472,0.21973684210526315,0.10178817056396149,0.2041522491349481,0.06734006734006734,0.21544327931363202,0.091796875,0.16326530612244897,0.115,0.03900709219858156,0.08294930875576037,0.025,0.19004524886877827,0.1935483870967742,0.2577639751552795,0.19523809523809524,0.22784810126582278,0.15702479338842976,0.5231316725978647,0.6496598639455783,0.6945454545454546,0.6963350785340314,0.2597864768683274,0.3493150684931507,0.37777777777777777,0.39215686274509803,0.19395017793594305,0.3577981651376147,0.3644859813084112,0.8461538461538461,0.8539325842696629,0.5657894736842105,0.16279069767441862,0.5319148936170213,0.7066666666666667,0.5462633451957295,0.5039451785714285,0.5451324324324325,0.5010514285714287,0.2084592145015106,0.21263482280431434,0.16120576671035386,0.30275229357798167,6.7278688524590144,0.3250838926174497,,1.0,,,1.0,2.0,12.0,,2.0,6.0,2.0,13.0,,2.0,7.0,6.0,,12.0,2.0,41.0,34.0,7.0,9.0,28.0,3.0,7.0,6.0,,,8.0,1.0,0.15384615384615385,0.2857142857142857,0.15384615384615385,0.023131672597864767,0.5,0.0017793594306049821,,,,0.021352313167259787,0.16666666666666666,0.16666666666666666,1.0,,,0.0070921985815602835,,0.0425531914893617,0.3333333333333333,0.16666666666666666,,27.66923076923077,,,,2.0,5.0,4.0,,,13.0,2.0,,,,,,,,,,,,,0.01834862385321101,True
202329,1610612746,Al-Farouq Aminu,Al-Farouq Aminu,202329,LAC,29988.0,500,-144.0,957,956,297,263,130,1913,25.0,38.0,10.0,11.0,8.0,10.0,5.0,18.0,4.0,22.0,34.0,78,36.0,125,1039,10.0,16.0,9.0,35.0,10.0,21.0,17.0,46.0,34.0,34.0,16.0,15.0,13.0,16.0,6.0,35.0,2.0,15.0,4.0,9.0,51,1.0,61,21.0,82,,13.0,11.0,2.0,15.0,9.0,14.0,6.0,2.0,29.0,2.0,4.0,19,1.0,34,1.0,,37,1.0,5.0,42.0,6.0,22.0,2.0,9.0,2.0,9.0,,,46.0,297,6.0,2.0,0.5,0.6538461538461539,0.4358974358974359,0.625,0.47619047619047616,0.38362068965517243,0.7222222222222222,0.4393939393939394,0.4664179104477612,0.7608695652173914,0.5348837209302325,0.19230769230769232,0.13157894736842105,0.3888888888888889,14.751131221719456,0.5172413793103449,0.027777777777777776,0.09523809523809523,0.15644171779141106,0.04504504504504504,0.0703125,0.017094017094017096,0.13215859030837004,0.03777777777777778,0.045454545454545456,0.07777777777777778,0.022556390977443608,0.010752688172043012,0.041666666666666664,0.2222222222222222,0.07792207792207792,0.15723270440251572,0.06976744186046512,0.07142857142857142,,0.3275862068965517,0.6578947368421053,0.7575757575757576,0.44,0.15517241379310345,0.2777777777777778,0.45454545454545453,0.4,0.1896551724137931,0.18181818181818182,0.21052631578947367,1.0,0.6111111111111112,0.9090909090909091,0.2,0.30303030303030304,0.8,0.6551724137931034,0.5034249999999999,0.535585294117647,0.47558030303030296,0.16666666666666666,0.23404255319148937,0.28,0.368,7.832051282051282,0.3103448275862069,,11.0,,,3.0,7.0,27.0,2.0,3.0,9.0,7.0,38.0,2.0,3.0,12.0,18.0,,27.0,7.0,3.0,2.0,1.0,1.0,6.0,3.0,5.0,1.0,,2.0,6.0,0.8571428571428571,0.18421052631578946,0.25,0.18421052631578946,0.3275862068965517,0.6666666666666666,0.09482758620689655,,,,0.23275862068965517,0.25925925925925924,0.25925925925925924,0.8571428571428571,,0.1111111111111111,0.09090909090909091,,0.2727272727272727,0.3333333333333333,0.25925925925925924,,24.94473684210526,2.0,2.0,3.0,,4.0,1.0,,,5.0,,1.0,1.0,0.5,,,,,,,,,,0.13636363636363635,True
202339,1610612746,Eric Bledsoe,Eric Bledsoe,202339,LAC,36055.0,601,-143.0,1166,1167,429,378,142,2333,29.0,59.0,1.0,6.0,8.0,19.0,6.0,23.0,10.0,27.0,45.0,109,38.0,161,1270,2.0,12.0,6.0,10.0,12.0,35.0,30.0,66.0,28.0,62.0,2.0,8.0,65.0,82.0,34.0,181.0,13.0,10.0,1.0,13.0,37,,50,24.0,74,3.0,38.0,27.0,11.0,44.0,27.0,24.0,17.0,2.0,68.0,3.0,18.0,16,,36,1.0,4.0,43,1.0,2.0,51.0,2.0,15.0,11.0,6.0,1.0,6.0,4.0,,61.0,421,5.0,7.0,0.3111111111111111,0.3181818181818182,0.41284403669724773,0.16666666666666666,0.34285714285714286,0.40728476821192056,0.16666666666666666,0.33962264150943394,0.46,0.3333333333333333,0.4583333333333333,0.07339449541284404,0.1016949152542373,0.08695652173913043,18.113772455089823,0.6470588235294118,,0.022727272727272728,0.09585492227979274,0.025510204081632654,0.0896551724137931,0.09154929577464789,0.09416195856873823,0.04307116104868914,0.007042253521126761,0.02702702702702703,0.04316546762589928,0.1,0.07142857142857142,0.057692307692307696,0.02608695652173913,0.16766467065868262,0.07766990291262135,0.11904761904761904,0.037037037037037035,0.39072847682119205,0.4915254237288136,0.5471698113207547,0.3103448275862069,0.152317880794702,0.2608695652173913,0.2857142857142857,0.3333333333333333,0.17880794701986755,0.37037037037037035,0.37037037037037035,0.3,0.5,0.16666666666666666,,0.3584905660377358,0.42105263157894735,0.6688741721854304,0.497044966442953,0.4008428571428571,0.4928686274509805,0.09146341463414634,0.12295081967213115,0.062111801242236024,0.40993788819875776,7.30275229357798,0.36792452830188677,5.0,18.0,,1.0,7.0,6.0,24.0,,3.0,11.0,11.0,42.0,,4.0,18.0,30.0,1.0,23.0,6.0,17.0,12.0,5.0,9.0,22.0,14.0,1.0,3.0,,,4.0,0.9090909090909091,0.2619047619047619,0.2222222222222222,0.2682926829268293,0.2781456953642384,0.6666666666666666,0.11920529801324503,0.2777777777777778,0.2777777777777778,1.0,0.15894039735099338,0.25,0.25,0.8333333333333334,,,0.1320754716981132,0.14285714285714285,0.20754716981132076,0.2727272727272727,0.2608695652173913,,26.085714285714282,,,3.0,,2.0,2.0,,,5.0,2.0,,,,,,1.0,,,,,,,,True
2567,1610612746,Brian Cook,Brian Cook,2567,LAC,7691.0,128,-24.0,245,247,116,104,34,492,7.0,11.0,5.0,7.0,3.0,7.0,,4.0,3.0,14.0,10.0,29,5.0,55,283,6.0,10.0,,12.0,4.0,15.0,2.0,31.0,8.0,12.0,2.0,3.0,5.0,6.0,2.0,13.0,3.0,5.0,,9.0,13,3.0,25,8.0,33,1.0,4.0,2.0,2.0,2.0,,3.0,2.0,1.0,5.0,1.0,1.0,13,1.0,18,,,7,3.0,,6.0,,3.0,,2.0,1.0,2.0,,,31.0,116,2.0,,0.4,0.4444444444444444,0.3448275862068966,0.6,0.26666666666666666,0.5,0.6,0.58,0.5188679245283019,0.6,0.5961538461538461,0.10344827586206896,0.18181818181818182,0.25,20.567375886524825,0.4,0.3,,0.18055555555555555,0.05813953488372093,0.2727272727272727,0.08571428571428572,0.20952380952380953,0.06611570247933884,0.1111111111111111,,0.034482758620689655,0.07407407407407407,0.125,0.2,0.15,0.1875,0.25,0.3333333333333333,0.037037037037037035,0.22,0.6363636363636364,0.7777777777777778,0.14285714285714285,0.08,,,,0.28,0.21428571428571427,0.21428571428571427,1.0,0.7,0.7142857142857143,,0.28,0.42857142857142855,0.64,0.5159929999999999,0.5692166666666666,0.51597,0.05660377358490566,0.09375,0.21818181818181817,0.5636363636363636,10.255172413793105,0.47346938775510206,2.0,4.0,,2.0,3.0,8.0,17.0,,5.0,7.0,10.0,21.0,,7.0,10.0,27.0,,17.0,8.0,1.0,1.0,,,3.0,1.0,,,,,1.0,0.9,0.47619047619047616,0.7,0.47619047619047616,0.42,0.5,0.08,0.5,0.5,1.0,0.34,0.47058823529411764,0.47058823529411764,0.875,,,0.12,0.6666666666666666,0.28,0.7142857142857143,0.47058823529411764,,25.4,,,3.0,1.0,,,,,1.0,,,,,,,,,,,,,,,True
201599,1610612746,DeAndre Jordan,DeAndre Jordan,201599,LAC,50199.0,837,-106.0,1588,1598,419,359,183,3186,83.0,114.0,25.0,42.0,21.0,26.0,3.0,10.0,,,86.0,124,44.0,216,1772,25.0,44.0,18.0,68.0,22.0,30.0,18.0,62.0,120.0,52.0,46.0,11.0,13.0,13.0,9.0,26.0,13.0,58.0,4.0,43.0,93,18.0,154,75.0,229,7.0,12.0,7.0,5.0,10.0,7.0,29.0,3.0,2.0,39.0,4.0,11.0,56,4.0,102,12.0,4.0,84,1.0,13.0,98.0,4.0,36.0,15.0,62.0,24.0,63.0,4.0,10.0,62.0,414,15.0,12.0,0.6976744186046512,0.9523809523809523,0.6935483870967742,0.5681818181818182,0.7333333333333333,0.6935483870967742,0.5681818181818182,0.7333333333333333,0.631578947368421,0.5573770491803278,0.5740740740740741,0.08870967741935484,0.07894736842105263,0.2,11.608623548922056,0.2564102564102564,0.391304347826087,0.06153846153846154,0.16787003610108303,0.11089866156787763,0.2097560975609756,0.07386363636363637,0.17918313570487485,0.10157367668097282,0.13953488372093023,0.09154929577464789,0.10047846889952153,0.08264462809917356,0.05454545454545454,0.10967741935483871,0.19375,0.18828451882845187,0.1925925925925926,0.24285714285714285,0.2692307692307692,0.9193548387096774,0.7280701754385965,0.7904761904761904,0.6867469879518072,0.08064516129032258,0.3,0.375,1.0,,,,,0.9545454545454546,0.5952380952380952,0.04,0.8666666666666667,0.8076923076923077,0.9193548387096774,0.614367741935484,0.6033947368421052,0.5850433333333334,0.23076923076923078,0.23076923076923078,0.3148148148148148,0.28703703703703703,1.7145161290322581,0.26385390428211586,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,4.0,3.0,,5.0,31.0,,,,,,0.49206349206349204,,,,,,,,,,,,,,,,,,,,,3.0,5.0,1.0,1.0,1.0,33.0,1.0,,,,,,,,,,,,,,True
