EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,OpponentPoints,ThreePtAssists,Assists,Corner3Assists,AssistPoints,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,Usage,LiveBallTurnoverPct,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ShortMidRangeAssists,LongMidRangeAssists,DefThreePtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Travels,FoulsDrawn,Offensive Fouls Drawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,SecondChanceArc3FGA,FG2M,PenaltyFG2M,PenaltyFG2A,PtsAssisted2s,DefTwoPtRebounds,BlockedShortMidRange,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,PenaltyEfgPct,DefTwoPtReboundPct,DefAtRimReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,LongMidRangeFGM,LongMidRangeFGA,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyCorner3FGA,PenaltyArc3FGA,PenaltyFG3A,AtRimAssists,ShootingFouls,Fouls,PenaltyCorner3Frequency,PenaltyArc3Frequency,ShortMidRangeFGM,ShortMidRangeFGA,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Assists,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,TwoPtShootingFoulsDrawn,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,OffThreePtRebounds,FTDefRebounds,SecondChanceTurnovers,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffThreePtReboundPct,OffCorner3ReboundPct,SecondChancePointsPct,PtsUnassisted2s,PtsUnassisted3s,Loose Ball Fouls Drawn,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SecondChanceAtRimFGA,SelfOReb,OffLongMidRangeReboundPct,SelfORebPct,SecondChanceAtRimFrequency,on,SecondChanceAtRimFGM,SecondChanceFtPoints,PtsPutbacks,HeaveAttempts,FTOffRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,Fg3aBlocked,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,BlockedCorner3,Corner3PctBlocked,Clear Path Fouls
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,246.0,4,-3,7,6,13,12,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,28.57142857142857,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,615.0,10,3,20,17,37,21,1.0,3.0,1.0,7.0,1.0,,1.0,2.0,34.78260869565217,0.5,5.0,7.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,0.5,0.5,0.375,0.5,1.0,0.5,0.5,0.5,0.5,0.3333333333333333,1.0,1.0,0.5,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.6001,0.63945,0.3333333333333333,1.9,24.7,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202341,1610612759,James Anderson,James Anderson,202341,SAS,689.0,11,2,23,23,46,20,,,,,,,,,15.384615384615383,,9.0,11.0,2.0,2.0,1.0,,,1.0,2.0,1.0,2.0,,5.0,1.0,,2.0,3.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,1.0,,1.0,1.0,2.0,9.0,,1.0,0.5,0.5,0.625,0.625,1.0,0.5,0.5,0.5,,0.09090909090909091,,1.0,0.5,0.25,0.25,,,,,1.0,,0.6161,0.63345,0.4,1.55,23.9,0.391304347826087,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.14285714285714285,0.25,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,354.0,6,1,11,10,21,12,,,,,,,,,16.666666666666668,,,,1.0,1.0,,,,,2.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.5,,,,,,,0.5,,0.43235,,,11.25,,,1.0,,,,,2.0,,,4.0,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2250,1610612759,Bobby Simmons,Bobby Simmons,2250,SAS,931.0,16,6,30,28,58,26,,2.0,,4.0,,,,,8.571428571428571,,9.0,11.0,3.0,,1.0,,,2.0,,,3.0,,,,,,,2.0,,,2.0,1.0,,,,,,,,,,,,,,,,9.0,,,,,,,,1.0,,,,,,,,0.3333333333333333,0.6666666666666666,,,,,1.0,,0.49465000000000003,,,,24.333333333333332,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4758,,,,,,,1.0,1.0,2.0,1.0,1.0,2.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210,1610612759,Richard Jefferson,Richard Jefferson,2210,SAS,328.0,5,-1,10,7,17,11,,,,,,,,,23.076923076923077,,3.0,2.0,2.0,,1.0,,,,2.0,1.0,1.0,,5.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,1.0,1.0,0.8333333333333334,0.8333333333333334,,0.3333333333333333,,,,,,,,0.3333333333333333,,,,,,0.3333333333333333,,0.3954166666666667,,,15.399999999999999,22.4,0.3,,,,1.0,,1.0,,1.0,2.0,,,1.0,1.0,0.5,,,,,,,,1.0,1.0,1.0,,,,0.2615,,1.0,0.3333333333333333,,,,,,,,1.0,1.0,,,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201588,1610612759,George Hill,George Hill,201588,SAS,488.0,8,10,16,16,32,9,1.0,1.0,,3.0,,,,,22.22222222222222,,6.0,9.0,1.0,,,,,1.0,1.0,,1.0,3.0,5.0,,1.0,1.0,,1.0,,,,,,,,1.0,,,4.0,1.0,4.0,,,,,,1.0,6.0,,,,,0.5,0.625,0.25,0.5,,,,,,,,,0.5,,,,,0.5,,0.4517,,0.2,13.7,25.6,0.375,,,,,,1.0,,,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,0.4929,,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,0.14285714285714285,1.0,0.5,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,1610612759,Antonio McDyess,Antonio McDyess,686,SAS,599.0,10,14,20,20,40,9,,1.0,,2.0,1.0,,1.0,1.0,12.5,1.0,6.0,9.0,2.0,,,,,,2.0,,,,2.0,,,,,,,,1.0,,,,4.0,5.0,,,,,,,,,,,,6.0,,,,,0.5,0.5,,,,,,0.2727272727272727,,,,,,,,,,,,0.42205,,,19.1,,0.3,,,,,,1.0,,,2.0,3.0,,1.0,1.0,0.5,,,0.375,0.6,,,,,,,,,,,1.0,2.0,1.0,0.5,0.5,1.0,,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,0.09090909090909091,,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.14285714285714285,0.5,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202390,1610612759,Gary Neal,Gary Neal,202390,SAS,319.0,5,3,10,11,21,5,,1.0,,2.0,,,,,30.769230769230766,,4.0,4.0,2.0,,,,1.0,3.0,1.0,1.0,3.0,,5.0,,,,,3.0,1.0,,1.0,,1.0,,4.0,5.0,,,1.0,,,,,,,,,4.0,,,0.3333333333333333,0.3333333333333333,0.625,0.625,,0.75,,,,0.4444444444444444,,,,,0.75,0.3333333333333333,0.3333333333333333,,,0.75,0.3333333333333333,0.558125,,,14.7,24.833333333333332,0.4,,,,,,1.0,,,,4.0,,,,1.0,,,0.5714285714285714,0.25,,,,,,,,,,,1.0,1.0,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,0.1111111111111111,,,,,,,1.0,,,,,,,0.25,,,2.0,3.0,1.0,0.25,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202066,1610612759,Garrett Temple,Garrett Temple,202066,SAS,86.0,1,-5,3,2,5,5,,,,,,,,,50.0,,3.0,2.0,1.0,1.0,,,,,2.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,3.0,,,,,,,,,0.5,1.0,,,,,0.5,,,,,,,0.5,,0.4631,0.5473,,11.1,,1.0,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,0.5,,0.4631,,1.0,0.5,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,0.3333333333333333,0.3333333333333333,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
