EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,PtsPutbacks,Fg2aBlocked,Corner3Assists,OffTwoPtRebounds,FTDefRebounds,LostBallOutOfBoundsTurnovers,Travels,BlockingFouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceFg2Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Fg3aBlocked,SelfOReb,FG3APctBlocked,Arc3PctBlocked,SelfORebPct,PtsUnassisted3s,LongMidRangePctBlocked,Corner3PctBlocked,HeaveAttempts,Charge Fouls,Clear Path Fouls,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,ThreePtShootingFoulsDrawnPct,HeaveMakes,on
2048,1610612748,Jamaal Magloire,Jamaal Magloire,2048,MIA,3824.0,64,4,115,119,47.0,46.0,18.0,234,3.0,5.0,,3.0,,,,,,,,,,,,,,,3.0,8,,,1.0,7.0,122,,,4.0,2.0,5.0,,,,4.0,2.0,4.0,,,,2.0,,2.0,,,1.0,1.0,4.0,1.0,,2.0,8.0,14.0,7.0,21.0,,,,2.0,,1.0,,1.0,,2.0,1.0,,7.0,10.0,1.0,,5.0,1.0,2.0,,,1.0,,1.0,1.0,,1.0,1.0,4.0,47.0,1.0,,0.3333333333333333,1.0,,,,,,0.375,0.4,0.375,0.6666666666666666,0.4,0.3888888888888889,0.6666666666666666,0.4,,8.088235294117647,1.0,,0.24242424242424243,0.1,0.07142857142857142,0.18867924528301888,0.1320754716981132,0.1,0.25,0.3,0.2,0.06666666666666667,0.2,1.0,0.625,0.6,0.6,0.3333333333333333,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,0.625,,0.46401249999999994,0.42345,0.4835999999999999,0.1111111111111111,0.1111111111111111,0.5714285714285714,0.5714285714285714,4.0375,,0.40869565217391307,2.0,3.0,2.0,3.0,2.0,3.0,,4.0,1.0,,6.0,4.0,,,,,2.0,,,,,0.6666666666666666,0.125,,0.3333333333333333,0.5714285714285714,0.15384615384615385,0.2857142857142857,0.08333333333333333,0.15,,1.0,0.6666666666666666,,0.6,0.6666666666666666,,1.0,,,0.25,,,,,,,,,,,,,,,,True
956,1610612748,Erick Dampier,Erick Dampier,956,MIA,37884.0,631,139,1206,1200,224.0,196.0,133.0,2406,39.0,59.0,1.0,4.0,,1.0,,,,,,,,1.0,,,,1.0,40.0,64,,1.0,21.0,101.0,1206,,,30.0,9.0,12.0,,1.0,11.0,29.0,60.0,20.0,,,,16.0,4.0,20.0,2.0,8.0,1.0,7.0,44.0,5.0,1.0,17.0,71.0,94.0,42.0,136.0,11.0,7.0,4.0,14.0,1.0,11.0,15.0,3.0,,29.0,2.0,8.0,38.0,67.0,5.0,4.0,36.0,,38.0,4.0,,13.0,8.0,34.0,24.0,9.0,34.0,24.0,29.0,224.0,1.0,7.0,0.75,0.967741935483871,,,,,,0.625,0.75,0.6153846153846154,0.6111111111111112,0.6923076923076923,0.6158536585365854,0.6521739130434783,0.6904761904761905,0.015384615384615385,8.179808400884303,0.4827586206896552,0.023255813953488372,0.15673289183222958,0.10493827160493827,0.04854368932038835,0.14308943089430895,0.08299595141700405,0.057971014492753624,0.14838709677419354,0.15671641791044777,0.16463414634146342,0.09243697478991597,0.13953488372093023,0.7058823529411765,0.9076923076923077,0.6610169491525424,0.7090909090909091,0.7692307692307693,0.06153846153846154,0.25,1.0,,0.015384615384615385,,,,,,,,0.015384615384615385,,,,,,,,,,,,0.07692307692307693,,0.9230769230769231,,0.5572187499999999,0.5479117647058824,0.5819916666666666,0.17567567567567569,0.1780821917808219,0.297029702970297,0.2871287128712871,2.6624999999999996,75.5,0.1857379767827529,11.0,17.0,9.0,12.0,11.0,18.0,8.0,18.0,7.0,2.0,36.0,6.0,,1.0,,,10.0,1.0,,9.0,1.0,0.6111111111111112,0.109375,0.06779661016949153,0.75,0.16216216216216217,0.09207161125319693,0.08411214953271028,0.14953271028037382,0.062146892655367235,0.029411764705882353,0.9444444444444444,0.6470588235294118,0.18181818181818182,0.9230769230769231,0.75,,2.0,,,0.11764705882352941,,,,1.0,,,,,,,,,1.0,,,True
980,1610612748,Zydrunas Ilgauskas,Zydrunas Ilgauskas,980,MIA,52508.0,875,177,1664,1655,284.0,212.0,197.0,3319,57.0,84.0,7.0,16.0,57.0,131.0,,,,,,,,,,,,,121.0,231,,,24.0,266.0,1750,,,82.0,22.0,39.0,,,6.0,50.0,164.0,78.0,,,,15.0,3.0,18.0,2.0,7.0,1.0,7.0,39.0,8.0,1.0,33.0,95.0,140.0,83.0,223.0,20.0,13.0,7.0,17.0,3.0,13.0,22.0,4.0,,39.0,1.0,6.0,78.0,141.0,15.0,8.0,29.0,1.0,29.0,3.0,,15.0,1.0,46.0,30.0,15.0,46.0,31.0,50.0,282.0,8.0,1.0,0.6776859504132231,0.9010989010989011,,,,,,0.5238095238095238,0.5641025641025641,0.5238095238095238,0.5873015873015873,0.5641025641025641,0.5450819672131147,0.6029411764705882,0.5952380952380952,,14.965626652564781,0.4358974358974359,0.02040816326530612,0.15993265993265993,0.171875,0.06451612903225806,0.1628498727735369,0.1156558533145275,0.06329113924050633,0.18686868686868688,0.18562874251497005,0.11790393013100436,0.16666666666666666,0.1875,0.6739130434782609,0.36363636363636365,0.6785714285714286,0.7307692307692307,0.38596491228070173,0.06926406926406926,0.4375,0.4375,0.7142857142857143,0.5670995670995671,0.4351145038167939,0.4351145038167939,0.9649122807017544,,,,,,,,,,,,,,,,,,,0.36363636363636365,,0.4699995670995672,0.5212338709677419,0.46968974358974364,0.06172839506172839,0.06172839506172839,0.3082706766917293,0.18796992481203006,12.044588744588744,,0.17067307692307693,34.0,52.0,9.0,13.0,37.0,63.0,8.0,60.0,6.0,1.0,74.0,12.0,1.0,3.0,1.0,1.0,6.0,,,5.0,6.0,0.5873015873015873,0.025974025974025976,0.07142857142857142,,0.2857142857142857,0.1264957264957265,0.175,0.16666666666666666,0.07829181494661921,0.06666666666666667,0.8253968253968254,0.6538461538461539,0.029411764705882353,0.3333333333333333,0.6923076923076923,,8.0,,,0.07692307692307693,,,,,2.0,,,,,,,,1.0,,,True
2306,1610612748,Carlos Arroyo,Carlos Arroyo,2306,MIA,48767.0,813,146,1536,1536,264.0,204.0,172.0,3072,5.0,11.0,5.0,9.0,55.0,115.0,23.0,47.0,,1.0,4.0,9.0,2.0,8.0,1.0,1.0,,2.0,65.0,135,25.0,55.0,27.0,232.0,1607,1.0,2.0,6.0,4.0,8.0,4.0,11.0,11.0,31.0,94.0,36.0,75.0,8.0,2.0,71.0,10.0,81.0,8.0,27.0,7.0,37.0,172.0,3.0,,10.0,41.0,52.0,13.0,65.0,12.0,11.0,1.0,20.0,1.0,18.0,11.0,2.0,1.0,31.0,,7.0,27.0,45.0,1.0,,33.0,6.0,33.0,2.0,7.0,6.0,7.0,,,,,,29.0,262.0,1.0,5.0,0.7230769230769231,0.7230769230769231,1.0,0.45454545454545453,0.5,0.36363636363636365,0.45454545454545453,0.48148148148148145,0.5,0.5394736842105263,0.22727272727272727,0.5263157894736842,0.5643564356435643,0.22727272727272727,0.5961538461538461,0.2894736842105263,13.41816078658184,0.6451612903225806,,0.06937394247038917,0.054945054945054944,0.028846153846153848,0.06597671410090557,0.02009273570324575,0.03225806451612903,0.09852216748768473,0.037037037037037035,0.07035175879396985,0.07518796992481203,,,0.05789473684210526,0.45454545454545453,0.5555555555555556,1.0,0.04736842105263158,0.5555555555555556,0.5555555555555556,0.4,0.6052631578947368,0.4782608695652174,0.4782608695652174,0.7272727272727273,0.24736842105263157,0.48936170212765956,0.48936170212765956,1.0,0.042105263157894736,0.25,0.25,1.0,0.09090909090909091,,,0.09090909090909091,1.0,1.0,0.47368421052631576,0.4444444444444444,0.10526315789473684,,0.3473684210526316,0.25,0.47707631578947357,0.46045,0.49059210526315794,0.035897435897435895,0.04316546762589928,0.02586206896551724,0.1336206896551724,16.950370370370372,23.929090909090906,0.171875,,,1.0,1.0,1.0,9.0,1.0,,2.0,2.0,10.0,1.0,2.0,4.0,,1.0,1.0,,,,,0.1111111111111111,0.014814814814814815,0.18181818181818182,,0.027777777777777776,0.01841620626151013,0.007751937984496124,0.007518796992481203,0.028469750889679714,0.023809523809523808,,,,0.05263157894736842,1.0,,2.0,,,0.020618556701030927,,,,,,,,,1.0,,,,,0.017857142857142856,,True
2617,1610612748,Udonis Haslem,Udonis Haslem,2617,MIA,11275.0,188,29,357,365,156.0,123.0,45.0,722,5.0,8.0,4.0,9.0,15.0,27.0,,,,,,,,,,,,,24.0,44,,,13.0,61.0,389,,,11.0,10.0,15.0,,,8.0,28.0,42.0,6.0,,,,2.0,1.0,3.0,1.0,,,2.0,7.0,6.0,1.0,12.0,21.0,41.0,20.0,61.0,1.0,1.0,,2.0,1.0,,9.0,2.0,,11.0,4.0,7.0,8.0,21.0,,3.0,20.0,4.0,16.0,,,6.0,2.0,1.0,1.0,,1.0,1.0,28.0,156.0,1.0,2.0,0.875,0.9130434782608695,,,,,,0.5454545454545454,0.6666666666666666,0.5454545454545454,0.4,0.6666666666666666,0.5865384615384616,0.6111111111111112,0.7,,15.365853658536587,0.18181818181818182,0.05263157894736842,0.1810344827586207,0.2608695652173913,0.125,0.2037037037037037,0.11801242236024845,0.12903225806451613,0.11764705882352941,0.2702702702702703,0.15555555555555556,0.2727272727272727,0.23076923076923078,1.0,0.18181818181818182,0.625,0.7142857142857143,0.8,0.20454545454545456,0.4444444444444444,0.5,0.5,0.6136363636363636,0.5555555555555556,0.5555555555555556,1.0,,,,,,,,,,,,,,,,,,,0.18181818181818182,,0.43614772727272727,0.4874,0.4231533333333334,0.12,0.12,0.18032786885245902,0.45901639344262296,12.572727272727274,,0.4369747899159664,1.0,2.0,1.0,3.0,2.0,5.0,7.0,2.0,2.0,,13.0,8.0,2.0,1.0,1.0,3.0,5.0,,,2.0,,0.4,0.045454545454545456,0.125,0.1111111111111111,0.5,0.11504424778761062,0.14705882352941177,0.23333333333333334,0.02040816326530612,0.11764705882352941,0.4,0.5,,0.2,0.3333333333333333,,2.0,,,0.1111111111111111,,,,,,,,,,,,,,,,True
711,1610612748,Jerry Stackhouse,Jerry Stackhouse,711,MIA,340.0,6,-14,9,11,,,,20,,,,,,1.0,,,,,,,,,,,,,,1,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11111111111111,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.3522,,,,,,,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1710,1610612748,Mike Bibby,Mike Bibby,1710,MIA,9966.0,166,-21,302,301,96.0,72.0,31.0,603,,,,,5.0,17.0,2.0,4.0,1.0,1.0,,,4.0,15.0,,2.0,,5.0,5.0,17,6.0,19.0,6.0,34.0,335,1.0,3.0,7.0,1.0,5.0,,5.0,6.0,8.0,6.0,4.0,15.0,15.0,4.0,11.0,8.0,19.0,5.0,4.0,4.0,3.0,46.0,,,3.0,9.0,12.0,,12.0,2.0,,2.0,9.0,2.0,9.0,5.0,,,14.0,2.0,2.0,6.0,13.0,,3.0,8.0,2.0,8.0,,,,4.0,,,,,,8.0,96.0,1.0,4.0,0.6,0.6,0.8333333333333334,0.3157894736842105,0.3333333333333333,,0.3157894736842105,0.29411764705882354,0.2,0.3888888888888889,0.5,0.1,0.425,0.5,0.2857142857142857,0.5277777777777778,16.119402985074625,0.6428571428571429,,0.07627118644067797,0.07692307692307693,,0.07643312101910828,,,0.1,0.03333333333333333,0.08333333333333333,0.07407407407407407,0.08333333333333333,,,,,,,,,,0.4722222222222222,0.29411764705882354,0.29411764705882354,0.6,0.1111111111111111,0.5,0.5,1.0,0.4166666666666667,0.26666666666666666,0.26666666666666666,0.75,0.14285714285714285,1.0,1.0,0.2857142857142857,,,,,0.5,,0.5277777777777778,0.26666666666666666,0.48934714285714276,0.5090333333333333,0.454295,,,0.20588235294117646,0.23529411764705882,18.482352941176472,25.394736842105264,0.31788079470198677,,,,,2.0,4.0,,,,3.0,,,,,,2.0,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,False
201202,1610612748,Joel Anthony,Joel Anthony,201202,MIA,31648.0,527,-9,963,974,367.0,332.0,118.0,1937,15.0,24.0,6.0,17.0,,1.0,,,,,,,,,,,,,21.0,42,,,18.0,60.0,1011,,,19.0,9.0,13.0,,,10.0,28.0,30.0,12.0,,,,5.0,6.0,11.0,2.0,,1.0,4.0,28.0,10.0,2.0,18.0,33.0,55.0,40.0,95.0,4.0,2.0,2.0,4.0,2.0,1.0,15.0,3.0,,19.0,4.0,10.0,40.0,68.0,8.0,9.0,30.0,2.0,30.0,1.0,,8.0,8.0,37.0,27.0,8.0,37.0,20.0,28.0,367.0,6.0,5.0,0.7142857142857143,0.8823529411764706,,,,,,0.5,0.6923076923076923,0.5,0.6923076923076923,0.6923076923076923,0.5263157894736842,0.59375,0.6363636363636364,,6.8807339449541285,0.21052631578947367,0.05714285714285714,0.09401709401709402,0.13432835820895522,0.06896551724137931,0.10515463917525773,0.08616780045351474,0.05660377358490566,0.06837606837606838,0.07920792079207921,0.12781954887218044,0.1595744680851064,0.075,0.5405405405405406,0.5714285714285714,0.625,0.7894736842105263,0.8,0.40476190476190477,0.35294117647058826,0.42857142857142855,0.5,0.023809523809523808,,,,,,,,,,,,,,,,,,,,,,0.5714285714285714,,0.5303,0.5392,0.5769615384615384,0.16326530612244897,0.16326530612244897,0.31666666666666665,0.4666666666666667,4.019047619047619,,0.3811007268951194,5.0,8.0,7.0,8.0,9.0,13.0,1.0,8.0,8.0,4.0,28.0,4.0,,1.0,1.0,2.0,7.0,1.0,,2.0,1.0,0.6923076923076923,0.19047619047619047,0.20833333333333334,0.17647058823529413,0.10526315789473684,0.0945945945945946,0.038461538461538464,0.07954545454545454,0.12179487179487179,0.10256410256410256,0.6153846153846154,0.625,0.4,0.6153846153846154,0.875,,2.0,,,0.15384615384615385,,,,,,,,,,,,,2.0,,,False
201596,1610612748,Mario Chalmers,Mario Chalmers,201596,MIA,33479.0,558,36,1032,1032,373.0,341.0,119.0,2064,8.0,14.0,5.0,18.0,7.0,24.0,8.0,23.0,,,,5.0,18.0,65.0,2.0,10.0,6.0,27.0,20.0,56,26.0,88.0,17.0,135.0,1079,2.0,10.0,10.0,4.0,12.0,6.0,32.0,13.0,39.0,10.0,30.0,66.0,63.0,18.0,55.0,30.0,85.0,13.0,22.0,5.0,28.0,200.0,,,15.0,30.0,46.0,3.0,49.0,25.0,15.0,10.0,23.0,7.0,9.0,16.0,14.0,3.0,39.0,3.0,14.0,18.0,47.0,3.0,1.0,27.0,6.0,21.0,1.0,1.0,3.0,6.0,3.0,2.0,1.0,4.0,2.0,39.0,373.0,4.0,6.0,0.25,0.25,0.8461538461538461,0.29545454545454547,0.2,0.1875,0.3023255813953488,0.35714285714285715,0.3333333333333333,0.4097222222222222,0.38461538461538464,0.29545454545454547,0.43790849673202614,0.38461538461538464,0.375,0.6111111111111112,16.46655231560892,0.5897435897435898,,0.0783289817232376,0.12,,0.08858267716535433,0.0063025210084033615,,0.05223880597014925,0.07627118644067797,0.10687022900763359,0.12222222222222222,0.11428571428571428,0.5,0.09722222222222222,0.5714285714285714,0.6666666666666666,0.5,0.125,0.2777777777777778,0.3333333333333333,,0.16666666666666666,0.2916666666666667,0.2916666666666667,0.14285714285714285,0.1597222222222222,0.34782608695652173,0.34782608695652173,1.0,0.4513888888888889,0.27692307692307694,0.27692307692307694,0.7777777777777778,,,,0.7692307692307693,0.2,1.0,0.11363636363636363,,0.6136363636363636,0.2222222222222222,0.7083333333333334,0.2857142857142857,0.4954900709219859,0.51150625,0.44964642857142845,0.027210884353741496,0.05172413793103448,0.07407407407407407,0.28888888888888886,11.637500000000003,25.556818181818176,0.36143410852713176,,,1.0,1.0,2.0,3.0,,,5.0,17.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,,,,1.0,0.6666666666666666,0.08928571428571429,0.14285714285714285,0.16666666666666666,0.022727272727272728,0.01,,0.011904761904761904,0.012578616352201259,,,,,0.022727272727272728,1.0,,,,,,12.0,,,2.0,,1.0,,,1.0,1.0,1.0,,,0.011235955056179775,,False
2034,1610612748,Mike Miller,Mike Miller,2034,MIA,26494.0,442,-19,806,813,242.0,242.0,98.0,1619,15.0,21.0,3.0,5.0,8.0,26.0,8.0,14.0,,,2.0,5.0,17.0,49.0,2.0,10.0,6.0,15.0,26.0,52,25.0,63.0,14.0,141.0,882,2.0,10.0,11.0,8.0,13.0,8.0,20.0,4.0,44.0,36.0,16.0,72.0,48.0,17.0,23.0,9.0,32.0,4.0,12.0,2.0,9.0,73.0,7.0,3.0,17.0,58.0,81.0,23.0,104.0,10.0,9.0,1.0,13.0,5.0,11.0,12.0,2.0,1.0,25.0,4.0,9.0,16.0,40.0,4.0,4.0,22.0,1.0,20.0,3.0,1.0,8.0,3.0,1.0,,1.0,1.0,1.0,44.0,242.0,7.0,,0.6923076923076923,0.6923076923076923,0.96,0.3968253968253968,0.2,0.4,0.4032258064516129,0.5,0.6153846153846154,0.5521739130434783,0.35714285714285715,0.6060606060606061,0.5691056910569106,0.36666666666666664,0.6285714285714286,0.5478260869565217,16.192560175054705,0.52,0.11538461538461539,0.1870967741935484,0.15315315315315314,0.04964539007092199,0.17814726840855108,0.05319148936170213,0.06481481481481481,0.1651376146788991,0.18181818181818182,0.20967741935483872,0.10256410256410256,0.2727272727272727,1.0,0.1826086956521739,0.7142857142857143,0.8333333333333334,0.8,0.043478260869565216,0.6,0.6,,0.22608695652173913,0.3076923076923077,0.3333333333333333,0.75,0.12173913043478261,0.5714285714285714,0.5714285714285714,1.0,0.4260869565217391,0.3469387755102041,0.3469387755102041,0.9411764705882353,,,,0.7142857142857143,0.2,0.5,0.15151515151515152,0.4,0.45454545454545453,0.4,0.7304347826086957,0.3541666666666667,0.5110539473684209,0.5436625,0.51043125,0.06666666666666667,0.14035087719298245,0.07801418439716312,0.3120567375886525,11.482692307692307,25.565079365079367,0.3002481389578164,1.0,3.0,4.0,5.0,2.0,4.0,1.0,,5.0,5.0,13.0,6.0,,,1.0,1.0,2.0,,,1.0,1.0,0.5,0.09615384615384616,0.14285714285714285,,0.20689655172413793,0.05531914893617021,,0.03076923076923077,0.09401709401709402,,0.21428571428571427,0.3333333333333333,,0.15151515151515152,0.8,,,,,,3.0,0.07692307692307693,,1.0,,,,,,,,,,,,False
2544,1610612748,LeBron James,LeBron James,2544,MIA,49230.0,820,66,1522,1526,604.0,551.0,166.0,3048,104.0,149.0,42.0,107.0,80.0,177.0,5.0,12.0,,,1.0,3.0,28.0,88.0,3.0,8.0,11.0,43.0,226.0,433,33.0,100.0,161.0,712.0,1553,3.0,8.0,56.0,103.0,187.0,12.0,46.0,77.0,319.0,72.0,380.0,45.0,83.0,28.0,89.0,67.0,156.0,45.0,33.0,8.0,48.0,379.0,5.0,,34.0,78.0,130.0,17.0,147.0,33.0,23.0,10.0,51.0,7.0,25.0,37.0,26.0,2.0,88.0,5.0,37.0,19.0,47.0,3.0,5.0,148.0,,214.0,23.0,1.0,95.0,23.0,12.0,10.0,2.0,12.0,8.0,319.0,604.0,6.0,21.0,0.1592920353982301,0.16216216216216217,0.45454545454545453,0.33,0.375,0.2608695652173913,0.3473684210526316,0.5219399538106235,0.5508021390374331,0.5168855534709194,0.5595238095238095,0.51931330472103,0.5668789808917197,0.5957446808510638,0.5636042402826855,0.18761726078799248,41.96951934349355,0.5795454545454546,,0.14233576642335766,0.1596244131455399,0.02040816326530612,0.1471747700394218,0.024216524216524215,0.018072289156626505,0.10919540229885058,0.15028901734104047,0.16417910447761194,0.17123287671232876,0.13432835820895522,0.6666666666666666,0.2795497185741088,0.697986577181208,0.7536231884057971,0.22115384615384615,0.20075046904315197,0.3925233644859813,0.40384615384615385,0.09523809523809523,0.3320825515947467,0.4519774011299435,0.45454545454545453,0.1125,0.0225140712945591,0.4166666666666667,0.4166666666666667,0.4,0.1651031894934334,0.3181818181818182,0.3181818181818182,0.4642857142857143,,,,0.19047619047619047,0.375,0.6666666666666666,0.012875536480686695,0.3333333333333333,0.18454935622317598,0.2558139534883721,0.46716697936210133,0.3373493975903614,0.4657438446969697,0.4742903225806452,0.4503833333333333,0.15702479338842976,0.18811881188118812,0.07865168539325842,0.44803370786516855,10.594688221709006,26.855999999999995,0.3968462549277267,10.0,12.0,40.0,60.0,19.0,34.0,9.0,8.0,15.0,22.0,12.0,18.0,8.0,8.0,,1.0,,2.0,,,,0.5588235294117647,0.03464203233256351,0.0738255033557047,0.028037383177570093,0.29508196721311475,0.0262582056892779,0.0425531914893617,0.02459016393442623,0.02074688796680498,0.02531645569620253,0.2857142857142857,0.8333333333333334,0.3,0.2575107296137339,0.6666666666666666,,6.0,,,0.024489795918367346,54.0,0.005649717514124294,,5.0,6.0,,5.0,,,,,,,,,False
436,1610612748,Juwan Howard,Juwan Howard,436,MIA,22957.0,383,55,706,704,329.0,309.0,80.0,1410,8.0,14.0,14.0,29.0,21.0,52.0,,,,,,,,,,,,,43.0,95,,,24.0,110.0,702,,,16.0,15.0,46.0,,,13.0,43.0,58.0,28.0,,,,5.0,11.0,16.0,6.0,2.0,1.0,2.0,43.0,11.0,,16.0,38.0,61.0,28.0,89.0,9.0,5.0,4.0,7.0,1.0,2.0,12.0,5.0,,19.0,4.0,8.0,16.0,37.0,5.0,3.0,28.0,2.0,29.0,1.0,,13.0,2.0,2.0,1.0,1.0,2.0,2.0,43.0,329.0,6.0,2.0,0.6744186046511628,0.6744186046511628,,,,,,0.45263157894736844,0.32608695652173914,0.45263157894736844,0.7142857142857143,0.32608695652173914,0.5045871559633027,0.7272727272727273,0.39814814814814814,,16.08040201005025,0.3684210526315789,,0.1532258064516129,0.16666666666666666,0.10185185185185185,0.1569767441860465,0.09032258064516129,0.07692307692307693,0.1,0.136986301369863,0.21052631578947367,0.1267605633802817,0.28,1.0,0.14736842105263157,0.5714285714285714,0.6666666666666666,0.625,0.30526315789473685,0.4827586206896552,0.5185185185185185,0.2857142857142857,0.5473684210526316,0.40384615384615385,0.42,0.9523809523809523,,,,,,,,,,,,,,,,,,,0.14736842105263157,,0.4079747368421052,0.5327599999999999,0.40041086956521743,0.12149532710280374,0.12149532710280374,0.14545454545454545,0.39090909090909093,12.194736842105263,,0.4660056657223796,3.0,4.0,3.0,7.0,5.0,7.0,6.0,,6.0,5.0,17.0,7.0,3.0,2.0,,3.0,3.0,,,1.0,2.0,0.7142857142857143,0.06315789473684211,0.14285714285714285,0.06896551724137931,0.2413793103448276,0.08415841584158416,0.07407407407407407,0.09615384615384616,0.08130081300813008,0.16666666666666666,0.5714285714285714,0.75,0.3333333333333333,0.15217391304347827,0.42857142857142855,,,,,,,0.038461538461538464,,,2.0,,1.0,,,,,,,,,False
