EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,Loose Ball Fouls Drawn,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG2M,PenaltyFG3M,Arc3Assists,ShortMidRangeAssists,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,Loose Ball Fouls,Technical Free Throw Trips,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,OffShortMidRangeReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,Fg3aBlocked,FTOffRebounds,FTDefRebounds,LostBallTurnovers,Charge Fouls Drawn,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,FG3APctBlocked,Corner3PctBlocked,DefFTReboundPct,OffFTReboundPct,OffAtRimReboundPct,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,SecondChanceFtPoints,PtsPutbacks,OffThreePtRebounds,SelfOReb,Travels,BlockingFouls,Charge Fouls,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,LongMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,HeaveAttempts,BlockingFoulsDrawn,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,OffensiveGoaltends,3pt And 1 Free Throw Trips,BlockedCorner3,on,Clear Path Fouls,Arc3PctBlocked,HeaveMakes
1710,1610612748,Mike Bibby,Mike Bibby,1710,MIA,7109.0,118,-4,213,211,29,39,29.0,424,1.0,3.0,1.0,2.0,9.0,3.0,4.0,1.0,1.0,4.0,11.0,2.0,1.0,3.0,13.0,7.0,15.0,5.0,32,237,2.0,3.0,1.0,3.0,7.0,1.0,1.0,4.0,4.0,4.0,2.0,18.0,3.0,11.0,4.0,8.0,1.0,9.0,1.0,3.0,5.0,19.0,3.0,7,10,10,3.0,2.0,1.0,10.0,1.0,10.0,3.0,1.0,13.0,1.0,5.0,11,1.0,3.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,29,1.0,2.0,0.6666666666666666,0.6666666666666666,0.8571428571428571,0.4666666666666667,0.3333333333333333,0.4666666666666667,0.23076923076923078,0.6666666666666666,0.48214285714285715,0.5833333333333334,0.5333333333333333,0.5833333333333334,0.5,0.5357142857142857,17.62295081967213,0.7692307692307693,0.08433734939759036,0.12,0.09259259259259259,0.06896551724137931,0.12195121951219512,0.1111111111111111,0.14285714285714285,0.10714285714285714,0.3333333333333333,0.3333333333333333,1.0,0.03571428571428571,0.32142857142857145,0.2222222222222222,0.2222222222222222,0.5,0.14285714285714285,0.75,0.75,1.0,0.39285714285714285,0.36363636363636365,0.36363636363636365,0.75,0.16666666666666666,1.0,1.0,0.3333333333333333,0.5,0.6428571428571429,0.36363636363636365,0.5370410714285714,0.51017,0.491225,0.03571428571428571,0.07692307692307693,0.21875,0.125,13.607692307692306,24.473333333333333,0.13615023474178403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
201202,1610612748,Joel Anthony,Joel Anthony,201202,MIA,2262.0,38,-11,65,66,6,14,10.0,131,,2.0,2.0,,,,,,,,,,,,4.0,,,3.0,3,68,,,,,,,,2.0,2.0,,,,,,,1.0,,1.0,,,1.0,2.0,1.0,2,3,8,,,,1.0,,1.0,,,1.0,,6.0,6,,3.0,4.0,,1.0,1.0,,,,2.0,6,,1.0,,,,,,,,,,,0.25,,1.0,,9.333333333333334,1.0,0.06451612903225806,0.2,0.08333333333333333,,0.06666666666666667,0.5,,0.5,,,,0.5,,,,,,,,,,,,,,,,,,0.5,,0.4723,,,0.2,0.2,,0.6666666666666666,4.475,,0.09230769230769231,3.0,5.0,5.0,1.0,0.75,1.0,0.5,0.2,0.14285714285714285,0.3125,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
2067,1610612748,Eddie House,Eddie House,2067,MIA,11824.0,197,20,362,365,113,101,35.0,727,1.0,3.0,1.0,8.0,22.0,5.0,12.0,,1.0,12.0,24.0,,8.0,9.0,26.0,17.0,36.0,7.0,76,375,1.0,2.0,,1.0,2.0,8.0,12.0,4.0,28.0,16.0,2.0,42.0,9.0,24.0,12.0,10.0,5.0,15.0,2.0,4.0,4.0,35.0,3.0,11,14,15,7.0,2.0,5.0,2.0,1.0,2.0,5.0,1.0,7.0,1.0,10.0,16,,1.0,7.0,,1.0,,1.0,1.0,1.0,28.0,113,2.0,,0.8888888888888888,0.8888888888888888,0.8235294117647058,0.4722222222222222,,0.4722222222222222,0.34615384615384615,0.5,0.5564516129032258,0.3333333333333333,0.5634920634920635,0.3333333333333333,0.6190476190476191,0.5806451612903226,17.45635910224439,0.2857142857142857,0.08661417322834646,0.058823529411764705,0.07865168539325842,0.10714285714285714,0.1,0.07894736842105263,,0.04838709677419355,0.3333333333333333,0.5,1.0,0.016129032258064516,0.3548387096774194,0.36363636363636365,0.36363636363636365,0.875,0.1935483870967742,0.4166666666666667,0.4166666666666667,1.0,0.3870967741935484,0.5,0.5,0.75,0.3333333333333333,,,,0.4,0.6290322580645161,0.5,0.49719354838709673,0.5278,0.48606499999999997,0.015873015873015872,0.037037037037037035,0.02631578947368421,0.3684210526315789,17.78076923076923,24.53055555555556,0.31215469613259667,1.0,1.0,1.0,,0.038461538461538464,0.3333333333333333,,0.008547008547008548,0.006060606060606061,,0.05128205128205128,1.0,1.0,1.0,4.0,5.0,3.0,6.0,3.0,2.0,2.0,2.0,1.0,5.0,0.5,0.375,0.6,0.05,0.05,1.0,0.2,0.25,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
2592,1610612748,James Jones,James Jones,2592,MIA,19682.0,328,75,615,618,151,171,57.0,1233,,1.0,,7.0,15.0,14.0,31.0,,2.0,18.0,38.0,3.0,8.0,7.0,16.0,32.0,69.0,9.0,119,645,,,,5.0,,4.0,17.0,2.0,34.0,12.0,2.0,96.0,,38.0,18.0,5.0,3.0,8.0,1.0,1.0,3.0,19.0,8.0,24,36,40,5.0,3.0,2.0,2.0,,1.0,1.0,,3.0,,11.0,22,1.0,15.0,9.0,,1.0,1.0,,,1.0,34.0,151,4.0,1.0,0.8571428571428571,0.8571428571428571,1.0,0.463768115942029,,0.463768115942029,0.4375,,0.6470588235294118,,0.6647727272727273,,0.7727272727272727,0.8117647058823529,13.362701908957415,0.6666666666666666,0.10810810810810811,0.09302325581395349,0.1038961038961039,0.0847457627118644,0.10679611650485436,0.09523809523809523,0.08695652173913043,0.011764705882352941,,,,,0.17647058823529413,0.4666666666666667,0.4666666666666667,0.8571428571428571,0.36470588235294116,0.45161290322580644,0.4666666666666667,1.0,0.4470588235294118,0.47368421052631576,0.47368421052631576,1.0,0.4,,,0.6,0.38095238095238093,0.8235294117647058,0.47368421052631576,0.5424417647058823,0.6,0.5269833333333334,0.022988505747126436,0.058823529411764705,,0.2857142857142857,18.6625,24.427536231884055,0.24552845528455283,1.0,3.0,4.0,,0.0625,1.0,,0.017341040462427744,0.011764705882352941,0.010309278350515464,0.13333333333333333,,,5.0,9.0,5.0,1.0,10.0,2.0,1.0,,,2.0,2.0,0.5882352941176471,0.25,0.7619047619047619,0.02702702702702703,,,0.42857142857142855,0.5555555555555556,0.625,1.0,1.0,4.0,1.0,4.0,7.0,1.0,1.0,1.0,1.0,0.014492753623188406,0.03225806451612903,0.18181818181818182,0.05555555555555555,0.02564102564102564,0.014285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
980,1610612748,Zydrunas Ilgauskas,Zydrunas Ilgauskas,980,MIA,68725.0,1145,212,2155,2149,393,334,245.0,4304,72.0,111.0,32.0,75.0,175.0,,,,,,1.0,,,162.0,318.0,,1.0,36.0,360,2258,46.0,79.0,,,102.0,48.0,,8.0,60.0,220.0,104.0,,,1.0,,20.0,6.0,26.0,1.0,8.0,11.0,58.0,41.0,119,179,287,23.0,16.0,7.0,21.0,4.0,15.0,31.0,,52.0,2.0,99.0,185,15.0,43.0,46.0,4.0,22.0,3.0,57.0,35.0,58.0,60.0,391,11.0,3.0,0.6790123456790124,0.88,,,,,0.5094339622641509,0.5822784810126582,0.5078369905956113,0.5822784810126582,0.5294117647058824,0.6,0.5660377358490566,0.003134796238244514,16.065573770491802,0.40384615384615385,0.15178571428571427,0.1583011583011583,0.15340364333652926,0.18930041152263374,0.11598746081504702,0.15816326530612246,0.15873015873015872,0.34796238244514105,0.6486486486486487,0.7128712871287128,0.4166666666666667,0.10031347962382445,0.54858934169279,0.42857142857142855,0.43103448275862066,0.9733333333333334,,,,,0.003134796238244514,,,,,,,,,0.3510971786833856,,0.4651037617554858,0.5243223684210526,0.45841874999999993,0.06528189910979229,0.06547619047619048,0.2833333333333333,0.16666666666666666,11.959119496855346,32.8,0.18236658932714617,12.0,92.0,108.0,6.0,0.03773584905660377,0.09009009009009009,0.03125,0.1248303934871099,0.1140724946695096,0.07123287671232877,0.16216216216216217,9.0,14.0,,,,26.0,,5.0,1.0,2.0,10.0,20.0,,,0.5416666666666666,0.5416666666666666,0.1564245810055866,0.2916666666666667,0.6428571428571429,,,,,1.0,19.0,6.0,2.0,4.0,,1.0,1.0,7.0,,,0.3275862068965517,0.017543859649122806,0.19689119170984457,,41.0,65.0,15.0,10.0,74.0,15.0,13.0,3.0,2.0,2.0,3.0,19.0,38.0,1.0,5.0,0.005714285714285714,0.07462686567164178,0.06818181818181818,0.08695652173913043,0.09027777777777778,0.6551724137931034,0.46875,0.4838709677419355,0.4666666666666667,0.8227848101265823,0.6307692307692307,0.024390243902439025,,,,,,,,,True,,,
436,1610612748,Juwan Howard,Juwan Howard,436,MIA,4274.0,71,-4,124,129,40,52,17.0,253,1.0,1.0,9.0,1.0,2.0,,,,,,,,,6.0,12.0,,,2.0,14,154,,,,,,5.0,,,4.0,10.0,2.0,,,,,2.0,2.0,4.0,1.0,2.0,,10.0,3.0,10,14,18,,,,1.0,,1.0,,,1.0,,4.0,8,,2.0,2.0,,1.0,,1.0,1.0,1.0,4.0,40,1.0,,0.8333333333333334,0.8333333333333334,,,,,0.5,,0.5,,0.5384615384615384,,0.4,,9.859154929577466,1.0,0.20833333333333334,0.23076923076923078,0.21311475409836064,0.19047619047619047,0.29411764705882354,0.1111111111111111,0.5,0.08333333333333333,1.0,1.0,1.0,0.75,0.16666666666666666,0.5,0.5,1.0,,,,,,,,,,,,,,0.08333333333333333,,0.40405833333333335,,0.39003999999999994,0.07692307692307693,0.07692307692307693,,0.2857142857142857,9.291666666666666,,0.3225806451612903,1.0,2.0,4.0,,0.08333333333333333,,0.1111111111111111,0.05714285714285714,0.07017543859649122,0.06666666666666667,0.1,,,,,,2.0,,1.0,,,,,,,0.4,0.4,,,,,,,,,1.0,,,,,,,1.0,,,0.2,,0.09090909090909091,,,,4.0,,,2.0,,,,,,,1.0,,,,0.09090909090909091,0.0625,0.16666666666666666,,1.0,0.4444444444444444,0.5,0.75,,,,,,,,,,,,True,,,
2034,1610612748,Mike Miller,Mike Miller,2034,MIA,7543.0,126,1,236,236,53,51,24.0,472,2.0,2.0,3.0,2.0,3.0,3.0,6.0,,,3.0,12.0,3.0,,5.0,8.0,6.0,18.0,5.0,33,265,1.0,1.0,,3.0,2.0,,,1.0,1.0,4.0,6.0,18.0,,12.0,3.0,5.0,1.0,6.0,1.0,2.0,1.0,13.0,6.0,19,26,31,3.0,2.0,1.0,4.0,1.0,2.0,1.0,,5.0,,4.0,7,,5.0,7.0,1.0,2.0,1.0,,,,1.0,53,,,0.4,0.5,1.0,0.3333333333333333,,0.3333333333333333,0.625,1.0,0.5384615384615384,0.25,0.5535714285714286,0.25,,0.6923076923076923,12.547528517110267,0.8,0.2375,0.1875,0.22321428571428573,0.25,0.2571428571428571,0.20833333333333334,0.125,0.07692307692307693,1.0,1.0,0.5,0.11538461538461539,0.11538461538461539,0.6666666666666666,0.6666666666666666,0.5,0.23076923076923078,0.5,0.5,1.0,0.46153846153846156,0.25,0.25,1.0,,,,0.75,,0.7692307692307693,0.25,0.5234365384615386,0.5690000000000001,,0.07407407407407407,0.2222222222222222,0.06060606060606061,0.030303030303030304,12.725,24.56666666666667,0.2245762711864407,,3.0,5.0,,,,,0.04225352112676056,0.047619047619047616,0.06451612903225806,0.19047619047619047,,,,,,,,,2.0,,1.0,,2.0,,,,0.05263157894736842,,,,,,,,1.0,2.0,,,,,,,,,0.25,,,,,,1.0,,2.0,2.0,1.0,,,,,,,,,,0.058823529411764705,0.07692307692307693,,0.06666666666666667,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,True,,,
2544,1610612748,LeBron James,LeBron James,2544,MIA,60484.0,1008,197,1900,1897,362,295,217.0,3797,101.0,148.0,70.0,48.0,116.0,9.0,19.0,1.0,3.0,22.0,58.0,7.0,14.0,172.0,334.0,31.0,77.0,128.0,565,1981,16.0,28.0,4.0,10.0,47.0,72.0,17.0,52.0,156.0,116.0,228.0,78.0,15.0,57.0,22.0,187.0,49.0,236.0,23.0,68.0,95.0,521.0,35.0,123,170,191,38.0,30.0,8.0,49.0,13.0,31.0,41.0,4.0,90.0,7.0,14.0,38,4.0,126.0,170.0,22.0,77.0,17.0,10.0,8.0,10.0,154.0,360,1.0,13.0,0.3372093023255814,0.35365853658536583,0.8387096774193549,0.4025974025974026,0.4,0.40789473684210525,0.5149700598802395,0.5714285714285714,0.5316301703163017,0.5789473684210527,0.582815734989648,0.6025641025641025,0.6458333333333334,0.1873479318734793,26.53061224489796,0.5444444444444444,0.1757142857142857,0.15695067264573992,0.17118093174431204,0.13761467889908258,0.1935483870967742,0.15294117647058825,0.16981132075471697,0.36009732360097324,0.6824324324324325,0.7112676056338029,0.37623762376237624,0.170316301703163,0.2822384428223844,0.41379310344827586,0.41739130434782606,0.2916666666666667,0.046228710462287104,0.47368421052631576,0.47368421052631576,0.8888888888888888,0.1411192214111922,0.3793103448275862,0.3793103448275862,0.8181818181818182,0.07894736842105263,0.3333333333333333,1.0,0.18421052631578946,0.15730337078651685,0.5474452554744526,0.38596491228070173,0.511099024390244,0.5366916666666666,0.5066795454545455,0.16523605150214593,0.19794344473007713,0.0831858407079646,0.2761061946902655,9.23323353293413,25.048051948051953,0.19052631578947368,10.0,18.0,21.0,3.0,0.029940119760479042,0.04054054054054054,0.04285714285714286,0.02727272727272727,0.025210084033613446,0.009259259259259259,0.1921182266009852,24.0,39.0,3.0,3.0,5.0,40.0,8.0,26.0,24.0,7.0,21.0,1.0,4.0,0.47058823529411764,0.5555555555555556,0.5842696629213483,0.01875,0.43820224719101125,0.6153846153846154,0.033707865168539325,1.0,0.35714285714285715,,,12.0,18.0,,,,,,,,,0.2553191489361702,,0.06818181818181818,,10.0,16.0,23.0,3.0,16.0,3.0,9.0,5.0,,7.0,1.0,1.0,8.0,,,0.008620689655172414,0.017341040462427744,0.01834862385321101,0.015625,0.046153846153846156,0.8,0.32857142857142857,0.34328358208955223,0.2608695652173913,0.42105263157894735,0.625,0.3,3.0,1.0,5.0,0.42857142857142855,0.6666666666666666,,,,True,,,
2547,1610612748,Chris Bosh,Chris Bosh,2547,MIA,50695.0,845,230,1606,1589,221,162,187.0,3195,55.0,83.0,104.0,67.0,143.0,,1.0,,,1.0,5.0,1.0,2.0,168.0,330.0,1.0,6.0,91.0,430,1631,23.0,40.0,,1.0,60.0,48.0,2.0,15.0,64.0,202.0,134.0,3.0,,5.0,1.0,28.0,13.0,41.0,7.0,14.0,12.0,95.0,34.0,97,140,181,16.0,9.0,7.0,23.0,,13.0,17.0,,40.0,4.0,31.0,53,4.0,80.0,107.0,11.0,56.0,3.0,14.0,12.0,14.0,64.0,219,1.0,2.0,0.6011904761904762,0.6392405063291139,1.0,0.16666666666666666,,0.16666666666666666,0.509090909090909,0.575,0.5044642857142857,0.5609756097560976,0.5598958333333334,0.625,0.5517241379310345,0.017857142857142856,23.220153340635267,0.575,0.17017543859649123,0.17801047120418848,0.1721419185282523,0.13559322033898305,0.17316017316017315,0.1554054054054054,0.2558139534883721,0.24702380952380953,0.6626506024096386,0.7432432432432432,0.41818181818181815,0.30952380952380953,0.4255952380952381,0.46853146853146854,0.47183098591549294,0.8656716417910447,0.002976190476190476,,,,0.01488095238095238,0.2,0.2,1.0,,,,0.024390243902439025,0.04,0.2648809523809524,0.2,0.4482258928571428,0.5176263888888889,0.49784899999999993,0.14698162729658792,0.14933333333333335,0.13953488372093023,0.14883720930232558,11.127272727272727,25.116666666666664,0.13760896637608966,15.0,32.0,41.0,4.0,0.045454545454545456,0.10843373493975904,0.04807692307692308,0.05574912891986063,0.05788712011577424,0.061371841155234655,0.2037037037037037,12.0,22.0,,,1.0,23.0,1.0,6.0,2.0,4.0,3.0,7.0,,0.5,0.4791666666666667,0.49,0.03546099290780142,0.44,0.5454545454545454,,,0.5,,1.0,9.0,10.0,1.0,1.0,,,,,,,0.2571428571428571,0.023809523809523808,0.0641025641025641,,15.0,26.0,46.0,14.0,20.0,8.0,7.0,6.0,1.0,2.0,,2.0,11.0,1.0,,0.006993006993006993,0.06837606837606838,0.057971014492753624,0.08333333333333333,0.046357615894039736,0.7857142857142857,0.4423076923076923,0.46464646464646464,0.43478260869565216,0.6341463414634146,0.5769230769230769,0.06666666666666667,,,2.0,,,1.0,,,True,,,
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,52508.0,875,177,1664,1655,284,212,197.0,3319,130.0,194.0,75.0,35.0,73.0,2.0,6.0,1.0,1.0,9.0,35.0,3.0,11.0,200.0,342.0,11.0,41.0,126.0,559,1750,20.0,38.0,3.0,4.0,62.0,52.0,14.0,27.0,108.0,172.0,228.0,18.0,15.0,35.0,9.0,70.0,26.0,96.0,15.0,30.0,36.0,218.0,29.0,64,94,130,38.0,24.0,14.0,39.0,5.0,24.0,23.0,,62.0,6.0,18.0,42,2.0,123.0,168.0,26.0,87.0,8.0,13.0,9.0,16.0,108.0,282,4.0,6.0,0.43,0.45263157894736844,0.5454545454545454,0.2682926829268293,0.75,0.2682926829268293,0.5847953216374269,0.5263157894736842,0.5652741514360313,0.5833333333333334,0.6169977924944813,0.62,0.675,0.10704960835509138,27.234267583289263,0.6290322580645161,0.10774410774410774,0.15104166666666666,0.1183206106870229,0.06060606060606061,0.1572052401746725,0.1527777777777778,0.14583333333333334,0.5065274151436031,0.6701030927835051,0.7386363636363636,0.5,0.195822454308094,0.1906005221932115,0.4794520547945205,0.4794520547945205,0.37142857142857144,0.015665796344647518,0.3333333333333333,0.3333333333333333,0.5,0.09138381201044386,0.2571428571428571,0.2571428571428571,0.5555555555555556,0.023809523809523808,1.0,,0.07142857142857142,0.16666666666666666,0.6135770234986945,0.2571428571428571,0.5384503916449086,0.566725,0.5626575757575757,0.2,0.21588089330024815,0.11091234347048301,0.19320214669051877,6.696783625730995,24.970731707317075,0.17067307692307693,21.0,31.0,36.0,1.0,0.06140350877192982,0.09278350515463918,0.04,0.05299145299145299,0.05077574047954866,0.028469750889679714,0.09580838323353294,28.0,38.0,2.0,3.0,3.0,33.0,5.0,11.0,4.0,7.0,10.0,1.0,,0.35714285714285715,0.6346153846153846,0.6136363636363636,0.0763888888888889,0.5757575757575758,0.7368421052631579,0.045454545454545456,0.6666666666666666,0.2727272727272727,,,1.0,15.0,1.0,3.0,2.0,3.0,1.0,,,,0.023809523809523808,,0.075,0.047619047619047616,16.0,28.0,35.0,13.0,20.0,5.0,9.0,1.0,,7.0,1.0,3.0,9.0,,,,0.04032258064516129,0.05063291139240506,0.022222222222222223,0.06,0.5625,0.4666666666666667,0.4861111111111111,0.22857142857142856,0.6666666666666666,0.5714285714285714,0.25,2.0,,1.0,0.6666666666666666,1.0,,1.0,2.0,True,,,
