EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,OpponentPoints,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyFG2M,HeaveAttempts,Fg2aBlocked,TwoPtAssists,AtRimAssists,OffThreePtRebounds,FTDefRebounds,BadPassSteals,DeadBallTurnovers,Charge Fouls,Clear Path Fouls,FoulsDrawn,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyFg2Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,LongMidRangeAssists,BadPassTurnovers,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,BlockedShortMidRange,Defensive 3 Seconds Violations,OffLongMidRangeReboundPct,FtPoints,PenaltyFtPoints,SecondChanceTurnovers,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,3SecondViolations,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SelfOReb,SelfORebPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,PenaltyCorner3FGM,PenaltyCorner3FGA,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyAtRimFGM,StepOutOfBoundsTurnovers,PenaltyAtRimAccuracy,SecondChanceAtRimPctAssisted,on,SecondChanceFtPoints,FTOffRebounds,Travels,BlockingFouls,NonShootingFoulsDrawn,BlockedLongMidRange,OffensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,LongMidRangePctBlocked,OffFTReboundPct,OffCorner3ReboundPct,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,DefensiveGoaltends,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,Blocked3s,BlockedArc3,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,HeaveMakes,Corner3PctBlocked
101115,1610612747,Andrew Bynum,Andrew Bynum,101115,LAL,41.0,1.0,-2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1885,1610612747,Lamar Odom,Lamar Odom,1885,LAL,2091.0,35.0,-3.0,66.0,71.0,137.0,73.0,16.0,17.0,9.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,6.0,7.0,1.0,1.0,2.0,3.0,4.0,7.0,6.0,7.0,26.0,1.0,3.0,1.0,1.0,5.0,2.0,2.0,3.0,6.0,6.0,2.0,9.0,9.0,2.0,7.0,6.0,2.0,2.0,1.0,1.0,6.0,2.0,4.0,5.0,9.0,2.0,11.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,6.0,16.0,1.0,0.75,1.0,0.5,0.8571428571428571,1.0,0.6666666666666666,0.8571428571428571,0.5714285714285714,0.3333333333333333,0.9285714285714286,0.625,0.6,0.9285714285714286,0.625,0.6,0.5,19.48051948051948,1.0,0.20833333333333334,0.07692307692307693,0.4444444444444444,0.2727272727272727,0.06060606060606061,0.125,0.16666666666666666,0.2,0.4,0.4,0.5,0.2857142857142857,0.75,0.75,0.6666666666666666,0.07142857142857142,1.0,1.0,1.0,0.14285714285714285,0.5,0.8571428571428571,0.8571428571428571,0.5,0.5,0.5,0.25,1.0,0.2,0.6,0.6666666666666666,0.7857142857142857,0.8571428571428571,0.5046142857142858,0.531025,0.48682,0.19230769230769232,0.23076923076923078,7.2,26.157142857142855,0.24242424242424243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
200769,1610612747,Shannon Brown,Shannon Brown,200769,LAL,3223.0,54.0,-15.0,99.0,109.0,208.0,112.0,13.0,19.0,17.0,,2.0,,1.0,1.0,1.0,2.0,11.0,3.0,7.0,,,2.0,3.0,6.0,15.0,4.0,10.0,24.0,,1.0,,,,5.0,2.0,3.0,8.0,6.0,6.0,9.0,3.0,,6.0,3.0,4.0,5.0,4.0,,14.0,,2.0,2.0,5.0,1.0,6.0,2.0,,1.0,1.0,2.0,3.0,6.0,,8.0,13.0,,0.5,0.5,0.75,0.4,,0.6666666666666666,0.4444444444444444,0.4,,0.48,,0.5,0.48,,0.5,0.4,22.5,0.5,0.05263157894736842,,0.125,0.07407407407407407,0.018518518518518517,,,,,0.125,0.125,0.08,,,,0.08,0.5,1.0,,0.44,0.28,0.42857142857142855,0.42857142857142855,0.6666666666666666,1.0,,,,0.125,0.375,0.6666666666666666,0.48,0.5,0.47631249999999997,,0.44434999999999997,,0.3333333333333333,15.26666666666667,29.560000000000002,0.13131313131313133,5.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.13333333333333333,0.5,0.5,0.5,0.058823529411764705,0.07692307692307693,0.125,1.0,0.45454545454545453,0.45454545454545453,0.6,0.12,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
689,1610612747,Theo Ratliff,Theo Ratliff,689,LAL,4229.0,70.0,-27.0,135.0,146.0,281.0,155.0,30.0,37.0,23.0,1.0,3.0,,2.0,,,3.0,,,,,,,,1.0,6.0,,,2.0,,4.0,,,,1.0,,,,2.0,,,,,,,,3.0,,,6.0,5.0,3.0,4.0,7.0,6.0,13.0,2.0,1.0,2.0,1.0,3.0,4.0,7.0,1.0,,30.0,,1.0,1.0,,,,,,0.16666666666666666,,0.16666666666666666,,,0.16666666666666666,,,,5.487804878048781,0.6666666666666666,0.08163265306122448,0.08620689655172414,0.14285714285714285,0.1,0.075,,,0.08333333333333333,0.125,0.25,,0.5,0.3333333333333333,0.3333333333333333,1.0,0.5,,,,,,,,,0.5,,,,,,,0.5,,0.4751166666666667,0.46105,0.3874,,,5.699999999999999,,0.2222222222222222,,,,,,1.0,3.0,1.0,1.0,,1.0,1.0,,,6.0,,5.0,1.0,5.0,5.0,,0.16666666666666666,,0.3333333333333333,,0.045454545454545456,0.05555555555555555,0.047619047619047616,1.0,,,,,,,,2.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,0.17857142857142858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,1281.0,21.0,-17.0,44.0,45.0,89.0,61.0,14.0,15.0,6.0,,,,,,2.0,8.0,4.0,,,,,,,3.0,12.0,,,11.0,,,,,,3.0,,,6.0,4.0,2.0,,,,,,1.0,5.0,1.0,,11.0,1.0,1.0,4.0,5.0,1.0,6.0,,,2.0,,4.0,,1.0,,6.0,14.0,,0.6666666666666666,0.6666666666666666,,,,,,0.25,,0.25,,0.3333333333333333,0.34615384615384615,,0.625,,32.69230769230769,0.5,0.4,0.047619047619047616,0.2,0.3333333333333333,0.03571428571428571,0.2,,,0.25,0.5,,,,,,0.6666666666666666,0.25,0.2857142857142857,0.5,0.3333333333333333,,,,,,,,,,,,,,0.40796666666666664,,0.4224666666666667,,0.5454545454545454,13.083333333333334,,0.3181818181818182,1.0,,,1.0,,1.0,4.0,4.0,,,,2.0,,,3.0,,,,,,0.3333333333333333,0.08333333333333333,,0.125,,,,0.75,,0.25,0.25,1.0,,,,,,2.0,1.0,,,,,,,5.0,4.0,1.0,5.0,1.0,2.0,2.0,1.0,0.15384615384615385,0.15384615384615385,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1897,1610612747,Metta World Peace,Metta World Peace,1897,LAL,1429.0,24.0,-17.0,51.0,52.0,103.0,60.0,17.0,27.0,12.0,,1.0,,,,1.0,4.0,4.0,,4.0,,,,2.0,2.0,9.0,1.0,6.0,7.0,,2.0,1.0,1.0,3.0,3.0,,2.0,,2.0,2.0,,3.0,,4.0,,,1.0,,,2.0,4.0,2.0,1.0,3.0,5.0,8.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,17.0,1.0,0.5,0.5,,0.16666666666666666,1.0,,0.16666666666666666,0.2222222222222222,,0.23333333333333334,0.5,,0.23333333333333334,0.5,,0.4,25.0,1.0,0.0625,0.14285714285714285,0.3333333333333333,0.13636363636363635,0.14285714285714285,0.25,0.1,0.16666666666666666,,0.25,0.5,0.06666666666666667,,,,0.26666666666666666,0.25,1.0,1.0,0.26666666666666666,0.26666666666666666,,,,,,,,,0.4,,0.4666666666666667,,0.5230333333333334,0.5488500000000001,0.46005,0.42857142857142855,,11.622222222222222,25.099999999999998,0.3333333333333333,1.0,1.0,2.0,,,4.0,1.0,1.0,1.0,,,,,,,,,,,,,0.4444444444444444,1.0,0.75,,0.14285714285714285,0.16666666666666666,,,0.25,0.25,,0.13333333333333333,0.5,0.5,,,1.0,,,,,,,0.14285714285714285,,,,,,,,,,,1.0,1.0,2.0,0.25,0.3333333333333333,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
2581,1610612747,Steve Blake,Steve Blake,2581,LAL,3135.0,52.0,-4.0,98.0,107.0,205.0,104.0,17.0,20.0,18.0,,1.0,,,,2.0,3.0,2.0,3.0,8.0,1.0,3.0,2.0,2.0,2.0,6.0,6.0,11.0,22.0,1.0,1.0,1.0,3.0,5.0,,3.0,3.0,9.0,2.0,2.0,18.0,,,8.0,3.0,4.0,6.0,3.0,1.0,16.0,1.0,,4.0,5.0,1.0,6.0,,,7.0,1.0,9.0,1.0,1.0,,9.0,17.0,,0.5,0.5,1.0,0.5454545454545454,0.3333333333333333,1.0,0.5454545454545454,0.3333333333333333,1.0,0.6470588235294118,0.625,1.5,0.6470588235294118,0.625,1.5,0.6470588235294118,21.666666666666668,0.7777777777777778,0.1,0.02702702702702703,,0.07142857142857142,0.018518518518518517,,0.08333333333333333,0.09090909090909091,0.09090909090909091,,,0.058823529411764705,,,,0.17647058823529413,0.6666666666666666,0.6666666666666666,0.5,0.11764705882352941,0.47058823529411764,0.375,0.375,1.0,,,0.75,0.3333333333333333,,0.6666666666666666,1.0,0.7058823529411765,0.375,0.513114705882353,0.47950000000000004,0.5735,0.22727272727272727,0.4090909090909091,12.116666666666667,25.045454545454547,0.17346938775510204,,3.0,3.0,,,,2.0,,,1.0,,2.0,,,3.0,,,,,,,,,,0.5,,,0.1111111111111111,,,,,0.17647058823529413,1.0,1.0,1.0,1.0,6.0,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,0.1111111111111111,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
965,1610612747,Derek Fisher,Derek Fisher,965,LAL,781.0,13.0,-13.0,29.0,30.0,59.0,33.0,13.0,17.0,5.0,,1.0,,,,2.0,2.0,4.0,,1.0,,,,,2.0,7.0,,1.0,4.0,,1.0,,,,3.0,,,2.0,,4.0,,,,1.0,,,3.0,,,6.0,,1.0,2.0,3.0,,3.0,,,,,,1.0,2.0,,2.0,13.0,1.0,,,,,,,,0.2857142857142857,,0.25,,0.3333333333333333,0.25,,0.3333333333333333,0.125,22.22222222222222,,0.2222222222222222,,0.25,0.23076923076923078,,,,1.0,0.2,,1.0,0.125,,,,0.25,1.0,1.0,,0.5,0.125,,,,,,,,,,,0.25,,0.48065625,0.3873,0.41076666666666667,,0.5,13.985714285714286,26.3,0.4482758620689655,,,,1.0,,,3.0,,,,,,,,1.0,1.0,,,,,0.3333333333333333,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
2440,1610612747,Matt Barnes,Matt Barnes,2440,LAL,2967.0,49.0,-13.0,89.0,100.0,189.0,104.0,15.0,12.0,15.0,4.0,7.0,1.0,3.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,1.0,,,6.0,13.0,1.0,5.0,17.0,1.0,3.0,1.0,1.0,5.0,2.0,,,2.0,10.0,2.0,3.0,,2.0,4.0,1.0,1.0,5.0,,1.0,11.0,5.0,2.0,8.0,10.0,6.0,16.0,2.0,1.0,3.0,2.0,7.0,2.0,5.0,,2.0,15.0,,0.8333333333333334,1.0,1.0,0.2,1.0,,0.2,0.46153846153846156,0.3333333333333333,0.4166666666666667,0.625,0.5,0.4473684210526316,0.625,0.5,0.2777777777777778,24.074074074074073,0.42857142857142855,0.22857142857142856,0.15151515151515152,0.13333333333333333,0.2,0.12244897959183673,0.14285714285714285,,,0.2,0.125,0.14285714285714285,0.3888888888888889,0.5714285714285714,0.8,0.75,0.2222222222222222,0.5,1.0,1.0,0.1111111111111111,0.2222222222222222,0.25,0.25,1.0,0.75,0.3333333333333333,0.25,1.0,1.0,,,0.6666666666666666,0.25,0.5049,0.5831666666666667,0.4685,0.29411764705882354,0.11764705882352941,6.884615384615385,24.96,0.16853932584269662,,,1.0,1.0,,4.0,4.0,1.0,1.0,,1.0,4.0,,,4.0,,1.0,1.0,1.0,1.0,0.5,0.3076923076923077,0.2857142857142857,0.5,,0.0625,0.07692307692307693,0.35294117647058826,1.0,,,,0.05555555555555555,,,,,1.0,1.0,,,,,,0.25,2.0,,2.0,2.0,,,1.0,,0.05263157894736842,0.07142857142857142,,,,,,,,,3.0,,2.0,1.0,1.0,,,1.0,1.0,0.5,,True,,,,,,,,,,,,,,,,,,,,,,,,
2575,1610612747,Luke Walton,Luke Walton,2575,LAL,520.0,9.0,,15.0,16.0,31.0,8.0,4.0,4.0,2.0,,,,,,,,2.0,1.0,2.0,,,,,,2.0,1.0,2.0,3.0,,,,,,1.0,,,,,,3.0,,,2.0,1.0,1.0,1.0,1.0,,3.0,,,,,,,,,,,,,,,,4.0,,,,1.0,0.5,,,0.5,,,0.375,,,0.375,,,0.5,21.05263157894737,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.5,0.5,1.0,,,,,,,,0.5,0.5,0.47145000000000004,,0.3659,,,16.1,25.25,0.26666666666666666,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
