EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Corner3FGA,Arc3FGA,FG3A,FtPoints,Points,OpponentPoints,PenaltyFtPoints,PenaltyPoints,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,TsPct,PenaltyTsPct,FG3APct,Usage,Corner3Frequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,SecondChanceArc3FGA,HeaveAttempts,Arc3Assists,LostBallOutOfBoundsTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefCorner3ReboundPct,SecondChanceArc3Frequency,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,BlockingFoulsDrawn,SecondChanceFg3Pct,OffLongMidRangeReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Technical Free Throw Trips,3SecondViolations,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,on,SecondChanceCorner3FGM,StepOutOfBoundsTurnovers,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,BlockingFouls,Charge Fouls Drawn,BlockedLongMidRange,OffFTReboundPct,LongMidRangePctBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,DefensiveGoaltends,HeaveMakes,OffensiveGoaltends,BlockedCorner3
1497,1610612743,Chauncey Billups,Chauncey Billups,1497,DEN,373.0,6,-1.0,10,10,3.0,4.0,1,20,1.0,1.0,2.0,2.0,2.0,13,2.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,3.0,0.3333333333333333,1.0,1.0,25.0,0.5,0.5,1.0,0.530175,0.3333333333333333,1.0,1.0,24.65,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
1733,1610612743,Al Harrington,Al Harrington,1733,DEN,7103.0,118,-2.0,235,234,55.0,50.0,25,469,7.0,19.0,26.0,2.0,60.0,246,,10.0,19.0,7.0,9.0,4.0,20.0,5.0,3.0,2.0,10.0,55.0,0.5357142857142857,0.4545454545454545,0.4727272727272727,24.80916030534351,0.1272727272727272,0.3454545454545454,0.7636363636363637,0.5169372727272727,0.0357142857142857,0.0666666666666666,0.1666666666666666,25.115384615384617,0.2340425531914893,9.0,16.0,4.0,5.0,2.0,4.0,3.0,8.0,2.0,5.0,2.0,1.0,1.0,4.0,8.0,1.0,2.0,14.0,29.0,10.0,5.0,8.0,1.0,1.0,11.0,2.0,5.0,2.0,6.0,10.0,18.0,27.0,3.0,8.0,8.0,7.0,2.0,2.0,1.0,2.0,3.0,4.0,5.0,10.0,2.0,17.0,7.0,24.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,6.0,1.0,2.0,9.0,1.0,2.0,3.0,12.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,0.3571428571428571,0.5,0.9,0.3846153846153846,0.3333333333333333,0.3846153846153846,0.4827586206896552,0.625,0.4,0.5272727272727272,0.5555555555555556,0.4545454545454545,0.6111111111111112,0.2413793103448276,0.25,0.375,0.3333333333333333,0.25,0.1639344262295081,0.0606060606060606,0.125,0.075,0.1485148514851485,0.0660377358490566,0.0769230769230769,0.1176470588235294,0.074074074074074,0.0769230769230769,0.0588235294117647,0.1875,0.2142857142857142,0.1470588235294117,0.1304347826086956,0.6666666666666666,0.2909090909090909,0.5625,0.75,0.2222222222222222,0.1454545454545454,0.375,0.6,0.6666666666666666,0.0909090909090909,0.4,0.4,0.5,0.2857142857142857,0.2857142857142857,1.0,0.4210526315789473,0.4210526315789473,0.875,0.5555555555555556,0.8,0.1111111111111111,0.3636363636363636,0.5,0.3636363636363636,0.25,0.1818181818181818,0.5,0.4210526315789473,0.5070500000000001,0.5175090909090909,0.1833333333333333,6.272413793103447,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
1853,1610612743,Anthony Carter,Anthony Carter,1853,DEN,9192.0,153,-16.0,301,302,87.0,78.0,32,603,3.0,9.0,12.0,2.0,26.0,319,2.0,7.0,8.0,18.0,26.0,10.0,60.0,2.0,2.0,,7.0,87.0,0.4193548387096774,0.2916666666666667,0.4,13.313609467455622,0.1,0.3,0.5333333333333333,0.4834137931034483,,,0.2692307692307692,27.316666666666663,0.2890365448504983,3.0,4.0,,,,1.0,1.0,4.0,2.0,10.0,1.0,,,,3.0,1.0,3.0,6.0,18.0,4.0,,,1.0,,,1.0,8.0,1.0,3.0,8.0,4.0,12.0,,,3.0,,8.0,3.0,2.0,6.0,,,3.0,9.0,,12.0,,12.0,,9.0,3.0,6.0,6.0,6.0,6.0,8.0,,,14.0,,2.0,9.0,19.0,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,,,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3636363636363636,0.3333333333333333,,0.125,0.4,,0.2272727272727272,,,,,0.4285714285714285,,0.1011235955056179,,0.0612244897959183,,0.0869565217391304,,,,,,,0.0416666666666666,0.2051282051282051,0.048780487804878,,,0.1333333333333333,0.75,0.75,0.6666666666666666,0.1333333333333333,0.25,0.25,,0.3333333333333333,0.2,0.2,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,0.0909090909090909,,,,0.2727272727272727,0.3333333333333333,0.375,0.5436,0.4411849999999999,,13.594444444444443,1.0,1.0,5.0,1.0,1.0,1.0,0.125,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
201814,1610612743,Gary Forbes,Gary Forbes,201814,DEN,3799.0,63,-23.0,130,131,48.0,52.0,15,261,4.0,,4.0,3.0,18.0,148,1.0,5.0,,4.0,7.0,4.0,17.0,6.0,9.0,4.0,5.0,48.0,0.3214285714285714,0.2272727272727272,0.1666666666666666,21.08843537414966,0.1666666666666666,,0.75,0.5406458333333333,0.1481481481481481,0.1739130434782608,0.2777777777777778,22.875,0.3692307692307692,6.0,14.0,2.0,2.0,2.0,6.0,,6.0,,,1.0,,,2.0,,,,6.0,20.0,1.0,2.0,2.0,,,4.0,2.0,8.0,,2.0,10.0,2.0,3.0,,,,4.0,3.0,,,,,1.0,3.0,6.0,1.0,10.0,1.0,11.0,,1.0,,1.0,2.0,,,1.0,2.0,,3.0,,,3.0,6.0,,,,1.0,,1.0,,,,,,,1.0,0.8333333333333334,0.8333333333333334,1.0,0.25,,0.25,0.3,1.0,0.25,0.3125,1.0,0.2,1.0,0.2,0.2142857142857142,0.1666666666666666,0.6666666666666666,0.1428571428571428,0.1621621621621621,0.0227272727272727,0.15,,0.1578947368421052,0.0161290322580645,0.0555555555555555,,,,0.0909090909090909,0.0625,0.4,0.1176470588235294,,,0.5833333333333334,0.4285714285714285,0.5454545454545454,0.8333333333333334,0.25,,,,,,,,0.25,0.25,1.0,,,,1.0,1.0,,0.6,0.3333333333333333,0.2,,,,,0.5081,0.50341,0.2222222222222222,3.44,,,3.0,1.0,1.0,,0.3333333333333333,,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2747,1610612743,JR Smith,JR Smith,2747,DEN,8006.0,133,-6.0,259,256,62.0,43.0,29,515,5.0,18.0,23.0,15.0,69.0,270,3.0,5.0,18.0,9.0,16.0,7.0,39.0,19.0,17.0,10.0,5.0,62.0,0.5476190476190477,0.25,0.4107142857142857,24.914675767918087,0.0892857142857142,0.3214285714285714,0.6607142857142857,0.5158136363636364,0.1587301587301587,0.25,0.072463768115942,25.92173913043478,0.2393822393822393,11.0,14.0,1.0,2.0,1.0,1.0,2.0,5.0,5.0,14.0,1.0,,,2.0,5.0,,5.0,18.0,33.0,6.0,1.0,5.0,1.0,,5.0,1.0,2.0,,7.0,12.0,24.0,18.0,,2.0,5.0,1.0,7.0,2.0,1.0,1.0,1.0,2.0,11.0,13.0,1.0,25.0,3.0,28.0,1.0,6.0,4.0,2.0,5.0,3.0,,5.0,5.0,,10.0,,4.0,4.0,13.0,,,2.0,1.0,2.0,3.0,,,,,,,1.0,0.3333333333333333,0.3529411764705882,1.0,0.2608695652173913,,0.2608695652173913,0.5454545454545454,0.2,0.5,0.4821428571428571,0.4166666666666667,0.1111111111111111,0.4166666666666667,0.0303030303030303,0.0714285714285714,,0.5,0.1428571428571428,0.1645569620253164,0.0277777777777777,0.275,0.0217391304347826,0.2016806722689075,0.0254237288135593,0.0357142857142857,,0.037037037037037,,0.12,0.3157894736842105,0.1142857142857142,0.2727272727272727,0.0333333333333333,,0.25,0.7857142857142857,0.8461538461538461,0.2727272727272727,0.0892857142857142,0.4,0.4,0.5,0.25,0.3571428571428571,0.3571428571428571,0.4,0.2,0.2,1.0,0.2777777777777778,0.2777777777777778,1.0,0.3333333333333333,0.5,,0.1111111111111111,1.0,0.2222222222222222,,0.5555555555555556,,0.2777777777777778,0.453825,0.5192625,0.072463768115942,10.345454545454544,1.0,,5.0,,,,0.2857142857142857,0.1666666666666666,,1.0,1.0,2.0,1.0,0.037037037037037,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2546,1610612743,Carmelo Anthony,Carmelo Anthony,2546,DEN,3810.0,64,-18.0,121,123,39.0,28.0,14,244,1.0,1.0,2.0,18.0,45.0,140,7.0,16.0,1.0,2.0,4.0,1.0,10.0,13.0,23.0,11.0,16.0,39.0,0.6470588235294118,0.7272727272727273,0.08,28.88888888888889,0.04,0.04,0.56,0.5278279999999999,0.3333333333333333,0.3548387096774194,0.3555555555555555,24.35,0.3223140495867768,9.0,12.0,3.0,4.0,2.0,2.0,,2.0,3.0,9.0,,,,1.0,1.0,1.0,1.0,12.0,23.0,1.0,3.0,4.0,,6.0,12.0,3.0,6.0,1.0,2.0,16.0,8.0,3.0,,2.0,1.0,2.0,2.0,,,1.0,,2.0,1.0,4.0,,5.0,2.0,7.0,1.0,,,,3.0,,2.0,2.0,1.0,1.0,5.0,,2.0,1.0,3.0,,,,,,3.0,,,,,,1.0,1.0,0.6666666666666666,0.7272727272727273,1.0,0.5,0.5,0.5,0.5217391304347826,0.75,0.5,0.54,0.75,0.5625,0.9166666666666666,0.0869565217391304,0.0833333333333333,0.5,0.6,,0.1142857142857142,0.0571428571428571,0.0588235294117647,,0.0961538461538461,0.0363636363636363,0.0666666666666666,,,,0.0833333333333333,0.1666666666666666,0.1176470588235294,,0.1,,0.48,0.75,0.8181818181818182,0.8888888888888888,0.08,,,,0.36,0.3333333333333333,0.3333333333333333,,,,,1.0,1.0,1.0,1.0,0.75,,0.25,1.0,0.125,,0.125,1.0,1.0,0.547825,0.5146875,0.2666666666666666,8.643478260869566,,,2.0,,1.0,,0.25,,0.6666666666666666,,,,,0.0769230769230769,,,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,
2403,1610612743,Nene,Nene,2403,DEN,2069.0,34,-3.0,60,64,5.0,1.0,3,124,,,,,6.0,61,,,,1.0,3.0,1.0,8.0,6.0,1.0,1.0,,5.0,0.5,,,12.307692307692308,,,1.0,0.5669333333333334,0.1666666666666666,0.1666666666666666,,,0.0833333333333333,3.0,6.0,,,,,,,,,,,,,,,,3.0,6.0,,,,,,,,,,,2.0,4.0,,,,,,2.0,1.0,,,,1.0,5.0,,,5.0,1.0,6.0,,1.0,1.0,,2.0,,1.0,,1.0,,2.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,0.5,,,0.5,,,,,,,1.0,,,0.0625,0.3571428571428571,,0.15625,0.0344827586206896,,0.3333333333333333,,,,,,0.3636363636363636,,,1.0,0.5,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8333333333333333,,,1.0,,,,0.3333333333333333,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
200749,1610612743,Shelden Williams,Shelden Williams,200749,DEN,1382.0,23,-15.0,50,51,36.0,36.0,4,101,,,,4.0,16.0,65,4.0,14.0,,1.0,1.0,1.0,2.0,5.0,5.0,3.0,14.0,36.0,0.7272727272727273,0.7777777777777778,,19.642857142857142,,,0.4444444444444444,0.4524444444444444,0.2727272727272727,0.2727272727272727,0.875,,0.72,3.0,4.0,2.0,2.0,2.0,3.0,,,3.0,5.0,,,,,,,,6.0,9.0,,3.0,3.0,,1.0,7.0,5.0,7.0,,,10.0,2.0,,,2.0,,,,,,,,2.0,,3.0,2.0,5.0,2.0,7.0,1.0,,,,,,,,,,,,,3.0,5.0,,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,0.8333333333333334,1.0,,,,,0.6666666666666666,1.0,0.7142857142857143,0.6666666666666666,1.0,0.7142857142857143,1.1666666666666667,,,,,0.5,0.1875,0.1333333333333333,,,0.15,0.08,0.25,0.2,,,,0.2,0.2222222222222222,,0.3333333333333333,1.0,0.4444444444444444,0.75,0.75,0.6666666666666666,,,,,0.5555555555555556,0.6,0.6,1.0,,,,,,,0.6666666666666666,1.0,,0.4285714285714285,0.6666666666666666,,,,,,0.4901333333333333,0.4714285714285714,0.4375,11.033333333333331,,,,,,,,,0.5,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
201167,1610612743,Arron Afflalo,Arron Afflalo,201167,DEN,4561.0,76,11.0,150,149,32.0,37.0,15,299,10.0,3.0,13.0,1.0,37.0,139,,2.0,3.0,2.0,4.0,2.0,10.0,2.0,2.0,1.0,2.0,32.0,0.5967741935483871,0.3333333333333333,0.4333333333333333,20.0,0.3333333333333333,0.1,0.7333333333333333,0.5482883333333333,0.032258064516129,0.0555555555555555,0.054054054054054,24.200000000000003,0.2133333333333333,6.0,9.0,,2.0,1.0,1.0,1.0,3.0,2.0,5.0,5.0,,,1.0,1.0,,1.0,9.0,17.0,6.0,,3.0,1.0,,,1.0,1.0,,2.0,14.0,4.0,18.0,,,1.0,1.0,2.0,1.0,,,2.0,3.0,6.0,2.0,,8.0,5.0,13.0,1.0,,,,1.0,,1.0,2.0,,1.0,3.0,,,4.0,8.0,,,1.0,,,,,,,,,,1.0,0.7777777777777778,0.7777777777777778,1.0,0.4615384615384615,,0.4615384615384615,0.5294117647058824,,1.0,0.6,,0.3333333333333333,,0.0588235294117647,0.1111111111111111,,0.3333333333333333,,0.0476190476190476,0.0666666666666666,0.2,0.064516129032258,0.1111111111111111,0.0657894736842105,,0.1538461538461538,0.05,0.0909090909090909,,0.1428571428571428,,0.2222222222222222,0.0769230769230769,,0.3,0.6666666666666666,0.75,0.6666666666666666,0.1,0.3333333333333333,0.3333333333333333,1.0,0.1666666666666666,0.4,0.4,1.0,0.5,0.5555555555555556,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,,,0.3333333333333333,1.0,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,0.53505,0.6228333333333333,,7.658823529411764,1.0,,1.0,,,,,0.25,,,,,,0.0625,,,,,1.0,0.0769230769230769,0.1,True,,,,,,,,,,,,,,,,,,,,,
2365,1610612743,Chris Andersen,Chris Andersen,2365,DEN,2565.0,43,2.0,85,85,28.0,23.0,13,170,,,,1.0,5.0,86,,2.0,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,28.0,0.5,0.3333333333333333,,9.0,,,1.0,0.6479,0.2,0.2,0.4,,0.3294117647058823,2.0,5.0,,2.0,1.0,3.0,,,,,,,,,,,,2.0,5.0,,,2.0,,,,1.0,3.0,,,4.0,,,,,,1.0,,,,,3.0,3.0,,5.0,,5.0,6.0,11.0,,2.0,2.0,,3.0,,1.0,1.0,2.0,,4.0,,2.0,4.0,8.0,,,,,1.0,1.0,1.0,1.0,,1.0,,,3.0,1.0,1.0,,,,,0.4,,0.3333333333333333,0.4,,0.3333333333333333,,0.2,0.2,,0.75,,0.2,0.125,,0.25,0.125,0.1666666666666666,0.1666666666666666,0.1,0.1111111111111111,0.6666666666666666,0.2222222222222222,0.2857142857142857,0.1111111111111111,,,,1.0,0.4,0.5,1.0,,,,,,,,,,,,,,,1.0,,,1.0,0.3333333333333333,,,,,,0.57935,0.6368333333333334,,0.98,,,,1.0,,,,,,,,,,0.125,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
