EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,Corner3Assists,ShortMidRangeAssists,FTOffRebounds,LostBallSteals,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,BlockingFouls,Charge Fouls Drawn,ShortMidRangePctBlocked,OffFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,Travels,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,PtsUnassisted3s,StepOutOfBoundsTurnovers,BlockingFoulsDrawn,Blocked3s,BlockedArc3,OffensiveGoaltends,3SecondViolations,Corner3PctBlocked,on,DefensiveGoaltends
101112,1610612756,Channing Frye,Channing Frye,101112,PHX,22204.0,370,-72.0,698,714,243,246,86.0,1412,4.0,9.0,1.0,5.0,2.0,5.0,4.0,10.0,8.0,21.0,3.0,5.0,1.0,2.0,11.0,44.0,3.0,4.0,15.0,16.0,40.0,14.0,49.0,11.0,85.0,824,4.0,9.0,3.0,8.0,7.0,15.0,5.0,17.0,7.0,36.0,20.0,12.0,42.0,2.0,1.0,43.0,11.0,1.0,1.0,10.0,7.0,17.0,7.0,8.0,2.0,41.0,2.0,9.0,14.0,32.0,7.0,53.0,11.0,64.0,1.0,7.0,7.0,6.0,2.0,4.0,6.0,2.0,12.0,3.0,29.0,46,1.0,1.0,3.0,17.0,2.0,4.0,16.0,1.0,1.0,4.0,4.0,10.0,6.0,1.0,3.0,10.0,6.0,1.0,35.0,241,4.0,3.0,0.625,0.6666666666666666,1.0,0.2857142857142857,0.29411764705882354,0.2916666666666667,0.4,0.4444444444444444,0.4666666666666667,0.4157303370786517,0.3333333333333333,0.453125,0.4375,0.3333333333333333,0.4864864864864865,0.550561797752809,0.02040816326530612,0.025,0.1111111111111111,0.022727272727272728,13.399503722084367,0.5,0.3684210526315789,0.13389121338912133,0.04918032786885246,0.1917808219178082,0.01652892561983471,0.14743589743589744,0.03618421052631579,0.05454545454545454,0.05357142857142857,0.041666666666666664,0.011904761904761904,0.02702702702702703,0.09259259259259259,0.19480519480519481,0.1111111111111111,0.16363636363636364,0.2777777777777778,0.017857142857142856,0.6,0.10112359550561797,0.4444444444444444,0.5,0.25,0.11235955056179775,0.4,0.4,0.5,0.23595505617977527,0.38095238095238093,0.38095238095238093,0.875,0.056179775280898875,0.6,0.6,1.0,0.4943820224719101,0.25,0.2558139534883721,1.0,0.4166666666666667,0.2,0.25,0.15625,0.4,0.0625,0.5,0.46875,0.26666666666666666,0.651685393258427,0.2558139534883721,0.4961778409090909,0.505611111111111,0.4952064516129032,0.043478260869565216,0.09302325581395349,0.09411764705882353,0.4235294117647059,13.0825,25.90816326530612,0.34813753581661894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
101124,1610612756,Hakim Warrick,Hakim Warrick,101124,PHX,32724.0,545,-82.0,1039,1043,288,273,128.0,2082,58.0,76.0,14.0,19.0,16.0,20.0,12.0,44.0,17.0,44.0,,1.0,,,,4.0,,,3.0,87.0,164.0,,5.0,78.0,252.0,1195,19.0,27.0,,45.0,19.0,30.0,,3.0,15.0,53.0,114.0,60.0,,24.0,,4.0,,11.0,,20.0,9.0,29.0,7.0,10.0,8.0,67.0,6.0,19.0,17.0,49.0,11.0,77.0,29.0,106.0,6.0,13.0,10.0,16.0,1.0,7.0,13.0,9.0,29.0,6.0,13.0,39,7.0,2.0,4.0,80.0,4.0,5.0,107.0,11.0,,52.0,7.0,5.0,4.0,,1.0,5.0,3.0,1.0,53.0,287,2.0,6.0,0.6551724137931034,0.76,,,,,0.5304878048780488,0.7037037037037037,0.6333333333333333,0.514792899408284,0.7037037037037037,0.5757575757575758,0.5806451612903226,0.75,0.6162790697674418,0.029585798816568046,,0.06707317073170732,0.039473684210526314,,20.777027027027028,0.5517241379310345,0.34375,0.1396011396011396,0.06050955414012739,0.14912280701754385,0.049586776859504134,0.14193548387096774,0.05747126436781609,0.08888888888888889,0.07142857142857142,0.031746031746031744,0.0449438202247191,0.0625,0.17475728155339806,0.13157894736842105,0.11940298507462686,0.17647058823529413,0.06896551724137931,0.08571428571428572,0.6,0.44970414201183434,0.7631578947368421,0.7945205479452054,0.7068965517241379,0.2603550295857988,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.2603550295857988,0.38636363636363635,0.38636363636363635,0.7058823529411765,0.005917159763313609,,,,0.023668639053254437,,,,0.7037037037037037,0.7368421052631579,,0.6060606060606061,0.8,,,0.09090909090909091,,0.47928994082840237,,0.5086961538461537,0.5137238095238095,0.5249469696969696,0.24761904761904763,0.25365853658536586,0.17857142857142858,0.21031746031746032,7.446341463414631,24.659999999999997,0.27718960538979787,7.0,2.0,2.0,4.0,3.0,1.0,2.0,3.0,2.0,0.18181818181818182,0.07272727272727272,0.21428571428571427,,,,,,,,,,,,,,,,,,,,,,,,True,
1713,1610612756,Vince Carter,Vince Carter,1713,PHX,12118.0,202,-57.0,389,395,80,83,44.0,784,20.0,26.0,4.0,6.0,5.0,7.0,6.0,9.0,11.0,31.0,6.0,13.0,2.0,3.0,9.0,28.0,3.0,3.0,5.0,37.0,66.0,15.0,41.0,13.0,132.0,468,5.0,8.0,4.0,17.0,6.0,11.0,5.0,8.0,2.0,29.0,26.0,48.0,45.0,,1.0,27.0,9.0,3.0,,9.0,1.0,10.0,,9.0,,21.0,1.0,2.0,4.0,13.0,1.0,18.0,4.0,22.0,,4.0,2.0,8.0,1.0,5.0,5.0,3.0,13.0,4.0,22.0,30,1.0,,1.0,19.0,1.0,2.0,19.0,3.0,,8.0,1.0,4.0,4.0,,,4.0,1.0,1.0,29.0,80,1.0,1.0,0.35135135135135137,0.35135135135135137,1.0,0.36585365853658536,0.625,0.375,0.5606060606060606,0.625,0.5454545454545454,0.5560747663551402,0.6666666666666666,0.7105263157894737,0.5789473684210527,0.6538461538461539,0.725,0.38317757009345793,,0.045454545454545456,0.038461538461538464,,28.539325842696627,0.6153846153846154,0.08333333333333333,0.11016949152542373,0.015503875968992248,0.08695652173913043,0.019230769230769232,0.10365853658536585,0.016574585635359115,0.029411764705882353,0.03333333333333333,,0.027777777777777776,,0.03571428571428571,0.02857142857142857,0.2,0.0625,0.14285714285714285,,0.25,0.24299065420560748,0.7692307692307693,0.8,0.35,0.08411214953271028,0.6666666666666666,0.75,0.16666666666666666,0.2897196261682243,0.3548387096774194,0.36666666666666664,0.45454545454545453,0.12149532710280374,0.46153846153846156,0.46153846153846156,1.0,0.2616822429906542,0.32142857142857145,0.32142857142857145,1.0,0.5,0.6666666666666666,0.25,0.3684210526315789,0.7142857142857143,0.15789473684210525,0.6666666666666666,0.2631578947368421,0.6,0.6261682242990654,0.3333333333333333,0.5139108490566038,0.5363227272727273,0.5652861111111112,0.08849557522123894,0.11267605633802817,0.12878787878787878,0.2196969696969697,10.51212121212121,25.729268292682928,0.20565552699228792,1.0,1.0,,1.0,2.0,,1.0,,1.0,0.1111111111111111,0.0625,0.5,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.5,0.03225806451612903,0.08333333333333333,1.0,1.0,0.3333333333333333,1.0,0.047619047619047616,,,,,,,,,True,
201166,1610612756,Aaron Brooks,Aaron Brooks,201166,PHX,11645.0,194,-56.0,379,380,108,85,48.0,759,10.0,18.0,1.0,2.0,3.0,5.0,2.0,7.0,13.0,29.0,1.0,4.0,,2.0,8.0,22.0,1.0,1.0,8.0,25.0,54.0,9.0,26.0,19.0,96.0,460,3.0,6.0,1.0,12.0,8.0,18.0,1.0,10.0,2.0,21.0,10.0,40.0,9.0,2.0,4.0,18.0,8.0,3.0,,31.0,8.0,39.0,7.0,18.0,7.0,86.0,1.0,2.0,1.0,2.0,1.0,4.0,3.0,7.0,,4.0,4.0,15.0,5.0,11.0,6.0,4.0,21.0,7.0,11.0,16,,,,17.0,1.0,2.0,24.0,1.0,7.0,5.0,1.0,,,,,,,1.0,21.0,108,1.0,1.0,0.2,0.20833333333333334,0.3333333333333333,0.34615384615384615,0.1,0.4090909090909091,0.46296296296296297,0.5,0.4444444444444444,0.48125,0.6428571428571429,0.3392857142857143,0.5172413793103449,0.75,0.3448275862068966,0.325,,0.05555555555555555,0.1111111111111111,,24.942263279445726,0.7142857142857143,0.07142857142857142,0.01639344262295082,0.017094017094017096,0.025,0.020833333333333332,0.018518518518518517,0.01818181818181818,0.05405405405405406,,,0.03225806451612903,,0.03225806451612903,,0.017857142857142856,,0.06666666666666667,,,0.225,0.5555555555555556,0.625,0.3,0.0875,0.2857142857142857,0.3333333333333333,,0.3625,0.4482758620689655,0.4482758620689655,0.15384615384615385,0.05,0.25,0.25,,0.275,0.36363636363636365,0.36363636363636365,0.375,0.2857142857142857,0.5,0.14285714285714285,0.17857142857142858,0.6,0.07142857142857142,,0.2857142857142857,0.125,0.55,0.4444444444444444,0.49336118421052627,0.4184833333333333,0.48029791666666655,0.08139534883720931,0.08620689655172414,0.125,0.21875,11.635185185185183,31.06923076923077,0.2849604221635884,3.0,1.0,6.0,,,,1.0,1.0,1.0,0.14285714285714285,,,,,1.0,1.0,,,2.0,1.0,,,,,1.0,,0.07142857142857142,18.0,1.0,,,,,,,True,
2735,1610612756,Josh Childress,Josh Childress,2735,PHX,53619.0,894,-129.0,1718,1731,494,479,220.0,3449,105.0,161.0,25.0,44.0,24.0,38.0,15.0,33.0,,4.0,1.0,14.0,,4.0,,2.0,,,1.0,120.0,198.0,1.0,16.0,29.0,272.0,1987,26.0,50.0,2.0,56.0,27.0,47.0,,5.0,13.0,67.0,128.0,112.0,3.0,42.0,2.0,,,23.0,,28.0,14.0,42.0,10.0,15.0,10.0,98.0,22.0,46.0,19.0,53.0,14.0,86.0,69.0,155.0,3.0,33.0,25.0,21.0,6.0,12.0,23.0,9.0,44.0,14.0,40.0,68,4.0,3.0,1.0,47.0,1.0,5.0,59.0,9.0,,29.0,5.0,22.0,11.0,2.0,9.0,23.0,9.0,,67.0,492,6.0,5.0,0.5333333333333333,0.6464646464646465,1.0,0.0625,,0.07142857142857142,0.6060606060606061,0.52,0.574468085106383,0.5677570093457944,0.5,0.5192307692307693,0.5690376569037657,0.509090909090909,0.5153846153846153,0.07476635514018691,,0.11616161616161616,0.09937888198757763,,14.27130610186586,0.4772727272727273,0.23728813559322035,0.09347442680776014,0.08795411089866156,0.09947643979057591,0.09649122807017543,0.09498680738786279,0.09054593874833555,0.11949685534591195,0.09554140127388536,0.057971014492753624,0.11377245508982035,0.04918032786885246,0.04375,0.0670391061452514,0.14912280701754385,0.12213740458015267,0.05,0.045454545454545456,0.391304347826087,0.7523364485981309,0.6521739130434783,0.7241379310344828,0.5714285714285714,0.1542056074766355,0.45454545454545453,0.5555555555555556,0.26666666666666666,0.018691588785046728,,,,0.06542056074766354,0.07142857142857142,0.07142857142857142,1.0,0.009345794392523364,,,,0.8461538461538461,0.5681818181818182,,0.7307692307692307,0.631578947368421,0.07692307692307693,,0.019230769230769232,,0.8271028037383178,,0.601638679245283,0.5812619047619046,0.6308470588235294,0.12393162393162394,0.13302752293577982,0.20588235294117646,0.24632352941176472,2.708585858585858,26.775,0.28754365541327126,4.0,4.0,3.0,1.0,8.0,5.0,1.0,1.0,,0.18181818181818182,0.012048192771084338,0.08,,2.0,,,3.0,,,,0.25,0.038461538461538464,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,True,
959,1610612756,Steve Nash,Steve Nash,959,PHX,12875.0,215,15.0,421,412,165,192,52.0,833,6.0,8.0,,,2.0,3.0,14.0,24.0,9.0,25.0,1.0,1.0,1.0,1.0,5.0,15.0,1.0,1.0,7.0,29.0,57.0,6.0,16.0,17.0,93.0,481,2.0,6.0,1.0,4.0,12.0,18.0,2.0,8.0,8.0,38.0,4.0,54.0,6.0,,,15.0,5.0,2.0,,56.0,16.0,72.0,13.0,38.0,10.0,160.0,2.0,2.0,2.0,7.0,,9.0,4.0,13.0,1.0,4.0,3.0,20.0,5.0,13.0,9.0,7.0,29.0,15.0,4.0,9,,,1.0,11.0,,,18.0,2.0,4.0,6.0,2.0,,,,,,,,36.0,163,1.0,1.0,0.06896551724137931,0.06896551724137931,0.3333333333333333,0.375,0.25,0.375,0.5087719298245614,0.3333333333333333,0.6666666666666666,0.5205479452054794,0.2857142857142857,0.5769230769230769,0.5632911392405063,0.2857142857142857,0.6206896551724138,0.2191780821917808,,0.03508771929824561,,,22.085889570552148,0.6896551724137931,,0.05343511450381679,0.017391304347826087,0.0392156862745098,0.03508771929824561,0.04945054945054945,0.023255813953488372,,0.037037037037037035,0.02040816326530612,0.024390243902439025,0.0625,0.03125,0.022222222222222223,0.09259259259259259,0.05128205128205128,,0.02857142857142857,,0.1095890410958904,0.75,0.75,0.3333333333333333,0.3287671232876712,0.5833333333333334,0.6363636363636364,,0.3424657534246575,0.36,0.36,,0.0136986301369863,1.0,1.0,1.0,0.2054794520547945,0.3333333333333333,0.3333333333333333,0.2,,,0.14285714285714285,0.11538461538461539,0.6666666666666666,0.038461538461538464,1.0,0.2692307692307692,0.14285714285714285,0.3287671232876712,0.3333333333333333,0.45187739726027404,0.41197999999999996,0.4650788461538461,0.07792207792207792,0.09836065573770492,0.043010752688172046,0.40860215053763443,11.884210526315789,25.25,0.3919239904988123,,3.0,8.0,,1.0,2.0,1.0,,1.0,0.08333333333333333,,,,,,,,,,,,,,,,,,12.0,,,,,,,,True,
201162,1610612756,Jared Dudley,Jared Dudley,201162,PHX,34396.0,573,-81.0,1101,1104,310,284,143.0,2205,36.0,49.0,8.0,13.0,12.0,16.0,8.0,19.0,15.0,46.0,6.0,26.0,,7.0,19.0,49.0,5.0,9.0,19.0,59.0,114.0,25.0,75.0,53.0,246.0,1249,14.0,24.0,7.0,34.0,18.0,28.0,9.0,26.0,14.0,77.0,64.0,54.0,75.0,18.0,,49.0,19.0,6.0,,19.0,6.0,25.0,5.0,11.0,8.0,56.0,13.0,23.0,12.0,45.0,3.0,60.0,39.0,99.0,5.0,29.0,21.0,12.0,4.0,8.0,12.0,4.0,24.0,8.0,19.0,41,2.0,4.0,3.0,61.0,7.0,3.0,69.0,7.0,,32.0,6.0,7.0,5.0,,2.0,7.0,3.0,,77.0,310,,5.0,0.5423728813559322,0.64,1.0,0.3333333333333333,0.34615384615384615,0.3333333333333333,0.5175438596491229,0.5833333333333334,0.6428571428571429,0.5105820105820106,0.45161290322580644,0.5833333333333334,0.5590909090909091,0.5,0.6311475409836066,0.3968253968253968,,0.05263157894736842,0.08163265306122448,,18.984375,0.5,0.08333333333333333,0.12228260869565218,0.06784660766961652,0.09448818897637795,0.08783783783783784,0.11515151515151516,0.07392197125256673,0.07272727272727272,0.05660377358490566,0.07317073170731707,0.09821428571428571,0.05555555555555555,0.08849557522123894,0.09649122807017543,0.1702127659574468,0.06097560975609756,0.15555555555555556,0.05154639175257732,0.42857142857142855,0.25925925925925924,0.7346938775510204,0.8,0.6111111111111112,0.10052910052910052,0.42105263157894735,0.4444444444444444,0.25,0.24338624338624337,0.32608695652173914,0.3333333333333333,0.5333333333333333,0.13756613756613756,0.23076923076923078,0.23076923076923078,1.0,0.25925925925925924,0.3877551020408163,0.3877551020408163,1.0,0.41935483870967744,0.6153846153846154,0.16129032258064516,0.2962962962962963,0.75,0.12962962962962962,,0.35185185185185186,0.47368421052631576,0.656084656084656,0.3877551020408163,0.5300925925925926,0.5346416666666667,0.561636111111111,0.14953271028037382,0.2302158273381295,0.13821138211382114,0.3130081300813008,9.590350877192984,24.63866666666667,0.2815622161671208,6.0,1.0,,3.0,8.0,,3.0,3.0,1.0,0.05263157894736842,0.05357142857142857,0.125,,2.0,,,3.0,,,,0.021739130434782608,0.06451612903225806,,,,,,,,,,,,,,True,
201609,1610612756,Goran Dragic,Goran Dragic,201609,PHX,22986.0,383,-92.0,722,734,201,164,95.0,1456,27.0,40.0,1.0,2.0,6.0,8.0,8.0,28.0,15.0,31.0,1.0,6.0,,3.0,18.0,53.0,5.0,1.0,9.0,50.0,99.0,19.0,59.0,27.0,184.0,850,2.0,5.0,6.0,14.0,14.0,26.0,1.0,12.0,12.0,43.0,10.0,90.0,39.0,4.0,1.0,52.0,18.0,9.0,1.0,51.0,18.0,69.0,14.0,33.0,9.0,156.0,4.0,4.0,8.0,18.0,3.0,29.0,8.0,37.0,1.0,19.0,12.0,26.0,4.0,21.0,19.0,5.0,45.0,17.0,20.0,40,1.0,2.0,1.0,51.0,,5.0,43.0,4.0,2.0,15.0,6.0,1.0,,1.0,,1.0,,,43.0,201,3.0,4.0,0.1,0.10416666666666667,0.6842105263157895,0.3220338983050847,0.08333333333333333,0.3275862068965517,0.5050505050505051,0.4,0.5384615384615384,0.49683544303797467,0.45454545454545453,0.40789473684210525,0.5198863636363636,0.5,0.4772727272727273,0.37341772151898733,0.01694915254237288,0.09090909090909091,0.075,,26.290516206482593,0.5777777777777777,0.125,0.07317073170731707,0.018604651162790697,0.1095890410958904,0.037037037037037035,0.08150470219435736,0.02476780185758514,0.015873015873015872,0.024390243902439025,0.014285714285714285,0.024096385542168676,0.08,0.027777777777777776,0.12658227848101267,0.06315789473684211,0.10204081632653061,0.125,0.012987012987012988,,0.25316455696202533,0.675,0.7297297297297297,0.07407407407407407,0.17721518987341772,0.2857142857142857,0.34782608695652173,,0.1962025316455696,0.4838709677419355,0.5,0.2,0.0379746835443038,0.16666666666666666,0.2,1.0,0.33544303797468356,0.33962264150943394,0.33962264150943394,0.6666666666666666,0.18181818181818182,0.5,0.45454545454545453,0.21052631578947367,0.75,0.07894736842105263,,0.23684210526315788,0.1111111111111111,0.6265822784810127,0.34615384615384615,0.5160009554140129,0.5145555555555557,0.48940789473684204,0.09411764705882353,0.13636363636363635,0.07608695652173914,0.23369565217391305,8.556565656565656,25.583050847457635,0.278393351800554,4.0,4.0,9.0,,7.0,2.0,2.0,,1.0,0.17857142857142858,,,,1.0,2.0,2.0,10.0,,1.0,0.3333333333333333,0.03225806451612903,0.09090909090909091,,,0.4,1.0,0.016666666666666666,18.0,1.0,,,,,,0.16666666666666666,True,
201947,1610612756,Earl Clark,Earl Clark,201947,PHX,2142.0,36,4.0,74,72,33,34,11.0,146,1.0,3.0,,1.0,,2.0,,1.0,4.0,7.0,,,,,,,,,,5.0,11.0,,,4.0,14.0,74,,3.0,,,2.0,6.0,,,1.0,5.0,4.0,6.0,,,,,,1.0,,3.0,,3.0,,1.0,1.0,6.0,1.0,2.0,1.0,6.0,1.0,8.0,4.0,12.0,,,,1.0,,1.0,,,1.0,1.0,1.0,2,,,,4.0,,,8.0,,,4.0,,2.0,1.0,,1.0,2.0,1.0,,5.0,33,,,0.4,0.4,,,,,0.45454545454545453,,0.3333333333333333,0.45454545454545453,,0.3333333333333333,0.4666666666666667,,0.3125,,,0.09090909090909091,0.3333333333333333,,18.6046511627907,1.0,0.25,0.2222222222222222,0.10526315789473684,0.125,0.14285714285714285,0.2,0.11538461538461539,0.16666666666666666,,0.1,0.16666666666666666,,0.3,0.25,0.15384615384615385,0.25,,,0.5,0.2727272727272727,0.3333333333333333,0.5,,0.09090909090909091,,,,0.6363636363636364,0.5714285714285714,0.5714285714285714,0.5,,,,,,,,,0.3333333333333333,,,0.3333333333333333,,,,,,0.2727272727272727,,0.4818818181818182,0.5322,0.48475,0.26666666666666666,0.26666666666666666,,0.35714285714285715,13.154545454545456,,0.44594594594594594,,,1.0,1.0,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,True,
202081,1610612756,Garret Siler,Garret Siler,202081,PHX,3910.0,65,5.0,138,140,59,67,21.0,278,6.0,10.0,2.0,4.0,1.0,4.0,4.0,10.0,,,,,,,,,,,,10.0,20.0,,,10.0,30.0,147,4.0,8.0,,10.0,5.0,10.0,,,8.0,18.0,8.0,12.0,,8.0,,,,3.0,,1.0,,1.0,,1.0,,2.0,3.0,5.0,4.0,6.0,,10.0,10.0,20.0,1.0,1.0,1.0,2.0,,,1.0,2.0,3.0,1.0,9.0,13,,,,11.0,,,19.0,1.0,,6.0,4.0,2.0,,,2.0,2.0,2.0,2.0,18.0,59,2.0,4.0,0.4,0.6666666666666666,,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5172413793103449,0.45454545454545453,0.5294117647058824,,,0.15,0.2,,19.16167664670659,0.6666666666666666,,0.17142857142857143,0.1111111111111111,0.25,0.23076923076923078,0.19607843137254902,0.13793103448275862,0.125,0.11764705882352941,0.08333333333333333,0.3333333333333333,,0.18181818181818182,0.1111111111111111,0.2,0.2727272727272727,0.2,0.14285714285714285,1.0,0.5,0.6,0.75,0.5,0.5,0.4,0.4444444444444444,0.25,,,,,,,,,,,,,0.5,0.5,,0.4,0.25,,,,,0.5,,0.53323,0.46690000000000004,0.5140699999999999,0.24,0.24,0.3333333333333333,0.6,3.4299999999999997,,0.427536231884058,2.0,,,2.0,,,,,,0.1,0.125,,,,,,1.0,,,,,,,,,,,,,,,,,,,True,
