EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,BlockingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Fouls,BlockedShortMidRange,OffShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,SecondChanceShotQualityAvg,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,AtRimAssists,BadPassSteals,ShootingFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Avg3ptShotDistance,ThreePtAssists,Arc3Assists,Corner3Assists,NonShootingPenaltyNonTakeFouls,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,NonHeaveArc3FGM,LostBallOutOfBoundsTurnovers,Charge Fouls Drawn,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,DefThreePtRebounds,SecondChanceTurnovers,Charge Fouls,DefThreePtReboundPct,DefArc3ReboundPct,ShortMidRangePctAssisted,ShortMidRangeAssists,OffArc3ReboundPct,on,HeaveAttempts,FTOffRebounds,SelfOReb,LostBallTurnovers,Travels,BlockingFouls,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,Blocked3s,BlockedArc3,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,AtRimPctBlocked,LongMidRangePctBlocked,OffFTReboundPct,OffAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,Fg3aBlocked,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,BlockedCorner3,Corner3PctBlocked,Clear Path Fouls
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,600.0,10,13,22,22,12.0,21.0,2.0,44,1.0,2.0,2.0,3.0,3.0,5.0,3.0,9.0,18,1.0,1.0,1.0,3.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,6.0,2.0,8.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,12.0,0.6666666666666666,1.0,0.6,1.0,0.5,0.6,1.0,0.5,0.75,1.5,0.6666666666666666,0.2,0.5,28.0,1.0,1.0,0.2777777777777778,0.25,1.0,0.2777777777777778,0.4,0.5,1.0,0.3333333333333333,0.375,0.1428571428571428,0.6666666666666666,0.4,0.5,1.0,0.6,0.6666666666666666,0.6666666666666666,1.0,0.4724199999999999,0.5367999999999999,0.5,0.5,0.3333333333333333,0.4444444444444444,12.02,0.5454545454545454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,134.0,2,-1,5,7,5.0,7.0,,12,,,,,,,4.0,4.0,8,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,2.0,,4.0,,,,,,,4.0,5.0,,,,,,,,,1.0,,1.0,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201971,1610612759,DeJuan Blair,DeJuan Blair,201971,SAS,1284.0,21,9,44,43,26.0,26.0,3.0,87,1.0,3.0,,1.0,2.0,5.0,1.0,5.0,37,1.0,1.0,,2.0,2.0,3.0,,4.0,2.0,2.0,,,,,,,,1.0,3.0,,3.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,,3.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,26.0,0.5,0.5,0.4,1.0,0.6666666666666666,0.4,1.0,0.6666666666666666,0.4166666666666667,1.0,0.6666666666666666,,,16.666666666666668,0.5,,0.1111111111111111,0.1111111111111111,,0.1,0.0769230769230769,,,0.25,,0.1666666666666666,0.5,0.6,0.3333333333333333,0.3333333333333333,0.2,,,,0.4871,0.5258999999999999,0.3333333333333333,0.3333333333333333,0.4,0.8,9.98,0.5909090909090909,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1666666666666666,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.2,0.7895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202082,1610612759,Larry Owens,Larry Owens,202082,SAS,1862.0,31,4,66,68,41.0,46.0,4.0,134,1.0,2.0,1.0,1.0,2.0,3.0,2.0,9.0,63,,,,,2.0,3.0,2.0,9.0,,4.0,,,1.0,1.0,,2.0,,,4.0,,4.0,,4.0,,,,,2.0,,4.0,,,,,,,9.0,41.0,,,0.6666666666666666,,0.6666666666666666,0.5833333333333334,,0.7,0.5625,,0.6428571428571429,,,11.267605633802818,,,0.1176470588235294,,,0.1025641025641025,,,,,0.2142857142857142,0.0625,,0.3333333333333333,0.5,0.5,0.1666666666666666,1.0,1.0,,0.4775999999999999,0.48255,,,,1.0,9.866666666666667,0.6212121212121212,1.0,2.0,2.0,,,,,,,2.0,1.0,,,4.0,,,,,,,,,,,,0.5,,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.5,1.0,0.1666666666666666,0.4,0.5,23.866666666666664,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,600.0,10,13,22,22,12.0,21.0,2.0,44,1.0,2.0,2.0,3.0,4.0,6.0,2.0,10.0,18,,,,,,,2.0,2.0,2.0,6.0,,1.0,3.0,5.0,3.0,12.0,,,1.0,,1.0,,1.0,2.0,2.0,2.0,2.0,1.0,,2.0,,,,,,,2.0,12.0,0.25,0.25,0.6666666666666666,,,0.6666666666666666,,,0.7142857142857143,,1.0,0.1666666666666666,0.5,36.0,1.0,,0.0555555555555555,,,0.0555555555555555,,,,,0.125,,,0.3333333333333333,0.5,1.0,0.5,0.6666666666666666,0.6666666666666666,0.5,0.4689333333333333,,,,,0.2,10.4,0.5454545454545454,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,0.1666666666666666,1.0,1.0,,,,,,,0.1666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202390,1610612759,Gary Neal,Gary Neal,202390,SAS,1234.0,21,2,42,43,21.0,22.0,3.0,85,1.0,2.0,1.0,1.0,2.0,3.0,,7.0,43,,,,,1.0,1.0,,5.0,2.0,2.0,,,1.0,1.0,,2.0,,,1.0,,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,5.0,21.0,0.5,0.5,0.6666666666666666,,1.0,0.4375,,0.8333333333333334,0.4375,,0.8333333333333334,,,19.565217391304348,,,0.0555555555555555,,,0.0526315789473684,,,,,0.1428571428571428,,,0.25,0.5,0.5,0.125,1.0,1.0,1.0,0.46893125,0.5220333333333333,,,,0.7142857142857143,10.966666666666669,0.5,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.625,,,1.0,,,4.0,1.0,5.0,1.0,2.0,3.0,4.0,1.0,,,1.0,0.2,0.5,0.2,0.625,0.125,,,,0.5,,,25.5,,,,,1.0,1.0,2.0,1.0,1.0,1.0,0.25,0.25,1.0,0.6666666666666666,0.5,0.25,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210,1610612759,Richard Jefferson,Richard Jefferson,2210,SAS,352.0,6,-2,16,15,8.0,13.0,1.0,31,,,,,,,1.0,1.0,12,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,2.0,,2.0,,,1.0,,1.0,,2.0,,,,,,,1.0,8.0,,,,,,,,,0.5,,0.5,,,11.76470588235294,,0.5,,,,0.125,,,,,,,,,,,,,,,,,,,,1.0,,0.5,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,0.5,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,1610612759,Antonio McDyess,Antonio McDyess,686,SAS,122.0,2,2,5,5,5.0,5.0,1.0,10,,,,,,,,,6,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,0.3333333333333333,,,0.3333333333333333,,,,,,0.5,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200809,1610612759,Chris Quinn,Chris Quinn,200809,SAS,1262.0,21,-9,44,46,29.0,25.0,2.0,90,2.0,3.0,,,2.0,3.0,,4.0,45,,,,,1.0,1.0,,2.0,2.0,2.0,,,2.0,3.0,1.0,7.0,,,1.0,,2.0,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,2.0,29.0,0.5,0.5,0.6666666666666666,,1.0,0.5,,0.5,0.5,,0.5,,,10.869565217391305,1.0,,0.0625,,,0.0952380952380952,,,,,,0.1111111111111111,,0.75,0.6666666666666666,0.6666666666666666,,,,,0.4854,0.5152,,,,0.5,6.533333333333334,0.6590909090909091,,,,,,,,,,,,,,4.0,,,,,,,,,,,,0.25,,,,,,1.0,,1.0,,1.0,,1.0,1.0,,2.0,,,,,0.25,,,,,0.25,,,24.9,1.0,,1.0,1.0,,,1.0,,,,,,,0.5,,,1.0,,,0.2,0.2,0.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201168,1610612759,Tiago Splitter,Tiago Splitter,201168,SAS,1262.0,21,-9,44,46,29.0,25.0,2.0,90,,,,,3.0,3.0,5.0,11.0,45,1.0,1.0,,2.0,1.0,1.0,3.0,5.0,4.0,2.0,,,1.0,1.0,,2.0,1.0,,3.0,,4.0,1.0,5.0,,,1.0,,6.0,1.0,8.0,,3.0,,,,,5.0,29.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.7857142857142857,1.0,0.625,,,17.391304347826086,,,0.1875,,0.125,0.1904761904761904,0.0714285714285714,,,,0.1666666666666666,0.2222222222222222,,,,,,,,,0.6708666666666666,0.8061,0.5,0.5,0.1818181818181818,0.4545454545454545,1.3333333333333333,0.6590909090909091,,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,,,,1.0,2.0,,,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,0.2,0.2,,1.0,0.1428571428571428,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
