EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,TwoPtAssists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,Arc3PctBlocked,DefShortMidRangeReboundPct,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,PtsUnassisted3s,HeaveAttempts,AtRimAssists,OffThreePtRebounds,OffThreePtReboundPct,OffCorner3ReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,PenaltyCorner3FGM,PenaltyFG3M,SelfOReb,Steals,BadPassSteals,Offensive Fouls,BlockedAtRim,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,OffAtRimReboundPct,OffArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Accuracy,PenaltyFtPoints,PenaltyTurnovers,Loose Ball Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,NonShootingFoulsDrawn,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,StepOutOfBoundsTurnovers,SecondChanceTurnovers,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,LostBallSteals,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Travels,LongMidRangePctBlocked,PenaltyArc3FGM,ThreePtShootingFoulsDrawn,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Charge Fouls,SecondChanceAtRimPctAssisted,DefensiveGoaltends,on,FTOffRebounds,LostBallOutOfBoundsTurnovers,BlockingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,OffensiveGoaltends,OffFTReboundPct,BlockingFouls,BlockedCorner3,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,HeaveMakes,Clear Path Fouls,Corner3PctBlocked
101138,1610612753,Brandon Bass,Brandon Bass,101138,ORL,3530.0,59,-3,102,109,13,21,9,211,4.0,5.0,2.0,5.0,7.0,13.0,13.0,23,7.0,33.0,109,2.0,2.0,2.0,6.0,3.0,3.0,6.0,22.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,6.0,1.0,9.0,2.0,11.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,6.0,1.0,7.0,1.0,4.0,2.0,2.0,2.0,6.0,13,0.8461538461538461,0.9166666666666666,0.5652173913043478,1.0,1.0,0.5652173913043478,1.0,1.0,0.6346153846153846,1.0,1.0,0.043478260869565216,0.2,26.785714285714285,0.75,0.3333333333333333,0.15789473684210525,0.05128205128205128,0.13333333333333333,0.1509433962264151,0.04,0.125,0.36363636363636365,0.11764705882352941,0.1111111111111111,0.16666666666666666,0.21739130434782608,0.8,1.0,0.75,0.21739130434782608,0.4,0.4,1.0,0.5652173913043478,0.5384615384615384,0.5384615384615384,0.8571428571428571,0.21739130434782608,0.45594782608695644,0.4315,0.42043333333333327,0.15384615384615385,0.15384615384615385,0.18181818181818182,0.18181818181818182,12.282608695652174,0.12745098039215685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1713,1610612753,Vince Carter,Vince Carter,1713,ORL,1758.0,29,2,53,55,11,22,3,108,3.0,3.0,1.0,1.0,,2.0,4.0,6,3.0,14.0,60,,1.0,,,1.0,1.0,2.0,,8.0,,,1.0,6.0,,13.0,,1.0,3.0,,4.0,,4.0,1.0,,,,1.0,1.0,2.0,3.0,1.0,,4.0,,1.0,,,,2.0,11,,,0.6666666666666666,,1.0,0.55,,0.3333333333333333,0.5909090909090909,,0.3333333333333333,,,21.428571428571427,1.0,,0.14285714285714285,,0.2,0.15384615384615385,,,0.2,0.1111111111111111,,0.5,0.3,1.0,1.0,,0.1,1.0,1.0,,0.2,,,,0.7,0.52838,,0.5541666666666667,0.09090909090909091,0.14285714285714285,,0.14285714285714285,7.683333333333333,0.20754716981132076,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,5.0,1.0,2.0,3.0,2.0,1.0,0.25,0.25,0.4,0.25,0.3333333333333333,0.14285714285714285,0.1,0.3,0.3333333333333333,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,25.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1715,1610612753,Jason Williams,Jason Williams,1715,ORL,2046.0,34,15,59,62,16,18,5,121,,,,,,1.0,,1,,6.0,54,,,,,,,,,,,,1.0,7.0,1.0,15.0,,2.0,1.0,,3.0,1.0,4.0,1.0,,1.0,,,1.0,1.0,2.0,,,,,,,,,,16,,,,,,0.375,,,0.375,,,,,13.846153846153845,1.0,,0.037037037037037035,,0.25,0.08571428571428572,0.043478260869565216,,,0.06666666666666667,0.2,0.3333333333333333,,,,,,,,,0.125,,,,0.875,0.5410999999999999,,0.5661,,,,,18.7,0.2711864406779661,,,1.0,,2.0,6.0,2.0,2.0,7.0,2.0,3.0,5.0,2.0,,6.0,,2.0,1.0,,0.5,0.2857142857142857,0.3333333333333333,0.875,,,,0.125,0.75,0.3333333333333333,0.3333333333333333,0.5,,,,1.0,0.4,30.457142857142856,3.0,1.0,3.0,1.0,0.08333333333333333,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1740,1610612753,Rashard Lewis,Rashard Lewis,1740,ORL,1695.0,28,-3,49,54,13,23,3,103,1.0,2.0,3.0,4.0,,1.0,4.0,7,1.0,12.0,63,1.0,1.0,,2.0,1.0,2.0,5.0,2.0,6.0,2.0,,,1.0,,2.0,1.0,,4.0,,4.0,2.0,6.0,1.0,,1.0,1.0,,2.0,,3.0,4.0,,3.0,1.0,2.0,1.0,,1.0,5.0,13,0.25,0.3333333333333333,0.5714285714285714,1.0,0.5,0.6875,1.0,0.8333333333333334,0.6666666666666666,1.0,0.8333333333333334,,,21.153846153846153,0.5,,0.18181818181818182,0.08333333333333333,,0.14814814814814814,0.11764705882352941,,0.16666666666666666,0.2222222222222222,,,0.25,0.5,0.5,,0.5,0.75,0.75,0.3333333333333333,0.125,,,,0.375,0.4846125,0.6686,0.6300333333333333,0.2222222222222222,0.25,0.16666666666666666,0.4166666666666667,8.471428571428572,0.2653061224489796,1.0,2.0,1.0,1.0,,,,1.0,1.0,1.0,3.0,,,,1.0,,1.0,,,1.0,1.0,1.0,0.125,,,0.14285714285714285,0.125,,,,,0.6666666666666666,0.5,0.3333333333333333,,,22.6,,,,1.0,0.2,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2124,1610612753,Malik Allen,Malik Allen,2124,ORL,10697.0,178,-56,332,342,113,104,43,674,6.0,8.0,1.0,7.0,4.0,16.0,11.0,31,1.0,23.0,371,3.0,7.0,1.0,7.0,6.0,15.0,13.0,14.0,8.0,6.0,1.0,4.0,4.0,4.0,12.0,11.0,,19.0,1.0,20.0,12.0,32.0,,1.0,,3.0,,3.0,20.0,30.0,6.0,3.0,2.0,,,4.0,2.0,4.0,13.0,113,0.6363636363636364,0.875,0.3548387096774194,0.42857142857142855,0.4,0.3548387096774194,0.42857142857142855,0.4,0.359375,0.4375,0.40625,0.03225806451612903,,8.997429305912597,,0.08333333333333333,0.15702479338842976,0.09166666666666666,,0.125,0.0670391061452514,0.06779661016949153,0.11764705882352941,0.21818181818181817,,,0.25806451612903225,0.75,0.75,0.5,0.22580645161290322,0.14285714285714285,0.16666666666666666,1.0,0.5161290322580645,0.25,0.25,0.75,0.25806451612903225,0.44665161290322586,0.61676,0.4405,,,0.30434782608695654,0.5652173913043478,12.345161290322583,0.34036144578313254,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,0.09375,,,,,,0.26666666666666666,0.75,,,,,,,,1.0,0.01694915254237288,,3.0,5.0,,,,,1.0,1.0,1.0,2.0,2.0,2.0,,0.07407407407407407,0.02040816326530612,,0.5,,,,0.7142857142857143,0.6,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.14705882352941177,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2047,1610612753,Quentin Richardson,Quentin Richardson,2047,ORL,4517.0,75,-10,142,144,57,47,17,286,5.0,10.0,1.0,4.0,1.0,4.0,7.0,18,3.0,23.0,141,1.0,2.0,,2.0,3.0,9.0,7.0,,14.0,2.0,3.0,,4.0,,8.0,2.0,3.0,8.0,4.0,15.0,2.0,17.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,6.0,,4.0,,2.0,,,,7.0,57,,,0.3888888888888889,0.5,0.3333333333333333,0.30303030303030304,0.5,0.2,0.32857142857142857,0.5,0.21875,0.16666666666666666,0.3,23.456790123456788,0.6666666666666666,0.5714285714285714,0.14545454545454545,0.046511627906976744,0.17647058823529413,0.1527777777777778,0.027777777777777776,,0.07142857142857142,0.15384615384615385,0.2222222222222222,0.125,0.30303030303030304,0.5,0.7142857142857143,,0.12121212121212122,0.25,0.25,,0.12121212121212122,0.25,0.25,,0.7575757575757576,0.4891781250000001,0.5265,0.4896357142857143,0.05714285714285714,0.1,0.08695652173913043,0.30434782608695654,7.550000000000001,0.4014084507042254,3.0,7.0,5.0,3.0,2.0,10.0,3.0,2.0,15.0,6.0,6.0,10.0,2.0,,4.0,,1.0,1.0,,1.0,0.13333333333333333,0.13333333333333333,0.45454545454545453,,,0.2,0.15151515151515152,0.30303030303030304,0.2,0.2,1.0,0.4666666666666667,0.42857142857142855,0.2,0.2,0.2,25.84666666666667,,,2.0,,,,1.0,2.0,,,,,1.0,1.0,,,,,,0.25,,,,,,,1.0,0.5,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2768,1610612753,Chris Duhon,Chris Duhon,2768,ORL,4050.0,68,-5,127,132,53,32,17,259,8.0,8.0,1.0,2.0,1.0,2.0,10.0,12,2.0,25.0,125,,,,,4.0,4.0,8.0,2.0,18.0,,1.0,4.0,10.0,4.0,24.0,,2.0,4.0,,6.0,,6.0,5.0,2.0,3.0,3.0,2.0,8.0,1.0,1.0,7.0,,3.0,1.0,2.0,1.0,1.0,1.0,8.0,53,0.1,0.1,0.8333333333333334,,1.0,0.6052631578947368,,0.5714285714285714,0.625,,0.5714285714285714,0.08333333333333333,,18.666666666666668,0.625,,0.08695652173913043,,0.11764705882352941,0.09523809523809523,,,,0.16,0.18181818181818182,,0.42105263157894735,1.0,1.0,0.125,0.10526315789473684,0.5,1.0,,0.10526315789473684,0.5,0.5,,0.7894736842105263,0.5029710526315789,,0.44171428571428567,0.1,0.15384615384615385,,0.32,5.641666666666667,0.41732283464566927,3.0,3.0,1.0,,,6.0,3.0,1.0,7.0,3.0,3.0,6.0,,,6.0,,,3.0,,1.0,0.14285714285714285,0.14285714285714285,0.3684210526315789,,,,0.05263157894736842,0.3157894736842105,,,,0.42857142857142855,1.0,,0.42857142857142855,,25.814285714285717,,,3.0,,,,,,1.0,,,,3.0,3.0,,,,,,,,,,1.0,1.0,1.0,,,,,6.0,,1.0,2.0,,,,,0.5,,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
200755,1610612753,JJ Redick,JJ Redick,200755,ORL,2833.0,47,-31,91,91,27,25,16,182,2.0,3.0,2.0,4.0,3.0,4.0,7.0,11,2.0,19.0,103,1.0,2.0,1.0,6.0,1.0,2.0,4.0,8.0,6.0,,,,1.0,,2.0,,1.0,4.0,,5.0,1.0,6.0,2.0,,2.0,,,2.0,,1.0,6.0,1.0,4.0,1.0,1.0,,,,4.0,27,0.5714285714285714,0.5714285714285714,0.6363636363636364,0.5,0.5,0.5666666666666667,0.8333333333333334,0.5,0.6,1.0,0.75,,,15.315315315315313,1.0,,0.11764705882352941,,0.2,0.1282051282051282,0.02,,,0.05263157894736842,0.3333333333333333,,0.2,0.6666666666666666,0.6666666666666666,0.5,0.26666666666666666,0.5,0.5,0.5,0.26666666666666666,0.75,0.75,0.6666666666666666,0.4666666666666667,0.4666499999999999,0.473375,0.34969999999999996,0.06666666666666667,0.09090909090909091,0.3157894736842105,0.21052631578947367,9.963636363636365,0.2967032967032967,1.0,1.0,,,1.0,4.0,,1.0,4.0,,3.0,4.0,1.0,,1.0,,,,3.0,1.0,0.25,0.25,0.26666666666666666,,,0.3,,0.26666666666666666,0.25,0.25,1.0,0.5,1.0,,,0.25,25.450000000000003,,,1.0,1.0,0.06666666666666667,,1.0,1.0,,,,1.0,2.0,1.0,,,,,,,0.07692307692307693,0.14285714285714285,,,,,0.3333333333333333,1.0,,2.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2240,1610612753,Gilbert Arenas,Gilbert Arenas,2240,ORL,3378.0,56,-41,108,111,45,39,18,219,3.0,4.0,1.0,3.0,2.0,11.0,6.0,18,3.0,21.0,127,1.0,2.0,2.0,4.0,1.0,7.0,4.0,,12.0,,3.0,,5.0,,10.0,2.0,,2.0,,2.0,3.0,5.0,4.0,,3.0,2.0,1.0,6.0,3.0,6.0,5.0,,4.0,,1.0,,,,4.0,45,,,0.3333333333333333,0.5,0.14285714285714285,0.3103448275862069,0.5,0.1111111111111111,0.3387096774193548,0.6666666666666666,0.2,0.16666666666666666,,28.46153846153846,0.6666666666666666,,0.0625,0.0425531914893617,,0.047619047619047616,0.04477611940298507,,,0.06666666666666667,,,0.13793103448275862,0.75,0.75,,0.10344827586206896,0.3333333333333333,0.5,,0.3793103448275862,0.18181818181818182,0.2222222222222222,,0.5172413793103449,0.4772034482758621,0.6524,0.41207222222222223,0.03333333333333333,0.05263157894736842,0.19047619047619047,0.19047619047619047,13.494444444444444,0.4166666666666667,1.0,1.0,,,2.0,11.0,2.0,2.0,11.0,2.0,6.0,11.0,2.0,,5.0,,,3.0,,1.0,0.18181818181818182,0.18181818181818182,0.3793103448275862,,,0.125,,0.3793103448275862,0.18181818181818182,0.18181818181818182,1.0,0.1111111111111111,1.0,,0.2222222222222222,0.18181818181818182,27.05454545454545,,,2.0,1.0,0.05,0.5,1.0,2.0,,,,1.0,5.0,4.0,1.0,,,1.0,,0.07692307692307693,,0.058823529411764705,,,,,1.0,0.5,,2.0,,,1.0,1.0,1.0,,,1.0,0.3333333333333333,0.08333333333333333,,,,,,,1.0,,,,,1.0,0.18181818181818182,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2749,1610612753,Jameer Nelson,Jameer Nelson,2749,ORL,3876.0,65,-22,121,122,41,45,14,243,2.0,4.0,1.0,3.0,3.0,7.0,6.0,14,8.0,41.0,139,,,,,2.0,4.0,19.0,,12.0,,2.0,5.0,9.0,4.0,23.0,,1.0,4.0,1.0,6.0,,6.0,5.0,2.0,2.0,2.0,3.0,7.0,4.0,9.0,6.0,,9.0,,1.0,,,,19.0,41,,,0.42857142857142855,,0.5,0.5892857142857143,,0.8125,0.640625,,0.8636363636363636,0.14285714285714285,0.25,27.464788732394368,0.7142857142857143,0.2,0.09302325581395349,,0.14285714285714285,0.1,,,,0.15384615384615385,0.16666666666666666,,0.14285714285714285,0.5,0.6666666666666666,,0.10714285714285714,0.3333333333333333,0.5,,0.25,0.42857142857142855,0.42857142857142855,,0.6428571428571429,0.4754,0.544575,0.42301875,0.06666666666666667,0.06666666666666667,,0.4634146341463415,12.571428571428571,0.33884297520661155,,,1.0,,6.0,13.0,4.0,7.0,14.0,4.0,15.0,13.0,6.0,,4.0,1.0,1.0,3.0,,0.7142857142857143,0.5,0.5,0.5,,,0.13333333333333333,0.03571428571428571,0.4642857142857143,0.46153846153846156,0.46153846153846156,0.6666666666666666,,,,0.5,0.46153846153846156,25.557142857142853,6.0,,,,,,,,1.0,,3.0,,4.0,1.0,,,,,0.75,,,,,1.0,1.0,1.0,,,,6.0,3.0,,,,2.0,,1.0,2.0,0.3333333333333333,,,1.0,,2.0,,2.0,3.0,,1.0,,,,,3.0,1.0,0.75,0.06666666666666667,,,,True,,,,,,,,,,,,,,,,,,,
