EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3Assists,Charge Fouls Drawn,2pt And 1 Free Throw Trips,BlockedShortMidRange,ShortMidRangePctAssisted,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Loose Ball Fouls Drawn,Technical Free Throw Trips,NonShootingFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,LongMidRangePctBlocked,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,Corner3FGM,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,BadPassOutOfBoundsTurnovers,DefensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,3SecondViolations,on,FTOffRebounds,BlockingFoulsDrawn,Blocked3s,BlockedArc3,OffensiveGoaltends,OffFTReboundPct,BlockingFouls,BlockedCorner3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,HeaveMakes,Clear Path Fouls,Corner3PctBlocked
101138,1610612753,Brandon Bass,Brandon Bass,101138,ORL,12636.0,211,44,387,382,105,91,38.0,769,10.0,19.0,2.0,5.0,1.0,4.0,6.0,17.0,15.0,33.0,31.0,69.0,18.0,80.0,355,3.0,10.0,5.0,11.0,3.0,12.0,2.0,8.0,36.0,26.0,4.0,7.0,5.0,5.0,10.0,5.0,3.0,1.0,1.0,25.0,4.0,15.0,7.0,24.0,1.0,32.0,19.0,51.0,1.0,5.0,4.0,1.0,6.0,4.0,8.0,1.0,2.0,3.0,14.0,1.0,2.0,7.0,18.0,1.0,1.0,3.0,15.0,2.0,22.0,11.0,2.0,1.0,1.0,2.0,1.0,2.0,8.0,105,1.0,0.5806451612903226,0.6206896551724138,0.4492753623188406,0.3,0.25,0.4492753623188406,0.3,0.25,0.5,0.4230769230769231,0.2857142857142857,0.1014492753623188,0.1578947368421052,0.2352941176470588,21.60919540229885,0.4285714285714285,0.0909090909090909,0.1739130434782608,0.1401869158878504,0.1707317073170731,0.0677966101694915,0.1731843575418994,0.1144578313253012,0.1724137931034483,0.1212121212121212,0.1333333333333333,0.0434782608695652,0.1538461538461538,0.1212121212121212,0.1714285714285714,0.2,0.1333333333333333,0.2727272727272727,0.0333333333333333,0.5,0.2753623188405797,0.5263157894736842,0.625,0.5,0.2463768115942029,0.3529411764705882,0.4615384615384615,0.4782608695652174,0.4545454545454545,0.4545454545454545,0.8666666666666667,0.5,0.4,0.3333333333333333,0.25,0.2753623188405797,0.4326463768115942,0.4928333333333332,0.4304833333333334,0.1375,0.1375,0.1375,0.1,11.468115942028987,0.2713178294573643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
101162,1610612753,Marcin Gortat,Marcin Gortat,101162,ORL,9935.0,166,-36,293,298,37,49,30.0,591,5.0,10.0,1.0,3.0,,,4.0,13.0,2.0,5.0,11.0,28.0,10.0,32.0,319,3.0,7.0,,6.0,,1.0,2.0,2.0,16.0,6.0,4.0,6.0,8.0,2.0,10.0,1.0,2.0,2.0,4.0,22.0,8.0,6.0,7.0,21.0,5.0,33.0,14.0,47.0,,2.0,2.0,,3.0,2.0,4.0,,1.0,1.0,7.0,1.0,2.0,13.0,21.0,,1.0,2.0,8.0,,13.0,7.0,8.0,4.0,,8.0,5.0,2.0,2.0,37,,0.7272727272727273,0.8888888888888888,0.3928571428571428,0.4285714285714285,,0.3928571428571428,0.4285714285714285,,0.4705882352941176,0.375,0.5,0.2142857142857142,0.2,0.3076923076923077,12.238805970149253,0.4285714285714285,0.4545454545454545,0.203883495145631,0.0612244897959183,0.175,0.1481481481481481,0.1958041958041958,0.0921052631578947,0.0769230769230769,0.0606060606060606,0.0512820512820512,0.0975609756097561,0.3076923076923077,0.2333333333333333,0.2,0.1860465116279069,0.1612903225806451,0.2222222222222222,,0.625,0.3571428571428571,0.5,0.625,0.8,0.4642857142857143,0.3076923076923077,0.4444444444444444,0.1785714285714285,0.4,0.4,1.0,0.4285714285714285,0.3333333333333333,,,0.3571428571428571,0.45755,0.5123500000000001,0.3951,0.2058823529411764,0.2058823529411764,0.1875,0.0625,7.482142857142855,0.1262798634812286,1.0,2.0,1.0,4.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1713,1610612753,Vince Carter,Vince Carter,1713,ORL,6871.0,115,55,213,215,89,68,24.0,428,9.0,17.0,,1.0,3.0,7.0,3.0,13.0,5.0,13.0,17.0,43.0,11.0,54.0,185,1.0,4.0,,2.0,3.0,13.0,2.0,14.0,2.0,32.0,,5.0,4.0,4.0,8.0,4.0,2.0,,2.0,20.0,1.0,1.0,4.0,10.0,2.0,16.0,2.0,18.0,,3.0,3.0,,1.0,1.0,3.0,,,,4.0,,,8.0,17.0,1.0,,2.0,11.0,,16.0,5.0,,,,,,,12.0,88,2.0,0.0588235294117647,0.0588235294117647,0.3953488372093023,0.25,0.2307692307692307,0.3909090909090909,0.1666666666666666,0.3157894736842105,0.4180327868852459,0.1666666666666666,0.3333333333333333,0.1162790697674418,0.1176470588235294,0.1538461538461538,26.970954356846477,0.25,0.2,0.1351351351351351,0.0158730158730158,0.1111111111111111,0.0285714285714285,0.1272727272727272,0.0204081632653061,,0.05,,0.037037037037037,,0.0416666666666666,0.2727272727272727,0.1071428571428571,0.0833333333333333,0.1666666666666666,,,0.3090909090909091,0.5294117647058824,0.6,,0.2363636363636363,0.2307692307692307,0.2727272727272727,0.2363636363636363,0.3846153846153846,0.4166666666666667,,0.1666666666666666,,0.3684210526315789,0.4285714285714285,0.5272727272727272,0.4534027777777777,0.5067999999999999,0.4502638888888888,0.0833333333333333,0.1041666666666666,0.037037037037037,0.2592592592592592,8.688372093023256,0.4178403755868544,,1.0,,,0.3333333333333333,1.0,3.0,11.0,2.0,2.0,6.0,3.0,12.0,2.0,2.0,6.0,3.0,6.0,1.0,10.0,3.0,1.0,4.0,1.0,0.3333333333333333,0.25,0.3333333333333333,0.2727272727272727,0.2181818181818181,0.0769230769230769,0.0181818181818181,0.2,0.2727272727272727,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.3157894736842105,0.3333333333333333,0.3,28.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1715,1610612753,Jason Williams,Jason Williams,1715,ORL,3849.0,64,-12,122,121,12,19,13.0,243,2.0,2.0,,,,,,,2.0,6.0,4.0,8.0,,14.0,120,,,,,,,,,6.0,2.0,,,7.0,1.0,8.0,1.0,4.0,2.0,1.0,17.0,1.0,,,5.0,,5.0,1.0,6.0,1.0,3.0,3.0,,3.0,3.0,3.0,,,2.0,6.0,2.0,2.0,,1.0,,,1.0,,,,,,,,,,,,12,,0.75,0.75,0.5,,,0.3684210526315789,,,0.3684210526315789,,,,,,18.24817518248175,0.5,,0.1111111111111111,,,0.0416666666666666,0.0833333333333333,0.0163934426229508,,,,0.05,,0.0714285714285714,0.0909090909090909,0.15,,,0.0833333333333333,,0.1052631578947368,1.0,1.0,1.0,,,,0.3157894736842105,0.3333333333333333,0.3333333333333333,0.5,,,,,0.6842105263157895,0.519363157894737,0.50505,0.5187,,,,,15.6125,0.0983606557377049,,,,,,2.0,1.0,9.0,2.0,,1.0,2.0,11.0,2.0,,1.0,3.0,3.0,,9.0,1.0,,,,0.5,0.1818181818181818,,0.1818181818181818,0.5789473684210527,,0.1052631578947368,0.4736842105263157,0.1111111111111111,0.1111111111111111,,1.0,1.0,,0.1111111111111111,25.536363636363635,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
2554,1610612753,Mickael Pietrus,Mickael Pietrus,2554,ORL,25052.0,418,12,777,779,262,226,76.0,1556,5.0,8.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,17.0,11.0,28.0,3.0,127.0,782,2.0,5.0,,13.0,3.0,7.0,3.0,51.0,16.0,6.0,,2.0,4.0,6.0,10.0,5.0,3.0,,1.0,26.0,2.0,4.0,12.0,29.0,3.0,44.0,6.0,50.0,,10.0,8.0,2.0,5.0,3.0,9.0,3.0,2.0,3.0,14.0,,6.0,17.0,35.0,1.0,3.0,,14.0,6.0,6.0,1.0,3.0,1.0,,3.0,1.0,1.0,51.0,261,4.0,0.7272727272727273,0.7272727272727273,0.3928571428571428,0.4,0.4285714285714285,0.5391304347826087,0.4642857142857143,0.7272727272727273,0.538135593220339,0.4642857142857143,0.7083333333333334,0.0714285714285714,,0.3333333333333333,15.137614678899082,0.3571428571428571,0.1111111111111111,0.1058394160583941,0.0189573459715639,0.125,0.015267175572519,0.1108108108108108,0.0175438596491228,0.0483870967741935,,0.0121951219512195,0.0109890109890109,0.025,0.0909090909090909,0.1025641025641025,0.1153846153846153,0.1408450704225352,0.08,,0.3333333333333333,0.0695652173913043,0.625,0.625,0.8,0.0260869565217391,0.3333333333333333,0.5,0.1478260869565217,0.2941176470588235,0.3125,0.6,0.1428571428571428,0.5,0.0909090909090909,0.3333333333333333,0.8260869565217391,0.528673245614035,0.5150166666666666,0.5314969696969697,0.0086206896551724,0.0344827586206896,0.1023622047244094,0.4015748031496063,12.992857142857147,0.3371943371943371,1.0,1.0,,2.0,1.0,30.0,26.0,57.0,5.0,12.0,16.0,34.0,87.0,9.0,14.0,26.0,81.0,21.0,,57.0,26.0,2.0,,2.0,0.7941176470588235,0.3908045977011494,0.5384615384615384,0.3908045977011494,0.7565217391304347,0.0588235294117647,0.2608695652173913,0.4956521739130435,0.4561403508771929,0.4642857142857143,0.7307692307692307,0.3571428571428571,0.4848484848484848,0.75,0.4561403508771929,24.84252873563219,8.0,0.2666666666666666,0.2666666666666666,1.0,1.0,4.0,2.0,10.0,2.0,3.0,1.0,2.0,2.0,2.0,0.3333333333333333,0.0114942528735632,0.0175438596491228,1.0,0.2857142857142857,0.25,1.0,0.4,1.0,0.303030303030303,0.2,,,True,,,,,,,,,,,,,,
2749,1610612753,Jameer Nelson,Jameer Nelson,2749,ORL,10607.0,177,39,333,328,149,129,35.0,661,15.0,23.0,,,9.0,11.0,5.0,12.0,8.0,23.0,28.0,58.0,17.0,103.0,332,1.0,2.0,3.0,11.0,16.0,26.0,14.0,58.0,,56.0,,5.0,25.0,13.0,38.0,7.0,15.0,5.0,5.0,89.0,3.0,2.0,2.0,15.0,3.0,20.0,5.0,25.0,1.0,2.0,1.0,1.0,3.0,2.0,8.0,4.0,1.0,,11.0,,3.0,6.0,18.0,1.0,,,23.0,1.0,26.0,10.0,,,,,,,58.0,148,4.0,,,0.4827586206896552,0.5,0.6153846153846154,0.5119047619047619,1.0,0.6470588235294118,0.5364583333333334,0.9166666666666666,0.6744186046511628,0.0862068965517241,0.1739130434782608,0.0833333333333333,28.68632707774799,0.2727272727272727,0.2142857142857142,0.1260504201680672,0.0238095238095238,0.0425531914893617,0.0508474576271186,0.1024096385542168,0.0349650349650349,0.0454545454545454,0.0333333333333333,,0.0714285714285714,,0.064516129032258,0.0833333333333333,0.1923076923076923,0.03125,0.0666666666666666,0.025,,0.2738095238095238,0.6521739130434783,0.7894736842105263,,0.1428571428571428,0.4166666666666667,0.4545454545454545,0.2738095238095238,0.3478260869565217,0.3478260869565217,,,,0.3235294117647059,0.8181818181818182,0.5833333333333334,0.499339880952381,0.4574,0.5037661764705883,0.108695652173913,0.1515151515151515,0.1067961165048543,0.5631067961165048,10.098275862068965,0.4474474474474474,6.0,2.0,2.0,,,4.0,8.0,22.0,1.0,4.0,7.0,10.0,26.0,2.0,4.0,8.0,18.0,12.0,,22.0,8.0,1.0,,4.0,0.6,0.3846153846153846,0.5,0.3846153846153846,0.3095238095238095,,0.0476190476190476,0.2619047619047619,0.3636363636363636,0.3809523809523809,0.5,0.25,0.2058823529411764,0.5714285714285714,0.3636363636363636,25.184615384615388,2.0,0.5,0.5,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,2.0,,4.0,1.0,0.0384615384615384,0.0454545454545454,,0.25,1.0,1.0,1.0,1.0,0.0294117647058823,,1.0,,True,,,,,,,,,,,,,,
2768,1610612753,Chris Duhon,Chris Duhon,2768,ORL,11167.0,186,-15,340,348,99,80,29.0,688,4.0,12.0,1.0,1.0,2.0,4.0,3.0,3.0,2.0,5.0,9.0,20.0,1.0,31.0,344,2.0,3.0,,7.0,4.0,6.0,1.0,12.0,4.0,14.0,2.0,2.0,16.0,11.0,27.0,8.0,7.0,3.0,6.0,65.0,1.0,1.0,2.0,8.0,1.0,11.0,2.0,13.0,1.0,3.0,2.0,1.0,13.0,9.0,5.0,,4.0,1.0,18.0,1.0,9.0,2.0,6.0,,,,10.0,2.0,2.0,,,,,,,,12.0,99,1.0,0.2222222222222222,0.25,0.45,0.6666666666666666,0.6666666666666666,0.4838709677419355,0.7,0.6111111111111112,0.484375,0.7,0.6,0.1,0.1666666666666666,,13.123359580052494,0.7222222222222222,0.0909090909090909,0.0672268907563025,0.0105263157894736,0.0526315789473684,0.02,0.0636942675159235,0.0137931034482758,0.0294117647058823,,,,0.05,0.0476190476190476,,0.1076923076923077,0.0333333333333333,0.125,0.0625,,0.3870967741935484,0.3333333333333333,0.4,0.25,0.0967741935483871,1.0,1.0,0.1612903225806451,0.4,0.4,0.5,0.2,1.0,0.4444444444444444,0.5,0.7419354838709677,0.4729306451612902,0.4096166666666667,0.4660888888888889,,,0.2258064516129032,0.3870967741935484,7.015000000000001,0.2911764705882353,3.0,1.0,,,,1.0,4.0,10.0,2.0,1.0,2.0,4.0,11.0,2.0,1.0,3.0,9.0,3.0,,10.0,4.0,,,1.0,0.75,0.3636363636363636,0.3333333333333333,0.3636363636363636,0.3548387096774194,,0.032258064516129,0.3225806451612903,0.4,0.4,0.75,0.4,0.2222222222222222,0.5,0.4,25.463636363636365,,,,,,,,1.0,1.0,1.0,,4.0,,1.0,0.5,,,,,,,0.5,1.0,0.1111111111111111,,,,True,,,,,,,,,,,,,,
200755,1610612753,JJ Redick,JJ Redick,200755,ORL,11675.0,195,-47,364,365,104,77,26.0,729,6.0,8.0,,,1.0,2.0,4.0,7.0,4.0,14.0,14.0,29.0,18.0,64.0,399,,1.0,,,3.0,8.0,3.0,9.0,12.0,16.0,,,9.0,8.0,17.0,4.0,2.0,1.0,6.0,42.0,,,5.0,9.0,,14.0,,14.0,,6.0,3.0,3.0,7.0,6.0,2.0,,1.0,,9.0,,4.0,4.0,9.0,1.0,,,19.0,1.0,19.0,9.0,,,,,,,9.0,104,1.0,0.4285714285714285,0.4285714285714285,0.4827586206896552,,0.375,0.4423076923076923,,0.2142857142857142,0.5166666666666667,,0.2666666666666666,,,,17.25,0.7777777777777778,,0.073170731707317,,0.1219512195121951,,0.0853658536585365,,,,,,,,0.09375,0.0983606557377049,0.15625,,,,0.1538461538461538,0.75,0.75,0.5,0.1346153846153846,0.5714285714285714,0.5714285714285714,0.2692307692307692,0.2857142857142857,0.2857142857142857,0.25,,,0.1428571428571428,0.5,0.5961538461538461,0.5076201923076924,0.52185,0.4622678571428572,0.15,0.2432432432432432,,0.140625,11.16206896551724,0.2857142857142857,4.0,2.0,1.0,,0.5,6.0,5.0,17.0,,,5.0,6.0,23.0,2.0,,6.0,15.0,3.0,,17.0,5.0,,2.0,,0.8333333333333334,0.2608695652173913,,0.2608695652173913,0.4423076923076923,,0.1153846153846153,0.3269230769230769,0.2941176470588235,0.2941176470588235,0.8,,0.3571428571428571,,0.2941176470588235,24.530434782608697,1.0,0.1666666666666666,0.1666666666666666,1.0,,2.0,,1.0,,,,,,,,,,,0.6666666666666666,,,,,0.0714285714285714,,,,True,,,,,,,,,,,,,,
201583,1610612753,Ryan Anderson,Ryan Anderson,201583,ORL,1728.0,29,-18,56,54,22,33,6.0,110,4.0,7.0,1.0,2.0,2.0,3.0,,1.0,,1.0,4.0,9.0,6.0,17.0,59,1.0,2.0,,2.0,2.0,4.0,4.0,11.0,4.0,4.0,2.0,,,,,,,,,,1.0,1.0,2.0,5.0,1.0,8.0,2.0,10.0,,1.0,1.0,,1.0,1.0,,,,,1.0,,,4.0,5.0,,,,4.0,,7.0,3.0,2.0,2.0,,2.0,1.0,,11.0,22,,0.5,0.6666666666666666,0.4444444444444444,0.5,0.5,0.3666666666666666,0.5,0.4375,0.4722222222222222,0.5,0.55,,,,28.35820895522388,1.0,0.3333333333333333,0.238095238095238,0.05,0.3333333333333333,0.0833333333333333,0.2592592592592592,0.0625,,,0.1111111111111111,0.1,,,0.3333333333333333,0.4,0.3333333333333333,,,0.5,0.4666666666666667,0.5714285714285714,0.5714285714285714,0.5,0.0666666666666666,,,0.0666666666666666,,,,1.0,0.5,0.375,0.6666666666666666,0.8666666666666667,0.5241566666666667,0.6065,0.4942875,0.1764705882352941,0.2727272727272727,0.1176470588235294,0.6470588235294118,4.411111111111111,0.3928571428571428,,,1.0,,,,1.0,6.0,,1.0,4.0,1.0,6.0,,1.0,4.0,3.0,,,6.0,1.0,1.0,,1.0,1.0,0.1666666666666666,0.25,0.1666666666666666,0.4,,,0.4,0.1666666666666666,0.1666666666666666,1.0,,0.5,0.25,0.1666666666666666,25.23333333333333,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1740,1610612753,Rashard Lewis,Rashard Lewis,1740,ORL,12108.0,202,-19,379,387,152,137,40.0,766,6.0,9.0,1.0,2.0,2.0,3.0,4.0,14.0,7.0,14.0,17.0,37.0,14.0,75.0,409,2.0,4.0,,4.0,3.0,10.0,7.0,25.0,22.0,12.0,2.0,,2.0,7.0,9.0,4.0,1.0,1.0,,25.0,1.0,4.0,3.0,10.0,4.0,17.0,5.0,22.0,1.0,3.0,3.0,,8.0,6.0,4.0,,2.0,1.0,12.0,1.0,2.0,9.0,21.0,,3.0,1.0,11.0,,15.0,5.0,2.0,1.0,,2.0,1.0,,25.0,151,3.0,0.6470588235294118,0.6875,0.4594594594594595,0.5,0.3,0.4765625,0.4,0.45,0.5211267605633803,0.4,0.5208333333333334,,,,19.48356807511737,0.6666666666666666,0.2222222222222222,0.074074074074074,0.0380952380952381,0.0588235294117647,0.0147058823529411,0.0698924731182795,0.0289017341040462,0.032258064516129,0.027027027027027,0.054054054054054,0.024390243902439,,0.0666666666666666,0.0444444444444444,0.1,0.0789473684210526,,0.0277777777777777,0.5,0.140625,0.6666666666666666,0.6666666666666666,0.5,0.21875,0.2857142857142857,0.2857142857142857,0.21875,0.5,0.5,0.5714285714285714,0.4,0.5,0.15,0.6666666666666666,0.5625,0.4841281250000001,0.5593375,0.4886099999999999,0.072463768115942,0.119047619047619,0.0533333333333333,0.3333333333333333,10.364864864864863,0.4010554089709762,3.0,,,1.0,1.0,12.0,5.0,15.0,,1.0,6.0,9.0,27.0,1.0,4.0,10.0,27.0,,,15.0,5.0,,1.0,2.0,1.0,0.3333333333333333,0.4,0.3333333333333333,0.421875,,0.1875,0.234375,0.3333333333333333,0.3333333333333333,1.0,,0.3,0.1666666666666666,0.3333333333333333,24.688888888888886,4.0,0.3333333333333333,0.3333333333333333,1.0,,1.0,3.0,4.0,,,,1.0,,2.0,,,,,0.2,,,,,0.2,0.75,,,True,,,,,,,,,,,,,,
