EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGA,FG2A,OpponentPoints,Usage,ShortMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,Corner3FGA,FG3A,FG3APct,Corner3Frequency,AtRimFG3AFrequency,Avg3ptShotDistance,ShootingFouls,Fouls,on,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGA,FG2M,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG3A,PtsUnassisted2s,NonHeaveArc3FGA,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,FoulsDrawn,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FtPoints,SecondChanceFG3M,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,FTDefRebounds,SelfOReb,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,BlockingFouls,Charge Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Loose Ball Fouls,HeaveAttempts,OffensiveGoaltends,3SecondViolations,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,BlockedArc3,Clear Path Fouls,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,HeaveMakes,Corner3PctBlocked
101128,1610612758,Francisco Garcia,Francisco Garcia,101128,SAC,104.0,2.0,-4.0,2.0,3,3,5,1.0,1.0,4.0,50.0,1.0,0.3603,13.1,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101129,1610612758,Luther Head,Luther Head,101129,SAC,24.0,,,,1,1,1,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201590,1610612758,Donte Greene,Donte Greene,201590,SAC,104.0,2.0,-4.0,2.0,3,3,5,,,4.0,50.0,,0.60015,,1.0,1.0,1.0,1.0,1.0,23.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201616,1610612758,Darnell Jackson,Darnell Jackson,201616,SAC,24.0,,,,1,1,1,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202355,1610612758,Hassan Whiteside,Hassan Whiteside,202355,SAC,104.0,2.0,-4.0,2.0,3,3,5,,,4.0,,,,,,,,,,,2.0,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201171,1610612758,Carl Landry,Carl Landry,201171,SAC,80.0,1.0,-4.0,2.0,2,2,4,,,4.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2757,1610612758,Beno Udrih,Beno Udrih,2757,SAC,80.0,1.0,-4.0,2.0,2,2,4,,,4.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101120,1610612758,Antoine Wright,Antoine Wright,101120,SAC,1879.0,31.0,-24.0,56.0,59,18,115,1.0,4.0,70.0,13.235294117647058,0.125,0.5019875,11.625,2.0,4.0,0.5,0.25,0.625,24.125,,3.0,False,9.0,10.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.25,1.0,0.125,0.3333333333333333,0.125,0.3333333333333333,1.0,0.047619047619047616,0.07407407407407407,0.037037037037037035,0.05714285714285714,0.15384615384615385,0.125,0.125,1.0,1.0,0.25,0.25,0.3333333333333333,1.0,0.6666666666666666,1.0,0.547925,0.64275,1.0,0.16071428571428573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101128,1610612758,Francisco Garcia,Francisco Garcia,101128,SAC,83029.0,1384.0,-110.0,2747.0,2725,656,5472,35.0,250.0,2964.0,17.245696400625977,0.07383966244725738,0.5333309071729959,11.384799999999998,99.0,224.0,0.47257383966244726,0.2088607594936709,0.6518987341772152,24.469196428571422,70.0,126.0,False,718.0,376.0,63.0,85.0,4.0,5.0,130.0,11.0,15.0,125.0,126.0,560.0,10.0,19.0,25.0,67.0,47.0,66.0,125.0,20.0,74.0,109.0,24.0,133.0,51.0,18.0,26.0,15.0,45.0,72.0,711.0,0.504,0.5263157894736842,0.5221518987341772,0.6704545454545454,0.5502958579881657,0.673469387755102,0.5777777777777777,0.07974137931034483,0.019102196752626553,0.08381742738589211,0.017037037037037038,0.02616279069767442,0.0955223880597015,0.17932489451476794,0.7411764705882353,0.8289473684210527,0.2742616033755274,0.26371308016877637,0.11363636363636363,0.8,0.25,0.14150943396226415,0.5035828571428572,0.5155683962264153,0.11964285714285715,0.2613760465962869,18.0,22.0,13.0,50.0,42.0,7.0,6.0,39.0,6.0,14.0,10.0,32.0,81.0,65.0,13.0,8.0,35.0,59.0,16.0,32.0,150.0,186.0,231.0,12.0,10.0,39.0,17.0,53.0,18.0,71.0,8.0,10.0,21.0,11.0,21.0,160.0,3.0,1.0,27.0,8.0,2.0,33.0,3.0,19.0,1.0,11.0,1.0,4.0,7.0,11.0,1.0,2.0,4.0,5.0,5.0,4.0,2.0,76.0,5.0,1.0,3.0,25.0,2.0,12.0,47.0,2.0,19.0,2.0,6.0,22.0,49.0,28.0,1.0,1.0,150.0,15.0,11.0,0.7380952380952381,0.768595041322314,0.9506172839506173,0.36160714285714285,0.52,0.3404255319148936,0.36160714285714285,0.5932203389830508,0.5566037735849056,0.6157024793388429,0.068,0.10588235294117647,0.17142857142857143,0.015384615384615385,0.08421052631578947,0.011363636363636364,0.09747292418772563,0.009900990099009901,0.017123287671232876,0.014598540145985401,0.014285714285714285,0.08560311284046693,0.05952380952380952,0.0861244019138756,0.1323529411764706,0.008130081300813009,0.5714285714285714,0.7142857142857143,0.37142857142857144,0.4482758620689655,0.6153846153846154,0.38461538461538464,0.390625,0.8,0.42424242424242425,0.42424242424242425,1.0,0.312,0.312,0.8974358974358975,0.6363636363636364,1.0,0.3181818181818182,0.42857142857142855,1.0,0.20754716981132076,0.8181818181818182,0.4,0.3018867924528302,0.3125,0.312,0.05454545454545454,0.09259259259259259,0.008888888888888889,0.26785714285714285,,,,,,,,,,,,,
101129,1610612758,Luther Head,Luther Head,101129,SAC,35107.0,585.0,-107.0,1107.0,1125,303,2232,19.0,100.0,1255.0,16.627816627816628,0.11585365853658537,0.4929619631901843,10.701,13.0,64.0,0.3902439024390244,0.07926829268292683,0.6097560975609756,25.1546875,29.0,43.0,False,318.0,143.0,21.0,36.0,,1.0,45.0,,4.0,51.0,43.0,200.0,3.0,8.0,6.0,18.0,18.0,54.0,51.0,14.0,31.0,44.0,16.0,60.0,10.0,3.0,22.0,16.0,32.0,37.0,315.0,0.43,0.375,0.49085365853658536,0.6428571428571429,0.5412087912087912,0.6428571428571429,0.6875,0.08072916666666667,0.035,0.0859375,0.030710172744721688,0.05755395683453238,0.08695652173913043,0.21951219512195122,0.5833333333333334,0.7241379310344828,0.27439024390243905,0.31097560975609756,0.07142857142857142,,,0.1,0.49212222222222235,0.4945750000000001,0.09,0.2872628726287263,5.0,8.0,6.0,16.0,6.0,,2.0,19.0,4.0,6.0,5.0,14.0,25.0,39.0,4.0,,9.0,22.0,7.0,16.0,55.0,32.0,60.0,15.0,,19.0,11.0,58.0,12.0,70.0,9.0,3.0,23.0,9.0,26.0,152.0,2.0,,13.0,,3.0,7.0,3.0,10.0,,6.0,1.0,4.0,6.0,10.0,,1.0,,,,6.0,2.0,50.0,1.0,1.0,6.0,11.0,7.0,2.0,9.0,,6.0,,,3.0,9.0,7.0,,2.0,55.0,3.0,2.0,0.37209302325581395,0.37209302325581395,0.8,0.390625,0.6666666666666666,0.3888888888888889,0.390625,0.4090909090909091,0.4875,0.5625,0.11,0.19444444444444445,0.15789473684210525,0.022222222222222223,,,0.1015625,0.01652892561983471,0.047619047619047616,0.00641025641025641,0.02197802197802198,0.06172839506172839,0.08450704225352113,0.10112359550561797,0.10256410256410256,0.03529411764705882,0.7777777777777778,0.42857142857142855,0.3157894736842105,0.375,0.16666666666666666,0.35555555555555557,0.36363636363636365,0.375,0.46153846153846156,0.46153846153846156,0.8333333333333334,0.37254901960784315,0.37254901960784315,0.7894736842105263,,,0.42857142857142855,0.6666666666666666,1.0,0.2,0.625,0.5,0.35,0.35714285714285715,0.37254901960784315,0.1,0.1,0.1,0.275,1.0,,,,,,,,,,,,
