EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGM,PenaltyFG3M,PtsAssisted2s,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,SelfOReb,LostBallSteals,Charge Fouls,Loose Ball Fouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg3Pct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimPctAssisted,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,SecondChanceAtRimFGM,PtsPutbacks,Corner3Assists,OffThreePtRebounds,FTDefRebounds,LostBallOutOfBoundsTurnovers,LostBallTurnovers,BlockingFouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,RecoveredBlocks,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,StepOutOfBoundsTurnovers,Defensive 3 Seconds Violations,LongMidRangePctBlocked,OffCorner3ReboundPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Fg3aBlocked,Blocked3s,BlockedArc3,3SecondViolations,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,PenaltyCorner3Accuracy,OffensiveGoaltends,on,HeaveAttempts,FTOffRebounds,3pt And 1 Free Throw Trips,BlockedLongMidRange,OffFTReboundPct,SecondChanceCorner3PctAssisted,SecondChanceArc3PctAssisted,DefensiveGoaltends,Corner3PctBlocked,BlockedCorner3,Clear Path Fouls,HeaveMakes
1497,1610612752,Chauncey Billups,Chauncey Billups,1497,NYK,6662.0,111,-16.0,219,224,50,64,30,443,2.0,4.0,1.0,7.0,9.0,4.0,15.0,4.0,1.0,5.0,16.0,5.0,13.0,28.0,5.0,20.0,17.0,58.0,254,1.0,2.0,1.0,3.0,2.0,3.0,6.0,5.0,9.0,26.0,3.0,12.0,16.0,5.0,2.0,15.0,4.0,19.0,4.0,5.0,1.0,9.0,42.0,5.0,5.0,5.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,6.0,1.0,1.0,2.0,5.0,1.0,16.0,3.0,1.0,17.0,2.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,7.0,49,1.0,0.2,0.25,0.25,0.4642857142857143,0.5,0.6666666666666666,0.4270833333333333,0.5,0.2222222222222222,0.5185185185185185,0.75,0.4090909090909091,0.4166666666666667,0.0714285714285714,0.25,0.1111111111111111,23.80952380952381,0.5,0.0704225352112676,0.0549450549450549,0.1304347826086956,0.08,0.0833333333333333,0.5,0.6666666666666666,0.1875,0.7777777777777778,0.875,0.3125,0.2666666666666666,0.2666666666666666,0.0833333333333333,0.3333333333333333,0.3125,0.3125,0.2,0.5,0.1111111111111111,0.5555555555555556,0.5,0.3125,0.4966145833333333,0.48545,0.4937888888888888,0.1320754716981132,0.1875,0.0476190476190476,0.0517241379310344,0.1551724137931034,13.507142857142856,25.195,0.228310502283105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1853,1610612752,Anthony Carter,Anthony Carter,1853,NYK,3856.0,64,4.0,127,126,36,52,13,253,3.0,3.0,,,3.0,1.0,1.0,,,2.0,7.0,4.0,4.0,7.0,2.0,7.0,2.0,16.0,141,,,,,1.0,1.0,4.0,2.0,10.0,2.0,3.0,3.0,7.0,2.0,,11.0,2.0,13.0,2.0,5.0,3.0,3.0,28.0,7.0,8.0,9.0,4.0,3.0,5.0,1.0,5.0,3.0,1.0,8.0,1.0,2.0,3.0,10.0,,1.0,,1.0,2.0,,,,,1.0,1.0,,1.0,1.0,10.0,35,3.0,0.5,0.2857142857142857,0.2857142857142857,0.5714285714285714,,1.0,0.5,,0.8,0.5333333333333333,,0.8333333333333334,0.5,,,,15.972222222222223,0.625,0.1944444444444444,0.1454545454545454,0.0588235294117647,0.3636363636363636,0.2142857142857142,1.0,1.0,0.2142857142857142,,,0.0714285714285714,1.0,1.0,,0.5,0.2857142857142857,0.2857142857142857,0.5,,,0.8,0.7142857142857143,0.2857142857142857,0.5321653846153847,,0.55575,,,,,0.625,6.057142857142857,26.642857142857142,0.2834645669291338,1.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.5,0.0285714285714285,0.0526315789473684,0.0196078431372549,0.0909090909090909,0.25,0.0666666666666666,0.1666666666666666,0.6666666666666666,1.0,0.2,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
200749,1610612752,Shelden Williams,Shelden Williams,200749,NYK,11859.0,198,-29.0,394,392,113,133,51,786,10.0,20.0,7.0,6.0,9.0,5.0,10.0,,,,,,21.0,39.0,,,24.0,66.0,457,3.0,9.0,5.0,11.0,4.0,7.0,,8.0,16.0,8.0,,,,,4.0,7.0,6.0,13.0,5.0,2.0,1.0,4.0,32.0,22.0,31.0,50.0,5.0,4.0,2.0,,,4.0,1.0,6.0,,1.0,21.0,34.0,1.0,27.0,3.0,1.0,29.0,1.0,,15.0,,1.0,4.0,3.0,1.0,4.0,16.0,112,4.0,,,,0.5384615384615384,0.3333333333333333,0.5714285714285714,0.5384615384615384,0.3333333333333333,0.5714285714285714,0.6111111111111112,0.4583333333333333,0.6666666666666666,,0.1025641025641025,0.2,,13.024282560706402,0.3333333333333333,0.1788617886178861,0.1575757575757575,0.1555555555555555,0.2051282051282051,0.5128205128205128,0.5,0.625,0.2307692307692307,0.6666666666666666,0.6666666666666666,0.2564102564102564,0.5,0.5,,,,,,0.7777777777777778,,,0.5128205128205128,,0.5169820512820513,0.5073875,0.5197428571428572,0.2830188679245283,0.2830188679245283,,0.1666666666666666,0.2424242424242424,7.684615384615384,,0.2868020304568528,3.0,4.0,,,34.0,14.0,4.0,19.0,,1.0,1.0,,1.0,0.8095238095238095,0.8947368421052632,,0.109375,0.0952380952380952,0.0974358974358974,0.0666666666666666,0.1794871794871795,0.0606060606060606,,0.8,1.0,0.5714285714285714,0.75,,3.0,4.0,1.0,5.0,5.0,1.0,2.0,1.0,2.0,4.0,3.0,0.3571428571428571,0.0746268656716417,0.0952380952380952,0.1428571428571428,0.1041666666666666,0.2222222222222222,0.75,0.6666666666666666,0.4285714285714285,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
201611,1610612752,Henry Walker,Henry Walker,201611,NYK,2071.0,35,-3.0,72,65,25,29,8,137,1.0,2.0,,,,,1.0,,,1.0,4.0,,1.0,3.0,1.0,4.0,1.0,6.0,78,,1.0,,,,2.0,,,,,3.0,,4.0,1.0,1.0,,1.0,1.0,1.0,,,,3.0,2.0,3.0,4.0,1.0,1.0,1.0,,1.0,,,1.0,,,,5.0,,1.0,,,2.0,,,1.0,,,,,,,,25,2.0,1.0,0.25,0.25,0.3333333333333333,,,0.3571428571428571,,,0.375,,,0.5714285714285714,0.3333333333333333,0.5,,10.975609756097562,1.0,0.0833333333333333,0.0909090909090909,0.2,,0.2857142857142857,0.5,1.0,,,,0.1428571428571428,,,,0.5714285714285714,0.25,0.25,1.0,,,,0.8571428571428571,0.25,0.6018071428571429,0.4247,0.5539000000000001,0.125,0.25,,,,7.2,24.975,0.3472222222222222,,1.0,,,2.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,0.0454545454545454,0.1111111111111111,0.0277777777777777,,,0.1666666666666666,,1.0,,0.5,,,,,,,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2405,1610612752,Amar'e Stoudemire,Amar'e Stoudemire,2405,NYK,6087.0,101,-29.0,200,203,39,50,26,403,9.0,20.0,7.0,5.0,12.0,9.0,18.0,1.0,,,,,23.0,50.0,,1.0,10.0,56.0,235,7.0,10.0,,14.0,1.0,6.0,,,2.0,24.0,,,,,4.0,3.0,1.0,4.0,1.0,,1.0,2.0,9.0,6.0,9.0,18.0,,,2.0,,,2.0,,4.0,,,3.0,6.0,1.0,9.0,,,12.0,,,6.0,,,5.0,4.0,1.0,5.0,2.0,39,,,,,0.46,0.7,0.1666666666666666,0.4509803921568627,0.7,0.1666666666666666,0.4912280701754385,0.7,0.1666666666666666,0.0196078431372549,0.08,0.15,,26.293103448275865,0.5,0.0869565217391304,0.0823529411764705,0.0416666666666666,0.1739130434782608,0.392156862745098,0.45,0.5294117647058824,0.2352941176470588,0.4166666666666667,0.4166666666666667,0.3529411764705882,0.5,0.5294117647058824,0.0196078431372549,,,,,0.7,,,0.4117647058823529,,0.481128431372549,0.5569111111111111,0.4582,0.1052631578947368,0.1071428571428571,,0.25,0.0357142857142857,9.143999999999998,23.0,0.195,1.0,3.0,,,22.0,7.0,1.0,9.0,3.0,,,1.0,,0.4782608695652174,0.6111111111111112,,0.0972222222222222,0.0625,0.0841121495327102,0.0588235294117647,0.0454545454545454,0.0833333333333333,0.125,0.4444444444444444,0.6666666666666666,0.5,0.3333333333333333,,5.0,10.0,,2.0,2.0,,2.0,,,,3.0,0.3333333333333333,0.0571428571428571,0.1666666666666666,0.064516129032258,0.0416666666666666,,0.6,0.2,0.7142857142857143,0.2,1.0,1.0,0.0555555555555555,0.0909090909090909,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2546,1610612752,Carmelo Anthony,Carmelo Anthony,2546,NYK,9256.0,154,-26.0,305,305,96,107,41,610,12.0,19.0,2.0,6.0,13.0,16.0,37.0,2.0,1.0,8.0,22.0,14.0,34.0,69.0,8.0,24.0,22.0,114.0,354,5.0,10.0,,13.0,12.0,23.0,15.0,11.0,50.0,50.0,18.0,6.0,22.0,8.0,3.0,11.0,,11.0,,5.0,2.0,4.0,22.0,14.0,25.0,27.0,3.0,2.0,3.0,,1.0,6.0,3.0,9.0,3.0,4.0,3.0,10.0,,24.0,,,29.0,6.0,,14.0,1.0,2.0,2.0,,2.0,3.0,50.0,95,4.0,0.75,0.3333333333333333,0.3333333333333333,0.4927536231884058,0.5,0.5217391304347826,0.4946236559139785,0.5,0.5131578947368421,0.5480769230769231,0.5,0.5681818181818182,0.2580645161290322,0.0434782608695652,0.1052631578947368,0.0769230769230769,32.285714285714285,0.3333333333333333,0.1489361702127659,0.1889763779527559,0.1714285714285714,0.1034482758620689,0.2043010752688172,0.631578947368421,0.7058823529411765,0.1397849462365591,0.4615384615384615,0.5,0.3978494623655914,0.4324324324324324,0.4324324324324324,0.021505376344086,0.2365591397849462,0.3636363636363636,0.3809523809523809,0.75,0.1538461538461538,0.0263157894736842,0.3684210526315789,0.4623655913978494,0.3636363636363636,0.4731387096774194,0.4595444444444445,0.4658578947368421,0.1470588235294117,0.1818181818181818,0.04,0.1140350877192982,0.4385964912280701,11.824637681159423,25.341666666666665,0.3147540983606557,3.0,5.0,5.0,5.0,18.0,1.0,10.0,2.0,1.0,1.0,1.0,,2.0,0.2647058823529412,0.2647058823529412,0.3333333333333333,0.0098039215686274,0.303030303030303,0.0128205128205128,,0.1666666666666666,0.2692307692307692,0.0212765957446808,0.3333333333333333,0.25,0.131578947368421,0.6,0.3571428571428571,1.0,,,1.0,1.0,,2.0,,,2.0,2.0,0.0833333333333333,0.0185185185185185,0.0333333333333333,,0.0256410256410256,0.4285714285714285,0.6666666666666666,0.1666666666666666,0.5,1.0,,,,,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0416666666666666,0.0454545454545454,0.2307692307692307,0.3333333333333333,,,,,,,,,,,,True,,,,,,,,,,,,
2407,1610612752,Jared Jeffries,Jared Jeffries,2407,NYK,408.0,7,9.0,12,12,6,7,1,24,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,6.0,,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,,2.0,4.0,1.0,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,7.142857142857142,,,0.1666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,1.0,,,,,,,,,,,0.5,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
200761,1610612752,Shawne Williams,Shawne Williams,200761,NYK,4528.0,75,-7.0,149,146,47,48,21,295,3.0,3.0,2.0,1.0,4.0,3.0,4.0,7.0,2.0,1.0,5.0,1.0,7.0,11.0,3.0,12.0,4.0,27.0,173,2.0,4.0,2.0,9.0,,,3.0,4.0,7.0,6.0,6.0,3.0,5.0,1.0,1.0,1.0,,1.0,,1.0,,,2.0,2.0,3.0,7.0,4.0,3.0,1.0,,1.0,,,1.0,,,7.0,10.0,,2.0,,,4.0,,,1.0,,1.0,4.0,3.0,1.0,4.0,7.0,47,,0.6666666666666666,0.25,0.25,0.6363636363636364,0.5,,0.5,0.7,0.5,0.54,0.75,0.7,0.5217391304347826,0.0909090909090909,,0.25,15.294117647058824,1.0,0.0476190476190476,0.0344827586206896,0.0625,,0.1304347826086956,1.0,1.0,0.1739130434782608,0.25,0.3333333333333333,0.1739130434782608,0.75,0.75,0.3043478260869565,0.217391304347826,0.2,0.2,1.0,0.4,0.6666666666666666,0.3333333333333333,0.6521739130434783,0.2,0.535341304347826,0.51325,0.5930500000000001,0.0416666666666666,0.0833333333333333,,0.3333333333333333,0.2592592592592592,10.08181818181818,23.941666666666663,0.3154362416107382,,,,1.0,8.0,2.0,,4.0,1.0,1.0,,2.0,1.0,0.5714285714285714,0.8,0.3333333333333333,0.0444444444444444,,0.0555555555555555,0.1538461538461538,0.0833333333333333,,0.0833333333333333,0.3333333333333333,1.0,,,,2.0,4.0,,2.0,1.0,,,,,1.0,2.0,0.1428571428571428,0.074074074074074,,,,,0.5,,1.0,,,,,0.2857142857142857,,,1.0,1.0,,,,,1.0,,,,,2.0,1.0,1.0,1.0,0.2857142857142857,0.2857142857142857,0.5,0.2,1.0,0.5,,True,,,,,,,,,,,,
201962,1610612752,Toney Douglas,Toney Douglas,201962,NYK,4201.0,70,6.0,140,131,57,62,22,271,1.0,5.0,,1.0,2.0,2.0,4.0,2.0,1.0,5.0,11.0,5.0,4.0,11.0,5.0,13.0,5.0,28.0,144,,,2.0,2.0,2.0,4.0,6.0,,13.0,4.0,9.0,6.0,11.0,5.0,3.0,5.0,2.0,7.0,1.0,3.0,,2.0,16.0,6.0,8.0,9.0,1.0,1.0,1.0,2.0,,2.0,,3.0,1.0,2.0,4.0,7.0,,4.0,,,6.0,1.0,1.0,3.0,,,,,,,13.0,57,1.0,0.6,0.3846153846153846,0.3846153846153846,0.3636363636363636,,0.5,0.4791666666666667,,0.65,0.5192307692307693,0.5,0.65,0.5416666666666666,0.2727272727272727,0.6,,17.575757575757578,0.3333333333333333,0.1395348837209302,0.1379310344827586,0.0588235294117647,0.25,0.2083333333333333,0.2,0.5,0.0833333333333333,0.5,0.5,0.1666666666666666,0.5,0.5,0.0833333333333333,0.4583333333333333,0.4545454545454545,0.4545454545454545,0.6,,0.1,0.5,0.75,0.4545454545454545,0.5117625,,0.4852599999999999,0.1153846153846153,0.2307692307692307,,0.0714285714285714,0.4642857142857143,9.854545454545454,24.82307692307692,0.4071428571428571,1.0,2.0,3.0,3.0,4.0,,2.0,1.0,,,,,,0.5,0.5,0.5,,0.1333333333333333,0.0126582278481012,,0.1428571428571428,0.0769230769230769,,,1.0,0.2,0.5,0.6,,,1.0,1.0,,,1.0,,,1.0,,,0.0384615384615384,,,0.0526315789473684,0.5,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,True,,,,,,,,,,,,
202361,1610612752,Landry Fields,Landry Fields,202361,NYK,6442.0,107,-27.0,212,217,38,34,29,429,4.0,9.0,,1.0,5.0,3.0,7.0,4.0,2.0,3.0,7.0,,8.0,21.0,3.0,11.0,7.0,32.0,259,,3.0,,,2.0,2.0,2.0,7.0,11.0,4.0,9.0,,7.0,3.0,2.0,3.0,2.0,5.0,2.0,2.0,,1.0,12.0,14.0,20.0,23.0,4.0,1.0,5.0,1.0,3.0,3.0,,8.0,,1.0,1.0,5.0,1.0,8.0,,,10.0,,,4.0,,1.0,,,,,11.0,38,,1.0,0.2727272727272727,0.2727272727272727,0.3809523809523809,,1.0,0.390625,,0.5,0.4324324324324324,,0.6111111111111112,0.34375,0.0952380952380952,0.1111111111111111,0.2,18.29268292682927,0.625,0.2258064516129032,0.225,0.3333333333333333,0.1363636363636363,0.28125,0.4444444444444444,0.5,0.15625,0.2,0.25,0.21875,0.4285714285714285,0.4285714285714285,0.125,0.21875,0.4285714285714285,0.4285714285714285,1.0,,0.5,,0.625,0.4285714285714285,0.51804375,0.40585,0.4675625,0.1111111111111111,0.16,,,0.34375,8.999999999999998,24.272727272727277,0.1792452830188679,1.0,1.0,,,12.0,1.0,4.0,3.0,,3.0,,,1.0,0.75,0.75,,0.0140845070422535,0.2222222222222222,0.02803738317757,,0.2272727272727272,0.2857142857142857,,0.75,0.6666666666666666,0.25,1.0,,,,,2.0,2.0,,2.0,,,2.0,,0.3333333333333333,0.0555555555555555,0.0476190476190476,,0.0416666666666666,,,1.0,,,,,,0.0833333333333333,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
