EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Blocked2s,BlockedShortMidRange,Blocks,3SecondViolations,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,Avg3ptShotDistance,HeaveAttempts,LongMidRangeAssists,Offensive Fouls,BlockedAtRim,NonShootingPenaltyNonTakeFouls,Arc3FGM,PenaltyArc3FGM,PtsUnassisted3s,NonHeaveArc3FGM,FTOffRebounds,LostBallSteals,LostBallOutOfBoundsTurnovers,Charge Fouls,BlockingFoulsDrawn,Technical Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,OffFTReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Loose Ball Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,Defensive 3 Seconds Violations,RecoveredBlocks,BlocksRecoveredPct,ShortMidRangeAssists,BlockedLongMidRange,SelfOReb,DefensiveGoaltends,SelfORebPct,on,BlockingFouls,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,Blocked3s,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,BlockedCorner3,LongMidRangePctBlocked,Corner3PctBlocked,OffensiveGoaltends,Clear Path Fouls,3pt And 1 Free Throw Trips
101113,1610612746,Ike Diogu,Ike Diogu,101113,LAC,1177.0,20,-2,38,38,18,17.0,9.0,76,3.0,4.0,3.0,4.0,1.0,1.0,1.0,3.0,3.0,8.0,1.0,7.0,34.0,3.0,4.0,1.0,7.0,1.0,2.0,1.0,3.0,4.0,2.0,2.0,1.0,3.0,2.0,4.0,1.0,7.0,3.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,18,0.6666666666666666,1.0,0.375,0.75,0.5,0.375,0.75,0.5,0.4375,0.875,0.75,0.125,0.25,19.148936170212767,1.0,1.0,0.3076923076923077,0.15,0.2222222222222222,0.2727272727272727,0.125,0.25,0.1666666666666666,0.5,0.5,0.25,0.5,0.75,1.0,0.6666666666666666,0.125,0.375,1.0,0.75,0.6666666666666666,0.5,1.0,0.5,0.5015000000000001,0.6196333333333334,0.4825,0.125,0.125,1.0,0.4285714285714285,8.85,0.4736842105263157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
101155,1610612746,Ryan Gomes,Ryan Gomes,101155,LAC,5022.0,84,-14,159,167,48,82.0,20.0,326,4.0,6.0,2.0,2.0,2.0,2.0,3.0,9.0,9.0,18.0,4.0,28.0,164.0,2.0,4.0,,4.0,4.0,6.0,,11.0,12.0,6.0,2.0,,2.0,1.0,9.0,2.0,12.0,4.0,16.0,1.0,,4.0,1.0,1.0,5.0,6.0,5.0,1.0,6.0,,3.0,11.0,48,0.6666666666666666,0.75,0.5,0.5,0.6666666666666666,0.4615384615384615,0.4,0.6111111111111112,0.4827586206896552,0.4,0.6111111111111112,,,18.23204419889503,0.25,0.2857142857142857,0.2,0.0363636363636363,0.0666666666666666,0.1666666666666666,0.0533333333333333,0.05,,,0.2962962962962963,0.0833333333333333,0.2307692307692307,0.6666666666666666,0.6666666666666666,0.5,0.1153846153846153,0.3461538461538461,0.4,1.0,,0.2222222222222222,1.0,0.5384615384615384,0.483172,0.47796,0.4644125,0.1034482758620689,0.1428571428571428,0.1428571428571428,0.3928571428571428,12.22222222222222,0.3018867924528302,1.0,4.0,2.0,3.0,1.0,1.0,5.0,1.0,2.0,2.0,8.0,1.0,1.0,3.0,6.0,5.0,1.0,2.0,3.0,1.0,1.0,1.0,8.0,2.0,4.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,0.25,0.3076923076923077,0.1,0.0714285714285714,0.0666666666666666,0.2,0.0909090909090909,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.4444444444444444,1.0,0.1153846153846153,0.6666666666666666,0.6666666666666666,1.0,0.1923076923076923,0.2,0.1111111111111111,1.0,0.2222222222222222,26.3625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1884,1610612746,Baron Davis,Baron Davis,1884,LAC,2569.0,43,9,86,87,35,43.0,13.0,173,4.0,6.0,,,2.0,4.0,6.0,2.0,6.0,14.0,2.0,14.0,68.0,1.0,1.0,,2.0,4.0,9.0,2.0,10.0,,12.0,,,1.0,,5.0,,5.0,1.0,6.0,5.0,1.0,6.0,1.0,2.0,1.0,6.0,1.0,,2.0,,1.0,10.0,35,,,0.4285714285714285,1.0,0.4444444444444444,0.3,1.0,0.3076923076923077,0.3333333333333333,1.0,0.3571428571428571,,,27.272727272727277,0.8333333333333334,,0.1428571428571428,0.032258064516129,,0.1162790697674418,0.0217391304347826,0.1,,,0.1904761904761904,,0.3,0.6666666666666666,0.6666666666666666,,0.3,0.1,,,,0.3076923076923077,0.5,0.6,0.438228947368421,,0.4388541666666666,0.0476190476190476,0.0666666666666666,0.1428571428571428,0.7142857142857143,6.607142857142857,0.4069767441860465,2.0,,,2.0,,2.0,4.0,,2.0,,6.0,,,4.0,,3.0,10.0,1.0,11.0,1.0,,7.0,23.0,,,,,4.0,1.0,,1.0,,1.0,,,,,,0.3,,,,,0.125,0.3333333333333333,0.3333333333333333,,,,0.1,,,,0.2,,0.1538461538461538,,0.1538461538461538,28.23333333333333,1.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
201569,1610612746,Eric Gordon,Eric Gordon,201569,LAC,5034.0,84,14,167,163,87,84.0,22.0,330,10.0,17.0,2.0,3.0,7.0,11.0,10.0,8.0,14.0,35.0,24.0,70.0,162.0,2.0,6.0,,4.0,7.0,21.0,14.0,40.0,10.0,18.0,,4.0,,2.0,6.0,1.0,9.0,1.0,10.0,3.0,2.0,7.0,,3.0,,1.0,20.0,,34.0,3.0,12.0,40.0,87,0.3571428571428571,0.3571428571428571,0.4,0.3333333333333333,0.3333333333333333,0.4791666666666667,0.2857142857142857,0.4482758620689655,0.5555555555555556,0.2857142857142857,0.5128205128205128,0.1142857142857142,0.1176470588235294,37.23404255319149,0.4285714285714285,0.2,0.125,,0.0869565217391304,0.1126760563380281,,,,,0.1666666666666666,0.0526315789473684,0.3541666666666667,0.5882352941176471,0.6666666666666666,0.4,0.2083333333333333,0.1666666666666666,0.4285714285714285,0.6666666666666666,1.0,0.3793103448275862,0.6363636363636364,0.625,0.5005864583333334,0.5201,0.4920465517241379,0.2105263157894736,0.2727272727272727,0.0571428571428571,0.5714285714285714,8.168571428571429,0.5209580838323353,2.0,2.0,1.0,2.0,1.0,2.0,11.0,1.0,6.0,6.0,13.0,1.0,4.0,8.0,12.0,11.0,2.0,5.0,7.0,2.0,3.0,1.0,19.0,,4.0,3.0,2.0,1.0,4.0,,,,,,0.6666666666666666,0.4615384615384615,0.5,0.4615384615384615,0.2708333333333333,,,,,0.1428571428571428,0.2,0.25,0.25,0.25,,0.0416666666666666,0.5,0.5,,0.2291666666666666,0.1428571428571428,0.0689655172413793,0.5,0.2068965517241379,25.346153846153847,,1.0,,,,5.0,3.0,6.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0,6.0,6.0,0.2,0.1111111111111111,0.25,0.5,0.4545454545454545,0.4545454545454545,0.8,0.5,0.4545454545454545,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2260,1610612746,Jarron Collins,Jarron Collins,2260,LAC,9412.0,157,10,306,305,123,138.0,39.0,611,4.0,6.0,,1.0,1.0,1.0,3.0,6.0,5.0,15.0,7.0,17.0,283.0,,3.0,1.0,1.0,1.0,3.0,5.0,7.0,6.0,4.0,,3.0,5.0,1.0,9.0,,10.0,7.0,17.0,2.0,1.0,5.0,,1.0,9.0,24.0,21.0,6.0,10.0,,1.0,7.0,123,0.6,0.6,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.425,0.125,0.5,0.2,0.3333333333333333,7.246376811594202,0.4,,0.0947368421052631,0.0462962962962962,0.0263157894736842,0.075187969924812,0.0492957746478873,0.03125,0.0816326530612244,0.1,0.0727272727272727,0.0303030303030303,0.4,0.6666666666666666,1.0,0.75,0.2,0.4,0.3333333333333333,,,0.3333333333333333,1.0,0.4,0.4549933333333333,0.3900333333333334,0.4542333333333333,0.0625,0.0625,0.0588235294117647,0.4117647058823529,9.206666666666669,0.4019607843137255,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,2.0,2.0,4.0,3.0,,1.0,3.0,,1.0,,1.0,2.0,,,,,,0.0588235294117647,,0.0416666666666666,0.1,0.15,,,0.1666666666666666,0.1666666666666666,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,4.0,3.0,0.3333333333333333,,,,,,,,,1.0,4.0,6.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
200751,1610612746,Randy Foye,Randy Foye,200751,LAC,1191.0,20,-8,38,40,20,12.0,3.0,78,,,,,,,2.0,5.0,2.0,7.0,2.0,6.0,36.0,,,,,1.0,5.0,,2.0,,4.0,,,,,1.0,,1.0,,1.0,1.0,1.0,3.0,,2.0,1.0,4.0,1.0,,2.0,,1.0,2.0,20,,,0.2857142857142857,,0.2,0.2222222222222222,,0.2,0.3,,0.2,,,32.5,0.3333333333333333,,0.0833333333333333,,,0.05,,,,,0.2,,,,,,0.2222222222222222,0.5555555555555556,,,,,,0.2222222222222222,0.4117,,0.35872,0.1,0.125,,0.3333333333333333,16.3,0.5263157894736842,,2.0,,,,,2.0,,,,2.0,,,,,2.0,2.0,,2.0,,,2.0,4.0,,,,,,2.0,1.0,,,,,,,,,0.2222222222222222,,,,,,,,0.4,0.4,,,,,,0.2222222222222222,,,,,25.15,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
202329,1610612746,Al-Farouq Aminu,Al-Farouq Aminu,202329,LAC,4357.0,73,24,140,135,63,53.0,19.0,275,7.0,9.0,1.0,1.0,,1.0,,6.0,9.0,15.0,6.0,42.0,124.0,1.0,1.0,4.0,6.0,1.0,2.0,4.0,9.0,12.0,6.0,,,1.0,4.0,13.0,1.0,18.0,1.0,19.0,2.0,,4.0,,1.0,2.0,2.0,5.0,,8.0,2.0,3.0,9.0,63,0.6666666666666666,0.6666666666666666,0.6,1.0,0.5,0.75,1.0,0.625,0.7777777777777778,1.0,0.75,,,19.62025316455696,0.5,0.25,0.2765957446808511,0.0196078431372549,0.1739130434782608,0.2428571428571428,0.0158730158730158,,,0.0833333333333333,0.3703703703703703,0.1428571428571428,0.375,0.7777777777777778,0.7777777777777778,0.5714285714285714,,0.25,1.0,1.0,,0.25,,0.75,0.5340520833333334,0.4216,0.5238625,0.12,0.1875,0.1428571428571428,0.2142857142857142,8.120000000000001,0.45,,2.0,3.0,4.0,1.0,1.0,5.0,,1.0,6.0,9.0,,1.0,2.0,18.0,5.0,1.0,,1.0,,,1.0,2.0,,4.0,3.0,,2.0,2.0,1.0,1.0,,1.0,,1.0,0.6666666666666666,0.5,0.6666666666666666,0.375,,0.0909090909090909,,,0.25,,,0.3333333333333333,0.3333333333333333,1.0,0.1666666666666666,0.75,0.75,1.0,0.2083333333333333,,0.25,1.0,0.25,24.47777777777777,,,,1.0,,3.0,,,3.0,,1.0,1.0,,,,2.0,2.0,,,0.5,,0.6,0.6,1.0,,0.6,,,,,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2446,1610612746,Rasual Butler,Rasual Butler,2446,LAC,5525.0,92,22,181,179,69,74.0,20.0,360,1.0,4.0,1.0,1.0,,,2.0,15.0,5.0,21.0,1.0,26.0,142.0,2.0,2.0,,4.0,,3.0,1.0,4.0,6.0,4.0,2.0,2.0,2.0,4.0,3.0,,7.0,2.0,9.0,1.0,,3.0,,,2.0,5.0,1.0,,2.0,,,4.0,69,0.6,0.75,0.238095238095238,1.0,,0.3472222222222222,1.0,0.1666666666666666,0.3472222222222222,1.0,0.1666666666666666,0.0952380952380952,0.5,19.211822660098523,0.3333333333333333,,0.0476190476190476,0.032258064516129,0.2222222222222222,0.0864197530864197,0.0229885057471264,0.0769230769230769,0.032258064516129,,0.054054054054054,0.2352941176470588,0.1111111111111111,0.25,0.5,,0.0555555555555555,0.4166666666666667,0.5,1.0,,,,0.5277777777777778,0.4659166666666665,0.4871499999999999,0.4524999999999999,,,0.1538461538461538,0.1538461538461538,14.395238095238096,0.3812154696132597,1.0,3.0,1.0,7.0,,3.0,8.0,,3.0,5.0,15.0,,1.0,6.0,15.0,8.0,2.0,2.0,4.0,1.0,1.0,,10.0,,1.0,,,1.0,2.0,,3.0,,3.0,,1.0,0.3333333333333333,0.1666666666666666,0.3333333333333333,0.4166666666666667,,,,,0.0769230769230769,0.5,0.5,0.2,0.2,0.6666666666666666,0.1944444444444444,0.1428571428571428,0.1428571428571428,1.0,0.2222222222222222,,0.3333333333333333,,0.3333333333333333,24.666666666666664,,1.0,1.0,1.0,1.0,4.0,1.0,,4.0,,1.0,1.0,,,2.0,,,,,,1.0,0.5,0.5,1.0,0.3333333333333333,0.5,,,,,2.0,0.6666666666666666,1.0,2.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
202339,1610612746,Eric Bledsoe,Eric Bledsoe,202339,LAC,4491.0,75,-14,146,144,54,66.0,19.0,290,7.0,11.0,1.0,1.0,2.0,3.0,1.0,5.0,7.0,17.0,9.0,26.0,149.0,1.0,2.0,,2.0,2.0,5.0,3.0,7.0,6.0,8.0,,3.0,2.0,3.0,8.0,,11.0,2.0,13.0,4.0,3.0,6.0,,4.0,,2.0,8.0,,9.0,1.0,5.0,7.0,54,0.4285714285714285,0.4285714285714285,0.4117647058823529,0.5,0.4,0.3863636363636363,0.5,0.25,0.5,0.5,0.3888888888888889,0.1764705882352941,0.2727272727272727,19.393939393939394,0.6666666666666666,,0.1904761904761904,0.0344827586206896,0.15,0.1774193548387097,0.0294117647058823,0.0555555555555555,,0.375,0.1818181818181818,0.1875,0.5,0.6363636363636364,0.875,0.4285714285714285,0.0454545454545454,0.2272727272727272,0.5,1.0,,0.375,0.6666666666666666,0.7272727272727273,0.481947619047619,0.40085,0.4507785714285713,0.1923076923076923,0.238095238095238,0.0769230769230769,0.2692307692307692,7.558823529411764,0.3698630136986301,,,,,,,5.0,,3.0,1.0,5.0,,,3.0,3.0,5.0,10.0,4.0,14.0,4.0,,7.0,32.0,,2.0,2.0,,1.0,2.0,1.0,,,,,1.0,0.2,,0.2,0.2272727272727272,,0.0714285714285714,,,0.0833333333333333,,,,,,,,,,0.2272727272727272,,,,0.375,30.68,,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,0.2,0.2,1.0,,0.2,,,,,,,2.0,,1.0,2.0,0.1,True,,,,,,,,,,,,,,,,,,,,,,,,,
200783,1610612746,Craig Smith,Craig Smith,200783,LAC,3802.0,63,9,121,121,51,56.0,15.0,242,6.0,12.0,1.0,2.0,1.0,4.0,5.0,2.0,9.0,19.0,7.0,25.0,113.0,1.0,3.0,1.0,3.0,3.0,7.0,2.0,8.0,10.0,8.0,2.0,2.0,4.0,7.0,3.0,2.0,12.0,4.0,16.0,,,4.0,2.0,,5.0,10.0,5.0,,10.0,,5.0,8.0,51,0.5555555555555556,0.625,0.4736842105263157,0.3333333333333333,0.4285714285714285,0.45,0.3333333333333333,0.4285714285714285,0.5,0.375,0.5,0.1052631578947368,0.1666666666666666,21.01449275362319,,0.6666666666666666,0.0857142857142857,0.0833333333333333,0.4666666666666667,0.2,0.0655737704918032,0.1333333333333333,0.05,0.1666666666666666,0.0384615384615384,0.5,0.6,0.5,0.6,0.6666666666666666,0.25,0.1,0.6666666666666666,0.5,,0.5714285714285714,0.25,0.65,0.4750700000000001,0.5782333333333334,0.4715714285714286,0.2,0.2083333333333333,0.12,0.32,5.868421052631579,0.4214876033057851,3.0,,,,,,1.0,,,,1.0,,,,,1.0,5.0,2.0,7.0,2.0,,3.0,16.0,,2.0,1.0,,,4.0,2.0,,,,,,,,,0.05,,0.0769230769230769,,,0.3333333333333333,0.6,0.6,,,,,,,,0.05,,,,,24.9,,2.0,1.0,,1.0,,,,,,1.0,,1.0,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
