EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Clear Path Fouls,BlockedLongMidRange,OffensiveGoaltends,Defensive 3 Seconds Violations,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,on
1536,1610612766,Stephen Jackson,Stephen Jackson,1536,CHA,112901.0,1882,-171,3532,3514,902,694,411,7046,123.0,242,9.0,24.0,24.0,56.0,29.0,92.0,92.0,226.0,23.0,45.0,5.0,7.0,6.0,7.0,73.0,238.0,3.0,18.0,13.0,70.0,244,560,96.0,283.0,171.0,947,3882,19.0,51.0,8.0,25.0,17.0,79.0,48.0,119.0,19.0,77.0,73.0,226.0,250.0,238.0,252.0,36.0,6.0,2.0,236.0,73.0,61.0,152.0,42.0,194.0,34.0,8.0,111.0,16.0,25.0,430.0,11.0,28.0,1.0,54.0,141.0,9.0,204,40.0,244,9.0,71.0,44.0,27.0,85.0,21.0,54.0,72.0,10.0,31.0,6.0,9.0,157,15.0,43.0,41.0,3.0,133.0,8.0,7.0,15.0,162.0,3.0,3.0,10.0,5.0,211.0,14.0,3.0,87.0,2.0,21.0,18.0,1.0,1.0,9.0,9.0,19.0,8.0,1.0,3.0,222.0,899,14.0,17.0,0.5122950819672131,0.5186721991701245,0.875,0.3392226148409894,0.32,0.24675324675324675,0.3416370106761566,0.4357142857142857,0.37254901960784315,0.40336134453781514,0.46026097271648875,0.40789473684210525,0.3903061224489796,0.5026624068157615,0.44886363636363635,0.4788135593220339,0.33570581257413995,0.10892857142857143,0.15289256198347106,0.20652173913043478,0.022123893805309734,27.372627372627374,0.5414012738853503,0.1,0.01,0.11576354679802955,0.024054982817869417,0.12272727272727273,0.02391304347826087,0.11761158021712907,0.02401477832512315,0.03821656050955414,0.017123287671232876,0.012468827930174564,0.021220159151193633,0.03614457831325301,0.10551558752997602,0.10354223433242507,0.1359447004608295,0.10472972972972973,0.1597222222222222,0.020833333333333332,0.42105263157894735,0.2870699881376038,0.5082644628099173,0.6,0.4796747967479675,0.10913404507710557,0.31521739130434784,0.3972602739726027,0.4482758620689655,0.2680901542111507,0.40707964601769914,0.416289592760181,0.5760869565217391,0.05338078291814947,0.5111111111111111,0.5111111111111111,0.8695652173913043,0.2823250296559905,0.3067226890756303,0.3067226890756303,0.8767123287671232,0.3157894736842105,0.375,0.3333333333333333,0.09210526315789473,0.7142857142857143,0.8,0.23684210526315788,0.16666666666666666,0.6666666666666666,0.2857142857142857,0.42857142857142855,0.03571428571428571,0.8571428571428571,0.35714285714285715,0.18571428571428572,0.6227758007117438,0.3093220338983051,0.5112867419738405,0.5140408333333333,0.4971177835051547,0.09694989106753812,0.13744075829383887,0.007017543859649123,0.08342133051742344,0.23864836325237593,9.77160714285714,25.502473498233215,0.25537938844847113,,,,,,,,,,True
1737,1610612766,Nazr Mohammed,Nazr Mohammed,1737,CHA,35060.0,584,-21,1112,1109,210,143,134,2221,82.0,131,30.0,45.0,20.0,30.0,26.0,73.0,10.0,25.0,,,,,,,,,,,,,118,229,,,38.0,274,1196,32.0,53.0,,,9.0,73.0,27.0,47.0,,,8.0,62.0,168.0,68.0,,,50.0,,,,30.0,9.0,2.0,11.0,1.0,1.0,5.0,1.0,3.0,24.0,12.0,49.0,3.0,21.0,91.0,7.0,119,64.0,183,4.0,12.0,5.0,7.0,11.0,4.0,3.0,21.0,2.0,8.0,,,32,3.0,1.0,46.0,3.0,77.0,1.0,6.0,9.0,48.0,1.0,5.0,1.0,1.0,59.0,9.0,,32.0,,2.0,35.0,,,21.0,11.0,35.0,21.0,1.0,3.0,62.0,210,2.0,2.0,0.711864406779661,0.9032258064516129,,,,,,0.5152838427947598,0.6037735849056604,0.574468085106383,0.5152838427947598,0.6037735849056604,0.574468085106383,0.5393700787401575,0.6293103448275862,0.5961538461538461,,0.13100436681222707,0.16793893129770993,0.1095890410958904,,22.555205047318612,0.34375,0.25,0.08333333333333333,0.24266666666666667,0.12727272727272726,0.14583333333333334,0.0967741935483871,0.21579961464354527,0.11984282907662082,0.16551724137931034,0.10476190476190476,0.1037037037037037,0.11224489795918367,0.038461538461538464,0.19834710743801653,0.3,0.24025974025974026,0.17045454545454544,0.10714285714285714,0.05063291139240506,0.6,0.5720524017467249,0.6259541984732825,0.7522935779816514,0.6341463414634146,0.31877729257641924,0.3561643835616438,0.4,0.8461538461538461,0.1091703056768559,0.4,0.4,1.0,,,,,,,,,0.8490566037735849,0.6666666666666666,0.13333333333333333,,,,,,,0.6382978723404256,0.6666666666666666,,,,,0.5720524017467249,,0.5204554585152839,0.5751869565217391,0.529563829787234,0.12698412698412698,0.12698412698412698,,0.2664233576642336,0.22627737226277372,5.501310043668122,,0.18884892086330934,1.0,3.0,1.0,,,,,,,True
200748,1610612766,Tyrus Thomas,Tyrus Thomas,200748,CHA,27104.0,452,13,858,848,296,248,108,1706,45.0,68,10.0,18.0,10.0,17.0,8.0,35.0,24.0,61.0,,,,,,,,,,,,,77,164,,,71.0,225,880,12.0,28.0,,,8.0,32.0,16.0,46.0,,,28.0,60.0,126.0,28.0,,,10.0,,,,16.0,15.0,1.0,16.0,,1.0,8.0,1.0,6.0,33.0,8.0,30.0,2.0,23.0,49.0,12.0,84,40.0,124,5.0,16.0,11.0,5.0,15.0,3.0,8.0,11.0,,7.0,1.0,1.0,26,3.0,9.0,32.0,1.0,56.0,1.0,3.0,3.0,74.0,2.0,4.0,6.0,,92.0,8.0,,40.0,,10.0,37.0,1.0,1.0,30.0,7.0,38.0,22.0,2.0,1.0,60.0,296,3.0,9.0,0.8181818181818182,0.875,,,,,,0.4695121951219512,0.42857142857142855,0.34782608695652173,0.4695121951219512,0.42857142857142855,0.34782608695652173,0.5461165048543689,0.47058823529411764,0.46153846153846156,,0.0975609756097561,0.11764705882352941,0.2,0.01639344262295082,23.697650663942802,0.5769230769230769,0.4444444444444444,0.07692307692307693,0.16387959866220736,0.10380622837370242,0.2,0.0898876404494382,0.17391304347826086,0.10052910052910052,0.11,0.10810810810810811,0.09565217391304348,0.06756756756756757,0.2,0.11818181818181818,0.15476190476190477,0.21904761904761905,0.19318181818181818,0.2222222222222222,0.07142857142857142,0.5789473684210527,0.4146341463414634,0.6617647058823529,0.75,0.8,0.21341463414634146,0.22857142857142856,0.2857142857142857,0.5,0.3719512195121951,0.39344262295081966,0.4,0.9583333333333334,,,,,,,,,0.6428571428571429,0.5555555555555556,0.4,,,,,,,0.3695652173913043,0.5882352941176471,,,,,0.4146341463414634,,0.49301158536585366,0.5303239999999999,0.47419130434782597,0.20408163265306123,0.20408163265306123,,0.14222222222222222,0.26666666666666666,8.829268292682928,,0.34498834498834496,,,,2.0,,,,,,True
201571,1610612766,D.J. Augustin,D.J. Augustin,201571,CHA,135975.0,2266,-171,4274,4232,1089,887,496,8506,137.0,265,15.0,26.0,36.0,77.0,22.0,73.0,73.0,158.0,12.0,34.0,2.0,7.0,6.0,10.0,85.0,251.0,3.0,18.0,17.0,60.0,232,496,97.0,285.0,217.0,972,4664,27.0,51.0,5.0,25.0,12.0,81.0,55.0,129.0,23.0,70.0,95.0,274.0,126.0,338.0,195.0,96.0,4.0,3.0,248.0,85.0,67.0,298.0,97.0,395.0,77.0,20.0,139.0,23.0,136.0,887.0,7.0,25.0,,43.0,112.0,4.0,159,32.0,191,8.0,45.0,29.0,16.0,75.0,24.0,49.0,54.0,8.0,26.0,1.0,3.0,129,9.0,37.0,55.0,2.0,126.0,3.0,3.0,9.0,190.0,1.0,5.0,9.0,6.0,236.0,17.0,31.0,66.0,7.0,35.0,2.0,,,1.0,1.0,2.0,1.0,,1.0,272.0,1085,14.0,31.0,0.27155172413793105,0.27391304347826084,0.6701030927835051,0.34035087719298246,0.2,0.32857142857142857,0.34397163120567376,0.46774193548387094,0.5294117647058824,0.4263565891472868,0.4833546734955186,0.45394736842105265,0.44974874371859297,0.5407110091743119,0.5,0.5489795918367347,0.3649167733674776,0.1350806451612903,0.19622641509433963,0.1232876712328767,0.0379746835443038,20.72538860103627,0.5813953488372093,0.03571428571428571,,0.0777238029146426,0.01730103806228374,0.08082706766917293,0.013232514177693762,0.07856056766345666,0.016210739614994935,0.015734265734265736,0.021341463414634148,0.01651376146788991,0.016166281755196306,,0.06209850107066381,0.08558558558558559,0.08490566037735849,0.08264462809917356,0.07692307692307693,0.02197802197802198,0.5,0.3393085787451985,0.5169811320754717,0.6431924882629108,0.32116788321167883,0.09346991037131883,0.3013698630136986,0.34375,0.09090909090909091,0.2023047375160051,0.4620253164556962,0.48026315789473684,0.2328767123287671,0.04353393085787452,0.35294117647058826,0.375,0.9166666666666666,0.3213828425096031,0.3386454183266932,0.3413654618473896,0.6352941176470588,0.34210526315789475,0.5769230769230769,0.4666666666666667,0.09210526315789473,0.2857142857142857,1.0,0.23684210526315788,0.16666666666666666,0.6666666666666666,0.3869346733668342,0.4675324675324675,0.05025125628140704,0.6,0.3015075376884422,0.2833333333333333,0.704225352112676,0.34274193548387094,0.5328460051546392,0.4975681818181819,0.524591116751269,0.08721624850657109,0.12110091743119267,0.023972602739726026,0.08333333333333333,0.28189300411522633,7.964717741935484,25.66666666666667,0.25479644361254095,1.0,,,,4.0,0.014035087719298246,0.058823529411764705,0.00796812749003984,,True
2564,1610612766,Boris Diaw,Boris Diaw,2564,CHA,166696.0,2778,-238,5196,5175,1357,1142,617,10371,175.0,269,25.0,41.0,36.0,58.0,61.0,131.0,67.0,148.0,3.0,10.0,1.0,3.0,1.0,2.0,75.0,216.0,7.0,22.0,17.0,47.0,303,548,78.0,226.0,84.0,924,5650,35.0,61.0,8.0,25.0,7.0,101.0,61.0,112.0,18.0,49.0,44.0,220.0,336.0,270.0,225.0,9.0,34.0,1.0,215.0,75.0,30.0,272.0,65.0,337.0,50.0,15.0,138.0,46.0,88.0,739.0,27.0,71.0,7.0,84.0,195.0,30.0,309,105.0,414,15.0,74.0,58.0,16.0,92.0,19.0,64.0,74.0,4.0,28.0,2.0,19.0,166,22.0,40.0,113.0,4.0,190.0,3.0,17.0,20.0,138.0,,6.0,15.0,4.0,123.0,13.0,,46.0,,23.0,46.0,,,22.0,11.0,46.0,24.0,,5.0,220.0,1353,14.0,22.0,0.5544554455445545,0.5874125874125874,0.9615384615384616,0.34513274336283184,0.32,0.3673469387755102,0.3466666666666667,0.5529197080291971,0.5737704918032787,0.5446428571428571,0.5426356589147286,0.5465116279069767,0.546583850931677,0.5566265060240964,0.5611111111111111,0.5789473684210527,0.29198966408268734,0.05474452554744526,0.07063197026022305,0.08396946564885496,,16.856028489062236,0.5542168674698795,0.2054794520547945,0.04794520547945205,0.11155606407322655,0.039400665926748055,0.12883435582822086,0.04411764705882353,0.11625,0.04059652029826015,0.03988183161004431,0.03248259860788863,0.043227665706051875,0.037848605577689244,0.07272727272727272,0.11551724137931034,0.11568627450980393,0.10486322188449848,0.1210762331838565,0.14563106796116504,0.04225352112676056,0.5217391304347826,0.3475452196382429,0.6505576208178439,0.7,0.5314285714285715,0.16925064599483206,0.46564885496183206,0.5083333333333333,0.4262295081967213,0.19121447028423771,0.4527027027027027,0.4527027027027027,0.7313432835820896,0.012919896640826873,0.3,0.3,1.0,0.27906976744186046,0.3472222222222222,0.3472222222222222,0.96,0.47674418604651164,0.6097560975609756,0.28,0.03488372093023256,0.3333333333333333,1.0,0.2558139534883721,0.3181818181818182,1.0,0.36024844720496896,0.6206896551724138,0.012422360248447204,0.5,0.2919254658385093,0.3617021276595745,0.6395348837209303,0.3488372093023256,0.5132552393272964,0.5333617647058824,0.5005334375000001,0.057001239157372985,0.07917383820998279,,0.10930735930735931,0.23809523809523808,7.465693430656932,25.489823008849555,0.2611624326404927,,13.0,,3.0,,,,,,True
201187,1610612766,Dominic McGuire,Dominic McGuire,201187,CHA,22775.0,380,-103,701,699,178,197,92,1400,19.0,41,8.0,15.0,8.0,14.0,4.0,12.0,9.0,37.0,,1.0,,,,,,1.0,,,,1.0,32,90,,2.0,17.0,81,783,8.0,20.0,,,2.0,18.0,11.0,25.0,,1.0,5.0,27.0,36.0,28.0,,,14.0,,1.0,,11.0,15.0,3.0,18.0,2.0,1.0,10.0,2.0,3.0,39.0,4.0,24.0,1.0,25.0,45.0,5.0,75,29.0,104,4.0,2.0,1.0,1.0,6.0,1.0,5.0,4.0,,1.0,,,10,,2.0,31.0,,48.0,3.0,,,16.0,,,1.0,,22.0,2.0,,11.0,,1.0,14.0,,,8.0,5.0,14.0,10.0,1.0,,27.0,178,5.0,1.0,0.5625,0.72,,,,,,0.35555555555555557,0.4,0.44,0.34782608695652173,0.4,0.4230769230769231,0.39705882352941174,0.4090909090909091,0.46551724137931033,0.021739130434782608,0.12222222222222222,0.14634146341463414,0.16666666666666666,0.08108108108108109,13.878562577447335,0.6,0.1724137931034483,0.05555555555555555,0.21739130434782608,0.09090909090909091,0.22935779816513763,0.05405405405405406,0.22151898734177214,0.08284023668639054,0.0989010989010989,0.07142857142857142,0.09401709401709402,0.046875,0.1,0.12307692307692308,0.22413793103448276,0.2857142857142857,0.25333333333333335,0.17647058823529413,0.0851063829787234,0.7142857142857143,0.44565217391304346,0.4634146341463415,0.5428571428571428,0.3684210526315789,0.13043478260869565,0.3333333333333333,0.4,0.5,0.40217391304347827,0.24324324324324326,0.2647058823529412,1.0,0.010869565217391304,,,,0.010869565217391304,,,,0.75,0.5333333333333333,,,,,,,,0.5384615384615384,0.5714285714285714,,,0.038461538461538464,,0.4673913043478261,,0.47903260869565206,0.5512944444444445,0.5039461538461538,0.10891089108910891,0.1111111111111111,,0.2222222222222222,0.3333333333333333,9.69111111111111,23.7,0.25392296718972895,,1.0,,,,,,,,True
2733,1610612766,Shaun Livingston,Shaun Livingston,2733,CHA,31528.0,525,-80,969,967,296,275,133,1936,35.0,50,8.0,10.0,7.0,10.0,24.0,59.0,16.0,54.0,,,,,,,,2.0,,,,1.0,75,163,,2.0,38.0,188,1022,8.0,23.0,,,,16.0,22.0,43.0,,1.0,15.0,59.0,48.0,102.0,,,14.0,1.0,1.0,,12.0,44.0,10.0,54.0,5.0,5.0,18.0,5.0,21.0,118.0,3.0,15.0,,13.0,24.0,1.0,38,18.0,56,3.0,20.0,14.0,6.0,14.0,4.0,5.0,12.0,1.0,9.0,,,26,2.0,6.0,20.0,,48.0,2.0,2.0,3.0,47.0,,1.0,3.0,,45.0,6.0,3.0,22.0,,2.0,10.0,,,7.0,3.0,10.0,7.0,,,59.0,296,7.0,2.0,0.32,0.35294117647058826,,,,,,0.4601226993865031,0.34782608695652173,0.5116279069767442,0.45454545454545453,0.34782608695652173,0.5,0.505464480874317,0.34782608695652173,0.5686274509803921,0.012121212121212121,0.0736196319018405,0.12,0.0847457627118644,0.018518518518518517,18.52836879432624,0.5384615384615384,0.030303030303030304,,0.07667731629392971,0.04,0.10569105691056911,0.03296703296703297,0.08486238532110092,0.03862660944206009,0.07079646017699115,0.04807692307692308,0.012658227848101266,0.0273972602739726,0.05555555555555555,0.05982905982905983,0.06349206349206349,0.09774436090225563,0.08139534883720931,0.16216216216216217,0.04,0.7,0.30303030303030304,0.7,0.7954545454545454,0.37142857142857144,0.3575757575757576,0.4067796610169492,0.4444444444444444,0.20833333333333334,0.32727272727272727,0.2962962962962963,0.3018867924528302,0.375,,,,,0.012121212121212121,,,,0.43478260869565216,0.8,0.125,,,,,,,0.22727272727272727,0.7,,,0.022727272727272728,,0.3151515151515151,,0.4591112804878049,0.49201000000000006,0.4274720930232558,0.12154696132596685,0.12290502793296089,,0.0851063829787234,0.31382978723404253,9.63558282208589,42.15,0.30546955624355004,1.0,,,,,,,,,True
201945,1610612766,Gerald Henderson,Gerald Henderson,201945,CHA,65495.0,1092,-56,2045,2053,589,492,238,4098,70.0,112,16.0,23.0,26.0,32.0,17.0,61.0,79.0,183.0,3.0,12.0,,2.0,,2.0,2.0,12.0,,,,4.0,166,356,5.0,24.0,71.0,418,2206,25.0,39.0,,2.0,8.0,58.0,49.0,88.0,,6.0,25.0,123.0,228.0,104.0,12.0,3.0,20.0,,12.0,2.0,24.0,54.0,12.0,66.0,10.0,2.0,34.0,6.0,14.0,144.0,8.0,26.0,,27.0,66.0,6.0,99,34.0,133,3.0,35.0,24.0,11.0,19.0,3.0,14.0,11.0,3.0,5.0,,,30,3.0,9.0,41.0,1.0,76.0,2.0,4.0,2.0,90.0,5.0,4.0,11.0,,88.0,6.0,,36.0,,11.0,25.0,1.0,1.0,16.0,7.0,26.0,16.0,1.0,,122.0,588,5.0,7.0,0.6867469879518072,0.7307692307692307,0.8,0.20833333333333334,,,0.20833333333333334,0.46629213483146065,0.6410256410256411,0.5568181818181818,0.45657894736842103,0.6097560975609756,0.5212765957446809,0.49643705463182897,0.6304347826086957,0.5540540540540541,0.06315789473684211,0.06741573033707865,0.14285714285714285,0.08196721311475409,0.01639344262295082,19.498486813661913,0.6333333333333333,0.08571428571428572,,0.09510086455331412,0.03504043126684636,0.10714285714285714,0.0392156862745098,0.09830866807610994,0.035940803382663845,0.045627376425855515,0.03529411764705882,0.025889967637540454,0.044444444444444446,,0.06967213114754098,0.12060301507537688,0.099601593625498,0.11235955056179775,0.0945945945945946,0.016574585635359115,0.6153846153846154,0.29473684210526313,0.625,0.7291666666666666,0.5428571428571428,0.16052631578947368,0.2786885245901639,0.30357142857142855,0.5294117647058824,0.48157894736842105,0.43169398907103823,0.4388888888888889,0.8481012658227848,0.031578947368421054,0.25,0.25,1.0,0.031578947368421054,0.16666666666666666,0.16666666666666666,0.5,0.5609756097560976,0.6956521739130435,0.1875,0.04878048780487805,,,,,,0.3404255319148936,0.8125,0.02127659574468085,,0.0425531914893617,,0.35789473684210527,0.16666666666666666,0.48255328947368425,0.530225,0.5006425531914894,0.08780487804878048,0.09326424870466321,,0.13875598086124402,0.2942583732057416,11.52359550561798,24.69583333333333,0.28801955990220046,,2.0,,,,,,,,True
201974,1610612766,Derrick Brown,Derrick Brown,201974,CHA,11633.0,194,-15,360,360,125,77,50,720,18.0,28,5.0,9.0,7.0,12.0,,2.0,,5.0,2.0,2.0,,,1.0,1.0,,2.0,,,,1.0,18,35,2.0,4.0,13.0,55,380,5.0,10.0,,,4.0,14.0,7.0,15.0,1.0,2.0,5.0,22.0,20.0,16.0,6.0,,10.0,,2.0,,3.0,12.0,1.0,13.0,1.0,,5.0,5.0,2.0,27.0,2.0,12.0,1.0,7.0,15.0,2.0,24,15.0,39,1.0,4.0,2.0,2.0,7.0,,4.0,5.0,,3.0,1.0,1.0,12,3.0,3.0,9.0,1.0,19.0,2.0,2.0,,17.0,,1.0,,,24.0,4.0,,11.0,,3.0,3.0,,,3.0,,3.0,3.0,,1.0,22.0,125,2.0,2.0,0.5555555555555556,0.7692307692307693,1.0,0.5,,0.5,0.5,0.5142857142857142,0.5,0.4666666666666667,0.5384615384615384,0.5,0.5,0.5612244897959183,0.5384615384615384,0.5238095238095238,0.10256410256410256,0.08571428571428572,0.07142857142857142,0.5,,14.523809523809524,0.5833333333333334,0.2,0.05555555555555555,0.12931034482758622,0.09375,0.14285714285714285,0.05555555555555555,0.13333333333333333,0.08536585365853659,0.10638297872340426,0.11428571428571428,0.06521739130434782,0.058823529411764705,,0.03225806451612903,0.18421052631578946,0.14893617021276595,0.175,,0.0625,1.0,0.717948717948718,0.6428571428571429,0.6923076923076923,0.5555555555555556,0.05128205128205128,,,,0.1282051282051282,,,,0.05128205128205128,1.0,1.0,1.0,0.05128205128205128,,,,0.9,0.5555555555555556,,,,,,,,0.7058823529411765,0.5833333333333334,0.058823529411764705,1.0,0.058823529411764705,,0.8205128205128205,,0.5883474358974358,0.61825,0.5907970588235294,0.2391304347826087,0.2619047619047619,,0.2545454545454545,0.4,3.9257142857142866,24.375,0.3472222222222222,,,,1.0,,,,,,True
2222,1610612766,Gerald Wallace,Gerald Wallace,2222,CHA,86905.0,1448,-32,2715,2708,695,595,331,5423,113.0,211,22.0,34.0,31.0,58.0,7.0,28.0,49.0,126.0,13.0,49.0,1.0,4.0,5.0,15.0,14.0,41.0,1.0,2.0,2.0,12.0,169,365,27.0,90.0,153.0,572,2907,24.0,39.0,2.0,6.0,6.0,60.0,40.0,85.0,7.0,27.0,61.0,162.0,218.0,120.0,78.0,3.0,36.0,2.0,39.0,14.0,51.0,68.0,21.0,89.0,18.0,3.0,36.0,11.0,21.0,199.0,14.0,44.0,5.0,64.0,158.0,23.0,245,63.0,308,7.0,44.0,32.0,12.0,35.0,10.0,23.0,43.0,1.0,12.0,1.0,8.0,78,3.0,24.0,39.0,,96.0,9.0,8.0,14.0,163.0,7.0,3.0,12.0,5.0,199.0,13.0,,82.0,1.0,24.0,35.0,,,31.0,4.0,35.0,24.0,2.0,,162.0,692,9.0,21.0,0.6449704142011834,0.7218543046357616,0.9629629629629629,0.3,0.3333333333333333,0.25925925925925924,0.3068181818181818,0.46301369863013697,0.6153846153846154,0.47058823529411764,0.4604395604395604,0.6,0.45089285714285715,0.5218978102189781,0.6382978723404256,0.5328947368421053,0.1978021978021978,0.13972602739726028,0.2037914691943128,0.21428571428571427,0.015873015873015872,20.206918849013903,0.44871794871794873,0.3333333333333333,0.06578947368421052,0.16808510638297872,0.049107142857142856,0.18233618233618235,0.038781163434903045,0.17195972114639815,0.046141607000795545,0.06793478260869565,0.04672897196261682,0.028662420382165606,0.038461538461538464,0.04,0.14012738853503184,0.1320754716981132,0.2188365650969529,0.1896551724137931,0.16806722689075632,0.034482758620689655,0.6857142857142857,0.46373626373626375,0.5355450236966824,0.6726190476190477,0.5575221238938053,0.06153846153846154,0.25,0.3181818181818182,0.42857142857142855,0.27692307692307694,0.3888888888888889,0.3951612903225806,0.8775510204081632,0.1076923076923077,0.2653061224489796,0.2653061224489796,1.0,0.09010989010989011,0.34146341463414637,0.35,0.9285714285714286,0.7555555555555555,0.6470588235294118,0.09090909090909091,0.08888888888888889,0.25,1.0,0.044444444444444446,0.5,1.0,0.5178571428571429,0.5344827586206896,0.13392857142857142,0.3333333333333333,0.10714285714285714,0.16666666666666666,0.6615384615384615,0.358974358974359,0.5357284768211921,0.5839,0.5440522727272726,0.15839694656488548,0.1889400921658986,0.011111111111111112,0.1048951048951049,0.28321678321678323,8.057260273972602,24.67222222222222,0.2559852670349908,1.0,,,,1.0,0.011111111111111112,,0.024390243902439025,1.0,True
