EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsUnassisted3s,Blocked3s,BlockedCorner3,FTOffRebounds,BlockedArc3,BlockedLongMidRange,OffensiveGoaltends,Defensive 3 Seconds Violations,OffFTReboundPct,Fg3aBlocked,StepOutOfBoundsTurnovers,FG3APctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,HeaveMakes,Corner3PctBlocked
101107,1610612737,Marvin Williams,Marvin Williams,101107,ATL,111870.0,1864,-42.0,3417,3433,685,695,367,6850,100.0,153,25.0,37.0,21.0,33.0,25.0,79.0,84.0,195.0,23.0,61.0,2.0,4.0,10.0,16.0,14.0,49.0,1.0,7.0,2.0,6.0,209,427,37.0,110.0,147.0,676,3682,33.0,60.0,3.0,11.0,16.0,91.0,38.0,66.0,12.0,22.0,58.0,170.0,286.0,132,111.0,38.0,1.0,48.0,14.0,31.0,69.0,19.0,88.0,14.0,5.0,25.0,7.0,37.0,195.0,14.0,54,61.0,154,30.0,245,68,313,8.0,34.0,27.0,7.0,34.0,4.0,19.0,28.0,6.0,15.0,6.0,62,10.0,15.0,53.0,1.0,104,5.0,1.0,4.0,2.0,127,1.0,9.0,2.0,1.0,174,19.0,17.0,67,21.0,23.0,18.0,5.0,23.0,15.0,1.0,1.0,166.0,677,8.0,18.0,0.6842105263157895,0.7526315789473684,1.0,0.33636363636363636,0.2727272727272727,0.5454545454545454,0.3394495412844037,0.4894613583138173,0.55,0.5757575757575758,0.4925512104283054,0.528169014084507,0.6363636363636364,0.5462046204620462,0.5833333333333334,0.7076271186440678,0.2048417132216015,0.07259953161592506,0.12418300653594772,0.11392405063291139,0.015384615384615385,17.374316228184423,0.5483870967741935,0.35294117647058826,0.12359550561797752,0.044226044226044224,0.15844155844155844,0.03888888888888889,0.13182096873083998,0.043010752688172046,0.05862068965517241,0.030136986301369864,0.045936395759717315,0.04,0.037037037037037035,0.08196721311475409,0.12535612535612536,0.15122873345935728,0.15827338129496402,0.1588785046728972,0.03125,0.6521739130434783,0.2849162011173184,0.6535947712418301,0.746268656716418,0.62,0.14711359404096835,0.31645569620253167,0.35714285714285715,0.36,0.36312849162011174,0.4307692307692308,0.4375,0.8571428571428571,0.11359404096834265,0.3770491803278688,0.3770491803278688,1.0,0.09124767225325885,0.2857142857142857,0.2857142857142857,1.0,0.5211267605633803,0.6756756756756757,0.24,0.056338028169014086,0.5,1.0,0.09859154929577464,0.14285714285714285,1.0,0.375,0.6363636363636364,0.18181818181818182,0.625,0.06818181818181818,0.3333333333333333,0.4897579143389199,0.2916666666666667,0.5059653271028041,0.525572641509434,0.5190465909090907,0.11452991452991453,0.14105263157894737,0.1346153846153846,0.2514792899408284,10.711241217798595,24.71727272727273,0.20046824700029264,,,,,,,,,,,,,,,,,True,,
1710,1610612737,Mike Bibby,Mike Bibby,1710,ATL,46014.0,767,48.0,1393,1394,250,242,159,2787,12.0,18,1.0,2.0,1.0,2.0,4.0,14.0,33.0,76.0,10.0,26.0,2.0,4.0,3.0,6.0,35.0,77.0,2.0,7.0,5.0,10.0,49,108,45.0,103.0,12.0,245,1472,4.0,9.0,4.0,11.0,1.0,21.0,6.0,19.0,8.0,16.0,7.0,43.0,52.0,46,129.0,2.0,,77.0,35.0,1.0,93.0,11.0,104.0,8.0,3.0,36.0,12.0,45.0,219.0,2.0,5,8.0,38,1.0,47,7,54,3.0,13.0,9.0,4.0,21.0,4.0,19.0,7.0,1.0,2.0,,28,2.0,3.0,29.0,1.0,63,,,4.0,2.0,36,1.0,,11.0,,22,2.0,2.0,6,5.0,,,,1.0,1.0,,,43.0,244,9.0,5.0,0.5306122448979592,0.5416666666666666,0.9555555555555556,0.4368932038834951,0.36363636363636365,0.5,0.4368932038834951,0.4537037037037037,0.4444444444444444,0.3157894736842105,0.5521327014218009,0.5,0.5142857142857142,0.5545454545454546,0.5,0.525,0.4881516587677725,0.009259259259259259,,0.07142857142857142,,15.726062143310083,0.75,0.029411764705882353,0.07321772639691715,0.010183299389002037,0.04938271604938271,0.012121212121212121,0.06754772393538913,0.010670731707317074,0.025,0.007194244604316547,0.004310344827586207,0.009708737864077669,0.016129032258064516,0.09316770186335403,0.0196078431372549,0.0975609756097561,0.025,0.11904761904761904,0.02586206896551724,1.0,0.08530805687203792,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.06635071090047394,0.2857142857142857,0.3076923076923077,0.25,0.36018957345971564,0.4342105263157895,0.4342105263157895,0.6363636363636364,0.12322274881516587,0.38461538461538464,0.38461538461538464,1.0,0.36492890995260663,0.45454545454545453,0.45454545454545453,0.9428571428571428,0.1,0.5,,0.2,0.5,1.0,0.35,0.2857142857142857,1.0,0.05714285714285714,0.5,0.17142857142857143,0.5,0.2857142857142857,0.5,0.5734597156398105,0.45454545454545453,0.511796682464455,0.5071125,0.4808542857142858,0.027906976744186046,0.05357142857142857,0.08571428571428572,0.17551020408163265,14.887037037037034,24.949514563106803,0.17946877243359655,6.0,1.0,1.0,,,,,,,,,,,,,,True,,
201143,1610612737,Al Horford,Al Horford,201143,ATL,80404.0,1340,-38.0,2449,2454,431,422,258,4903,75.0,104,26.0,30.0,13.0,23.0,66.0,145.0,110.0,197.0,2.0,2.0,1.0,1.0,,,,1.0,,,,,251,446,2.0,3.0,90.0,598,2624,35.0,50.0,1.0,1.0,21.0,94.0,34.0,63.0,,,42.0,110.0,340.0,162,3.0,44.0,,1.0,,17.0,91.0,41.0,132.0,30.0,11.0,42.0,10.0,39.0,305.0,24.0,65,59.0,188,12.0,259,90,349,14.0,34.0,26.0,8.0,29.0,4.0,13.0,43.0,5.0,16.0,10.0,72,6.0,13.0,55.0,,100,5.0,,9.0,11.0,93,,8.0,2.0,1.0,108,12.0,,46,14.0,37.0,21.0,11.0,38.0,19.0,1.0,6.0,108.0,424,4.0,10.0,0.6772908366533864,0.74235807860262,0.5,0.6666666666666666,1.0,,0.6666666666666666,0.5627802690582959,0.7,0.5396825396825397,0.5657015590200446,0.7156862745098039,0.5396825396825397,0.6016096579476862,0.7580645161290323,0.632183908045977,0.0066815144766146995,0.03811659192825112,0.07692307692307693,0.04827586206896552,0.01015228426395939,20.721048798252003,0.4027777777777778,0.23529411764705882,0.2081949058693245,0.07445589919816724,0.2041522491349481,0.08664259927797834,0.20721476510067113,0.07739130434782608,0.11224489795918367,0.07518796992481203,0.05596107055961071,0.07514450867052024,0.10576923076923077,0.19029850746268656,0.208,0.22077922077922077,0.20574162679425836,0.2,0.07909604519774012,0.5,0.23162583518930957,0.7211538461538461,0.78125,0.6,0.32293986636971045,0.45517241379310347,0.4782608695652174,0.3787878787878788,0.43875278396436523,0.5583756345177665,0.5641025641025641,0.9090909090909091,0.004454342984409799,1.0,1.0,0.5,0.0022271714922048997,,,,0.5882352941176471,0.8666666666666667,0.23076923076923078,0.0196078431372549,1.0,,,,,0.36507936507936506,0.5652173913043478,,,,,0.2383073496659243,,0.45487939866369714,0.5675340909090909,0.4801714285714286,0.09523809523809523,0.09583333333333334,0.15719063545150502,0.18394648829431437,11.103139013452912,25.266666666666666,0.175990200081666,3.0,1.0,,1.0,1.0,5.0,1.0,5.0,0.016666666666666666,,,,,,,,True,,
201952,1610612737,Jeff Teague,Jeff Teague,201952,ATL,22805.0,380,11.0,715,723,174,209,78,1438,22.0,41,,2.0,7.0,11.0,22.0,50.0,3.0,14.0,3.0,3.0,,,1.0,1.0,6.0,17.0,,2.0,3.0,7.0,47,105,9.0,20.0,35.0,156,752,2.0,6.0,,2.0,5.0,9.0,14.0,27.0,4.0,8.0,10.0,50.0,28.0,66,12.0,,1.0,16.0,6.0,15.0,44.0,11.0,55.0,5.0,6.0,23.0,4.0,17.0,121.0,,7,10.0,29,,39,7,46,3.0,17.0,9.0,8.0,20.0,1.0,13.0,5.0,1.0,7.0,,25,2.0,7.0,17.0,,33,,,,2.0,32,1.0,1.0,2.0,1.0,42,5.0,1.0,22,1.0,9.0,5.0,3.0,10.0,7.0,1.0,,50.0,174,1.0,1.0,0.2978723404255319,0.2978723404255319,0.4444444444444444,0.45,,0.5,0.47368421052631576,0.44761904761904764,0.3333333333333333,0.5185185185185185,0.484,0.25,0.5714285714285714,0.5454545454545454,0.45,0.6410256410256411,0.16,0.14285714285714285,0.12195121951219512,0.18,0.07142857142857142,20.895522388059703,0.8,,0.11372549019607843,0.026615969581749048,0.12658227848101267,,0.11676646706586827,0.021341463414634148,0.043478260869565216,0.02197802197802198,0.019417475728155338,,,0.09333333333333334,0.0958904109589041,0.14018691588785046,0.11864406779661017,0.15,0.06,0.7,0.328,0.5365853658536586,0.6111111111111112,0.2727272727272727,0.4,0.44,0.5365853658536586,0.36363636363636365,0.112,0.21428571428571427,0.23076923076923078,,0.024,1.0,1.0,0.6666666666666666,0.136,0.35294117647058826,0.375,0.3333333333333333,0.25,,,,,,0.25,,,0.3142857142857143,0.6363636363636364,0.02857142857142857,1.0,0.2,0.42857142857142855,0.488,0.375,0.5081516260162601,0.5000785714285714,0.49820882352941187,0.15492957746478872,0.18032786885245902,0.057692307692307696,0.32051282051282054,6.96,27.189999999999998,0.24335664335664337,15.0,1.0,,,1.0,1.0,,1.0,,1.0,1.0,0.05,0.058823529411764705,,,,True,,
2230,1610612737,Maurice Evans,Maurice Evans,2230,ATL,13778.0,230,-40.0,422,423,63,80,43,845,8.0,13,2.0,2.0,1.0,2.0,1.0,6.0,3.0,15.0,,6.0,,,,2.0,2.0,11.0,1.0,2.0,,1.0,12,34,2.0,17.0,2.0,32,445,3.0,6.0,1.0,2.0,,9.0,1.0,4.0,,3.0,2.0,4.0,18.0,6,6.0,4.0,,11.0,2.0,5.0,12.0,1.0,13.0,1.0,,2.0,,10.0,27.0,1.0,6,5.0,15,1.0,21,8,29,,2.0,2.0,,1.0,,,3.0,,1.0,,4,1.0,1.0,9.0,,27,1.0,,,1.0,8,1.0,1.0,2.0,,3,1.0,,2,,2.0,1.0,1.0,2.0,2.0,,,4.0,63,3.0,,0.75,0.9,1.0,0.11764705882352941,0.5,,0.11764705882352941,0.35294117647058826,0.5,0.25,0.29411764705882354,0.5625,0.14285714285714285,0.3076923076923077,0.5625,0.25,0.3333333333333333,0.14705882352941177,0.23076923076923078,0.3333333333333333,,11.740041928721174,0.25,0.08333333333333333,0.09868421052631579,0.03208556149732621,0.11627906976744186,0.024390243902439025,0.10256410256410256,0.03070175438596491,0.018867924528301886,0.03636363636363636,0.0379746835443038,,0.0625,0.046511627906976744,0.02702702702702703,0.16666666666666666,0.08823529411764706,0.2222222222222222,,1.0,0.2549019607843137,0.6153846153846154,0.8,0.75,0.11764705882352941,0.16666666666666666,0.25,,0.29411764705882354,0.2,0.2,1.0,0.11764705882352941,,,,0.21568627450980393,0.18181818181818182,0.18181818181818182,1.0,0.25,1.0,,,,,0.25,0.5,1.0,0.2857142857142857,0.5,0.2857142857142857,,0.14285714285714285,,0.5882352941176471,0.18181818181818182,0.5207480392156864,0.5161071428571428,0.40809285714285715,0.038461538461538464,0.05714285714285714,0.28125,0.125,10.452941176470588,25.270588235294117,0.14928909952606634,,,,1.0,,,,,0.05263157894736842,,,,,,,,True,,
2585,1610612737,Zaza Pachulia,Zaza Pachulia,2585,ATL,29226.0,487,-1.0,884,888,225,216,103,1772,35.0,66,12.0,21.0,8.0,17.0,2.0,17.0,4.0,15.0,,,,,,,,,,,,,41,98,,,50.0,132,980,12.0,27.0,,,11.0,35.0,11.0,26.0,,,10.0,32.0,54.0,28,,20.0,,,,20.0,21.0,4.0,25.0,2.0,2.0,13.0,2.0,6.0,54.0,7.0,42,18.0,56,10.0,84,50,134,5.0,10.0,8.0,2.0,9.0,2.0,7.0,13.0,,2.0,3.0,22,2.0,2.0,37.0,3.0,68,,,13.0,4.0,57,1.0,5.0,,1.0,67,6.0,,32,5.0,11.0,7.0,4.0,11.0,5.0,,3.0,32.0,225,7.0,2.0,0.6585365853658537,0.8709677419354839,,,,,,0.41836734693877553,0.4444444444444444,0.4230769230769231,0.41836734693877553,0.4444444444444444,0.4230769230769231,0.5116279069767442,0.5147058823529411,0.48484848484848486,,0.20408163265306123,0.24242424242424243,0.23529411764705882,,14.885114885114886,0.4090909090909091,0.45454545454545453,0.1794871794871795,0.1308411214953271,0.1956521739130435,0.09090909090909091,0.18316831683168316,0.12311557788944724,0.11538461538461539,0.14736842105263157,0.12837837837837837,0.057692307692307696,0.16,0.24390243902439024,0.19318181818181818,0.13380281690140844,0.19696969696969696,0.19230769230769232,0.13513513513513514,0.45454545454545453,0.673469387755102,0.5303030303030303,0.7,0.6571428571428571,0.17346938775510204,0.11764705882352941,0.15384615384615385,,0.15306122448979592,0.26666666666666666,0.26666666666666666,1.0,,,,,,,,,0.7777777777777778,0.5714285714285714,0.16666666666666666,,,,,,,0.6538461538461539,0.47058823529411764,,,,,0.673469387755102,,0.5386836734693878,0.5468173913043478,0.5361730769230769,0.25806451612903225,0.25806451612903225,0.26515151515151514,0.24242424242424243,4.937755102040817,,0.25452488687782804,,,,1.0,,,,,0.047619047619047616,,,,,,,,True,,
2746,1610612737,Josh Smith,Josh Smith,2746,ATL,74822.0,1247,15.0,2278,2301,413,369,245,4579,119.0,176,29.0,43.0,17.0,24.0,28.0,88.0,66.0,173.0,7.0,16.0,,2.0,1.0,1.0,13.0,45.0,1.0,4.0,4.0,7.0,213,437,20.0,61.0,87.0,573,2399,33.0,56.0,1.0,6.0,8.0,77.0,32.0,51.0,5.0,8.0,24.0,103.0,270.0,156,60.0,50.0,,45.0,13.0,21.0,105.0,35.0,140.0,18.0,17.0,65.0,12.0,28.0,315.0,12.0,59,55.0,187,16.0,258,71,329,16.0,51.0,24.0,27.0,56.0,20.0,42.0,35.0,7.0,14.0,,91,6.0,15.0,65.0,1.0,101,3.0,,1.0,2.0,117,9.0,9.0,7.0,3.0,129,19.0,,65,9.0,59.0,45.0,13.0,60.0,34.0,,1.0,102.0,405,8.0,7.0,0.6338028169014085,0.7180851063829787,1.0,0.32786885245901637,0.16666666666666666,0.625,0.32786885245901637,0.4874141876430206,0.5892857142857143,0.6274509803921569,0.4879518072289157,0.5564516129032258,0.6694915254237288,0.5180831826401446,0.5833333333333334,0.6959459459459459,0.12248995983935743,0.04805491990846682,0.07386363636363637,0.07954545454545454,0.005780346820809248,25.16608050019539,0.6153846153846154,0.3076923076923077,0.22235434007134364,0.07117008443908324,0.20072992700729927,0.047619047619047616,0.21704035874439462,0.06567992599444958,0.12060301507537688,0.07983193277310924,0.04081632653061224,0.039735099337748346,0.0594059405940594,0.18045112781954886,0.2345679012345679,0.2469879518072289,0.2153846153846154,0.16455696202531644,0.06584362139917696,0.5666666666666667,0.3534136546184739,0.6761363636363636,0.7300613496932515,0.6218487394957983,0.17670682730923695,0.3181818181818182,0.345679012345679,0.2857142857142857,0.3473895582329317,0.3815028901734104,0.38372093023255816,0.803030303030303,0.0321285140562249,0.4375,0.4375,1.0,0.09036144578313253,0.28888888888888886,0.28888888888888886,1.0,0.6935483870967742,0.6744186046511628,0.13793103448275862,0.03225806451612903,,,0.06451612903225806,0.25,1.0,0.4067796610169492,0.7083333333333334,0.01694915254237288,1.0,0.11864406779661017,0.5714285714285714,0.4759036144578313,0.28888888888888886,0.5084581325301204,0.5849783018867925,0.5049881355932202,0.11948529411764706,0.13457556935817805,0.1343804537521815,0.17975567190226877,9.907322654462238,24.911475409836065,0.18129938542581212,,1.0,,,1.0,1.0,,2.0,,,1.0,,,,,,True,,
2037,1610612737,Jamal Crawford,Jamal Crawford,2037,ATL,50068.0,834,2.0,1550,1549,443,442,164,3099,27.0,43,1.0,1.0,11.0,18.0,19.0,49.0,46.0,101.0,21.0,46.0,1.0,3.0,5.0,9.0,22.0,76.0,1.0,9.0,7.0,24.0,92,193,43.0,122.0,74.0,387,1709,8.0,12.0,2.0,12.0,2.0,24.0,23.0,51.0,12.0,33.0,43.0,125.0,34.0,150,114.0,4.0,5.0,71.0,22.0,11.0,66.0,21.0,87.0,13.0,8.0,29.0,8.0,29.0,195.0,1.0,4,10.0,17,,27,6,33,2.0,16.0,12.0,4.0,26.0,11.0,18.0,28.0,3.0,8.0,1.0,54,5.0,18.0,22.0,,37,5.0,,,2.0,60,,1.0,3.0,,86,4.0,8.0,23,10.0,5.0,2.0,,5.0,4.0,,,123.0,438,2.0,8.0,0.18478260869565216,0.18888888888888888,0.8837209302325582,0.3524590163934426,0.16666666666666666,0.36363636363636365,0.36752136752136755,0.47668393782383417,0.6666666666666666,0.45098039215686275,0.49682539682539684,0.4583333333333333,0.4880952380952381,0.5472779369627507,0.48,0.580952380952381,0.3873015873015873,0.05699481865284974,0.023255813953488372,0.12244897959183673,0.039603960396039604,23.160919540229887,0.48148148148148145,,0.03148148148148148,0.007722007722007722,0.05649717514124294,0.006097560975609756,0.03765690376569038,0.007331378299120235,0.015151515151515152,0.012269938650306749,,0.009433962264150943,,0.0189873417721519,0.03205128205128205,0.03982300884955752,0.05555555555555555,0.058823529411764705,0.012658227848101266,0.8,0.1365079365079365,0.627906976744186,0.6428571428571429,0.14814814814814814,0.15555555555555556,0.3877551020408163,0.4418604651162791,0.15789473684210525,0.32063492063492066,0.45544554455445546,0.4742268041237113,0.21739130434782608,0.14603174603174604,0.45652173913043476,0.45652173913043476,1.0,0.24126984126984127,0.2894736842105263,0.29333333333333333,0.7727272727272727,0.041666666666666664,1.0,,0.125,0.3333333333333333,1.0,0.375,0.1111111111111111,1.0,0.21428571428571427,0.6111111111111112,0.10714285714285714,0.5555555555555556,0.2857142857142857,0.2916666666666667,0.5238095238095238,0.30985915492957744,0.4826008116883117,0.5007888888888891,0.48287531645569615,0.0855457227138643,0.10849056603773585,0.06201550387596899,0.32299741602067183,12.519689119170991,25.989344262295084,0.28580645161290325,15.0,,,1.0,,3.0,,1.0,0.02040816326530612,1.0,1.0,0.00819672131147541,0.013157894736842105,1.0,6.0,0.047244094488188976,True,,
2207,1610612737,Joe Johnson,Joe Johnson,2207,ATL,66629.0,1110,-3.0,2030,2039,372,365,227,4069,61.0,106,9.0,21.0,8.0,11.0,54.0,117.0,48.0,136.0,11.0,47.0,1.0,4.0,1.0,6.0,28.0,66.0,2.0,3.0,6.0,19.0,163,359,39.0,113.0,72.0,515,2186,14.0,32.0,3.0,7.0,5.0,42.0,25.0,52.0,7.0,25.0,34.0,105.0,146.0,180,99.0,8.0,1.0,65.0,28.0,20.0,102.0,41.0,143.0,22.0,19.0,37.0,7.0,58.0,327.0,8.0,15,29.0,65,,94,23,117,8.0,21.0,15.0,6.0,37.0,7.0,16.0,31.0,4.0,21.0,7.0,68,4.0,15.0,24.0,1.0,57,3.0,,3.0,5.0,90,1.0,1.0,,2.0,92,8.0,4.0,34,14.0,2.0,1.0,,2.0,2.0,,,101.0,368,5.0,11.0,0.44785276073619634,0.4591194968553459,0.8461538461538461,0.34513274336283184,0.42857142857142855,0.28,0.3482142857142857,0.45403899721448465,0.4375,0.4807692307692308,0.4692796610169492,0.47435897435897434,0.461038961038961,0.501953125,0.5,0.5357142857142857,0.23940677966101695,0.055710306406685235,0.10377358490566038,0.07692307692307693,,25.328083989501312,0.5441176470588235,,0.08678237650200267,0.021037868162692847,0.1228813559322034,0.03319502074688797,0.09543147208121827,0.02410901467505241,0.0379746835443038,0.020100502512562814,0.014044943820224719,0.027586206896551724,0.041666666666666664,0.06578947368421052,0.05092592592592592,0.12786885245901639,0.13218390804597702,0.0967741935483871,0.03319502074688797,1.0,0.2245762711864407,0.5754716981132075,0.6421052631578947,0.6885245901639344,0.2478813559322034,0.46153846153846156,0.5,0.2777777777777778,0.288135593220339,0.35294117647058826,0.35294117647058826,0.3333333333333333,0.09957627118644068,0.23404255319148937,0.23404255319148937,0.9090909090909091,0.13983050847457626,0.42424242424242425,0.42424242424242425,0.8214285714285714,0.5384615384615384,0.42857142857142855,0.2222222222222222,0.10256410256410256,0.25,1.0,0.07692307692307693,0.6666666666666666,1.0,0.14285714285714285,0.7272727272727273,0.07792207792207792,0.16666666666666666,0.24675324675324675,0.3157894736842105,0.4639830508474576,0.4307692307692308,0.49168694267515933,0.5463616666666666,0.4627013157894736,0.06827309236947791,0.08831168831168831,0.08155339805825243,0.20388349514563106,10.044011142061281,25.080530973451328,0.1832512315270936,18.0,,,,,1.0,,1.0,,,1.0,,,,,,True,,
2215,1610612737,Jason Collins,Jason Collins,2215,ATL,11962.0,199,6.0,361,361,49,68,38,722,6.0,12,1.0,4.0,1.0,3.0,1.0,5.0,2.0,5.0,,,,,,,,,,,,,9,22,,,6.0,24,352,1.0,5.0,,,,2.0,1.0,3.0,,,2.0,4.0,16.0,2,,2.0,,,,2.0,6.0,2.0,8.0,1.0,1.0,2.0,1.0,3.0,18.0,3.0,9,6.0,19,2.0,27,12,39,2.0,4.0,1.0,3.0,1.0,2.0,1.0,7.0,1.0,,1.0,8,,,15.0,1.0,34,,,2.0,3.0,20,4.0,4.0,2.0,,12,3.0,,6,2.0,3.0,2.0,1.0,3.0,3.0,,,4.0,49,,1.0,0.8888888888888888,1.0,,,,,,0.4090909090909091,0.2,0.3333333333333333,0.4090909090909091,0.2,0.3333333333333333,0.4444444444444444,0.2,0.3333333333333333,,0.09090909090909091,0.08333333333333333,0.2,,8.374384236453203,0.125,0.13333333333333333,0.13380281690140844,0.06521739130434782,0.1935483870967742,0.08823529411764706,0.14450867052023122,0.06976744186046512,0.0967741935483871,0.020833333333333332,0.0847457627118644,0.045454545454545456,0.16666666666666666,0.15384615384615385,0.20833333333333334,0.07352941176470588,0.14285714285714285,0.3,0.18181818181818182,1.0,0.5454545454545454,0.5,0.5454545454545454,0.8333333333333334,0.22727272727272727,0.2,0.25,1.0,0.22727272727272727,0.4,0.4,1.0,,,,,,,,,0.8,0.25,,,,,,,,1.0,0.3333333333333333,,,,,0.5454545454545454,,0.5245454545454546,0.5433399999999999,0.5889666666666666,0.24,0.24,0.08333333333333333,0.16666666666666666,6.713636363636363,,0.13573407202216067,,,,,,,,1.0,,,,,,,,,True,,
