EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,AssistPoints,Steals,BadPassSteals,FoulsDrawn,FTA,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,PtsAssisted2s,Fg2aBlocked,ThreePtAssists,Arc3Assists,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,Loose Ball Fouls,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,PenaltyEfgPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,TwoPtShootingFoulsDrawnPct,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3A,Corner3Assists,SelfOReb,LostBallSteals,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,SecondChanceTsPct,OffShortMidRangeReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,SecondChancePointsPct,SecondChanceAtRimFGA,Corner3FGM,PenaltyCorner3FGM,PenaltyArc3FGA,PenaltyFG3M,HeaveAttempts,DefThreePtRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,PenaltyFg3Pct,LiveBallTurnoverPct,DefThreePtReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,3SecondViolations,DefCorner3ReboundPct,SecondChanceAtRimFGM,SecondChanceFG2M,OffThreePtRebounds,LostBallTurnovers,BlockingFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,OffThreePtReboundPct,OffCorner3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,LongMidRangeAssists,PtsPutbacks,BlockedShortMidRange,PenaltyArc3FGM,PenaltyArc3Accuracy,DefensiveGoaltends,on,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,PtsUnassisted3s,ShortMidRangeAssists,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,Charge Fouls,Offensive Fouls,Offensive Fouls Drawn,Technical Free Throw Trips,SecondChanceFg3Pct,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,OffArc3ReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,BlockingFouls,Charge Fouls Drawn,BlockedLongMidRange,Defensive 3 Seconds Violations,OffFTReboundPct,ShortMidRangePctAssisted,LongMidRangePctBlocked,Fg3aBlocked,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Clear Path Fouls,HeaveMakes,OffensiveGoaltends,BlockedCorner3
1497,1610612743,Chauncey Billups,Chauncey Billups,1497,DEN,569.0,9.0,-9.0,21,20,7.0,6,3.0,41,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,10.0,26,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,1.0,1.0,0.3333333333333333,21.73913043478261,0.6666666666666666,0.5,0.5,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,0.4153333333333333,0.3594,0.25,0.5,0.2,20.3,25.6,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200764,1610612743,Renaldo Balkman,Renaldo Balkman,200764,DEN,2652.0,44.0,-3.0,89,90,40.0,31,11.0,179,,2.0,,,5.0,9.0,,,3.0,13.0,95,,,2.0,,,,,,2.0,,6.0,3.0,3.0,2.0,4.0,,,2.0,40.0,,,,,0.5555555555555556,0.5555555555555556,0.5909090909090909,0.5,,11.0,0.2222222222222222,,,,,,,0.7777777777777778,,0.6069,,0.1818181818181818,,0.1538461538461538,4.311111111111112,,0.449438202247191,5.0,7.0,1.0,2.0,1.0,2.0,10.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,6.0,11.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.1111111111111111,0.1428571428571428,0.3333333333333333,0.0606060606060606,0.0344827586206896,0.048780487804878,0.024390243902439,0.0588235294117647,0.125,0.1,0.5,0.7777777777777778,0.7142857142857143,0.8333333333333334,1.0,1.0,0.5,0.577,0.1818181818181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201167,1610612743,Arron Afflalo,Arron Afflalo,201167,DEN,2040.0,34.0,4.0,67,69,37.0,28,7.0,136,1.0,2.0,,,8.0,12.0,,2.0,5.0,21.0,72,,5.0,15.0,10.0,,,,3.0,4.0,3.0,9.0,1.0,,3.0,5.0,,1.0,15.0,37.0,1.0,,,,0.6666666666666666,0.5714285714285714,0.65625,0.8333333333333334,0.1428571428571428,21.91780821917808,0.1428571428571428,0.5,0.5,,,,,0.5,,0.4886642857142857,0.67875,0.1333333333333333,,0.7142857142857143,7.416666666666668,23.55,0.5522388059701493,4.0,5.0,2.0,3.0,5.0,6.0,6.0,,1.0,,1.0,2.0,,2.0,1.0,3.0,,,,2.0,1.0,1.0,1.0,1.0,,0.375,0.375,0.8333333333333334,0.7142857142857143,,,,0.0869565217391304,0.0526315789473684,0.0689655172413793,0.037037037037037,,0.25,0.125,1.0,0.3571428571428571,0.8,0.8,0.5,0.4285714285714285,0.6666666666666666,0.5034214285714286,0.1538461538461538,3.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.1666666666666666,0.3571428571428571,0.6,0.6,1.0,0.1428571428571428,1.0,0.1428571428571428,0.0952380952380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201951,1610612743,Ty Lawson,Ty Lawson,201951,DEN,2208.0,37.0,-2.0,77,76,40.0,27,10.0,153,,2.0,,5.0,7.0,13.0,1.0,7.0,4.0,21.0,83,1.0,,9.0,12.0,3.0,4.0,,2.0,2.0,2.0,4.0,1.0,1.0,3.0,5.0,,1.0,9.0,40.0,,1.0,0.1428571428571428,0.1666666666666666,0.5384615384615384,0.425,0.4772727272727273,0.375,0.35,26.436781609195403,0.1,,,0.25,,,,0.8,,0.559042105263158,0.5532,0.0952380952380952,,0.4285714285714285,4.853846153846154,29.014285714285712,0.5194805194805194,5.0,9.0,2.0,4.0,3.0,7.0,2.0,2.0,,,1.0,2.0,,3.0,1.0,4.0,1.0,2.0,,2.0,,,,,,0.1428571428571428,0.1428571428571428,0.4285714285714285,0.375,0.1538461538461538,0.2222222222222222,,0.0769230769230769,0.04,0.09375,0.0277777777777777,0.0625,0.1428571428571428,,,0.45,0.5555555555555556,0.7142857142857143,0.2,0.3333333333333333,0.5,0.5414272727272728,0.1428571428571428,2.0,2.0,2.0,,2.0,,,,5.0,,,,,1.0,,,,0.1,1.0,1.0,,0.1,,0.1666666666666666,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.2,0.5,0.1666666666666666,0.0769230769230769,0.2,0.5,0.5,1.0,1.0,0.5,0.25,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2365,1610612743,Chris Andersen,Chris Andersen,2365,DEN,1115.0,19.0,,37,37,7.0,7,5.0,74,,1.0,,,1.0,4.0,,,2.0,4.0,40,1.0,,,,,,,,,,,1.0,1.0,3.0,4.0,,,,7.0,,,,,0.25,0.25,0.3333333333333333,,,19.047619047619047,0.25,,,,,,,0.75,,0.6336999999999999,0.6711,0.3333333333333333,,,4.449999999999999,,0.1891891891891892,1.0,3.0,,1.0,,1.0,2.0,,,,1.0,3.0,,4.0,1.0,5.0,,,,2.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,0.1875,0.0833333333333333,0.2105263157894736,0.0588235294117647,0.1428571428571428,,,,0.75,0.3333333333333333,0.3333333333333333,1.0,1.0,,0.7095,0.3333333333333333,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,1.0,1.0,2.0,,,,0.5,0.3333333333333333,0.375,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201814,1610612743,Gary Forbes,Gary Forbes,201814,DEN,1446.0,24.0,-11.0,50,50,26.0,28,7.0,100,,2.0,,1.0,1.0,5.0,,3.0,4.0,6.0,51,2.0,2.0,2.0,,,1.0,,2.0,2.0,2.0,4.0,,,3.0,6.0,,,2.0,26.0,,,,,0.2,0.125,0.2727272727272727,0.2,0.375,22.41379310344828,0.25,,,0.125,,,,0.625,,0.53246875,0.5904499999999999,0.2727272727272727,,0.3333333333333333,7.340000000000001,23.7,0.52,1.0,2.0,,,,2.0,2.0,1.0,,,,5.0,,6.0,1.0,7.0,,1.0,1.0,3.0,,,,,,1.0,1.0,,,0.2,0.5,,0.238095238095238,,0.2307692307692307,0.04,,,0.5,,0.25,0.5,1.0,1.0,,,0.42995,0.375,,1.0,2.0,,,,2.0,4.0,1.0,,1.0,,,,0.6666666666666666,,0.1666666666666666,0.125,,,,0.25,,,0.6666666666666666,1.0,,,1.0,,,1.0,1.0,1.0,,1.0,2.0,,1.0,,0.5,0.2,0.125,0.25,,,,0.5,,0.3333333333333333,,,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.125,0.25,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,1610612743,Anthony Carter,Anthony Carter,1853,DEN,421.0,7.0,-1.0,12,13,,3,1.0,25,,,,1.0,,,,1.0,,,12,,,,,,1.0,,1.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,1.0,15.384615384615383,,,,1.0,,,,1.0,,0.5304,,,,,,25.0,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,0.1666666666666666,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2408,1610612743,Melvin Ely,Melvin Ely,2408,DEN,1175.0,20.0,-3.0,37,38,25.0,17,5.0,75,,,,,1.0,3.0,,,,2.0,42,2.0,,2.0,2.0,,,,,,,,,,1.0,,,,2.0,25.0,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,9.523809523809524,,,,,,,,1.0,,0.5333,0.55325,,,1.0,1.7,,0.6756756756756757,1.0,3.0,1.0,3.0,1.0,3.0,,1.0,,,3.0,1.0,1.0,3.0,3.0,6.0,2.0,2.0,,,1.0,,1.0,1.0,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.0769230769230769,0.2307692307692307,0.1176470588235294,0.1666666666666666,0.3333333333333333,,,1.0,1.0,0.3333333333333333,0.5,,1.0,0.3333333333333333,0.5333,,,,,,,,,2.0,,,,,1.0,,0.5,,,,,,,,,,1.0,2.0,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,0.25,0.1428571428571428,0.25,,,,1.0,,,,,1.0,1.0,,,,0.5,0.5,,,0.5,,,2.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747,1610612743,JR Smith,JR Smith,2747,DEN,1272.0,21.0,10.0,40,42,10.0,1,5.0,82,1.0,2.0,1.0,2.0,4.0,9.0,1.0,3.0,2.0,13.0,41,,,3.0,8.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,2.0,,,3.0,10.0,,1.0,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.4583333333333333,0.5,0.3,0.25,28.26086956521739,0.1666666666666666,0.5,0.5,0.1666666666666666,0.5,0.5,1.0,0.75,0.5,0.5296291666666667,,0.0769230769230769,,0.2307692307692307,5.966666666666667,24.933333333333334,0.25,2.0,6.0,,4.0,,4.0,,,,,,3.0,,3.0,,3.0,,1.0,,1.0,,,,,,,,,0.3,,,,0.1764705882352941,,0.1428571428571428,,,0.2,,,0.5,0.3333333333333333,0.3333333333333333,,0.8,,0.50996,0.1,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,0.0833333333333333,1.0,1.0,,0.0833333333333333,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,0.2857142857142857,,,,,,,0.2,,,,,,,,,,,,,,,,,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200749,1610612743,Shelden Williams,Shelden Williams,200749,DEN,362.0,6.0,,15,15,8.0,7,1.0,30,,,,,1.0,2.0,,,,2.0,13,,,2.0,2.0,,,,,,,,,,,,,,2.0,8.0,,,,,0.5,0.5,0.5,1.0,,18.75,,,,,,,,0.5,,0.5730500000000001,,,,1.0,2.55,,0.5333333333333333,,1.0,,,1.0,1.0,,,,,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,1.0,0.25,0.25,0.2,0.1666666666666666,1.0,,0.3333333333333333,,0.5,,,,,,0.4142,,1.0,1.0,,,,,,,,,1.0,,,,,,1.0,0.5,1.0,1.0,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
