EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,TwoPtAssists,Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGM,PenaltyArc3FGA,FtPoints,PenaltyFG3A,NonHeaveArc3FGM,Fg2aBlocked,AtRimAssists,FG2APctBlocked,LongMidRangePctBlocked,DefArc3ReboundPct,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyFtPoints,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,ThreePtAssists,Arc3Assists,Corner3Assists,OffThreePtRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,AtRimPctBlocked,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PenaltyFG3M,FTOffRebounds,FTDefRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,Travels,BlockingFouls,Charge Fouls,Loose Ball Fouls,BlockingFoulsDrawn,Technical Free Throw Trips,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,SecondChanceFg3Pct,PenaltyFg3Pct,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceArc3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3FGM,SecondChanceFtPoints,StepOutOfBoundsTurnovers,PenaltyArc3Accuracy,Loose Ball Fouls Drawn,DefensiveGoaltends,3SecondViolations,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,OffCorner3ReboundPct,on,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,BlockedCorner3,3pt And 1 Free Throw Trips
101126,1610612738,Nate Robinson,Nate Robinson,101126,BOS,3007.0,50,-4,90,90,13.0,10,8.0,180,4.0,4.0,1.0,1.0,1.0,2.0,3.0,6.0,4.0,4.0,4.0,1.0,8.0,12.0,4.0,8.0,28.0,92,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,12.0,12.0,4.0,5.0,5.0,1.0,4.0,10.0,1.0,1.0,4.0,5,1.0,6,1.0,1.0,3.0,1.0,2.0,2.0,5.0,1.0,2.0,5.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,13.0,0.25,0.25,1.0,0.5,0.5,0.6666666666666666,1.0,1.0,0.7,0.5,1.0,0.7,0.5,1.0,0.4,25.510204081632654,0.6,0.125,0.034482758620689655,0.08333333333333333,0.11363636363636363,0.027777777777777776,0.125,0.2,0.15384615384615385,0.25,0.2,1.0,1.0,0.5,0.1,0.5,0.5,0.3,0.5,0.5,0.2,1.0,1.0,1.0,0.2,0.5,1.0,1.0,0.6,0.5188099999999999,0.5036499999999999,0.4166,0.05,0.08333333333333333,0.07142857142857142,0.07142857142857142,11.316666666666668,23.9125,0.14444444444444443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
101144,1610612738,Von Wafer,Von Wafer,101144,BOS,3183.0,53,14,103,102,17.0,31,8.0,205,2.0,2.0,,,,1.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,6.0,2.0,5.0,16.0,84,,,1.0,,1.0,1.0,2.0,6.0,,6.0,3.0,2.0,2.0,1.0,,4.0,,3.0,2.0,5,,5,1.0,1.0,2.0,1.0,,1.0,2.0,,,3.0,,3.0,,,4.0,,2.0,2.0,17.0,1.0,1.0,1.0,0.4,0.4,0.5,,1.0,0.5454545454545454,,0.5,0.6153846153846154,,0.5,0.45454545454545453,13.392857142857142,1.0,0.043478260869565216,,0.1875,0.08064516129032258,,,,0.11764705882352941,0.16666666666666666,0.18181818181818182,1.0,1.0,1.0,0.09090909090909091,,,0.2727272727272727,0.3333333333333333,0.5,0.18181818181818182,0.5,0.5,1.0,0.2727272727272727,1.0,,,0.6363636363636364,0.48255909090909094,0.579,0.282175,0.15384615384615385,0.25,,0.125,12.299999999999999,25.859999999999996,0.1650485436893204,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,0.2,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
200765,1610612738,Rajon Rondo,Rajon Rondo,200765,BOS,8060.0,134,-50,250,242,96.0,87,20.0,492,8.0,15.0,3.0,5.0,2.0,9.0,3.0,13.0,,,4.0,,13.0,37.0,1.0,4.0,32.0,285,1.0,3.0,,2.0,4.0,14.0,10.0,8.0,18.0,,3.0,20.0,25.0,1.0,7.0,55.0,1.0,3.0,10.0,13,2.0,15,5.0,3.0,13.0,10.0,2.0,3.0,15.0,5.0,,4.0,,4.0,,,6.0,,1.0,10.0,96.0,0.3076923076923077,0.3333333333333333,,0.25,0.3333333333333333,0.35135135135135137,0.3333333333333333,0.2857142857142857,0.35365853658536583,0.3333333333333333,0.25,0.36363636363636365,0.3333333333333333,0.2777777777777778,0.0975609756097561,21.85185185185185,0.8666666666666667,0.13157894736842105,0.012658227848101266,0.10714285714285714,0.125,0.02040816326530612,,0.05,0.21428571428571427,0.09090909090909091,0.36585365853658536,0.5333333333333333,0.6153846153846154,0.375,0.21951219512195122,0.2222222222222222,0.2222222222222222,0.3170731707317073,0.23076923076923078,0.23076923076923078,,,,,0.0975609756097561,,0.3125,0.6,0.4634146341463415,0.4810225,0.4883,0.42941874999999996,0.023809523809523808,0.02631578947368421,0.0625,0.3125,9.32972972972973,30.400000000000002,0.384,1.0,2.0,3.0,2.0,1.0,2.0,12.0,0.05405405405405406,,0.11764705882352941,0.3333333333333333,0.25,0.25,,0.125,0.3333333333333333,1.0,1.0,2.0,3.0,2.0,1.0,5.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,0.13333333333333333,0.05263157894736842,0.02631578947368421,0.07142857142857142,0.10714285714285714,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
2753,1610612738,Delonte West,Delonte West,2753,BOS,27184.0,453,-87,810,813,203.0,212,74.0,1623,13.0,26.0,1.0,2.0,12.0,27.0,18.0,34.0,4.0,9.0,24.0,1.0,43.0,87.0,12.0,33.0,135.0,862,1.0,5.0,1.0,5.0,4.0,14.0,17.0,14.0,72.0,27.0,23.0,55.0,64.0,11.0,17.0,137.0,5.0,10.0,18.0,31,6.0,37,20.0,15.0,18.0,15.0,12.0,3.0,30.0,6.0,10.0,29.0,2.0,17.0,,,15.0,2.0,5.0,17.0,201.0,0.16279069767441862,0.16666666666666666,0.75,0.36363636363636365,0.375,0.4942528735632184,0.2,0.2857142857142857,0.5083333333333333,0.4166666666666667,0.22916666666666666,0.528,0.4166666666666667,0.30357142857142855,0.275,17.34234234234234,0.6,0.06228373702422145,0.017793594306049824,0.10638297872340426,0.0731070496083551,0.01483679525222552,0.012345679012345678,0.06818181818181818,0.0603448275862069,0.1,0.21666666666666667,0.5,0.6190476190476191,0.15384615384615385,0.225,0.4444444444444444,0.5217391304347826,0.2833333333333333,0.5294117647058824,0.5294117647058824,0.075,0.4444444444444444,0.4444444444444444,1.0,0.2,0.16666666666666666,0.08333333333333333,0.5,0.49166666666666664,0.4861907563025208,0.5243166666666667,0.436954347826087,0.04065040650406504,0.05555555555555555,0.037037037037037035,0.1259259259259259,10.702298850574715,26.26363636363637,0.2506172839506173,8.0,8.0,13.0,10.0,8.0,9.0,27.0,0.10344827586206896,,0.109375,0.05555555555555555,0.3333333333333333,0.3333333333333333,0.625,0.3333333333333333,0.34782608695652173,1.0,4.0,6.0,9.0,2.0,1.0,9.0,4.0,5.0,,5.0,3.0,2.0,2.0,5.0,1.0,0.19230769230769232,,0.018867924528301886,,0.058823529411764705,0.6666666666666666,0.25,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,9.0,1.0,1.0,7.0,1.0,1.0,10.0,6.0,1.0,1.0,0.1,0.14814814814814814,0.1111111111111111,0.034482758620689655,0.02127659574468085,0.03773584905660377,0.6,0.3333333333333333,1.0,0.08333333333333333,0.5,,,,,,,,,,,,,,,,True,,,,,,,,
951,1610612738,Ray Allen,Ray Allen,951,BOS,12370.0,206,-25,365,366,74.0,77,37.0,731,6.0,10.0,2.0,4.0,3.0,10.0,6.0,15.0,1.0,2.0,10.0,,15.0,35.0,3.0,12.0,47.0,386,2.0,3.0,,8.0,4.0,7.0,14.0,22.0,8.0,9.0,10.0,13.0,15.0,4.0,3.0,32.0,3.0,5.0,10.0,15,4.0,19,4.0,2.0,9.0,5.0,2.0,4.0,11.0,,6.0,10.0,,7.0,,1.0,10.0,1.0,2.0,12.0,72.0,0.7333333333333333,0.7857142857142857,1.0,0.25,0.25,0.42857142857142855,0.6666666666666666,0.5714285714285714,0.4148936170212766,0.6666666666666666,0.5,0.4387755102040816,0.875,0.5384615384615384,0.2553191489361702,14.814814814814815,0.8181818181818182,0.07936507936507936,0.022556390977443608,0.125,0.09036144578313253,0.018867924528301886,,0.023809523809523808,0.1320754716981132,0.18181818181818182,0.2127659574468085,0.6,0.6666666666666666,0.8333333333333334,0.2127659574468085,0.3,0.3,0.3191489361702128,0.4,0.42857142857142855,0.0425531914893617,0.5,0.5,1.0,0.2127659574468085,,0.36363636363636365,0.5,0.46808510638297873,0.47997021276595736,0.42253333333333337,0.4897227272727273,0.041666666666666664,0.05555555555555555,0.1702127659574468,0.2978723404255319,11.34857142857143,24.891666666666666,0.20273972602739726,2.0,4.0,8.0,4.0,2.0,2.0,6.0,0.05714285714285714,0.06666666666666667,0.10344827586206896,0.6666666666666666,0.2,0.2,1.0,0.36363636363636365,0.2,,,3.0,,2.0,,2.0,,2.0,,2.0,,2.0,1.0,,,0.1,,0.045454545454545456,,0.06451612903225806,,,,,,,1.0,1.0,,1.0,,1.0,,,2.0,,5.0,,,,,,,,,,,0.25,,,0.06666666666666667,0.022222222222222223,0.038461538461538464,,0.6666666666666666,,,,1.0,4.0,1.0,0.25,,,,,,,,,,,,True,,,,,,,,
201175,1610612738,Glen Davis,Glen Davis,201175,BOS,20350.0,339,-72,591,602,142.0,163,60.0,1193,17.0,35.0,4.0,8.0,17.0,36.0,23.0,59.0,,,4.0,,57.0,130.0,1.0,4.0,139.0,643,2.0,7.0,,6.0,10.0,31.0,25.0,80.0,34.0,,4.0,9.0,12.0,2.0,,27.0,11.0,9.0,37.0,54,13.0,67,14.0,7.0,6.0,1.0,5.0,5.0,11.0,4.0,22.0,36.0,3.0,33.0,4.0,1.0,39.0,3.0,19.0,25.0,140.0,0.7017543859649122,0.7017543859649122,,0.25,0.25,0.43846153846153846,0.2857142857142857,0.3225806451612903,0.43656716417910446,0.2857142857142857,0.30303030303030304,0.45723684210526316,0.3,0.32051282051282054,0.029850746268656716,24.847560975609756,0.5454545454545454,0.1778846153846154,0.051643192488262914,0.1267605633802817,0.16487455197132617,0.05138339920948617,0.05970149253731343,0.14492753623188406,0.1927710843373494,0.16,0.26119402985074625,0.4857142857142857,0.5666666666666667,0.6470588235294118,0.26865671641791045,0.4722222222222222,0.5483870967741935,0.44029850746268656,0.3898305084745763,0.39655172413793105,,,,,0.029850746268656716,,0.24242424242424243,0.5,0.291044776119403,0.4436917293233081,0.43994285714285714,0.42088125000000004,0.12666666666666668,0.13013698630136986,0.04316546762589928,0.17985611510791366,11.306923076923079,28.825,0.24027072758037224,1.0,2.0,22.0,2.0,1.0,11.0,7.0,0.08461538461538462,0.01694915254237288,0.10869565217391304,0.8695652173913043,0.25,0.25,,0.06060606060606061,0.25,,1.0,5.0,3.0,,,3.0,1.0,2.0,2.0,7.0,,,2.0,1.0,2.0,0.14285714285714285,0.05,0.0379746835443038,0.06060606060606061,0.19642857142857142,0.14285714285714285,,,,,,,,8.0,1.0,1.0,,2.0,1.0,2.0,,,5.0,,,4.0,,1.0,5.0,3.0,,,,0.1388888888888889,0.42105263157894735,,0.05970149253731343,0.01639344262295082,0.6,0.5294117647058824,,,,,2.0,,,1.0,1.0,,,,,,,,,,True,,,,,,,,
201623,1610612738,Semih Erden,Semih Erden,201623,BOS,3970.0,66,-7,119,121,24.0,31,13.0,240,3.0,9.0,,,1.0,4.0,,,,,,,4.0,13.0,,,9.0,120,1.0,2.0,,2.0,,,,6.0,2.0,,,6.0,7.0,2.0,1.0,15.0,3.0,,4.0,4,3.0,7,1.0,1.0,,,6.0,,6.0,2.0,8.0,14.0,3.0,5.0,,,5.0,1.0,3.0,,24.0,0.75,1.0,,,,0.3076923076923077,0.5,,0.3076923076923077,0.5,,0.3,0.5,,,15.789473684210526,,0.10256410256410256,0.07894736842105263,,0.06896551724137931,0.06818181818181818,0.16666666666666666,0.125,0.15384615384615385,,0.6923076923076923,0.3333333333333333,0.42857142857142855,0.6666666666666666,0.3076923076923077,0.25,0.3333333333333333,,,,,,,,,,,,0.6923076923076923,0.5992307692307693,0.7311,,0.2,0.2,0.2222222222222222,,2.7,,0.20168067226890757,,,1.0,,,3.0,3.0,0.23076923076923078,,,,,,,,,1.0,2.0,,,2.0,,1.0,,1.0,,,,,,1.0,,0.2222222222222222,,0.07142857142857142,,,1.0,0.5,,,,,,,,2.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,0.25,,,,0.3333333333333333,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,True,,,,,,,,
202376,1610612738,Luke Harangody,Luke Harangody,202376,BOS,478.0,8,-3,13,15,,2,1.0,28,,1.0,,,,1.0,1.0,1.0,,,,,1.0,3.0,,,2.0,14,,1.0,,,,,,2.0,,,,,,,,,1.0,,2.0,2,1.0,3,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,,21.428571428571427,,0.3333333333333333,0.2,,0.16666666666666666,0.16666666666666666,,0.25,,,0.3333333333333333,,,,0.3333333333333333,,,0.3333333333333333,1.0,1.0,,,,,,,,,0.3333333333333333,0.436,0.5822,,,,,,10.533333333333333,,,,,,,,1.0,,0.3333333333333333,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,10088.0,168,-20,308,299,116.0,78,27.0,607,11.0,15.0,4.0,6.0,3.0,7.0,8.0,19.0,3.0,4.0,20.0,1.0,22.0,41.0,7.0,24.0,95.0,334,2.0,4.0,1.0,8.0,10.0,20.0,33.0,22.0,22.0,18.0,20.0,12.0,13.0,2.0,4.0,27.0,3.0,5.0,17.0,24,5.0,29,4.0,4.0,8.0,5.0,6.0,3.0,14.0,6.0,6.0,18.0,,26.0,,,39.0,2.0,17.0,31.0,114.0,0.5,0.5238095238095238,0.8571428571428571,0.2916666666666667,0.2916666666666667,0.5365853658536586,0.5,0.5,0.5,0.4,0.40625,0.5662650602409639,0.5714285714285714,0.4583333333333333,0.36923076923076925,28.783382789317507,0.5714285714285714,0.16037735849056603,0.03225806451612903,0.14285714285714285,0.15602836879432624,0.03968253968253968,,0.038461538461538464,0.1568627450980392,0.1,0.23076923076923078,0.7333333333333333,0.7857142857142857,0.6363636363636364,0.1076923076923077,0.42857142857142855,0.5,0.2923076923076923,0.42105263157894735,0.42105263157894735,0.06153846153846154,0.75,0.75,1.0,0.3076923076923077,0.2,0.1875,0.6666666666666666,0.6,0.5007007692307693,0.57815,0.482903125,0.2125,0.30357142857142855,0.08421052631578947,0.3473684210526316,10.180487804878048,25.249999999999996,0.37662337662337664,4.0,10.0,30.0,12.0,4.0,2.0,6.0,0.04878048780487805,,0.16,0.25,0.2,0.2,0.75,0.3125,0.2,1.0,2.0,7.0,3.0,2.0,,1.0,,1.0,2.0,,3.0,1.0,3.0,5.0,2.0,0.06666666666666667,0.06060606060606061,0.023255813953488372,0.08,0.27586206896551724,0.4,0.5,1.0,2.0,,,2.0,,2.0,,1.0,1.0,1.0,,1.0,,1.0,2.0,1.0,1.0,2.0,,,3.0,2.0,,,0.16666666666666666,0.14285714285714285,0.15384615384615385,,0.08695652173913043,,0.6666666666666666,0.6666666666666666,,0.0625,0.5,1.0,4.0,1.0,0.1,,,,,,,,,,,,True,,,,,,,,
406,1610612738,Shaquille O'Neal,Shaquille O'Neal,406,BOS,1468.0,24,-15,41,44,7.0,3,3.0,85,5.0,6.0,1.0,1.0,,1.0,,,,,,,5.0,7.0,,,13.0,55,1.0,1.0,,2.0,1.0,1.0,5.0,8.0,2.0,,,2.0,2.0,,1.0,4.0,1.0,1.0,6.0,8,1.0,9,2.0,2.0,1.0,1.0,3.0,,4.0,2.0,3.0,7.0,1.0,3.0,,,4.0,,1.0,5.0,7.0,0.8,0.8,,,,0.7142857142857143,1.0,1.0,0.7142857142857143,1.0,1.0,0.7222222222222222,1.0,0.8333333333333334,,30.232558139534884,0.25,0.46153846153846156,0.07142857142857142,0.2,0.3888888888888889,0.06666666666666667,,,0.5714285714285714,,0.8571428571428571,0.8333333333333334,0.8333333333333334,0.8,0.14285714285714285,,,,,,,,,,,,1.0,1.0,0.8571428571428571,0.5598714285714286,0.6889,0.4872,0.125,0.125,0.15384615384615385,0.38461538461538464,3.228571428571429,,0.17073170731707318,,,3.0,,,,1.0,,,0.25,,,,,,,1.0,1.0,3.0,,,,,,,,,1.0,,1.0,,1.0,,,,,0.4,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.5,,0.16666666666666666,,,,,,,,,,,,2.0,1.0,1.0,,,,,,,,True,,,,,,,,
