EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,Steals,BadPassSteals,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedCorner3,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,BlockedLongMidRange,BlockedAtRim,ThreePtShootingFoulsDrawn,OffensiveGoaltends,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Clear Path Fouls,Corner3PctBlocked,PenaltyCorner3FGM,PenaltyCorner3Accuracy,BlockedArc3,on,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
1085,1610612755,Ira Bowman,Ira Bowman,1085,PHI,1171.0,20,-8,33,34,8.0,22.0,4.0,67,3.0,3.0,1.0,1.0,3.0,4,1.0,6.0,36,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,8.0,0.75,0.6,0.6,0.2,0.25,1.0,13.513513513513514,0.6,1.0,1.0,0.2,0.2,0.8,0.6583300000000001,3.575,27.5,0.24242424242424243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1723,1610612755,Matt Harpring,Matt Harpring,1723,PHI,85731.0,1429,164,2616,2599,605.0,408.0,387.0,5215,100.0,162.0,81.0,16.0,201.0,400,42.0,514.0,2586,78.0,16.0,33.0,51.0,60.0,20.0,129.0,36.0,27.0,38.0,113.0,605.0,0.5025,0.502262443438914,0.5277777777777778,0.09502262443438914,0.0825,0.07407407407407407,17.907052323691907,0.3665158371040724,0.6172839506172839,0.7142857142857143,0.1832579185520362,0.03619909502262444,0.46153846153846156,0.48174445701357455,8.88,24.28333333333333,0.2312691131498471,32.0,63.0,21.0,36.0,35.0,66.0,157.0,9.0,26.0,1.0,3.0,5.0,1.0,3.0,2.0,7.0,14.0,70.0,43.0,94.0,1.0,4.0,16.0,105.0,45.0,84.0,2.0,10.0,22.0,118.0,324.0,39.0,3.0,40.0,5.0,1.0,9.0,8.0,1.0,17.0,14.0,10.0,100.0,1.0,43.0,131.0,15.0,189.0,111.0,300.0,8.0,9.0,29.0,8.0,14.0,37.0,14.0,15.0,4.0,66.0,4.0,15.0,17.0,6.0,97.0,8.0,2.0,38.0,14.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,118.0,7.0,0.8059701492537313,0.8950276243093923,0.9285714285714286,0.3333333333333333,0.25,0.2,0.3333333333333333,0.4574468085106383,0.5357142857142857,0.45408163265306123,0.5106382978723404,0.4861111111111111,0.536697247706422,0.023809523809523808,0.13580246913580246,0.03184713375796178,0.0625,0.4393939393939394,0.3488372093023256,0.015151515151515152,0.12381852551984877,0.08912655971479501,0.14285714285714285,0.07194244604316546,0.1280353200883002,0.08723235527359238,0.0926517571884984,0.07772020725388601,0.09692671394799054,0.05660377358490566,0.12121212121212122,0.10566037735849057,0.11977715877437325,0.1382488479262673,0.1417004048582996,0.14814814814814814,0.04145077720207254,0.5,0.73,0.43209876543209874,0.4666666666666667,0.8285714285714286,0.3552036199095023,0.42038216560509556,0.4342105263157895,0.9090909090909091,0.058823529411764705,0.34615384615384615,0.34615384615384615,1.0,0.3125,0.3333333333333333,0.8,0.6428571428571429,0.5079365079365079,0.34375,0.01020408163265306,0.030612244897959183,0.3333333333333333,1.0,0.3829787234042553,0.5833333333333334,0.031914893617021274,0.07446808510638298,0.2857142857142857,0.3125,0.5173016483516484,0.4688920212765957,0.08050847457627118,0.08837209302325581,0.20428015564202334,0.22957198443579765,,,,,,,,,,,,True,,,
1907,1610612755,Vonteego Cummings,Vonteego Cummings,1907,PHI,8031.0,134,-22,245,239,117.0,105.0,37.0,484,3.0,10.0,6.0,6.0,10.0,33,6.0,26.0,243,6.0,6.0,4.0,14.0,14.0,6.0,28.0,1.0,,2.0,15.0,117.0,0.30303030303030304,0.2564102564102564,0.3023255813953488,0.15384615384615385,0.12121212121212122,0.16666666666666666,17.993079584775085,0.2564102564102564,0.3,0.42857142857142855,0.15384615384615385,0.15384615384615385,0.41025641025641024,0.43938589743589745,10.603030303030305,26.96666666666667,0.4775510204081633,,,2.0,5.0,1.0,6.0,17.0,,,,,,,,,5.0,,6.0,1.0,2.0,,,1.0,3.0,5.0,14.0,,5.0,2.0,12.0,14.0,,,,,1.0,,,,5.0,3.0,2.0,2.0,1.0,3.0,6.0,,9.0,5.0,14.0,,1.0,5.0,1.0,3.0,5.0,2.0,2.0,,10.0,,6.0,1.0,1.0,8.0,,,2.0,2.0,2.0,,,,2.0,2.0,,,,12.0,1.0,0.7,0.7,,,,,,0.5,0.35714285714285715,0.5,0.2631578947368421,0.5,0.3,0.16666666666666666,0.3,,0.16666666666666666,0.5,,0.16666666666666666,0.06818181818181818,0.0196078431372549,0.0967741935483871,0.09090909090909091,0.07563025210084033,0.03225806451612903,,0.03333333333333333,0.023255813953488372,0.058823529411764705,0.2,0.09523809523809523,0.08333333333333333,0.03225806451612903,0.041666666666666664,0.2857142857142857,,1.0,0.6666666666666666,0.16666666666666666,0.2,1.0,0.4358974358974359,0.35294117647058826,0.35294117647058826,0.6666666666666666,,,,,,,,,,,,,,,0.2631578947368421,0.4,,0.2631578947368421,,,0.38865,0.42695,0.04878048780487805,0.05714285714285714,0.11538461538461539,0.46153846153846156,2.0,,,,,,,,,,,True,,,
87,1610612755,Dikembe Mutombo,Dikembe Mutombo,87,PHI,93335.0,1556,151,2846,2826,753.0,493.0,388.0,5672,90.0,149.0,169.0,,168.0,329,,487.0,2822,142.0,,23.0,40.0,44.0,20.0,92.0,14.0,6.0,60.0,123.0,753.0,0.5106382978723404,0.5106382978723404,0.5756501182033097,,0.06990881458966565,0.023668639053254437,15.154264972776769,0.45288753799392095,0.6040268456375839,0.6923076923076923,0.513677811550152,,0.45288753799392095,0.46110060790273566,5.0158054711246205,,0.2645818692902319,36.0,69.0,18.0,35.0,74.0,4.0,11.0,,,,,,,,,,,151.0,47.0,94.0,,,38.0,132.0,32.0,63.0,,,74.0,138.0,194.0,,,76.0,,,4.0,3.0,1.0,5.0,15.0,12.0,121.0,5.0,75.0,237.0,14.0,326.0,138.0,464.0,13.0,8.0,27.0,2.0,5.0,51.0,5.0,22.0,10.0,78.0,9.0,17.0,14.0,24.0,201.0,13.0,,77.0,30.0,98.0,,,26.0,98.0,57.0,13.0,9.0,21.0,138.0,6.0,0.5773809523809523,0.7461538461538462,,,,,,0.5,0.5079365079365079,0.5,0.5079365079365079,0.5641025641025641,0.6160714285714286,,0.12751677852348994,,,0.34615384615384615,0.2857142857142857,0.078125,0.2034334763948498,0.1021097046413502,0.22727272727272727,0.07547169811320754,0.20869565217391303,0.09895833333333333,0.11854103343465046,0.09828009828009827,0.0935412026726058,0.07086614173228346,0.09375,0.1564625850340136,0.2190721649484536,0.2194616977225673,0.2528301886792453,0.12307692307692308,0.09420289855072464,0.5816326530612245,0.5555555555555556,0.4378698224852071,0.4484848484848485,0.6216216216216216,0.03343465045592705,0.36363636363636365,0.36363636363636365,0.25,,,,,,,,0.7340425531914894,0.5217391304347826,0.027777777777777776,,,,,0.5555555555555556,0.5142857142857142,,,,,0.5114784090909091,0.47169841269841256,0.19592875318066158,0.19592875318066158,0.27104722792607805,0.28336755646817247,3.0,69.0,,,,,,,,,,True,,,
934,1610612755,Derrick Coleman,Derrick Coleman,934,PHI,124854.0,2081,113,3824,3798,1100.0,788.0,542.0,7622,177.0,272.0,237.0,70.0,303.0,652,83.0,875.0,3840,244.0,70.0,63.0,94.0,98.0,54.0,200.0,42.0,25.0,77.0,158.0,1100.0,0.4647239263803681,0.46938775510204084,0.5221027479091995,0.11292517006802721,0.09662576687116564,0.08860759493670886,21.387024608501118,0.37006802721088433,0.6507352941176471,0.7468354430379747,0.3224489795918367,0.09523809523809523,0.48299319727891155,0.46295715258855585,7.3276073619631905,25.784337349397585,0.28765690376569036,77.0,102.0,47.0,68.0,83.0,43.0,143.0,1.0,13.0,6.0,3.0,27.0,2.0,5.0,6.0,26.0,28.0,185.0,86.0,133.0,2.0,11.0,34.0,212.0,76.0,154.0,6.0,29.0,77.0,247.0,362.0,81.0,3.0,120.0,27.0,2.0,4.0,2.0,2.0,16.0,24.0,18.0,147.0,2.0,48.0,275.0,19.0,342.0,167.0,509.0,23.0,17.0,68.0,11.0,32.0,51.0,9.0,36.0,7.0,119.0,13.0,40.0,10.0,19.0,227.0,22.0,1.0,103.0,21.0,49.0,2.0,2.0,18.0,51.0,40.0,6.0,3.0,8.0,247.0,14.0,0.5973597359735974,0.7448559670781894,0.9642857142857143,0.3373493975903614,0.18181818181818182,0.20689655172413793,0.3373493975903614,0.6466165413533834,0.4935064935064935,0.6180555555555556,0.4644808743169399,0.654320987654321,0.5442477876106194,0.024096385542168676,0.12867647058823528,0.04895104895104895,0.02857142857142857,0.5714285714285714,0.23170731707317074,0.021505376344086023,0.18345563709139426,0.09170305676855896,0.10933940774487472,0.075,0.16666666666666666,0.08952794357026587,0.11764705882352941,0.08823529411764706,0.07617504051863858,0.07368421052631578,0.08,0.2,0.19298245614035087,0.16382252559726962,0.11173184357541899,0.09876543209876543,0.06906906906906907,0.7843137254901961,0.5819209039548022,0.350210970464135,0.38425925925925924,0.5180722891566265,0.1945578231292517,0.3006993006993007,0.3161764705882353,0.813953488372093,0.017687074829931974,0.07692307692307693,0.07692307692307693,1.0,0.38571428571428573,0.39705882352941174,0.9629629629629629,0.7083333333333334,0.7549019607843137,0.23376623376623376,0.041666666666666664,0.034722222222222224,0.4,1.0,0.37158469945355194,0.6911764705882353,0.01639344262295082,0.14207650273224043,0.23076923076923078,0.38571428571428573,0.5272883458646617,0.457893956043956,0.12622549019607843,0.14051841746248295,0.2422857142857143,0.2822857142857143,7.0,24.0,,,,,,,,,,True,,,
1952,1610612755,Raja Bell,Raja Bell,1952,PHI,24855.0,414,-55,754,756,234.0,186.0,97.0,1510,16.0,28.0,17.0,9.0,37.0,79,16.0,103.0,804,30.0,9.0,5.0,28.0,37.0,11.0,83.0,6.0,3.0,16.0,48.0,234.0,0.46835443037974683,0.46842105263157896,0.5049019607843137,0.16842105263157894,0.06329113924050633,,14.022988505747128,0.29473684210526313,0.5714285714285714,0.6956521739130435,0.17894736842105263,0.09473684210526316,0.4631578947368421,0.491951052631579,9.524050632911392,25.143749999999997,0.3103448275862069,2.0,3.0,2.0,4.0,9.0,12.0,34.0,2.0,7.0,,2.0,3.0,1.0,2.0,3.0,3.0,5.0,14.0,4.0,7.0,1.0,2.0,,11.0,5.0,14.0,3.0,5.0,2.0,21.0,44.0,15.0,,4.0,3.0,,9.0,5.0,4.0,6.0,11.0,2.0,9.0,1.0,10.0,21.0,5.0,36.0,12.0,48.0,,3.0,12.0,1.0,8.0,8.0,,4.0,2.0,20.0,1.0,9.0,5.0,3.0,16.0,1.0,,5.0,2.0,1.0,,,1.0,1.0,1.0,3.0,,,21.0,3.0,0.5945945945945946,0.6285714285714286,1.0,0.3125,0.5,0.6,0.3125,0.5714285714285714,0.35714285714285715,0.6111111111111112,0.5,0.6111111111111112,0.525,,0.17857142857142858,,,0.6,0.2631578947368421,0.041666666666666664,0.07094594594594594,0.0313588850174216,0.12987012987012986,0.03508771929824561,0.08310991957104558,0.03197674418604651,0.025,0.04950495049504951,0.018867924528301886,0.046511627906976744,,0.013333333333333334,0.09345794392523364,0.08771929824561403,0.1323529411764706,0.1111111111111111,,1.0,0.5625,0.5294117647058824,0.5294117647058824,0.3333333333333333,0.35789473684210527,0.35294117647058826,0.35294117647058826,0.8333333333333334,0.07368421052631578,0.2857142857142857,0.2857142857142857,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,,,0.2222222222222222,0.5,1.0,0.21052631578947367,0.5,0.10526315789473684,0.15789473684210525,1.0,0.3333333333333333,0.5023375,0.49707368421052633,0.06,0.060240963855421686,0.10679611650485436,0.20388349514563106,,,1.0,1.0,0.058823529411764705,,,,,,,True,,,
761,1610612755,Matt Geiger,Matt Geiger,761,PHI,879.0,15,-4,24,25,3.0,12.0,7.0,49,1.0,1.0,1.0,,1.0,4,,3.0,25,2.0,,,,,,,,,1.0,2.0,3.0,0.25,0.25,0.3,,,,16.666666666666668,0.25,1.0,1.0,0.25,,0.25,0.41379999999999995,11.825,,0.125,1.0,1.0,,,,,2.0,,,,,,,,,,,1.0,1.0,1.0,,,1.0,3.0,,1.0,,,,,,,,2.0,,,,,,,,,2.0,,1.0,,,1.0,2.0,3.0,,,,,,,,,,,,,,,2.0,,,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,1.0,,0.75,,,,,,,,,,0.16666666666666666,0.5,,0.07142857142857142,0.13333333333333333,,0.25,0.14285714285714285,,,,,,1.0,,,1.0,,,,,0.5,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,0.5758,0.3314,0.2,0.2,1.0,,,,,,,,,,,,,True,,,
2049,1610612755,Speedy Claxton,Speedy Claxton,2049,PHI,41123.0,685,-19,1243,1227,353.0,285.0,188.0,2470,41.0,81.0,28.0,9.0,79.0,180,16.0,216.0,1273,68.0,8.0,22.0,76.0,90.0,34.0,194.0,36.0,18.0,21.0,67.0,353.0,0.4388888888888889,0.41836734693877553,0.48642533936651583,0.08163265306122448,0.12222222222222222,0.14285714285714285,17.679180887372013,0.413265306122449,0.5061728395061729,0.6507936507936508,0.14285714285714285,0.04591836734693878,0.49489795918367346,0.4939546153846154,8.86888888888889,26.8875,0.2839903459372486,6.0,9.0,12.0,21.0,7.0,31.0,71.0,1.0,7.0,,1.0,1.0,,1.0,,3.0,2.0,52.0,8.0,17.0,,1.0,3.0,19.0,22.0,49.0,,4.0,22.0,66.0,90.0,6.0,,2.0,1.0,1.0,14.0,10.0,4.0,15.0,27.0,6.0,14.0,,9.0,32.0,1.0,42.0,20.0,62.0,1.0,18.0,25.0,8.0,19.0,13.0,2.0,6.0,,38.0,1.0,10.0,2.0,2.0,61.0,10.0,1.0,28.0,7.0,2.0,,,2.0,2.0,2.0,,,,66.0,10.0,0.569620253164557,0.5769230769230769,1.0,0.125,,,0.13333333333333333,0.47058823529411764,0.4489795918367347,0.4444444444444444,0.41509433962264153,0.475,0.515625,0.0625,0.2222222222222222,,,0.6578947368421053,0.027777777777777776,,0.06941431670281996,0.026415094339622643,0.0661764705882353,0.06060606060606061,0.06867671691792294,0.03179650238473768,0.057692307692307696,0.011695906432748537,0.014778325123152709,0.08450704225352113,,0.08461538461538462,0.04938271604938271,0.07692307692307693,0.07207207207207207,0.04,0.011111111111111112,1.0,0.43902439024390244,0.25,0.2916666666666667,0.7142857142857143,0.3622448979591837,0.43661971830985913,0.43661971830985913,0.7096774193548387,0.03571428571428571,0.14285714285714285,0.16666666666666666,1.0,0.1111111111111111,0.1111111111111111,1.0,0.5,0.6666666666666666,0.5,,0.05555555555555555,,,0.39622641509433965,0.5714285714285714,0.018867924528301886,0.05660377358490566,,0.125,0.49256153846153844,0.4748201923076923,0.1308411214953271,0.1414141414141414,0.08796296296296297,0.3055555555555556,,,,,,1.0,1.0,0.14285714285714285,,,,True,,,
1906,1610612755,Tim James,Tim James,1906,PHI,1067.0,18,3,29,27,11.0,9.0,8.0,56,3.0,5.0,,,3.0,6,,6.0,29,4.0,,,,,,,,,1.0,2.0,11.0,0.5,0.5,0.42857142857142855,,,,17.5,0.8333333333333334,0.6,0.6,,,0.8333333333333334,0.56995,2.3333333333333335,,0.3793103448275862,2.0,3.0,2.0,3.0,,,1.0,,,,,,,,,,,,2.0,3.0,,,,4.0,2.0,3.0,,,,4.0,2.0,,,4.0,,,,,,,,,3.0,,,,,,3.0,3.0,,,,,,,,,,,,,,,2.0,,,1.0,,1.0,,,,1.0,1.0,,,,4.0,1.0,0.3333333333333333,1.0,,,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,,,,,,0.16666666666666666,,,,0.14285714285714285,0.2857142857142857,0.125,,,,,,,,,,1.0,0.3333333333333333,,,,0.16666666666666666,,,,,,,,,,,1.0,0.6666666666666666,,,,,,1.0,0.6666666666666666,,,,,0.5658,0.5607333333333333,0.14285714285714285,0.14285714285714285,0.6666666666666666,0.6666666666666666,,1.0,,,,,,,,,,True,,,
916,1610612755,Corie Blount,Corie Blount,916,PHI,21387.0,356,-82,650,656,236.0,186.0,99.0,1306,22.0,31.0,21.0,,36.0,68,,80.0,698,20.0,,5.0,3.0,3.0,1.0,6.0,17.0,12.0,20.0,46.0,236.0,0.5294117647058824,0.5294117647058824,0.5405405405405406,,0.07352941176470588,0.047619047619047616,11.597938144329897,0.45588235294117646,0.7096774193548387,0.8148148148148148,0.3088235294117647,,0.45588235294117646,0.4804735294117646,6.797058823529412,,0.3630769230769231,5.0,8.0,4.0,6.0,6.0,8.0,16.0,,,,,,,,,,,8.0,7.0,17.0,,,1.0,15.0,9.0,22.0,,,3.0,21.0,52.0,,,14.0,,,,,,1.0,1.0,6.0,29.0,,8.0,37.0,3.0,48.0,35.0,83.0,,5.0,7.0,,5.0,9.0,2.0,2.0,1.0,16.0,2.0,5.0,5.0,5.0,13.0,1.0,,5.0,2.0,6.0,,,1.0,6.0,4.0,,,1.0,21.0,2.0,0.7222222222222222,0.896551724137931,,,,,,0.4117647058823529,0.4090909090909091,0.4117647058823529,0.4090909090909091,0.4166666666666667,0.4375,,0.12903225806451613,,,0.4375,0.15789473684210525,,0.1608695652173913,0.09764309764309764,0.13333333333333333,0.10526315789473684,0.15517241379310345,0.09887005649717515,0.08860759493670886,0.10784313725490197,0.09482758620689655,0.11363636363636363,0.07692307692307693,0.16,0.2,0.1076923076923077,0.16,,,0.6666666666666666,0.7272727272727273,0.2857142857142857,0.3,0.8333333333333334,0.23529411764705882,0.5,0.5,0.625,,,,,,,,0.47058823529411764,0.625,,,,,,0.2727272727272727,0.6666666666666666,,,,,0.4742333333333333,0.4642181818181818,0.06944444444444445,0.06944444444444445,0.1875,0.2625,1.0,4.0,,,,,,,,,,True,,,
