EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFG2M,PtsPutbacks,ThreePtAssists,Arc3Assists,Corner3Assists,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedShortMidRange,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,PtsUnassisted3s,Travels,DefensiveGoaltends,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,HeaveAttempts,on,Corner3PctBlocked,BlockedArc3,Clear Path Fouls
1005,1610612745,Walt Williams,Walt Williams,1005,HOU,7542.0,126,20,232,234,62,34,29,466,10.0,15.0,2.0,3.0,4.0,6.0,8.0,4.0,8.0,1.0,8.0,16.0,2.0,6.0,16.0,23,12.0,24.0,5.0,73.0,244,2.0,1.0,1.0,1.0,4.0,6.0,2.0,6.0,3.0,17.0,20.0,12.0,36.0,16.0,8.0,2.0,7.0,7.0,2.0,3.0,2.0,14.0,2.0,1.0,1.0,2.0,10.0,2.0,14.0,4.0,18.0,1.0,2.0,1.0,1.0,7.0,1.0,6.0,1.0,1.0,8.0,2.0,1.0,6.0,9.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,17.0,62,0.625,0.625,1.0,0.5,0.3333333333333333,0.5,0.6956521739130435,0.6666666666666666,0.723404255319149,0.5833333333333334,0.72,0.125,0.6071428571428571,0.5106382978723404,0.08695652173913043,0.06666666666666667,0.125,21.804511278195488,0.875,0.3333333333333333,0.16666666666666666,0.11627906976744186,0.014705882352941176,0.1,0.06451612903225806,0.11320754716981132,0.030303030303030304,0.030303030303030304,0.047619047619047616,0.1,0.09523809523809523,0.11538461538461539,0.1282051282051282,0.0625,0.25,0.0625,1.0,0.3191489361702128,0.6666666666666666,0.7142857142857143,0.6,0.1702127659574468,0.75,0.8571428571428571,0.6666666666666666,0.1702127659574468,0.5,0.5,1.0,0.3404255319148936,0.5,0.5,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.75,0.5,0.3333333333333333,0.8297872340425532,0.5,0.528744680851064,0.55675,0.4863625,0.020833333333333332,0.041666666666666664,0.0136986301369863,0.2328767123287671,6.578260869565218,24.1375,0.2672413793103448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1509,1610612745,Kelvin Cato,Kelvin Cato,1509,HOU,22673.0,378,-49,683,684,110,72,76,1367,25.0,44.0,7.0,4.0,6.0,1.0,7.0,,,,,,,,33.0,69,,,22.0,88.0,727,10.0,,5.0,13.0,6.0,12.0,,,3.0,15.0,62.0,4.0,,,,5.0,4.0,6.0,2.0,,2.0,14.0,1.0,27.0,,8.0,52.0,4.0,64.0,28.0,92.0,2.0,6.0,6.0,,3.0,,2.0,8.0,1.0,11.0,1.0,1.0,25.0,47.0,37.0,,18.0,2.0,15.0,,16.0,13.0,15.0,110,0.9393939393939394,0.96875,,,,,0.4782608695652174,0.5,0.4782608695652174,0.5,0.5116279069767442,0.5,0.5,,0.07246376811594203,0.045454545454545456,,12.613784135240572,0.2727272727272727,0.2222222222222222,,0.1780821917808219,0.108,0.19047619047619047,0.013888888888888888,0.17964071856287425,0.08695652173913043,0.14925373134328357,0.02127659574468085,,0.109375,0.15,0.22297297297297297,0.20689655172413793,0.15384615384615385,0.06451612903225806,0.8125,0.6376811594202898,0.5681818181818182,0.5952380952380952,0.92,0.10144927536231885,0.14285714285714285,0.14285714285714285,1.0,,,,,,,,,0.7,,0.5,0.6666666666666666,,,0.6376811594202898,,0.49887826086956527,0.51994,0.49228333333333335,0.21428571428571427,0.21428571428571427,0.14772727272727273,0.17045454545454544,3.927536231884057,,0.16105417276720352,4.0,7.0,18.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,8.0,1.0,7.0,1.0,3.0,1.0,3.0,0.4,0.4,0.16666666666666666,0.0958904109589041,0.09090909090909091,0.2608695652173913,0.3888888888888889,0.4666666666666667,1.0,0.5714285714285714,0.5,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1749,1610612745,Cuttino Mobley,Cuttino Mobley,1749,HOU,26310.0,438,10,799,793,180,119,85,1592,19.0,33.0,2.0,6.0,8.0,20.0,46.0,7.0,16.0,2.0,11.0,23.0,1.0,7.0,49.0,109,18.0,39.0,14.0,166.0,843,7.0,7.0,,21.0,10.0,21.0,2.0,10.0,9.0,35.0,38.0,60.0,39.0,23.0,11.0,6.0,23.0,36.0,13.0,4.0,6.0,85.0,2.0,10.0,,8.0,38.0,,46.0,12.0,58.0,3.0,17.0,10.0,7.0,15.0,6.0,9.0,12.0,6.0,27.0,1.0,5.0,8.0,18.0,16.0,,5.0,3.0,6.0,,6.0,3.0,35.0,180,0.3877551020408163,0.3958333333333333,0.7222222222222222,0.46153846153846156,0.2,0.46153846153846156,0.44954128440366975,0.47619047619047616,0.5135135135135135,0.41935483870967744,0.532051282051282,0.75,0.4861111111111111,0.2635135135135135,0.05504587155963303,0.15151515151515152,,20.378619153674833,0.5555555555555556,,,0.12337662337662338,0.037037037037037035,0.14285714285714285,0.021052631578947368,0.12637362637362637,0.03287671232876712,,0.016666666666666666,0.02857142857142857,0.08771929824561403,0.1414141414141414,0.125,0.14634146341463414,0.13333333333333333,0.04225352112676056,0.5,0.22297297297297297,0.5757575757575758,0.6785714285714286,0.42105263157894735,0.3108108108108108,0.43478260869565216,0.43478260869565216,0.4,0.10810810810810811,0.4375,0.4375,1.0,0.1554054054054054,0.4782608695652174,0.4782608695652174,0.5454545454545454,0.14285714285714285,0.14285714285714285,0.25806451612903225,0.75,0.22580645161290322,0.14285714285714285,0.4864864864864865,0.4782608695652174,0.4771914383561644,0.49183181818181815,0.45803225806451614,0.032679738562091505,0.043859649122807015,0.12650602409638553,0.21084337349397592,10.20917431192661,24.856410256410257,0.22528160200250313,2.0,10.0,30.0,3.0,2.0,13.0,10.0,3.0,1.0,1.0,2.0,,,3.0,,3.0,,,1.0,1.0,0.42857142857142855,0.75,0.03333333333333333,0.0449438202247191,0.05825242718446602,0.20270270270270271,0.3333333333333333,0.3448275862068966,0.3,1.0,0.5,2.0,1.0,3.0,3.0,5.0,5.0,15.0,3.0,2.0,0.7142857142857143,1.0,1.0,0.35714285714285715,0.6,1.0,0.0967741935483871,0.3333333333333333,,,,,,,True,,,
1883,1610612745,Steve Francis,Steve Francis,1883,HOU,22815.0,380,32,695,695,154,134,75,1390,40.0,59.0,8.0,9.0,14.0,17.0,42.0,,4.0,1.0,11.0,29.0,,5.0,65.0,125,11.0,33.0,63.0,226.0,712,13.0,4.0,3.0,24.0,20.0,33.0,,5.0,26.0,66.0,28.0,102.0,12.0,29.0,11.0,10.0,44.0,58.0,29.0,3.0,12.0,130.0,6.0,11.0,,11.0,47.0,1.0,59.0,17.0,76.0,3.0,14.0,11.0,3.0,14.0,7.0,11.0,17.0,3.0,31.0,2.0,5.0,8.0,24.0,78.0,4.0,31.0,10.0,2.0,1.0,2.0,1.0,66.0,154,0.2153846153846154,0.22950819672131148,0.36363636363636365,0.3333333333333333,,0.3333333333333333,0.52,0.6060606060606061,0.5158227848101266,0.5263157894736842,0.581151832460733,0.6388888888888888,0.6153846153846154,0.2088607594936709,0.08,0.11864406779661017,,28.425096030729836,0.45161290322580644,0.041666666666666664,,0.16549295774647887,0.04721030042918455,0.20754716981132076,0.075,0.17210682492581603,0.054313099041533544,0.0684931506849315,0.07692307692307693,0.07142857142857142,0.13846153846153847,0.24742268041237114,0.11475409836065574,0.23684210526315788,0.13333333333333333,0.04411764705882353,0.5,0.37341772151898733,0.6779661016949152,0.7692307692307693,0.3,0.26582278481012656,0.40476190476190477,0.40476190476190477,0.058823529411764705,0.02531645569620253,,,,0.18354430379746836,0.3793103448275862,0.3793103448275862,0.36363636363636365,0.47058823529411764,0.058823529411764705,0.3684210526315789,0.6428571428571429,0.13157894736842105,,0.5822784810126582,0.3793103448275862,0.48375126582278477,0.4856928571428571,0.4449342105263159,0.1712707182320442,0.20945945945945946,0.10619469026548672,0.2920353982300885,8.103200000000001,25.58181818181818,0.22158273381294963,5.0,8.0,24.0,6.0,8.0,14.0,9.0,5.0,2.0,2.0,4.0,8.0,,1.0,,,,,1.0,4.0,0.46153846153846156,0.6176470588235294,0.125,0.02631578947368421,0.047619047619047616,0.1518987341772152,0.3333333333333333,0.38095238095238093,0.125,0.625,0.2,,,,3.0,3.0,3.0,21.0,2.0,,0.75,,,0.17647058823529413,1.0,,,,,,,,,,True,,,
779,1610612745,Glen Rice,Glen Rice,779,HOU,36394.0,607,-20,1106,1104,260,177,128,2210,16.0,31.0,5.0,2.0,3.0,19.0,42.0,8.0,26.0,2.0,10.0,38.0,,6.0,47.0,103,18.0,64.0,24.0,172.0,1172,7.0,5.0,2.0,12.0,5.0,11.0,3.0,13.0,5.0,24.0,52.0,42.0,51.0,38.0,10.0,8.0,29.0,31.0,17.0,6.0,6.0,64.0,1.0,4.0,,2.0,36.0,4.0,42.0,5.0,47.0,1.0,12.0,6.0,6.0,13.0,1.0,9.0,11.0,4.0,24.0,,4.0,16.0,34.0,30.0,6.0,11.0,2.0,3.0,1.0,3.0,1.0,24.0,260,0.5531914893617021,0.5531914893617021,0.9444444444444444,0.28125,0.23076923076923078,0.28125,0.4563106796116505,0.45454545454545453,0.4431137724550898,0.3958333333333333,0.4772727272727273,0.46153846153846156,0.42592592592592593,0.38323353293413176,0.07766990291262135,0.1935483870967742,0.023809523809523808,15.97444089456869,0.5416666666666666,0.12121212121212122,,0.08108108108108109,0.010282776349614395,0.02531645569620253,0.00847457627118644,0.07265774378585087,0.009861932938856016,0.016666666666666666,0.012987012987012988,,0.09259259259259259,0.046875,0.09615384615384616,0.034482758620689655,,0.010869565217391304,0.3333333333333333,0.18562874251497005,0.5161290322580645,0.64,0.5625,0.25149700598802394,0.4523809523809524,0.4634146341463415,0.6842105263157895,0.15568862275449102,0.3076923076923077,0.3076923076923077,1.0,0.2275449101796407,0.2631578947368421,0.2631578947368421,0.9,0.4166666666666667,0.16666666666666666,0.125,0.6666666666666666,0.25,,0.5688622754491018,0.2631578947368421,0.4985868263473053,0.5675363636363637,0.5034916666666666,0.06896551724137931,0.10091743119266056,0.06976744186046512,0.13953488372093023,10.350485436893203,24.4046875,0.23508137432188064,2.0,12.0,30.0,2.0,,2.0,1.0,1.0,1.0,1.0,4.0,5.0,,1.0,,1.0,,,,2.0,0.2857142857142857,0.4166666666666667,0.03333333333333333,0.008064516129032258,0.006896551724137931,0.17964071856287425,0.4,0.41379310344827586,0.3333333333333333,0.4,1.0,1.0,3.0,7.0,1.0,3.0,2.0,3.0,4.0,,0.4,0.5,1.0,0.25,0.3333333333333333,1.0,0.2916666666666667,0.42857142857142855,1.0,0.015384615384615385,,,,,True,,,
983,1610612745,Moochie Norris,Moochie Norris,983,HOU,15375.0,256,-56,463,463,116,68,60,926,11.0,21.0,2.0,2.0,4.0,13.0,35.0,,1.0,,3.0,10.0,2.0,2.0,28.0,71,3.0,11.0,15.0,80.0,516,9.0,,2.0,8.0,7.0,20.0,2.0,2.0,5.0,25.0,22.0,34.0,6.0,10.0,3.0,3.0,31.0,46.0,17.0,6.0,8.0,107.0,,4.0,,2.0,15.0,,17.0,4.0,21.0,1.0,8.0,5.0,3.0,12.0,1.0,5.0,5.0,7.0,17.0,2.0,4.0,4.0,13.0,17.0,,6.0,3.0,,,,,25.0,116,0.39285714285714285,0.39285714285714285,0.6666666666666666,0.2727272727272727,1.0,0.2727272727272727,0.39436619718309857,0.35,0.39634146341463417,0.45454545454545453,0.4444444444444444,0.4,0.5,0.13414634146341464,0.04225352112676056,0.09523809523809523,,20.112781954887218,0.7058823529411765,,,0.08426966292134831,0.02247191011235955,0.05714285714285714,,0.07981220657276995,0.01834862385321101,,,,0.08163265306122448,0.10810810810810811,0.07608695652173914,0.038461538461538464,0.1111111111111111,0.022222222222222223,,0.25609756097560976,0.5238095238095238,0.5789473684210527,0.18181818181818182,0.4268292682926829,0.37142857142857144,0.37142857142857144,0.5384615384615384,0.012195121951219513,,,,0.12195121951219512,0.3,0.3,0.6666666666666666,0.2222222222222222,,0.18181818181818182,0.5,0.09090909090909091,1.0,0.3902439024390244,0.3,0.4406591463414634,0.40748888888888884,0.3813090909090909,0.06896551724137931,0.07894736842105263,0.1,0.3125,11.184507042253523,25.163636363636364,0.2505399568034557,1.0,4.0,15.0,3.0,,15.0,12.0,3.0,1.0,,,1.0,,,,,,,,2.0,0.3333333333333333,0.3333333333333333,0.06666666666666667,0.01639344262295082,0.04477611940298507,0.18292682926829268,0.26666666666666666,0.2857142857142857,0.5,0.5,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,True,,,
1903,1610612745,Kenny Thomas,Kenny Thomas,1903,HOU,28816.0,480,-47,877,875,186,115,106,1752,47.0,72.0,20.0,11.0,12.0,13.0,46.0,,2.0,,,4.0,,2.0,73.0,161,,6.0,40.0,186.0,947,31.0,,5.0,35.0,15.0,23.0,,2.0,17.0,47.0,70.0,76.0,,4.0,,14.0,23.0,32.0,9.0,6.0,8.0,73.0,6.0,26.0,2.0,15.0,61.0,8.0,84.0,34.0,118.0,4.0,20.0,13.0,7.0,16.0,6.0,8.0,18.0,8.0,34.0,4.0,12.0,13.0,34.0,59.0,,27.0,6.0,10.0,2.0,10.0,8.0,47.0,186,0.4794520547945205,0.5384615384615384,,,,,0.453416149068323,0.6521739130434783,0.437125748502994,0.6,0.48186528497409326,0.5,0.6527777777777778,0.03592814371257485,0.08695652173913043,0.06944444444444445,,22.791164658634536,0.47058823529411764,0.32,0.07407407407407407,0.17579250720461095,0.08024691358024691,0.2542372881355932,0.06593406593406594,0.18719211822660098,0.07710843373493977,0.10101010101010101,0.08064516129032258,0.034482758620689655,0.13953488372093023,0.14285714285714285,0.2147239263803681,0.30434782608695654,0.07692307692307693,0.05128205128205128,0.8,0.4311377245508982,0.6527777777777778,0.7014925373134329,0.44680851063829785,0.2754491017964072,0.2826086956521739,0.2826086956521739,0.7692307692307693,0.011976047904191617,,,,0.023952095808383235,,,,0.6451612903225806,,0.48,0.9166666666666666,0.08,,0.46706586826347307,,0.471005988023952,0.5186214285714286,0.45315200000000005,0.1443850267379679,0.14917127071823205,0.1881720430107527,0.25268817204301075,7.6583850931677,24.316666666666666,0.2120866590649943,11.0,13.0,43.0,15.0,16.0,9.0,3.0,6.0,2.0,2.0,4.0,7.0,,5.0,,3.0,,1.0,,5.0,0.4838709677419355,0.4838709677419355,0.20930232558139536,0.0761904761904762,0.06666666666666667,0.25748502994011974,0.3023255813953488,0.38235294117647056,0.3076923076923077,0.55,0.2727272727272727,,,,,,,,4.0,,,,,,,,,,,,1.0,0.16666666666666666,0.25,,True,,,
2357,1610612745,Tierre Brown,Tierre Brown,2357,HOU,523.0,9,-5,18,18,7,5,3,36,1.0,1.0,,,,,,,,,,1.0,,,2.0,2,,1.0,1.0,5.0,17,,,,,,,,,1.0,1.0,,4.0,,1.0,,,,,,,,,,,,,2.0,,2.0,,2.0,,1.0,1.0,,2.0,,1.0,1.0,1.0,3.0,1.0,1.0,,,2.0,,,1.0,1.0,,1.0,,1.0,7,,,,,,,1.0,,0.6666666666666666,,0.625,,0.5,0.3333333333333333,,,,33.333333333333336,0.6666666666666666,,,0.3333333333333333,,,,0.3333333333333333,,,,,,,0.6666666666666666,,,,,0.3333333333333333,1.0,1.0,,,,,,,,,,0.3333333333333333,,,,,,,,,,0.6666666666666666,,0.5438999999999999,,,,,,0.2,6.75,25.9,0.3888888888888889,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,0.3333333333333333,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,True,,,
2204,1610612745,Eddie Griffin,Eddie Griffin,2204,HOU,3226.0,54,7,99,97,58,40,8,196,1.0,1.0,,,,2.0,4.0,,,,3.0,6.0,2.0,4.0,4.0,8,3.0,6.0,,17.0,98,,1.0,,3.0,1.0,4.0,2.0,4.0,,8.0,6.0,2.0,9.0,6.0,3.0,1.0,1.0,1.0,,1.0,,2.0,,1.0,,1.0,8.0,,9.0,1.0,10.0,,,,,2.0,,2.0,,,2.0,,1.0,1.0,2.0,,,,,4.0,,4.0,2.0,8.0,58,0.75,0.75,1.0,0.5,0.5,0.5,0.5,0.25,0.6071428571428571,0.5,0.6071428571428571,1.5,0.5,0.42857142857142855,0.125,,,14.953271028037383,1.0,,,0.19047619047619047,0.038461538461538464,0.14285714285714285,,0.1836734693877551,0.02857142857142857,,,,0.2,0.14285714285714285,0.2222222222222222,0.25,,,0.5,0.07142857142857142,1.0,1.0,1.0,0.2857142857142857,0.5,0.5,1.0,,,,,0.42857142857142855,0.5,0.5,1.0,,,,,0.5,0.5,0.5,0.5,0.43559642857142855,0.3708,0.40583125,,,0.17647058823529413,0.47058823529411764,12.9375,25.483333333333334,0.5858585858585859,,1.0,3.0,,,,,,,,,,,2.0,,2.0,,,,,,1.5,0.3333333333333333,,0.08333333333333333,0.21428571428571427,0.3333333333333333,0.5,,,,,,,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,True,,,
788,1610612745,Kevin Willis,Kevin Willis,788,HOU,10316.0,172,23,315,314,96,80,39,629,18.0,31.0,10.0,4.0,7.0,,5.0,,,,,1.0,,,29.0,60,,1.0,18.0,76.0,320,17.0,,4.0,20.0,8.0,17.0,,,4.0,20.0,36.0,22.0,,1.0,,3.0,2.0,3.0,2.0,,,7.0,1.0,13.0,,7.0,28.0,4.0,39.0,14.0,53.0,2.0,4.0,3.0,1.0,2.0,,1.0,6.0,1.0,8.0,,1.0,7.0,17.0,23.0,,12.0,1.0,3.0,,3.0,3.0,20.0,96,0.6206896551724138,0.75,,,,,0.48333333333333334,0.47058823529411764,0.47540983606557374,0.47058823529411764,0.5352112676056338,0.5555555555555556,0.47619047619047616,0.01639344262295082,0.05,0.06451612903225806,,21.883656509695292,0.25,0.3333333333333333,,0.22764227642276422,0.11711711711711711,0.2413793103448276,0.03333333333333333,0.23026315789473684,0.09929078014184398,0.1951219512195122,0.05263157894736842,,0.2777777777777778,0.1794871794871795,0.22916666666666666,0.18181818181818182,0.42857142857142855,0.07142857142857142,1.0,0.5081967213114754,0.5806451612903226,0.6206896551724138,0.6666666666666666,0.08196721311475409,,,,,,,,0.01639344262295082,,,,0.5882352941176471,,0.4117647058823529,0.5714285714285714,,,0.5245901639344263,,0.48950327868852456,0.4682647058823529,0.4875764705882353,0.17142857142857143,0.17391304347826086,0.2631578947368421,0.2631578947368421,5.069999999999999,24.4,0.3047619047619048,5.0,11.0,24.0,8.0,10.0,1.0,,1.0,1.0,1.0,3.0,3.0,,2.0,,1.0,,,2.0,1.0,0.47058823529411764,0.47058823529411764,0.041666666666666664,0.075,0.06666666666666667,0.39344262295081966,0.4583333333333333,0.4782608695652174,0.5454545454545454,0.5,0.4,,,,,,,,2.0,,,,,,,,,,,,,,,,True,,,
