EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,OffThreePtRebounds,LostBallOutOfBoundsTurnovers,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceFtPoints,PtsUnassisted3s,Corner3Assists,FTOffRebounds,FTDefRebounds,Travels,Loose Ball Fouls,BlockedLongMidRange,OffensiveGoaltends,AtRimPctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,PenaltyCorner3FGM,PenaltyArc3FGM,PenaltyFG3M,HeaveAttempts,Defensive 3 Seconds Violations,PenaltyFg3Pct,OffShortMidRangeReboundPct,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,Blocked3s,BlockedArc3,3SecondViolations,OffCorner3ReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Clear Path Fouls,on,HeaveMakes,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked
147,1610612741,Jalen Rose,Jalen Rose,147,CHI,16654.0,278,-80.0,526,529,128,194,65,1055,11.0,20.0,3.0,5.0,16.0,33.0,39.0,77,3.0,9.0,1.0,1.0,9.0,23.0,1.0,1.0,4.0,66,130,12.0,32.0,25.0,193,618,4.0,8.0,1.0,2.0,11.0,19.0,31.0,5.0,6.0,44.0,66,66.0,36.0,23.0,9.0,2.0,33.0,6.0,39.0,6.0,17.0,6.0,10.0,84.0,2.0,6.0,20.0,26,2.0,28,1.0,7.0,4.0,3.0,12.0,4.0,9.0,6.0,3.0,18.0,2.0,4.0,7.0,15,2.0,30.0,3.0,5.0,12.0,2.0,6.0,2.0,4.0,6.0,5.0,1.0,44.0,128,2.0,0.5,0.5,1.0,0.375,0.5,0.375,0.5076923076923077,0.5,0.6129032258064516,0.5185185185185185,0.55,0.5277777777777778,0.546242774566474,0.55,0.55,0.19753086419753085,0.015384615384615385,0.06060606060606061,31.833333333333332,0.6666666666666666,0.10416666666666667,0.009615384615384616,0.13953488372093023,0.11063829787234042,0.008097165991902834,0.020202020202020204,0.07142857142857142,0.0625,0.14772727272727273,0.18518518518518517,0.0625,0.012658227848101266,0.8333333333333334,0.12345679012345678,0.55,0.55,0.45454545454545453,0.2037037037037037,0.48484848484848486,0.5161290322580645,0.4375,0.47530864197530864,0.5064935064935064,0.5064935064935064,0.5384615384615384,0.05555555555555555,0.3333333333333333,0.3333333333333333,1.0,0.1419753086419753,0.391304347826087,0.391304347826087,1.0,0.1,0.1,1.0,1.0,0.1388888888888889,0.6,0.027777777777777776,0.1111111111111111,0.32098765432098764,0.391304347826087,0.4552757763975155,0.43801428571428574,0.4317285714285714,0.07017543859649122,0.08633093525179857,0.05699481865284974,0.22797927461139897,13.329999999999998,25.196875000000002,0.24334600760456274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1944,1610612741,Eddie Robinson,Eddie Robinson,1944,CHI,7971.0,133,4.0,256,250,79,82,30,506,8.0,11.0,4.0,5.0,3.0,10.0,10.0,25,,,,,,2.0,,,1.0,21,46,,2.0,8.0,50,250,5.0,7.0,,,10.0,8.0,10.0,1.0,3.0,19.0,28,14.0,,2.0,,1.0,5.0,,5.0,,2.0,,3.0,10.0,2.0,3.0,5.0,8,4.0,12,1.0,3.0,3.0,,2.0,,1.0,2.0,1.0,4.0,,1.0,4.0,7,,9.0,1.0,,5.0,,1.0,1.0,,1.0,1.0,,19.0,79,,0.6666666666666666,0.7777777777777778,,,,,0.45652173913043476,0.7142857142857143,0.8,0.4375,0.7142857142857143,0.7272727272727273,0.4807692307692308,0.7142857142857143,0.7916666666666666,0.041666666666666664,0.021739130434782608,0.1,19.51219512195122,0.5,0.05319148936170213,0.01834862385321101,0.125,0.06779661016949153,0.032520325203252036,0.015151515151515152,,0.047619047619047616,0.08695652173913043,0.07142857142857142,0.2,0.04,1.0,0.22916666666666666,0.7272727272727273,0.7272727272727273,0.625,0.20833333333333334,0.3,0.3333333333333333,1.0,0.5208333333333334,0.4,0.4,0.6,,,,,0.041666666666666664,,,,,,,,0.45454545454545453,0.8,,0.09090909090909091,0.2708333333333333,,0.45681276595744685,0.52942,0.52426,0.09615384615384616,0.1,0.2,0.38,11.658695652173913,29.85,0.30859375,4.0,5.0,6.0,2.0,1.0,0.14285714285714285,0.05555555555555555,0.18181818181818182,0.7142857142857143,0.8,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
2033,1610612741,Marcus Fizer,Marcus Fizer,2033,CHI,17994.0,300,-108.0,555,561,145,164,57,1116,19.0,47.0,8.0,17.0,14.0,35.0,13.0,35,,1.0,,,1.0,3.0,1.0,1.0,1.0,46,117,1.0,4.0,24.0,119,640,5.0,13.0,1.0,1.0,15.0,11.0,28.0,1.0,9.0,31.0,60,32.0,,3.0,1.0,11.0,11.0,8.0,19.0,6.0,2.0,,9.0,46.0,9.0,8.0,24.0,35,13.0,48,4.0,6.0,4.0,2.0,6.0,1.0,2.0,13.0,4.0,19.0,2.0,7.0,10.0,23,9.0,37.0,1.0,,15.0,4.0,8.0,4.0,3.0,8.0,4.0,,31.0,145,,0.6521739130434783,0.6666666666666666,,0.25,1.0,0.25,0.39316239316239315,0.38461538461538464,0.39285714285714285,0.3925619834710744,0.4642857142857143,0.3793103448275862,0.42805755395683454,0.46875,0.40789473684210525,0.03305785123966942,0.09401709401709402,0.08571428571428572,25.36115569823435,0.3157894736842105,0.11428571428571428,0.0410958904109589,0.18181818181818182,0.12598425196850394,0.045627376425855515,0.0297029702970297,0.09375,0.14893617021276595,0.1111111111111111,0.15151515151515152,0.2727272727272727,0.06451612903225806,0.5,0.3884297520661157,0.40425531914893614,0.475,0.5789473684210527,0.2892561983471074,0.4,0.4375,0.6428571428571429,0.2892561983471074,0.37142857142857144,0.38235294117647056,0.7692307692307693,0.008264462809917356,,,,0.024793388429752067,0.3333333333333333,0.3333333333333333,,,0.07142857142857142,1.0,,0.5862068965517241,0.47058823529411764,,0.034482758620689655,0.4214876033057851,0.3333333333333333,0.4570789256198347,0.5017458333333332,0.4633103448275862,0.1111111111111111,0.11450381679389313,0.12605042016806722,0.2605042016806723,7.914529914529916,24.025,0.26126126126126126,4.0,9.0,2.0,3.0,1.0,0.06818181818181818,0.09523809523809523,0.08823529411764706,0.6428571428571429,0.4444444444444444,0.25,2.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.14893617021276595,0.02857142857142857,0.15789473684210525,0.041666666666666664,,,,,,,,,,,,,,,,,,,,,True,,,,
2037,1610612741,Jamal Crawford,Jamal Crawford,2037,CHI,11810.0,197,-57.0,368,368,81,118,48,736,6.0,9.0,,2.0,7.0,10.0,16.0,44,3.0,4.0,1.0,3.0,9.0,23.0,,1.0,5.0,29,63,12.0,27.0,3.0,97,424,3.0,4.0,,2.0,6.0,4.0,17.0,8.0,1.0,18.0,22,36.0,30.0,22.0,9.0,3.0,14.0,3.0,17.0,3.0,4.0,2.0,8.0,37.0,3.0,1.0,9.0,10,3.0,13,1.0,7.0,6.0,1.0,7.0,1.0,4.0,4.0,3.0,11.0,,1.0,1.0,2,,4.0,2.0,,3.0,,2.0,,1.0,2.0,1.0,,18.0,81,1.0,0.3793103448275862,0.39285714285714285,0.8333333333333334,0.4444444444444444,,0.46153846153846156,0.4603174603174603,0.75,0.23529411764705882,0.5222222222222223,0.5,0.34,0.532967032967033,0.5,0.34615384615384615,0.3,0.047619047619047616,,24.113475177304963,0.6363636363636364,0.06428571428571428,0.018633540372670808,0.034482758620689655,0.05917159763313609,0.015957446808510637,0.022727272727272728,0.10256410256410256,0.058823529411764705,0.04477611940298507,0.05263157894736842,,0.022727272727272728,0.5,0.1,0.6666666666666666,0.6666666666666666,0.5,0.1111111111111111,0.7,0.7,0.2857142857142857,0.4888888888888889,0.36363636363636365,0.3902439024390244,0.375,0.044444444444444446,0.75,0.75,1.0,0.25555555555555554,0.391304347826087,0.391304347826087,0.7777777777777778,0.16666666666666666,0.16666666666666666,,,0.08,,0.12,0.2,0.4,0.4090909090909091,0.45756966292134843,0.46144999999999997,0.4293166666666666,0.03296703296703297,0.046875,0.061855670103092786,0.18556701030927836,14.38095238095238,25.966666666666665,0.22010869565217392,,,2.0,,2.0,,,,,,,,6.0,,,,,,1.0,,,0.06818181818181818,,,2.0,1.0,3.0,1.0,1.0,0.375,0.02564102564102564,0.6666666666666666,0.2,,,,,,,,,,,,True,,,,
2053,1610612741,Dalibor Bagaric,Dalibor Bagaric,2053,CHI,38091.0,635,-142.0,1197,1207,375,423,133,2404,45.0,78.0,15.0,19.0,18.0,59.0,9.0,40,,,,,,1.0,,,1.0,72,177,,1.0,41.0,185,1322,16.0,29.0,,,43.0,24.0,56.0,1.0,12.0,60.0,88,56.0,,1.0,,19.0,16.0,7.0,23.0,7.0,9.0,4.0,3.0,53.0,50.0,13.0,82.0,107,55.0,162,5.0,17.0,15.0,2.0,23.0,2.0,13.0,23.0,10.0,46.0,5.0,17.0,49.0,108,9.0,70.0,8.0,,31.0,9.0,23.0,17.0,5.0,24.0,19.0,10.0,60.0,375,13.0,0.6111111111111112,0.7213114754098361,,,,,0.4067796610169492,0.5517241379310345,0.42857142857142855,0.4044943820224719,0.5517241379310345,0.42105263157894735,0.44047619047619047,0.581081081081081,0.42857142857142855,0.0056179775280898875,0.10734463276836158,0.06779661016949153,18.82876204595997,0.5,0.1872146118721461,0.10660980810234541,0.125,0.1752767527675277,0.0962566844919786,0.06329113924050633,0.171875,0.20618556701030927,0.18779342723004694,0.08333333333333333,0.21875,0.060240963855421686,0.7916666666666666,0.43820224719101125,0.5769230769230769,0.6923076923076923,0.5555555555555556,0.33146067415730335,0.3050847457627119,0.32727272727272727,0.6111111111111112,0.2247191011235955,0.225,0.23684210526315788,0.8888888888888888,,,,,0.0056179775280898875,,,,,,,,0.3333333333333333,0.7894736842105263,,0.017543859649122806,0.4438202247191011,,0.45277612359550584,0.5231428571428572,0.4259833333333334,0.15422885572139303,0.155,0.23243243243243245,0.32432432432432434,6.90225988700565,31.7,0.3132832080200501,15.0,22.0,22.0,4.0,2.0,0.043478260869565216,0.17886178861788618,0.04477611940298507,0.7586206896551724,0.6818181818181818,0.13333333333333333,11.0,,,1.0,12.0,6.0,10.0,1.0,,0.16666666666666666,0.05,0.2857142857142857,0.02040816326530612,,,,,2.0,,0.11926605504587157,,,1.0,1.0,4.0,0.04,,,,,,,,True,,,,
2062,1610612741,A.J. Guyton,A.J. Guyton,2062,CHI,10333.0,172,-16.0,331,338,144,127,35,669,6.0,9.0,2.0,3.0,4.0,5.0,6.0,23,,4.0,,2.0,13.0,32.0,,1.0,12.0,16,37,13.0,36.0,7.0,78,346,1.0,2.0,,1.0,4.0,6.0,14.0,14.0,3.0,33.0,6,26.0,24.0,31.0,13.0,,18.0,5.0,23.0,4.0,7.0,3.0,8.0,51.0,4.0,1.0,7.0,8,4.0,12,1.0,2.0,,2.0,8.0,1.0,7.0,1.0,1.0,9.0,1.0,3.0,2.0,2,,8.0,,,4.0,,,,,,,,33.0,144,,0.1875,0.1875,0.6153846153846154,0.3611111111111111,,0.37142857142857144,0.43243243243243246,0.5,0.42857142857142855,0.4863013698630137,0.3333333333333333,0.5357142857142857,0.5064935064935064,0.5,0.55,0.4931506849315068,,,23.306233062330623,0.8888888888888888,0.056,0.03389830508474576,0.038461538461538464,0.052980132450331126,0.02531645569620253,0.037037037037037035,0.12121212121212122,0.08333333333333333,0.014705882352941176,0.05263157894736842,,0.02564102564102564,,0.1232876712328767,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.0684931506849315,0.8,0.8,0.25,0.3150684931506849,0.2608695652173913,0.2608695652173913,0.16666666666666666,0.0547945205479452,,,,0.4383561643835616,0.40625,0.40625,0.6153846153846154,,0.3333333333333333,,,0.10714285714285714,0.6666666666666666,0.07142857142857142,0.42857142857142855,0.6164383561643836,0.41935483870967744,0.45738071428571436,0.43335,0.43345192307692315,0.05194805194805195,0.0975609756097561,0.05128205128205128,0.4230769230769231,12.940540540540542,26.547222222222224,0.4350453172205438,,,,,,,0.06060606060606061,,,,,2.0,15.0,1.0,,,,,,,,,,,,6.0,6.0,1.0,,0.42857142857142855,,,0.5,,,,,,,,,,,,True,,,,
696,1610612741,Travis Best,Travis Best,696,CHI,10014.0,167,-33.0,310,314,68,105,29,624,8.0,14.0,2.0,3.0,4.0,4.0,7.0,21,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,19,39,3.0,3.0,5.0,52,356,,1.0,2.0,2.0,9.0,4.0,8.0,1.0,1.0,12.0,8,30.0,9.0,2.0,2.0,,29.0,4.0,33.0,3.0,5.0,10.0,14.0,70.0,1.0,,11.0,12,2.0,14,,4.0,2.0,2.0,7.0,2.0,4.0,4.0,3.0,11.0,1.0,4.0,2.0,7,2.0,6.0,2.0,,3.0,1.0,1.0,,1.0,1.0,1.0,,12.0,68,1.0,0.21052631578947367,0.21052631578947367,1.0,1.0,1.0,1.0,0.48717948717948717,,0.5,0.5595238095238095,1.0,0.6111111111111112,0.5909090909090909,0.9,0.6,0.07142857142857142,,,15.895953757225433,0.6363636363636364,0.09401709401709402,0.008849557522123894,,0.0763888888888889,0.015037593984962405,,0.07894736842105263,0.038461538461538464,0.1320754716981132,,,,1.0,0.3333333333333333,0.5714285714285714,0.5714285714285714,0.25,0.09523809523809523,1.0,1.0,,0.5,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.023809523809523808,1.0,1.0,1.0,0.047619047619047616,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.6666666666666666,0.1111111111111111,,0.40476190476190477,1.0,0.47891071428571436,0.49910000000000004,0.4552555555555555,0.06976744186046512,0.075,0.17307692307692307,0.23076923076923078,11.248717948717948,24.5,0.21935483870967742,,,,1.0,,0.05,0.029411764705882353,0.07692307692307693,,,,3.0,,1.0,,1.0,,,,,,,0.16666666666666666,,1.0,,1.0,,,1.0,,1.0,,,,,,1.0,1.0,1.0,,,,,True,,,,
2199,1610612741,Tyson Chandler,Tyson Chandler,2199,CHI,12460.0,208,-29.0,405,408,180,157,49,813,16.0,27.0,8.0,11.0,3.0,7.0,3.0,10,,,,,,,,,,22,44,,,28.0,72,436,4.0,8.0,,,13.0,10.0,19.0,,12.0,32.0,34,10.0,,,,2.0,13.0,1.0,14.0,,7.0,,6.0,29.0,16.0,5.0,28.0,37,17.0,54,2.0,6.0,5.0,1.0,6.0,1.0,3.0,6.0,3.0,12.0,,6.0,13.0,22,2.0,44.0,2.0,,17.0,6.0,15.0,7.0,6.0,15.0,10.0,1.0,32.0,180,3.0,0.7727272727272727,0.8947368421052632,,,,,0.5,0.5,0.5263157894736842,0.5,0.5,0.5263157894736842,0.5538461538461539,0.5909090909090909,0.5333333333333333,,0.045454545454545456,,16.812227074235807,0.5,0.1891891891891892,0.10457516339869281,0.14705882352941177,0.1813186813186813,0.08888888888888889,0.0945945945945946,0.11627906976744186,0.24242424242424243,0.20833333333333334,0.18181818181818182,0.08333333333333333,0.1,0.6666666666666666,0.6136363636363636,0.5925925925925926,0.64,0.75,0.1590909090909091,0.42857142857142855,0.42857142857142855,1.0,0.22727272727272727,0.3,0.3,0.6666666666666666,,,,,,,,,,,,,0.5789473684210527,0.7272727272727273,,,0.6136363636363636,,0.510234090909091,0.5576125,0.5045368421052632,0.288135593220339,0.288135593220339,0.18055555555555555,0.4444444444444444,4.784090909090909,,0.4444444444444444,3.0,7.0,6.0,,2.0,,0.1111111111111111,,0.875,0.42857142857142855,,5.0,,1.0,1.0,4.0,1.0,1.0,2.0,,0.07407407407407407,,0.26666666666666666,0.047619047619047616,,,,,,,0.11764705882352941,,,,,,,,,,,,,,True,,,,
891,1610612741,Charles Oakley,Charles Oakley,891,CHI,5777.0,96,,174,174,19,52,20,348,,,,,,,11.0,19,,,,,,,,,,11,19,,,,22,185,,1.0,,,,,,,,,22,,,,,,6.0,4.0,10.0,2.0,4.0,,2.0,24.0,2.0,5.0,8.0,14,3.0,17,1.0,1.0,1.0,,3.0,1.0,3.0,1.0,,4.0,,,10.0,13,,,,,,,2.0,2.0,,2.0,,,,19,,1.0,1.0,,,,,0.5789473684210527,,,0.5789473684210527,,,0.5789473684210527,,,,,,11.855670103092784,0.75,0.14035087719298245,0.02702702702702703,0.23809523809523808,0.16666666666666666,0.03529411764705882,0.021739130434782608,0.2857142857142857,,0.13333333333333333,0.25,0.2222222222222222,0.125,,,,,,,,,,1.0,0.5789473684210527,0.5789473684210527,1.0,,,,,,,,,,,,,,,,,,,0.4072263157894737,0.3805,,,,,,18.331578947368417,,0.10919540229885058,,,,1.0,,0.09090909090909091,,0.1111111111111111,,,,,,2.0,,1.0,,1.0,,,,,0.2,,,,,,,,0.06666666666666667,,,,,,,,,,,,,,True,,,,
2239,1610612741,Trenton Hassell,Trenton Hassell,2239,CHI,21674.0,361,-95.0,678,691,239,251,79,1369,15.0,20.0,2.0,3.0,3.0,11.0,16.0,37,2.0,7.0,,3.0,13.0,27.0,1.0,2.0,11.0,34,68,15.0,34.0,14.0,127,763,7.0,13.0,1.0,2.0,18.0,9.0,17.0,14.0,9.0,45.0,38,30.0,45.0,25.0,13.0,5.0,26.0,6.0,32.0,4.0,12.0,5.0,9.0,70.0,11.0,9.0,29.0,39,14.0,53,2.0,11.0,7.0,4.0,10.0,3.0,9.0,9.0,1.0,19.0,2.0,6.0,11.0,27,1.0,20.0,2.0,,9.0,2.0,7.0,4.0,,7.0,5.0,,45.0,239,6.0,0.5588235294117647,0.59375,1.0,0.4411764705882353,0.5,0.46875,0.5,0.5384615384615384,0.5294117647058824,0.553921568627451,0.5666666666666667,0.5806451612903226,0.5720720720720721,0.5625,0.6081081081081081,0.3333333333333333,0.07352941176470588,0.18181818181818182,16.883116883116884,0.5263157894736842,0.11788617886178862,0.04230769230769231,0.19148936170212766,0.1296928327645051,0.04075235109717868,0.032520325203252036,0.07042253521126761,0.15,0.13043478260869565,0.15789473684210525,0.3333333333333333,0.045454545454545456,0.7142857142857143,0.19607843137254902,0.75,0.8823529411764706,0.5333333333333333,0.10784313725490197,0.2727272727272727,0.3333333333333333,,0.3627450980392157,0.43243243243243246,0.43243243243243246,0.6875,0.06862745098039216,0.2857142857142857,0.2857142857142857,1.0,0.2647058823529412,0.48148148148148145,0.5,1.0,,0.13333333333333333,0.5,1.0,0.0967741935483871,0.6666666666666666,0.0967741935483871,0.3548387096774194,0.5294117647058824,0.52,0.46732700000000016,0.41068846153846156,0.44182758620689644,0.08256880733944955,0.12,0.14173228346456693,0.3543307086614173,11.394117647058822,27.17058823529412,0.3525073746312684,4.0,6.0,4.0,2.0,2.0,0.03389830508474576,0.0547945205479452,0.044444444444444446,0.4,0.6666666666666666,,1.0,,2.0,1.0,1.0,1.0,2.0,3.0,,0.15,,0.03571428571428571,0.04,1.0,5.0,6.0,2.0,,0.42857142857142855,0.046875,0.3333333333333333,0.45454545454545453,,,,,,,,1.0,0.029411764705882353,0.037037037037037035,,True,,,,
