EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,Fouls,Loose Ball Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,SelfOReb,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,HeaveAttempts,Clear Path Fouls,BlockedLongMidRange,Corner3PctBlocked,Travels,Blocked3s,BlockedCorner3,OffensiveGoaltends,PenaltyCorner3FGM,PenaltyCorner3Accuracy,DefensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PtsUnassisted3s,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedArc3,on,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
1085,1610612755,Ira Bowman,Ira Bowman,1085,PHI,575.0,10,4,22,23,15,19,2,45,1.0,1,1.0,1.0,1.0,1.0,2.0,2,4.0,14,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2,1.0,4.0,15,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,8.333333333333334,0.125,0.1,0.2,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.46335,0.46335,1.0,5.6,0.6818181818181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1723,1610612755,Matt Harpring,Matt Harpring,1723,PHI,44279.0,738,-7,1361,1393,388,287,208,2754,57.0,88,14.0,24.0,24.0,65.0,108.0,241,302.0,1400,27.0,56.0,78.0,174.0,42.0,66.0,98.0,159.0,19.0,11.0,54,4.0,78.0,388,4.0,0.8055555555555556,0.8877551020408163,0.44813278008298757,0.48214285714285715,0.44609665427509293,0.4701492537313433,0.4934210526315789,0.506578947368421,20.88724584103512,0.12890625,0.1339421613394216,0.125,0.3271375464684015,0.6477272727272727,0.7037037037037037,0.7543859649122807,0.241635687732342,0.36923076923076925,0.42857142857142855,0.3582089552238806,0.5833333333333334,0.4312267657992565,0.4860579925650556,0.5010164179104478,0.2582781456953642,8.96804979253112,0.28508449669360764,15.0,27.0,27.0,88.0,5.0,19.0,5.0,3.0,9.0,1.0,1.0,3.0,6.0,8.0,28.0,62.0,23.0,50.0,1.0,1.0,10.0,59.0,3.0,11.0,15.0,24.0,20.0,9.0,3.0,17.0,1.0,35.0,5.0,40.0,4.0,1.0,10.0,12.0,13.0,85.0,6.0,54.0,1.0,22.0,10.0,61.0,9.0,8.0,18.0,3.0,11.0,17.0,5.0,7.0,35.0,2.0,5.0,21.0,6.0,77.0,5.0,2.0,34.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.2857142857142857,1.0,0.2727272727272727,0.2857142857142857,0.46,0.4803921568627451,0.5,0.10408921933085502,0.03571428571428571,0.07053941908713693,0.07954545454545454,0.13846153846153847,0.011363636363636364,0.1111111111111111,0.5142857142857142,0.2857142857142857,0.02631578947368421,0.08503937007874016,0.15172413793103448,0.08,0.08450704225352113,0.11320754716981132,0.08571428571428572,0.06766917293233082,0.07692307692307693,0.08695652173913043,0.11258278145695365,0.14507772020725387,0.15126050420168066,0.15384615384615385,0.06666666666666667,0.5,0.7916666666666666,0.3271375464684015,0.3068181818181818,0.3103448275862069,0.9259259259259259,0.07063197026022305,0.2631578947368421,0.2631578947368421,1.0,0.03345724907063197,0.3333333333333333,0.375,1.0,0.5294117647058824,0.5555555555555556,0.2,0.0196078431372549,1.0,1.0,0.07462686567164178,0.08955223880597014,0.5,0.3333333333333333,0.4884755102040816,0.11409395973154363,0.1259259259259259,0.19536423841059603,24.08928571428572,,,,,,,,,,,,,,,,,,,True,,
2049,1610612755,Speedy Claxton,Speedy Claxton,2049,PHI,34977.0,583,-113,1060,1079,277,260,179,2139,37.0,70,5.0,9.0,5.0,37.0,67.0,169,168.0,1119,11.0,22.0,37.0,66.0,68.0,26.0,39.0,52.0,40.0,23.0,62,3.0,37.0,277,8.0,0.4925373134328358,0.5,0.39644970414201186,0.5,0.3701657458563536,0.4230769230769231,0.415,0.5285714285714286,18.784530386740332,0.06914893617021277,0.08227848101265822,0.02654867256637168,0.3867403314917127,0.5285714285714286,0.6607142857142857,0.3783783783783784,0.20441988950276244,0.13513513513513514,0.1724137931034483,0.34615384615384615,0.5555555555555556,0.4530386740331492,0.4882737430167597,0.47360625000000006,0.22023809523809523,9.123668639053253,0.26132075471698113,5.0,12.0,25.0,62.0,,3.0,1.0,,9.0,,3.0,,3.0,,12.0,34.0,9.0,26.0,,3.0,1.0,19.0,,4.0,15.0,,2.0,7.0,,23.0,1.0,64.0,13.0,77.0,5.0,8.0,21.0,18.0,25.0,167.0,2.0,10.0,1.0,13.0,,13.0,1.0,17.0,26.0,5.0,14.0,12.0,3.0,12.0,38.0,3.0,7.0,25.0,2.0,43.0,3.0,2.0,15.0,7.0,3.0,,1.0,3.0,3.0,,,,,,,,0.34615384615384615,0.3103448275862069,0.31666666666666665,0.06629834254143646,0.08333333333333333,0.13609467455621302,0.2,0.21621621621621623,0.016129032258064516,,0.6842105263157895,,0.03125,0.02032520325203252,0.1326530612244898,0.025974025974025976,0.0210896309314587,0.02459016393442623,0.017857142857142856,0.019801980198019802,0.037037037037037035,,0.09774436090225563,0.07692307692307693,0.12658227848101267,0.15789473684210525,0.011363636363636364,1.0,0.6,0.3425414364640884,0.4032258064516129,0.4098360655737705,0.64,0.016574585635359115,,,,0.049723756906077346,,,,0.41379310344827586,0.4166666666666667,0.4,0.10344827586206896,,,0.038461538461538464,0.11538461538461539,,,0.4695659999999999,0.07772020725388601,0.08287292817679558,0.1130952380952381,28.516666666666666,2.0,1.0,2.0,0.3333333333333333,,,,,,,,,,,,,,,True,,
2245,1610612755,Damone Brown,Damone Brown,2245,PHI,849.0,14,12,32,32,12,19,2,64,,1,,,,1.0,1.0,5,2.0,22,1.0,2.0,2.0,2.0,,,,1.0,,,3,,2.0,12,1.0,1.0,1.0,0.2,0.5,0.2,0.5,0.2,0.5,14.705882352941176,,,,0.2,,,,0.2,,,,,0.2,0.42408,0.36475,1.0,13.180000000000001,0.375,,1.0,1.0,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1111111111111111,,,0.1,0.3333333333333333,,,,,,,,,,,,0.6,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,1.0,,,,,,,,,,0.589,,,,,,,,,,,,,,,,,,,,,,,True,,
916,1610612755,Corie Blount,Corie Blount,916,PHI,85764.0,1429,-127,2650,2678,818,656,388,5328,64.0,109,19.0,27.0,28.0,74.0,115.0,250,259.0,2721,35.0,72.0,81.0,156.0,74.0,163.0,219.0,368.0,49.0,11.0,176,13.0,81.0,818,18.0,0.6782608695652174,0.896551724137931,0.46,0.4861111111111111,0.4581673306772908,0.4794520547945205,0.477859778597786,0.50625,10.342619276336855,0.16398390342052313,0.1573926868044515,0.1838006230529595,0.4342629482071713,0.5871559633027523,0.6530612244897959,0.53125,0.2948207171314741,0.3783783783783784,0.417910447761194,0.3698630136986301,0.7037037037037037,0.43824701195219123,0.46716519999999995,0.4630888888888889,0.3127413127413127,7.406399999999999,0.3086792452830189,27.0,47.0,23.0,67.0,,,,,1.0,,,,1.0,,1.0,29.0,32.0,70.0,,,10.0,74.0,,1.0,11.0,,56.0,1.0,,18.0,,36.0,8.0,44.0,5.0,3.0,24.0,4.0,8.0,96.0,19.0,126.0,4.0,35.0,21.0,149.0,5.0,38.0,21.0,5.0,16.0,31.0,3.0,5.0,52.0,5.0,12.0,78.0,12.0,45.0,5.0,,18.0,7.0,25.0,16.0,6.0,26.0,16.0,7.0,4.0,,,,,,0.45714285714285713,0.45714285714285713,0.4805194805194805,0.00398406374501992,,0.072,0.10091743119266056,0.0945945945945946,,,0.40384615384615385,0.25925925925925924,0.05063291139240506,0.1075085324232082,0.13257575757575757,0.10674157303370786,0.10740740740740741,0.11888111888111888,0.10199004975124377,0.10537190082644628,0.1044776119402985,0.11363636363636363,0.152317880794702,0.15633423180592992,0.14285714285714285,0.075,0.0423728813559322,0.6153846153846154,0.8928571428571429,0.26693227091633465,0.34328358208955223,0.34328358208955223,0.8260869565217391,,,,,0.00398406374501992,,,,0.6714285714285714,0.574468085106383,0.07407407407407407,,,,,0.0136986301369863,,,0.5155615384615384,0.06818181818181818,0.06844106463878327,0.2857142857142857,38.8,,,3.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,True,,
1907,1610612755,Vonteego Cummings,Vonteego Cummings,1907,PHI,14956.0,249,-73,464,474,153,142,67,938,14.0,24,5.0,8.0,8.0,19.0,37.0,77,104.0,506,12.0,24.0,40.0,42.0,32.0,12.0,20.0,29.0,7.0,3.0,23,1.0,40.0,153,1.0,0.5675675675675675,0.5675675675675675,0.4805194805194805,0.5,0.4567307692307692,0.4864864864864865,0.4722222222222222,0.5128205128205128,22.6691042047532,0.0784313725490196,0.09693877551020408,0.1320754716981132,0.23076923076923078,0.5833333333333334,0.6666666666666666,0.6428571428571429,0.18269230769230768,0.42105263157894735,0.5,0.21621621621621623,0.625,0.49038461538461536,0.46113509615384624,0.44118243243243244,0.38461538461538464,9.942857142857141,0.3297413793103448,1.0,2.0,15.0,34.0,4.0,8.0,4.0,3.0,19.0,,1.0,2.0,9.0,7.0,27.0,9.0,4.0,10.0,,1.0,,8.0,4.0,13.0,4.0,21.0,,19.0,3.0,7.0,1.0,25.0,5.0,30.0,4.0,1.0,10.0,6.0,9.0,65.0,2.0,6.0,1.0,7.0,1.0,9.0,1.0,4.0,12.0,1.0,7.0,4.0,1.0,5.0,16.0,1.0,7.0,11.0,2.0,10.0,,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,,,1.0,0.25925925925925924,,0.3076923076923077,0.25925925925925924,0.4,0.36363636363636365,0.36363636363636365,0.25961538461538464,0.037037037037037035,0.09090909090909091,0.125,0.15789473684210525,0.029411764705882353,0.05263157894736842,0.75,0.058823529411764705,0.09090909090909091,0.03,0.16279069767441862,0.047619047619047616,0.03305785123966942,0.025,0.02631578947368421,0.03571428571428571,0.03571428571428571,0.07142857142857142,0.043478260869565216,0.05555555555555555,0.1891891891891892,,0.0196078431372549,0.6666666666666666,0.125,0.3269230769230769,0.4411764705882353,0.45454545454545453,0.7333333333333333,0.07692307692307693,0.5,0.5,1.0,0.18269230769230768,0.15789473684210525,0.16666666666666666,1.0,0.18181818181818182,0.5,1.0,0.09090909090909091,,,0.10810810810810811,0.24324324324324326,0.2222222222222222,0.15789473684210525,0.41300499999999996,0.018867924528301886,0.02531645569620253,0.07692307692307693,25.759259259259263,,,1.0,,,,,,2.0,0.5,,,,,,,,,True,,
1952,1610612755,Raja Bell,Raja Bell,1952,PHI,19241.0,321,-68,595,599,205,197,86,1194,15.0,24,2.0,3.0,8.0,17.0,38.0,72,97.0,616,8.0,15.0,27.0,52.0,24.0,20.0,31.0,44.0,5.0,1.0,43,1.0,27.0,205,7.0,0.6842105263157895,0.7428571428571429,0.5277777777777778,0.5333333333333333,0.5057471264367817,0.5681818181818182,0.521505376344086,0.5869565217391305,15.714285714285714,0.09009009009009009,0.08445945945945946,0.06097560975609756,0.27586206896551724,0.625,0.6521739130434783,0.5333333333333333,0.19540229885057472,0.47058823529411764,0.5714285714285714,0.13636363636363635,0.6666666666666666,0.4482758620689655,0.4863850574712644,0.4466954545454546,0.27835051546391754,9.524999999999999,0.3445378151260504,2.0,3.0,15.0,31.0,1.0,7.0,3.0,3.0,8.0,3.0,5.0,3.0,4.0,4.0,15.0,9.0,3.0,6.0,3.0,5.0,1.0,16.0,3.0,7.0,2.0,12.0,6.0,8.0,3.0,6.0,,18.0,6.0,24.0,3.0,3.0,4.0,7.0,7.0,54.0,2.0,10.0,1.0,5.0,6.0,13.0,2.0,4.0,8.0,2.0,3.0,9.0,1.0,5.0,17.0,,9.0,14.0,3.0,12.0,,,5.0,1.0,,,,,,,,1.0,0.26666666666666666,0.6,0.42857142857142855,0.26666666666666666,0.5,0.6818181818181818,0.6666666666666666,0.1724137931034483,,0.08333333333333333,0.041666666666666664,0.17647058823529413,0.06451612903225806,,0.47058823529411764,0.2727272727272727,0.04,0.038910505836575876,0.06756756756756757,0.041666666666666664,0.03934426229508197,0.046153846153846156,0.031914893617021274,0.04081632653061224,0.05714285714285714,,0.125,0.09523809523809523,0.07042253521126761,,0.05128205128205128,,0.5,0.3563218390804598,0.4838709677419355,0.5172413793103449,0.9333333333333333,0.08045977011494253,0.14285714285714285,0.14285714285714285,1.0,0.09195402298850575,0.375,0.375,1.0,0.2727272727272727,0.6666666666666666,,0.45454545454545453,0.6,1.0,0.13636363636363635,0.18181818181818182,0.75,0.375,0.5219611111111111,0.05434782608695652,0.06493506493506493,0.16494845360824742,24.973333333333336,,,,,,,,,,,1.0,,,,,,,,True,,
87,1610612755,Dikembe Mutombo,Dikembe Mutombo,87,PHI,48680.0,811,50,1504,1508,418,292,203,3012,47.0,78,14.0,20.0,42.0,100.0,92.0,191,258.0,1459,23.0,42.0,73.0,112.0,72.0,115.0,168.0,226.0,9.0,5.0,75,7.0,73.0,418,4.0,0.6086956521739131,0.717948717948718,0.4816753926701571,0.5476190476190477,0.4816753926701571,0.5476190476190477,0.5536480686695279,0.6403508771929824,16.077537058152796,0.19198664440734559,0.20291777188328913,0.20320855614973263,0.4083769633507853,0.6025641025641025,0.6811594202898551,0.6170212765957447,0.5235602094240838,0.42,0.4329896907216495,0.47619047619047616,0.7,0.4083769633507853,0.45262774869109945,0.479,0.28294573643410853,5.629842931937173,0.2779255319148936,16.0,32.0,3.0,13.0,,,,,,,,,,,,74.0,18.0,49.0,,,20.0,56.0,,,27.0,,28.0,,,12.0,,23.0,3.0,26.0,3.0,,6.0,3.0,14.0,55.0,2.0,56.0,,38.0,15.0,58.0,7.0,4.0,15.0,1.0,4.0,34.0,3.0,11.0,49.0,5.0,14.0,44.0,11.0,93.0,9.0,,41.0,10.0,52.0,44.0,8.0,52.0,37.0,9.0,11.0,,,,,,0.3673469387755102,0.3673469387755102,0.4666666666666667,,,0.06282722513089005,0.11538461538461539,0.03,,,0.30612244897959184,0.4166666666666667,,0.08668730650154799,0.24516129032258063,0.024390243902439025,0.07967032967032966,0.11764705882352941,0.084070796460177,0.07116104868913857,0.03076923076923077,,0.14792899408284024,0.2139917695473251,0.25190839694656486,0.20833333333333334,0.08045977011494253,0.7115384615384616,0.5952380952380952,0.06806282722513089,0.23076923076923078,0.23076923076923078,0.6666666666666666,,,,,,,,,0.6530612244897959,0.5,,,,,,,,,0.49931818181818177,0.18385650224215247,0.18385650224215247,0.21705426356589147,,,,,,8.0,,,,,,5.0,,,,,,,,True,,
761,1610612755,Matt Geiger,Matt Geiger,761,PHI,1417.0,24,-29,41,45,5,10,4,86,,1,,1.0,,2.0,,4,,55,,1.0,,,,1.0,2.0,3.0,,,1,,,5,,,,,,,,,,12.765957446808512,0.07142857142857142,0.11764705882352941,0.14285714285714285,0.25,,,,0.5,,,1.0,,0.25,0.40947500000000003,0.5655,,10.65,0.12195121951219512,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,2.0,,1.0,,,1.0,2.0,,1.0,,,,,,,,2.0,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,0.045454545454545456,0.3333333333333333,,0.037037037037037035,0.3333333333333333,,,,,,,0.3333333333333333,,,0.5,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1906,1610612755,Tim James,Tim James,1906,PHI,1676.0,28,-5,49,45,19,8,13,94,3.0,5,2.0,3.0,,1.0,4.0,9,9.0,50,2.0,4.0,4.0,2.0,6.0,,1.0,6.0,,,4,1.0,4.0,19,,0.25,0.5,0.4444444444444444,0.5,0.4444444444444444,0.5,0.4090909090909091,0.5,18.46153846153846,,0.05263157894736842,,0.5555555555555556,0.6,0.6,,0.1111111111111111,,,0.75,0.6666666666666666,0.5555555555555556,0.46822222222222226,0.49105,0.4444444444444444,6.177777777777778,0.3877551020408163,3.0,4.0,1.0,3.0,,,,,,,,,,,,1.0,3.0,4.0,,,,6.0,,,,,4.0,,,1.0,,,,,,,,,,,1.0,4.0,,1.0,,5.0,,,1.0,,,,,1.0,1.0,1.0,,3.0,,4.0,,,2.0,,1.0,1.0,,1.0,1.0,,,,,,,,0.75,0.75,0.75,,,0.1111111111111111,,1.0,,,1.0,,,0.14285714285714285,0.16666666666666666,0.25,0.15625,0.25,0.08333333333333333,0.125,0.25,,,,0.16666666666666666,,,1.0,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,1.0,0.75,,,,,,,,,0.5480499999999999,0.18181818181818182,0.18181818181818182,0.6666666666666666,,,,,,,,,,,,,,,,,,,,True,,
