EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Arc3Assists,Blocked3s,BlockedCorner3,3SecondViolations,Defensive 3 Seconds Violations,PtsUnassisted3s,Technical Free Throw Trips,BlockedArc3,HeaveMakes,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,Corner3PctBlocked
111,1610612748,LaPhonso Ellis,LaPhonso Ellis,111,MIA,37657.0,628,10,1133,1133,373,510,158.0,2266,25.0,40.0,9.0,14.0,8.0,14.0,9.0,31.0,20.0,49.0,6.0,17.0,1.0,4.0,3.0,5.0,8.0,36.0,2.0,4.0,2.0,13.0,54.0,120.0,14.0,53.0,19.0,169,1149,13.0,25.0,3.0,8.0,5.0,40.0,16.0,38.0,5.0,18.0,10.0,57.0,76.0,32.0,42.0,20.0,1.0,35.0,8.0,10.0,12.0,1.0,13.0,1.0,3.0,1.0,8.0,27.0,5.0,40.0,2.0,15.0,48.0,14.0,77.0,47.0,124.0,1.0,13.0,10.0,3.0,7.0,3.0,4.0,14.0,1.0,3.0,4.0,21.0,2.0,5.0,33.0,72,4.0,5.0,39.0,1.0,13.0,7.0,15.0,11.0,1.0,3.0,15.0,8.0,1.0,57.0,373,17.0,0.7037037037037037,0.8636363636363636,1.0,0.2641509433962264,0.375,0.2777777777777778,0.2692307692307692,0.45,0.52,0.42105263157894735,0.43352601156069365,0.5303030303030303,0.41964285714285715,0.4401041666666667,0.5263157894736842,0.4318181818181818,0.3063583815028902,0.08333333333333333,0.125,0.12903225806451613,0.02040816326530612,16.148597422289615,0.3333333333333333,0.27450980392156865,0.05128205128205128,0.11428571428571428,0.08714596949891068,0.1171875,0.050505050505050504,0.11496350364963503,0.08064516129032258,0.1,0.06569343065693431,0.09482758620689655,0.029411764705882353,0.0967741935483871,0.09401709401709402,0.07194244604316546,0.16463414634146342,0.11650485436893204,0.12,0.011111111111111112,0.5333333333333333,0.23121387283236994,0.625,0.7142857142857143,0.6,0.1791907514450867,0.2903225806451613,0.3333333333333333,0.4444444444444444,0.2832369942196532,0.40816326530612246,0.4166666666666667,0.95,0.09826589595375723,0.35294117647058826,0.35294117647058826,1.0,0.20809248554913296,0.2222222222222222,0.2222222222222222,1.0,0.42424242424242425,0.6428571428571429,0.1111111111111111,0.12121212121212122,0.25,1.0,0.12121212121212122,0.5,1.0,0.25,0.5714285714285714,0.08928571428571429,0.6,0.23214285714285715,0.15384615384615385,0.5375722543352601,0.22857142857142856,0.4631639534883721,0.4942451612903226,0.4398821428571429,0.07027027027027027,0.09848484848484848,0.23668639053254437,0.33727810650887574,9.825000000000001,25.38867924528302,0.3292144748455428,,,,,,,,,,,,,True,,,,
1735,1610612748,Vladimir Stepania,Vladimir Stepania,1735,MIA,19145.0,319,9,574,577,177,224,90.0,1151,27.0,44.0,11.0,17.0,8.0,10.0,8.0,28.0,6.0,25.0,,,,,,,,,,,,,41.0,97.0,,,17.0,99,560,15.0,28.0,,,7.0,37.0,9.0,20.0,,,10.0,28.0,52.0,30.0,,16.0,,,,10.0,9.0,1.0,10.0,,2.0,,7.0,21.0,4.0,39.0,,2.0,43.0,10.0,55.0,43.0,98.0,2.0,7.0,5.0,2.0,7.0,,3.0,4.0,1.0,4.0,,11.0,2.0,3.0,22.0,38,5.0,1.0,40.0,2.0,13.0,8.0,15.0,7.0,1.0,7.0,16.0,11.0,,28.0,177,5.0,0.6341463414634146,0.7878787878787878,,,,,,0.422680412371134,0.5357142857142857,0.45,0.422680412371134,0.5357142857142857,0.45,0.4267241379310345,0.5,0.45161290322580644,,0.10309278350515463,0.18181818181818182,0.07142857142857142,,18.75923190546529,0.6363636363636364,0.3333333333333333,,0.20093457943925233,0.15725806451612903,0.04878048780487805,0.10256410256410256,0.17647058823529413,0.14982578397212543,0.1320754716981132,0.17333333333333334,0.15833333333333333,0.034482758620689655,0.3,0.2037037037037037,0.2375,0.1625,0.030303030303030304,0.125,0.044444444444444446,0.6875,0.4536082474226804,0.6136363636363636,0.75,0.5925925925925926,0.28865979381443296,0.2857142857142857,0.3076923076923077,0.5,0.25773195876288657,0.24,0.24,1.0,,,,,,,,,0.6071428571428571,0.6470588235294118,0.09090909090909091,,,,,,,0.5,0.8,,,,,0.4536082474226804,,0.47781855670103096,0.524648,0.48442500000000005,0.12037037037037036,0.12037037037037036,0.37373737373737376,0.2828282828282828,6.905154639175257,,0.3083623693379791,1.0,1.0,1.0,2.0,3.0,,,,,,,,True,,,,
1853,1610612748,Anthony Carter,Anthony Carter,1853,MIA,6173.0,103,-16,180,186,52,69,23.0,366,2.0,2.0,1.0,1.0,1.0,1.0,,3.0,2.0,11.0,,,,,,,,1.0,,,,1.0,4.0,16.0,,1.0,4.0,12,188,1.0,1.0,,,1.0,3.0,1.0,5.0,,1.0,1.0,3.0,6.0,2.0,,2.0,1.0,,,1.0,13.0,1.0,14.0,,5.0,4.0,4.0,29.0,,1.0,,2.0,6.0,,8.0,1.0,9.0,,2.0,2.0,,,1.0,,1.0,,,,1.0,,,3.0,6,,,6.0,,3.0,,,,,,,,,3.0,52,,0.75,1.0,,,,,,0.25,1.0,0.2,0.23529411764705882,1.0,0.16666666666666666,0.3,0.75,0.21428571428571427,0.058823529411764705,0.0625,,,0.09090909090909091,10.047846889952154,,,,0.08333333333333333,0.012987012987012988,0.07692307692307693,,0.08163265306122448,0.011627906976744186,0.0625,,,,,0.09523809523809523,0.043478260869565216,0.10714285714285714,0.09090909090909091,,,,0.11764705882352941,1.0,1.0,0.5,0.17647058823529413,,,,0.6470588235294118,0.18181818181818182,0.2,1.0,,,,,0.058823529411764705,,,,1.0,1.0,,,,,,,,0.16666666666666666,1.0,,,0.16666666666666666,,0.17647058823529413,,0.40201875,0.6372,0.40225999999999995,0.15,0.15789473684210525,0.25,0.25,14.793749999999998,54.6,0.28888888888888886,1.0,,,,,,,,,,,,True,,,,
224,1610612748,Eddie Jones,Eddie Jones,224,MIA,119075.0,1985,162,3619,3595,936,954,449.0,7214,99.0,144.0,9.0,15.0,21.0,32.0,31.0,91.0,106.0,257.0,27.0,60.0,2.0,3.0,8.0,16.0,58.0,172.0,4.0,16.0,17.0,46.0,236.0,492.0,85.0,232.0,189.0,916,3587,17.0,35.0,6.0,19.0,15.0,67.0,53.0,117.0,25.0,62.0,84.0,265.0,264.0,208.0,231.0,10.0,3.0,169.0,58.0,18.0,154.0,10.0,164.0,6.0,62.0,36.0,56.0,338.0,3.0,31.0,,35.0,148.0,11.0,194.0,34.0,228.0,5.0,82.0,69.0,13.0,48.0,11.0,33.0,36.0,5.0,15.0,4.0,84.0,6.0,18.0,64.0,153,7.0,13.0,215.0,15.0,67.0,30.0,43.0,15.0,7.0,21.0,51.0,35.0,,265.0,936,26.0,0.559322033898305,0.5714285714285714,0.9058823529411765,0.36637931034482757,0.3157894736842105,0.4032258064516129,0.37117903930131,0.4796747967479675,0.4857142857142857,0.452991452991453,0.5020718232044199,0.48148148148148145,0.505586592178771,0.5496277915632755,0.5409836065573771,0.5859728506787331,0.32044198895027626,0.036585365853658534,0.06944444444444445,0.07692307692307693,0.0038910505836575876,21.528785679729076,0.5714285714285714,0.08396946564885496,,0.10109289617486339,0.02117486338797814,0.09915014164305949,0.012875536480686695,0.10071546505228399,0.020035356511490868,0.022727272727272728,0.01804123711340206,0.022135416666666668,0.006097560975609756,0.028985507246376812,0.1163895486935867,0.08423326133909287,0.10344827586206896,0.08088235294117647,0.16049382716049382,0.013192612137203167,0.6862745098039216,0.19889502762430938,0.6875,0.7388059701492538,0.6464646464646465,0.12569060773480664,0.34065934065934067,0.36904761904761907,0.45161290322580644,0.35497237569060774,0.41245136186770426,0.4140625,0.5094339622641509,0.08287292817679558,0.45,0.45,0.9629629629629629,0.23756906077348067,0.3372093023255814,0.3372093023255814,0.8793103448275862,0.2777777777777778,0.6,0.3333333333333333,0.05555555555555555,0.6666666666666666,1.0,0.2962962962962963,0.25,1.0,0.1787709497206704,0.65625,0.0893854748603352,0.5,0.2569832402234637,0.3695652173913043,0.5193370165745856,0.3431952662721893,0.4837312066574203,0.48473653846153836,0.4624880681818182,0.08634020618556701,0.12316176470588236,0.07314410480349345,0.2893013100436681,11.594918699186989,24.88836206896551,0.25863498203923735,4.0,8.0,3.0,,1.0,24.0,36.0,5.0,,,,,True,,,,
393,1610612748,Rod Strickland,Rod Strickland,393,MIA,137478.0,2291,93,4180,4157,1113,1185,527.0,8337,123.0,193.0,15.0,25.0,43.0,61.0,56.0,141.0,129.0,354.0,2.0,4.0,1.0,1.0,,1.0,6.0,22.0,1.0,3.0,4.0,15.0,308.0,688.0,8.0,26.0,154.0,794,4180,29.0,69.0,2.0,4.0,12.0,76.0,77.0,180.0,4.0,16.0,75.0,241.0,194.0,422.0,18.0,20.0,4.0,17.0,5.0,30.0,384.0,79.0,463.0,28.0,125.0,56.0,203.0,1005.0,6.0,39.0,4.0,34.0,148.0,1.0,183.0,49.0,232.0,13.0,82.0,38.0,44.0,112.0,22.0,78.0,47.0,6.0,34.0,6.0,159.0,10.0,41.0,47.0,114,2.0,7.0,201.0,22.0,77.0,34.0,10.0,4.0,2.0,4.0,11.0,8.0,,241.0,1113,15.0,0.31493506493506496,0.32550335570469796,0.75,0.3076923076923077,0.5,0.25,0.3181818181818182,0.4476744186046512,0.42028985507246375,0.42777777777777776,0.4481792717086835,0.4383561643835616,0.42346938775510207,0.4943960149439601,0.475,0.5,0.036414565826330535,0.0436046511627907,0.11398963730569948,0.0425531914893617,0.005649717514124294,20.096194061062317,0.7044025157232704,0.006578947368421052,0.030303030303030304,0.08926417370325694,0.02292768959435626,0.08395061728395062,0.022641509433962263,0.08822103732428502,0.02288911495422177,0.034383954154727794,0.019650655021834062,0.020134228187919462,0.026595744680851064,0.012987012987012988,0.0944206008583691,0.07547169811320754,0.09667673716012085,0.07886435331230283,0.10227272727272728,0.03611111111111111,0.7272727272727273,0.2703081232492997,0.6373056994818653,0.7192982456140351,0.21138211382113822,0.19747899159663865,0.3971631205673759,0.4148148148148148,0.16071428571428573,0.4957983193277311,0.3644067796610169,0.3664772727272727,0.4806201550387597,0.0056022408963585435,0.5,0.5,1.0,0.03081232492997199,0.2727272727272727,0.3,0.6666666666666666,0.3424657534246575,0.6,0.2,0.0136986301369863,1.0,1.0,0.0410958904109589,0.3333333333333333,1.0,0.3112244897959184,0.7049180327868853,0.00510204081632653,,0.07653061224489796,0.26666666666666666,0.3067226890756303,0.29411764705882354,0.45527708039492243,0.45035312499999997,0.46478324607329846,0.10013003901170352,0.10363391655450875,0.09571788413098237,0.3035264483627204,11.340552325581394,28.68846153846154,0.26626794258373204,51.0,1.0,,,4.0,6.0,,1.0,1.0,2.0,0.07692307692307693,0.09090909090909091,True,,,,
694,1610612748,Sam Mack,Sam Mack,694,MIA,2366.0,39,1,76,75,30,31,11.0,151,1.0,2.0,1.0,1.0,1.0,1.0,,,,2.0,,4.0,,,,2.0,1.0,3.0,,,1.0,1.0,1.0,4.0,1.0,7.0,2.0,7,75,1.0,1.0,,,,2.0,1.0,2.0,1.0,3.0,2.0,7.0,,2.0,,2.0,,3.0,1.0,,1.0,,1.0,,,1.0,,2.0,,,1.0,,4.0,1.0,5.0,1.0,6.0,,3.0,2.0,1.0,1.0,,1.0,2.0,,,1.0,3.0,,2.0,3.0,5,,,2.0,,,1.0,,,,,,,,7.0,30,1.0,,,,0.14285714285714285,,0.3333333333333333,0.14285714285714285,0.25,1.0,0.5,0.22727272727272727,1.0,0.5,0.2916666666666667,1.0,0.5833333333333334,0.6363636363636364,,,,,16.666666666666668,0.3333333333333333,0.5,0.3333333333333333,0.15384615384615385,,,,0.11764705882352941,,,,,,,,0.23076923076923078,0.125,,,,,0.18181818181818182,0.5,0.5,,,,,,0.18181818181818182,,,,0.36363636363636365,,,,0.2727272727272727,0.3333333333333333,0.3333333333333333,,1.0,1.0,,,,,,,,0.2,1.0,0.4,,0.2,1.0,0.8181818181818182,0.3333333333333333,0.5106636363636363,0.5413,0.45988000000000007,,,0.2857142857142857,1.0,8.5,24.814285714285717,0.39473684210526316,,,,,,3.0,,,,,,,True,,,,
2067,1610612748,Eddie House,Eddie House,2067,MIA,17453.0,291,9,551,537,240,254,79.0,1088,5.0,8.0,,,2.0,2.0,9.0,19.0,19.0,55.0,8.0,12.0,,,4.0,6.0,8.0,26.0,1.0,1.0,3.0,12.0,33.0,82.0,16.0,38.0,15.0,129,577,4.0,6.0,1.0,1.0,2.0,13.0,11.0,22.0,7.0,18.0,11.0,54.0,40.0,26.0,42.0,,1.0,25.0,8.0,4.0,16.0,2.0,18.0,2.0,6.0,3.0,7.0,38.0,,3.0,,3.0,16.0,,19.0,3.0,22.0,1.0,11.0,8.0,3.0,4.0,2.0,1.0,6.0,1.0,3.0,,10.0,1.0,4.0,12.0,22,,1.0,16.0,,2.0,5.0,2.0,2.0,,,2.0,,,54.0,240,8.0,0.6060606060606061,0.6060606060606061,0.875,0.42105263157894735,1.0,0.3888888888888889,0.43243243243243246,0.4024390243902439,0.6666666666666666,0.5,0.475,0.7857142857142857,0.5375,0.5,0.8125,0.5869565217391305,0.31666666666666665,0.04878048780487805,0.125,0.05263157894736842,0.03636363636363636,21.473354231974923,0.4,,,0.08333333333333333,0.013452914798206279,0.04918032786885246,,0.07509881422924901,0.011406844106463879,0.022727272727272728,0.03773584905660377,,,,0.0392156862745098,0.07142857142857142,0.11764705882352941,0.06818181818181818,,0.015625,,0.06666666666666667,0.625,0.7142857142857143,0.4,0.15833333333333333,0.47368421052631576,0.5,0.5555555555555556,0.4583333333333333,0.34545454545454546,0.3584905660377358,0.6842105263157895,0.1,0.6666666666666666,0.6666666666666666,1.0,0.21666666666666667,0.3076923076923077,0.3076923076923077,0.75,,,,,,,0.14285714285714285,1.0,1.0,0.05,1.0,0.15,0.6666666666666666,0.3,0.25,0.38333333333333336,0.32,0.4488214285714286,0.4053857142857143,0.4475064102564103,0.01639344262295082,0.023809523809523808,0.10077519379844961,0.4186046511627907,15.019512195121955,24.98947368421052,0.4355716878402904,,,,,,6.0,2.0,,,,,,True,,,,
297,1610612748,Alonzo Mourning,Alonzo Mourning,297,MIA,101180.0,1686,123,3071,3054,748,731,364.0,6125,170.0,238.0,38.0,59.0,41.0,53.0,91.0,208.0,52.0,138.0,1.0,1.0,,,,,,1.0,,,,,313.0,584.0,1.0,2.0,217.0,846,3023,52.0,86.0,,,53.0,157.0,63.0,131.0,,,77.0,203.0,414.0,212.0,3.0,66.0,,1.0,,44.0,47.0,10.0,57.0,6.0,23.0,2.0,22.0,124.0,16.0,102.0,2.0,68.0,228.0,28.0,324.0,120.0,444.0,17.0,20.0,17.0,3.0,48.0,4.0,21.0,78.0,9.0,27.0,11.0,126.0,12.0,24.0,68.0,180,16.0,37.0,316.0,22.0,127.0,42.0,135.0,110.0,2.0,23.0,135.0,94.0,7.0,203.0,748,24.0,0.6613418530351438,0.7392857142857143,1.0,0.5,,,0.5,0.535958904109589,0.6046511627906976,0.48091603053435117,0.5366894197952219,0.6046511627906976,0.48091603053435117,0.5770804911323328,0.6382113821138211,0.5427807486631016,0.0034129692832764505,0.07534246575342465,0.1134453781512605,0.07211538461538461,0.014492753623188406,24.676817006607294,0.38095238095238093,0.28865979381443296,0.023255813953488372,0.17701863354037267,0.08353808353808354,0.22666666666666666,0.0851063829787234,0.18639798488664988,0.08374733853797019,0.1214574898785425,0.08653846153846154,0.06797583081570997,0.08029197080291971,0.09803921568627451,0.12849162011173185,0.20347394540942929,0.18975332068311196,0.2222222222222222,0.24561403508771928,0.07623318385650224,0.6962962962962963,0.4061433447098976,0.7142857142857143,0.8056872037914692,0.6352941176470588,0.35494880546075086,0.4375,0.47150259067357514,0.6703296703296703,0.2354948805460751,0.37681159420289856,0.38235294117647056,0.7307692307692307,0.0017064846416382253,1.0,1.0,1.0,0.0017064846416382253,,,,0.686046511627907,0.6440677966101694,0.23684210526315788,,,,,,,0.40458015267175573,0.7735849056603774,,,,,0.40955631399317405,,0.4548498293515356,0.49923797468354436,0.4401190839694657,0.1837916063675832,0.18432510885341075,0.18557919621749408,0.23995271867612294,7.081849315068493,25.1,0.24356887007489417,4.0,,,15.0,18.0,,,,,,,,True,,,,
383,1610612748,Kendall Gill,Kendall Gill,383,MIA,55492.0,925,43,1699,1693,360,247,187.0,3392,34.0,61.0,2.0,6.0,8.0,11.0,7.0,20.0,72.0,170.0,2.0,10.0,1.0,2.0,,2.0,2.0,15.0,1.0,3.0,1.0,4.0,113.0,251.0,4.0,25.0,28.0,266,1695,13.0,29.0,2.0,5.0,2.0,34.0,20.0,43.0,1.0,6.0,14.0,57.0,168.0,58.0,9.0,4.0,,15.0,2.0,16.0,55.0,7.0,62.0,3.0,26.0,10.0,19.0,131.0,2.0,16.0,,11.0,74.0,12.0,97.0,18.0,115.0,2.0,32.0,23.0,9.0,30.0,7.0,20.0,14.0,,10.0,,44.0,1.0,9.0,46.0,99,,3.0,36.0,2.0,13.0,6.0,3.0,3.0,,,3.0,1.0,2.0,57.0,360,6.0,0.7433628318584071,0.7567567567567568,0.75,0.16,0.4,0.16666666666666666,0.16,0.450199203187251,0.4482758620689655,0.46511627906976744,0.4311594202898551,0.47058823529411764,0.4387755102040816,0.4539249146757679,0.4722222222222222,0.5,0.09057971014492754,0.06374501992031872,0.14754098360655737,0.05,0.03529411764705882,17.6255230125523,0.6818181818181818,0.23529411764705882,,0.10802919708029197,0.023391812865497075,0.07586206896551724,0.022727272727272728,0.10240963855421686,0.023316062176165803,0.053691275167785234,,0.02099737532808399,,0.08695652173913043,0.12307692307692308,0.07272727272727272,0.1259259259259259,0.07758620689655173,0.06896551724137931,0.014084507042253521,0.3333333333333333,0.2210144927536232,0.5573770491803278,0.6538461538461539,0.5588235294117647,0.07246376811594203,0.35,0.3684210526315789,0.42857142857142855,0.6159420289855072,0.4235294117647059,0.43902439024390244,0.8611111111111112,0.036231884057971016,0.2,0.2,0.5,0.05434782608695652,0.13333333333333333,0.13333333333333333,1.0,0.17647058823529413,0.3333333333333333,,0.058823529411764705,0.5,,0.08823529411764706,0.3333333333333333,1.0,0.22448979591836735,0.7272727272727273,0.04081632653061224,,0.08163265306122448,0.25,0.3115942028985507,0.13333333333333333,0.4645782608695652,0.4457327586206896,0.46735612244897956,0.04529616724738676,0.04961832061068702,0.12781954887218044,0.21428571428571427,13.75019920318725,24.316,0.21188934667451442,4.0,,,1.0,,3.0,,,,,,,True,,,,
423,1610612748,Chris Gatling,Chris Gatling,423,MIA,20514.0,342,-12,613,615,211,298,86.0,1228,32.0,51.0,7.0,11.0,12.0,20.0,8.0,31.0,18.0,46.0,,1.0,,,,1.0,1.0,2.0,,,1.0,2.0,58.0,128.0,1.0,3.0,44.0,163,622,13.0,23.0,,,10.0,36.0,23.0,46.0,1.0,3.0,20.0,69.0,80.0,36.0,3.0,16.0,1.0,1.0,1.0,13.0,6.0,3.0,9.0,2.0,3.0,1.0,2.0,21.0,5.0,24.0,2.0,7.0,44.0,6.0,57.0,31.0,88.0,3.0,4.0,2.0,2.0,11.0,,6.0,6.0,,5.0,,17.0,,4.0,14.0,50,5.0,6.0,69.0,6.0,29.0,9.0,6.0,5.0,1.0,,6.0,5.0,2.0,69.0,211,9.0,0.6896551724137931,0.8,1.0,0.3333333333333333,,0.3333333333333333,0.5,0.453125,0.5652173913043478,0.5,0.4541984732824427,0.5652173913043478,0.5,0.5,0.6206896551724138,0.5476190476190477,0.022900763358778626,0.1015625,0.0784313725490196,0.25806451612903225,0.021739130434782608,25.35211267605634,0.6470588235294118,0.2,0.07407407407407407,0.1746031746031746,0.08421052631578947,0.1320754716981132,0.1724137931034483,0.16721311475409836,0.09235668789808917,0.1111111111111111,0.09411764705882353,0.06569343065693431,0.2,0.1111111111111111,0.17142857142857143,0.16,0.18691588785046728,0.10810810810810811,0.1875,0.05172413793103448,0.8333333333333334,0.3893129770992366,0.6274509803921569,0.6808510638297872,0.625,0.2366412213740458,0.25806451612903225,0.34782608695652173,0.25,0.3511450381679389,0.391304347826087,0.4,1.0,0.007633587786259542,,,,0.015267175572519083,0.5,0.5,1.0,0.4782608695652174,0.6363636363636364,,,,,,,,0.40816326530612246,0.6,0.02040816326530612,,0.04081632653061224,0.5,0.4122137404580153,1.0,0.45874499999999996,0.45947777777777776,0.467440625,0.18831168831168832,0.19205298013245034,0.22085889570552147,0.4233128834355828,8.262500000000001,32.53333333333333,0.3442088091353997,1.0,,,,3.0,,,,,,,,True,,,,
