EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Corner3Assists,FTOffRebounds,PenaltyTurnovers,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,OffFTReboundPct,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,SelfOReb,BadPassOutOfBoundsTurnovers,Travels,Loose Ball Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,BlockedLongMidRange,DefensiveGoaltends,3SecondViolations,OffCorner3ReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,Corner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,Technical Free Throw Trips,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,OffensiveGoaltends,on,HeaveAttempts,Arc3PctBlocked,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawn,BlockedCorner3,ThreePtShootingFoulsDrawnPct
1542,1610612760,Predrag Drobnjak,Predrag Drobnjak,1542,SEA,13806.0,230,70,429,424,53,62,59,853,11.0,21.0,3.0,11.0,3.0,4.0,5.0,16,19.0,45.0,35,82,8.0,78,423,6.0,19,4.0,16.0,7.0,14.0,2.0,16.0,62.0,8.0,4.0,11.0,8.0,1.0,9.0,1.0,4.0,1.0,3.0,19.0,2.0,19.0,7.0,14,3.0,24,21,45,4.0,3.0,1.0,4.0,3.0,4.0,3.0,1.0,8.0,2.0,7.0,18,1.0,10.0,5.0,6.0,2.0,4.0,6.0,3.0,1.0,16.0,53,1.0,0.8857142857142857,0.9393939393939394,0.4268292682926829,0.3157894736842105,0.5,0.4268292682926829,0.3157894736842105,0.5,0.4482758620689655,0.38095238095238093,0.5333333333333333,0.13414634146341464,0.2857142857142857,0.25,0.022222222222222223,18.924302788844624,0.5,0.2,0.0782122905027933,0.11046511627906977,0.14,0.06896551724137931,0.09170305676855896,0.1044776119402985,0.15384615384615385,0.11290322580645161,0.08450704225352113,0.07407407407407407,0.1,0.1076923076923077,0.04054054054054054,0.17142857142857143,0.06666666666666667,0.5,0.25609756097560976,0.5238095238095238,0.7333333333333333,0.7272727272727273,0.1951219512195122,0.3125,0.4166666666666667,1.0,0.5487804878048781,0.4222222222222222,0.4318181818181818,0.9473684210526315,0.5789473684210527,0.2727272727272727,0.2857142857142857,0.75,0.25609756097560976,0.44750975609756094,0.5009166666666667,0.44263571428571424,0.05747126436781609,0.05747126436781609,0.20512820512820512,0.20512820512820512,11.692682926829269,0.12354312354312354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1738,1610612760,Ansu Sesay,Ansu Sesay,1738,SEA,1821.0,30,3,51,53,6,25,11,104,,3.0,,1.0,,1.0,,1,3.0,6.0,3,10,1.0,7,57,,1,,,,2.0,,,6.0,,,1.0,2.0,1.0,3.0,1.0,1.0,1.0,,7.0,,1.0,2.0,2,,4,1,5,,,,,,,,,,,1.0,4,,2.0,1.0,,,,,,,,6,1.0,1.0,1.0,0.3,,,0.3,,,0.3181818181818182,,,0.1,0.3333333333333333,,,17.46031746031746,,,0.09523809523809523,0.04,0.2857142857142857,,0.14285714285714285,0.04,0.3333333333333333,,,,,0.2857142857142857,,0.4,,,0.3,,,,0.1,,,,0.6,0.5,0.5,1.0,1.0,,0.5,,0.3,0.44615,0.5917,0.45645,0.09090909090909091,0.09090909090909091,,,11.389999999999999,0.11764705882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1742,1610612760,Shammond Williams,Shammond Williams,1742,SEA,4980.0,83,-7,149,146,15,37,13,295,1.0,3.0,,,,,,2,2.0,8.0,3,13,,18,157,,1,,,,,,,2.0,4.0,,3.0,9.0,5.0,14.0,3.0,4.0,1.0,4.0,33.0,,,1.0,2,,3,1,4,4.0,3.0,1.0,6.0,5.0,,,1.0,6.0,,2.0,4,,,,,,,,,,,15,1.0,0.3333333333333333,0.3333333333333333,0.23076923076923078,,,0.36,,,0.36,,,0.23076923076923078,0.3333333333333333,0.5,0.125,18.78787878787879,1.0,,0.03508771929824561,,0.05263157894736842,,0.039473684210526314,,,,,,0.07142857142857142,,0.03571428571428571,0.0625,,,0.12,0.3333333333333333,0.5,,0.08,,,,0.32,0.25,0.2857142857142857,0.5,,,,,0.6,0.4941539999999999,0.5421,0.5559000000000001,,,,,13.561538461538463,0.10067114093959731,3.0,1.0,4.0,9.0,2.0,4.0,12.0,1.0,2.0,9.0,3.0,9.0,4.0,2.0,1.0,1.0,0.75,0.3333333333333333,0.3333333333333333,0.48,0.3333333333333333,0.12,0.36,0.4444444444444444,0.4444444444444444,0.75,0.5,1.0,0.4444444444444444,24.566666666666663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1744,1610612760,Jerome James,Jerome James,1744,SEA,57109.0,952,178,1758,1755,287,340,226,3513,74.0,118.0,30.0,48.0,10.0,20.0,53.0,136,7.0,19.0,134,273,30.0,298,1766,42.0,70,11.0,95.0,15.0,40.0,8.0,38.0,156.0,112.0,44.0,10.0,18.0,6.0,24.0,5.0,6.0,5.0,7.0,54.0,15.0,71.0,25.0,106,12.0,143,89,232,25.0,16.0,9.0,27.0,7.0,47.0,4.0,20.0,74.0,13.0,80.0,174,24.0,60.0,27.0,86.0,43.0,36.0,86.0,43.0,10.0,38.0,287,8.0,0.582089552238806,0.6964285714285714,0.4908424908424908,0.6,0.375,0.4908424908424908,0.6,0.375,0.4950166112956811,0.59375,0.3877551020408163,0.03663003663003663,0.01694915254237288,0.058823529411764705,,18.5459940652819,0.36486486486486486,0.24489795918367346,0.1490857946554149,0.10939907550077041,0.12077294685990338,0.09202453987730061,0.14270152505446623,0.10591133004926108,0.1329479768786127,0.10344827586206896,0.09767441860465116,0.09375,0.15873015873015872,0.12844036697247707,0.15789473684210525,0.125,0.1111111111111111,0.5,0.43223443223443225,0.6271186440677966,0.6379310344827587,0.5945945945945946,0.4981684981684982,0.3897058823529412,0.4140625,0.5094339622641509,0.0695970695970696,0.3684210526315789,0.3684210526315789,1.0,0.6857142857142857,0.625,0.5,0.5,0.43223443223443225,0.4600959706959705,0.5277245614035089,0.4491249999999999,0.09121621621621621,0.09121621621621621,0.3187919463087248,0.12751677852348994,5.2575091575091575,0.1632536973833902,,,,,,,,,,,,,,1.0,3.0,14.0,,,,,0.075,,,,,,,,,,10.0,1.0,4.0,17.0,4.0,5.0,7.0,5.0,11.0,0.08571428571428572,0.07751937984496124,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
56,1610612760,Gary Payton,Gary Payton,56,SEA,52529.0,875,164,1618,1616,256,304,207,3234,77.0,111.0,4.0,6.0,12.0,17.0,51.0,122,62.0,131.0,190,364,58.0,480,1629,8.0,22,2.0,18.0,29.0,52.0,29.0,87.0,142.0,238.0,4.0,11.0,150.0,61.0,211.0,48.0,69.0,31.0,50.0,483.0,4.0,17.0,14.0,70,,84,21,105,36.0,23.0,13.0,35.0,22.0,14.0,1.0,13.0,49.0,2.0,17.0,45,5.0,69.0,25.0,4.0,3.0,1.0,4.0,2.0,1.0,87.0,256,4.0,0.3736842105263158,0.3776595744680851,0.521978021978022,0.36363636363636365,0.5576923076923077,0.5047846889952153,0.27586206896551724,0.5,0.5357941834451901,0.3,0.581081081081081,0.03021978021978022,0.02702702702702703,0.06557377049180328,,26.666666666666664,0.7142857142857143,,0.1059001512859304,0.028428093645484948,0.07526881720430108,0.02666666666666667,0.09917355371900827,0.02807486631016043,0.018867924528301886,0.036585365853658534,0.025906735751295335,0.02586206896551724,0.0898876404494382,0.10628019323671498,0.11594202898550725,0.07751937984496124,0.07017543859649122,0.5,0.26555023923444976,0.6936936936936937,0.7129629629629629,0.45454545454545453,0.291866028708134,0.4180327868852459,0.4473684210526316,0.13725490196078433,0.3133971291866029,0.4732824427480916,0.4732824427480916,0.46774193548387094,0.20689655172413793,0.6666666666666666,0.29310344827586204,0.7058823529411765,0.39473684210526316,0.4702337320574163,0.4384916666666667,0.4495974137931035,0.0576036866359447,0.06578947368421052,0.0375,0.18125,9.137362637362639,0.15822002472187885,14.0,2.0,9.0,40.0,5.0,14.0,54.0,7.0,6.0,42.0,,40.0,9.0,13.0,,9.0,1.0,0.25925925925925924,0.25925925925925924,0.1291866028708134,,0.03349282296650718,0.09569377990430622,0.225,0.225,1.0,0.06896551724137931,0.08620689655172414,0.225,24.88148148148148,7.0,3.0,2.0,2.0,9.0,13.0,,,,0.029411764705882353,0.035175879396984924,,5.0,1.0,5.0,3.0,0.35714285714285715,0.35714285714285715,1.0,0.1724137931034483,0.017241379310344827,,,,,,,,,,,,,,,,,,,True,,,,,,,
699,1610612760,Brent Barry,Brent Barry,699,SEA,49179.0,820,170,1517,1512,227,238,199,3029,42.0,63.0,4.0,8.0,9.0,11.0,13.0,23,24.0,46.0,79,132,50.0,361,1523,9.0,14,,36.0,15.0,18.0,6.0,75.0,90.0,68.0,2.0,11.0,115.0,8.0,123.0,5.0,54.0,19.0,42.0,254.0,5.0,8.0,30.0,72,1.0,103,14,117,46.0,36.0,10.0,31.0,22.0,20.0,2.0,9.0,51.0,3.0,17.0,45,5.0,62.0,26.0,8.0,4.0,3.0,8.0,1.0,,75.0,227,3.0,0.569620253164557,0.5769230769230769,0.5984848484848485,0.6428571428571429,0.8333333333333334,0.6399176954732511,0.72,0.8414634146341463,0.6654135338345865,0.72,0.8333333333333334,0.08333333333333333,0.14285714285714285,,0.043478260869565216,18.093607305936075,0.6078431372549019,0.023809523809523808,0.11631663974151858,0.014285714285714285,0.17647058823529413,0.034722222222222224,0.12927756653992395,0.018465909090909092,0.006289308176100629,0.00909090909090909,0.027624309392265192,0.034782608695652174,0.07926829268292683,0.11055276381909548,0.14453125,0.17796610169491525,0.17307692307692307,0.125,0.25925925925925924,0.6666666666666666,0.7777777777777778,0.5238095238095238,0.09465020576131687,0.5652173913043478,0.5652173913043478,0.3076923076923077,0.18930041152263374,0.5217391304347826,0.5454545454545454,0.7916666666666666,0.32,0.5,0.2682926829268293,0.8181818181818182,0.7160493827160493,0.5264851851851852,0.5156575,0.5296548780487805,0.09885931558935361,0.17105263157894737,0.0997229916897507,0.2077562326869806,8.265909090909092,0.14963744232036916,12.0,2.0,44.0,99.0,22.0,51.0,111.0,11.0,23.0,135.0,18.0,99.0,44.0,3.0,1.0,3.0,0.8823529411764706,0.4594594594594595,0.4594594594594595,0.4567901234567901,0.030303030303030304,0.04938271604938271,0.4074074074074074,0.4444444444444444,0.4444444444444444,0.8636363636363636,0.08,0.5365853658536586,0.4444444444444444,25.250450450450447,3.0,10.0,1.0,1.0,6.0,3.0,1.0,1.0,1.0,0.034482758620689655,0.0297029702970297,0.5,7.0,1.0,9.0,10.0,0.5833333333333334,0.5833333333333334,1.0,0.36,0.024390243902439025,2.0,1.0,4.0,12.0,6.0,13.0,0.5454545454545454,0.5652173913043478,1.0,1.0,0.4444444444444444,0.75,1.0,0.5454545454545454,,,,,True,,,,,,,
1740,1610612760,Rashard Lewis,Rashard Lewis,1740,SEA,35147.0,586,166,1084,1077,184,188,133,2161,34.0,55.0,5.0,11.0,5.0,7.0,36.0,62,18.0,36.0,88,153,26.0,277,1069,9.0,16,6.0,42.0,13.0,19.0,5.0,64.0,108.0,68.0,10.0,7.0,25.0,7.0,32.0,6.0,11.0,3.0,11.0,71.0,10.0,14.0,19.0,60,7.0,86,24,110,26.0,21.0,5.0,12.0,5.0,11.0,3.0,7.0,23.0,3.0,17.0,36,3.0,33.0,19.0,11.0,5.0,5.0,11.0,4.0,1.0,64.0,184,2.0,0.6136363636363636,0.6506024096385542,0.5751633986928104,0.5625,0.6842105263157895,0.5892018779342723,0.75,0.7972972972972973,0.6155555555555555,0.7777777777777778,0.8205128205128205,0.0457516339869281,0.07272727272727272,0.03225806451612903,0.027777777777777776,20.0,0.5217391304347826,0.22580645161290322,0.13157894736842105,0.03804347826086957,0.1484375,0.08849557522123894,0.13527397260273974,0.0498960498960499,0.06796116504854369,0.03821656050955414,0.009259259259259259,0.10465116279069768,0.06923076923076923,0.14728682170542637,0.16243654822335024,0.1411764705882353,0.16279069767441862,0.36363636363636365,0.25821596244131456,0.6181818181818182,0.6666666666666666,0.5294117647058824,0.29107981220657275,0.5806451612903226,0.6,0.5833333333333334,0.16901408450704225,0.5,0.5142857142857142,0.8333333333333334,0.4583333333333333,0.45454545454545453,0.1891891891891892,0.7142857142857143,0.539906103286385,0.49687370892018784,0.537975,0.5020527027027027,0.08520179372197309,0.1165644171779141,0.15162454873646208,0.23104693140794225,7.862745098039215,0.16974169741697417,24.0,4.0,13.0,36.0,12.0,25.0,60.0,8.0,18.0,69.0,6.0,36.0,13.0,1.0,,3.0,0.92,0.4166666666666667,0.4166666666666667,0.28169014084507044,,0.11267605633802817,0.16901408450704225,0.3611111111111111,0.3611111111111111,0.9230769230769231,0.16666666666666666,0.32432432432432434,0.3611111111111111,24.80666666666667,2.0,1.0,1.0,3.0,9.0,2.0,1.0,,,0.037037037037037035,0.022222222222222223,0.2,12.0,6.0,4.0,,0.5,0.5217391304347826,0.9166666666666666,0.16666666666666666,0.16216216216216217,2.0,6.0,4.0,5.0,6.0,11.0,0.75,0.6111111111111112,0.5,0.5,1.0,1.0,1.0,0.4166666666666667,1.0,0.016666666666666666,0.041666666666666664,,True,,,,,,,
2046,1610612760,Desmond Mason,Desmond Mason,2046,SEA,29831.0,497,75,923,924,207,223,118,1847,26.0,36.0,1.0,4.0,8.0,9.0,15.0,36,34.0,70.0,75,142,45.0,201,926,4.0,10,2.0,13.0,17.0,32.0,17.0,51.0,102.0,48.0,2.0,10.0,15.0,7.0,22.0,5.0,4.0,5.0,6.0,51.0,4.0,7.0,17.0,46,5.0,68,12,80,13.0,9.0,4.0,9.0,5.0,10.0,3.0,4.0,19.0,,12.0,29,5.0,53.0,23.0,3.0,2.0,1.0,3.0,1.0,,51.0,207,1.0,0.68,0.6891891891891891,0.528169014084507,0.4,0.53125,0.5306122448979592,0.5,0.5151515151515151,0.5887573964497042,0.5416666666666666,0.625,0.07042253521126761,0.1111111111111111,0.1111111111111111,0.02857142857142857,17.836812144212526,0.47368421052631576,0.20833333333333334,0.12777777777777777,0.020289855072463767,0.14912280701754385,0.05405405405405406,0.13291139240506328,0.026252983293556086,0.022222222222222223,0.021897810218978103,0.01694915254237288,0.06060606060606061,0.12087912087912088,0.10526315789473684,0.14838709677419354,0.125,0.20588235294117646,0.3333333333333333,0.24489795918367346,0.7222222222222222,0.8125,0.6923076923076923,0.24489795918367346,0.4166666666666667,0.46875,0.4,0.47619047619047616,0.4857142857142857,0.5,0.7941176470588235,0.36363636363636365,0.25,0.2727272727272727,0.8888888888888888,0.2789115646258503,0.45319387755102053,0.4298888888888889,0.4484060606060606,0.1393939393939394,0.14375,0.06467661691542288,0.2537313432835821,11.520422535211267,0.22426868905742145,1.0,,1.0,4.0,1.0,2.0,5.0,1.0,1.0,6.0,,4.0,1.0,2.0,1.0,6.0,1.0,0.4,0.4,0.034013605442176874,0.043478260869565216,0.006802721088435374,0.027210884353741496,0.25,0.25,1.0,,0.030303030303030304,0.25,24.64,2.0,1.0,,2.0,5.0,4.0,,,,,0.03333333333333333,,1.0,,1.0,4.0,1.0,1.0,1.0,0.09090909090909091,,,,1.0,,1.0,,1.0,,,,1.0,1.0,,,,,,,True,,,,,,,
2071,1610612760,Olumide Oyedeji,Olumide Oyedeji,2071,SEA,1103.0,18,11,33,34,10,15,4,67,,,,,,,1.0,1,,,1,1,,2,28,1.0,1,,2.0,1.0,1.0,,2.0,,2.0,2.0,,,,,,,,,,,1.0,1.0,3,1.0,5,1,6,,,,,,1.0,,,1.0,,,2,,,,,,,,,,2.0,10,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,5.405405405405405,,0.3333333333333333,0.1875,0.125,0.1111111111111111,,0.16,0.1,,1.0,,,0.3333333333333333,,0.14285714285714285,0.125,,,,,,,1.0,1.0,1.0,,,,,,,,,,,0.1796,0.1796,0.1796,,,1.0,1.0,4.6,0.30303030303030304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
988,1610612760,Randy Livingston,Randy Livingston,988,SEA,1743.0,29,9,55,53,21,6,7,108,1.0,7.0,,3.0,1.0,4.0,,4,1.0,2.0,2,13,2.0,6,45,,4,2.0,2.0,1.0,6.0,,2.0,4.0,,,3.0,3.0,,3.0,,1.0,1.0,1.0,6.0,,5.0,2.0,3,,5,5,10,3.0,1.0,2.0,,,,,,,,1.0,1,,2.0,1.0,,,,,,,2.0,21,,1.0,1.0,0.15384615384615385,,0.16666666666666666,0.15384615384615385,,0.16666666666666666,0.21428571428571427,0.2,0.16666666666666666,0.23076923076923078,0.2857142857142857,0.25,,21.875,,,0.14285714285714285,0.1724137931034483,0.18181818181818182,,0.15625,0.16129032258064516,0.25,0.3333333333333333,,,,0.16666666666666666,0.2,0.16666666666666666,0.2,,0.5384615384615384,0.14285714285714285,0.2,1.0,0.3076923076923077,,,,0.15384615384615385,0.5,0.5,1.0,0.75,,0.6666666666666666,0.25,0.5384615384615384,0.45740000000000003,0.4908,0.41083333333333333,0.07142857142857142,0.07142857142857142,0.3333333333333333,0.3333333333333333,5.984615384615386,0.38181818181818183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
