EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,DefAtRimReboundPct,DefThreePtRebounds,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,DefThreePtReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,FtPoints,Fg2aBlocked,OffThreePtRebounds,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyFtPoints,HeaveAttempts,FTDefRebounds,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,NonShootingFoulsDrawn,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,DefFTReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ShortMidRangePctBlocked,SecondChanceFtPoints,Corner3Assists,LongMidRangePctBlocked,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Fg3aBlocked,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Travels,Technical Free Throw Trips,DefensiveGoaltends,3SecondViolations,3pt And 1 Free Throw Trips,OffensiveGoaltends
145,1610612761,Tracy Murray,Tracy Murray,145,TOR,3491.0,58,-45.0,121,118,77,65,12,239,3.0,6.0,1.0,3.0,2.0,2.0,2.0,7.0,4.0,6.0,1.0,3.0,1.0,2.0,2.0,7.0,2.0,1.0,5.0,9.0,19.0,3.0,10.0,27,143,1.0,3.0,2.0,2.0,6.0,11.0,2.0,7.0,18.0,12.0,6.0,9.0,2.0,7.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,6.0,7.0,1.0,2.0,1.0,1.0,4.0,1.0,3.0,2.0,1.0,6.0,1.0,4.0,1.0,4.0,18.0,77,2.0,0.6666666666666666,0.75,1.0,0.3,0.2857142857142857,0.3,0.47368421052631576,0.3333333333333333,0.5454545454545454,0.46551724137931033,0.2,0.5,0.46551724137931033,0.2,0.5,0.3448275862068966,25.735294117647058,0.6666666666666666,0.09090909090909091,0.027777777777777776,0.15151515151515152,0.018867924528301886,0.1111111111111111,0.2,0.23076923076923078,0.09090909090909091,0.0625,0.20689655172413793,0.5,0.5,0.6666666666666666,0.2413793103448276,0.2857142857142857,0.2857142857142857,0.5,0.20689655172413793,0.6666666666666666,0.6666666666666666,0.75,0.10344827586206896,0.3333333333333333,0.3333333333333333,1.0,0.2413793103448276,0.2857142857142857,0.2857142857142857,1.0,0.6,0.3333333333333333,0.4,0.1111111111111111,1.0,0.1111111111111111,0.5,0.2777777777777778,0.2,0.5517241379310345,0.2857142857142857,0.48329999999999995,0.5804750000000001,0.47138611111111106,0.07407407407407407,0.6666666666666666,9.042105263157895,24.409999999999997,0.6363636363636364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1541,1610612761,Alvin Williams,Alvin Williams,1541,TOR,1626.0,27,-12.0,52,52,16,30,9,104,,,,,,,1.0,3.0,2.0,5.0,,,,,2.0,3.0,,1.0,2.0,3.0,8.0,2.0,3.0,12,55,2.0,3.0,,4.0,1.0,1.0,1.0,2.0,5.0,2.0,4.0,6.0,2.0,3.0,2.0,3.0,5.0,1.0,12.0,1.0,1.0,1.0,1.0,2.0,3.0,,3.0,3.0,,2.0,1.0,,1.0,2.0,3.0,1.0,1.0,,2.0,5.0,16,1.0,0.3333333333333333,0.5,1.0,0.6666666666666666,0.5,0.6666666666666666,0.375,0.6666666666666666,1.0,0.5454545454545454,0.6666666666666666,0.8333333333333334,0.5454545454545454,0.6666666666666666,0.8333333333333334,0.2727272727272727,22.580645161290324,0.6666666666666666,0.3333333333333333,0.06666666666666667,0.045454545454545456,0.05555555555555555,0.04,0.14285714285714285,,,,,,,,0.2727272727272727,0.3333333333333333,0.3333333333333333,,0.45454545454545453,0.4,0.4,0.5,,,,,0.2727272727272727,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,0.6666666666666666,0.5,0.2727272727272727,0.6666666666666666,0.39852727272727273,0.42053333333333337,0.33770000000000006,0.3333333333333333,0.4166666666666667,15.662500000000001,27.96666666666667,0.3076923076923077,2.0,2.0,1.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
164,1610612761,Chris Childs,Chris Childs,164,TOR,2391.0,40,-2.0,77,80,26,39,8,157,,2.0,,,,,,,,2.0,,,,,2.0,3.0,,1.0,1.0,,4.0,2.0,3.0,6,70,,,,,,2.0,1.0,1.0,3.0,,,6.0,,3.0,2.0,5.0,5.0,1.0,10.0,,,4.0,5.0,,5.0,,1.0,1.0,,4.0,,3.0,1.0,1.0,5.0,,,1.0,5.0,3.0,26,1.0,,,1.0,0.6666666666666666,1.0,0.6666666666666666,,,,0.42857142857142855,,0.5,0.42857142857142855,,0.5,0.42857142857142855,13.953488372093023,0.8,,0.16,,0.15625,,,,0.18181818181818182,,0.2857142857142857,,,,,,,,0.2857142857142857,,,,,,,,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,0.3333333333333333,1.0,0.7142857142857143,0.6666666666666666,0.49834285714285714,,0.4272666666666667,,0.5,8.600000000000001,24.899999999999995,0.33766233766233766,,,2.0,2.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.125,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
2050,1610612761,Morris Peterson,Morris Peterson,2050,TOR,2099.0,35,-16.0,64,62,23,40,11,126,4.0,8.0,1.0,2.0,2.0,4.0,1.0,1.0,,,,2.0,,,1.0,5.0,,1.0,2.0,5.0,9.0,1.0,7.0,14,81,1.0,2.0,,2.0,3.0,5.0,1.0,2.0,9.0,4.0,6.0,3.0,2.0,5.0,1.0,2.0,2.0,1.0,4.0,1.0,,,,2.0,2.0,,1.0,1.0,,,1.0,,1.0,,1.0,,,2.0,3.0,9.0,23,,0.4,0.5,1.0,0.14285714285714285,0.5,0.14285714285714285,0.5555555555555556,0.5,0.6,0.40625,0.5,0.6428571428571429,0.4375,0.5,0.6428571428571429,0.4375,21.794871794871796,,,,0.041666666666666664,,0.06451612903225806,,,,,0.5,0.5,0.5714285714285714,0.5,0.0625,1.0,1.0,,,,,,0.125,,,,0.3125,0.2,0.2,1.0,1.0,0.5,,0.5714285714285714,0.5,,,0.2857142857142857,0.5,0.9375,0.2,0.56760625,0.5486,0.5466357142857142,0.14285714285714285,0.6428571428571429,1.0333333333333334,24.642857142857142,0.359375,,,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.125,0.14285714285714285,0.125,0.2,0.0625,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
2214,1610612761,Michael Bradley,Michael Bradley,2214,TOR,7060.0,118,-44.0,236,234,100,142,27,470,9.0,14.0,3.0,5.0,4.0,5.0,,4.0,4.0,5.0,,,,,,2.0,,,2.0,13.0,23.0,,2.0,30,258,3.0,5.0,,6.0,5.0,8.0,,2.0,13.0,20.0,6.0,,2.0,1.0,,3.0,3.0,,6.0,4.0,1.0,6.0,17.0,7.0,24.0,1.0,,,,5.0,,3.0,1.0,2.0,6.0,1.0,4.0,4.0,10.0,13.0,100,4.0,0.7692307692307693,0.8333333333333334,,,,,0.5652173913043478,0.6,0.625,0.52,0.6,0.5,0.5172413793103449,0.6,0.5,0.08,13.059701492537313,0.8333333333333334,0.07142857142857142,0.07792207792207792,0.05333333333333334,0.1,0.06382978723404255,0.09090909090909091,0.03333333333333333,,0.1111111111111111,0.56,0.6428571428571429,0.75,0.7777777777777778,0.16,,,,0.2,0.8,0.8,0.75,,,,,0.08,,,,1.0,0.6,,0.5,0.8,,,0.2,,0.64,,0.48803541666666667,0.54058,0.4795611111111111,0.2,0.43333333333333335,5.386956521739131,42.7,0.423728813559322,,,2.0,1.0,0.09090909090909091,4.0,,6.0,2.0,6.0,0.17391304347826086,0.14285714285714285,0.14285714285714285,4.0,2.0,2.0,8.0,,3.0,0.08695652173913043,0.14285714285714285,0.10526315789473684,0.043478260869565216,0.07692307692307693,0.10714285714285714,0.11538461538461539,3.0,1.0,7.0,1.0,2.0,1.0,1.0,3.0,3.0,0.4666666666666667,0.16666666666666666,0.2222222222222222,0.5,0.6666666666666666,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
376,1610612761,Eric Montross,Eric Montross,376,TOR,2862.0,48,-35.0,101,98,58,57,5,199,,,,,,,2.0,4.0,3.0,5.0,,,,,,,,,,5.0,9.0,,,14,123,1.0,1.0,,2.0,,2.0,,,4.0,8.0,2.0,,,,,1.0,2.0,,5.0,,,3.0,6.0,,6.0,,,,,,,,2.0,,2.0,,1.0,8.0,15.0,4.0,58,2.0,0.8,0.8,,,,,0.5555555555555556,1.0,,0.5555555555555556,1.0,,0.5,1.0,0.2857142857142857,,14.953271028037383,,,0.1111111111111111,,0.13157894736842105,,,,0.07692307692307693,,,,,,0.4444444444444444,0.5,0.5,0.5,0.5555555555555556,0.6,0.6,1.0,,,,,,,,,,,,,,,,,,,,0.3684555555555556,0.4418,0.35960000000000003,0.14285714285714285,0.2857142857142857,14.188888888888888,,0.5742574257425742,1.0,1.0,,1.0,0.25,2.0,2.0,3.0,1.0,3.0,0.18181818181818182,0.1,,4.0,,,10.0,,,,,,,,,,4.0,,1.0,,,5.0,1.0,1.0,3.0,0.3333333333333333,,0.3333333333333333,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1713,1610612761,Vince Carter,Vince Carter,1713,TOR,643.0,11,4.0,19,21,13,21,4,40,,,,,,,,,,,,,,,2.0,3.0,1.0,2.0,2.0,,,2.0,3.0,6,18,,,1.0,3.0,,,2.0,2.0,6.0,,,3.0,,2.0,2.0,,1.0,,3.0,,,2.0,2.0,,2.0,,1.0,1.0,,,,,1.0,,1.0,,1.0,,,6.0,13,,,,0.5,0.6666666666666666,1.0,1.0,,,,1.0,1.5,1.5,1.0,1.5,1.5,1.0,16.666666666666668,,,0.3333333333333333,,0.2857142857142857,,,,0.5,,,,,,,,,,,,,,,,,,1.0,0.6666666666666666,0.6666666666666666,0.5,,,1.0,,,,,1.0,1.0,1.0,1.0,0.537825,0.52065,0.537825,0.5,1.0,,30.333333333333332,0.6842105263157895,1.0,1.0,,,,,,,,,,0.5,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,
213,1610612761,Antonio Davis,Antonio Davis,213,TOR,1031.0,17,-5.0,28,29,14,23,7,57,1.0,2.0,,,,,,2.0,1.0,4.0,,,,,,,,,,2.0,8.0,,,4,32,,1.0,,,1.0,3.0,,,2.0,2.0,2.0,,,,,1.0,3.0,1.0,8.0,1.0,,2.0,3.0,1.0,4.0,1.0,1.0,,1.0,1.0,,1.0,,,1.0,,1.0,,,2.0,14,,0.5,0.5,,,,,0.25,,0.3333333333333333,0.25,,0.3333333333333333,0.25,,0.3333333333333333,,25.714285714285715,1.0,,0.2222222222222222,0.05555555555555555,0.18181818181818182,0.05555555555555555,,0.1,0.5,0.2,0.25,0.5,0.5,,0.25,,,,0.5,0.25,0.25,1.0,,,,,,,,,,,,,,,,,,0.25,,0.413725,0.3877,0.39336666666666664,,0.5,10.225,,0.5,2.0,2.0,,,,,,,,,,0.16666666666666666,,,1.0,,,,,0.125,,,,,,,,,1.0,,,,,,,0.3333333333333333,,,,,,,,,,,0.5,,,,True,,,,,,,,,,,,,,,,,,,,
1721,1610612761,Keon Clark,Keon Clark,1721,TOR,1206.0,20,3.0,36,36,1,17,4,72,,,,,,,1.0,4.0,,1.0,,,,,,,,,,1.0,5.0,,,3,35,,,,1.0,,,,,,2.0,,,,,,1.0,2.0,,5.0,1.0,1.0,2.0,5.0,2.0,7.0,,1.0,,1.0,3.0,,2.0,1.0,1.0,4.0,1.0,1.0,,2.0,,1,,1.0,1.0,,,,,0.2,,,0.2,,,0.21428571428571427,0.5,,,27.5,0.75,0.3333333333333333,0.2,0.1111111111111111,0.23076923076923078,0.1,,0.16666666666666666,,,,,,,0.8,0.25,0.25,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,0.36634,,,0.3333333333333333,,9.68,,0.027777777777777776,1.0,1.0,1.0,,0.3333333333333333,1.0,,,,,0.3333333333333333,0.25,0.3333333333333333,1.0,,,4.0,,2.0,,,,,,0.2857142857142857,0.2857142857142857,,,2.0,,,,,,,0.6666666666666666,,,,,,,,,,,,1.0,,,True,,,,,,,,,,,,,,,,,,,,
1565,1610612761,Michael Stewart,Michael Stewart,1565,TOR,679.0,11,,21,21,16,2,2,42,1.0,3.0,,2.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,2.0,5.0,,,4,20,,2.0,,,1.0,3.0,,,2.0,4.0,,,,,,1.0,1.0,,2.0,2.0,,1.0,2.0,2.0,4.0,1.0,,,,,,,,,,,,1.0,2.0,2.0,16,,1.0,1.0,,,,,0.4,,0.3333333333333333,0.4,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,25.0,,,0.1,0.3333333333333333,0.14285714285714285,0.2,,,,0.5,0.6,0.3333333333333333,0.3333333333333333,1.0,0.4,0.5,1.0,1.0,,,,,,,,,,,,,1.0,,,1.0,0.3333333333333333,,,,,0.6,,0.5301400000000001,0.6205,0.6508666666666666,,0.5,3.94,,0.7619047619047619,,,1.0,,0.2,1.0,,,,,0.25,,,,1.0,,2.0,,1.0,0.2,,,0.5,,0.16666666666666666,0.16666666666666666,,,,,,,,,,,,0.3333333333333333,,,,,,,,,0.5,,,,True,,,,,,,,,,,,,,,,,,,,
