EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,PtsPutbacks,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,AtRimPctBlocked,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,PenaltyArc3FGM,LongMidRangePctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,Technical Free Throw Trips,Blocked3s,BlockedArc3,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,on,HeaveAttempts,Clear Path Fouls,Arc3PctBlocked
2198,1610612764,Kwame Brown,Kwame Brown,2198,WAS,2409.0,40,-35,79,78,19,37,12,157,1,3,1.0,1.0,,,1.0,5.0,,3,,,,,,,,,,,2,11,,,4.0,8,100,1.0,1.0,,,2.0,,2.0,,,3.0,3.0,4,,,,,,3.0,,,,,,,,,,1,,3,3,1,4,,,,1,1.0,,,,1,,2,3,,6.0,2.0,,1.0,3.0,19,1.0,1.0,1.0,,,,,,0.18181818181818182,1.0,,0.18181818181818182,1.0,,0.2857142857142857,1.0,0.375,,0.2727272727272727,0.4,,16.853932584269664,1.0,0.11538461538461539,0.02702702702702703,,0.0967741935483871,0.023255813953488372,,,0.14285714285714285,0.16666666666666666,,0.2727272727272727,0.3333333333333333,0.5,1.0,0.45454545454545453,0.2,0.3333333333333333,1.0,0.2727272727272727,,,,,,,,,,,1.0,1.0,,,,,,,,,,0.2727272727272727,,0.4374545454545455,0.6735,0.33325,0.15384615384615385,0.15384615384615385,,0.25,0.375,9.200000000000001,,0.24050632911392406,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,0.3333333333333333,,,,,0.058823529411764705,,,,,1.0,1.0,,,,,,,,,,,,,True,,,
93,1610612764,Hubert Davis,Hubert Davis,93,WAS,26516.0,442,27,801,799,188,163,133,1600,5,7,,1.0,,,6.0,22.0,27.0,47,2.0,4.0,,,1.0,1.0,19.0,37.0,4.0,9.0,38,76,21.0,41.0,3.0,142,865,4.0,9.0,1.0,4.0,11.0,8.0,16.0,6.0,10.0,,34.0,48,28.0,54.0,9.0,37.0,19.0,1.0,34.0,11.0,45.0,7.0,4.0,5.0,9.0,20.0,101.0,2,5.0,15,20,2,22,14.0,13.0,1.0,8,5.0,2.0,3.0,,10,1.0,3,16,,6.0,3.0,,,34.0,188,4.0,0.631578947368421,0.631578947368421,0.8571428571428571,0.5121951219512195,0.25,0.6,0.5121951219512195,0.5,0.4444444444444444,0.5,0.594017094017094,0.4230769230769231,0.6538461538461539,0.5916666666666667,0.4230769230769231,0.6538461538461539,0.3504273504273504,0.013157894736842105,0.045454545454545456,,13.641133263378805,0.8,0.050505050505050504,0.0058997050147492625,0.06944444444444445,0.05420054200542006,0.004975124378109453,,0.018867924528301886,0.05504587155963303,0.05925925925925926,0.10526315789473684,0.05982905982905983,0.7142857142857143,0.7142857142857143,0.2,0.18803418803418803,0.2727272727272727,0.2857142857142857,0.6666666666666666,0.4017094017094017,0.574468085106383,0.574468085106383,0.03418803418803419,0.5,0.5,1.0,0.3162393162393162,0.5135135135135135,0.5135135135135135,0.8421052631578947,0.07692307692307693,,,,,0.3076923076923077,,,0.038461538461538464,1.0,0.34615384615384615,0.41025641025641024,0.5135135135135135,0.46667008547008554,0.4620454545454545,0.446923076923077,0.025,0.0379746835443038,,0.07746478873239436,0.23943661971830985,14.080263157894736,25.24390243902439,0.23470661672908863,,,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,0.020833333333333332,,,,0.05660377358490566,0.017857142857142856,,,1.0,5.0,0.7037037037037037,0.25,1.0,0.5555555555555556,,,,,,,True,,,
2217,1610612764,Brendan Haywood,Brendan Haywood,2217,WAS,2490.0,42,-9,69,73,20,21,10,142,1,1,,,1.0,1.0,,,,1,,,,,,,,,,,1,2,,,,2,81,,,,,,1.0,1.0,,,,2.0,2,,,,,,,1.0,1.0,2.0,1.0,,1.0,,,5.0,2,2.0,5,8,2,10,,,,1,,2.0,1.0,,3,1.0,1,4,1.0,,,,,2.0,20,,1.0,1.0,,,,,,0.5,,1.0,0.5,,1.0,0.5,,1.0,,,,,6.172839506172839,0.3333333333333333,0.22727272727272727,0.06451612903225806,0.4,0.25925925925925924,0.05555555555555555,0.14285714285714285,0.3333333333333333,0.2857142857142857,0.16666666666666666,1.0,0.5,1.0,1.0,1.0,,,,,0.5,,,,,,,,,,,,,,,,,1.0,1.0,,,,0.5,,0.52315,,0.7067,,,,,1.0,8.25,,0.2898550724637681,,,,,1.0,,1.0,,,,,4.0,1.0,,3.0,4.0,4.0,,,1.0,,,1.0,,,,0.0625,,,0.25,,1.0,,,,,,,,,,,,,,True,,,
43,1610612764,Chris Whitney,Chris Whitney,43,WAS,63312.0,1055,-78,1924,1933,189,266,270,3857,4,11,,1.0,,2.0,11.0,25.0,55.0,117,15.0,35.0,2.0,5.0,2.0,4.0,49.0,110.0,17.0,13.0,70,153,64.0,145.0,44.0,376,2119,1.0,9.0,11.0,22.0,41.0,7.0,14.0,8.0,17.0,8.0,46.0,92,48.0,165.0,27.0,110.0,49.0,7.0,155.0,14.0,169.0,12.0,2.0,46.0,25.0,84.0,352.0,3,15.0,53,70,6,76,31.0,13.0,18.0,24,18.0,15.0,6.0,,39,4.0,55,96,1.0,53.0,16.0,3.0,2.0,46.0,189,3.0,0.6571428571428571,0.6571428571428571,0.859375,0.4413793103448276,0.5,0.47058823529411764,0.4413793103448276,0.45751633986928103,0.1111111111111111,0.5,0.5570469798657718,0.5645161290322581,0.6129032258064516,0.5825396825396826,0.5909090909090909,0.6285714285714286,0.4865771812080537,0.0457516339869281,0.08,,15.789473684210526,0.6153846153846154,0.07270233196159122,0.0035087719298245615,0.09259259259259259,0.07631874298540965,0.006153846153846154,,0.06329113924050633,0.060836501901140684,0.08766233766233766,0.07692307692307693,0.03691275167785235,0.36363636363636365,0.6666666666666666,0.5,0.08389261744966443,0.44,0.4782608695652174,0.5454545454545454,0.3926174496644295,0.4700854700854701,0.4700854700854701,0.1174496644295302,0.42857142857142855,0.4411764705882353,1.0,0.3691275167785235,0.44545454545454544,0.44545454545454544,0.8163265306122449,0.03225806451612903,,0.16129032258064516,0.4,1.0,0.5483870967741935,0.06451612903225806,,0.12903225806451613,0.5,0.41935483870967744,0.5234899328859061,0.44545454545454544,0.4856545302013423,0.515976,0.48831290322580645,0.06070287539936102,0.09696969696969697,0.02027027027027027,0.10904255319148937,0.12234042553191489,16.30718954248366,25.097241379310343,0.09823284823284824,6.0,,3.0,,2.0,1.0,8.0,3.0,2.0,2.0,4.0,3.0,,,3.0,3.0,1.0,,,,,0.45454545454545453,0.04081632653061224,,0.025,0.008130081300813009,0.0023752969121140144,0.02040816326530612,0.045454545454545456,0.0975609756097561,0.006493506493506494,0.3333333333333333,,9.0,6.0,0.6909090909090909,0.5294117647058824,0.8888888888888888,0.46153846153846156,11.0,,,1.0,0.006896551724137931,0.02857142857142857,True,,,
1731,1610612764,Tyronn Lue,Tyronn Lue,1731,WAS,76432.0,1274,-52,2344,2367,683,830,324,4711,44,80,2.0,5.0,11.0,20.0,23.0,92.0,74.0,161,6.0,11.0,2.0,2.0,3.0,4.0,49.0,112.0,12.0,36.0,141,333,55.0,123.0,43.0,490,2431,11.0,22.0,8.0,14.0,46.0,36.0,79.0,17.0,40.0,25.0,148.0,52,230.0,96.0,69.0,110.0,49.0,27.0,194.0,14.0,208.0,11.0,3.0,63.0,40.0,91.0,430.0,12,28.0,64,94,13,107,44.0,23.0,21.0,57,38.0,30.0,19.0,3.0,87,22.0,28,101,4.0,56.0,20.0,,13.0,148.0,683,20.0,0.18439716312056736,0.18705035971223022,0.5818181818181818,0.44715447154471544,0.5714285714285714,0.425,0.45454545454545453,0.42342342342342343,0.5,0.45569620253164556,0.4901315789473684,0.6388888888888888,0.5168067226890757,0.5115062761506276,0.6388888888888888,0.5485074626865671,0.26973684210526316,0.08108108108108109,0.14130434782608695,0.012422360248447204,20.772058823529413,0.6551724137931034,0.0675818373812038,0.01171875,0.11475409836065574,0.07724601175482787,0.01117798796216681,0.017045454545454544,0.02830188679245283,0.065625,0.0891566265060241,0.08695652173913043,0.17543859649122806,0.55,0.6470588235294118,0.09090909090909091,0.20175438596491227,0.25,0.2911392405063291,0.043478260869565216,0.3530701754385965,0.45962732919254656,0.46540880503144655,0.02412280701754386,0.5454545454545454,0.5454545454545454,0.6666666666666666,0.24561403508771928,0.4375,0.44144144144144143,0.5714285714285714,0.1388888888888889,0.4,0.05555555555555555,1.0,1.0,0.3333333333333333,0.16806722689075632,0.55,0.03361344537815126,0.75,0.3025210084033613,0.4451754385964912,0.44545454545454544,0.45054746136865337,0.4763933333333335,0.432174152542373,0.043010752688172046,0.05847953216374269,,0.09387755102040816,0.3020408163265306,11.543243243243248,25.895934959349596,0.29138225255972694,,4.0,1.0,,2.0,4.0,16.0,9.0,5.0,1.0,11.0,,,,,,,,,,,0.15,0.02531645569620253,,0.007194244604316547,0.00821917808219178,0.012422360248447204,0.008849557522123894,,0.12571428571428572,0.01818181818181818,,,6.0,14.0,0.28378378378378377,0.5,0.8333333333333334,0.3888888888888889,1.0,,,1.0,0.008130081300813009,,False,2.0,1.0,0.008928571428571428
1838,1610612764,Tyrone Nesby,Tyrone Nesby,1838,WAS,75669.0,1261,-9,2338,2350,707,871,356,4688,67,105,27.0,40.0,28.0,39.0,21.0,58.0,60.0,150,4.0,10.0,1.0,1.0,3.0,4.0,6.0,30.0,2.0,10.0,148,313,10.0,40.0,61.0,387,2422,35.0,69.0,2.0,3.0,85.0,41.0,89.0,5.0,14.0,21.0,118.0,190,106.0,21.0,9.0,30.0,6.0,19.0,59.0,14.0,73.0,9.0,5.0,16.0,12.0,31.0,160.0,76,36.0,114,172,88,260,46.0,31.0,15.0,21,13.0,19.0,8.0,2.0,40,17.0,56,134,7.0,85.0,40.0,,5.0,118.0,707,26.0,0.6418918918918919,0.753968253968254,0.7,0.25,0.6666666666666666,0.35714285714285715,0.25,0.4728434504792332,0.5072463768115942,0.4606741573033708,0.46175637393767704,0.5277777777777778,0.470873786407767,0.49615384615384617,0.5379746835443038,0.5042735042735043,0.11331444759206799,0.06070287539936102,0.13793103448275862,0.02,15.630679752817157,0.525,0.1314878892733564,0.07547169811320754,0.15789473684210525,0.136986301369863,0.07302405498281787,0.0847457627118644,0.12834224598930483,0.1167192429022082,0.14600550964187328,0.07936507936507936,0.29745042492917845,0.638095238095238,0.6907216494845361,0.5373134328358209,0.1643059490084986,0.3620689655172414,0.42,0.5238095238095238,0.42492917847025496,0.4,0.40816326530612246,0.028328611898016998,0.4,0.4,0.75,0.08498583569405099,0.2,0.2,0.6666666666666666,0.5555555555555556,0.675,0.013888888888888888,1.0,,0.027777777777777776,0.3786407766990291,0.717948717948718,0.038834951456310676,0.75,0.0970873786407767,0.41076487252124644,0.2,0.4625913352272727,0.5077169117647058,0.47440436893203874,0.1038961038961039,0.11594202898550725,,0.21963824289405684,0.3049095607235142,10.619808306709263,25.035000000000004,0.3023952095808383,9.0,44.0,9.0,3.0,22.0,9.0,3.0,4.0,6.0,9.0,8.0,20.0,5.0,5.0,10.0,20.0,13.0,,,,,0.0761904761904762,0.2894736842105263,0.039473684210526314,0.05732484076433121,0.09776536312849161,0.05508474576271186,0.05970149253731343,0.043478260869565216,0.18787878787878787,0.05172413793103448,0.65,0.1111111111111111,1.0,2.0,0.8,0.5,,0.2,2.0,,,,,,False,,,
1888,1610612764,Richard Hamilton,Richard Hamilton,1888,WAS,81642.0,1361,48,2550,2547,939,1010,343,5097,75,126,11.0,20.0,20.0,42.0,89.0,238.0,100.0,260,2.0,4.0,,1.0,1.0,2.0,7.0,21.0,6.0,12.0,264,624,9.0,25.0,230.0,785,2683,27.0,77.0,1.0,7.0,73.0,89.0,204.0,4.0,14.0,108.0,298.0,336,192.0,27.0,,20.0,7.0,64.0,86.0,8.0,94.0,6.0,2.0,36.0,16.0,34.0,196.0,50,27.0,60,89,53,142,26.0,20.0,6.0,54,27.0,30.0,27.0,,84,36.0,31,97,3.0,258.0,87.0,,41.0,298.0,939,19.0,0.6363636363636364,0.6511627906976745,1.0,0.36,0.14285714285714285,0.2857142857142857,0.375,0.4230769230769231,0.35064935064935066,0.4362745098039216,0.4275808936825886,0.3392857142857143,0.43577981651376146,0.5085413929040736,0.3901098901098901,0.5387453874538746,0.03852080123266564,0.10256410256410256,0.15126050420168066,0.04230769230769231,28.59560067681895,0.6428571428571429,0.06302521008403361,0.045454545454545456,0.10112359550561797,0.07136997538966366,0.0427074939564867,0.023809523809523808,0.028169014084507043,0.07210031347962383,0.07380952380952381,0.08333333333333333,0.1941448382126348,0.5952380952380952,0.6880733944954128,0.7066666666666667,0.3667180277349769,0.3739495798319328,0.4405940594059406,0.550561797752809,0.40061633281972264,0.38461538461538464,0.40160642570281124,0.0061633281972265025,0.5,0.5,1.0,0.032357473035439135,0.3333333333333333,0.3333333333333333,1.0,0.23809523809523808,0.55,0.011904761904761904,,,0.07142857142857142,0.1926605504587156,0.47619047619047616,0.009174311926605505,0.5,0.05504587155963303,0.23266563944530047,0.35,0.43694806800618236,0.44863076923076917,0.43097754629629637,0.12083333333333333,0.1251798561151079,,0.0929936305732484,0.3796178343949045,10.962179487179489,90.03199999999998,0.36823529411764705,16.0,12.0,3.0,,2.0,14.0,8.0,5.0,9.0,15.0,16.0,9.0,4.0,2.0,3.0,10.0,5.0,,,,1.0,0.1349206349206349,0.024691358024691357,,0.02127659574468085,0.05333333333333334,0.04854368932038835,0.02564102564102564,,0.1076923076923077,0.04560260586319218,0.5,0.5454545454545454,1.0,3.0,0.66,0.16666666666666666,1.0,0.25,17.0,1.0,1.0,,,,False,1.0,1.0,
2041,1610612764,Etan Thomas,Etan Thomas,2041,WAS,35056.0,584,7,1092,1095,335,384,156,2187,51,78,20.0,33.0,12.0,21.0,24.0,55.0,3.0,8,,,,,,,,,,,78,141,,,39.0,195,1121,24.0,40.0,,,61.0,14.0,33.0,,,17.0,45.0,100,56.0,,,,,16.0,4.0,1.0,5.0,1.0,,4.0,,,11.0,36,20.0,89,119,50,169,16.0,9.0,7.0,6,3.0,17.0,3.0,3.0,23,6.0,38,73,9.0,72.0,35.0,,7.0,45.0,335,9.0,0.6410256410256411,0.847457627118644,,,,,,0.5531914893617021,0.6,0.42424242424242425,0.5531914893617021,0.6,0.42424242424242425,0.5701754385964912,0.5865384615384616,0.4891304347826087,,0.11347517730496454,0.09090909090909091,,15.215686274509803,0.2608695652173913,0.20745920745920746,0.07659574468085106,0.19801980198019803,0.20566037735849058,0.08834586466165413,0.06593406593406594,0.1702127659574468,0.22535211267605634,0.21243523316062177,0.17857142857142858,0.5531914893617021,0.6538461538461539,0.7611940298507462,0.5490196078431373,0.3900709219858156,0.43636363636363634,0.48,0.7916666666666666,0.05673758865248227,0.375,0.375,,,,,,,,,0.825,0.6060606060606061,,,,,0.6363636363636364,0.5714285714285714,,,,0.5531914893617021,,0.500609929078014,0.5234424242424242,0.503460606060606,0.21341463414634146,0.21341463414634146,,0.3128205128205128,0.23076923076923078,4.480851063829789,,0.3067765567765568,13.0,38.0,11.0,3.0,10.0,,1.0,2.0,,10.0,12.0,34.0,16.0,1.0,17.0,34.0,18.0,1.0,,1.0,,0.14102564102564102,0.30303030303030304,0.07894736842105263,0.1774193548387097,0.058823529411764705,0.09569377990430622,0.17307692307692307,0.2,0.2054794520547945,,0.5294117647058824,0.1,,,1.0,,,,,,,,,,False,,,
2042,1610612764,Courtney Alexander,Courtney Alexander,2042,WAS,57125.0,952,-62,1778,1783,592,664,258,3561,47,76,6.0,15.0,15.0,26.0,22.0,74.0,85.0,175,1.0,4.0,,,,1.0,3.0,13.0,,5.0,154,325,4.0,17.0,73.0,393,1905,20.0,41.0,,,44.0,44.0,101.0,2.0,6.0,34.0,128.0,200,108.0,12.0,,13.0,3.0,25.0,45.0,7.0,52.0,6.0,1.0,9.0,15.0,21.0,111.0,27,20.0,52,78,31,109,28.0,22.0,6.0,22,16.0,19.0,6.0,2.0,41,15.0,23,76,1.0,94.0,35.0,,12.0,128.0,592,13.0,0.6493506493506493,0.6711409395973155,1.0,0.23529411764705882,,0.3333333333333333,0.23529411764705882,0.47384615384615386,0.4878048780487805,0.43564356435643564,0.4678362573099415,0.4878048780487805,0.4392523364485981,0.5064599483204134,0.5,0.5,0.049707602339181284,0.07692307692307693,0.14864864864864866,0.03428571428571429,20.547287566010564,0.5365853658536586,0.08163265306122448,0.033623910336239106,0.10309278350515463,0.08664259927797834,0.03487064116985377,0.020134228187919462,0.05228758169934641,0.07373271889400922,0.10486891385767791,0.1206896551724138,0.2222222222222222,0.618421052631579,0.6911764705882353,0.6595744680851063,0.21637426900584794,0.2972972972972973,0.3492063492063492,0.5909090909090909,0.5116959064327485,0.4857142857142857,0.5029585798816568,0.011695906432748537,0.25,0.25,1.0,0.038011695906432746,0.23076923076923078,0.23076923076923078,1.0,0.36585365853658536,0.4,,,,,0.24299065420560748,0.5769230769230769,0.009345794392523364,,0.04672897196261682,0.2719298245614035,0.23076923076923078,0.44187976539589435,0.433580487804878,0.4260287735849056,0.09333333333333334,0.09776536312849161,,0.11195928753180662,0.3256997455470738,11.850153846153841,25.894117647058824,0.3329583802024747,4.0,10.0,4.0,,6.0,5.0,4.0,1.0,7.0,12.0,2.0,4.0,2.0,,2.0,4.0,3.0,,,,,0.10526315789473684,0.1111111111111111,,0.046511627906976744,0.027210884353741496,0.044444444444444446,0.05263157894736842,,0.09558823529411764,0.03205128205128205,0.75,,,2.0,0.6588235294117647,,,0.4,2.0,,,,,,False,,,
2198,1610612764,Kwame Brown,Kwame Brown,2198,WAS,46620.0,777,-50,1456,1469,521,585,217,2925,45,75,20.0,33.0,16.0,23.0,27.0,102.0,20.0,54,,,,,,,,1.0,,,92,231,,1.0,66.0,250,1522,24.0,42.0,,,62.0,31.0,75.0,,,35.0,97.0,90,94.0,,,1.0,,25.0,36.0,7.0,43.0,7.0,,19.0,5.0,12.0,93.0,58,20.0,95,132,62,194,16.0,11.0,5.0,21,9.0,21.0,12.0,1.0,42,18.0,65,102,7.0,93.0,45.0,,6.0,97.0,521,11.0,0.4891304347826087,0.6,,,,,,0.39826839826839827,0.5714285714285714,0.41333333333333333,0.39655172413793105,0.5714285714285714,0.41333333333333333,0.4562043795620438,0.5961538461538461,0.5105263157894737,0.004310344827586207,0.10822510822510822,0.13725490196078433,0.037037037037037035,18.58823529411765,0.5,0.1756007393715342,0.0904836193447738,0.136986301369863,0.16739446870451238,0.08707865168539326,0.11594202898550725,0.14516129032258066,0.1853932584269663,0.18410041841004185,0.18421052631578946,0.3232758620689655,0.6,0.6818181818181818,0.4666666666666667,0.4396551724137931,0.2647058823529412,0.3068181818181818,0.4444444444444444,0.23275862068965517,0.37037037037037035,0.38461538461538464,,,,,0.004310344827586207,,,,0.7857142857142857,0.6060606060606061,,,,,0.30666666666666664,0.6956521739130435,,,,0.3275862068965517,,0.4456659482758617,0.5331375,0.4397493333333333,0.16791044776119404,0.16853932584269662,,0.248,0.388,8.215584415584415,24.3,0.35782967032967034,14.0,34.0,4.0,,17.0,6.0,3.0,6.0,7.0,5.0,9.0,25.0,14.0,1.0,10.0,25.0,8.0,,1.0,5.0,,0.12,0.3695652173913043,,0.056338028169014086,0.07659574468085106,0.08955223880597014,0.05,0.09090909090909091,0.12037037037037036,0.05309734513274336,0.32,0.1,,,0.6,,,,,,,,,,False,,,
2217,1610612764,Brendan Haywood,Brendan Haywood,2217,WAS,73510.0,1225,-48,2206,2219,622,786,334,4425,92,133,40.0,63.0,30.0,38.0,14.0,74.0,2.0,12,,,,,,,,,,,108,219,,,97.0,313,2248,43.0,72.0,,,127.0,35.0,55.0,,,30.0,100.0,116,100.0,,,,,29.0,23.0,4.0,27.0,2.0,2.0,3.0,9.0,11.0,58.0,127,35.0,122,171,141,312,21.0,17.0,4.0,17,7.0,30.0,10.0,4.0,47,8.0,68,154,13.0,160.0,68.0,,19.0,100.0,622,19.0,0.5370370370370371,0.8055555555555556,,,,,,0.4931506849315068,0.5972222222222222,0.6363636363636364,0.4931506849315068,0.5972222222222222,0.6363636363636364,0.5305084745762711,0.5990566037735849,0.6172839506172839,,0.1324200913242009,0.17567567567567569,0.08333333333333333,12.996941896024465,0.3617021276595745,0.13118279569892474,0.12294288480154889,0.14227642276422764,0.13350340136054423,0.11874469889737066,0.19428571428571428,0.13903743315508021,0.14195583596214512,0.11971830985915492,0.14285714285714285,0.6073059360730594,0.6917293233082706,0.7796610169491526,0.5217391304347826,0.3378995433789954,0.1891891891891892,0.22950819672131148,0.5714285714285714,0.0547945205479452,0.16666666666666666,0.18181818181818182,,,,,,,,,0.875,0.6349206349206349,,,,,0.6909090909090909,0.7894736842105263,,,,0.6073059360730594,,0.49890000000000007,0.5542999999999999,0.5162818181818182,0.2463768115942029,0.2463768115942029,,0.4057507987220447,0.3194888178913738,4.296347031963468,,0.28195829555757024,41.0,72.0,13.0,1.0,14.0,9.0,1.0,2.0,9.0,16.0,11.0,87.0,37.0,4.0,46.0,87.0,52.0,3.0,2.0,3.0,5.0,0.11278195488721804,0.18666666666666668,0.01639344262295082,0.08904109589041095,0.13471502590673576,0.08686440677966102,0.09166666666666666,0.07692307692307693,0.14207650273224043,0.1125,0.5977011494252874,0.075,,,1.0,,,,,,,,,,False,,1.0,
2250,1610612764,Bobby Simmons,Bobby Simmons,2250,WAS,17235.0,287,8,539,556,241,209,80,1095,20,38,9.0,16.0,6.0,14.0,6.0,11.0,8.0,19,2.0,3.0,,,,,2.0,10.0,,6.0,34,68,4.0,13.0,18.0,98,569,10.0,18.0,,,22.0,9.0,20.0,1.0,6.0,10.0,31.0,30,38.0,6.0,6.0,10.0,2.0,8.0,12.0,2.0,14.0,1.0,1.0,6.0,4.0,2.0,30.0,21,6.0,15,24,23,47,12.0,8.0,4.0,8,3.0,5.0,5.0,2.0,13,4.0,7,27,,26.0,12.0,,3.0,31.0,241,7.0,0.4411764705882353,0.5555555555555556,0.5,0.3076923076923077,,0.16666666666666666,0.3076923076923077,0.5,0.5555555555555556,0.45,0.49382716049382713,0.5555555555555556,0.40384615384615385,0.532608695652174,0.55,0.484375,0.16049382716049382,0.11764705882352941,0.18181818181818182,0.05263157894736842,16.587677725118482,0.6153846153846154,0.07731958762886598,0.0963302752293578,0.1111111111111111,0.0846774193548387,0.08536585365853659,0.10638297872340426,0.07894736842105263,0.07462686567164178,0.07865168539325842,0.09523809523809523,0.4691358024691358,0.5263157894736842,0.6060606060606061,0.55,0.13580246913580246,0.5454545454545454,0.6666666666666666,,0.2345679012345679,0.42105263157894735,0.4444444444444444,0.037037037037037035,0.6666666666666666,0.6666666666666666,0.5,0.12345679012345678,0.2,0.2,0.5,0.8888888888888888,0.5625,,,,,0.5384615384615384,0.42857142857142855,,,0.23076923076923078,0.6296296296296297,0.2,0.506135185185185,0.5695888888888889,0.5150884615384617,0.1348314606741573,0.15789473684210525,,0.22448979591836735,0.3163265306122449,7.11029411764706,25.076923076923077,0.44712430426716143,2.0,14.0,,2.0,3.0,6.0,,1.0,1.0,2.0,4.0,2.0,1.0,,1.0,2.0,2.0,,,,,0.13157894736842105,0.21428571428571427,0.08,,0.06329113924050633,0.11956521739130435,,,0.12121212121212122,0.17142857142857143,1.0,0.2222222222222222,,1.0,0.5,,,0.16666666666666666,,,,,,,False,,,
