EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,OffensiveGoaltends,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,PtsUnassisted3s,LongMidRangePctBlocked,Fg3aBlocked,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,3pt And 1 Free Throw Trips,Clear Path Fouls,on
1032,1610612749,Darvin Ham,Darvin Ham,1032,MIL,32126.0,535,-10,990,1013,157,181,123.0,2003,48.0,73.0,6.0,14.0,5.0,9.0,3.0,15.0,4.0,11.0,1.0,1.0,55.0,99.0,1.0,24.0,134,1015,6.0,15.0,1.0,13.0,7.0,13.0,1.0,3.0,17.0,82.0,28.0,8.0,1.0,7.0,24.0,18.0,42.0,10.0,8.0,9.0,6.0,9.0,102.0,6.0,25.0,2.0,8.0,32.0,3.0,43.0,33.0,76.0,4.0,13.0,8.0,5.0,19.0,5.0,9.0,30.0,4.0,10.0,3.0,49.0,4.0,5.0,27.0,74.0,10.0,13.0,51.0,7.0,26.0,3.0,21.0,1.0,1.0,14.0,3.0,4.0,22.0,14.0,1.0,1.0,2.0,17.0,157,3.0,0.7454545454545455,0.803921568627451,0.5555555555555556,0.4,0.5384615384615384,0.55,0.4,0.5,0.5491803278688525,0.3611111111111111,0.4473684210526316,0.01,0.0707070707070707,0.0821917808219178,0.06666666666666667,15.119363395225463,0.3877551020408163,0.125,0.046511627906976744,0.07766990291262135,0.07352941176470588,0.07339449541284404,0.05084745762711865,0.07677543186180422,0.06768558951965066,0.11650485436893204,0.06666666666666667,0.045454545454545456,0.07042253521126761,0.02127659574468085,0.043478260869565216,0.07258064516129033,0.10404624277456648,0.06666666666666667,0.08823529411764706,0.1111111111111111,0.6363636363636364,0.73,0.6575342465753424,0.7164179104477612,0.7083333333333334,0.15,0.2,0.21428571428571427,1.0,0.11,0.36363636363636365,0.36363636363636365,1.0,0.01,0.9333333333333333,0.42857142857142855,0.3333333333333333,0.6428571428571429,0.5555555555555556,0.07142857142857142,0.74,0.519969696969697,0.5164166666666667,0.500376923076923,0.2184873949579832,0.22033898305084745,0.09701492537313433,0.12686567164179105,3.3515151515151516,52.3,0.15858585858585858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1501,1610612749,Tim Thomas,Tim Thomas,1501,MIL,51901.0,865,2,1555,1573,383,443,198.0,3128,51.0,83.0,8.0,17.0,13.0,18.0,27.0,63.0,16.0,59.0,81.0,24.0,94.0,205.0,120.0,54.0,350,1602,12.0,26.0,13.0,46.0,19.0,40.0,33.0,24.0,98.0,118.0,70.0,8.0,,17.0,34.0,12.0,46.0,5.0,7.0,8.0,10.0,16.0,104.0,8.0,20.0,1.0,22.0,72.0,2.0,96.0,29.0,125.0,6.0,35.0,14.0,21.0,29.0,5.0,12.0,29.0,7.0,17.0,5.0,58.0,6.0,12.0,29.0,71.0,1.0,9.0,68.0,8.0,29.0,5.0,11.0,,,9.0,1.0,1.0,11.0,8.0,,,,98.0,383,8.0,0.6276595744680851,0.6555555555555556,0.4585365853658537,0.46153846153846156,0.475,0.4553846153846154,0.4342105263157895,0.5068493150684932,0.4928977272727273,0.5,0.5581395348837209,0.36923076923076925,0.08292682926829269,0.12048192771084337,0.1111111111111111,22.841225626740947,0.5,0.046511627906976744,0.01694915254237288,0.11374407582938388,0.036968576709796676,0.12429378531073447,0.03587443946188341,0.11604938271604938,0.03664921465968586,0.0738255033557047,0.03,0.015625,0.018867924528301886,0.078125,0.08982035928143713,0.12558139534883722,0.11952191235059761,0.136,0.09615384615384616,0.03468208092485549,0.7272727272727273,0.2553846153846154,0.6144578313253012,0.6986301369863014,0.6274509803921569,0.19384615384615383,0.42857142857142855,0.48214285714285715,0.5925925925925926,0.18153846153846154,0.2711864406779661,0.2711864406779661,0.6875,0.24923076923076923,0.4473684210526316,0.47058823529411764,0.25,0.2465753424657534,0.7222222222222222,0.3287671232876712,0.6246153846153846,0.4921807098765432,0.5129390625,0.5080979166666667,0.08645533141210375,0.12831858407079647,0.13142857142857142,0.28,7.976097560975609,24.974999999999998,0.2463022508038585,13.0,39.0,1.0,2.0,5.0,9.0,23.0,2.0,10.0,7.0,36.0,3.0,12.0,12.0,108.0,81.0,23.0,4.0,1.0,1.0,1.0,0.3,0.25,0.36363636363636365,0.3,0.12,0.3333333333333333,0.3333333333333333,1.0,0.2839506172839506,0.2839506172839506,1.0,0.05263157894736842,0.5,1.0,0.2631578947368421,0.2,1.0,0.1232876712328767,0.5555555555555556,0.2916666666666667,0.2839506172839506,0.008264462809917356,,,,,,,,,,True
1747,1610612749,Rafer Alston,Rafer Alston,1747,MIL,14437.0,241,-31,435,437,78,82,47.0,872,6.0,14.0,1.0,2.0,1.0,3.0,4.0,11.0,2.0,18.0,22.0,5.0,12.0,43.0,30.0,11.0,68,466,1.0,3.0,,8.0,1.0,7.0,6.0,6.0,17.0,6.0,18.0,,,3.0,42.0,16.0,58.0,9.0,7.0,17.0,12.0,13.0,132.0,,3.0,,9.0,17.0,,26.0,3.0,29.0,,12.0,10.0,2.0,6.0,1.0,1.0,4.0,,5.0,2.0,10.0,,3.0,6.0,16.0,,1.0,18.0,,7.0,2.0,1.0,,,,,1.0,1.0,,,,,17.0,78,1.0,0.25,0.25,0.27906976744186046,0.3333333333333333,0.14285714285714285,0.3904109589041096,0.5714285714285714,0.4230769230769231,0.4146341463414634,0.5714285714285714,0.5,0.410958904109589,0.06976744186046512,0.21428571428571427,,18.77551020408163,0.6,,,0.09883720930232558,0.02,0.1836734693877551,,0.11764705882352941,0.013452914798206279,,0.03773584905660377,0.018518518518518517,,,0.14285714285714285,0.09433962264150944,0.07142857142857142,0.18421052631578946,0.18181818181818182,,,0.1917808219178082,0.42857142857142855,0.5454545454545454,,0.1506849315068493,0.36363636363636365,0.36363636363636365,0.5,0.2465753424657534,0.1111111111111111,0.1111111111111111,0.5,0.3013698630136986,0.2857142857142857,0.5,,0.23076923076923078,0.3333333333333333,0.38461538461538464,0.6027397260273972,0.4940609589041096,0.5478,0.478476923076923,0.0875,0.14,0.11764705882352941,0.25,10.732558139534886,24.740000000000002,0.1793103448275862,4.0,8.0,1.0,1.0,1.0,1.0,7.0,1.0,3.0,2.0,11.0,2.0,4.0,3.0,30.0,22.0,7.0,,,,0.9090909090909091,0.36666666666666664,0.5,0.5,0.36666666666666664,0.1095890410958904,0.5,0.5,1.0,0.3181818181818182,0.3181818181818182,0.8571428571428571,0.14285714285714285,1.0,1.0,0.42857142857142855,0.3333333333333333,1.0,0.07692307692307693,1.0,0.4,0.3181818181818182,,3.0,,,,,,,,,True
193,1610612749,Anthony Mason,Anthony Mason,193,MIL,63446.0,1057,30,1921,1946,606,766,222.0,3867,53.0,88.0,6.0,13.0,12.0,23.0,52.0,102.0,6.0,18.0,,,111.0,208.0,,56.0,278,2098,11.0,20.0,2.0,24.0,28.0,59.0,,27.0,83.0,108.0,114.0,14.0,,22.0,95.0,31.0,126.0,23.0,8.0,21.0,30.0,44.0,283.0,13.0,32.0,,36.0,96.0,32.0,164.0,45.0,209.0,1.0,19.0,10.0,9.0,12.0,12.0,6.0,36.0,3.0,6.0,1.0,48.0,6.0,12.0,31.0,66.0,8.0,13.0,79.0,10.0,37.0,8.0,5.0,,,2.0,,3.0,5.0,1.0,,2.0,3.0,83.0,606,13.0,0.4864864864864865,0.5192307692307693,0.5336538461538461,0.55,0.4745762711864407,0.5336538461538461,0.55,0.4745762711864407,0.5720164609053497,0.5714285714285714,0.5460526315789473,,0.10576923076923077,0.125,0.06862745098039216,13.367018833256775,0.25,0.47761194029850745,,0.12972972972972974,0.049766718506998445,0.15126050420168066,0.06132075471698113,0.13496932515337423,0.05263157894736842,0.03910614525139665,0.05078125,0.057692307692307696,0.039735099337748346,0.11475409836065574,0.09216589861751152,0.1702127659574468,0.125,0.125,0.21428571428571427,0.013333333333333334,0.2,0.4230769230769231,0.6022727272727273,0.6883116883116883,0.5660377358490566,0.49038461538461536,0.5098039215686274,0.5473684210526316,0.38461538461538464,0.08653846153846154,0.3333333333333333,0.42857142857142855,0.6666666666666666,,0.65,0.46153846153846156,0.16666666666666666,0.3898305084745763,0.5217391304347826,,0.4230769230769231,0.4434125,0.47474666666666665,0.42641864406779667,0.1574468085106383,0.1574468085106383,0.08633093525179857,0.29856115107913667,5.775000000000001,,0.31546069755335765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2222222222222222,,,,,,,,True
911,1610612749,Ervin Johnson,Ervin Johnson,911,MIL,99560.0,1659,-34,3027,3067,761,940,372.0,6094,53.0,113.0,29.0,64.0,13.0,28.0,30.0,63.0,6.0,16.0,1.0,1.0,89.0,192.0,1.0,30.0,208,3223,33.0,71.0,10.0,76.0,23.0,45.0,1.0,19.0,65.0,110.0,68.0,50.0,1.0,17.0,17.0,10.0,27.0,4.0,6.0,8.0,2.0,7.0,64.0,33.0,106.0,3.0,48.0,246.0,30.0,324.0,142.0,466.0,15.0,37.0,26.0,11.0,27.0,2.0,14.0,25.0,3.0,13.0,1.0,52.0,16.0,11.0,126.0,219.0,30.0,9.0,66.0,8.0,28.0,9.0,82.0,,,56.0,1.0,25.0,82.0,39.0,4.0,5.0,14.0,65.0,761,22.0,0.6179775280898876,0.859375,0.4635416666666667,0.4647887323943662,0.5111111111111111,0.46113989637305697,0.4647887323943662,0.5,0.46846846846846846,0.4810126582278481,0.5327868852459017,0.0051813471502590676,0.08854166666666667,0.09734513274336283,0.09523809523809523,7.9236552920763454,0.5192307692307693,0.3225806451612903,0.03296703296703297,0.20551378446115287,0.10261374636979671,0.13753581661891118,0.0873015873015873,0.19016817593790428,0.09851169383416017,0.1258741258741259,0.10079575596816977,0.08648648648648649,0.06130268199233716,0.1452991452991453,0.207492795389049,0.22074468085106383,0.19198312236286919,0.13709677419354838,0.13861386138613863,0.1744186046511628,0.47560975609756095,0.5854922279792746,0.4690265486725664,0.5196078431372549,0.4716981132075472,0.32642487046632124,0.47619047619047616,0.5263157894736842,0.8,0.08290155440414508,0.375,0.375,1.0,0.0051813471502590676,0.9014084507042254,0.453125,0.13793103448275862,0.6086956521739131,0.4642857142857143,0.021739130434782608,0.5906735751295337,0.4814520833333331,0.5389571428571429,0.4771911111111111,0.13145539906103287,0.1320754716981132,0.36538461538461536,0.3125,4.478125000000001,60.0,0.25140403039312853,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2072,1610612749,Michael Redd,Michael Redd,2072,MIL,41203.0,687,-7,1243,1262,246,313,171.0,2505,48.0,77.0,10.0,16.0,8.0,14.0,21.0,65.0,31.0,76.0,52.0,11.0,100.0,218.0,92.0,34.0,348,1314,15.0,29.0,5.0,50.0,14.0,35.0,17.0,6.0,61.0,122.0,78.0,22.0,1.0,19.0,37.0,11.0,48.0,8.0,3.0,12.0,11.0,14.0,107.0,10.0,19.0,,21.0,52.0,1.0,74.0,29.0,103.0,9.0,18.0,10.0,8.0,13.0,2.0,9.0,10.0,,4.0,2.0,23.0,1.0,4.0,17.0,44.0,2.0,5.0,42.0,3.0,20.0,1.0,1.0,1.0,,1.0,,,2.0,1.0,,,,61.0,246,3.0,0.61,0.6853932584269663,0.45871559633027525,0.5172413793103449,0.4,0.5064516129032258,0.5769230769230769,0.5288461538461539,0.5274390243902439,0.5952380952380952,0.5555555555555556,0.2967741935483871,0.0871559633027523,0.15584415584415584,0.06153846153846154,24.49406838799721,0.5652173913043478,0.02702702702702703,,0.1111111111111111,0.04387990762124711,0.13815789473684212,0.06329113924050633,0.11774193548387096,0.049069373942470386,0.03076923076923077,0.055900621118012424,0.04225352112676056,0.056074766355140186,0.0784313725490196,0.10218978102189781,0.09868421052631579,0.12849162011173185,0.17,0.07692307692307693,0.060810810810810814,0.5,0.24838709677419354,0.6233766233766234,0.7384615384615385,0.6041666666666666,0.20967741935483872,0.3230769230769231,0.3442622950819672,0.38095238095238093,0.24516129032258063,0.40789473684210525,0.4246575342465753,0.7741935483870968,0.16774193548387098,0.41025641025641024,0.625,0.2,0.2692307692307692,0.5714285714285714,0.21153846153846154,0.5451612903225806,0.4870053398058253,0.5104851851851853,0.4642186274509804,0.06116207951070336,0.0851063829787234,0.14367816091954022,0.1752873563218391,9.255963302752294,25.325,0.19790828640386163,17.0,40.0,,3.0,4.0,6.0,21.0,5.0,7.0,5.0,38.0,5.0,10.0,9.0,108.0,51.0,21.0,3.0,,,0.9473684210526315,0.41304347826086957,0.5,0.5294117647058824,0.4175824175824176,0.12903225806451613,0.425,0.425,1.0,0.40384615384615385,0.4117647058823529,0.9047619047619048,0.07692307692307693,,,0.1794871794871795,0.7142857142857143,1.0,0.11538461538461539,0.6666666666666666,0.45454545454545453,0.4117647058823529,,6.0,0.039473684210526314,1.0,1.0,0.010869565217391304,0.019230769230769232,,,,True
21,1610612749,Greg Anthony,Greg Anthony,21,MIL,15682.0,261,-22,466,468,99,129,53.0,934,,8.0,,,,2.0,9.0,14.0,15.0,34.0,20.0,4.0,24.0,56.0,31.0,6.0,69,491,2.0,4.0,,7.0,2.0,10.0,7.0,2.0,9.0,36.0,12.0,,,3.0,31.0,6.0,37.0,5.0,1.0,9.0,9.0,13.0,80.0,,2.0,,3.0,17.0,1.0,21.0,2.0,23.0,,14.0,5.0,9.0,15.0,6.0,12.0,8.0,,3.0,,23.0,,3.0,14.0,25.0,,2.0,8.0,,4.0,,1.0,,,1.0,,,1.0,,,,,9.0,99,1.0,0.75,0.75,0.42857142857142855,0.5,0.2,0.3620689655172414,0.5,0.20588235294117646,0.3791208791208791,0.5,0.25,0.3563218390804598,0.05357142857142857,0.125,,21.631878557874764,0.6521739130434783,0.09090909090909091,,0.0918918918918919,0.013793103448275862,0.06818181818181818,,0.08733624454148471,0.009216589861751152,0.04878048780487805,,,,,0.10344827586206896,0.08771929824561403,0.08571428571428572,0.09375,,,,0.09195402298850575,,,,0.16091954022988506,0.6428571428571429,0.6428571428571429,0.5555555555555556,0.39080459770114945,0.4411764705882353,0.46875,0.8666666666666667,0.22988505747126436,,,,0.11764705882352941,,0.23529411764705882,0.4482758620689655,0.46180057471264363,0.4450299999999999,0.47311176470588234,0.04395604395604396,0.06666666666666667,0.10144927536231885,0.13043478260869565,13.70535714285714,24.754838709677415,0.21244635193133046,1.0,11.0,1.0,2.0,,3.0,4.0,,1.0,1.0,5.0,1.0,3.0,1.0,12.0,20.0,4.0,,,,0.8,0.16129032258064516,0.3333333333333333,0.14285714285714285,0.16129032258064516,0.12643678160919541,0.09090909090909091,0.09090909090909091,1.0,0.2,0.2,0.75,0.2857142857142857,0.5,1.0,0.14285714285714285,,,0.17647058823529413,,0.25,0.2,,3.0,0.058823529411764705,,,,,,,,True
299,1610612749,Glenn Robinson,Glenn Robinson,299,MIL,52487.0,875,-69,1619,1629,414,553,187.0,3248,30.0,64.0,4.0,8.0,5.0,14.0,84.0,169.0,60.0,123.0,49.0,12.0,174.0,356.0,56.0,84.0,489,1751,20.0,32.0,6.0,52.0,32.0,74.0,15.0,32.0,114.0,210.0,138.0,10.0,1.0,16.0,50.0,11.0,61.0,7.0,4.0,22.0,17.0,11.0,133.0,9.0,16.0,1.0,21.0,82.0,6.0,109.0,26.0,135.0,3.0,31.0,19.0,12.0,35.0,6.0,18.0,22.0,1.0,17.0,5.0,57.0,5.0,17.0,29.0,65.0,,8.0,103.0,10.0,40.0,16.0,15.0,,,7.0,3.0,5.0,15.0,12.0,,,,114.0,414,8.0,0.603448275862069,0.621301775147929,0.4887640449438202,0.625,0.43243243243243246,0.49150485436893204,0.6571428571428571,0.4606741573033708,0.5327510917030568,0.6666666666666666,0.5277777777777778,0.13592233009708737,0.0449438202247191,0.09375,0.04142011834319527,28.157463094587207,0.6140350877192983,0.10526315789473684,0.02564102564102564,0.12933753943217666,0.028419182948490232,0.11538461538461539,0.05421686746987952,0.12622549019607843,0.03429355281207133,0.03289473684210526,0.02336448598130841,0.030456852791878174,0.06666666666666667,0.021739130434782608,0.08290155440414508,0.13333333333333333,0.16260162601626016,0.1079136690647482,0.13953488372093023,0.01507537688442211,0.8,0.1553398058252427,0.46875,0.5172413793103449,0.5,0.41019417475728154,0.4970414201183432,0.5185185185185185,0.5833333333333334,0.29854368932038833,0.4878048780487805,0.5,0.6833333333333333,0.11893203883495146,0.22857142857142856,0.5,,0.15730337078651685,0.35714285714285715,0.1348314606741573,0.2912621359223301,0.4418946472019465,0.4630916666666667,0.43758370786516854,0.09049773755656108,0.10362694300518134,0.10633946830265849,0.2331288343558282,10.743539325842697,26.019642857142856,0.2557134033353922,2.0,7.0,,,1.0,3.0,17.0,2.0,3.0,5.0,19.0,2.0,3.0,6.0,51.0,48.0,17.0,1.0,,,0.8947368421052632,0.3392857142857143,0.6666666666666666,0.4,0.34545454545454546,0.01699029126213592,0.2857142857142857,0.3333333333333333,1.0,0.3469387755102041,0.3469387755102041,0.8823529411764706,,,,0.08571428571428572,0.6666666666666666,1.0,0.033707865168539325,0.3333333333333333,0.4166666666666667,0.3541666666666667,,6.0,0.024390243902439025,1.0,,0.017857142857142856,,0.14285714285714285,,,True
951,1610612749,Ray Allen,Ray Allen,951,MIL,62045.0,1034,-25,1875,1903,505,599,235.0,3778,40.0,73.0,4.0,9.0,10.0,16.0,51.0,100.0,47.0,92.0,156.0,45.0,138.0,265.0,213.0,109.0,646,2032,14.0,28.0,10.0,59.0,33.0,59.0,61.0,55.0,202.0,124.0,152.0,8.0,4.0,23.0,83.0,28.0,111.0,20.0,8.0,37.0,20.0,26.0,250.0,6.0,27.0,,28.0,55.0,1.0,84.0,33.0,117.0,9.0,32.0,20.0,12.0,36.0,8.0,18.0,30.0,6.0,18.0,,66.0,6.0,12.0,35.0,71.0,4.0,12.0,119.0,7.0,36.0,22.0,9.0,1.0,1.0,5.0,3.0,1.0,10.0,4.0,,,,202.0,505,3.0,0.4492753623188406,0.4626865671641791,0.5207547169811321,0.5,0.559322033898305,0.5617154811715481,0.4803921568627451,0.6125,0.6054613935969868,0.5363636363636364,0.6824324324324325,0.4456066945606695,0.08679245283018867,0.1643835616438356,0.08,27.703016241299302,0.5454545454545454,0.017241379310344827,,0.07565337001375516,0.04433497536945813,0.12903225806451613,0.022556390977443608,0.08792372881355932,0.037714285714285714,0.05421686746987952,0.025974025974025976,0.05660377358490566,0.0335195530726257,,0.08294930875576037,0.0684931506849315,0.07560137457044673,0.13333333333333333,0.11940298507462686,0.041474654377880185,0.4,0.15271966527196654,0.547945205479452,0.6557377049180327,0.4,0.20920502092050208,0.51,0.5543478260869565,0.2549019607843137,0.19246861924686193,0.5108695652173914,0.5280898876404494,0.7021276595744681,0.3263598326359833,0.17647058823529413,0.4444444444444444,,0.13333333333333333,0.625,0.375,0.5983263598326359,0.48417033898305073,0.4826986842105262,0.47359956896551714,0.07662082514734773,0.12244897959183673,0.0913312693498452,0.3126934984520124,9.75320754716981,26.047417840375584,0.2693333333333333,22.0,57.0,3.0,5.0,8.0,16.0,65.0,4.0,18.0,19.0,87.0,7.0,23.0,27.0,195.0,152.0,65.0,3.0,3.0,,0.7471264367816092,0.4084507042253521,0.30434782608695654,0.4426229508196721,0.41626794258373206,0.1192468619246862,0.38596491228070173,0.39285714285714285,0.8181818181818182,0.4166666666666667,0.42483660130718953,0.7230769230769231,0.09803921568627451,0.6,0.6666666666666666,0.35294117647058826,0.2222222222222222,1.0,0.13333333333333333,0.5,0.4222222222222222,0.4276315789473684,0.013953488372093023,66.0,0.03260869565217391,4.0,,0.018779342723004695,0.019230769230769232,0.017543859649122806,1.0,,True
998,1610612749,Mark Pope,Mark Pope,998,MIL,2599.0,43,-16,82,88,26,27,7.0,170,1.0,3.0,,,,,,3.0,2.0,3.0,1.0,,3.0,9.0,4.0,2.0,8,88,,,1.0,1.0,,1.0,,,,6.0,,,,,1.0,1.0,2.0,1.0,,,,1.0,5.0,,1.0,,,4.0,,4.0,1.0,5.0,1.0,,,,1.0,,,,,1.0,,1.0,,,3.0,5.0,,,3.0,1.0,2.0,,,,,,,,,,,,,,26,,1.0,1.0,0.3333333333333333,,,0.23076923076923078,,,0.2857142857142857,0.5,,0.3076923076923077,,,,16.666666666666668,1.0,,,0.10256410256410256,0.04,,,0.08,0.02857142857142857,,0.09090909090909091,,,,0.16666666666666666,,0.125,,,0.125,,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,0.23076923076923078,,,,0.23076923076923078,0.6666666666666666,0.6666666666666666,1.0,0.07692307692307693,,,,,,,0.5384615384615384,0.47103846153846146,,0.315,0.14285714285714285,0.2,0.125,,10.177777777777777,24.0,0.3170731707317073,,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,0.23076923076923078,,,,,,,,,,,,,,,,,,,,,,,,,,,True
