EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG3M,PenaltyFtPoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,SelfOReb,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Loose Ball Fouls,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyFg3Pct,SecondChanceFg2Pct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,ShortMidRangeFGM,PtsUnassisted3s,HeaveAttempts,Corner3Assists,OffThreePtRebounds,LostBallTurnovers,SecondChanceTurnovers,TwoPtShootingFoulsDrawn,BlockedAtRim,BlockedLongMidRange,OffThreePtReboundPct,OffCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceFtPoints,FTOffRebounds,LostBallOutOfBoundsTurnovers,Travels,Offensive Fouls,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,DefensiveGoaltends,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffFTReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,Technical Free Throw Trips,on,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,3SecondViolations,Clear Path Fouls,Arc3PctBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends
1114,1610612753,Jaren Jackson,Jaren Jackson,1114,ORL,1028.0,17.0,-2.0,35.0,36.0,15.0,17.0,4.0,71.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,39.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,15.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.4166666666666667,1.5,0.5,0.4166666666666667,1.5,0.5,0.5,15.384615384615383,0.17647058823529413,0.16666666666666666,0.25,0.5,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,0.3333333333333333,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.49062500000000003,0.6522,0.49385,0.6,0.4,19.7,24.5,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
146,1610612753,Jud Buechler,Jud Buechler,146,ORL,7863.0,131.0,-53.0,272.0,273.0,142.0,158.0,38.0,545.0,4.0,10.0,8.0,4.0,2.0,6.0,1.0,1.0,6.0,14.0,4.0,14.0,25.0,290.0,2.0,2.0,10.0,2.0,6.0,6.0,11.0,10.0,12.0,6.0,2.0,7.0,9.0,3.0,20.0,15.0,26.0,30.0,7.0,6.0,4.0,9.0,11.0,142.0,4.0,0.8333333333333334,1.0,1.0,0.2857142857142857,1.0,0.2857142857142857,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.8333333333333334,0.4166666666666667,0.43103448275862066,0.8333333333333334,0.4230769230769231,0.5,11.11111111111111,0.18292682926829268,0.19834710743801653,0.21052631578947367,0.35714285714285715,0.4,0.4,1.0,0.2857142857142857,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,1.0,1.0,0.3333333333333333,0.6071428571428571,0.3333333333333333,0.4822589285714286,0.55083,0.47356250000000005,0.4,0.44,14.135714285714284,24.4,0.5220588235294118,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,9.0,2.0,4.0,1.0,1.0,3.0,2.0,3.0,3.0,6.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.07142857142857142,0.3333333333333333,0.5,0.15384615384615385,0.0380952380952381,0.23076923076923078,0.03076923076923077,0.06451612903225806,0.044444444444444446,0.16666666666666666,0.15,0.18518518518518517,0.3333333333333333,0.0625,1.0,0.10714285714285714,0.6666666666666666,1.0,0.5,0.03571428571428571,0.25,0.25,1.0,0.3333333333333333,1.0,0.5,0.16666666666666666,1.0,1.0,0.08333333333333333,1.0,0.25,0.16666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1607,1610612753,Troy Hudson,Troy Hudson,1607,ORL,11283.0,188.0,-65.0,365.0,373.0,160.0,194.0,54.0,738.0,8.0,30.0,1.0,1.0,4.0,16.0,1.0,2.0,21.0,57.0,4.0,17.0,75.0,404.0,1.0,2.0,9.0,10.0,24.0,9.0,37.0,12.0,9.0,15.0,4.0,24.0,29.0,9.0,63.0,9.0,13.0,16.0,4.0,2.0,3.0,8.0,37.0,160.0,4.0,0.2857142857142857,0.3,0.75,0.23529411764705882,0.5,0.25,0.3684210526315789,0.4166666666666667,0.36486486486486486,0.45,0.3484848484848485,0.4411764705882353,0.45,0.4625,0.22972972972972974,24.708624708624708,0.0661764705882353,0.06486486486486487,0.030303030303030304,0.40540540540540543,0.26666666666666666,0.26666666666666666,0.25,0.013513513513513514,0.21621621621621623,0.25,0.25,0.75,0.2,0.5,1.0,0.030303030303030304,0.43243243243243246,0.26666666666666666,0.44911917808219165,0.4232833333333333,0.44080625000000007,0.12,0.49333333333333335,12.170175438596493,26.011764705882353,0.4383561643835616,9.0,15.0,2.0,2.0,4.0,8.0,12.0,,,,,1.0,8.0,21.0,3.0,8.0,1.0,14.0,30.0,2.0,1.0,5.0,3.0,5.0,10.0,2.0,3.0,1.0,3.0,1.0,2.0,20.0,,11.0,1.0,21.0,11.0,,22.0,5.0,2.0,,2.0,1.0,0.1111111111111111,0.375,0.017543859649122806,0.06666666666666667,0.9523809523809523,0.045454545454545456,0.013793103448275862,0.061224489795918366,0.01744186046511628,,0.03278688524590164,0.02564102564102564,0.1935483870967742,0.05555555555555555,0.07692307692307693,0.02127659574468085,0.5,0.20270270270270271,0.6,0.6428571428571429,0.3333333333333333,0.16216216216216217,,,,0.2,1.0,,,,,0.24242424242424243,0.5,,0.24242424242424243,0.125,4.0,3.0,1.0,2.0,1.0,9.0,1.0,6.0,1.0,1.0,0.037037037037037035,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.25,0.075,0.09523809523809523,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
2212,1610612753,Steven Hunter,Steven Hunter,2212,ORL,30840.0,514.0,-101.0,1018.0,1034.0,261.0,283.0,134.0,2052.0,2.0,13.0,,,,,,,67.0,147.0,,,187.0,1093.0,,,35.0,16.0,39.0,,50.0,106.0,,,,2.0,5.0,2.0,13.0,40.0,57.0,97.0,5.0,2.0,52.0,81.0,50.0,261.0,3.0,0.7910447761194029,0.9137931034482759,,,,,0.4557823129251701,0.41025641025641024,0.4557823129251701,0.43333333333333335,0.41025641025641024,0.4921052631578947,0.4605263157894737,0.4807692307692308,,17.517006802721088,0.09950248756218906,0.09784735812133072,0.09036144578313253,0.08843537414965986,0.15384615384615385,0.18181818181818182,0.5,,,,,,,,,,0.6122448979591837,,0.5116727891156463,0.5267814814814815,0.47609230769230765,0.18716577540106952,0.26737967914438504,3.9625850340136055,,0.25638506876227896,55.0,90.0,13.0,23.0,12.0,20.0,44.0,,,,,,,53.0,13.0,30.0,,18.0,28.0,18.0,19.0,3.0,2.0,,,35.0,10.0,7.0,40.0,6.0,3.0,8.0,2.0,4.0,8.0,16.0,6.0,7.0,92.0,5.0,41.0,12.0,43.0,26.0,,0.43333333333333335,0.1292517006802721,0.12222222222222222,0.5,0.175,0.08333333333333333,0.09174311926605505,0.07543520309477757,0.07894736842105263,0.06467661691542288,0.11363636363636363,0.09615384615384616,0.10126582278481013,0.06666666666666667,0.1,0.6046511627906976,0.6122448979591837,0.6111111111111112,0.6962025316455697,0.7818181818181819,0.29931972789115646,,,,0.7666666666666667,0.5652173913043478,0.23076923076923078,,,,0.5128205128205128,0.6,,,,10.0,,,1.0,4.0,4.0,,44.0,26.0,3.0,0.041237113402061855,0.1111111111111111,0.22727272727272727,0.2631578947368421,0.9,0.23783783783783785,0.23783783783783785,9.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,3.0,3.0,0.13636363636363635,0.15384615384615385,0.02564102564102564,0.12380952380952381,0.02531645569620253,,True,,,,,,,,,,
2219,1610612753,Jeryl Sasser,Jeryl Sasser,2219,ORL,697.0,12.0,-17.0,27.0,26.0,15.0,17.0,1.0,53.0,,2.0,,,,,,,,5.0,,,2.0,33.0,,,,,4.0,,,,,,,,1.0,,3.0,1.0,1.0,2.0,1.0,,,,,15.0,,,,,,,,,,,,,0.16666666666666666,,,,24.999999999999996,0.1111111111111111,0.09090909090909091,,0.4,,,,,,,,,,,,,0.4,,0.47822,0.6086,0.51025,,,8.46,,0.5555555555555556,,2.0,,1.0,,2.0,1.0,,,,,,,2.0,,1.0,,,,,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,,1.0,,1.0,1.0,,,2.0,,,,,,,,0.2,,,,0.1111111111111111,,0.1,,,0.2,,,,0.25,,0.4,,,,0.2,,,,1.0,,,,,,0.5,,,,,,,,1.0,,,,1.0,,,,,,,,0.16666666666666666,0.16666666666666666,,,,,,,,,,,,,0.5,,0.25,,,True,,,,,,,,,,
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,3010.0,50.0,-12.0,101.0,100.0,49.0,51.0,14.0,201.0,5.0,10.0,2.0,1.0,3.0,6.0,,,5.0,12.0,5.0,8.0,25.0,110.0,,,2.0,1.0,4.0,5.0,14.0,10.0,15.0,6.0,3.0,2.0,2.0,,4.0,5.0,7.0,8.0,2.0,1.0,5.0,8.0,14.0,49.0,,1.0,1.0,1.0,0.625,,0.625,0.4166666666666667,0.25,0.625,1.0,0.7777777777777778,0.625,1.0,0.7777777777777778,0.4,20.0,0.15625,0.13953488372093023,0.2,0.5,0.5,0.5,1.0,0.1,0.3,0.5,0.5,1.0,,,,0.1111111111111111,0.4,0.5,0.45345749999999996,0.3999,0.4584277777777779,0.08,0.56,17.283333333333335,24.474999999999998,0.48514851485148514,,,,,,,2.0,2.0,,,1.0,3.0,4.0,,1.0,1.0,4.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,,1.0,1.0,3.0,1.0,1.0,,,,,,,0.8,1.0,0.08333333333333333,,0.6666666666666666,0.1111111111111111,0.03333333333333333,0.09090909090909091,0.021739130434782608,0.125,,,0.2,0.1,,,,,,,,0.1,1.0,1.0,1.0,,,,,,,,,1.0,0.4444444444444444,0.75,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,0.5,,,,,,True,,,,,,,,,,
353,1610612753,Darrell Armstrong,Darrell Armstrong,353,ORL,19210.0,320.0,-36.0,627.0,641.0,89.0,76.0,70.0,1268.0,12.0,28.0,11.0,1.0,10.0,33.0,,,24.0,50.0,15.0,44.0,105.0,682.0,1.0,2.0,11.0,5.0,11.0,5.0,15.0,26.0,45.0,33.0,10.0,51.0,62.0,30.0,135.0,22.0,30.0,39.0,11.0,7.0,3.0,17.0,15.0,89.0,3.0,0.5416666666666666,0.5416666666666666,1.0,0.3409090909090909,0.5,0.3409090909090909,0.48,0.45454545454545453,0.4946808510638298,0.5,0.40625,0.5151515151515151,0.5,0.4411764705882353,0.46808510638297873,16.713483146067414,0.08239700374531835,0.09090909090909091,0.08653846153846154,0.2978723404255319,0.42857142857142855,0.42857142857142855,0.8333333333333334,0.11702127659574468,0.35106382978723405,0.30303030303030304,0.30303030303030304,1.0,,,,0.0625,0.574468085106383,0.30303030303030304,0.5117776595744681,0.4434388888888889,0.4718625000000001,0.10476190476190476,0.14285714285714285,12.315999999999999,24.668181818181814,0.1419457735247209,8.0,10.0,,1.0,2.0,3.0,12.0,5.0,1.0,2.0,,1.0,4.0,12.0,4.0,9.0,1.0,2.0,22.0,,,11.0,9.0,1.0,20.0,8.0,8.0,,9.0,1.0,4.0,14.0,3.0,13.0,6.0,20.0,2.0,,14.0,1.0,1.0,,1.0,,0.2,0.4444444444444444,,,0.7,,0.031496062992125984,0.12698412698412698,0.027692307692307693,0.03125,0.022556390977443608,0.07608695652173914,0.08450704225352113,0.1111111111111111,0.16666666666666666,0.018867924528301886,,0.10638297872340426,0.8,0.8,0.375,0.1276595744680851,0.45454545454545453,0.45454545454545453,1.0,0.09090909090909091,,,0.18181818181818182,0.5,1.0,0.1875,0.6666666666666666,,0.25,0.25,4.0,,,2.0,1.0,1.0,,4.0,1.0,,0.014084507042253521,,0.3333333333333333,0.3333333333333333,,0.04081632653061224,0.07407407407407407,,,1.0,,1.0,,,,,,,,,,0.05263157894736842,0.01694915254237288,4.0,True,,,,,,,,,,
42,1610612753,Monty Williams,Monty Williams,42,ORL,8115.0,135.0,-52.0,272.0,273.0,140.0,157.0,41.0,545.0,2.0,6.0,,,,,,,17.0,37.0,,,53.0,298.0,,,4.0,8.0,18.0,,26.0,20.0,,,,6.0,9.0,5.0,21.0,8.0,16.0,23.0,5.0,1.0,6.0,14.0,26.0,140.0,4.0,0.5882352941176471,0.6666666666666666,,,,,0.4594594594594595,0.4444444444444444,0.4594594594594595,0.4,0.4444444444444444,0.5408163265306123,0.4,0.52,,16.770186335403725,0.08333333333333333,0.11382113821138211,0.08888888888888889,0.16216216216216217,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,0.6756756756756757,,0.5414891891891893,0.617075,0.5411222222222222,0.07547169811320754,0.49056603773584906,5.218918918918919,,0.5147058823529411,14.0,25.0,2.0,5.0,6.0,11.0,6.0,,,,,,,19.0,2.0,5.0,,10.0,14.0,4.0,7.0,3.0,2.0,,1.0,6.0,6.0,2.0,7.0,,4.0,,1.0,,5.0,5.0,,,24.0,1.0,,,,,,0.4,0.1891891891891892,0.24,,0.11764705882352941,0.05504587155963303,0.2222222222222222,0.05511811023622047,0.09523809523809523,0.030303030303030304,0.037037037037037035,0.125,0.2222222222222222,0.2222222222222222,,,0.6756756756756757,0.56,0.7368421052631579,0.5,0.16216216216216217,,,,1.0,0.4,,,,,0.6111111111111112,0.5454545454545454,,,,1.0,,,1.0,1.0,,2.0,11.0,,,0.05555555555555555,0.25,0.16666666666666666,0.2,1.0,0.22916666666666666,0.22916666666666666,,,1.0,,2.0,,,,,,,0.16666666666666666,,,0.029411764705882353,,,True,,,,,,,,,,
692,1610612753,Andrew DeClercq,Andrew DeClercq,692,ORL,5550.0,92.0,-8.0,187.0,188.0,92.0,108.0,29.0,375.0,3.0,5.0,,,,,,,14.0,22.0,,,34.0,189.0,,,8.0,7.0,10.0,,20.0,16.0,,,,4.0,4.0,3.0,8.0,14.0,15.0,24.0,1.0,1.0,11.0,15.0,20.0,92.0,1.0,0.5714285714285714,0.7272727272727273,,,,,0.6363636363636364,0.7,0.6363636363636364,0.6666666666666666,0.7,0.6296296296296297,0.6666666666666666,0.7142857142857143,,15.246636771300448,0.2,0.1595744680851064,0.25806451612903225,0.22727272727272727,0.6,0.6,0.6666666666666666,,,,,,,,,,0.4090909090909091,,0.4340181818181818,0.4449166666666666,0.44170999999999994,0.23529411764705882,0.5882352941176471,6.977272727272726,,0.4919786096256685,6.0,9.0,2.0,3.0,2.0,2.0,8.0,,,,,,,6.0,4.0,6.0,,6.0,12.0,6.0,2.0,,,,1.0,8.0,1.0,,9.0,2.0,,3.0,1.0,3.0,4.0,7.0,3.0,,10.0,2.0,2.0,,2.0,,,0.6666666666666666,0.09090909090909091,0.2222222222222222,0.42857142857142855,,0.1095890410958904,0.041666666666666664,0.10465116279069768,0.23529411764705882,0.09375,0.14814814814814814,0.16666666666666666,0.058823529411764705,,0.3333333333333333,,0.4090909090909091,0.6666666666666666,0.8571428571428571,0.5,0.36363636363636365,,,,0.5,0.6666666666666666,,,,,0.2,1.0,,,,5.0,,,,1.0,,1.0,3.0,2.0,,0.07692307692307693,0.2,0.625,0.625,0.6,0.12,0.12,,,1.0,1.0,1.0,,,,,,,,,,0.041666666666666664,,,True,,,,,,,,,,
270,1610612753,Horace Grant,Horace Grant,270,ORL,16919.0,282.0,-45.0,554.0,563.0,50.0,40.0,66.0,1117.0,26.0,53.0,,,,,,,31.0,66.0,,,64.0,594.0,,,16.0,6.0,8.0,,14.0,46.0,,,,13.0,18.0,4.0,41.0,39.0,50.0,65.0,6.0,4.0,10.0,18.0,14.0,50.0,,0.7419354838709677,0.8214285714285714,,,,,0.4696969696969697,0.75,0.4696969696969697,0.5714285714285714,0.75,0.47761194029850745,0.5714285714285714,0.7777777777777778,,11.904761904761905,0.16883116883116883,0.16376306620209058,0.14772727272727273,0.803030303030303,0.49056603773584906,0.49056603773584906,0.8461538461538461,,,,,,,,,,0.16666666666666666,,0.4480893939393939,0.470075,0.4841375,0.25,0.21875,15.18030303030303,,0.09025270758122744,5.0,11.0,3.0,7.0,3.0,3.0,2.0,,,,,,,2.0,8.0,14.0,,2.0,16.0,6.0,3.0,5.0,5.0,5.0,4.0,9.0,8.0,3.0,15.0,,2.0,7.0,,5.0,1.0,8.0,2.0,,2.0,1.0,7.0,1.0,7.0,4.0,,0.5714285714285714,0.045454545454545456,0.18181818181818182,0.875,0.21428571428571427,0.037815126050420166,0.14285714285714285,0.050505050505050504,0.0392156862745098,0.037037037037037035,0.1625,0.20634920634920634,0.17073170731707318,0.06666666666666667,,0.5714285714285714,0.16666666666666666,0.45454545454545453,0.5555555555555556,0.2,0.030303030303030304,,,,0.5,0.42857142857142855,,,,,0.375,1.0,,,,,,,,6.0,2.0,3.0,,6.0,,0.1016949152542373,0.1,,,,,,,,,,1.0,,,,,,,0.5,,,0.038461538461538464,0.10204081632653061,,True,,,,,,,,,,
