EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Arc3Assists,FTOffRebounds,Blocked3s,BlockedArc3,OffensiveGoaltends,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,LongMidRangePctBlocked,OffFTReboundPct,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,HeaveMakes,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,3pt And 1 Free Throw Trips,DefensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3PctAssisted,Clear Path Fouls,BlockedCorner3,on,Corner3PctBlocked
1720,1610612739,Michael Doleac,Michael Doleac,1720,CLE,23296.0,388,-65.0,738,733,164.0,205.0,89.0,1471,16.0,33.0,9.0,19.0,1.0,6.0,7.0,19.0,18.0,44.0,41.0,96.0,23.0,105.0,820.0,11.0,26.0,10.0,32.0,6.0,19.0,9.0,21.0,68.0,14.0,12.0,7.0,11.0,1.0,12.0,1.0,2.0,3.0,6.0,25.0,4.0,22.0,10.0,51.0,3.0,64.0,26.0,90.0,1.0,9.0,8.0,1.0,8.0,3.0,3.0,13.0,1.0,5.0,1.0,21.0,7.0,3.0,30.0,56.0,4.0,6.0,25.0,1.0,11.0,2.0,5.0,3.0,1.0,1.0,5.0,3.0,2.0,2.0,21.0,164.0,7.0,0.8292682926829268,0.9714285714285714,0.4270833333333333,0.4230769230769231,0.3157894736842105,0.4270833333333333,0.4230769230769231,0.3157894736842105,0.4861111111111111,0.5161290322580645,0.4375,0.07291666666666667,0.18181818181818182,0.05263157894736842,15.302491103202847,0.38095238095238093,0.14285714285714285,0.1875,0.07407407407407407,0.16129032258064516,0.08333333333333333,0.18263473053892215,0.07536231884057971,0.1111111111111111,0.09876543209876543,0.037037037037037035,0.0625,0.125,0.1956521739130435,0.18461538461538463,0.1826086956521739,0.16666666666666666,0.15,0.020833333333333332,0.6,0.34375,0.48484848484848486,0.5925925925925926,0.5625,0.19791666666666666,0.3684210526315789,0.3888888888888889,1.0,0.4583333333333333,0.4090909090909091,0.4090909090909091,1.0,0.7307692307692307,0.47368421052631576,0.3333333333333333,0.3157894736842105,0.16666666666666666,0.34375,0.45804375,0.5358869565217391,0.45119999999999993,0.10377358490566038,0.10377358490566038,0.3047619047619048,0.2,10.0375,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1729,1610612739,Ricky Davis,Ricky Davis,1729,CLE,47891.0,798,-80.0,1534,1522,455.0,488.0,210.0,3056,65.0,106.0,11.0,15.0,28.0,43.0,14.0,47.0,59.0,140.0,138.0,293.0,82.0,376.0,1652.0,15.0,28.0,6.0,36.0,43.0,89.0,44.0,133.0,180.0,96.0,16.0,22.0,53.0,20.0,73.0,11.0,24.0,11.0,18.0,166.0,7.0,23.0,16.0,57.0,3.0,76.0,31.0,107.0,4.0,28.0,20.0,8.0,35.0,5.0,25.0,24.0,7.0,10.0,2.0,59.0,10.0,13.0,30.0,63.0,2.0,5.0,103.0,7.0,41.0,14.0,6.0,4.0,,2.0,7.0,4.0,,,133.0,455.0,7.0,0.6521739130434783,0.6923076923076923,0.4709897610921502,0.5357142857142857,0.48314606741573035,0.4788273615635179,0.5172413793103449,0.483695652173913,0.5295774647887324,0.5625,0.5635593220338984,0.07508532423208192,0.14150943396226415,0.0851063829787234,23.167319529938442,0.5932203389830508,0.057692307692307696,0.0976027397260274,0.038525963149078725,0.13008130081300814,0.0625,0.10325318246110325,0.04231311706629055,0.034482758620689655,0.047619047619047616,0.03529411764705882,0.06578947368421052,0.05555555555555555,0.07009345794392523,0.1282051282051282,0.102803738317757,0.14893617021276595,0.06896551724137931,0.02962962962962963,0.5714285714285714,0.34527687296416937,0.6132075471698113,0.7142857142857143,0.6153846153846154,0.15309446254071662,0.2978723404255319,0.32558139534883723,0.35714285714285715,0.4560260586319218,0.42142857142857143,0.4306569343065693,0.7627118644067796,0.5172413793103449,0.7333333333333333,0.2727272727272727,0.4673913043478261,0.6511627906976745,0.39087947882736157,0.4778160655737703,0.49641818181818187,0.49908111111111114,0.12023460410557185,0.12538226299694188,0.09574468085106383,0.3537234042553192,10.280546075085327,0.2966101694915254,2.0,1.0,6.0,12.0,1.0,3.0,6.0,14.0,1.0,1.0,3.0,12.0,6.0,2.0,10.0,6.0,9.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.42857142857142855,0.3333333333333333,0.5,0.04560260586319218,0.02142857142857143,0.0196078431372549,0.006514657980456026,0.03908794788273615,0.5,0.5,0.6666666666666666,0.034482758620689655,0.03260869565217391,0.3333333333333333,0.6,28.47142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1730,1610612739,Brian Skinner,Brian Skinner,1730,CLE,25096.0,418,30.0,784,794,221.0,291.0,101.0,1578,24.0,38.0,8.0,15.0,8.0,11.0,2.0,8.0,3.0,6.0,29.0,52.0,16.0,74.0,813.0,8.0,16.0,8.0,24.0,10.0,18.0,5.0,25.0,48.0,10.0,10.0,7.0,2.0,4.0,6.0,1.0,1.0,,1.0,16.0,7.0,27.0,12.0,45.0,7.0,64.0,34.0,98.0,,9.0,5.0,4.0,7.0,1.0,3.0,7.0,1.0,4.0,,14.0,,2.0,23.0,51.0,6.0,4.0,22.0,4.0,11.0,2.0,20.0,14.0,1.0,5.0,20.0,13.0,1.0,,25.0,221.0,9.0,0.8275862068965517,1.0,0.5576923076923077,0.5,0.5555555555555556,0.5576923076923077,0.5,0.5555555555555556,0.6065573770491803,0.5714285714285714,0.5681818181818182,0.1346153846153846,0.15789473684210525,0.125,8.342602892102336,0.5,0.22580645161290322,0.1461038961038961,0.09407665505226481,0.14814814814814814,0.109375,0.14652956298200515,0.09686609686609686,0.05063291139240506,0.08791208791208792,0.1282051282051282,0.11904761904761904,0.09090909090909091,0.11304347826086956,0.15294117647058825,0.17592592592592593,0.140625,0.17647058823529413,,0.65,0.7307692307692307,0.631578947368421,0.75,0.7916666666666666,0.15384615384615385,0.25,0.2857142857142857,1.0,0.11538461538461539,0.5,0.5,1.0,0.9375,0.5333333333333333,0.375,0.6111111111111112,0.7272727272727273,0.7307692307692307,0.5351576923076923,0.58763125,0.5153833333333333,0.1864406779661017,0.1864406779661017,0.32432432432432434,0.33783783783783783,4.009615384615385,0.28188775510204084,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1889,1610612739,Andre Miller,Andre Miller,1889,CLE,113503.0,1892,-9.0,3580,3562,853.0,832.0,452.0,7142,106.0,186.0,16.0,25.0,28.0,48.0,89.0,205.0,86.0,203.0,281.0,594.0,205.0,821.0,3855.0,34.0,66.0,17.0,94.0,74.0,154.0,83.0,252.0,152.0,410.0,20.0,59.0,445.0,118.0,563.0,35.0,159.0,73.0,213.0,1244.0,9.0,54.0,30.0,131.0,2.0,163.0,67.0,230.0,17.0,73.0,47.0,26.0,114.0,18.0,87.0,48.0,7.0,27.0,6.0,162.0,5.0,36.0,58.0,141.0,6.0,15.0,249.0,11.0,93.0,31.0,22.0,15.0,2.0,5.0,23.0,10.0,,1.0,252.0,853.0,8.0,0.2704626334519573,0.28044280442804426,0.4730639730639731,0.5151515151515151,0.4805194805194805,0.47530864197530864,0.55,0.4828571428571429,0.5341207349081365,0.5802469135802469,0.5675675675675675,0.09932659932659933,0.17204301075268819,0.11707317073170732,22.394571013087738,0.7037037037037037,0.019801980198019802,0.09317211948790896,0.037396121883656507,0.09063444108761329,0.03345724907063197,0.09268854346574554,0.03677758318739054,0.043478260869565216,0.046296296296296294,0.026755852842809364,0.037037037037037035,0.025,0.06196581196581197,0.08115183246073299,0.12769784172661872,0.07623318385650224,0.12037037037037036,0.060714285714285714,0.43478260869565216,0.28703703703703703,0.5698924731182796,0.6883116883116883,0.33962264150943394,0.31635802469135804,0.43414634146341463,0.49171270718232046,0.19101123595505617,0.3132716049382716,0.4236453201970443,0.43,0.26744186046511625,0.35714285714285715,0.64,0.25,0.2742857142857143,0.5833333333333334,0.37037037037037035,0.45911763322884014,0.4628913793103449,0.451727380952381,0.12859097127222982,0.13757396449704143,0.11449451887941535,0.30694275274056027,9.311447811447811,0.23826815642458102,7.0,1.0,16.0,47.0,6.0,19.0,18.0,54.0,4.0,7.0,21.0,39.0,15.0,10.0,36.0,15.0,83.0,4.0,1.0,1.0,,0.7222222222222222,0.3333333333333333,0.3333333333333333,0.38636363636363635,0.08333333333333333,0.014778325123152709,0.043478260869565216,0.010802469135802469,0.07253086419753087,0.3404255319148936,0.3404255319148936,0.6875,0.014285714285714285,0.10857142857142857,0.3157894736842105,0.4166666666666667,32.016666666666666,2.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,8.0,1.0,0.75,0.2857142857142857,0.2857142857142857,1.0,1.0,1.0,0.04285714285714286,0.6666666666666666,0.011428571428571429,0.5,0.01818181818181818,,,,,,,,,True,
441,1610612739,Lamond Murray,Lamond Murray,441,CLE,138649.0,2311,-108.0,4359,4356,1034.0,1037.0,544.0,8715,113.0,211.0,21.0,36.0,27.0,60.0,83.0,192.0,133.0,345.0,329.0,748.0,215.0,1176.0,4714.0,32.0,67.0,19.0,116.0,66.0,161.0,61.0,262.0,386.0,272.0,32.0,61.0,137.0,20.0,157.0,7.0,59.0,34.0,44.0,334.0,5.0,72.0,44.0,223.0,24.0,291.0,81.0,372.0,16.0,70.0,41.0,29.0,66.0,18.0,34.0,75.0,14.0,32.0,10.0,141.0,13.0,31.0,68.0,148.0,11.0,28.0,263.0,20.0,110.0,23.0,43.0,27.0,4.0,12.0,43.0,31.0,1.0,5.0,262.0,1034.0,21.0,0.5866261398176292,0.6166134185303515,0.43983957219251335,0.47761194029850745,0.40993788819875776,0.48732251521298176,0.5511363636363636,0.45475113122171945,0.5321849501359928,0.5918367346938775,0.5058365758754864,0.08155080213903744,0.16587677725118483,0.109375,24.756218905472636,0.46808510638297873,0.2033898305084746,0.1302570093457944,0.04104903078677309,0.11083123425692695,0.015197568389057751,0.12660028449502134,0.03696591454632741,0.057971014492753624,0.03984819734345351,0.030913978494623656,0.01282051282051282,0.021052631578947368,0.1282051282051282,0.12127659574468085,0.1385083713850837,0.12454212454212454,0.08064516129032258,0.033264033264033266,0.7209302325581395,0.21399594320486814,0.5355450236966824,0.6420454545454546,0.6283185840707964,0.1947261663286004,0.4322916666666667,0.4853801169590643,0.4939759036144578,0.34989858012170383,0.3855072463768116,0.3911764705882353,0.6090225563909775,0.4090909090909091,0.5833333333333334,0.3333333333333333,0.27149321266968324,0.45,0.4553752535496957,0.4761189092762488,0.5295666666666667,0.46829931192660545,0.10648148148148148,0.13126491646778043,0.09863945578231292,0.2227891156462585,11.068181818181824,0.23721036935076853,84.0,10.0,58.0,154.0,11.0,42.0,101.0,238.0,21.0,23.0,60.0,267.0,36.0,4.0,150.0,58.0,13.0,4.0,,,,0.8811881188118812,0.42436974789915966,0.38333333333333336,0.43162393162393164,0.2413793103448276,0.014492753623188406,0.037383177570093455,0.08519269776876268,0.15618661257606492,0.37662337662337664,0.3815789473684211,0.8103448275862069,0.11363636363636363,0.19004524886877827,0.2619047619047619,0.38666666666666666,25.13907563025211,43.0,7.0,12.0,18.0,4.0,11.0,11.0,,3.0,5.0,0.5238095238095238,0.5119047619047619,0.5119047619047619,0.9767441860465116,0.7,1.0,0.125,0.36363636363636365,0.08144796380090498,0.6666666666666666,0.02066115702479339,2.0,1.0,2.0,0.008403361344537815,0.012987012987012988,0.75,,,True,
445,1610612739,Wesley Person,Wesley Person,445,CLE,104514.0,1742,-12.0,3298,3297,769.0,744.0,401.0,6595,61.0,82.0,10.0,14.0,8.0,12.0,29.0,76.0,103.0,226.0,193.0,384.0,48.0,695.0,3571.0,29.0,56.0,4.0,101.0,33.0,61.0,21.0,141.0,338.0,48.0,16.0,19.0,80.0,18.0,98.0,7.0,32.0,22.0,26.0,214.0,11.0,21.0,32.0,114.0,5.0,151.0,33.0,184.0,6.0,37.0,28.0,9.0,33.0,6.0,21.0,17.0,2.0,12.0,2.0,50.0,10.0,7.0,19.0,57.0,,7.0,61.0,5.0,14.0,6.0,24.0,14.0,4.0,6.0,24.0,10.0,,,141.0,769.0,10.0,0.8756476683937824,0.9135135135135135,0.5026041666666666,0.5178571428571429,0.5409836065573771,0.5665499124343257,0.6217948717948718,0.5660377358490566,0.5742320819112628,0.6234567901234568,0.5833333333333334,0.049479166666666664,0.10975609756097561,0.09210526315789473,16.74565560821485,0.66,0.0641025641025641,0.08762490392006149,0.015613382899628252,0.10031347962382445,0.04435483870967742,0.09012345679012346,0.020087884494664157,0.02680965147453083,0.004796163069544364,0.016216216216216217,0.05649717514124294,0.014084507042253521,0.06164383561643835,0.0972972972972973,0.10344827586206896,0.10232558139534884,0.09615384615384616,0.022222222222222223,0.4166666666666667,0.1436077057793345,0.7439024390243902,0.8356164383561644,0.819672131147541,0.1330998248686515,0.3815789473684211,0.42028985507246375,0.8275862068965517,0.3957968476357268,0.4557522123893805,0.4618834080717489,0.9223300970873787,0.1794871794871795,0.7142857142857143,0.2,0.11320754716981132,0.6666666666666666,0.4711033274956217,0.4951211908931697,0.4871765625,0.4876004716981132,0.02586206896551724,0.035623409669211195,0.14532374100719425,0.20287769784172663,12.386979166666665,0.23317161916312917,62.0,11.0,63.0,125.0,14.0,28.0,87.0,187.0,22.0,18.0,45.0,255.0,6.0,,125.0,63.0,11.0,1.0,,,,0.9770114942528736,0.46524064171123,0.4,0.46524064171123,0.3274956217162872,0.01327433628318584,0.013888888888888888,0.1085814360770578,0.21891418563922943,0.504,0.5080645161290323,0.9841269841269841,0.14102564102564102,0.2641509433962264,0.5,0.504,24.960962566844927,24.0,5.0,4.0,17.0,8.0,11.0,13.0,,25.0,1.0,0.5909090909090909,0.3870967741935484,0.3870967741935484,0.9583333333333334,0.45454545454545453,1.0,0.14102564102564102,0.7272727272727273,0.16037735849056603,0.23529411764705882,0.0053475935828877,1.0,1.0,1.0,0.0053475935828877,0.008,1.0,1.0,,True,
902,1610612739,Bimbo Coles,Bimbo Coles,902,CLE,17264.0,288,-62.0,523,527,124.0,132.0,60.0,1050,10.0,14.0,1.0,2.0,4.0,6.0,4.0,18.0,11.0,20.0,25.0,52.0,20.0,76.0,595.0,2.0,4.0,2.0,6.0,7.0,14.0,11.0,28.0,36.0,14.0,,4.0,42.0,7.0,49.0,1.0,11.0,3.0,28.0,105.0,,5.0,7.0,12.0,1.0,20.0,5.0,25.0,1.0,5.0,3.0,2.0,7.0,1.0,4.0,3.0,1.0,3.0,,10.0,1.0,2.0,7.0,21.0,1.0,1.0,22.0,2.0,8.0,4.0,1.0,,,1.0,2.0,2.0,,,28.0,124.0,1.0,0.72,0.72,0.4807692307692308,0.5,0.5,0.4444444444444444,0.4,0.53125,0.5205479452054794,0.5,0.6666666666666666,0.07692307692307693,0.07142857142857142,0.16666666666666666,13.996627318718382,0.7,0.07692307692307693,0.057971014492753624,0.025510204081632654,0.14583333333333334,,0.07450980392156863,0.02145922746781116,0.06382978723404255,0.017543859649122806,0.010869565217391304,,,0.02702702702702703,0.07272727272727272,0.07692307692307693,0.08333333333333333,0.3333333333333333,0.037037037037037035,1.0,0.2222222222222222,0.7142857142857143,0.7692307692307693,0.5,0.2857142857142857,0.2222222222222222,0.26666666666666666,0.75,0.31746031746031744,0.55,0.55,0.9090909090909091,0.4,0.5,,0.375,0.6666666666666666,0.3968253968253968,0.45077966101694916,0.4513666666666667,0.50414,0.11594202898550725,0.13793103448275862,0.07894736842105263,0.3684210526315789,9.98653846153846,0.23709369024856597,1.0,,1.0,10.0,,1.0,2.0,11.0,1.0,1.0,2.0,6.0,,4.0,6.0,1.0,6.0,,1.0,1.0,,1.0,0.18181818181818182,0.5,0.2857142857142857,0.1746031746031746,,,0.015873015873015872,0.15873015873015872,0.1,0.1111111111111111,1.0,,0.0625,,0.16666666666666666,34.38181818181818,1.0,,1.0,1.0,,1.0,,,,,,1.0,1.0,1.0,,,0.2,,0.0625,1.0,,1.0,,,0.09090909090909091,0.1,,,,True,
179,1610612739,Bryant Stith,Bryant Stith,179,CLE,6686.0,111,-12.0,211,209,52.0,33.0,31.0,420,5.0,7.0,1.0,1.0,2.0,2.0,,3.0,1.0,7.0,6.0,17.0,4.0,19.0,218.0,1.0,1.0,3.0,8.0,2.0,3.0,1.0,5.0,6.0,6.0,,2.0,6.0,,6.0,,3.0,1.0,2.0,12.0,,2.0,1.0,12.0,,13.0,2.0,15.0,,6.0,4.0,2.0,4.0,,3.0,3.0,1.0,1.0,,7.0,,3.0,3.0,4.0,,,5.0,1.0,2.0,1.0,,,,,,,1.0,,5.0,52.0,,0.5,0.5,0.35294117647058826,1.0,0.6666666666666666,0.25862068965517243,1.25,0.3333333333333333,0.3064516129032258,1.3333333333333333,0.35714285714285715,0.11764705882352941,0.14285714285714285,0.3333333333333333,15.447154471544716,0.5714285714285714,,0.15384615384615385,0.02531645569620253,0.07692307692307693,,0.14285714285714285,0.019230769230769232,,0.06666666666666667,0.025,,,0.10344827586206896,0.3157894736842105,0.1,0.1,,,,0.2413793103448276,0.7142857142857143,0.8333333333333334,0.4,0.10344827586206896,,,,0.2413793103448276,0.14285714285714285,0.14285714285714285,1.0,0.5,1.0,,0.3333333333333333,1.0,0.6551724137931034,0.46283103448275864,0.48614999999999997,0.3794583333333334,0.06666666666666667,0.1111111111111111,0.42105263157894735,0.2631578947368421,9.676470588235295,0.24644549763033174,3.0,,1.0,9.0,,2.0,1.0,12.0,1.0,,3.0,3.0,,,9.0,1.0,,,,,,1.0,0.08333333333333333,,0.08333333333333333,0.41379310344827586,,,0.10344827586206896,0.3103448275862069,0.1111111111111111,0.1111111111111111,1.0,,0.3333333333333333,,0.1111111111111111,26.158333333333335,,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,0.5,1.0,0.16666666666666666,,,,,,,,1.0,,,True,
1908,1610612739,Jumaine Jones,Jumaine Jones,1908,CLE,62869.0,1048,-2.0,1983,1994,497.0,563.0,233.0,3977,43.0,68.0,12.0,21.0,12.0,18.0,16.0,40.0,51.0,112.0,110.0,220.0,17.0,321.0,2126.0,14.0,32.0,1.0,41.0,23.0,49.0,12.0,85.0,148.0,72.0,22.0,13.0,47.0,11.0,58.0,6.0,19.0,13.0,15.0,127.0,9.0,52.0,34.0,129.0,19.0,182.0,61.0,243.0,3.0,41.0,33.0,8.0,19.0,4.0,13.0,12.0,4.0,6.0,1.0,31.0,6.0,9.0,57.0,85.0,3.0,2.0,27.0,2.0,8.0,6.0,19.0,14.0,2.0,3.0,19.0,16.0,,,85.0,497.0,8.0,0.6727272727272727,0.7474747474747475,0.5,0.4375,0.46938775510204084,0.5205479452054794,0.5128205128205128,0.5069444444444444,0.5279605263157895,0.4880952380952381,0.53125,0.05909090909090909,0.11764705882352941,0.075,14.922048997772828,0.6129032258064516,0.38,0.15579710144927536,0.06851119894598155,0.20238095238095238,0.05325443786982249,0.1636546184738956,0.06573275862068965,0.07602339181286549,0.0653061224489796,0.06705539358600583,0.048,0.06818181818181818,0.14285714285714285,0.16877637130801687,0.15901060070671377,0.1896551724137931,0.23076923076923078,0.02158273381294964,0.8421052631578947,0.2328767123287671,0.6323529411764706,0.7166666666666667,0.5581395348837209,0.136986301369863,0.4,0.43243243243243246,0.4375,0.3835616438356164,0.45535714285714285,0.4636363636363636,0.8431372549019608,0.5384615384615384,0.5714285714285714,,0.25,0.6666666666666666,0.4794520547945205,0.4815065517241378,0.5148145161290322,0.4847928571428571,0.026845637583892617,0.035398230088495575,0.1277258566978193,0.26479750778816197,11.168636363636363,0.25063035804336864,11.0,,23.0,61.0,8.0,19.0,28.0,72.0,7.0,9.0,23.0,75.0,9.0,1.0,59.0,22.0,5.0,,,,,0.8928571428571429,0.3888888888888889,0.391304347826087,0.38028169014084506,0.2465753424657534,0.017857142857142856,,0.03767123287671233,0.2089041095890411,0.3770491803278688,0.3770491803278688,0.8695652173913043,,0.2638888888888889,0.42105263157894735,0.3728813559322034,25.981944444444448,5.0,,1.0,4.0,4.0,7.0,4.0,1.0,,,0.5714285714285714,0.45454545454545453,0.45454545454545453,1.0,,,0.1794871794871795,0.5714285714285714,0.05555555555555555,0.25,,,,2.0,,,0.75,,,True,
2036,1610612739,Chris Mihm,Chris Mihm,2036,CLE,60454.0,1008,-106.0,1892,1895,325.0,283.0,227.0,3787,60.0,119.0,22.0,49.0,6.0,21.0,40.0,104.0,38.0,89.0,138.0,312.0,61.0,340.0,2027.0,25.0,56.0,12.0,62.0,14.0,45.0,9.0,37.0,192.0,84.0,42.0,28.0,10.0,4.0,14.0,1.0,2.0,2.0,6.0,32.0,14.0,63.0,19.0,129.0,12.0,160.0,78.0,238.0,4.0,13.0,11.0,2.0,14.0,3.0,2.0,41.0,7.0,12.0,2.0,55.0,3.0,6.0,62.0,153.0,22.0,23.0,93.0,7.0,45.0,5.0,58.0,42.0,1.0,15.0,59.0,37.0,5.0,2.0,37.0,325.0,13.0,0.6956521739130435,0.8205128205128205,0.4423076923076923,0.44642857142857145,0.3111111111111111,0.44285714285714284,0.44642857142857145,0.30434782608695654,0.4748603351955307,0.484375,0.3557692307692308,0.08974358974358974,0.18487394957983194,0.04807692307692308,19.032258064516128,0.2545454545454545,0.26666666666666666,0.16538461538461538,0.07806691449814127,0.11046511627906977,0.112,0.15546218487394958,0.08261802575107297,0.12745098039215685,0.07258064516129033,0.05352112676056338,0.13095238095238096,0.07317073170731707,0.16996047430830039,0.19469026548672566,0.13953488372093023,0.1206896551724138,0.08928571428571429,0.027210884353741496,0.6271186440677966,0.37777777777777777,0.5042016806722689,0.6185567010309279,0.5666666666666667,0.33015873015873015,0.38461538461538464,0.40404040404040403,0.775,0.28253968253968254,0.42696629213483145,0.4318181818181818,0.8157894736842105,0.875,0.4489795918367347,0.045454545454545456,0.45652173913043476,0.2857142857142857,0.3873015873015873,0.4726803174603175,0.5715244897959184,0.4699108695652173,0.1274787535410765,0.12857142857142856,0.18235294117647058,0.10882352941176471,8.069551282051282,0.17177589852008457,1.0,,1.0,2.0,,1.0,1.0,3.0,,,1.0,3.0,,,2.0,1.0,3.0,1.0,1.0,,,1.0,0.3333333333333333,,0.3333333333333333,0.009523809523809525,0.011235955056179775,0.02702702702702703,0.0031746031746031746,0.006349206349206349,0.5,0.5,1.0,,0.021739130434782608,,0.5,27.899999999999995,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,1.0,True,
