EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,Fouls,Loose Ball Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShootingFouls,SecondChanceFtPoints,PenaltyFtPoints,PtsPutbacks,HeaveAttempts,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,ShortMidRangePctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,FTDefRebounds,BlockedLongMidRange,DefFTReboundPct,OffCorner3ReboundPct,SelfOReb,BlockedShortMidRange,SelfORebPct,3SecondViolations,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LongMidRangePctBlocked,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Fg3aBlocked,FTOffRebounds,3pt And 1 Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,OffensiveGoaltends,DefensiveGoaltends,Corner3PctBlocked,BlockedCorner3,Clear Path Fouls
1507,1610612757,Derek Anderson,Derek Anderson,1507,POR,7827.0,130,18,230,234,48,80,39,464,4.0,10,1.0,2.0,2.0,3.0,2.0,5.0,10.0,17.0,2.0,4.0,2.0,3.0,6.0,11.0,2.0,1.0,3.0,16.0,32,8.0,15.0,8.0,64.0,233,2.0,7.0,2.0,4.0,5.0,9.0,3.0,6.0,19.0,22.0,10.0,21.0,3.0,11.0,6.0,2.0,14.0,2.0,16.0,1.0,1.0,8.0,2.0,4.0,34.0,3.0,3.0,5.0,8.0,3.0,11.0,4.0,3.0,1.0,4.0,3.0,2.0,1.0,1.0,6.0,2.0,6.0,2.0,10.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,19.0,48,0.6875,0.6875,0.875,0.5333333333333333,0.5,0.5333333333333333,0.5,0.2857142857142857,0.5555555555555556,0.5957446808510638,0.2222222222222222,0.6333333333333333,0.6274509803921569,0.2222222222222222,0.6333333333333333,0.3191489361702128,0.0625,0.2,20.727272727272727,0.6666666666666666,0.05747126436781609,0.0297029702970297,0.16666666666666666,0.0761904761904762,0.025,0.08,0.02127659574468085,0.07407407407407407,0.045454545454545456,0.05263157894736842,0.18181818181818182,0.14285714285714285,1.0,0.2127659574468085,0.4,0.5,0.5,0.10638297872340426,0.4,0.4,0.5,0.3617021276595745,0.5882352941176471,0.5882352941176471,0.8,0.0851063829787234,0.5,0.5,1.0,0.23404255319148937,0.5454545454545454,0.5454545454545454,0.8333333333333334,0.2222222222222222,0.5,0.2222222222222222,0.2,0.6666666666666666,0.2,0.6666666666666666,0.2,0.3333333333333333,0.5319148936170213,0.5454545454545454,0.4969765957446809,0.43356249999999996,0.47328666666666663,0.0784313725490196,0.08571428571428572,0.0625,0.0625,0.296875,11.828125,24.346666666666668,0.20869565217391303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1594,1610612757,Rick Brunson,Rick Brunson,1594,POR,222.0,4,-9,11,12,8,12,1,23,1.0,1,,,1.0,1.0,,,,,,,,,,,,,,1.0,1,,,,2.0,11,,,,,1.0,1.0,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,2.0,8,,,,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,18.181818181818183,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,0.5742,,0.5742,,,,,1.0,,,0.7272727272727273,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1719,1610612757,Bonzi Wells,Bonzi Wells,1719,POR,7037.0,117,3,203,212,38,56,31,415,11.0,14,2.0,2.0,1.0,1.0,1.0,5.0,14.0,30.0,1.0,3.0,,1.0,1.0,10.0,1.0,,4.0,26.0,49,2.0,13.0,7.0,65.0,207,4.0,7.0,1.0,11.0,4.0,8.0,,5.0,10.0,30.0,22.0,6.0,,9.0,1.0,3.0,9.0,,9.0,,,7.0,,2.0,18.0,2.0,3.0,13.0,16.0,3.0,19.0,4.0,2.0,2.0,5.0,3.0,7.0,2.0,,12.0,2.0,12.0,1.0,10.0,1.0,4.0,,1.0,1.0,1.0,1.0,10.0,38,0.5769230769230769,0.6,1.0,0.15384615384615385,,0.16666666666666666,0.5306122448979592,0.5714285714285714,0.5,0.46774193548387094,0.5,0.3076923076923077,0.48484848484848486,0.5555555555555556,0.3333333333333333,0.20967741935483872,0.061224489795918366,0.07142857142857142,32.365145228215766,0.4166666666666667,0.14942528735632185,0.023809523809523808,0.17647058823529413,0.15384615384615385,0.0297029702970297,0.03571428571428571,,0.07407407407407407,0.15789473684210525,0.1951219512195122,0.14285714285714285,0.3333333333333333,1.0,0.22580645161290322,0.7857142857142857,0.8461538461538461,0.45454545454545453,0.08064516129032258,0.2,0.3333333333333333,1.0,0.4838709677419355,0.4666666666666667,0.4666666666666667,0.6428571428571429,0.04838709677419355,0.3333333333333333,0.3333333333333333,1.0,0.16129032258064516,0.1,0.1,1.0,0.25,1.0,0.125,0.07692307692307693,1.0,0.07692307692307693,,0.3076923076923077,,0.43548387096774194,0.1111111111111111,0.4768188524590164,0.45867857142857144,0.465775,0.06153846153846154,0.07692307692307693,,0.16923076923076924,0.15384615384615385,12.66938775510204,26.853846153846156,0.18719211822660098,6.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,0.4,0.058823529411764705,0.058823529411764705,0.07692307692307693,0.5,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2057,1610612757,Erick Barkley,Erick Barkley,2057,POR,13578.0,226,-2,412,425,97,152,58,837,13.0,23,1.0,1.0,2.0,7.0,5.0,8.0,5.0,30.0,1.0,1.0,1.0,1.0,,6.0,,,,23.0,61,1.0,7.0,9.0,58.0,420,1.0,4.0,,3.0,6.0,20.0,1.0,1.0,16.0,28.0,18.0,3.0,,6.0,,4.0,29.0,5.0,34.0,5.0,,12.0,6.0,11.0,73.0,2.0,3.0,9.0,13.0,5.0,18.0,17.0,10.0,7.0,7.0,7.0,5.0,,,12.0,4.0,29.0,1.0,10.0,1.0,4.0,,1.0,,1.0,,16.0,97,0.6086956521739131,0.6086956521739131,1.0,0.14285714285714285,1.0,0.14285714285714285,0.3770491803278688,0.25,0.3,0.3602941176470588,0.25,0.35714285714285715,0.3958333333333333,0.25,0.35714285714285715,0.10294117647058823,0.06557377049180328,0.17391304347826086,17.391304347826086,0.5833333333333334,0.05389221556886228,0.011834319526627219,0.08823529411764706,0.05970149253731343,0.02403846153846154,,0.027777777777777776,0.06557377049180328,0.075,0.030303030303030304,0.047619047619047616,0.15384615384615385,,0.3382352941176471,0.5652173913043478,0.6842105263157895,0.6153846153846154,0.11764705882352941,0.625,0.625,0.6,0.4411764705882353,0.16666666666666666,0.16666666666666666,0.6,0.014705882352941176,1.0,1.0,1.0,0.08823529411764706,,,,0.25,1.0,,0.3333333333333333,0.2857142857142857,0.047619047619047616,1.0,,,0.4411764705882353,,0.4838179104477612,0.4001666666666667,0.470902380952381,0.05555555555555555,0.06153846153846154,,0.05172413793103448,0.27586206896551724,10.949180327868852,26.928571428571427,0.2354368932038835,8.0,1.0,1.0,,,3.0,2.0,1.0,,1.0,,,,7.0,,0.07692307692307693,,0.06451612903225806,1.0,1.0,1.0,0.05555555555555555,0.125,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
739,1610612757,Rasheed Wallace,Rasheed Wallace,739,POR,8151.0,136,14,239,244,29,65,36,483,19.0,25,9.0,12.0,2.0,3.0,3.0,18.0,5.0,11.0,,2.0,,,1.0,6.0,1.0,,,27.0,54,1.0,8.0,9.0,66.0,246,9.0,15.0,1.0,19.0,4.0,5.0,,,9.0,32.0,22.0,3.0,,6.0,1.0,2.0,10.0,,10.0,,,7.0,,3.0,20.0,14.0,2.0,15.0,23.0,16.0,39.0,4.0,2.0,2.0,1.0,1.0,3.0,,,4.0,,7.0,,15.0,,8.0,,5.0,1.0,5.0,4.0,9.0,29,0.5925925925925926,0.6956521739130435,1.0,0.125,,0.125,0.5,0.6,0.8,0.4596774193548387,0.5625,0.8,0.4852941176470588,0.5588235294117647,0.6428571428571429,0.12903225806451613,0.037037037037037035,0.08,25.174825174825177,0.25,0.16666666666666666,0.14,0.09090909090909091,0.15178571428571427,0.13114754098360656,0.11428571428571428,0.10526315789473684,0.17857142857142858,0.125,0.18421052631578946,0.13333333333333333,,0.8,0.4032258064516129,0.76,0.8260869565217391,0.631578947368421,0.2903225806451613,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.1774193548387097,0.45454545454545453,0.45454545454545453,0.4,0.03225806451612903,,,,0.0967741935483871,0.16666666666666666,0.16666666666666666,1.0,0.75,0.75,0.0625,0.6,0.6666666666666666,,,,,0.532258064516129,0.16666666666666666,0.4898040322580645,0.5292461538461539,0.5161399999999999,0.11940298507462686,0.13559322033898305,,0.2878787878787879,0.13636363636363635,6.666666666666668,24.612499999999997,0.12133891213389121,4.0,1.0,1.0,8.0,,2.0,1.0,,,2.0,3.0,1.0,,,,0.09090909090909091,0.2222222222222222,0.05263157894736842,0.4444444444444444,6.0,1.0,0.42857142857142855,0.3333333333333333,4.0,3.0,0.125,,,,,,,,True,,,,,,,,,,,,,,,,,,
1739,1610612757,Ruben Patterson,Ruben Patterson,1739,POR,3420.0,57,-9,102,108,18,38,13,210,7.0,10,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,,,,,1.0,2.0,,1.0,1.0,8.0,14,1.0,2.0,2.0,21.0,111,1.0,2.0,,3.0,1.0,1.0,1.0,1.0,5.0,12.0,4.0,3.0,,2.0,1.0,4.0,5.0,1.0,6.0,,1.0,3.0,,2.0,13.0,3.0,2.0,2.0,4.0,3.0,7.0,6.0,3.0,3.0,3.0,3.0,3.0,,1.0,6.0,,8.0,1.0,5.0,,3.0,,1.0,,1.0,,5.0,18,0.75,0.75,1.0,0.5,1.0,0.5,0.5714285714285714,0.5,1.0,0.59375,0.5,1.25,0.5833333333333334,0.5,0.8333333333333334,0.125,0.2857142857142857,0.2,20.168067226890756,0.5,0.05405405405405406,0.06521739130434782,0.2,0.0851063829787234,0.05454545454545454,0.13333333333333333,,,,0.15384615384615385,,0.3333333333333333,,0.625,0.7,0.875,0.7142857142857143,0.125,,,,0.125,0.5,0.5,1.0,,,,,0.125,0.5,0.5,1.0,0.5,1.0,,0.5,1.0,,,0.5,1.0,0.75,0.5,0.56325,0.5218499999999999,0.5728,0.16666666666666666,0.1875,,0.14285714285714285,0.23809523809523808,3.521428571428572,24.5,0.17647058823529413,2.0,1.0,,,,,,,,1.0,1.0,,,1.0,1.0,,0.09090909090909091,,1.0,,,,,1.0,1.0,0.3333333333333333,,,,,,,,True,,,,,,,,,,,,,,,,,,
905,1610612757,Dale Davis,Dale Davis,905,POR,6334.0,106,10,182,194,28,56,26,376,11.0,13,2.0,2.0,2.0,3.0,1.0,10.0,2.0,4.0,,,,,,,,,,14.0,27,,,3.0,31.0,186,2.0,3.0,,6.0,2.0,3.0,,,5.0,22.0,6.0,,,,,2.0,6.0,1.0,7.0,1.0,,3.0,,3.0,15.0,8.0,3.0,8.0,16.0,9.0,25.0,3.0,2.0,1.0,,,1.0,,,1.0,,8.0,,5.0,,3.0,,8.0,6.0,8.0,5.0,5.0,28,0.7857142857142857,0.8461538461538461,,,,,0.5185185185185185,0.6666666666666666,0.6666666666666666,0.5185185185185185,0.6666666666666666,0.6666666666666666,0.5344827586206896,0.6,0.8333333333333334,,0.07407407407407407,,14.084507042253522,,0.10126582278481013,0.10526315789473684,0.2,0.11702127659574468,0.10227272727272728,0.16,0.12121212121212122,0.041666666666666664,0.14285714285714285,0.11764705882352941,0.16666666666666666,0.3333333333333333,0.625,0.48148148148148145,0.8461538461538461,0.8461538461538461,0.8181818181818182,0.37037037037037035,0.1,0.125,,0.14814814814814814,0.5,0.5,1.0,,,,,,,,,0.6666666666666666,1.0,,1.0,0.6666666666666666,,,,,0.48148148148148145,,0.47599259259259263,0.4963333333333333,0.6354333333333334,0.10344827586206896,0.10344827586206896,,0.1935483870967742,0.16129032258064516,6.266666666666667,,0.15384615384615385,4.0,2.0,1.0,2.0,,1.0,,,,1.0,1.0,,1.0,1.0,0.2,0.08333333333333333,,0.1111111111111111,,5.0,,0.625,,,2.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2216,1610612757,Zach Randolph,Zach Randolph,2216,POR,2559.0,43,3,79,82,37,39,11,161,6.0,8,4.0,5.0,5.0,7.0,,7.0,,,,,,,,,,,,6.0,15,,,4.0,16.0,78,4.0,5.0,,10.0,5.0,9.0,,,14.0,6.0,6.0,,,,,4.0,3.0,,3.0,,,2.0,,1.0,6.0,6.0,,7.0,7.0,6.0,13.0,1.0,,1.0,3.0,2.0,1.0,1.0,,4.0,2.0,6.0,2.0,6.0,,2.0,,1.0,,1.0,1.0,14.0,37,0.5,1.0,,,,,0.4,0.8,0.5555555555555556,0.4,0.8,0.5555555555555556,0.4444444444444444,0.8333333333333334,0.5833333333333334,,0.26666666666666666,0.125,23.655913978494624,0.75,0.19444444444444445,0.1935483870967742,,0.16666666666666666,0.17142857142857143,0.09090909090909091,0.16666666666666666,0.23076923076923078,0.1111111111111111,0.21428571428571427,,,1.0,0.5333333333333333,0.75,0.8571428571428571,0.5,0.4666666666666667,,,,,,,,,,,,,,,,1.0,0.8,,0.7777777777777778,0.7142857142857143,,,,,0.5333333333333333,,0.48925333333333326,0.58962,0.5207666666666666,0.11764705882352941,0.11764705882352941,,0.625,0.875,3.28,,0.46835443037974683,1.0,2.0,4.0,6.0,,,,,1.0,1.0,,1.0,,2.0,0.42857142857142855,,0.375,,0.25,,,,,1.0,1.0,0.25,,,,,,,,True,,,,,,,,,,,,,,,,,,
2257,1610612757,Ruben Boumtje-Boumtje,Ruben Boumtje-Boumtje,2257,POR,2965.0,49,-26,103,105,41,55,13,208,3.0,5,2.0,2.0,1.0,2.0,,1.0,,,,,,,,,,,,3.0,6,,,2.0,8.0,107,2.0,2.0,,4.0,1.0,3.0,,,2.0,2.0,4.0,,,,,2.0,1.0,,1.0,,,1.0,,,2.0,3.0,,6.0,8.0,3.0,11.0,,,,1.0,1.0,1.0,,,2.0,1.0,9.0,2.0,3.0,,2.0,,4.0,4.0,4.0,4.0,2.0,41,0.3333333333333333,1.0,,,,,0.5,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,,0.3333333333333333,0.4,8.403361344537815,0.5,0.14285714285714285,0.07317073170731707,,0.12244897959183673,0.05454545454545454,0.09090909090909091,0.10526315789473684,0.2222222222222222,0.125,0.0625,,,1.0,0.8333333333333334,0.6,1.0,0.3333333333333333,0.16666666666666666,,,,,,,,,,,,,,,,1.0,1.0,,0.6666666666666666,0.5,,,,,0.8333333333333334,,0.5176333333333333,0.6062000000000001,0.49720000000000003,0.25,0.25,,0.5,0.25,1.7833333333333332,,0.39805825242718446,6.0,,,4.0,,,,,,,,,1.0,1.0,,,,,,2.0,,0.5,,,,,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,
70,1610612757,Steve Kerr,Steve Kerr,70,POR,6904.0,115,7,215,221,62,95,26,436,1.0,1,,,,,2.0,4.0,7.0,13.0,,1.0,,1.0,2.0,8.0,1.0,,,10.0,18,2.0,9.0,9.0,35.0,213,,1.0,1.0,3.0,4.0,6.0,,1.0,10.0,10.0,10.0,6.0,,8.0,2.0,,7.0,4.0,11.0,2.0,2.0,2.0,2.0,3.0,26.0,,5.0,9.0,14.0,,14.0,3.0,,3.0,,,,,,,,5.0,,9.0,1.0,3.0,,,,,,10.0,62,0.5,0.5,1.0,0.2222222222222222,,0.2222222222222222,0.5555555555555556,,0.6666666666666666,0.48148148148148145,0.75,0.5714285714285714,0.5483870967741935,0.75,0.625,0.3333333333333333,,,12.449799196787147,,0.0967741935483871,,0.2631578947368421,0.125,,,,0.1,0.14285714285714285,0.0625,,0.625,,0.037037037037037035,1.0,1.0,,0.14814814814814814,0.5,0.5,1.0,0.48148148148148145,0.5384615384615384,0.5384615384615384,0.42857142857142855,0.037037037037037035,,,,0.2962962962962963,0.25,0.25,1.0,,,0.5,,,0.14285714285714285,,,,0.37037037037037035,0.25,0.4572314814814814,0.494625,0.4204,0.1,0.14285714285714285,,0.08571428571428572,0.2857142857142857,16.56111111111111,24.77777777777778,0.28837209302325584,3.0,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,True,,,,,,,,,,,,,,,,,,
