EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,Fg2aBlocked,FTDefRebounds,DefRebounds,Rebounds,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,AtRimPctBlocked,Usage,DefFTReboundPct,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,LostBallSteals,DeadBallTurnovers,ShootingFouls,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,ShortMidRangePctBlocked,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,Corner3FGM,Corner3FGA,HeaveAttempts,SelfOReb,BlockedShortMidRange,RecoveredBlocks,OffLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,Travels,Loose Ball Fouls,BlockedLongMidRange,OffShortMidRangeReboundPct,FTOffRebounds,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,OffFTReboundPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,ShortMidRangePctAssisted,LostBallOutOfBoundsTurnovers,on,3SecondViolations,Defensive 3 Seconds Violations,OffCorner3ReboundPct,SecondChanceCorner3FGM,PenaltyCorner3FGA,Fg3aBlocked,Blocked3s,BlockedArc3,DefensiveGoaltends,OffensiveGoaltends,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3FGM,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,HeaveMakes,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Arc3PctBlocked,3pt And 1 Free Throw Trips,Clear Path Fouls,BlockedCorner3
1720,1610612739,Michael Doleac,Michael Doleac,1720,CLE,275.0,5.0,-6.0,10.0,12,2.0,1.0,22,1.0,1.0,1.0,2.0,1.0,4.0,2.0,14.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,1.0,36.36363636363637,1.0,0.25,0.25,0.5,0.5,0.5,1.0,0.25,0.472,12.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,1610612739,Ricky Davis,Ricky Davis,1729,CLE,2765.0,46.0,24.0,97.0,98,23.0,14.0,195,11.0,3.0,3.0,11.0,12.0,25.0,37.0,75.0,20.0,,1.0,5.0,7.0,0.8333333333333334,0.9090909090909091,0.48,0.48,0.578125,,,34.51327433628319,0.3333333333333333,0.44,0.12,0.44,0.2727272727272727,0.2727272727272727,1.0,0.44,0.547356,9.136000000000001,52.0,8.0,3.0,4.0,5.0,7.0,1.0,13.0,3.0,4.0,4.0,10.0,8.0,13.0,9.0,25.0,4.0,2.0,4.0,3.0,7.0,1.0,2.0,3.0,1.0,17.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,7.0,4.0,3.0,7.0,1.0,4.0,1.0,17.0,3.0,9.0,1.0,25.0,52.0,0.75,0.6153846153846154,0.75,0.6153846153846154,1.0,0.6944444444444444,1.0,0.08333333333333333,0.030303030303030304,0.125,0.1,0.09090909090909091,0.046511627906976744,0.1,0.1,0.08333333333333333,0.07142857142857142,0.1,0.2,0.7272727272727273,0.7272727272727273,0.875,0.3333333333333333,0.3333333333333333,1.0,0.75,0.6666666666666666,0.5384615384615384,0.7142857142857143,0.64325,0.5711,0.2903225806451613,0.2903225806451613,0.2702702702702703,0.6756756756756757,0.5360824742268041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
1892,1610612739,Trajan Langdon,Trajan Langdon,1892,CLE,2099.0,35.0,14.0,75.0,78,15.0,8.0,153,1.0,3.0,1.0,4.0,2.0,8.0,20.0,59.0,,1.0,,3.0,4.0,,,0.25,0.5277777777777778,0.5555555555555556,0.125,,28.571428571428573,,0.05555555555555555,0.16666666666666666,0.2222222222222222,0.25,0.25,,0.6111111111111112,0.4738972222222222,12.462499999999999,21.0,,,,,,1.0,1.0,,,,3.0,1.0,3.0,1.0,6.0,4.0,,3.0,,3.0,,,1.0,2.0,6.0,,1.0,,3.0,1.0,3.0,2.0,3.0,3.0,,6.0,,1.0,4.0,1.0,1.0,1.0,,6.0,21.0,,0.3333333333333333,0.75,0.625,0.75,0.75,0.5,0.1,0.045454545454545456,,,0.08108108108108109,0.03225806451612903,0.25,,0.08333333333333333,0.125,0.1,,,,,0.3333333333333333,0.5,,,,,,0.514875,0.4152125,0.05555555555555555,0.125,0.15,0.3,0.28,5.0,10.0,1.0,2.0,1.0,1.0,5.0,10.0,1.0,2.0,1.0,1.0,12.0,3.0,10.0,5.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,0.8,0.5,0.5,1.0,0.5,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.5,0.5,0.8,1.0,0.5,0.25,1.0,0.5,25.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,1610612739,Jumaine Jones,Jumaine Jones,1908,CLE,3235.0,54.0,23.0,114.0,117,17.0,14.0,231,8.0,2.0,2.0,6.0,8.0,16.0,28.0,87.0,12.0,,2.0,12.0,15.0,0.75,0.75,0.5,0.4807692307692308,0.5,,,23.076923076923077,0.6666666666666666,0.3076923076923077,0.07692307692307693,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,0.6923076923076923,0.54216,8.3625,39.0,5.0,,1.0,1.0,3.0,1.0,3.0,,1.0,,,1.0,6.0,1.0,9.0,4.0,,6.0,1.0,7.0,1.0,,4.0,2.0,15.0,,3.0,2.0,8.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,,,1.0,4.0,,2.0,,9.0,39.0,,0.16666666666666666,,0.3333333333333333,,0.34615384615384615,1.0,0.20512820512820512,0.08108108108108109,0.16666666666666666,,0.19607843137254902,0.058823529411764705,0.09090909090909091,,0.1875,0.09090909090909091,0.3333333333333333,0.14285714285714285,0.625,0.625,0.8,0.5,0.5,1.0,,,0.25,0.3333333333333333,0.5787,0.5297416666666667,0.07142857142857142,0.1111111111111111,,0.32142857142857145,0.34210526315789475,2.0,9.0,,,2.0,6.0,3.0,10.0,,,2.0,6.0,9.0,,8.0,2.0,,,1.0,,2.0,1.0,2.0,1.0,0.3,,0.3333333333333333,0.3333333333333333,0.38461538461538464,,0.34615384615384615,0.2222222222222222,0.2222222222222222,1.0,,,0.5,0.3333333333333333,0.25,26.8,1.0,1.0,1.0,1.0,1.0,1.0,0.10526315789473684,0.2,0.07142857142857142,0.5,0.038461538461538464,1.0,1.0,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2244,1610612739,Jeff Trepagnier,Jeff Trepagnier,2244,CLE,4565.0,76.0,14.0,160.0,162,41.0,17.0,322,9.0,2.0,4.0,11.0,7.0,22.0,18.0,135.0,14.0,2.0,,9.0,12.0,1.0,1.0,0.3181818181818182,0.30434782608695654,0.34615384615384615,0.09090909090909091,0.1111111111111111,20.555555555555554,,0.391304347826087,0.08695652173913043,0.4782608695652174,0.36363636363636365,0.36363636363636365,1.0,0.43478260869565216,0.4948717391304347,10.022727272727273,67.0,3.0,,2.0,2.0,3.0,,4.0,,3.0,,,4.0,8.0,,8.0,,,10.0,2.0,12.0,2.0,,7.0,2.0,26.0,,3.0,2.0,7.0,3.0,8.0,1.0,9.0,6.0,3.0,11.0,1.0,4.0,8.0,7.0,,2.0,1.0,8.0,67.0,,0.5,,0.5,,0.4444444444444444,0.8181818181818182,0.11290322580645161,0.05660377358490566,0.16666666666666666,,0.12162162162162163,0.04477611940298507,0.06666666666666667,,0.045454545454545456,0.1,0.2,0.14285714285714285,0.3333333333333333,0.375,1.0,,,0.5,,,0.375,0.6666666666666666,0.5780625,0.503375,0.08,0.08333333333333333,,0.4444444444444444,0.41875,,1.0,,1.0,,,,1.0,,1.0,,,,,1.0,,7.0,2.0,4.0,,4.0,2.0,4.0,,,,,,0.043478260869565216,0.5,0.043478260869565216,,,,0.25,,,,,26.8,,,,,,3.0,,0.2,,0.75,,,,,1.0,1.0,1.0,1.0,2.0,0.16666666666666666,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
445,1610612739,Wesley Person,Wesley Person,445,CLE,792.0,13.0,1.0,30.0,30,18.0,4.0,60,2.0,1.0,1.0,1.0,3.0,4.0,8.0,24.0,2.0,1.0,,,1.0,0.3333333333333333,0.5,0.75,0.6,0.6,0.25,,14.285714285714286,,0.4,0.2,0.2,1.0,1.0,,0.6,0.58188,5.05,10.0,2.0,1.0,1.0,2.0,2.0,,2.0,1.0,1.0,,2.0,2.0,2.0,1.0,5.0,4.0,2.0,,1.0,1.0,1.0,,,,3.0,,,,,1.0,1.0,,,,,,,,1.0,2.0,,,,5.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,0.5,,,1.0,1.0,,1.0,1.0,0.6839,0.72655,,,0.25,0.625,0.3333333333333333,,1.0,,,,,,1.0,,,,,,,1.0,,1.0,,,,2.0,1.0,2.0,,,,,,0.2,1.0,0.2,,,,,,,,,26.1,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,2.0,1.0,0.5,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
902,1610612739,Bimbo Coles,Bimbo Coles,902,CLE,1952.0,33.0,-18.0,65.0,64,16.0,7.0,129,2.0,1.0,,1.0,1.0,4.0,4.0,70.0,2.0,,,1.0,4.0,1.0,1.0,0.25,0.2,0.3333333333333333,,,10.81081081081081,,0.4,0.2,0.2,,,,0.6,0.47229,7.175000000000001,39.0,1.0,,,,1.0,,2.0,,,,,,1.0,,,,,4.0,,4.0,,,3.0,,8.0,1.0,2.0,,1.0,3.0,,,2.0,2.0,,3.0,1.0,2.0,2.0,2.0,,,1.0,,39.0,,,,,,,0.6666666666666666,0.043478260869565216,0.07692307692307693,,0.25,0.038461538461538464,0.1,,0.25,,,0.14285714285714285,,0.5,0.5,1.0,,,,,,1.0,,0.48945,0.5428,,,,,0.6,,,,,,,,1.0,,1.0,,,,,,,,1.0,2.0,,,,,,,,,,0.2,,,,,,,,,,,23.5,,1.0,,,,,0.09090909090909091,,,,0.2,,,,1.0,1.0,,,,0.125,,,,,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,1610612739,Brian Skinner,Brian Skinner,1730,CLE,3223.0,54.0,25.0,117.0,114,37.0,13.0,231,5.0,1.0,,1.0,5.0,7.0,11.0,89.0,8.0,,1.0,10.0,12.0,0.8,1.0,0.7142857142857143,0.7142857142857143,0.6875,,,6.8181818181818175,0.25,0.7142857142857143,0.14285714285714285,0.14285714285714285,,,,0.7142857142857143,0.5015285714285714,5.171428571428572,54.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,,2.0,3.0,4.0,,6.0,2.0,2.0,1.0,,1.0,,,,1.0,2.0,,2.0,1.0,8.0,2.0,2.0,1.0,1.0,,1.0,1.0,,1.0,4.0,3.0,1.0,2.0,,6.0,54.0,0.5,0.75,0.5,0.75,0.5,0.75,1.0,0.16666666666666666,0.05714285714285714,0.125,,0.16071428571428573,0.0425531914893617,0.125,,0.2222222222222222,0.13333333333333333,0.13333333333333333,,0.8,0.8,0.75,1.0,1.0,1.0,0.5,,0.75,0.6666666666666666,0.57045,0.5272749999999999,0.25,0.25,0.18181818181818182,0.5454545454545454,0.46153846153846156,,,,,,,,,,,,,,,,,1.0,,3.0,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,0.05,0.3333333333333333,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
179,1610612739,Bryant Stith,Bryant Stith,179,CLE,1762.0,29.0,5.0,61.0,60,16.0,3.0,121,,2.0,,1.0,1.0,3.0,5.0,50.0,2.0,1.0,,6.0,6.0,1.0,1.0,0.3333333333333333,0.5,0.5,0.3333333333333333,,9.23076923076923,,,0.4,0.2,,,,0.4,0.45072,11.866666666666665,18.0,,,,,,1.0,,,,,,,1.0,,,,,5.0,1.0,6.0,1.0,,1.0,3.0,13.0,,,3.0,3.0,,,,1.0,,1.0,1.0,,,1.0,,,,,,18.0,,,,,,,1.0,0.125,,0.6,,0.20689655172413793,,,,,0.14285714285714285,0.2222222222222222,0.5,,,,0.5,1.0,,,,,,,0.355,,,,,0.29508196721311475,,1.0,,,,,1.0,2.0,,,,,3.0,,1.0,,,,,,,,,1.0,0.5,,,0.5,0.4,0.5,0.2,,,,,,,,,24.55,1.0,1.0,,,,,,0.6666666666666666,,,0.2,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2205,1610612739,DeSagana Diop,DeSagana Diop,2205,CLE,918.0,15.0,6.0,31.0,30,11.0,3.0,61,2.0,1.0,1.0,1.0,4.0,4.0,8.0,24.0,4.0,,,,1.0,0.5,0.6666666666666666,1.0,1.0,1.0,,,20.0,,0.5,0.25,0.25,1.0,1.0,1.0,0.5,0.537525,6.4,6.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,2.0,1.0,1.0,,2.0,4.0,2.0,,,,,,,,,,1.0,,,1.0,,,2.0,1.0,1.0,3.0,,1.0,2.0,1.0,1.0,1.0,,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,,0.08333333333333333,,,,0.07692307692307693,0.16666666666666666,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,0.7773,0.6024,0.25,0.25,0.25,0.25,0.1935483870967742,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
