EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,ShortMidRangePctBlocked,DefCorner3ReboundPct,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,Technical Free Throw Trips,Blocked3s,BlockedArc3,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,HeaveAttempts,FTOffRebounds,3SecondViolations,OffFTReboundPct,DefensiveGoaltends,OffensiveGoaltends,on,Clear Path Fouls,3pt And 1 Free Throw Trips,Corner3PctBlocked,BlockedCorner3
1032,1610612749,Darvin Ham,Darvin Ham,1032,MIL,12480.0,208,-15,393,401,106,124,46,794,17.0,24.0,2.0,3.0,6.0,10.0,2.0,8.0,3.0,10,2.0,2.0,22.0,42,2.0,16.0,60,399,2.0,4.0,3.0,7.0,9.0,18.0,2.0,3.0,21,32.0,12.0,2.0,2.0,2.0,8.0,4.0,12.0,3.0,1.0,4.0,1.0,3.0,28.0,3.0,6.0,5.0,13.0,3.0,21.0,9.0,30.0,1.0,3.0,2.0,1.0,6.0,2.0,3.0,8.0,3.0,1.0,14.0,1.0,5.0,17.0,4.0,3.0,27.0,3.0,12.0,3.0,5.0,3.0,1.0,1.0,5.0,3.0,1.0,21,106,2.0,0.7272727272727273,0.7619047619047619,0.5238095238095238,0.5,0.5,0.5,0.5,0.45,0.5357142857142857,0.5,0.4375,0.045454545454545456,0.047619047619047616,0.08333333333333333,15.695067264573991,0.42857142857142855,0.42857142857142855,0.08024691358024691,0.049586776859504134,0.1,0.04477611940298507,0.08490566037735849,0.047872340425531915,0.04,0.023255813953488372,0.07547169811320754,0.022222222222222223,0.09090909090909091,0.07317073170731707,0.12,0.056338028169014086,0.14705882352941177,0.05555555555555555,0.6,0.5454545454545454,0.7083333333333334,0.7727272727272727,0.7647058823529411,0.18181818181818182,0.25,0.25,0.22727272727272727,0.3,0.3,1.0,0.045454545454545456,0.75,0.6666666666666666,0.5,0.5,0.6,0.1,0.5909090909090909,0.5019522727272728,0.51065,0.48816,0.22641509433962265,0.23529411764705882,0.11666666666666667,0.35,5.485714285714287,25.65,0.2697201017811705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1501,1610612749,Tim Thomas,Tim Thomas,1501,MIL,21881.0,365,-19,668,664,124,139,72,1332,17.0,28.0,4.0,6.0,3.0,3.0,10.0,28.0,18.0,30,42.0,8.0,45.0,86,57.0,18.0,153,698,9.0,14.0,5.0,23.0,7.0,10.0,13.0,8.0,31,60.0,30.0,2.0,42.0,11.0,11.0,10.0,21.0,4.0,6.0,3.0,4.0,4.0,52.0,3.0,9.0,13.0,42.0,2.0,57.0,12.0,69.0,1.0,5.0,4.0,1.0,10.0,4.0,7.0,13.0,3.0,2.0,23.0,3.0,11.0,28.0,,6.0,22.0,3.0,10.0,1.0,4.0,1.0,1.0,2.0,4.0,3.0,1.0,31,124,2.0,0.6666666666666666,0.6818181818181818,0.5232558139534884,0.6428571428571429,0.7,0.47202797202797203,0.5294117647058824,0.5,0.5032894736842105,0.575,0.5740740740740741,0.3986013986013986,0.12790697674418605,0.17857142857142858,23.39572192513369,0.43478260869565216,0.11764705882352941,0.15730337078651685,0.04433497536945813,0.1566265060240964,0.026785714285714284,0.15714285714285714,0.0380952380952381,0.0847457627118644,0.02666666666666667,0.028985507246376812,0.012048192771084338,0.06896551724137931,0.13414634146341464,0.24050632911392406,0.11320754716981132,0.14516129032258066,0.014084507042253521,0.75,0.1958041958041958,0.6071428571428571,0.7391304347826086,0.6470588235294118,0.1958041958041958,0.35714285714285715,0.45454545454545453,0.2097902097902098,0.6,0.6,0.7777777777777778,0.2937062937062937,0.35294117647058826,0.6666666666666666,0.5,0.13043478260869565,1.0,0.34782608695652173,0.5944055944055944,0.4880908450704226,0.48116428571428577,0.49510909090909094,0.0728476821192053,0.10752688172043011,0.1503267973856209,0.20261437908496732,8.882558139534884,25.04736842105263,0.18562874251497005,4.0,15.0,2.0,5.0,11.0,3.0,1.0,15.0,3.0,3.0,45.0,11.0,1.0,2.0,1.0,1.0,0.2631578947368421,0.23076923076923078,0.2631578947368421,0.21428571428571427,0.19047619047619047,0.5,0.1048951048951049,0.26666666666666666,0.26666666666666666,1.0,0.2619047619047619,0.2619047619047619,1.0,0.17647058823529413,0.21739130434782608,0.4,0.125,0.2619047619047619,0.017241379310344827,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1747,1610612749,Rafer Alston,Rafer Alston,1747,MIL,35764.0,596,-48,1101,1104,255,288,123,2205,20.0,46.0,3.0,6.0,4.0,10.0,5.0,21.0,14.0,53,47.0,13.0,39.0,120,71.0,18.0,177,1162,3.0,10.0,,18.0,7.0,24.0,21.0,10.0,48,18.0,60.0,4.0,47.0,10.0,96.0,47.0,143.0,29.0,18.0,33.0,22.0,41.0,333.0,2.0,8.0,21.0,41.0,,62.0,10.0,72.0,2.0,32.0,19.0,13.0,26.0,4.0,15.0,14.0,11.0,3.0,40.0,13.0,18.0,42.0,,1.0,29.0,,12.0,2.0,1.0,,,1.0,2.0,,1.0,48,255,5.0,0.23076923076923078,0.24324324324324326,0.325,0.3,0.2916666666666667,0.4162303664921466,0.5,0.4222222222222222,0.4317073170731707,0.5,0.46153846153846156,0.3717277486910995,0.08333333333333333,0.1956521739130435,19.74214343271555,0.65,,0.0944700460829493,0.022284122562674095,0.16279069767441862,0.011363636363636364,0.11012433392539965,0.018691588785046728,0.029411764705882353,0.024390243902439025,0.014925373134328358,0.01652892561983471,,0.09836065573770492,0.12598425196850394,0.07027027027027027,0.16842105263157894,0.017699115044247787,,0.24083769633507854,0.43478260869565216,0.5405405405405406,0.15,0.1099476439790576,0.23809523809523808,0.25,0.2774869109947644,0.2641509433962264,0.2641509433962264,0.21428571428571427,0.24607329842931938,0.3333333333333333,0.5,,0.2222222222222222,0.4,0.28888888888888886,0.612565445026178,0.49451526315789457,0.5185678571428571,0.47939333333333334,0.059113300492610835,0.09090909090909091,0.1016949152542373,0.2711864406779661,10.232499999999998,25.09577464788732,0.23160762942779292,11.0,24.0,4.0,8.0,16.0,4.0,4.0,27.0,8.0,8.0,75.0,16.0,4.0,4.0,,0.9259259259259259,0.38028169014084506,0.38095238095238093,0.38028169014084506,0.047619047619047616,0.14705882352941177,0.6,0.1256544502617801,0.4583333333333333,0.4583333333333333,0.9090909090909091,0.3404255319148936,0.3404255319148936,0.9375,0.2222222222222222,0.17777777777777778,0.5,0.3076923076923077,0.3404255319148936,,2.0,4.0,2.0,4.0,6.0,1.0,1.0,1.0,0.5,0.2222222222222222,0.5,0.5,0.5,1.0,,,,,,,,,,,True,,,,
193,1610612749,Anthony Mason,Anthony Mason,193,MIL,21194.0,353,5,634,633,126,149,70,1267,8.0,22.0,2.0,5.0,1.0,1.0,14.0,32.0,3.0,6,,,25.0,60,,9.0,59,697,3.0,6.0,2.0,8.0,3.0,7.0,,2.0,8,32.0,18.0,2.0,,5.0,9.0,10.0,19.0,8.0,2.0,6.0,2.0,1.0,48.0,6.0,10.0,16.0,37.0,9.0,62.0,16.0,78.0,2.0,7.0,3.0,4.0,7.0,3.0,3.0,4.0,4.0,,11.0,2.0,6.0,13.0,3.0,,12.0,2.0,6.0,1.0,3.0,1.0,,2.0,3.0,3.0,,8,126,,0.64,0.6666666666666666,0.4166666666666667,0.5,0.42857142857142855,0.4166666666666667,0.5,0.42857142857142855,0.45384615384615384,0.5714285714285714,0.5,,0.08333333333333333,0.09090909090909091,10.674157303370785,0.6363636363636364,0.5,0.15040650406504066,0.04830917874396135,0.2222222222222222,0.07058823529411765,0.16666666666666666,0.0547945205479452,0.030303030303030304,0.05714285714285714,0.056338028169014086,0.07692307692307693,0.06060606060606061,0.08571428571428572,0.1111111111111111,0.22115384615384615,0.21818181818181817,0.06666666666666667,1.0,0.36666666666666664,0.36363636363636365,0.4,0.75,0.5333333333333333,0.4375,0.4827586206896552,0.1,0.5,0.5,1.0,,0.8333333333333334,0.4,0.5,0.14285714285714285,1.0,,0.36666666666666664,0.45037999999999995,0.49243333333333333,0.37420000000000003,0.09375,0.09375,0.13559322033898305,0.13559322033898305,6.370000000000001,,0.19873817034700317,,,,,,,,,,,,,1.0,1.0,,,,,,0.09375,0.23529411764705882,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
2072,1610612749,Michael Redd,Michael Redd,2072,MIL,17246.0,287,3,529,536,133,187,62,1065,20.0,25.0,5.0,5.0,9.0,10.0,10.0,23.0,16.0,35,43.0,8.0,46.0,83,69.0,19.0,204,552,8.0,12.0,,22.0,15.0,24.0,14.0,8.0,50,62.0,30.0,12.0,43.0,2.0,8.0,3.0,11.0,3.0,,3.0,2.0,3.0,25.0,3.0,7.0,7.0,14.0,,21.0,10.0,31.0,3.0,11.0,5.0,6.0,4.0,,3.0,4.0,1.0,,8.0,3.0,10.0,21.0,1.0,3.0,23.0,2.0,10.0,2.0,1.0,1.0,,,1.0,1.0,,50,133,1.0,0.6739130434782609,0.775,0.5542168674698795,0.6666666666666666,0.625,0.6085526315789473,0.5789473684210527,0.5526315789473685,0.6265432098765432,0.5789473684210527,0.5975609756097561,0.45394736842105265,0.024096385542168676,0.04,28.42809364548495,0.5,,0.07035175879396985,0.042682926829268296,0.10144927536231885,0.03409090909090909,0.07835820895522388,0.03968253968253968,0.06666666666666667,0.03571428571428571,0.031746031746031744,0.046153846153846156,,0.038461538461538464,0.08333333333333333,0.08045977011494253,0.08333333333333333,0.043478260869565216,1.0,0.16447368421052633,0.8,0.8333333333333334,0.75,0.1513157894736842,0.43478260869565216,0.43478260869565216,0.23026315789473684,0.45714285714285713,0.47058823529411764,0.8125,0.28289473684210525,0.2631578947368421,1.0,0.2,0.2631578947368421,0.9,0.21052631578947367,0.618421052631579,0.4894753289473685,0.49334999999999996,0.47939999999999994,0.0625,0.10989010989010989,0.10784313725490197,0.24509803921568626,9.887951807228916,24.75072463768116,0.2514177693761815,12.0,26.0,2.0,6.0,19.0,3.0,2.0,31.0,7.0,4.0,84.0,19.0,,1.0,,0.9032258064516129,0.4492753623188406,0.2857142857142857,0.4492753623188406,,0.14285714285714285,0.3,0.17105263157894737,0.46153846153846156,0.46153846153846156,1.0,0.4418604651162791,0.4523809523809524,0.8421052631578947,0.15789473684210525,0.15789473684210525,0.3333333333333333,0.25,0.4418604651162791,,,4.0,2.0,2.0,9.0,1.0,,,0.2857142857142857,0.21052631578947367,,,0.6666666666666666,1.0,1.0,0.014492753623188406,0.02857142857142857,0.023255813953488372,,,,,,,True,,,,
208,1610612749,Sam Cassell,Sam Cassell,208,MIL,517.0,9,-4,18,16,12,3,2,34,,,,,,,,,,1,2.0,,,1,2.0,2.0,5,19,,1.0,,,,,,2.0,2,,,,2.0,,1.0,,1.0,,,,1.0,,2.0,,,,,,,,,,1.0,1.0,,1.0,,1.0,,,,1.0,1.0,,1.0,,,2.0,,,1.0,,,,,,,,2,12,,,,,,,0.5,,,0.625,,1.0,0.6666666666666666,,,25.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,0.6666666666666666,,,,,,,0.6666666666666666,0.46016666666666667,0.3803,,,,,0.4,16.6,24.75,0.6666666666666666,,,,,1.0,,,1.0,,,3.0,1.0,,,,1.0,0.5,,0.5,,,,,,,,0.5,0.5,1.0,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
299,1610612749,Glenn Robinson,Glenn Robinson,299,MIL,15264.0,254,-75,467,469,88,85,46,936,9.0,18.0,2.0,4.0,2.0,3.0,26.0,50.0,26.0,52,18.0,6.0,61.0,120,23.0,40.0,183,540,5.0,9.0,8.0,18.0,8.0,16.0,7.0,15.0,40,78.0,44.0,2.0,17.0,6.0,12.0,10.0,22.0,6.0,4.0,6.0,3.0,3.0,54.0,4.0,6.0,5.0,22.0,4.0,31.0,10.0,41.0,3.0,9.0,6.0,3.0,14.0,3.0,8.0,6.0,6.0,3.0,20.0,3.0,9.0,15.0,,,44.0,5.0,18.0,6.0,5.0,3.0,2.0,,5.0,3.0,,40,88,1.0,0.639344262295082,0.65,0.5083333333333333,0.5555555555555556,0.5,0.5,0.5,0.5434782608695652,0.5617283950617284,0.6428571428571429,0.6451612903225806,0.16083916083916083,0.05,0.05555555555555555,35.0,0.7,0.23529411764705882,0.12290502793296089,0.0375,0.10869565217391304,0.05714285714285714,0.12,0.043478260869565216,0.057692307692307696,0.03773584905660377,0.01818181818181818,0.06521739130434782,0.041666666666666664,0.1111111111111111,0.11363636363636363,0.1388888888888889,0.11428571428571428,0.046153846153846156,0.6,0.1258741258741259,0.5,0.5294117647058824,0.5555555555555556,0.34965034965034963,0.52,0.5777777777777777,0.36363636363636365,0.5,0.5,0.6923076923076923,0.1258741258741259,0.4,0.5,,0.13043478260869565,0.6666666666666666,0.2608695652173913,0.2867132867132867,0.44952765957446805,0.5011,0.46759318181818194,0.11538461538461539,0.13533834586466165,0.09836065573770492,0.2185792349726776,11.398333333333333,28.191304347826087,0.18843683083511778,2.0,5.0,1.0,1.0,5.0,,2.0,7.0,1.0,3.0,21.0,5.0,,5.0,,1.0,0.30434782608695654,0.42857142857142855,0.3181818181818182,0.1,0.09090909090909091,0.6153846153846154,0.03496503496503497,0.4,0.4,1.0,0.2777777777777778,0.2777777777777778,1.0,,0.043478260869565216,1.0,0.3333333333333333,0.29411764705882354,,,1.0,,,,1.0,,,,0.1,,,,,,,,,1.0,,,,,,True,,,,
911,1610612749,Ervin Johnson,Ervin Johnson,911,MIL,14437.0,241,-31,435,437,78,82,47,872,6.0,17.0,2.0,7.0,,,1.0,6.0,,3,1.0,1.0,7.0,26,1.0,3.0,17,466,2.0,7.0,1.0,5.0,1.0,1.0,1.0,1.0,3,8.0,6.0,4.0,,3.0,5.0,1.0,6.0,,1.0,4.0,1.0,,13.0,4.0,10.0,4.0,32.0,5.0,41.0,15.0,56.0,,7.0,4.0,3.0,3.0,1.0,1.0,2.0,2.0,,5.0,2.0,19.0,31.0,1.0,,10.0,2.0,5.0,1.0,15.0,9.0,,6.0,15.0,8.0,2.0,3,78,2.0,0.5714285714285714,0.8,0.2692307692307692,0.2857142857142857,1.0,0.25925925925925924,0.2857142857142857,0.5,0.27419354838709675,0.3125,0.5,0.037037037037037035,0.11538461538461539,0.058823529411764705,7.346938775510203,0.6,0.4166666666666667,0.18604651162790697,0.06666666666666667,0.08163265306122448,0.0547945205479452,0.16289592760180996,0.06278026905829596,0.06976744186046512,0.11320754716981132,0.018518518518518517,0.05555555555555555,0.05263157894736842,0.16326530612244897,0.16981132075471697,0.21428571428571427,0.05263157894736842,,0.5333333333333333,0.6296296296296297,0.35294117647058826,0.375,0.5,0.2222222222222222,0.16666666666666666,0.25,0.1111111111111111,,,,0.037037037037037035,1.0,0.2857142857142857,,,,0.5,0.6666666666666666,0.4948269230769231,0.5493714285714286,0.3769,0.16666666666666666,0.1724137931034483,0.29411764705882354,0.17647058823529413,4.119230769230769,60.0,0.1793103448275862,,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.18181818181818182,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0625,,,True,,,,
951,1610612749,Ray Allen,Ray Allen,951,MIL,15109.0,252,-2,463,460,88,97,53,923,10.0,13.0,,1.0,1.0,1.0,4.0,18.0,8.0,23,46.0,14.0,22.0,54,67.0,27.0,167,474,3.0,7.0,4.0,10.0,2.0,9.0,17.0,10.0,41,20.0,24.0,2.0,42.0,4.0,14.0,10.0,24.0,7.0,3.0,6.0,1.0,7.0,58.0,1.0,5.0,3.0,13.0,1.0,17.0,6.0,23.0,3.0,9.0,7.0,2.0,10.0,3.0,7.0,8.0,3.0,,18.0,,10.0,14.0,,2.0,29.0,1.0,12.0,3.0,,,,,,,,41,88,1.0,0.45454545454545453,0.47619047619047616,0.4074074074074074,0.42857142857142855,0.2222222222222222,0.5785123966942148,0.3,0.5961538461538461,0.6185185185185185,0.4166666666666667,0.6612903225806451,0.5537190082644629,0.07407407407407407,,29.198473282442748,0.5555555555555556,0.07142857142857142,0.07142857142857142,0.031446540880503145,0.061224489795918366,0.015384615384615385,0.06926406926406926,0.026785714285714284,0.041666666666666664,0.017857142857142856,0.03636363636363636,,0.038461538461538464,0.07692307692307693,0.05357142857142857,0.08108108108108109,0.027777777777777776,0.05454545454545454,,0.10743801652892562,0.7692307692307693,0.7692307692307693,0.4,0.1487603305785124,0.2222222222222222,0.2857142857142857,0.19008264462809918,0.34782608695652173,0.34782608695652173,0.625,0.38016528925619836,0.1,,,0.038461538461538464,1.0,0.5384615384615384,0.6611570247933884,0.49613879310344833,0.45761499999999994,0.4426583333333333,0.09090909090909091,0.18461538461538463,0.059880239520958084,0.24550898203592814,10.45185185185185,27.592537313432835,0.1900647948164147,11.0,21.0,2.0,3.0,21.0,1.0,7.0,32.0,3.0,9.0,81.0,21.0,3.0,1.0,,0.84375,0.47761194029850745,0.5294117647058824,0.5079365079365079,0.2222222222222222,0.15384615384615385,0.25,0.17355371900826447,0.5238095238095238,0.5238095238095238,1.0,0.45652173913043476,0.4666666666666667,0.7619047619047619,0.1,0.11538461538461539,0.6666666666666666,0.5,0.5,,,2.0,,,15.0,,,,,0.2,,,,,1.0,0.014925373134328358,,0.021739130434782608,4.0,,,,,,True,,,,
998,1610612749,Mark Pope,Mark Pope,998,MIL,6789.0,113,10,225,225,115,126,28,450,4.0,11.0,1.0,5.0,1.0,5.0,,5.0,1.0,8,1.0,,5.0,24,6.0,1.0,14,220,1.0,6.0,1.0,3.0,1.0,11.0,2.0,,2,8.0,2.0,2.0,1.0,1.0,2.0,4.0,6.0,2.0,2.0,1.0,1.0,,16.0,,7.0,3.0,12.0,1.0,16.0,7.0,23.0,4.0,3.0,2.0,1.0,,1.0,,1.0,,,1.0,1.0,3.0,5.0,1.0,,2.0,,1.0,,1.0,,,1.0,1.0,1.0,,2,115,,0.8,1.0,0.20833333333333334,0.16666666666666666,0.09090909090909091,0.21666666666666667,0.16666666666666666,0.07692307692307693,0.22580645161290322,0.21428571428571427,0.07692307692307693,0.2,0.041666666666666664,0.09090909090909091,12.403100775193797,,0.3333333333333333,0.14457831325301204,0.10144927536231885,0.1,,0.13274336283185842,0.0625,0.16666666666666666,0.1111111111111111,0.06060606060606061,,,0.21052631578947367,0.13636363636363635,0.11904761904761904,0.09523809523809523,0.18181818181818182,1.0,0.36666666666666664,0.36363636363636365,0.4,0.75,0.16666666666666666,,,0.26666666666666666,0.125,0.125,1.0,0.03333333333333333,0.8333333333333334,0.2,,0.38461538461538464,0.2,,0.5666666666666667,0.46016666666666667,0.5791166666666667,0.4582730769230769,0.03225806451612903,0.04,0.21428571428571427,0.14285714285714285,8.945833333333333,24.166666666666668,0.5111111111111111,,5.0,,2.0,1.0,,,1.0,,,3.0,1.0,,,,1.0,0.16666666666666666,,0.16666666666666666,,0.1111111111111111,,0.16666666666666666,,,,1.0,1.0,1.0,,0.15384615384615385,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
