EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGA,FG2A,OpponentPoints,PenaltyFG2A,PenaltyOffPossExcludingTakeFouls,Usage,ShortMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,LongMidRangeFGA,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,Fouls,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,LongMidRangeFrequency,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,PenaltyTurnovers,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,ShortMidRangeFGM,FG2M,FtPoints,Points,SecondChanceFG2A,PtsAssisted2s,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SecondChanceTurnovers,ShootingFouls,FTA,TwoPtShootingFoulsDrawn,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,Arc3FGM,Arc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChancePoints,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,FTOffRebounds,Technical Free Throw Trips,PenaltyPointsExcludingTakeFouls,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,OffFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyArc3FGA,PenaltyFG3A,HeaveAttempts,OffThreePtRebounds,DefThreePtRebounds,Steals,BadPassSteals,DefThreePtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,PenaltyArc3Frequency,DefAtRimReboundPct,Corner3FGA,PenaltyCorner3FGA,Fg2aBlocked,ShortMidRangeAssists,DefensiveGoaltends,FG2APctBlocked,ShortMidRangePctBlocked,Corner3Frequency,PenaltyCorner3Frequency,on,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PtsAssisted3s,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,SelfOReb,LostBallSteals,LostBallOutOfBoundsTurnovers,Travels,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedLongMidRange,BlockedShortMidRange,3SecondViolations,Defensive 3 Seconds Violations,Assisted3sPct,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimPctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedCorner3,Clear Path Fouls,BlockedArc3,Corner3PctBlocked,HeaveMakes
111,1610612748,LaPhonso Ellis,LaPhonso Ellis,111,MIA,242.0,4,-3,8,8,8.0,8.0,16,1.0,1.0,9.0,1.0,8.0,12.5,1.0,0.335,0.335,12.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,1610612748,Vladimir Stepania,Vladimir Stepania,1735,MIA,497.0,8,-11,15,16,11.0,12.0,31,,1.0,22.0,,11.0,11.76470588235294,,0.3905,,19.0,0.7333333333333333,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.25,0.2,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,1610612748,Anthony Carter,Anthony Carter,1853,MIA,462.0,8,-11,15,17,10.0,11.0,32,,,22.0,,10.0,20.0,,,,,0.6666666666666666,,,,,,1.0,,3.0,1.0,,,0.3333333333333333,,,,,2.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2081,1610612748,Ernest Brown,Ernest Brown,2081,MIA,1285.0,21,-22,39,39,14.0,18.0,78,5.0,6.0,46.0,1.0,14.0,23.913043478260867,0.8333333333333334,0.35808333333333336,0.3535,9.416666666666666,0.358974358974359,6.0,1.0,4.0,5.0,6.0,2.0,2.0,3.0,4.0,2.0,1.0,0.6666666666666666,0.3076923076923077,0.23529411764705882,,0.16666666666666666,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.1875,1.0,0.05263157894736842,0.047619047619047616,0.5,0.6666666666666666,1.0,0.2,0.2,1.0,0.3567,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,1610612748,Eddie Jones,Eddie Jones,224,MIA,1246.0,21,-24,38,38,13.0,17.0,76,1.0,7.0,46.0,5.0,13.0,24.444444444444443,0.125,0.38916875,0.38406,14.485714285714286,0.34210526315789475,6.0,5.0,2.0,2.0,5.0,2.0,,2.0,,,,1.0,0.15384615384615385,0.125,0.25,0.625,,,,,,2.0,,1.0,,,,,1.0,4.0,3.0,14.0,2.0,4.0,2.0,,3.0,,,3.0,1.0,,0.5,0.6666666666666666,0.5714285714285714,0.6875,0.7222222222222222,,0.10526315789473684,0.09523809523809523,,0.16666666666666666,,1.0,1.0,,0.36545,0.1111111111111111,0.125,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,10.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,0.5,0.8,0.5,0.8,0.5,0.8333333333333334,0.125,0.5,0.125,0.1111111111111111,0.125,1.0,1.0,0.4,0.4,1.0,0.125,1.0,1.0,0.5,1.0,0.2,1.0,0.25,1.0,0.14285714285714285,0.7142857142857143,24.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,1610612748,Eddie House,Eddie House,2067,MIA,796.0,13,-12,23,24,5.0,6.0,47,1.0,4.0,25.0,1.0,5.0,23.333333333333336,0.2,0.376975,0.3686,17.224999999999998,0.21739130434782608,6.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,,,,1.0,0.16666666666666666,0.2,0.5,0.6,,,,,,1.0,,,,,,,,1.0,,2.0,1.0,,,,1.0,,,,,,,,0.25,0.2,0.2,,,0.07692307692307693,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,1.0,,2.0,2.0,,,,,,,2.0,,,,1.0,,0.5,,0.5,0.2,,,,,,,0.3333333333333333,0.3333333333333333,,0.2,,,,,,,0.2,,,1.0,53.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.25,0.5,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2347,1610612748,Tang Hamilton,Tang Hamilton,2347,MIA,39.0,1,2,1,1,1.0,1.0,2,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,1610612748,Sam Mack,Sam Mack,694,MIA,242.0,4,-1,6,6,2.0,2.0,12,,1.0,6.0,,2.0,12.5,,0.3841,,18.7,0.3333333333333333,2.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,1610612748,Sean Marks,Sean Marks,1752,MIA,126.0,2,-3,4,4,,,8,,,4.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2229,1610612748,Mike James,Mike James,2229,MIA,295.0,5,-5,9,8,,,17,,,6.0,,,14.285714285714285,,0.51885,,,,4.0,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,24.5,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
