EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,PenaltyFtPoints,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceArc3FGM,PtsUnassisted3s,HeaveAttempts,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,Clear Path Fouls
1005,1610612745,Walt Williams,Walt Williams,1005,HOU,31518.0,525,-43,981,980,169,137,126,1961,23,45,5.0,11,3.0,5.0,3.0,14,17,42,15.0,34.0,1.0,2.0,2.0,3.0,17.0,49.0,6.0,2.0,7.0,43,101,32.0,83.0,9,191,1108,7.0,18,1.0,8.0,17.0,5,12,4.0,10.0,22,48,38,96.0,6.0,49.0,17.0,11.0,2.0,27,7.0,34,3.0,4.0,10,7.0,10,75,4.0,14,1.0,8.0,54,5.0,67,19,86,1.0,6.0,2.0,4.0,14,4.0,10.0,12,2.0,4.0,2.0,26,4.0,5.0,29,54,2.0,3.0,14,10.0,2.0,5.0,2.0,1.0,2.0,5.0,3.0,22,169,2.0,0.5581395348837209,0.6,1.0,0.3855421686746988,0.125,0.4,0.3855421686746988,0.42574257425742573,0.3888888888888889,0.4166666666666667,0.4945652173913043,0.3269230769230769,0.5,0.49731182795698925,0.3269230769230769,0.5,0.45108695652173914,0.024096385542168676,0.10891089108910891,0.17777777777777778,0.14285714285714285,0.023809523809523808,0.029411764705882353,0.02040816326530612,18.761061946902654,0.5384615384615384,0.21739130434782608,0.03333333333333333,0.13012048192771083,0.04081632653061224,0.125,0.03508771929824561,0.12943632567849686,0.03938730853391685,0.061224489795918366,0.060240963855421686,0.018518518518518517,0.025974025974025976,0.05405405405405406,0.07142857142857142,0.11363636363636363,0.17297297297297298,0.125,0.125,0.010526315789473684,0.6,0.24456521739130435,0.5111111111111111,0.6216216216216216,0.5217391304347826,0.07608695652173914,0.21428571428571427,0.25,0.3333333333333333,0.22826086956521738,0.40476190476190477,0.4146341463414634,0.6470588235294118,0.18478260869565216,0.4411764705882353,0.45454545454545453,1.0,0.266304347826087,0.3469387755102041,0.3541666666666667,1.0,0.4230769230769231,0.45454545454545453,0.2,0.07692307692307693,0.5,1.0,0.23076923076923078,0.22727272727272727,0.6,0.13636363636363635,0.6666666666666666,0.3181818181818182,0.2857142857142857,0.6956521739130435,0.3469387755102041,0.5224855978260871,0.5068045454545455,0.4832568181818182,0.010752688172043012,0.019417475728155338,0.08900523560209424,0.11518324607329843,9.05841584158416,24.549397590361448,0.17227319062181448,,,,,,,,,,,,,,,,,,,True,
1509,1610612745,Kelvin Cato,Kelvin Cato,1509,HOU,115129.0,1919,-151,3534,3534,766,575,485,7068,169,253,47.0,72,37.0,55.0,13.0,46,8,26,,,,,,,,1.0,,,1.0,190,325,,1.0,113,493,3856,49.0,85,,,128.0,43,70,,1.0,122,298,82,,66.0,1.0,,30.0,,22,7.0,29,4.0,3.0,13,,9,65,40.0,130,6.0,61.0,265,23.0,349,176,525,7.0,40.0,35.0,5.0,18,7.0,12.0,35,10.0,6.0,,53,8.0,9.0,116,208,12.0,13.0,194,,93.0,93.0,63.0,6.0,24.0,95.0,58.0,122,766,14.0,0.7842105263157895,0.9490445859872612,,,,,,0.5846153846153846,0.5764705882352941,0.6142857142857143,0.5828220858895705,0.5764705882352941,0.6056338028169014,0.5939759036144578,0.5714285714285714,0.6224489795918368,0.003067484662576687,,0.09230769230769231,0.08300395256916997,0.17391304347826086,0.038461538461538464,,,11.434155875885658,0.33962264150943394,0.26136363636363635,0.05042016806722689,0.17917511832319136,0.10276679841897234,0.24206349206349206,0.0894854586129754,0.18833044482957828,0.09929906542056074,0.11944444444444445,0.11764705882352941,0.08603896103896104,0.08359133126934984,0.10483870967741936,0.15404040404040403,0.18489583333333334,0.19027181688125894,0.2727272727272727,0.12962962962962962,0.06862745098039216,0.6105263157894737,0.7760736196319018,0.6679841897233202,0.728448275862069,0.7810650887573964,0.1411042944785276,0.2826086956521739,0.34210526315789475,0.7692307692307693,0.07975460122699386,0.3076923076923077,0.32,0.875,,,,,0.003067484662576687,,,,0.8470588235294118,0.6527777777777778,0.2765957446808511,,,,,0.7746478873239436,0.6727272727272727,,,0.014084507042253521,,0.7791411042944786,,0.527955692307692,0.5387500000000001,0.5261099999999999,0.23076923076923078,0.23134328358208955,0.25963488843813387,0.24746450304259635,2.581846153846154,36.5,0.21675155631013016,30.0,36.0,16.0,12.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,,,,,,,,True,
1749,1610612745,Cuttino Mobley,Cuttino Mobley,1749,HOU,100236.0,1671,-100,3070,3074,653,503,413,6144,86,139,8.0,9,18.0,30.0,34.0,87,135,316,31.0,65.0,2.0,6.0,6.0,17.0,51.0,142.0,26.0,14.0,50.0,255,542,82.0,207.0,135,891,3381,21.0,46,12.0,32.0,86.0,44,93,20.0,67.0,216,188,322,204.0,8.0,141.0,51.0,22.0,1.0,79,24.0,103,12.0,12.0,42,8.0,29,230,3.0,23,,19.0,111,1.0,131,26,157,5.0,57.0,35.0,22.0,62,22.0,35.0,42,9.0,27.0,4.0,104,9.0,21.0,45,99,3.0,6.0,159,26.0,51.0,16.0,6.0,3.0,7.0,16.0,11.0,216,653,13.0,0.3686274509803922,0.3745019920318725,0.8292682926829268,0.3961352657004831,0.375,0.29850746268656714,0.39805825242718446,0.470479704797048,0.45652173913043476,0.4731182795698925,0.5046728971962616,0.5,0.4625,0.5377475247524752,0.524390243902439,0.5414507772020726,0.27636849132176233,0.004830917874396135,0.04059040590405904,0.12949640287769784,0.034482758620689655,0.0031645569620253164,,0.007042253521126761,25.697379543533387,0.5961538461538461,0.013333333333333334,,0.08611326609775019,0.02123730378578024,0.0871559633027523,0.007633587786259542,0.08626410086264101,0.017615176151761516,0.032679738562091505,0.008064516129032258,0.020793950850661626,0.007168458781362007,0.008771929824561403,0.07207207207207207,0.08857142857142856,0.0924092409240924,0.0755813953488372,0.13043478260869565,0.013192612137203167,0.6875,0.1855807743658211,0.6187050359712231,0.7107438016528925,0.3372093023255814,0.11615487316421896,0.39080459770114945,0.40476190476190477,0.2647058823529412,0.4218958611481976,0.4272151898734177,0.42857142857142855,0.4148148148148148,0.08678237650200267,0.47692307692307695,0.47692307692307695,1.0,0.18958611481975968,0.3591549295774648,0.3617021276595745,0.7254901960784313,0.11538461538461539,0.8888888888888888,,0.07692307692307693,0.3333333333333333,1.0,0.3333333333333333,0.1875,0.6,0.10625,0.35294117647058826,0.3125,0.28,0.46194926568758343,0.3617021276595745,0.47418016085790876,0.4684683333333333,0.4702237341772152,0.06496815286624204,0.08823529411764706,0.09652076318742986,0.24242424242424243,12.458671586715862,25.011111111111102,0.21270358306188925,8.0,68.0,15.0,23.0,,,,3.0,,,2.0,10.0,42.0,1.0,0.38461538461538464,0.8,,,True,
1883,1610612745,Steve Francis,Steve Francis,1883,HOU,75785.0,1263,-54,2350,2348,504,392,300,4698,86,161,9.0,20,19.0,37.0,18.0,53,68,191,6.0,23.0,1.0,4.0,,2.0,32.0,89.0,8.0,8.0,24.0,172,405,38.0,112.0,173,631,2535,11.0,35,4.0,12.0,50.0,45,89,8.0,26.0,163,48,296,36.0,12.0,88.0,32.0,35.0,,176,53.0,229,36.0,17.0,104,11.0,61,511,14.0,34,5.0,25.0,133,4.0,162,53,215,10.0,34.0,21.0,13.0,85,18.0,58.0,58,12.0,27.0,9.0,143,15.0,28.0,29,89,6.0,13.0,218,10.0,94.0,11.0,5.0,,6.0,11.0,6.0,163,504,7.0,0.13953488372093023,0.14457831325301204,0.3157894736842105,0.3392857142857143,0.3333333333333333,0.3076923076923077,0.34234234234234234,0.4246913580246914,0.3142857142857143,0.5056179775280899,0.44294003868471954,0.3617021276595745,0.4956521739130435,0.5073529411764706,0.43103448275862066,0.5586206896551724,0.21663442940038685,,0.08641975308641975,0.13043478260869565,0.24528301886792453,0.005235602094240838,,,28.03564797623468,0.5944055944055944,0.06666666666666667,0.0625,0.1368312757201646,0.041212121212121214,0.1388888888888889,0.048109965635738834,0.1371527777777778,0.043010752688172046,0.048,0.06432748538011696,0.027227722772277228,0.04854368932038835,0.047058823529411764,0.1,0.15953307392996108,0.14606741573033707,0.15714285714285714,0.075,0.03731343283582089,0.5454545454545454,0.3114119922630561,0.5341614906832298,0.6142857142857143,0.19767441860465115,0.10251450676982592,0.33962264150943394,0.45,0.16666666666666666,0.3694390715667311,0.35602094240837695,0.35789473684210527,0.058823529411764705,0.04448742746615087,0.2608695652173913,0.2608695652173913,1.0,0.172147001934236,0.3595505617977528,0.3595505617977528,0.1875,0.425531914893617,0.45,0.2222222222222222,0.0851063829787234,0.25,1.0,0.1702127659574468,0.3217391304347826,0.5135135135135135,0.017391304347826087,,0.20869565217391303,0.3333333333333333,0.528046421663443,0.36363636363636365,0.48810164728682176,0.48345526315789467,0.4711073913043478,0.15851602023608768,0.19542619542619544,0.07923930269413629,0.2583201267828843,10.044691358024691,25.305357142857144,0.214468085106383,16.0,49.0,18.0,19.0,,,,1.0,1.0,,2.0,3.0,78.0,1.0,0.375,,,,True,
1903,1610612745,Kenny Thomas,Kenny Thomas,1903,HOU,81310.0,1355,-93,2488,2484,459,303,322,4972,111,174,18.0,37,14.0,21.0,42.0,120,74,174,,4.0,,,,1.0,,4.0,,,2.0,227,468,,8.0,124,578,2663,26.0,59,,,65.0,25,54,,3.0,86,222,232,,24.0,4.0,,28.0,1.0,58,34.0,92,18.0,16.0,32,5.0,21,218,21.0,62,5.0,27.0,161,17.0,205,88,293,11.0,46.0,34.0,12.0,31,20.0,17.0,47,4.0,14.0,9.0,78,4.0,17.0,51,96,10.0,11.0,176,,85.0,28.0,16.0,4.0,8.0,29.0,17.0,86,459,1.0,0.4889867841409692,0.5162790697674419,,,,,,0.48504273504273504,0.4406779661016949,0.46296296296296297,0.47689075630252103,0.4406779661016949,0.43859649122807015,0.5197841726618705,0.47794117647058826,0.5512820512820513,0.01680672268907563,0.125,0.05982905982905983,0.08045977011494253,0.1,0.011494252873563218,,0.25,22.160083886752883,0.3974358974358974,0.2982456140350877,0.0625,0.15318744053282587,0.06746463547334058,0.15517241379310345,0.07473309608540925,0.15346938775510205,0.06916666666666667,0.08097165991902834,0.08133971291866028,0.05399568034557235,0.0663265306122449,0.09411764705882353,0.13618677042801555,0.12982456140350876,0.17485265225933203,0.16546762589928057,0.11428571428571428,0.05045871559633028,0.5862068965517241,0.36554621848739494,0.6379310344827587,0.69375,0.45045045045045046,0.25210084033613445,0.35,0.3888888888888889,0.23809523809523808,0.36554621848739494,0.42528735632183906,0.43023255813953487,0.6891891891891891,0.008403361344537815,,,,0.008403361344537815,,,,0.6271186440677966,0.4864864864864865,0.2777777777777778,,,,,0.3684210526315789,0.6666666666666666,0.017543859649122806,,0.03508771929824561,,0.38235294117647056,,0.4597914915966388,0.4985549019607843,0.44613508771929833,0.1559633027522936,0.15828677839851024,0.11245674740484429,0.14878892733564014,9.25491452991453,24.737499999999997,0.18448553054662378,13.0,36.0,16.0,11.0,1.0,1.0,,,1.0,1.0,,,,,,,,,True,
2204,1610612745,Eddie Griffin,Eddie Griffin,2204,HOU,41744.0,696,-67,1298,1293,331,268,192,2591,32,46,16.0,23,9.0,14.0,17.0,41,22,64,5.0,14.0,,2.0,1.0,2.0,32.0,90.0,9.0,13.0,27.0,71,151,37.0,104.0,33,286,1422,22.0,38,4.0,11.0,62.0,14,29,14.0,29.0,86,98,44,108.0,26.0,90.0,32.0,11.0,3.0,21,3.0,24,1.0,2.0,7,5.0,9,51,8.0,25,5.0,5.0,88,9.0,102,38,140,2.0,5.0,4.0,1.0,14,2.0,10.0,4,,4.0,,18,1.0,5.0,22,36,3.0,2.0,44,,19.0,45.0,29.0,5.0,11.0,45.0,31.0,86,331,2.0,0.6901408450704225,0.8448275862068966,0.972972972972973,0.3557692307692308,0.36363636363636365,0.4827586206896552,0.3557692307692308,0.47019867549668876,0.5789473684210527,0.4827586206896552,0.49607843137254903,0.5714285714285714,0.603448275862069,0.52,0.5961538461538461,0.6231884057971014,0.40784313725490196,0.028846153846153848,0.0728476821192053,0.13043478260869565,0.07317073170731707,0.03125,,0.03333333333333333,19.21311475409836,0.7777777777777778,0.3,0.1,0.16117216117216118,0.05434782608695652,0.05102040816326531,0.043010752688172046,0.14440993788819875,0.05108359133126935,0.06060606060606061,0.03773584905660377,0.05855855855855856,0.035211267605633804,0.06818181818181818,0.14792899408284024,0.15267175572519084,0.17479674796747968,0.025974025974025976,0.14285714285714285,0.015151515151515152,0.6888888888888889,0.1803921568627451,0.6956521739130435,0.8,0.59375,0.1607843137254902,0.4146341463414634,0.4473684210526316,0.7058823529411765,0.25098039215686274,0.34375,0.3548387096774194,0.8181818181818182,0.054901960784313725,0.35714285714285715,0.35714285714285715,1.0,0.35294117647058826,0.35555555555555557,0.367816091954023,0.96875,0.46938775510204084,0.6956521739130435,0.25,0.04081632653061224,,,0.1836734693877551,0.2413793103448276,0.6428571428571429,0.034482758620689655,0.5,0.46551724137931033,0.48148148148148145,0.5882352941176471,0.35555555555555557,0.4867047058823528,0.5095858974358973,0.4823137931034483,0.07037037037037037,0.1144578313253012,0.21678321678321677,0.3006993006993007,10.466887417218542,25.138461538461534,0.25500770416024654,6.0,16.0,4.0,5.0,,,,3.0,,,1.0,4.0,3.0,,0.4444444444444444,1.0,,,True,
2242,1610612745,Terence Morris,Terence Morris,2242,HOU,21964.0,366,-26,684,687,176,149,99,1371,17,26,6.0,11,4.0,4.0,3.0,10,8,21,1.0,18.0,,3.0,1.0,7.0,6.0,23.0,1.0,2.0,7.0,28,57,7.0,41.0,5,82,747,9.0,16,,4.0,18.0,7,15,3.0,14.0,26,38,18,21.0,10.0,23.0,6.0,6.0,1.0,18,6.0,24,4.0,2.0,6,1.0,11,54,7.0,10,3.0,6.0,39,4.0,49,20,69,2.0,6.0,4.0,2.0,6,2.0,3.0,4,,3.0,,10,1.0,1.0,17,24,,1.0,6,,2.0,9.0,6.0,,3.0,9.0,4.0,26,176,2.0,0.6785714285714286,0.8260869565217391,1.0,0.17073170731707318,,0.21428571428571427,0.17073170731707318,0.49122807017543857,0.5625,0.4666666666666667,0.39285714285714285,0.45,0.39655172413793105,0.40594059405940597,0.45,0.41935483870967744,0.41836734693877553,0.024390243902439025,0.10526315789473684,0.11538461538461539,0.3,,,0.043478260869565216,13.962264150943396,0.6,0.17391304347826086,0.11538461538461539,0.1407942238267148,0.043859649122807015,0.12244897959183673,0.06862745098039216,0.13803680981595093,0.051515151515151514,0.01282051282051282,0.06976744186046512,0.056074766355140186,0.06578947368421052,0.07692307692307693,0.08045977011494253,0.14035087719298245,0.18045112781954886,0.10256410256410256,0.2,0.03571428571428571,0.4444444444444444,0.2653061224489796,0.6538461538461539,0.7391304347826086,0.6470588235294118,0.10204081632653061,0.3,0.42857142857142855,,0.21428571428571427,0.38095238095238093,0.38095238095238093,1.0,0.1836734693877551,0.05555555555555555,0.05555555555555555,1.0,0.23469387755102042,0.2608695652173913,0.2727272727272727,1.0,0.55,0.5454545454545454,0.5,0.15,,,0.05,0.13793103448275862,1.0,0.2413793103448276,0.14285714285714285,0.2413793103448276,0.2857142857142857,0.6836734693877551,0.2608695652173913,0.5119392857142857,0.5048576923076923,0.4869931034482759,0.02,0.03389830508474576,0.21951219512195122,0.3170731707317073,8.477192982456138,24.499999999999996,0.2573099415204678,,3.0,,1.0,,,,,,,,,,,,,,,True,
779,1610612745,Glen Rice,Glen Rice,779,HOU,22673.0,378,-49,683,684,110,72,76,1367,13,23,2.0,4,1.0,1.0,8.0,22,15,34,5.0,15.0,1.0,1.0,1.0,1.0,8.0,25.0,3.0,,3.0,36,79,13.0,40.0,16,127,727,2.0,6,2.0,4.0,12.0,2,4,1.0,4.0,9,42,30,39.0,,25.0,8.0,7.0,,18,,18,,,11,4.0,3,36,1.0,3,,,17,1.0,18,4,22,1.0,8.0,3.0,5.0,8,,6.0,8,,2.0,4.0,16,,3.0,7,17,1.0,3.0,21,4.0,8.0,2.0,1.0,1.0,,2.0,,9,110,1.0,0.5833333333333334,0.5833333333333334,1.0,0.325,0.5,0.25,0.325,0.45569620253164556,0.3333333333333333,0.5,0.46638655462184875,0.5,0.4375,0.5,0.5454545454545454,0.45,0.33613445378151263,,0.08860759493670886,0.21739130434782608,0.045454545454545456,0.029411764705882353,,,18.33550065019506,0.5,0.05555555555555555,,0.05821917808219178,0.012,,0.013888888888888888,0.05089820359281437,0.012422360248447204,0.029850746268656716,0.0136986301369863,,0.02127659574468085,,0.078125,0.0125,0.07432432432432433,,,0.016129032258064516,,0.19327731092436976,0.5652173913043478,0.7222222222222222,0.6153846153846154,0.18487394957983194,0.36363636363636365,0.38095238095238093,0.375,0.2857142857142857,0.4411764705882353,0.45454545454545453,0.6666666666666666,0.12605042016806722,0.3333333333333333,0.3333333333333333,1.0,0.21008403361344538,0.32,0.32,1.0,0.4,0.5,1.0,0.1,1.0,1.0,0.3,0.125,1.0,0.125,1.0,0.375,,0.5294117647058824,0.32,0.49969621848739504,0.562895,0.5062375,0.07258064516129033,0.0963855421686747,0.09448818897637795,0.07086614173228346,10.563291139240508,24.3775,0.16105417276720352,2.0,2.0,4.0,1.0,,,,,,,,1.0,,,0.3333333333333333,1.0,1.0,0.024390243902439025,True,
983,1610612745,Moochie Norris,Moochie Norris,983,HOU,54558.0,909,-23,1650,1650,465,335,267,3300,31,55,8.0,10,7.0,14.0,15.0,42,38,108,5.0,13.0,2.0,3.0,1.0,5.0,8.0,44.0,7.0,4.0,21.0,84,205,13.0,57.0,52,259,1797,14.0,29,2.0,10.0,43.0,21,49,5.0,26.0,80,66,102,33.0,4.0,41.0,8.0,11.0,1.0,119,53.0,172,38.0,15.0,60,13.0,46,397,10.0,20,,13.0,53,1.0,67,30,97,8.0,25.0,14.0,11.0,30,11.0,18.0,27,2.0,12.0,5.0,57,5.0,16.0,21,54,,6.0,70,,26.0,1.0,,,1.0,1.0,,80,465,12.0,0.39285714285714285,0.4024390243902439,0.8461538461538461,0.22807017543859648,0.2,0.19230769230769232,0.24074074074074073,0.4097560975609756,0.4827586206896552,0.42857142857142855,0.3950381679389313,0.4358974358974359,0.38,0.43898305084745765,0.4777777777777778,0.4444444444444444,0.21755725190839695,0.017543859649122806,0.05365853658536585,0.05454545454545454,0.09523809523809523,0.037037037037037035,,0.022727272727272728,17.995910020449898,0.5263157894736842,0.023809523809523808,,0.07614942528735633,0.03367003367003367,0.10569105691056911,0.043859649122807015,0.08058608058608059,0.0364963503649635,0.03529411764705882,0.04697986577181208,0.025454545454545455,0.052941176470588235,0.017241379310344827,0.06701030927835051,0.06470588235294118,0.08734939759036145,0.09,0.17391304347826086,0.05714285714285714,,0.2099236641221374,0.5636363636363636,0.5961538461538461,0.2903225806451613,0.16030534351145037,0.35714285714285715,0.39473684210526316,0.4,0.4122137404580153,0.35185185185185186,0.36538461538461536,0.47368421052631576,0.04961832061068702,0.38461538461538464,0.38461538461538464,1.0,0.16793893129770993,0.18181818181818182,0.18604651162790697,0.75,0.2564102564102564,0.8,0.125,0.07692307692307693,0.6666666666666666,1.0,0.1794871794871795,0.18666666666666668,0.5,0.06666666666666667,0.2,0.28,0.19047619047619047,0.42748091603053434,0.1951219512195122,0.4507030888030887,0.44203749999999997,0.4516698630136986,0.0944055944055944,0.11403508771929824,0.16602316602316602,0.3088803088803089,11.666341463414634,26.46666666666667,0.2818181818181818,9.0,23.0,3.0,9.0,,,,,,,,,6.0,3.0,,,1.0,0.017241379310344827,True,
2357,1610612745,Tierre Brown,Tierre Brown,2357,HOU,3307.0,55,-38,105,107,24,10,14,212,2,4,1.0,2,,,,2,1,4,,,,,,,,,,,,3,10,,,2,8,122,1.0,2,,,2.0,1,1,,,3,2,4,,,,,,,6,,6,,,4,1.0,1,12,,1,,1.0,5,,6,1,7,1.0,,,,6,,2.0,1,1.0,4.0,,7,3.0,,1,3,,,4,,,,,,,,,3,24,1.0,0.3333333333333333,0.3333333333333333,,,,,,0.3,0.5,1.0,0.3,0.5,1.0,0.3333333333333333,0.5,0.75,,,,,,,,,15.966386554621849,0.8571428571428571,,,0.14285714285714285,0.025,0.14285714285714285,,0.14285714285714285,0.02040816326530612,,0.1,,,,,,0.3125,0.16666666666666666,,0.14285714285714285,,0.4,0.5,0.5,,0.2,,,,0.4,0.25,0.25,1.0,,,,,,,,,1.0,0.5,,,,,,,,,,,,0.4,,0.45008,0.5375,0.3632,,,0.25,0.375,9.26,,0.22857142857142856,,1.0,,2.0,,,,,,,,,,,,,,,True,
