EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,HeaveAttempts,Fg3aBlocked,FTOffRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,SelfORebPct,LongMidRangePctAssisted,Corner3Assists,3SecondViolations,Clear Path Fouls,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,on,HeaveMakes,BlockedCorner3
105,1610612756,Dan Majerle,Dan Majerle,105,PHX,34433.0,574,6,1077,1077,266,313,159.0,2154,5.0,9.0,4.0,4.0,1.0,2.0,3.0,9.0,2.0,12.0,8.0,31.0,1.0,5.0,3.0,5.0,28.0,78.0,5.0,10.0,9.0,22.0,10.0,30.0,36.0,109.0,10.0,138.0,1116,4.0,5.0,6.0,15.0,2.0,28.0,3.0,5.0,12.0,27.0,4.0,46.0,8.0,12.0,105.0,3.0,4.0,78.0,28.0,4.0,37.0,2.0,39.0,2.0,14.0,12.0,11.0,80.0,7.0,5.0,13.0,47.0,7.0,67.0,12.0,79.0,25.0,16.0,9.0,12.0,3.0,9.0,6.0,3.0,1.0,18.0,1.0,5.0,22.0,62.0,4.0,2.0,18.0,3.0,6.0,6.0,4.0,2.0,6.0,4.0,2.0,46.0,266,10.0,0.4,0.5,0.9722222222222222,0.3302752293577982,0.4,0.4444444444444444,0.3302752293577982,0.3333333333333333,0.8,0.6,0.460431654676259,0.65,0.65625,0.46621621621621623,0.6363636363636364,0.6216216216216216,0.7841726618705036,0.13333333333333333,0.2222222222222222,0.1111111111111111,0.08333333333333333,13.153724247226625,0.6666666666666666,0.1794871794871795,0.12020460358056266,0.01282051282051282,0.11403508771929824,0.051094890510948905,0.1188118811881188,0.022770398481973434,0.014705882352941176,0.021897810218978103,0.05319148936170213,0.046511627906976744,0.07964601769911504,0.14782608695652175,0.12883435582822086,0.10989010989010989,0.13043478260869565,0.6666666666666666,0.06474820143884892,0.5555555555555556,0.7142857142857143,0.6,0.06474820143884892,0.3333333333333333,0.375,0.3333333333333333,0.08633093525179857,0.16666666666666666,0.18181818181818182,0.22302158273381295,0.25806451612903225,0.25806451612903225,1.0,0.5611510791366906,0.358974358974359,0.358974358974359,0.9642857142857143,0.2,1.0,0.5,0.25,0.2,1.0,0.5,0.5,1.0,0.0625,0.5,0.15625,0.6,0.6875,0.4090909090909091,0.8489208633093526,0.358974358974359,0.502537050359712,0.5782533333333333,0.47550468749999997,0.02112676056338028,0.09090909090909091,0.2028985507246377,0.3333333333333333,9.913333333333334,25.042201834862386,0.24698235840297122,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1890,1610612756,Shawn Marion,Shawn Marion,1890,PHX,117795.0,1963,-20,3760,3776,792,942,538.0,7536,149.0,219.0,48.0,75.0,26.0,38.0,107.0,263.0,145.0,342.0,8.0,32.0,,,1.0,8.0,16.0,43.0,2.0,3.0,6.0,17.0,401.0,824.0,24.0,75.0,131.0,1005.0,3888,84.0,145.0,2.0,3.0,23.0,197.0,80.0,143.0,7.0,25.0,35.0,216.0,558.0,244.0,66.0,6.0,78.0,41.0,16.0,34.0,87.0,15.0,102.0,15.0,39.0,18.0,30.0,219.0,22.0,113.0,62.0,258.0,49.0,369.0,136.0,505.0,100.0,72.0,28.0,61.0,8.0,38.0,32.0,23.0,2.0,93.0,11.0,16.0,75.0,135.0,4.0,7.0,152.0,67.0,9.0,52.0,33.0,12.0,52.0,30.0,1.0,216.0,792,21.0,0.6957605985037406,0.7707182320441989,0.9166666666666666,0.32,0.6666666666666666,0.28,0.3287671232876712,0.4866504854368932,0.5793103448275863,0.5594405594405595,0.4860956618464961,0.5878378378378378,0.5386904761904762,0.5166493236212278,0.6194968553459119,0.5748663101604278,0.08342602892102335,0.0412621359223301,0.0684931506849315,0.053231939163498096,0.014619883040935672,23.916496482868165,0.6559139784946236,0.3951612903225806,0.18016759776536312,0.07075767063243582,0.16847826086956522,0.07534246575342465,0.17777777777777778,0.0714663843303335,0.09274193548387097,0.052100840336134456,0.06880733944954129,0.0945945945945946,0.12980769230769232,0.18181818181818182,0.215929203539823,0.18352059925093633,0.12871287128712872,0.5769230769230769,0.2436040044493882,0.680365296803653,0.7303921568627451,0.610738255033557,0.2925472747497219,0.4068441064638783,0.42971887550200805,0.6074766355140186,0.3804226918798665,0.4239766081871345,0.43026706231454004,0.035595105672969966,0.25,0.25,0.875,0.047830923248053395,0.37209302325581395,0.38095238095238093,0.9375,0.5067567567567568,0.64,0.25,,,,0.02027027027027027,0.6666666666666666,0.5,0.2261904761904762,0.6842105263157895,0.047619047619047616,0.125,0.10119047619047619,0.35294117647058826,0.3270300333704116,0.3902439024390244,0.46530329241071416,0.49064624060150386,0.4542872727272727,0.0703781512605042,0.07639680729760548,0.19601990049751244,0.21492537313432836,10.197208737864075,25.376,0.21063829787234042,2.0,1.0,1.0,39.0,9.0,14.0,14.0,7.0,10.0,1.0,0.013333333333333334,0.023255813953488372,0.01,0.07114624505928854,0.08986175115207373,0.8482758620689655,,,,,,,,,True,,
1960,1610612756,Milt Palacio,Milt Palacio,1960,PHX,9305.0,155,-3,271,274,37,43,40.0,545,12.0,27.0,,3.0,3.0,7.0,,3.0,4.0,11.0,1.0,5.0,,1.0,1.0,3.0,,1.0,,,,1.0,16.0,41.0,1.0,6.0,11.0,46.0,273,,5.0,,1.0,,,3.0,8.0,1.0,4.0,5.0,14.0,16.0,16.0,3.0,,,1.0,,8.0,12.0,3.0,15.0,3.0,9.0,1.0,2.0,33.0,,2.0,2.0,7.0,,9.0,2.0,11.0,7.0,5.0,2.0,8.0,1.0,8.0,1.0,,,9.0,1.0,3.0,7.0,16.0,2.0,,14.0,6.0,2.0,,,,,,,14.0,37,,0.5,0.5,1.0,0.16666666666666666,,0.25,0.16666666666666666,0.3902439024390244,,0.375,0.3723404255319149,,0.375,0.4339622641509434,,0.4666666666666667,0.1276595744680851,0.1951219512195122,0.25925925925925924,,0.09090909090909091,19.49685534591195,0.8888888888888888,,0.07865168539325842,0.017094017094017096,0.08333333333333333,,0.07964601769911504,0.014388489208633094,0.023255813953488372,0.034482758620689655,,,0.10526315789473684,0.06896551724137931,0.07317073170731707,0.05263157894736842,0.2,,0.574468085106383,0.4444444444444444,0.6,0.4166666666666667,0.06382978723404255,,,,0.23404255319148937,0.36363636363636365,0.4,0.10638297872340426,0.2,0.2,1.0,0.02127659574468085,,,,0.5,,,0.16666666666666666,,,,,,0.5833333333333334,0.42857142857142855,0.25,0.3333333333333333,0.08333333333333333,,0.7021276595744681,,0.5507923913043479,0.46029,0.6109954545454546,0.11764705882352941,0.13333333333333333,,0.30434782608695654,5.143902439024391,25.616666666666664,0.13653136531365315,,,,,,2.0,,,,,,,,,,0.75,,,,,,,,,True,,
2054,1610612756,Jake Tsakalidis,Jake Tsakalidis,2054,PHX,53516.0,892,68,1707,1703,351,443,238.0,3410,77.0,128.0,26.0,44.0,13.0,28.0,23.0,75.0,3.0,13.0,,,,,,,,,,,,,103.0,216.0,,,58.0,264.0,1693,31.0,60.0,,,9.0,71.0,15.0,39.0,,,14.0,44.0,154.0,52.0,,,42.0,,,29.0,11.0,3.0,14.0,2.0,5.0,2.0,4.0,31.0,7.0,67.0,18.0,110.0,9.0,137.0,75.0,212.0,18.0,11.0,7.0,12.0,,8.0,28.0,4.0,6.0,40.0,2.0,14.0,44.0,115.0,20.0,12.0,86.0,42.0,5.0,33.0,22.0,9.0,33.0,18.0,3.0,44.0,351,13.0,0.7475728155339806,0.9390243902439024,,,,,,0.47685185185185186,0.5166666666666667,0.38461538461538464,0.47685185185185186,0.5166666666666667,0.38461538461538464,0.5176470588235295,0.5220588235294118,0.4489795918367347,,0.13425925925925927,0.1640625,0.09333333333333334,0.07692307692307693,14.839034205231389,0.3,0.17307692307692307,0.15918958031837915,0.0921595598349381,0.13533834586466165,0.056451612903225805,0.1553398058252427,0.08695652173913043,0.11374407582938388,0.08013937282229965,0.06382978723404255,0.03333333333333333,0.18181818181818182,0.15254237288135594,0.14925373134328357,0.14285714285714285,0.11904761904761904,0.5454545454545454,0.5925925925925926,0.6015625,0.719626168224299,0.7142857142857143,0.3472222222222222,0.30666666666666664,0.3382352941176471,0.8260869565217391,0.06018518518518518,0.23076923076923078,0.25,,,,,,,,,0.7333333333333333,0.5909090909090909,0.23076923076923078,,,,,,,0.717948717948718,0.4642857142857143,,,,,0.5925925925925926,,0.4933666666666666,0.5258431034482759,0.5011205128205127,0.168,0.168,0.2689393939393939,0.16666666666666666,3.755092592592593,,0.2056239015817223,,,1.0,2.0,8.0,8.0,,2.0,2.0,,,,0.020833333333333332,0.08733624454148471,0.024390243902439025,1.0,1.0,2.0,,,,,,,True,,
358,1610612756,Anfernee Hardaway,Anfernee Hardaway,358,PHX,147897.0,2465,-67,4697,4715,995,1224,680.0,9412,144.0,264.0,29.0,51.0,30.0,53.0,102.0,267.0,120.0,317.0,1.0,16.0,,3.0,,1.0,22.0,67.0,3.0,11.0,5.0,26.0,366.0,848.0,23.0,83.0,158.0,959.0,4889,49.0,103.0,3.0,14.0,12.0,119.0,69.0,143.0,5.0,27.0,56.0,209.0,330.0,402.0,63.0,6.0,38.0,66.0,22.0,62.0,277.0,47.0,324.0,39.0,133.0,49.0,95.0,695.0,18.0,79.0,52.0,199.0,1.0,252.0,98.0,350.0,122.0,74.0,48.0,103.0,34.0,74.0,86.0,29.0,9.0,189.0,14.0,34.0,76.0,184.0,3.0,20.0,195.0,78.0,19.0,29.0,13.0,12.0,32.0,16.0,1.0,209.0,995,34.0,0.45081967213114754,0.4755043227665706,0.9130434782608695,0.27710843373493976,0.21428571428571427,0.18518518518518517,0.2804878048780488,0.43160377358490565,0.47572815533980584,0.4825174825174825,0.4301825993555317,0.45726495726495725,0.45,0.46726190476190477,0.4796747967479675,0.5175,0.08915145005370569,0.07311320754716981,0.10984848484848485,0.0898876404494382,0.028391167192429023,21.72808132147395,0.544973544973545,0.006535947712418301,0.11281179138321995,0.040265035677879715,0.11353711790393013,0.04433497536945813,0.11296129612961296,0.040962837837837836,0.05718954248366013,0.029649595687331536,0.04406779661016949,0.04504504504504504,0.09037328094302555,0.11213235294117647,0.12939521800281295,0.10588235294117647,0.13559322033898305,0.5,0.28356605800214824,0.5454545454545454,0.6127659574468085,0.4166666666666667,0.28678839957035446,0.38202247191011235,0.41975308641975306,0.28431372549019607,0.34049409237379163,0.3785488958990536,0.38961038961038963,0.017185821697099892,0.0625,0.06666666666666667,1.0,0.0719656283566058,0.3283582089552239,0.3283582089552239,0.9090909090909091,0.4358974358974359,0.5686274509803921,0.10344827586206896,0.02564102564102564,,,0.09401709401709402,0.2727272727272727,1.0,0.31176470588235294,0.5660377358490566,0.0058823529411764705,,0.15294117647058825,0.19230769230769232,0.3727175080558539,0.3333333333333333,0.4640790948275861,0.49010424528301894,0.46276449704142003,0.07987866531850354,0.0861878453038674,0.12408759124087591,0.21793534932221065,9.488325471698113,25.318072289156618,0.21183734298488396,1.0,1.0,1.0,24.0,17.0,21.0,18.0,4.0,1.0,,0.012048192771084338,,0.007874015748031496,0.03618421052631579,0.05063291139240506,0.6333333333333333,8.0,,1.0,1.0,3.0,3.0,0.0625,0.011904761904761904,True,,
2063,1610612756,Jake Voskuhl,Jake Voskuhl,2063,PHX,38111.0,635,-95,1196,1198,176,241,183.0,2394,67.0,103.0,27.0,43.0,11.0,16.0,11.0,34.0,,2.0,,,,,,,,,,,,,78.0,139.0,,,53.0,209.0,1289,31.0,53.0,,,5.0,67.0,12.0,21.0,,,9.0,33.0,102.0,54.0,,,48.0,,,20.0,12.0,1.0,13.0,1.0,7.0,3.0,2.0,27.0,5.0,67.0,18.0,69.0,16.0,103.0,72.0,175.0,9.0,5.0,4.0,7.0,4.0,4.0,29.0,3.0,5.0,36.0,2.0,2.0,35.0,106.0,14.0,14.0,73.0,39.0,,15.0,8.0,6.0,15.0,7.0,5.0,33.0,176,12.0,0.6538461538461539,0.9444444444444444,,,,,,0.5611510791366906,0.5849056603773585,0.5714285714285714,0.5611510791366906,0.5849056603773585,0.5714285714285714,0.6040462427745664,0.5982142857142857,0.6346153846153846,,0.14388489208633093,0.1262135922330097,0.17647058823529413,0.5,14.770318021201414,0.19444444444444445,0.5333333333333333,0.15436241610738255,0.12293577981651377,0.14516129032258066,0.0641025641025641,0.15236427320490367,0.11556982343499198,0.18125,0.08737864077669903,0.07272727272727272,0.043478260869565216,0.12307692307692308,0.20666666666666667,0.1317365269461078,0.14285714285714285,0.15384615384615385,0.4666666666666667,0.7410071942446043,0.6504854368932039,0.7444444444444445,0.6417910447761194,0.2446043165467626,0.3235294117647059,0.39285714285714285,0.7272727272727273,0.014388489208633094,,,,,,,,,,,0.8113207547169812,0.627906976744186,0.1111111111111111,,,,,,,0.7619047619047619,0.6875,,,,,0.7410071942446043,,0.5384388489208635,0.52632,0.547747619047619,0.2254335260115607,0.2254335260115607,0.32057416267942584,0.15789473684210525,2.3841726618705033,,0.14715719063545152,,,,4.0,2.0,5.0,,1.0,,,,,,0.11173184357541899,0.1,,,3.0,,,,,,,True,,
2228,1610612756,Alton Ford,Alton Ford,2228,PHX,13854.0,231,-28,431,434,88,135,65.0,865,26.0,39.0,4.0,8.0,5.0,8.0,12.0,23.0,,1.0,,,,,,,,,,,,,38.0,63.0,,,25.0,101.0,464,7.0,14.0,,,6.0,20.0,6.0,10.0,,,4.0,16.0,62.0,14.0,,,2.0,,,4.0,3.0,,3.0,,2.0,,1.0,6.0,2.0,15.0,7.0,23.0,2.0,32.0,17.0,49.0,3.0,3.0,,13.0,1.0,5.0,10.0,8.0,2.0,23.0,7.0,3.0,17.0,53.0,9.0,6.0,32.0,16.0,3.0,3.0,2.0,1.0,3.0,2.0,,16.0,88,10.0,0.8157894736842105,0.8378378378378378,,,,,,0.6031746031746031,0.5,0.6,0.6031746031746031,0.5,0.6,0.6644736842105263,0.5263157894736842,0.6666666666666666,,0.06349206349206349,0.05128205128205128,0.08695652173913043,,19.44990176817289,0.5652173913043478,0.11764705882352941,0.1554054054054054,0.08522727272727272,0.1794871794871795,0.06060606060606061,0.16042780748663102,0.08133971291866028,0.09836065573770492,0.10714285714285714,0.06896551724137931,,0.11627906976744186,0.1951219512195122,0.15625,0.1875,0.14285714285714285,0.6666666666666666,0.6190476190476191,0.6666666666666666,0.7027027027027027,0.8461538461538461,0.36507936507936506,0.5217391304347826,0.5714285714285714,0.75,0.015873015873015872,,,,,,,,,,,0.5714285714285714,0.5,0.5,,,,,,,0.8,0.625,,,,,0.6190476190476191,,0.5170619047619046,0.531876923076923,0.53821,0.2191780821917808,0.2191780821917808,0.19801980198019803,0.15841584158415842,3.4682539682539684,,0.20417633410672853,,,,1.0,1.0,6.0,,,1.0,,,,,0.05084745762711865,0.047619047619047616,,,,,,,,,,True,,
339,1610612756,Tom Gugliotta,Tom Gugliotta,339,PHX,46096.0,768,-77,1476,1480,192,296,195.0,2956,24.0,41.0,6.0,8.0,4.0,6.0,13.0,39.0,46.0,125.0,,3.0,,,,2.0,2.0,4.0,1.0,2.0,,,83.0,205.0,2.0,7.0,18.0,190.0,1544,12.0,23.0,1.0,2.0,,27.0,9.0,28.0,,2.0,5.0,23.0,132.0,34.0,6.0,,12.0,4.0,2.0,9.0,50.0,4.0,54.0,4.0,27.0,12.0,11.0,112.0,6.0,36.0,22.0,69.0,16.0,107.0,44.0,151.0,26.0,18.0,8.0,20.0,3.0,15.0,11.0,5.0,,31.0,5.0,6.0,52.0,81.0,7.0,6.0,25.0,13.0,1.0,20.0,16.0,4.0,20.0,10.0,1.0,23.0,192,4.0,0.7951807228915663,0.8571428571428571,1.0,0.2857142857142857,0.5,,0.2857142857142857,0.40487804878048783,0.5217391304347826,0.32142857142857145,0.4056603773584906,0.54,0.3,0.4260089686098655,0.54,0.3484848484848485,0.0330188679245283,0.04390243902439024,0.024390243902439025,0.1282051282051282,0.024,14.83644859813084,0.6451612903225806,0.37209302325581395,0.12432432432432433,0.054628224582701064,0.14473684210526316,0.0625,0.12871287128712872,0.05562913907284768,0.05172413793103448,0.06440677966101695,0.04477611940298507,0.10344827586206896,0.13157894736842105,0.14673913043478262,0.1004566210045662,0.13392857142857142,0.175,0.5,0.19339622641509435,0.5853658536585366,0.6,0.6666666666666666,0.18396226415094338,0.3333333333333333,0.38235294117647056,0.5384615384615384,0.589622641509434,0.368,0.3770491803278688,0.014150943396226415,,,,0.018867924528301886,0.5,0.5,1.0,0.32,0.75,0.16666666666666666,,,,0.08,0.5,1.0,0.2,0.6666666666666666,0.06666666666666667,,,,0.22641509433962265,0.5,0.4415483490566039,0.4576636363636364,0.42604333333333333,0.05855855855855856,0.06046511627906977,0.14210526315789473,0.12105263157894737,12.50341463414634,24.67142857142857,0.13008130081300814,,,2.0,1.0,2.0,3.0,,,1.0,,,,0.0625,0.042105263157894736,0.008547008547008548,0.9347826086956522,,,,,,,,,True,,
448,1610612756,Bo Outlaw,Bo Outlaw,448,PHX,59234.0,987,-9,1833,1855,398,394,278.0,3688,74.0,122.0,15.0,32.0,15.0,23.0,6.0,21.0,1.0,6.0,,,,,,,,,,,,,81.0,149.0,,,13.0,175.0,1850,15.0,36.0,,,5.0,35.0,15.0,26.0,,,4.0,34.0,134.0,28.0,,,20.0,,,19.0,64.0,6.0,70.0,6.0,31.0,10.0,23.0,146.0,17.0,60.0,21.0,83.0,10.0,114.0,80.0,194.0,30.0,19.0,11.0,31.0,6.0,19.0,18.0,12.0,1.0,49.0,7.0,11.0,54.0,108.0,15.0,5.0,35.0,16.0,6.0,46.0,40.0,4.0,46.0,22.0,10.0,34.0,398,8.0,0.8271604938271605,0.9436619718309859,,,,,,0.5436241610738255,0.4166666666666667,0.5769230769230769,0.5436241610738255,0.4166666666666667,0.5769230769230769,0.5401234567901234,0.4166666666666667,0.53125,,0.12751677852348994,0.12295081967213115,0.19047619047619047,,9.76399814900509,0.6326530612244898,0.21739130434782608,0.11385459533607682,0.0814111261872456,0.10824742268041238,0.09550561797752809,0.11267605633802817,0.08415300546448087,0.0967741935483871,0.07636363636363637,0.09917355371900827,0.08771929824561403,0.10945273631840796,0.14009661835748793,0.09968847352024922,0.1267605633802817,0.057692307692307696,0.4782608695652174,0.8187919463087249,0.6065573770491803,0.6915887850467289,0.8243243243243243,0.14093959731543623,0.2857142857142857,0.35294117647058826,0.8333333333333334,0.040268456375838924,0.16666666666666666,0.16666666666666666,,,,,,,,,0.8888888888888888,0.46875,0.3333333333333333,,,,,,,0.8846153846153846,0.6521739130434783,,,,,0.8187919463087249,,0.5422812080536913,0.5447676470588235,0.5613115384615386,0.10256410256410256,0.10256410256410256,0.2,0.19428571428571428,1.8590604026845639,,0.2171303873431533,,,3.0,4.0,1.0,9.0,,2.0,6.0,,,,0.05084745762711865,0.07009345794392523,0.08333333333333333,1.0,,4.0,,,,,,,True,,
950,1610612756,Stephon Marbury,Stephon Marbury,950,PHX,116515.0,1942,-137,3730,3746,818,1048,536.0,7476,178.0,322.0,18.0,28.0,45.0,81.0,38.0,123.0,95.0,232.0,2.0,12.0,,2.0,,3.0,40.0,140.0,5.0,11.0,10.0,48.0,311.0,677.0,42.0,152.0,199.0,947.0,3947,24.0,54.0,5.0,13.0,12.0,75.0,78.0,159.0,10.0,51.0,79.0,265.0,176.0,446.0,81.0,45.0,2.0,134.0,40.0,50.0,341.0,56.0,397.0,38.0,164.0,44.0,133.0,850.0,5.0,34.0,24.0,85.0,2.0,111.0,40.0,151.0,45.0,32.0,13.0,94.0,26.0,70.0,61.0,24.0,5.0,155.0,6.0,31.0,32.0,108.0,4.0,17.0,257.0,110.0,30.0,5.0,2.0,2.0,5.0,3.0,,265.0,818,27.0,0.2829581993569132,0.2838709677419355,0.6428571428571429,0.27631578947368424,0.38461538461538464,0.19607843137254902,0.2876712328767123,0.45937961595273263,0.4444444444444444,0.49056603773584906,0.451145958986731,0.4701492537313433,0.44285714285714284,0.5010615711252654,0.5067567567567568,0.5136186770428015,0.18335343787696018,0.07385524372230429,0.11801242236024845,0.0975609756097561,,25.08001828989483,0.6064516129032258,0.015748031496062992,0.06110711718188354,0.02132998745294856,0.0676056338028169,0.016611295681063124,0.06242840778923253,0.02058047493403694,0.02976190476190476,0.011589403973509934,0.013636363636363636,0.024691358024691357,0.05596107055961071,0.04772727272727273,0.07592592592592592,0.06037735849056604,0.08888888888888889,0.6,0.3884197828709288,0.5527950310559007,0.6267605633802817,0.25280898876404495,0.14837153196622438,0.3089430894308943,0.34234234234234234,0.2894736842105263,0.2798552472858866,0.40948275862068967,0.40948275862068967,0.014475271411338963,0.16666666666666666,0.16666666666666666,0.5,0.16887816646562123,0.2857142857142857,0.291970802919708,0.65,0.417910447761194,0.6428571428571429,0.2777777777777778,0.029850746268656716,,,0.16417910447761194,0.45454545454545453,1.0,0.38571428571428573,0.5555555555555556,0.014285714285714285,,0.22857142857142856,0.20833333333333334,0.571773220747889,0.29850746268656714,0.5040636861313871,0.5004827586206897,0.48916617647058813,0.1206140350877193,0.14473684210526316,0.0791974656810982,0.27983104540654696,7.920384047267355,26.29605263157895,0.2193029490616622,6.0,3.0,1.0,8.0,7.0,27.0,4.0,1.0,,,0.019736842105263157,0.02142857142857143,0.010101010101010102,0.024691358024691357,0.0196078431372549,0.3368421052631579,18.0,,,,,,,,True,,
