EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFtPoints,OffThreePtRebounds,FTDefRebounds,SelfOReb,Offensive Fouls,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,Corner3FGM,PenaltyCorner3FGA,PtsPutbacks,HeaveAttempts,Blocked3s,BlockedCorner3,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LongMidRangePctBlocked,on,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,HeaveMakes,3pt And 1 Free Throw Trips,BlockedArc3,Corner3PctBlocked
1065,1610612738,Erick Strickland,Erick Strickland,1065,BOS,11488.0,191,-33.0,376,374,135,187.0,42,750,8.0,13.0,2.0,5.0,1.0,4.0,7.0,17.0,6.0,1.0,9.0,20.0,2.0,2.0,6.0,12.0,16.0,34.0,9.0,26.0,7.0,66.0,385,1.0,1.0,2.0,3.0,8.0,5.0,13.0,6.0,12.0,3.0,31.0,6.0,26.0,24.0,3.0,20.0,9.0,4.0,10.0,15.0,25.0,11.0,4.0,4.0,5.0,1.0,65.0,1.0,1.0,5.0,22.0,27.0,2.0,29.0,9.0,2.0,7.0,6.0,3.0,5.0,5.0,1.0,1.0,1.0,11.0,1.0,5.0,8.0,19.0,1.0,1.0,8.0,3.0,1.0,5.0,31.0,135,5.0,0.1875,0.1875,0.8888888888888888,0.34615384615384615,0.6666666666666666,0.5,0.34615384615384615,0.47058823529411764,1.0,0.38461538461538464,0.49166666666666664,1.0,0.56,0.532258064516129,1.0,0.5961538461538461,0.43333333333333335,0.11764705882352941,0.3076923076923077,17.422434367541765,0.5454545454545454,0.1,0.1774193548387097,0.008,0.1724137931034483,0.17647058823529413,0.005291005291005291,0.02857142857142857,0.12903225806451613,0.12121212121212122,0.23333333333333334,0.21739130434782608,0.21666666666666667,0.6153846153846154,0.8888888888888888,0.25,0.06666666666666667,0.25,0.25,0.2833333333333333,0.4117647058823529,0.4117647058823529,0.14285714285714285,0.1,0.3333333333333333,0.45,0.45,0.8888888888888888,0.25,0.5,1.0,1.0,0.2,0.4,0.48,0.5,0.65,0.45,0.5081000000000001,0.48955,0.48098199999999997,0.08064516129032258,0.1388888888888889,0.12121212121212122,0.4696969696969697,9.761764705882353,25.392307692307693,0.35904255319148937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1548,1610612738,Mark Blount,Mark Blount,1548,BOS,24945.0,416,-37.0,814,803,296,338.0,106,1617,21.0,37.0,5.0,10.0,4.0,23.0,7.0,16.0,,,,,,,,,32.0,76.0,,,30.0,94.0,833,2.0,13.0,,,9.0,10.0,28.0,,,17.0,37.0,56.0,8.0,,,,,10.0,6.0,4.0,10.0,4.0,,2.0,3.0,1.0,24.0,20.0,1.0,12.0,33.0,59.0,26.0,85.0,16.0,13.0,3.0,7.0,3.0,3.0,16.0,3.0,4.0,,23.0,4.0,8.0,32.0,59.0,,6.0,37.0,3.0,,15.0,37.0,296,8.0,0.875,0.875,,,,,,0.42105263157894735,0.15384615384615385,0.35714285714285715,0.42105263157894735,0.15384615384615385,0.35714285714285715,0.5053763440860215,0.28125,0.47435897435897434,,0.13157894736842105,0.1891891891891892,12.5,0.30434782608695654,0.043478260869565216,0.11619718309859155,0.06896551724137931,0.15,0.12362637362637363,0.061124694376528114,0.07692307692307693,0.11688311688311688,0.07352941176470588,0.1366906474820144,0.16666666666666666,0.4868421052631579,0.5675675675675675,0.7,0.8571428571428571,0.3026315789473684,0.17391304347826086,0.2,0.21052631578947367,0.4375,0.4375,1.0,,,,,,,,,,0.35714285714285715,0.5,,,0.4868421052631579,,0.5044092105263157,0.5576875,0.4622357142857143,0.17045454545454544,0.17045454545454544,0.09574468085106383,0.39361702127659576,6.678947368421054,,0.36363636363636365,1.0,7.0,5.0,5.0,14.0,3.0,3.0,5.0,19.0,16.0,1.0,2.0,19.0,11.0,2.0,6.0,6.0,0.13043478260869565,0.45161290322580644,0.04201680672268908,0.08571428571428572,0.04672897196261682,0.04938271604938271,0.02631578947368421,0.1,0.09090909090909091,0.5789473684210527,0.75,0.5384615384615384,0.14285714285714285,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,14853.0,248,-7.0,478,468,141,160.0,61,946,21.0,41.0,7.0,12.0,3.0,12.0,18.0,39.0,4.0,1.0,17.0,34.0,1.0,5.0,4.0,10.0,42.0,92.0,18.0,38.0,32.0,170.0,507,6.0,11.0,1.0,6.0,17.0,11.0,20.0,4.0,12.0,17.0,51.0,36.0,48.0,45.0,9.0,33.0,17.0,9.0,15.0,6.0,21.0,4.0,2.0,8.0,1.0,6.0,48.0,8.0,,7.0,23.0,31.0,10.0,41.0,15.0,12.0,3.0,13.0,2.0,8.0,6.0,,5.0,2.0,19.0,3.0,6.0,11.0,20.0,,1.0,41.0,3.0,,17.0,51.0,141,3.0,0.42857142857142855,0.46153846153846156,0.8333333333333334,0.47368421052631576,0.16666666666666666,0.3333333333333333,0.4864864864864865,0.45652173913043476,0.5454545454545454,0.55,0.5307692307692308,0.4411764705882353,0.53125,0.5704697986577181,0.4473684210526316,0.6071428571428571,0.2923076923076923,0.09782608695652174,0.1951219512195122,30.76923076923077,0.6842105263157895,,0.1393939393939394,0.04878048780487805,0.1320754716981132,0.13761467889908258,0.0423728813559322,0.024390243902439025,0.09523809523809523,0.17073170731707318,0.14634146341463414,0.1282051282051282,0.3153846153846154,0.5121951219512195,0.6363636363636364,0.5238095238095238,0.09230769230769231,0.25,0.2727272727272727,0.3,0.46153846153846156,0.46153846153846156,0.3333333333333333,0.03076923076923077,0.26153846153846155,0.5,0.5,0.8235294117647058,0.058823529411764705,0.29411764705882354,0.2,1.0,0.375,0.5833333333333334,0.3125,0.4,0.6076923076923076,0.5151515151515151,0.4954484496124031,0.5595821428571428,0.5284032258064516,0.11805555555555555,0.16037735849056603,0.1,0.3,8.93804347826087,26.534210526315793,0.29497907949790797,6.0,9.0,2.0,2.0,1.0,5.0,1.0,5.0,4.0,,2.0,2.0,5.0,2.0,,,,0.08333333333333333,0.05263157894736842,0.027777777777777776,0.109375,,0.04,,0.14285714285714285,0.08771929824561403,0.4,0.3333333333333333,0.5294117647058824,0.6666666666666666,0.3333333333333333,1.0,2.0,6.0,1.0,1.0,1.0,0.25,0.25,1.0,0.0625,,,,,,,True,,,,,,,,,,
1960,1610612738,Milt Palacio,Milt Palacio,1960,BOS,8221.0,137,-21.0,261,261,87,97.0,31,522,12.0,14.0,3.0,5.0,1.0,4.0,5.0,16.0,10.0,,1.0,6.0,,1.0,,2.0,18.0,34.0,8.0,16.0,9.0,69.0,272,,,,1.0,2.0,5.0,9.0,,5.0,2.0,12.0,12.0,24.0,24.0,,6.0,1.0,1.0,9.0,7.0,16.0,4.0,3.0,5.0,,4.0,39.0,2.0,,3.0,12.0,15.0,2.0,17.0,6.0,3.0,3.0,6.0,,2.0,3.0,1.0,4.0,1.0,9.0,2.0,3.0,,3.0,,,13.0,1.0,2.0,5.0,12.0,87,,0.3333333333333333,0.3333333333333333,1.0,0.5,,,0.5,0.5294117647058824,,0.5555555555555556,0.6,,0.35714285714285715,0.6090909090909091,0.5,0.36666666666666664,0.32,0.029411764705882353,0.07142857142857142,21.768707482993197,0.6666666666666666,,0.1518987341772152,0.02127659574468085,0.08823529411764706,0.13274336283185842,0.015151515151515152,0.043478260869565216,0.10526315789473684,0.19047619047619047,0.15384615384615385,0.08333333333333333,0.28,0.8571428571428571,0.9230769230769231,0.16666666666666666,0.08,0.25,0.25,0.32,0.3125,0.3125,0.8,0.2,0.12,0.16666666666666666,0.16666666666666666,1.0,,1.0,,,0.35714285714285715,0.6,0.14285714285714285,,0.6,0.16666666666666666,0.5051279999999999,,0.4992821428571429,0.09259259259259259,0.13157894736842105,0.028985507246376812,0.17391304347826086,10.13823529411765,24.256249999999998,0.3333333333333333,,,2.0,,,2.0,1.0,1.0,,,,,,,,,,,,,0.03571428571428571,,,,0.1,0.09090909090909091,,,,,,7.0,3.0,,,,,0.7,0.7,1.0,0.21428571428571427,,,,,,,True,,,,,,,,,,
677,1610612738,Eric Williams,Eric Williams,677,BOS,6309.0,105,-36.0,204,205,74,82.0,22,409,4.0,9.0,1.0,1.0,,2.0,1.0,3.0,4.0,,1.0,3.0,,,1.0,1.0,5.0,14.0,2.0,7.0,9.0,25.0,223,1.0,2.0,,,2.0,2.0,5.0,2.0,2.0,2.0,12.0,8.0,2.0,6.0,,3.0,1.0,6.0,3.0,3.0,6.0,2.0,1.0,3.0,,,15.0,4.0,,,5.0,5.0,4.0,9.0,6.0,3.0,3.0,3.0,2.0,2.0,2.0,,1.0,,5.0,1.0,2.0,4.0,8.0,,1.0,15.0,1.0,,6.0,12.0,74,1.0,0.8,0.8,1.0,0.2857142857142857,,1.0,0.2857142857142857,0.35714285714285715,0.5,0.4,0.38095238095238093,0.5,0.7142857142857143,0.44642857142857145,0.5,0.6666666666666666,0.3333333333333333,0.42857142857142855,0.5555555555555556,14.285714285714285,0.6,,0.06944444444444445,0.04938271604938271,,0.05434782608695652,0.037037037037037035,0.038461538461538464,,0.12,0.07407407407407407,,0.42857142857142855,0.4444444444444444,1.0,0.75,0.09523809523809523,,,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.0,0.19047619047619047,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.0,,,,,0.14285714285714285,1.0,0.14285714285714285,1.0,0.7619047619047619,0.3333333333333333,0.4768142857142858,0.435,0.43902857142857143,0.23076923076923078,0.3157894736842105,0.08,0.48,6.1571428571428575,23.957142857142856,0.3627450980392157,,1.0,,,,,,2.0,1.0,,,1.0,1.0,1.0,,,1.0,0.5,,,0.034482758620689655,0.07692307692307693,,,,,1.0,,0.5,,,1.0,1.0,,,,,0.25,0.25,1.0,0.14285714285714285,1.0,1.0,,,,,True,,,,,,,,,,
952,1610612738,Antoine Walker,Antoine Walker,952,BOS,15461.0,258,-5.0,501,481,150,151.0,68,982,24.0,53.0,9.0,19.0,6.0,20.0,4.0,14.0,8.0,1.0,20.0,46.0,4.0,9.0,7.0,18.0,34.0,87.0,24.0,54.0,19.0,159.0,531,7.0,14.0,5.0,10.0,37.0,10.0,27.0,7.0,20.0,3.0,44.0,28.0,40.0,66.0,6.0,44.0,20.0,15.0,26.0,7.0,33.0,5.0,2.0,16.0,1.0,9.0,73.0,16.0,2.0,6.0,28.0,36.0,21.0,57.0,6.0,4.0,2.0,10.0,5.0,5.0,11.0,,5.0,1.0,21.0,3.0,3.0,3.0,18.0,,2.0,26.0,3.0,1.0,12.0,44.0,150,4.0,0.4117647058823529,0.5,0.9166666666666666,0.4444444444444444,0.5,0.35,0.46153846153846156,0.39080459770114945,0.5,0.37037037037037035,0.49645390070921985,0.6041666666666666,0.43617021276595747,0.5230263157894737,0.6607142857142857,0.4489795918367347,0.3829787234042553,0.1724137931034483,0.24528301886792453,30.08695652173913,0.47619047619047616,0.15384615384615385,0.16374269005847952,0.08791208791208792,0.125,0.1552511415525114,0.07421875,0.08888888888888889,0.11904761904761904,0.1956521739130435,0.1686746987951807,0.08333333333333333,0.375886524822695,0.4528301886792453,0.6,0.375,0.14184397163120568,0.3,0.3333333333333333,0.09929078014184398,0.2857142857142857,0.2857142857142857,0.5,0.05673758865248227,0.3262411347517731,0.43478260869565216,0.43478260869565216,0.9,0.041666666666666664,0.375,0.4444444444444444,1.0,0.40425531914893614,0.47368421052631576,0.3829787234042553,0.3888888888888889,0.7588652482269503,0.45454545454545453,0.5030217391304348,0.4964166666666666,0.5018477777777777,0.08,0.125,0.23270440251572327,0.27672955974842767,5.516091954022988,26.45185185185185,0.2994011976047904,7.0,13.0,8.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,,3.0,2.0,,,,0.1,0.13333333333333333,0.04054054054054054,0.1232876712328767,0.046875,0.041666666666666664,0.038461538461538464,0.25,0.046153846153846156,0.6666666666666666,0.5,0.5416666666666666,0.5384615384615384,,4.0,2.0,12.0,2.0,,,0.5,0.5,1.0,0.0425531914893617,,,1.0,1.0,1.0,,True,,,,,,,,,,
958,1610612738,Vitaly Potapenko,Vitaly Potapenko,958,BOS,2742.0,46,-22.0,88,90,48,53.0,11,178,2.0,6.0,2.0,4.0,2.0,5.0,,6.0,,,,,,,,,4.0,17.0,,,1.0,9.0,93,2.0,4.0,,,4.0,2.0,7.0,,,1.0,5.0,2.0,6.0,,,,,1.0,1.0,1.0,2.0,1.0,,,,1.0,5.0,3.0,,,3.0,4.0,7.0,11.0,1.0,,1.0,3.0,1.0,3.0,3.0,,,1.0,6.0,1.0,3.0,3.0,7.0,,,2.0,,,,5.0,48,2.0,0.25,0.5,,,,,,0.23529411764705882,0.5,0.2857142857142857,0.23529411764705882,0.5,0.2857142857142857,0.25,0.5,0.3125,,0.058823529411764705,0.16666666666666666,24.242424242424242,0.5,,0.10344827586206896,0.09090909090909091,,0.075,0.15555555555555556,,,0.2,0.11764705882352941,,0.35294117647058826,0.3333333333333333,0.4,,0.29411764705882354,0.4,0.4,0.35294117647058826,,,,,,,,,,,,,0.5714285714285714,0.5,,,0.35294117647058826,,0.4151411764705882,0.4734,0.4504142857142857,,,0.4444444444444444,0.5555555555555556,10.0,,0.5454545454545454,2.0,4.0,,4.0,1.0,,,1.0,,,,,,,,1.0,,,0.25,0.3333333333333333,0.1111111111111111,0.11764705882352941,0.3333333333333333,0.3333333333333333,,,,0.5,1.0,0.5,,,,4.0,,,,,,,,,,,,,,True,,,,,,,,,,
962,1610612738,Walter McCarty,Walter McCarty,962,BOS,9074.0,151,-16.0,305,309,121,151.0,38,614,3.0,5.0,1.0,1.0,2.0,3.0,3.0,8.0,11.0,,5.0,12.0,,,2.0,5.0,8.0,16.0,9.0,23.0,2.0,45.0,297,2.0,2.0,,,4.0,2.0,4.0,4.0,9.0,2.0,18.0,10.0,6.0,27.0,,11.0,5.0,1.0,2.0,3.0,5.0,2.0,1.0,2.0,,,13.0,3.0,1.0,6.0,12.0,19.0,5.0,24.0,3.0,1.0,2.0,3.0,,2.0,3.0,2.0,1.0,,6.0,1.0,3.0,5.0,8.0,,1.0,2.0,,,,18.0,121,,0.625,0.7142857142857143,1.0,0.391304347826087,,0.4444444444444444,0.4090909090909091,0.5,1.0,0.5,0.5512820512820513,1.0,0.6153846153846154,0.5625,1.0,0.6428571428571429,0.5897435897435898,0.0625,0.2,13.48973607038123,0.5,0.1,0.11320754716981132,0.02830188679245283,0.1935483870967742,0.13138686131386862,0.027777777777777776,,0.15625,0.16666666666666666,0.07142857142857142,0.08333333333333333,0.1282051282051282,0.6,0.75,0.3333333333333333,0.07692307692307693,0.6666666666666666,0.6666666666666666,0.20512820512820512,0.375,0.375,1.0,0.28205128205128205,0.3076923076923077,0.4166666666666667,0.4166666666666667,1.0,,,,,0.07692307692307693,1.0,0.38461538461538464,0.4,0.717948717948718,0.45454545454545453,0.5199973684210526,0.6424,0.49580833333333324,,,0.08888888888888889,0.4,10.568750000000001,26.347826086956523,0.39672131147540984,2.0,2.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,,0.07692307692307693,0.02631578947368421,0.030303030303030304,0.046511627906976744,0.03571428571428571,,0.5714285714285714,,,0.5,1.0,1.0,,4.0,4.0,2.0,1.0,,,0.36363636363636365,0.36363636363636365,1.0,0.3076923076923077,2.0,0.5,,,,,True,,,,,,,,,,
2207,1610612738,Joe Johnson,Joe Johnson,2207,BOS,9167.0,153,-29.0,292,289,114,106.0,38,581,3.0,9.0,3.0,5.0,4.0,7.0,5.0,11.0,9.0,1.0,3.0,7.0,,,1.0,3.0,12.0,27.0,5.0,16.0,4.0,43.0,299,1.0,3.0,,1.0,2.0,6.0,10.0,1.0,4.0,4.0,19.0,12.0,12.0,15.0,,7.0,3.0,3.0,4.0,6.0,10.0,3.0,3.0,1.0,,3.0,26.0,1.0,,3.0,6.0,9.0,4.0,13.0,3.0,3.0,,3.0,2.0,,4.0,1.0,3.0,,7.0,2.0,4.0,5.0,5.0,,,6.0,,,2.0,19.0,114,,0.5,0.5,1.0,0.3125,,0.25,0.3125,0.4444444444444444,0.3333333333333333,0.6,0.45348837209302323,0.25,0.5357142857142857,0.4673913043478261,0.25,0.5588235294117647,0.37209302325581395,0.1111111111111111,0.2222222222222222,15.915915915915916,0.42857142857142855,,0.058823529411764705,0.009345794392523364,0.10344827586206896,0.06870229007633588,0.025974025974025976,,0.03225806451612903,0.09090909090909091,0.061224489795918366,0.1,0.20930232558139536,0.3333333333333333,0.42857142857142855,0.6666666666666666,0.16279069767441862,0.5714285714285714,0.6666666666666666,0.2558139534883721,0.45454545454545453,0.45454545454545453,0.4,0.20930232558139536,0.16279069767441862,0.42857142857142855,0.42857142857142855,1.0,0.25,,,,0.35714285714285715,0.6,0.21428571428571427,0.3333333333333333,0.5813953488372093,0.42857142857142855,0.48133372093023274,0.56365,0.5145285714285714,0.044444444444444446,0.06896551724137931,0.046511627906976744,0.4418604651162791,10.05925925925926,24.356250000000003,0.3904109589041096,,2.0,,3.0,,,,1.0,,,,,,,,,,0.14285714285714285,,0.06382978723404255,,0.02702702702702703,0.07142857142857142,0.05263157894736842,0.1111111111111111,,,0.5,0.5,,,2.0,1.0,,,,,0.2222222222222222,0.2222222222222222,1.0,0.07142857142857142,,,,,,,True,,,,,,,,,,
2208,1610612738,Kedrick Brown,Kedrick Brown,2208,BOS,4691.0,78,20.0,160,156,84,92.0,25,316,3.0,6.0,3.0,5.0,1.0,7.0,2.0,4.0,5.0,,2.0,5.0,,1.0,,2.0,6.0,17.0,2.0,10.0,7.0,25.0,133,1.0,2.0,,1.0,2.0,6.0,13.0,,5.0,5.0,17.0,2.0,10.0,6.0,,5.0,2.0,1.0,4.0,5.0,9.0,4.0,1.0,2.0,1.0,1.0,23.0,2.0,,4.0,11.0,15.0,4.0,19.0,7.0,4.0,3.0,1.0,,,2.0,,1.0,,3.0,,1.0,,4.0,,,12.0,,,4.0,17.0,84,1.0,0.16666666666666666,0.2,1.0,0.2,,,0.2,0.35294117647058826,0.5,0.46153846153846156,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3787878787878788,0.3333333333333333,0.3695652173913043,0.37037037037037035,0.058823529411764705,,19.45945945945946,0.3333333333333333,,0.1896551724137931,0.03636363636363636,0.2,0.19230769230769232,0.05128205128205128,0.11764705882352941,0.13333333333333333,0.16666666666666666,0.22580645161290322,0.1875,0.2222222222222222,0.5,0.5,0.3333333333333333,0.25925925925925924,0.14285714285714285,0.16666666666666666,0.14814814814814814,0.5,0.5,,0.18518518518518517,0.18518518518518517,0.4,0.4,1.0,,0.3333333333333333,,,0.2777777777777778,0.6,0.1111111111111111,,0.5925925925925926,0.4,0.5086833333333333,0.5493,0.5272944444444444,0.12903225806451613,0.19047619047619047,0.08,0.68,8.264705882352942,24.620000000000005,0.525,1.0,1.0,,2.0,,2.0,1.0,2.0,1.0,1.0,,,1.0,1.0,,,,0.14285714285714285,,0.08695652173913043,,,0.07142857142857142,0.1111111111111111,0.25,0.1111111111111111,1.0,,0.3333333333333333,1.0,,,3.0,2.0,,,,,,,0.16666666666666666,,,,,,,True,,,,,,,,,,
