EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,SecondChanceFG2A,AtRimAssists,OffTwoPtRebounds,FTDefRebounds,OffRebounds,Steals,BadPassSteals,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,AtRimFGM,Arc3FGM,Arc3FGA,FG3M,FG3A,PenaltyFG2M,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Arc3Assists,OffThreePtRebounds,LostBallSteals,BadPassTurnovers,PenaltyTurnovers,2pt And 1 Free Throw Trips,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,FG3APct,OffThreePtReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Avg3ptShotDistance,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,DefThreePtRebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,BlockedAtRim,PenaltyFg3Pct,DefThreePtReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyAtRimFGM,PenaltyAtRimFGA,BadPassOutOfBoundsTurnovers,RecoveredBlocks,OffCorner3ReboundPct,BlocksRecoveredPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Technical Free Throw Trips,Fg2aBlocked,ShortMidRangeAssists,Defensive 3 Seconds Violations,FG2APctBlocked,ShortMidRangePctBlocked,PenaltyArc3FGM,PenaltyArc3Accuracy,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,Travels,SecondChanceTurnovers,Offensive Fouls,BlockedLongMidRange,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffLongMidRangeReboundPct,SecondChanceAtRimAccuracy,SecondChancePointsPct,SelfOReb,OffAtRimReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,on,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Fg3aBlocked,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceFtPoints,FTOffRebounds,DefensiveGoaltends,3SecondViolations,AtRimPctBlocked,OffFTReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Clear Path Fouls,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LongMidRangePctBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,BlockedCorner3,OffensiveGoaltends
121,1610612753,Patrick Ewing,Patrick Ewing,121,ORL,1602.0,27,1.0,51,48,12,12,1,99,1.0,2.0,3.0,2.0,3.0,4.0,7,4.0,12,63,1,4.0,4.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1,1,1.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,12,0.75,0.75,0.5714285714285714,0.5714285714285714,0.6666666666666666,0.6666666666666666,18.867924528301884,1.0,0.05,0.041666666666666664,0.125,0.14285714285714285,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.5,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,0.14285714285714285,0.41118571428571427,0.3711,0.125,0.125,0.3333333333333333,11.071428571428571,0.23529411764705882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,1610612753,Jud Buechler,Jud Buechler,146,ORL,1819.0,30,-16.0,70,69,37,34,3,139,1.0,,1.0,,2.0,,4,1.0,1,66,3,1.0,1.0,,,1.0,,1.0,,,2.0,5.0,6,7,,,,1.0,2.0,2.0,,1.0,,,,1.0,37,,,,,0.1,0.125,6.756756756756757,,0.20833333333333334,0.16129032258064516,0.6,0.25,0.25,,,,0.5,,,,0.25,0.43845,0.3982333333333334,,,1.0,12.450000000000001,0.5285714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.043478260869565216,0.03225806451612903,0.1,0.2,1.0,0.5591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,1610612753,Troy Hudson,Troy Hudson,1607,ORL,2509.0,42,6.0,82,81,21,21,5,163,7.0,3.0,3.0,5.0,6.0,14.0,16,3.0,37,92,2,1.0,5.0,4.0,24.0,5.0,1.0,6.0,,2.0,13.0,5.0,5,6,6.0,2.0,6.0,2.0,3.0,4.0,2.0,1.0,,,,5.0,21,0.14285714285714285,0.14285714285714285,0.875,0.85,0.8809523809523809,0.8333333333333334,30.681818181818183,1.0,0.15625,0.13157894736842105,0.16666666666666666,0.35,0.15,1.0,1.0,,0.3,0.8333333333333334,0.8333333333333334,0.2,0.55,0.5081973684210527,0.33435,0.1,0.125,0.13513513513513514,9.18125,0.25609756097560976,,,3.0,,,1.0,1.0,,,,,,0.04,,0.1111111111111111,,,6.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,0.5,0.5,0.6666666666666666,1.0,1.0,0.2,0.14285714285714285,0.25,0.18181818181818182,0.8571428571428571,0.8571428571428571,0.16666666666666666,0.2,0.5,0.5,0.5,0.6666666666666666,28.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,1610612753,Dee Brown,Dee Brown,244,ORL,3947.0,66,-3.0,135,135,57,50,10,270,,,,2.0,8.0,2.0,8,,7,133,4,,5.0,4.0,,2.0,,2.0,,,4.0,6.0,9,9,3.0,2.0,4.0,1.0,4.0,,,,1.0,,1.0,5.0,57,1.0,1.0,0.25,0.175,0.175,0.2777777777777778,16.3265306122449,0.75,0.11764705882352941,0.140625,0.058823529411764705,,,,,,0.4,0.25,0.25,1.0,0.6,0.47298,0.45962222222222227,,,0.7142857142857143,17.3,0.4222222222222222,,1.0,2.0,,,,3.0,3.0,,1.0,,,,,0.125,,0.3861,,,6.0,1.0,12.0,1.0,3.0,,,6.0,,,,,1.0,3.0,,1.0,0.08333333333333333,0.08333333333333333,0.25,0.2777777777777778,0.6,,,0.16666666666666666,,,,0.3,,,,,24.608333333333338,1.0,6.0,1.0,3.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,0.2,0.23076923076923078,0.125,0.4,0.3,0.16666666666666666,0.16666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,1610612753,Don Reid,Don Reid,690,ORL,2174.0,36,-13.0,78,79,38,31,7,157,5.0,2.0,7.0,,1.0,4.0,13,,8,74,7,,2.0,2.0,6.0,2.0,,2.0,,,4.0,1.0,3,4,2.0,1.0,4.0,4.0,9.0,1.0,1.0,,4.0,2.0,4.0,2.0,38,0.25,0.25,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.14285714285714285,19.54022988505747,0.5,0.037037037037037035,0.027777777777777776,,0.38461538461538464,0.5384615384615384,0.2857142857142857,0.2857142857142857,,0.07692307692307693,,,,0.38461538461538464,0.44083846153846146,0.3980142857142857,0.07692307692307693,0.07692307692307693,0.25,5.515384615384614,0.48717948717948717,,1.0,2.0,,2.0,1.0,2.0,2.0,2.0,3.0,0.5,,0.02564102564102564,,,,,2.0,,,,,1.0,,,,,,,1.0,,1.0,1.0,1.0,,,,0.14285714285714285,0.14285714285714285,,0.1111111111111111,,0.1,0.4,0.4,0.5,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,1.0,2.0,2.0,3.0,0.25,0.75,0.2857142857142857,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,1610612753,Darrell Armstrong,Darrell Armstrong,353,ORL,590.0,10,-10.0,19,23,4,18,1,42,2.0,,2.0,,,1.0,4,1.0,3,23,1,,,,2.0,1.0,,1.0,,1.0,2.0,,1,1,1.0,,1.0,,2.0,1.0,,,,,,,4,,,0.25,0.2,0.2,,30.0,1.0,,0.1111111111111111,,0.4,0.4,,,,,,,,0.6,0.50589,0.542025,,,,3.825,0.21052631578947367,,,,,,,,,,2.0,,,,,,,,1.0,,1.0,,1.0,,,,,1.0,,,,,1.0,,,,,,,,0.2,,,,0.5,0.5,,0.2,,,,,26.3,,,,,1.0,,1.0,1.0,,,,,0.3333333333333333,,1.0,,,,,,,0.5,,1.0,,,,,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,1610612753,Tracy McGrady,Tracy McGrady,1503,ORL,1251.0,21,9.0,38,39,15,9,4,77,3.0,1.0,3.0,1.0,2.0,5.0,8,4.0,14,45,3,2.0,6.0,,10.0,4.0,1.0,5.0,,1.0,11.0,3.0,4,4,,,,,1.0,8.0,5.0,,3.0,2.0,3.0,6.0,15,,,0.625,0.625,0.6363636363636364,0.75,26.19047619047619,,0.15,0.14285714285714285,0.2222222222222222,0.375,0.375,0.3333333333333333,0.5,,0.25,0.5,0.5,,0.375,0.4434875,0.40196666666666664,0.45454545454545453,0.45454545454545453,0.42857142857142855,6.9,0.39473684210526316,,,1.0,,1.0,,,,1.0,,0.5,,,,,,,3.0,,,,,2.0,,,,,,1.0,,,,,2.0,,,,0.6666666666666666,0.6666666666666666,,,,0.16666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,2.0,,0.6666666666666666,0.3333333333333333,1.0,,1.0,2.0,1.0,0.125,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,1656.0,28,7.0,56,55,24,24,5,111,,,1.0,1.0,4.0,1.0,5,,8,47,1,,3.0,2.0,,,1.0,1.0,,,3.0,,1,1,,,,,1.0,,,,1.0,1.0,1.0,3.0,24,1.0,1.0,0.2,0.4,0.4,0.375,16.129032258064516,,,,,,0.1,,,,0.4,0.25,0.25,1.0,0.5,0.481865,0.5282,,,0.375,18.02,0.42857142857142855,,,,,1.0,,,,,,0.5,,,,,,,,2.0,4.0,2.0,5.0,,6.0,,,4.0,2.0,1.0,,,,,,1.0,0.4,0.4,,0.375,0.5,,,,,,,0.4,0.5,0.5,1.0,0.5,25.240000000000002,,1.0,,1.0,2.0,1.0,3.0,,,,,0.3333333333333333,,,,0.1,,,,0.25,,0.5,,,,1.0,,1.0,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,1610612753,Andrew DeClercq,Andrew DeClercq,692,ORL,1808.0,30,4.0,62,62,31,17,6,124,3.0,1.0,1.0,,,3.0,4,7.0,13,55,2,7.0,9.0,4.0,2.0,1.0,,1.0,,1.0,2.0,5.0,7,9,1.0,,5.0,,3.0,10.0,3.0,2.0,1.0,,1.0,9.0,31,0.6666666666666666,1.0,0.75,0.75,0.7222222222222222,0.6428571428571429,20.28985507246377,0.2,0.25,0.25,0.5,0.75,0.25,1.0,1.0,1.0,,,,,0.75,0.469225,0.60885,0.42857142857142855,0.42857142857142855,0.6923076923076923,2.05,0.5,2.0,3.0,,2.0,,2.0,1.0,1.0,,,,0.10526315789473684,0.07142857142857142,0.2,,0.6666666666666666,0.60885,2.0,,,,,1.0,,,,,,,,,1.0,2.0,,,,,0.5,0.5,,,,0.25,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,,,,,2.0,4.0,,,,0.25,0.4,,,,,,,,,1.0,2.0,1.0,1.0,,1.0,1.0,0.5,,,,1.0,,,,,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.1,0.5,0.3076923076923077,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,1610612753,Monty Williams,Monty Williams,42,ORL,1157.0,19,2.0,40,39,18,19,4,79,6.0,1.0,2.0,,,5.0,8,2.0,12,30,2,,2.0,4.0,6.0,1.0,,1.0,,1.0,2.0,3.0,4,7,,,,1.0,1.0,3.0,2.0,,,,,2.0,18,0.4,0.5,0.625,0.5555555555555556,0.6,0.3333333333333333,22.22222222222222,,0.2727272727272727,0.25,,0.6666666666666666,0.2222222222222222,0.5,0.5,,,,,,0.7777777777777778,0.5663875,0.5332,0.2,0.2222222222222222,0.16666666666666666,1.5875,0.45,2.0,3.0,,2.0,,3.0,,,,,,0.14285714285714285,0.15,0.25,1.0,0.6666666666666666,0.59765,4.0,,1.0,,1.0,1.0,,,,1.0,,,1.0,,,,1.0,,,,0.5,0.3333333333333333,0.1111111111111111,0.16666666666666666,,0.2,0.6666666666666666,0.6666666666666666,0.5,0.1111111111111111,,,,,39.7,,,,,1.0,,1.0,1.0,,,,,0.2,,0.5,,,,,,,0.3333333333333333,1.0,1.0,,,0.5,,0.3333333333333333,1.0,,,,,,,,,1.0,1.0,2.0,2.0,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.5,0.16666666666666666,1.0,0.16666666666666666,0.3333333333333333,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
