EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGA,FG2A,OpponentPoints,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,LongMidRangeFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,FTOffRebounds,DefThreePtRebounds,FTDefRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,AtRimPctBlocked,Arc3PctBlocked,DefFTReboundPct,OffFTReboundPct,DefThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,HeaveAttempts,ShortMidRangeAssists,Travels,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,DefensiveGoaltends,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,BlockedCorner3,on,FoulsDrawn,Offensive Fouls Drawn
1505,1610612742,Tariq Abdul-Wahad,Tariq Abdul-Wahad,1505,DAL,1014.0,17.0,-1.0,31,32,13,5,4.0,63,1.0,1.0,2.0,36.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,13,0.5,1.0,16.216216216216218,0.6666666666666666,0.16666666666666666,0.08333333333333333,0.3333333333333333,0.16666666666666666,0.13333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.5,0.5,0.3966,0.3333333333333333,0.3333333333333333,13.5,0.41935483870967744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1711,1610612742,Raef LaFrentz,Raef LaFrentz,1711,DAL,31091.0,518.0,75.0,1018,1000,155,209,108.0,2018,19.0,19.0,100.0,1053.0,7.0,7.0,26.0,76.0,93.0,34.0,127.0,19.0,14.0,11.0,9.0,15.0,2.0,26.0,2.0,46.0,72.0,37.0,17.0,155,0.07,0.10526315789473684,18.014059753954303,0.4230769230769231,0.1994750656167979,0.07761194029850746,0.051470588235294115,0.18969072164948453,0.07006369426751592,0.12244897959183673,0.05128205128205128,0.19333333333333333,0.11728395061728394,0.11728395061728394,0.5349126543209877,0.09659090909090909,0.14912280701754385,5.090000000000001,0.15225933202357564,43.0,62.0,16.0,26.0,6.0,10.0,4.0,8.0,7.0,13.0,1.0,1.0,12.0,49.0,3.0,3.0,9.0,55.0,19.0,62.0,28.0,195.0,17.0,28.0,3.0,4.0,38.0,6.0,11.0,4.0,10.0,6.0,30.0,78.0,32.0,57.0,28.0,49.0,12.0,1.0,14.0,6.0,20.0,5.0,1.0,7.0,7.0,46.0,1.0,16.0,1.0,4.0,5.0,6.0,2.0,3.0,4.0,5.0,3.0,3.0,31.0,24.0,7.0,31.0,23.0,2.0,1.0,30.0,3.0,0.7090909090909091,0.9512195121951219,1.0,0.3064516129032258,0.4,0.3064516129032258,0.55,0.6071428571428571,0.5454545454545454,0.5154320987654321,0.5483870967741935,0.5714285714285714,0.5446927374301676,0.5757575757575758,0.5769230769230769,0.38271604938271603,0.016129032258064516,0.08064516129032258,0.02040816326530612,0.04,0.047619047619047616,0.15384615384615385,0.06451612903225806,0.05555555555555555,0.05263157894736842,0.21428571428571427,0.19047619047619047,0.15714285714285714,0.14705882352941177,0.05,0.7419354838709677,0.38271604938271603,0.6935483870967742,0.7543859649122807,0.6511627906976745,0.21052631578947367,0.23529411764705882,1.0,0.42105263157894735,0.42105263157894735,0.875,0.08024691358024691,0.5384615384615384,0.5384615384615384,1.0,0.30246913580246915,0.24489795918367346,0.25,1.0,0.8387096774193549,0.6153846153846154,0.125,0.0967741935483871,0.47619047619047616,0.6,0.047619047619047616,1.0,0.42857142857142855,0.3333333333333333,0.7654320987654321,0.24489795918367346,0.5300571428571429,0.5274357142857143,0.19487179487179487,0.15384615384615385,24.766129032258064,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,173468.0,2891.0,411.0,5649,5611,1452,1604,650.0,11260,196.0,402.0,908.0,6052.0,62.0,41.0,79.0,442.0,635.0,120.0,755.0,83.0,70.0,90.0,66.0,55.0,8.0,145.0,29.0,150.0,222.0,516.0,216.0,1452,0.06828193832599119,0.08673469387755102,25.465061747694232,0.6206896551724138,0.208,0.04138292299633316,0.057665260196905765,0.2072808320950966,0.04580152671755725,0.04736842105263158,0.05387205387205387,0.2044334975369458,0.15580286168521462,0.3195548489666137,0.49417577565632465,0.15690376569037656,0.20018535681186284,10.057599118942731,0.257036643653744,189.0,310.0,35.0,59.0,45.0,70.0,75.0,197.0,13.0,38.0,3.0,11.0,126.0,312.0,26.0,24.0,69.0,461.0,139.0,350.0,440.0,1779.0,57.0,122.0,32.0,47.0,209.0,99.0,205.0,27.0,80.0,159.0,438.0,562.0,360.0,402.0,58.0,311.0,126.0,,132.0,54.0,186.0,45.0,9.0,65.0,36.0,426.0,,116.0,77.0,22.0,13.0,11.0,24.0,7.0,14.0,23.0,45.0,51.0,74.0,55.0,14.0,77.0,47.0,1.0,10.0,438.0,12.0,0.6095444685466378,0.6504629629629629,0.9640287769784173,0.39714285714285713,0.3375,0.3982808022922636,0.5077092511013216,0.4672131147540984,0.48292682926829267,0.5321939586645469,0.525974025974026,0.48947368421052634,0.5962962962962963,0.5903954802259888,0.5857908847184986,0.27821939586645467,,0.11290322580645161,,0.4301675977653631,,0.20458553791887124,0.031078610603290677,0.04419191919191919,0.07692307692307693,0.17580872011251758,0.25083056478405313,0.1926829268292683,0.2356687898089172,0.03728813559322034,0.6103896103896104,0.246422893481717,0.6096774193548387,0.6872727272727273,0.544973544973545,0.3826530612244898,0.41899441340782123,0.44,0.4900497512437811,0.5025510204081632,0.7360406091370558,0.030206677265500796,0.34210526315789475,0.34210526315789475,1.0,0.2480127186009539,0.40384615384615385,0.40384615384615385,0.9603174603174603,0.38311688311688313,0.5932203389830508,0.17142857142857143,0.16883116883116883,0.24561403508771928,0.6428571428571429,0.03859649122807018,0.2727272727272727,0.24210526315789474,0.34782608695652173,0.5246422893481717,0.40514469453376206,0.4989598290598289,0.4802752631578945,0.11748173130972456,0.24620573355817876,24.78514285714287,3.0,6.0,13.0,16.0,15.0,1.0,31.0,6.0,4.0,9.0,9.0,3.0,3.0,5.0,1.0,0.5,0.024875621890547265,0.03896103896103896,0.5,1.0,0.5,0.9230769230769231,0.02535211267605634,,True,,
2059,1610612742,Eduardo Najera,Eduardo Najera,2059,DAL,49036.0,817.0,253.0,1604,1588,503,531,211.0,3192,20.0,24.0,167.0,1648.0,17.0,22.0,70.0,78.0,106.0,92.0,198.0,31.0,24.0,16.0,14.0,11.0,3.0,27.0,6.0,33.0,101.0,87.0,37.0,503,0.10179640718562874,0.1,12.574203993524014,0.5925925925925926,0.13448275862068965,0.13358778625954199,0.10377358490566038,0.13728129205921938,0.125,0.12021857923497267,0.08333333333333333,0.13679245283018868,0.11904761904761904,0.14285714285714285,0.5313827380952381,0.19072164948453607,0.19170984455958548,3.527544910179641,0.31359102244389025,66.0,123.0,21.0,42.0,25.0,43.0,9.0,11.0,,,,,,1.0,,,1.0,86.0,,1.0,56.0,228.0,23.0,44.0,,8.0,54.0,29.0,53.0,,1.0,28.0,86.0,114.0,58.0,,34.0,1.0,,,11.0,12.0,23.0,10.0,2.0,5.0,4.0,58.0,,24.0,4.0,9.0,7.0,1.0,2.0,7.0,19.0,6.0,11.0,12.0,13.0,10.0,1.0,13.0,11.0,,1.0,86.0,16.0,0.6627906976744186,0.8260869565217391,,,,,0.5149700598802395,0.5227272727272727,0.5471698113207547,0.5119047619047619,0.5227272727272727,0.5370370370370371,0.5533980582524272,0.5192307692307693,0.589041095890411,0.005952380952380952,,0.12195121951219512,,0.0784313725490196,,0.147239263803681,0.15172413793103448,0.1326530612244898,0.21875,0.1509433962264151,0.10897435897435898,0.16806722689075632,0.09090909090909091,0.140625,0.8461538461538461,0.7321428571428571,0.5365853658536586,0.6111111111111112,0.6363636363636364,0.45,0.5,0.6666666666666666,0.4583333333333333,0.4583333333333333,0.8181818181818182,,,,,0.005952380952380952,,,,0.9545454545454546,0.5,0.09523809523809523,,0.7962962962962963,0.5813953488372093,,,0.018518518518518517,,0.7380952380952381,,0.5514894736842105,0.535864814814815,0.23684210526315788,0.37719298245614036,30.6,,,,,,,2.0,,,,,,,2.0,4.0,,,,,,,,,,True,,
89,1610612742,Nick Van Exel,Nick Van Exel,89,DAL,27253.0,454.0,66.0,876,875,263,340,103.0,1751,53.0,29.0,131.0,932.0,7.0,4.0,3.0,32.0,48.0,7.0,55.0,5.0,4.0,13.0,9.0,10.0,,23.0,3.0,8.0,22.0,40.0,16.0,263,0.05343511450381679,0.03773584905660377,22.379032258064516,0.5652173913043478,0.10094637223974763,0.010135135135135136,0.034782608695652174,0.11851851851851852,0.0170316301703163,0.030612244897959183,0.021052631578947368,0.13445378151260504,0.292817679558011,0.16022099447513813,0.4803705555555556,0.08717948717948718,0.1111111111111111,7.697709923664122,0.3002283105022831,22.0,49.0,2.0,3.0,5.0,13.0,23.0,10.0,2.0,7.0,,1.0,14.0,43.0,4.0,3.0,14.0,55.0,16.0,50.0,31.0,189.0,4.0,7.0,4.0,3.0,14.0,12.0,35.0,3.0,15.0,15.0,48.0,26.0,84.0,27.0,2.0,42.0,14.0,,51.0,20.0,71.0,17.0,3.0,24.0,18.0,162.0,,16.0,,1.0,1.0,7.0,4.0,,3.0,1.0,3.0,4.0,4.0,2.0,2.0,4.0,1.0,,,48.0,3.0,0.23636363636363636,0.24074074074074073,0.5625,0.32,0.2,0.32653061224489793,0.4198473282442748,0.5714285714285714,0.34285714285714286,0.43646408839779005,0.5,0.33,0.4748743718592965,0.5833333333333334,0.41379310344827586,0.27624309392265195,,0.10204081632653061,,,,0.18181818181818182,,,0.1,0.09473684210526316,0.06796116504854369,0.16666666666666666,0.21428571428571427,0.009900990099009901,0.25,0.27071823204419887,0.4489795918367347,0.5,0.36363636363636365,0.4339622641509434,0.45098039215686275,0.08695652173913043,0.3448275862068966,0.3448275862068966,0.3,0.03867403314917127,0.2857142857142857,0.2857142857142857,1.0,0.23756906077348067,0.32558139534883723,0.32558139534883723,0.5,0.2727272727272727,0.6666666666666666,,0.36363636363636365,0.26,0.38461538461538464,0.02,,0.28,0.21428571428571427,0.5469613259668509,0.3333333333333333,0.3852642857142857,0.44777346938775514,0.07407407407407407,0.25396825396825395,25.928,,,1.0,1.0,21.0,1.0,9.0,2.0,,,1.0,,,,,0.25,,,,,0.25,1.0,0.0196078431372549,,True,,
714,1610612742,Michael Finley,Michael Finley,714,DAL,121256.0,2021.0,263.0,3939,3902,936,1052,449.0,7841,205.0,333.0,715.0,4270.0,32.0,18.0,42.0,146.0,196.0,60.0,256.0,43.0,36.0,54.0,37.0,29.0,11.0,83.0,12.0,57.0,108.0,182.0,79.0,936,0.044755244755244755,0.04390243902439024,23.209876543209877,0.6506024096385542,0.09700996677740864,0.03131991051454139,0.036072144288577156,0.10154997327632283,0.03260869565217391,0.03816793893129771,0.04096385542168675,0.10231023102310231,0.23590333716915995,0.383199079401611,0.4695202078521941,0.08458244111349036,0.10128205128205128,11.298881118881118,0.2376237623762376,121.0,177.0,14.0,28.0,26.0,40.0,96.0,133.0,17.0,40.0,3.0,9.0,36.0,114.0,9.0,12.0,38.0,350.0,53.0,154.0,154.0,1013.0,27.0,65.0,13.0,10.0,85.0,69.0,161.0,15.0,47.0,59.0,242.0,382.0,318.0,144.0,18.0,111.0,36.0,,112.0,66.0,178.0,53.0,13.0,42.0,48.0,422.0,,44.0,6.0,12.0,7.0,4.0,17.0,6.0,8.0,6.0,14.0,17.0,19.0,13.0,5.0,19.0,15.0,,1.0,242.0,15.0,0.5457142857142857,0.5601173020527859,0.9056603773584906,0.34415584415584416,0.3191489361702128,0.3509933774834437,0.48951048951048953,0.4153846153846154,0.42857142857142855,0.4942462600690449,0.4807692307692308,0.43990384615384615,0.5315457413249212,0.5,0.5,0.17721518987341772,,0.10734463276836158,,0.046875,,0.12021857923497267,0.021220159151193633,0.03327495621716287,0.011904761904761904,0.08677685950413223,0.10120481927710843,0.09541984732824428,0.18269230769230768,0.028368794326241134,0.7894736842105263,0.20368239355581128,0.6836158192090396,0.7658227848101266,0.6115702479338843,0.4682926829268293,0.4897959183673469,0.3958333333333333,0.3993993993993994,0.40425531914893614,0.5939849624060151,0.04602991944764097,0.425,0.425,1.0,0.13118527042577677,0.3157894736842105,0.3157894736842105,0.8611111111111112,0.358974358974359,0.5,0.35714285714285715,0.11538461538461539,0.19230769230769232,0.65,0.04326923076923077,0.3333333333333333,0.18269230769230768,0.3157894736842105,0.380897583429229,0.32432432432432434,0.4785,0.4545303398058252,0.08390918065153011,0.2388943731490622,25.314935064935067,3.0,4.0,4.0,7.0,15.0,3.0,22.0,4.0,,4.0,,,,1.0,1.0,0.5384615384615384,0.012012012012012012,0.05128205128205128,0.75,1.0,0.4444444444444444,1.0,,,True,,
959,1610612742,Steve Nash,Steve Nash,959,DAL,132530.0,2209.0,368.0,4346,4299,1084,1145,482.0,8645,145.0,234.0,584.0,4616.0,32.0,17.0,24.0,105.0,154.0,41.0,195.0,44.0,38.0,128.0,102.0,52.0,13.0,180.0,42.0,47.0,129.0,220.0,50.0,1084,0.0547945205479452,0.06206896551724138,22.612244897959183,0.7111111111111111,0.06291192330736968,0.016415868673050615,0.03136531365313653,0.06932573599240266,0.020459081836327345,0.01873536299765808,0.035164835164835165,0.07246376811594203,0.17119244391971664,0.2762691853600944,0.5035937943262414,0.0576271186440678,0.08051529790660225,9.876198630136985,0.24942475839852737,124.0,205.0,3.0,13.0,29.0,51.0,68.0,103.0,14.0,34.0,3.0,7.0,112.0,229.0,19.0,30.0,57.0,295.0,126.0,263.0,196.0,1164.0,11.0,35.0,24.0,5.0,54.0,61.0,136.0,33.0,64.0,115.0,336.0,116.0,474.0,216.0,6.0,229.0,112.0,,386.0,128.0,514.0,92.0,36.0,202.0,131.0,1156.0,,41.0,8.0,13.0,6.0,21.0,26.0,15.0,10.0,12.0,13.0,44.0,2.0,,2.0,2.0,1.0,,,336.0,23.0,0.19661016949152543,0.19863013698630136,0.5714285714285714,0.4790874524714829,0.515625,0.4790874524714829,0.5051369863013698,0.3142857142857143,0.4485294117647059,0.5714285714285714,0.4152542372881356,0.5525,0.6071044133476857,0.425,0.6392156862745098,0.3105076741440378,,0.0975609756097561,,0.06299212598425197,,0.09382151029748284,0.00954653937947494,0.01948051948051948,0.011494252873563218,0.047872340425531915,0.06818181818181818,0.09968847352024922,0.07758620689655173,0.033419023136246784,0.5,0.24203069657615112,0.6048780487804878,0.6702702702702703,0.16129032258064516,0.4689655172413793,0.5,0.14705882352941177,0.44017094017094016,0.4458874458874459,0.27184466019417475,0.04014167650531287,0.4117647058823529,0.4117647058823529,1.0,0.27036599763872493,0.4890829694323144,0.4890829694323144,0.5178571428571429,0.22033898305084745,0.23076923076923078,0.6666666666666666,0.3220338983050847,0.255,0.5686274509803921,0.035,0.42857142857142855,0.285,0.5263157894736842,0.5525383707201889,0.4890829694323144,0.49412674418604646,0.4864773869346732,0.04639175257731959,0.28865979381443296,24.757034220532315,2.0,5.0,7.0,9.0,162.0,,53.0,3.0,,43.0,1.0,,,,,0.375,0.01282051282051282,0.0847457627118644,0.4,1.0,0.3684210526315789,0.42857142857142855,0.003787878787878788,,True,,
1917,1610612742,Wang Zhi-zhi,Wang Zhi-zhi,1917,DAL,16320.0,272.0,55.0,527,516,183,162,71.0,1043,13.0,16.0,48.0,576.0,6.0,3.0,5.0,18.0,29.0,8.0,37.0,3.0,1.0,4.0,2.0,5.0,1.0,9.0,4.0,19.0,38.0,30.0,14.0,183,0.125,0.15384615384615385,20.358306188925084,0.4444444444444444,0.10465116279069768,0.030864197530864196,0.02912621359223301,0.10256410256410256,0.03018867924528302,0.061224489795918366,0.033707865168539325,0.1506849315068493,0.12745098039215685,0.1568627450980392,0.5231656862745099,0.12280701754385964,0.23333333333333334,8.26875,0.34724857685009486,9.0,19.0,2.0,3.0,3.0,7.0,5.0,6.0,2.0,4.0,2.0,3.0,23.0,50.0,4.0,10.0,16.0,20.0,25.0,54.0,24.0,139.0,4.0,5.0,5.0,3.0,17.0,6.0,17.0,12.0,19.0,11.0,59.0,24.0,16.0,72.0,6.0,50.0,23.0,,9.0,2.0,11.0,2.0,,2.0,7.0,24.0,,6.0,5.0,,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,5.0,,6.0,3.0,,1.0,59.0,4.0,0.6,0.7058823529411765,0.96,0.46296296296296297,0.631578947368421,0.46296296296296297,0.4166666666666667,0.8,0.35294117647058826,0.5637254901960784,0.7,0.6666666666666666,0.5991379310344828,0.7083333333333334,0.7023809523809523,0.5294117647058824,,0.21052631578947367,,0.2777777777777778,,0.0967741935483871,0.018867924528301886,0.016666666666666666,,0.07272727272727272,0.06818181818181818,0.11363636363636363,0.05555555555555555,,0.5,0.18627450980392157,0.47368421052631576,0.6,0.6666666666666666,0.38461538461538464,0.45454545454545453,0.8,0.375,0.375,0.3333333333333333,0.0392156862745098,0.5,0.5,1.0,0.49019607843137253,0.46,0.46,0.9565217391304348,0.3,0.6666666666666666,,0.4,0.19444444444444445,0.42857142857142855,0.08333333333333333,0.6666666666666666,0.4444444444444444,0.625,0.7156862745098039,0.46,0.5706,0.5057013888888888,0.1223021582733813,0.4244604316546763,24.575925925925933,1.0,1.0,1.0,2.0,3.0,,,,,,,,,1.0,2.0,0.4,,0.1,1.0,1.0,0.25,1.0,,,True,,
422,1610612742,Avery Johnson,Avery Johnson,422,DAL,3589.0,60.0,-7.0,107,110,40,38,13.0,217,4.0,5.0,19.0,115.0,,,,1.0,2.0,,2.0,2.0,1.0,,,,,,,1.0,6.0,14.0,7.0,40,,,21.13821138211382,,0.02702702702702703,,,0.04081632653061224,,,,,0.21052631578947367,0.2631578947368421,0.5175368421052632,0.2692307692307692,0.2692307692307692,7.078947368421052,0.37383177570093457,6.0,10.0,,,1.0,2.0,1.0,2.0,,,,,,,,,,9.0,,,9.0,27.0,1.0,2.0,,,2.0,2.0,4.0,,,5.0,9.0,4.0,14.0,,,,,,7.0,2.0,9.0,2.0,,4.0,3.0,20.0,,1.0,,,1.0,,,,,,,,,,,,,,,9.0,2.0,0.2222222222222222,0.2222222222222222,,,,,0.47368421052631576,0.5,0.5,0.47368421052631576,0.5,0.5,0.5192307692307693,0.5,0.5625,,,,,,,0.08333333333333333,,,,0.09090909090909091,,0.125,,,,0.5263157894736842,0.6,0.6,,0.25,0.25,,0.4,0.4,1.0,,,,,,,,,,,,,0.5,0.5,,,,,0.5263157894736842,,0.3504,0.44782500000000003,0.07407407407407407,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1559,1610612742,Adrian Griffin,Adrian Griffin,1559,DAL,59851.0,998.0,144.0,1960,1955,549,569,224.0,3915,47.0,79.0,216.0,2165.0,17.0,12.0,39.0,82.0,116.0,51.0,167.0,61.0,44.0,16.0,11.0,14.0,1.0,30.0,6.0,36.0,100.0,34.0,16.0,549,0.0787037037037037,0.1276595744680851,13.544018058690746,0.5333333333333333,0.11549295774647887,0.05918057663125948,0.05194805194805195,0.12197802197802197,0.05730337078651685,0.05405405405405406,0.05851063829787234,0.164,0.1828793774319066,0.30739299610894943,0.49950800781250015,0.0599250936329588,0.07079646017699115,8.580555555555556,0.2801020408163265,65.0,90.0,14.0,21.0,13.0,21.0,25.0,36.0,10.0,21.0,1.0,3.0,3.0,20.0,3.0,1.0,6.0,126.0,13.0,41.0,29.0,320.0,18.0,31.0,5.0,4.0,49.0,25.0,52.0,2.0,9.0,11.0,67.0,126.0,126.0,39.0,20.0,19.0,3.0,,48.0,23.0,71.0,19.0,4.0,20.0,19.0,165.0,,29.0,5.0,2.0,17.0,3.0,5.0,1.0,7.0,2.0,6.0,4.0,9.0,8.0,1.0,9.0,3.0,,,67.0,12.0,0.5,0.5431034482758621,1.0,0.3170731707317073,0.2222222222222222,0.325,0.5833333333333334,0.5806451612903226,0.4807692307692308,0.566147859922179,0.625,0.45901639344262296,0.5904059040590406,0.6447368421052632,0.49264705882352944,0.15953307392996108,,0.1111111111111111,,0.0847457627118644,,0.145,0.07462686567164178,0.05128205128205128,0.023255813953488372,0.06779661016949153,0.11160714285714286,0.1643835616438356,0.09259259259259259,0.020618556701030927,0.3333333333333333,0.35019455252918286,0.7222222222222222,0.8125,0.38461538461538464,0.5319148936170213,0.6097560975609756,0.28,0.45569620253164556,0.46153846153846156,0.8611111111111112,0.08171206225680934,0.47619047619047616,0.47619047619047616,1.0,0.07782101167315175,0.15,0.15,1.0,0.5833333333333334,0.6666666666666666,0.07142857142857142,0.08333333333333333,0.3442622950819672,0.6190476190476191,0.04918032786885246,0.3333333333333333,0.09836065573770492,0.16666666666666666,0.5097276264591439,0.15789473684210525,0.5113173076923077,0.49007249999999986,0.153125,0.209375,24.936585365853656,2.0,2.0,1.0,3.0,,1.0,9.0,3.0,,,,,,,,0.6,0.012658227848101266,0.05555555555555555,1.0,1.0,0.3333333333333333,1.0,,,True,,
